player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Zach Smith,25631,QB,TULSA,12,70.7,403,430,10.3,2.57,11,18,4.0,57.2,246,1,175,13.7,496,39,140,320,25.4,67.8,70.9,38.4,10,9,521,4,24.0,87.5,8.5,42,24,0,6,19,24,4.6,3279,7.6
Cole McDonald,38584,QB,HAWAII,12,73.9,414,429,12.2,2.49,6,21,4.7,64.8,278,0,92,9.2,461,28,176,180,59.5,81.0,76.5,74.5,1,13,482,1,13.0,99.0,2.6,12,20,0,8,29,26,5.4,3401,7.9
Bryce Perkins,35299,QB,VIRGINIA,12,70.2,386,414,9.7,2.88,2,9,2.0,64.3,266,0,189,1.8,499,5,157,335,48.1,63.5,56.3,72.7,3,9,528,3,22.2,89.2,8.4,42,42,0,23,16,24,4.5,2953,7.1
Mason Fine,46629,QB,N TEXAS,12,70.5,386,413,9.1,2.48,8,21,4.9,61.7,255,0,138,6.3,451,17,142,251,38.9,77.3,78.6,48.7,1,9,470,3,18.8,99.0,5.8,26,10,0,18,29,16,3.4,3087,7.5
Ryan Hilinski,71295,QB,S CAROLINA,11,69.4,382,407,7.1,2.29,12,5,1.2,58.0,236,0,100,10.9,435,29,116,289,59.1,60.8,60.8,52.6,3,5,453,2,19.0,78.4,4.4,19,6,1,9,11,11,2.4,2357,5.8
Steven Montez,46465,QB,COLORADO,12,73.9,371,406,8.3,2.9,2,14,3.3,62.8,255,0,140,6.9,447,19,136,143,69.0,73.4,71.8,64.1,2,10,473,4,14.3,86.9,4.5,20,20,1,30,17,15,3.2,2809,6.9
Kellen Mond,60556,QB,TEXAS A&M,12,71.4,377,402,9.1,2.75,6,12,2.8,60.9,245,0,181,8.9,458,24,153,312,59.8,77.0,72.8,74.7,6,9,483,7,15.5,88.3,6.1,28,28,0,13,19,14,2.9,2802,7.0
Joe Burrow,28022,QB,LSU,12,83.5,393,401,9.2,2.87,4,27,6.5,78.3,314,0,140,4.3,463,14,209,211,67.8,94.1,93.4,75.9,0,6,480,3,20.0,142.3,6.0,28,34,0,4,44,9,1.9,4363,10.9
Brian Lewerke,34412,QB,MICH STATE,12,70.1,384,400,8.2,2.46,3,18,4.2,58.8,235,0,126,12.6,439,34,144,223,64.7,66.9,67.7,54.7,3,12,465,1,14.3,80.5,4.1,18,19,1,9,16,16,3.4,2751,6.9
Anthony Russo,40108,QB,TEMPLE,12,68.3,388,399,9.4,2.16,5,29,6.9,58.6,234,0,89,11.7,422,31,129,306,58.8,72.3,71.0,57.3,0,11,443,2,16.9,85.6,3.6,15,6,0,6,21,21,4.7,2733,6.8
Chris Robison,60378,QB,FAU,12,74.2,360,399,9.3,2.76,9,11,2.6,61.9,247,0,118,7.5,444,20,153,165,74.9,78.0,80.2,48.8,1,5,472,2,20.3,99.6,5.4,24,18,0,29,22,14,3.0,3136,7.9
Stephen Calvert,46556,QB,LIBERTY,12,67.3,382,398,10.8,2.64,5,23,5.5,58.5,233,0,143,9.3,430,24,155,206,45.6,75.3,78.7,27.8,1,5,451,5,16.1,103.1,5.3,23,9,1,9,26,17,3.8,3407,8.6
Caleb Evans,41292,QB,LA MONROE,12,72.7,374,393,9.2,2.51,4,13,3.2,61.1,240,0,131,11.8,429,32,144,209,75.3,89.5,81.6,82.6,4,10,449,4,9.9,91.3,3.0,13,23,1,10,21,13,2.9,2931,7.5
Sam Howell,97599,QB,N CAROLINA,12,74.2,356,389,11.6,2.74,6,27,6.6,59.9,233,0,139,11.7,448,31,157,245,45.3,78.9,81.8,49.1,6,7,469,3,26.6,110.3,8.3,37,19,1,20,35,18,3.8,3344,8.6
Justin Herbert,28237,QB,OREGON,12,76.1,376,386,8.7,2.59,3,20,5.0,66.8,258,0,94,9.8,422,28,162,264,51.7,84.6,86.2,45.9,2,5,438,4,20.2,113.0,4.5,19,17,2,3,31,13,3.0,3139,8.1
Jack Abraham,40557,QB,SO MISS,12,76.2,369,383,8.0,2.51,4,14,3.5,67.1,257,0,149,8.5,426,24,149,296,30.8,78.4,78.1,62.2,3,15,444,6,12.8,93.6,4.5,19,22,0,7,18,22,5.0,3333,8.7
Nate Stanley,46565,QB,IOWA,12,68.9,351,375,9.6,2.7,4,26,6.6,58.1,218,0,119,9.9,407,24,126,192,81.6,84.4,78.7,81.3,3,7,429,4,16.0,85.6,4.7,19,11,1,16,14,9,2.1,2736,7.3
Jacob Eason,46444,QB,WASHINGTON,12,74.4,360,375,9.4,2.64,3,22,5.6,63.7,239,0,108,10.8,400,29,134,340,59.3,84.1,81.5,68.4,0,8,418,3,17.6,98.5,4.8,19,6,1,11,22,11,2.6,2933,7.8
Dillon Gabriel,86272,QB,UCF,12,68.4,361,374,11.9,2.37,3,29,7.3,59.1,221,0,105,10.5,399,26,121,323,68.6,82.7,81.8,62.9,3,7,422,4,18.1,105.4,4.8,19,6,0,7,27,7,1.7,3393,9.1
Ian Book,40216,QB,NOTRE DAME,12,73.3,337,374,9.1,2.99,9,21,5.3,58.8,220,0,129,10.9,434,27,147,258,64.2,77.0,75.4,66.4,2,6,458,3,10.9,104.9,3.2,14,46,0,26,33,14,3.1,2787,7.5
Jon Wassink,34650,QB,W MICHIGAN,12,66.7,357,373,10.4,2.44,6,18,4.5,59.5,222,0,87,6.7,413,16,131,347,60.5,72.9,69.2,68.5,0,7,439,2,17.2,93.2,3.6,15,25,0,10,19,15,3.4,2901,7.8
Carter Stanley,13634,QB,KANSAS,12,68.3,357,372,10.4,2.53,1,20,5.1,61.0,227,0,116,7.0,406,17,123,198,29.4,65.2,63.1,62.1,6,11,427,0,19.0,92.0,5.4,22,10,1,7,24,26,6.1,2665,7.2
Drew Plitt,39879,QB,BALL ST,12,72.3,350,370,8.3,2.78,4,15,3.8,64.3,238,0,149,5.9,436,15,150,117,41.4,66.2,63.6,63.4,3,7,461,2,20.1,102.2,6.9,30,33,1,12,24,19,4.1,2912,7.9
Jorge Reyna,60384,QB,FRESNO ST,12,74.8,353,370,8.7,2.67,7,16,4.1,65.4,242,0,139,8.3,425,22,142,169,51.7,65.4,65.0,58.7,5,11,450,0,17.3,87.9,5.6,24,28,0,5,15,18,4.0,2682,7.2
Jett Duffey,41634,QB,TEXAS TECH,10,73.8,347,367,8.5,2.74,8,23,5.9,65.1,239,0,106,6.6,420,17,135,315,65.6,87.1,89.5,55.0,3,5,444,2,15.1,99.2,3.8,16,36,0,9,18,12,2.7,2838,7.7
Dorian Thompson-Robinson,83574,QB,UCLA,11,69.3,335,365,8.1,2.94,4,10,2.6,59.2,216,0,170,6.9,443,16,146,324,26.8,66.5,61.1,71.0,0,12,459,3,19.4,87.7,7.4,33,45,0,26,21,23,5.0,2700,7.4
Kedon Slovis,100580,QB,USC,11,81.1,339,362,8.6,2.72,10,18,4.7,71.8,260,0,111,5.5,402,15,152,326,30.2,77.8,80.0,42.2,6,9,423,1,19.8,114.6,5.5,22,18,0,7,28,20,4.7,3236,8.9
Quentin Harris,26084,QB,DUKE,12,67.7,334,359,8.7,2.25,8,10,2.7,57.9,208,0,123,8.0,416,18,106,154,52.7,56.2,53.4,61.4,4,11,431,3,24.4,76.5,7.2,30,25,2,11,16,17,3.9,2072,5.8
Jake Luton,17287,QB,OREGON ST,11,74.1,321,359,9.0,2.67,11,19,5.1,61.8,222,0,90,6.7,389,16,134,265,79.3,88.5,86.9,66.8,0,3,404,2,24.4,107.6,5.7,22,8,0,27,28,9,2.2,2714,7.6
Bo Nix,97790,QB,AUBURN,12,66.9,329,356,9.4,2.66,3,16,4.3,56.2,200,0,92,9.1,390,20,119,115,33.5,64.6,65.4,57.2,0,6,406,4,15.2,83.6,3.6,14,20,3,21,15,16,3.9,2362,6.6
Mike Glass III,60369,QB,E MICHIGAN,11,77.4,341,355,9.4,2.49,3,24,6.3,67.9,241,0,94,8.7,391,23,139,160,64.3,84.2,86.0,61.5,0,10,420,2,13.8,101.2,3.3,13,23,1,10,22,12,2.9,2862,8.1
Shea Patterson,40688,QB,MICHIGAN,12,66.6,329,347,10.6,2.72,4,20,5.3,56.5,196,0,105,10.5,387,23,133,222,24.2,74.3,77.7,46.7,1,6,420,3,18.1,97.1,4.9,19,18,1,12,22,18,4.3,2833,8.2
Charlie Brewer,60344,QB,BAYLOR,12,74.8,322,343,10.0,2.96,7,20,5.4,65.3,224,1,141,7.1,406,17,138,118,69.0,82.3,77.2,75.6,4,6,434,4,18.4,104.2,6.4,26,37,0,10,20,19,4.4,2928,8.5
Ryan Agnew,33451,QB,S DIEGO ST,11,74.6,315,343,7.7,2.99,10,7,2.0,63.0,216,0,112,8.1,390,19,122,284,74.0,80.1,77.1,70.3,2,5,403,2,17.0,85.6,4.9,19,27,1,15,11,9,2.2,2175,6.3
Max Duggan,99470,QB,TCU,12,67.0,309,341,10.8,3.03,11,14,3.9,53.4,182,0,148,12.1,413,25,115,305,52.3,67.1,57.0,77.5,7,10,430,2,18.2,74.4,6.5,27,40,3,11,15,15,3.5,2075,6.1
Patrick O'Brien,40273,QB,COLO STATE,11,72.9,317,341,9.7,2.71,3,15,4.2,61.6,210,0,119,9.1,379,21,126,144,52.3,72.4,73.8,51.9,4,7,398,3,20.2,91.8,6.3,24,14,2,15,13,14,3.5,2804,8.2
J'mar Smith,27005,QB,LA TECH,10,72.9,325,341,8.5,2.65,4,20,5.5,65.4,223,0,112,5.9,390,14,141,208,60.4,84.5,84.5,64.3,2,4,413,3,20.5,102.7,5.9,23,26,1,9,17,7,1.7,2814,8.3
Tommy DeVito,60545,QB,SYRACUSE,12,72.4,304,336,8.5,2.74,3,11,3.1,62.5,210,0,153,4.5,428,10,113,304,59.2,52.4,58.4,40.9,0,5,446,7,30.1,95.8,10.7,46,43,0,29,19,11,2.5,2334,6.9
Brady White,25506,QB,MEMPHIS,12,73.9,314,332,10.2,2.51,4,17,4.8,66.0,219,0,92,5.6,361,13,136,218,30.5,78.3,81.8,41.6,0,8,383,3,18.5,120.6,4.7,17,11,1,13,32,14,3.7,3307,10.0
Jamie Newman,44948,QB,WAKE,11,72.0,318,332,10.9,2.86,5,21,6.1,62.3,207,0,103,9.6,378,22,130,339,63.5,87.3,89.2,64.4,7,10,395,1,18.4,98.4,5.0,19,25,0,2,23,10,2.5,2698,8.1
Asher O'Hara,78529,QB,MIDDLE TN,12,70.2,319,332,9.2,2.79,3,16,4.5,62.3,207,1,137,7.6,416,17,141,224,59.4,80.4,65.4,86.1,2,8,446,1,18.2,96.4,6.0,25,57,0,8,20,15,3.4,2575,7.8
Dan Ellington,82121,QB,GA STATE,12,72.3,307,330,9.4,2.8,5,13,3.7,64.5,213,0,121,4.1,382,9,131,175,63.9,74.7,73.3,64.5,3,7,404,2,16.5,97.2,5.2,20,32,1,14,21,12,3.0,2292,6.9
Carson Strong,83524,QB,NEVADA,9,72.6,303,326,8.7,2.71,4,9,2.7,63.2,206,0,126,6.4,373,14,101,239,55.6,60.7,63.7,49.6,4,7,385,6,15.9,80.7,5.4,20,27,1,14,10,9,2.3,1934,5.9
Isaiah Green,60442,QB,MARSHALL,12,69.7,294,319,10.5,2.84,1,17,5.0,56.4,180,0,119,12.2,364,25,94,214,70.5,68.1,66.2,64.7,1,9,388,3,18.5,81.9,6.0,22,19,4,19,14,15,3.9,2291,7.2
Zac Thomas,39989,QB,APP STATE,12,72.7,304,319,9.8,2.53,8,15,4.6,63.6,203,0,92,8.1,362,18,130,108,81.3,75.1,69.5,76.9,2,6,375,3,15.2,104.0,3.9,14,27,0,5,24,18,4.8,2425,7.6
James Morgan,25694,QB,FIU,11,70.9,309,319,9.5,2.52,3,10,3.1,58.0,185,0,83,15.5,337,34,109,166,30.0,64.3,67.2,40.4,2,3,346,2,15.7,89.3,3.9,13,4,0,5,13,15,4.3,2238,7.0
Trevor Lawrence,77632,QB,CLEMSON,12,75.4,301,318,9.9,2.67,6,26,7.8,67.9,216,0,85,4.8,353,11,139,140,80.8,90.6,85.9,80.2,1,8,370,1,14.1,117.2,3.4,12,21,2,8,30,12,3.2,2869,9.0
Kyle Trask,39987,QB,FLORIDA,11,75.7,300,316,8.8,2.47,5,9,2.6,67.4,213,0,107,6.2,346,14,132,163,58.1,69.9,67.2,66.3,4,6,371,3,20.6,110.4,6.4,22,8,1,6,24,20,5.4,2636,8.3
Jake Fromm,60389,QB,GEORGIA,12,68.6,296,314,10.1,2.63,4,21,6.2,61.8,194,0,74,4.4,336,9,117,173,71.3,87.9,88.9,51.9,4,3,360,2,12.2,103.5,2.7,9,13,1,9,21,4,1.1,2381,7.6
Nathan Rourke,60504,QB,OHIO,12,70.5,295,313,11.4,2.98,2,18,5.4,61.0,191,0,116,8.2,346,17,128,259,61.9,88.0,78.7,83.9,8,5,366,4,15.5,103.2,5.2,18,13,1,7,20,13,3.6,2676,8.5
Levi Lewis,60428,QB,LA LAFAYET,12,76.9,286,312,9.0,2.77,2,10,3.0,65.1,203,0,95,7.7,349,17,135,207,42.0,72.6,71.8,60.0,1,3,367,2,13.7,107.0,3.7,13,23,2,21,20,11,3.0,2499,8.0
Kenyon Oblad,83576,QB,UNLV,11,64.9,296,311,10.2,2.44,4,14,4.3,54.0,168,0,80,12.5,339,24,89,325,43.1,66.9,68.0,49.0,4,9,350,1,21.3,82.5,5.0,17,10,1,6,18,12,3.4,2104,6.8
Jayden Daniels,97993,QB,ARIZONA ST,11,74.2,287,311,8.6,2.78,7,14,4.3,62.1,193,0,137,9.4,402,20,125,110,47.9,68.8,69.0,61.2,3,2,419,5,22.6,106.2,7.7,31,60,1,13,17,11,2.6,2748,8.8
Austin Kendall,40056,QB,W VIRGINIA,9,71.0,293,304,8.0,2.4,4,9,2.8,61.5,187,1,82,10.1,331,21,93,343,79.1,66.2,65.4,62.1,2,10,347,4,14.6,80.1,3.6,12,14,0,5,12,12,3.5,1989,6.5
Sean Clifford,51708,QB,PENN STATE,11,72.4,279,301,11.1,2.68,6,11,3.5,58.8,177,0,115,12.4,354,25,127,266,55.6,74.4,72.8,65.2,2,6,370,2,16.5,102.0,5.4,19,31,2,12,22,9,2.4,2521,8.4
Justin McMillan,39359,QB,TULANE,12,65.9,287,299,11.1,2.92,1,11,3.6,56.9,170,0,139,10.1,367,19,123,319,63.0,68.9,54.9,80.2,1,10,379,2,15.8,82.2,6.0,22,46,0,10,14,22,5.8,2229,7.5
Kelly Bryant,34897,QB,MISSOURI,10,73.3,273,295,7.8,3.23,6,8,2.5,61.4,181,0,106,9.5,351,19,104,229,54.5,68.7,65.3,65.8,3,6,374,4,18.9,93.0,5.7,20,35,0,13,15,7,1.9,2215,7.5
Ty Storey,35344,QB,W KENTUCKY,9,81.1,275,294,7.4,2.48,4,14,4.6,70.1,206,0,75,7.6,327,17,110,346,49.3,81.9,74.6,77.5,5,5,337,1,22.7,98.3,5.2,17,15,0,10,12,14,4.2,2212,7.5
Tanner Morgan,55239,QB,MINNESOTA,12,75.3,275,292,12.5,2.75,8,15,4.8,65.8,192,1,112,7.2,337,15,140,225,49.1,87.4,89.7,50.5,3,6,358,3,27.7,122.7,9.2,31,14,1,5,28,16,4.5,2974,10.2
Ross Bowers,38380,QB,N ILLINOIS,9,69.3,270,287,8.3,2.61,5,13,4.3,57.5,165,0,91,11.8,314,22,93,254,44.9,58.4,59.4,52.3,3,8,327,1,20.9,77.3,6.1,19,5,0,9,7,13,4.0,2120,7.4
Dustin Crum,60418,QB,KENT STATE,12,79.5,268,286,9.1,2.81,3,20,6.4,68.5,196,0,132,8.0,377,17,122,201,63.6,90.4,90.1,70.7,2,2,410,0,28.0,111.3,9.8,37,53,0,13,18,3,0.7,2336,8.2
Jalen Hurts,40291,QB,OKLAHOMA,12,77.9,267,286,11.2,3.39,4,13,4.4,71.7,205,0,127,1.4,355,3,167,261,40.6,91.8,87.6,82.5,6,6,370,0,14.2,137.9,5.1,18,49,0,9,31,11,3.0,3345,11.7
Kato Nelson,40264,QB,AKRON,10,66.9,257,284,9.2,2.99,8,9,3.0,53.5,152,1,168,11.6,380,20,94,102,34.3,57.5,58.6,58.5,6,6,397,6,25.6,77.6,11.3,43,50,1,12,11,14,3.5,1829,6.4
Skylar Thompson,60417,QB,KANSAS ST,12,71.0,262,283,10.8,3.22,0,25,8.4,59.0,167,0,127,10.2,342,19,124,199,34.3,80.3,80.2,65.7,2,5,357,4,15.7,90.3,5.8,20,37,1,18,12,13,3.6,2195,7.8
Zach Wilson,82096,QB,BYU,8,71.3,258,280,10.5,2.92,8,15,5.1,61.8,173,0,89,6.0,314,11,99,128,71.0,74.2,70.5,70.8,1,7,328,1,21.3,87.5,6.1,19,15,2,11,11,13,4.0,2098,7.5
Justin Fields,82118,QB,OHIO STATE,12,77.3,260,279,13.1,3.23,2,27,9.1,67.7,189,0,111,6.0,336,12,147,260,41.0,92.3,93.1,64.1,1,1,358,2,19.8,136.3,6.5,22,34,2,14,37,6,1.7,2654,9.5
Jack Coan,60613,QB,WISCONSIN,12,79.8,258,271,7.3,2.52,4,12,4.3,72.3,196,0,71,4.9,299,10,117,349,62.5,79.9,80.1,58.3,3,4,307,1,26.8,112.4,6.4,19,9,0,6,17,10,3.3,2296,8.5
Chris Reynolds,60361,QB,CHARLOTTE,12,72.1,247,269,10.0,2.79,5,15,5.1,61.3,165,0,102,7.3,303,13,113,136,60.1,84.2,75.0,78.7,2,10,327,2,11.8,100.3,4.0,12,21,2,13,21,12,3.7,2358,8.8
Khalil Tate,40237,QB,ARIZONA,11,70.2,242,268,9.4,2.97,1,15,5.4,60.1,161,0,86,5.3,323,9,104,109,64.3,75.8,71.6,70.2,1,11,335,0,23.3,82.9,6.2,20,31,1,23,14,11,3.3,1957,7.3
James Blackman,60382,QB,FLORIDA ST,11,72.0,254,266,9.8,2.7,4,11,3.8,63.9,170,1,125,7.1,316,13,89,167,29.6,66.5,68.1,52.3,2,7,337,2,20.8,97.1,8.2,26,23,0,6,16,15,4.5,2088,7.8
Peyton Ramsey,40186,QB,INDIANA,10,76.1,251,266,9.0,2.76,3,12,4.3,68.8,183,0,108,4.2,315,8,111,190,65.6,87.5,82.5,75.9,0,4,332,1,20.4,104.2,7.0,22,23,0,12,13,6,1.8,2221,8.3
Desmond Ridder,55086,QB,CINCINNATI,11,67.6,247,264,11.8,2.8,3,14,5.0,56.4,149,0,97,10.8,317,18,95,138,62.0,68.2,61.9,72.5,1,8,334,3,24.7,87.0,7.6,24,28,0,13,17,13,3.9,1841,7.0
Brett Gabbert,97404,QB,MIAMI OH,12,65.6,244,261,11.7,2.61,1,16,5.9,53.6,140,0,87,12.5,305,20,85,221,64.8,63.6,63.2,57.8,1,8,318,3,23.0,78.3,6.6,20,23,0,15,10,12,3.8,1976,7.6
Jack Zergiotis,97603,QB,UCONN,10,63.9,249,260,8.9,2.62,8,11,4.0,57.7,150,0,102,5.7,293,9,79,146,27.3,45.3,45.2,53.4,1,11,306,2,21.6,72.6,7.5,22,10,0,2,9,15,4.9,1782,6.9
Layne Hatcher,82068,QB,ARK STATE,9,76.3,240,260,11.2,2.69,6,21,7.5,68.5,178,0,91,2.7,312,5,105,113,47.9,80.5,85.6,46.2,2,9,337,2,31.9,115.2,9.3,29,23,0,12,23,12,3.6,2559,9.8
Jarren Williams,77629,QB,MIAMI FL,11,74.8,238,257,8.9,2.96,2,11,4.1,62.3,160,0,125,10.1,311,18,103,220,35.7,63.2,63.7,60.4,4,6,325,6,24.8,102.8,10.0,31,21,0,13,19,19,5.8,2093,8.1
Riley Neal,35543,QB,VANDERBILT,11,68.7,233,257,7.0,2.8,5,5,1.9,57.2,147,0,104,8.1,290,13,59,333,61.9,55.0,52.4,66.6,1,5,302,4,17.3,78.7,6.2,18,13,0,18,9,13,4.3,1567,6.1
Tua Tagovailoa,60326,QB,ALABAMA,9,79.0,243,252,8.7,2.69,3,15,5.6,71.4,180,0,60,6.3,275,12,115,103,65.5,90.3,90.3,56.5,0,3,290,2,16.7,143.2,3.6,10,11,0,6,33,6,2.1,2838,11.3
Adrian Martinez,83522,QB,NEBRASKA,10,69.8,235,252,8.1,2.95,4,3,1.2,59.1,149,0,94,9.1,316,15,96,238,36.8,52.3,47.2,62.6,1,9,326,3,23.4,82.2,7.0,22,39,0,12,10,18,5.5,1963,7.8
Spencer Sanders,77660,QB,OKLA STATE,10,68.4,237,248,10.5,2.91,3,13,4.9,62.5,155,0,95,4.3,301,7,96,262,50.6,64.6,58.0,68.2,1,11,323,2,14.7,91.9,4.7,14,39,1,6,16,12,3.7,2064,8.3
Tyler Huntley,46448,QB,UTAH,12,86.0,235,247,8.5,3.04,5,16,6.3,74.9,185,0,117,8.4,296,17,120,328,71.6,90.9,90.8,70.2,1,2,312,2,12.0,128.8,4.7,14,34,0,6,16,3,1.0,2729,11.0
Davis Mills,52269,QB,STANFORD,8,70.9,237,244,9.0,2.42,1,12,4.6,64.8,158,0,61,6.0,271,10,94,300,67.3,70.7,72.4,51.6,1,5,287,5,21.3,95.9,4.8,13,14,3,2,11,9,3.1,1954,8.0
Jack Plummer,83543,QB,PURDUE,7,72.1,219,242,7.9,2.83,5,11,4.4,59.5,144,0,98,8.9,281,14,82,273,61.1,67.9,66.6,62.0,3,8,291,1,21.4,80.6,7.5,21,18,0,15,11,9,3.1,1603,6.6
Brandon Peters,40416,QB,ILLINOIS,10,67.6,216,239,9.7,2.71,8,15,5.9,54.0,129,0,94,11.6,281,17,83,187,27.3,65.6,67.7,53.0,4,7,297,2,21.3,86.7,7.1,20,20,0,11,17,18,6.1,1612,6.7
Tyler Vitt,83566,QB,TEXAS ST,9,72.0,211,231,8.0,2.67,2,12,5.0,63.2,146,0,94,3.9,254,6,65,314,62.4,75.5,73.9,67.0,5,14,263,2,13.8,74.1,5.1,13,7,0,13,11,10,3.8,1594,6.9
Quinten Dormady,35426,QB,C MICHIGAN,8,76.9,216,228,8.2,2.47,3,4,1.7,67.5,154,1,73,7.2,246,12,93,134,47.3,64.0,64.3,53.0,0,5,257,2,12.3,103.4,3.7,9,7,0,9,13,14,5.4,1926,8.4
Jordan McCloud,101058,QB,USF,12,63.3,215,227,11.1,3.07,2,10,4.2,54.6,124,0,112,8.8,297,12,73,327,56.1,56.4,54.4,61.9,2,8,313,5,26.8,76.7,10.1,30,39,0,8,12,10,3.2,1426,6.3
Jarrett Guarantano,40771,QB,TENNESSEE,12,67.9,215,227,11.1,2.89,6,13,5.3,59.0,134,0,90,8.2,263,12,92,307,48.8,72.6,73.5,55.7,2,6,282,2,15.6,99.3,5.3,14,21,0,4,16,8,2.8,1937,8.5
Devin Leary,77628,QB,NC STATE,8,59.8,194,212,9.9,2.67,5,9,4.1,48.1,102,1,70,12.1,242,14,64,248,31.7,55.9,57.2,52.0,5,5,249,2,15.7,68.8,4.5,11,19,0,8,8,11,4.4,1217,5.7
Josh Jackson,40482,QB,MARYLAND,10,62.8,180,209,8.4,2.6,8,6,2.7,47.4,99,0,109,12.4,251,14,61,215,49.6,43.3,40.7,61.2,4,6,264,2,22.9,74.2,10.0,25,15,0,17,12,13,4.9,1278,6.1
Gresch Jensen,24735,QB,TEXAS ST,6,73.3,191,207,7.4,2.54,0,5,2.3,62.3,129,0,84,7.9,225,11,60,314,43.9,61.9,58.1,74.3,3,6,237,1,16.7,76.2,6.2,14,3,0,13,5,11,4.6,1300,6.3
Grant Loy,40276,QB,BOWL GREEN,12,70.1,184,206,6.7,2.87,2,3,1.4,55.8,115,1,91,10.9,227,14,60,122,67.9,59.3,46.6,73.5,2,11,235,3,9.9,59.1,4.0,9,12,3,15,6,11,4.7,1137,5.5
Tyler Johnston III,60570,QB,UAB,9,67.8,199,205,13.8,2.56,3,27,12.8,59.0,121,0,67,10.4,222,14,83,321,55.1,83.0,85.8,58.4,1,13,229,1,11.9,87.8,3.6,8,9,2,0,15,19,8.3,1898,9.3
Lowell Narcisse,60439,QB,UTSA,10,63.5,189,202,10.0,3.2,1,3,1.4,52.5,106,0,93,11.7,260,14,68,331,50.9,50.2,49.4,55.8,3,5,270,2,19.4,73.8,6.9,18,40,1,8,8,12,4.4,1219,6.0
Hank Bachmeier,101284,QB,BOISE ST,7,74.4,180,197,11.5,2.79,1,15,7.2,61.9,122,0,92,9.0,227,12,79,120,40.6,73.1,75.9,51.7,8,4,239,2,16.3,97.7,6.6,15,14,1,7,9,10,4.2,1759,8.9
