player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Dequan Jackson,75810,LB,COLO STATE,11,3,1.6,85.7,79.6,22.1,18.9,0,0,0,0.0,144,62.3,66.9,86.5,55.7,69.5,72.6,0,13,33.3,6,0,0,91.7,12,284,357,5,9,14,0,84,74,0.3,7.0
Cam'Ron Carter,75811,LB,COLO STATE,12,5,5.1,61.3,77.5,12.4,7.6,0,0,1,3.2,144,74.5,65.7,57.1,69.2,56.8,77.0,1,51,10.5,2,1,2,76.7,19,252,325,10,12,31,1,195,169,0.8,10.3
Chuck Hicks,75816,LB,MISSOURI,1,0,,,83.3,,,0,0,0,,229,62.9,52.6,72.1,60.0,46.7,,0,,,0,0,0,0.0,0,5,6,0,0,0,0,0,0,0.0,
Chad Muma,75818,LB,WYOMING,12,5,5.1,86.2,79.6,12.2,10.5,0,0,1,3.4,351,77.5,90.1,85.2,65.2,91.1,85.9,3,43,14.0,6,1,1,78.5,25,319,401,16,32,29,1,278,159,0.9,11.1
Devin Richardson,75820,LB,TEXAS,5,0,5.3,100.0,95.8,5.8,5.8,0,0,0,0.0,311,55.2,42.2,73.6,59.2,36.9,56.8,0,21,0.0,0,0,0,103.1,4,23,24,0,1,4,0,35,14,1.5,8.8
Antonio Montero,75822,LB,RICE,9,3,2.6,87.5,79.2,15.2,13.3,0,1,1,6.3,275,53.4,47.1,83.0,75.5,35.9,29.6,0,35,16.7,3,1,0,123.7,14,228,288,8,12,16,1,139,110,0.7,9.9
Treshawn Chamberlain,75823,LB,RICE,3,0,2.4,80.0,82.5,12.5,10.0,0,0,0,0.0,275,60.8,57.6,77.4,46.6,58.6,40.6,0,16,42.9,3,0,0,96.7,4,52,63,3,4,5,0,36,23,0.7,9.0
Blaze Alldredge,75826,LB,MISSOURI,12,4,2.1,76.0,74.5,10.6,8.0,0,0,0,0.0,229,43.2,55.6,52.7,70.5,59.8,69.2,0,28,15.0,3,0,1,95.9,19,210,282,9,13,25,0,183,170,0.9,9.6
Ikenna Enechukwu,75875,DI,RICE,12,0,,,1.2,,,0,0,0,,275,63.3,74.9,73.3,75.7,68.2,70.0,0,,0.0,0,0,1,0.0,0,5,421,6,2,0,0,0,0,0.0,
Tywan Francis,75909,S,COLO STATE,11,2,9.0,64.9,97.6,12.5,8.1,0,0,4,10.8,144,51.4,56.1,0.0,72.4,68.3,76.1,0,92,14.3,6,4,4,142.5,24,319,327,10,34,37,4,447,250,1.5,18.6
Thomas Pannunzio,75953,CB,COLO STATE,11,3,7.5,72.7,95.8,7.9,5.7,0,1,4,9.1,144,59.4,60.2,89.9,58.4,61.6,69.2,0,46,9.1,2,4,0,97.2,32,271,283,9,17,44,0,364,184,1.4,11.4
Caleb Mills,75959,S,NEW MEX ST,12,4,15.7,70.8,98.5,18.1,12.8,0,1,3,12.5,242,28.4,28.4,0.0,52.8,53.9,53.8,2,74,33.3,10,2,5,118.1,17,320,325,1,16,24,6,406,167,1.3,23.9
Caleb Tubbs,76053,S,MIAMI OH,1,0,,,100.0,,,0,0,0,,221,60.0,49.8,69.2,,46.2,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Chandler Jones,76565,CB,LOUISVILLE,12,3,13.3,61.2,96.6,11.6,7.1,0,1,5,10.2,210,60.8,58.7,48.2,65.9,47.8,64.7,0,51,12.1,4,5,2,104.9,30,368,381,7,26,49,2,449,179,1.3,15.0
Montre Miller,76568,CB,KENT STATE,11,2,14.1,54.7,99.5,9.8,5.3,0,0,12,16.0,201,60.4,62.3,49.1,57.5,72.4,57.4,4,75,17.9,7,9,7,72.2,41,426,428,7,30,75,3,602,195,1.5,14.7
Jeremiah Lewis,76571,CB,DUKE,11,3,16.8,51.4,99.6,13.2,6.8,2,1,4,10.8,154,67.5,67.1,84.3,59.8,61.3,34.0,2,56,29.2,7,0,4,99.0,19,263,264,3,14,37,4,361,155,1.4,19.0
Teshaun Smith,76572,CB,NC STATE,3,0,10.1,42.9,100.0,8.7,3.7,0,0,1,14.3,248,55.1,56.1,77.0,,59.8,53.2,0,16,0.0,0,1,0,101.2,3,26,26,0,2,7,1,40,10,1.5,13.3
Taiyon Palmer,76574,CB,TROY,12,1,8.7,58.3,98.6,19.0,11.1,0,2,2,16.7,318,62.4,60.2,82.5,53.8,52.0,66.5,1,17,10.0,1,2,3,63.9,7,144,146,2,8,12,1,58,22,0.4,8.3
Kyler McMichael,76577,CB,N CAROLINA,11,1,16.9,65.7,99.6,10.6,6.9,0,1,4,11.4,245,48.0,51.5,84.2,58.6,67.6,43.3,1,44,41.7,5,2,2,128.1,23,261,262,1,6,35,5,366,82,1.5,15.9
Mario Goodrich,76578,CB,CLEMSON,11,4,11.9,52.5,98.8,14.8,7.8,1,1,12,30.0,140,80.2,81.6,85.5,55.4,81.3,84.2,1,45,7.7,2,6,2,57.3,21,329,333,6,20,40,0,210,50,0.7,10.0
Elijah Clark,76579,CB,TEMPLE,3,0,,,100.0,,,0,0,0,,306,64.0,68.6,72.8,,70.3,74.3,0,,,0,0,0,0.0,0,7,7,0,0,0,0,0,0,0.0,
Chauncey Moore,76581,S,TEMPLE,2,0,14.0,100.0,100.0,9.0,9.0,0,0,0,0.0,306,41.5,38.8,71.2,,48.3,27.4,0,14,100.0,1,0,0,118.8,1,9,9,0,0,1,0,14,0,1.6,14.0
Arquon Bush,76582,CB,CINCINNATI,12,2,8.6,63.3,98.8,8.2,5.2,0,0,5,8.3,138,68.4,65.4,10.0,68.8,54.9,47.9,3,44,17.9,5,2,3,66.1,38,325,329,9,21,60,1,382,174,1.2,10.1
Taj Ward,76583,CB,CINCINNATI,7,0,6.4,57.1,100.0,8.3,4.7,0,0,0,0.0,138,55.9,54.7,81.9,,51.7,44.4,0,80,100.0,1,0,1,141.4,4,37,37,0,0,7,1,122,113,3.7,30.5
Malik Welch,76584,CB,S JOSE ST,6,0,15.8,33.3,100.0,22.0,7.3,0,0,0,0.0,285,46.1,49.2,77.1,,57.9,71.6,0,16,0.0,0,0,0,49.3,2,48,48,0,2,6,0,28,11,0.6,14.0
Ar'mani Johnson,76586,CB,SMU,10,3,14.4,75.0,94.4,8.2,6.1,0,0,1,3.6,287,45.8,48.4,85.0,57.6,64.7,52.1,0,45,20.0,4,1,2,146.0,21,184,195,2,13,28,3,307,100,1.8,14.6
Tanner McCalister,76591,S,OKLA STATE,12,3,12.4,47.2,96.3,18.5,8.7,0,1,4,11.1,262,69.2,69.3,88.7,60.0,66.7,49.2,1,29,26.1,6,4,4,65.0,17,336,349,5,14,36,2,144,67,0.5,8.5
John Gregory,76593,CB,OHIO,12,2,12.0,66.7,98.3,9.7,6.5,0,1,3,7.1,259,50.1,54.2,86.8,53.1,69.1,75.3,0,26,5.9,2,2,5,107.1,28,290,295,1,30,42,2,339,94,1.2,12.1
Mark Milton,76596,CB,BAYLOR,9,1,12.8,75.0,100.0,10.6,7.9,0,0,3,18.8,118,58.8,62.5,81.7,,80.0,86.8,0,34,0.0,0,2,1,125.5,12,135,135,2,8,16,1,154,21,1.2,12.8
Elijah Jones,76601,CB,OREGON ST,5,1,10.7,66.7,100.0,12.8,8.5,0,0,1,16.7,265,61.3,58.1,78.3,,48.1,37.0,0,43,25.0,1,1,0,139.6,4,52,52,0,2,6,1,61,8,1.2,15.3
Ricky Thomas Jr.,76602,S,KANSAS,12,2,7.9,92.0,100.0,9.3,8.6,1,0,0,0.0,198,42.1,44.6,40.4,,51.0,55.9,1,69,20.7,6,0,2,136.4,23,222,222,3,21,25,5,281,161,1.3,12.2
Capone Blue,76604,CB,KENT STATE,11,1,16.7,61.1,100.0,10.1,6.2,1,0,1,5.6,201,59.3,56.7,0.0,,58.2,30.0,0,68,25.0,4,1,2,123.6,11,116,116,0,11,18,1,227,70,2.0,20.6
AJ Uzodinma,76619,CB,BALL ST,12,3,10.9,63.6,100.0,11.0,7.0,1,0,5,9.1,117,63.1,61.0,85.4,,45.4,42.7,0,37,19.5,8,2,4,83.7,35,402,402,7,30,55,0,377,137,1.0,10.8
Justin Birchette,76620,CB,OHIO,9,2,13.1,75.0,98.5,9.2,6.9,0,0,0,0.0,259,62.7,60.1,0.0,57.7,68.3,70.6,0,45,12.5,3,0,4,131.3,21,196,199,5,19,28,2,288,95,1.5,13.7
A.J. Lytton,76623,CB,PENN STATE,1,0,,,100.0,,,0,0,0,,266,61.6,62.3,65.6,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Jaiden Woodbey,76624,S,BOSTON COL,12,4,5.6,81.0,91.2,14.2,11.5,0,0,3,14.3,121,72.5,71.8,22.5,69.7,72.7,89.1,2,79,5.9,1,2,4,99.5,17,260,285,4,12,21,2,205,127,0.8,12.1
Marquis Williams,76627,CB,PITTSBURGH,12,0,13.9,60.0,100.0,12.2,7.3,1,0,3,10.0,268,70.3,71.1,23.4,,77.0,69.1,0,47,13.0,3,3,2,87.8,18,236,236,8,20,30,0,257,71,1.2,14.3
Judson Tallandier II,76630,S,PITTSBURGH,8,1,8.1,72.7,98.9,10.1,7.4,0,0,1,9.1,268,73.6,73.4,82.3,60.0,68.9,64.0,0,18,18.2,2,1,0,127.5,8,93,94,3,8,11,1,91,34,1.1,11.4
Erick Hallett,76631,CB,PITTSBURGH,12,4,10.2,66.3,100.0,7.2,4.7,0,2,6,7.0,268,47.8,50.8,90.3,,62.6,51.0,1,57,20.6,13,4,2,109.7,57,433,433,10,46,86,5,781,406,1.9,13.7
Elijah Jones,76632,CB,BOSTON COL,12,2,12.5,54.8,98.3,14.1,7.7,0,0,6,14.3,121,75.8,72.4,87.2,61.0,49.1,80.7,0,41,4.3,1,4,4,109.0,23,348,354,6,20,42,4,298,77,0.9,13.0
Jason Maitre,76634,S,BOSTON COL,8,2,3.0,62.5,98.3,34.2,21.4,0,0,3,37.5,121,73.8,69.8,85.5,71.1,56.0,67.7,0,9,0.0,0,3,0,106.3,5,178,181,4,9,8,1,10,12,0.1,2.0
Kenneth Dicks III,76635,CB,WAKE,1,0,5.0,100.0,100.0,7.0,7.0,0,0,0,0.0,339,58.1,58.1,69.9,,60.0,74.2,0,9,0.0,0,0,0,104.2,1,7,7,0,1,1,0,9,4,1.3,9.0
Zion Keith,76637,CB,WAKE,11,1,13.7,72.0,99.2,13.7,9.9,0,0,0,0.0,339,48.8,49.7,0.0,55.5,61.6,52.1,0,54,27.8,5,0,4,147.3,18,259,261,2,12,25,5,274,71,1.1,15.2
Nasir Greer,76638,S,WAKE,5,1,14.4,37.5,97.6,25.3,9.5,0,0,1,12.5,339,68.5,67.0,82.6,54.7,61.8,55.0,1,30,25.0,2,0,0,16.7,3,80,82,1,5,8,0,44,19,0.6,14.7
Brendan Radley-Hiles,76640,CB,WASHINGTON,11,2,2.2,80.4,92.5,7.1,5.7,0,0,2,4.3,340,75.5,73.5,50.2,79.5,61.8,60.8,1,22,16.2,6,1,2,86.9,37,272,294,15,29,46,1,243,189,0.9,6.6
Bryson Richardson,76646,S,UMASS,5,1,14.0,60.0,99.0,29.3,17.6,0,0,0,0.0,216,61.3,51.5,80.1,60.0,29.7,84.6,0,25,0.0,0,0,0,128.3,3,95,96,0,2,5,2,44,8,0.5,14.7
DeAndre Hollins,76647,CB,N CAROLINA,2,0,16.5,50.0,94.4,16.0,8.0,0,0,0,0.0,245,52.3,52.9,74.3,59.6,58.8,79.2,0,8,0.0,0,0,1,60.4,1,17,18,1,3,2,0,8,0,0.5,8.0
Trey Morrison,76650,S,N CAROLINA,12,2,9.6,64.5,98.4,17.9,11.5,0,0,4,12.9,245,67.0,62.7,0.0,54.8,58.6,61.8,0,80,14.8,4,4,3,127.6,20,379,385,7,21,31,4,239,141,0.7,12.0
Damel Hickman,76651,CB,E CAROLINA,2,0,35.0,0.0,75.0,,3.0,0,0,0,0.0,156,69.9,80.4,72.2,71.3,69.7,77.1,0,,,0,0,0,39.6,0,3,4,1,0,1,0,0,0,0.0,
Jaylon King,76652,S,GA TECH,11,4,9.7,66.7,92.9,10.2,6.8,0,0,1,6.7,176,67.6,66.1,82.3,55.8,63.9,61.9,0,26,6.3,1,1,0,85.1,10,105,113,1,11,15,0,99,38,1.0,9.9
Zamari Walton,76654,CB,GA TECH,10,2,18.1,60.0,96.0,11.3,6.8,0,0,2,10.0,176,60.1,61.3,19.5,65.2,66.7,59.7,0,63,15.4,2,1,1,137.5,12,143,149,4,9,20,2,286,106,2.1,23.8
Juanyeh Thomas,76655,S,GA TECH,12,5,15.4,70.8,99.7,20.6,14.6,0,1,5,20.8,176,51.5,62.9,52.3,69.2,78.3,73.0,1,61,18.8,6,5,3,135.4,17,364,365,3,21,24,4,398,148,1.1,23.4
Heskin Smith,76658,CB,KENT STATE,4,0,8.3,75.0,93.3,3.7,2.8,0,0,0,0.0,201,74.1,68.9,75.2,60.0,53.5,80.5,0,17,0.0,0,0,0,134.4,3,14,15,0,3,4,1,29,24,2.6,9.7
Coen King,76659,S,VIRGINIA,11,0,13.3,63.0,95.1,13.9,8.8,0,0,2,7.4,335,63.6,60.7,31.3,60.0,56.6,58.0,0,61,5.9,1,2,2,138.4,17,251,264,3,16,27,4,287,79,1.2,16.9
Nadir Thompson,76660,CB,VA TECH,2,0,19.5,50.0,100.0,14.0,7.0,0,0,1,50.0,337,64.6,62.5,75.1,,54.9,28.1,0,6,,0,0,0,95.8,1,15,15,0,0,2,1,6,0,0.4,6.0
Chamarri Conner,76662,CB,VA TECH,12,5,9.2,62.7,90.2,9.9,6.2,0,3,4,6.8,337,60.7,63.7,62.5,65.0,68.8,62.0,1,36,20.5,9,3,2,95.7,37,387,429,13,30,59,3,446,180,1.2,12.1
Armani Chatman,76663,CB,VA TECH,12,1,13.8,45.2,100.0,19.9,9.0,0,2,5,16.1,337,66.7,67.2,85.4,,64.0,72.7,1,29,9.1,1,3,1,66.7,14,292,292,3,9,31,2,141,26,0.5,10.1
Jermaine Waller,76664,CB,VA TECH,10,2,13.4,64.3,98.6,9.7,6.2,1,1,4,9.5,337,61.4,61.2,4.6,73.6,63.0,51.8,4,46,15.4,4,3,6,73.2,27,278,282,4,20,42,2,416,120,1.6,15.4
Nasir Peoples,76665,S,VA TECH,12,7,9.2,73.3,96.9,17.6,12.9,0,0,1,3.3,337,45.6,55.3,87.5,64.4,69.4,57.9,1,55,16.2,6,1,0,113.6,22,408,421,5,24,30,2,303,129,0.8,13.8
Tanner Ingle,76667,S,NC STATE,12,7,13.3,60.5,93.7,18.9,11.4,1,0,6,15.8,248,56.7,60.5,0.0,74.6,67.9,55.0,1,76,22.9,8,4,6,105.3,23,461,492,8,20,38,3,341,114,0.8,14.8
Gilbert Frierson,76668,LB,MIAMI FL,12,4,0.8,85.2,73.2,7.3,6.3,0,1,0,0.0,220,55.3,56.9,0.0,57.5,65.8,49.7,0,24,26.9,7,0,3,90.3,23,175,239,10,15,27,0,153,146,0.9,6.7
Al Blades Jr.,76669,CB,MIAMI FL,3,0,9.0,25.0,96.9,31.0,7.8,0,0,1,25.0,220,73.4,72.5,76.7,60.0,63.9,47.4,0,4,25.0,1,1,0,39.6,1,31,32,1,3,4,0,4,12,0.1,4.0
DJ Ivey,76670,CB,MIAMI FL,12,3,11.4,63.3,97.7,12.8,8.1,0,1,1,3.3,220,67.1,64.8,83.9,62.9,49.1,48.9,0,94,13.6,3,1,1,123.2,19,257,263,8,16,30,3,252,139,1.0,13.3
Gurvan Hall Jr.,76671,CB,MIAMI FL,6,2,9.7,60.9,97.3,12.5,7.6,0,0,0,0.0,220,48.3,44.6,90.3,54.8,34.9,60.8,0,45,5.0,1,0,2,118.9,14,179,184,1,17,23,2,205,109,1.2,14.6
Nigel Bethel Jr.,76672,CB,COLORADO,6,1,12.0,42.9,100.0,11.0,4.7,0,0,3,14.3,143,65.0,65.3,80.8,,63.1,34.5,0,37,37.5,3,2,0,65.8,9,105,105,1,4,21,0,141,96,1.4,15.7
Michael McMorris,76674,CB,NAVY,12,3,18.4,45.9,97.7,17.2,7.9,0,1,6,16.2,237,66.1,66.0,48.4,93.5,54.4,64.9,0,38,8.3,2,5,1,77.4,17,303,310,6,19,37,1,249,57,0.8,14.6
Mitchell West,76676,S,NAVY,2,0,16.3,75.0,97.2,11.7,8.8,0,0,0,0.0,237,31.9,48.0,77.1,60.0,77.9,72.4,0,47,25.0,1,0,0,116.7,3,35,36,0,3,4,0,77,42,2.2,25.7
Jamal Glenn,76677,CB,NAVY,12,6,9.0,73.0,98.4,11.1,8.1,0,0,2,5.4,237,66.4,65.3,39.4,54.3,64.2,62.5,1,70,17.5,7,2,4,97.4,27,309,314,8,27,37,1,326,151,1.1,12.1
Jeremy Webb,76681,CB,KANSAS,11,2,11.7,53.3,98.5,11.8,6.3,1,0,5,16.7,198,62.3,60.3,0.0,56.2,68.6,78.6,0,47,9.5,2,3,6,89.0,16,195,198,3,17,30,1,226,76,1.2,14.1
Dyllon Lester,76682,S,UCF,9,4,5.4,61.9,96.6,14.8,9.1,0,0,2,9.5,323,65.3,59.8,84.5,61.9,41.0,46.3,2,24,12.5,2,2,0,49.2,13,198,205,3,10,21,1,97,80,0.5,7.5
Jermaine McMillian,76684,LB,UCF,1,0,,,66.7,,,0,0,0,,323,60.2,59.6,67.0,59.2,60.0,,0,,,0,0,0,0.0,0,2,3,0,0,0,0,0,0,0.0,
Derek Gainous,76685,S,UCF,4,0,7.0,100.0,92.9,4.3,4.3,0,0,0,0.0,323,57.2,64.2,73.1,59.1,75.0,80.8,0,13,0.0,0,0,0,104.2,3,13,14,0,2,3,0,27,6,2.1,9.0
Quindell Johnson,76689,S,MEMPHIS,12,7,12.0,57.6,98.3,12.8,7.4,0,0,11,16.7,218,83.2,83.2,60.7,72.6,78.1,78.5,1,89,8.0,4,7,2,98.1,38,508,517,10,39,66,4,541,276,1.1,14.2
Jalon Ferrell,76698,S,UCONN,10,2,7.8,64.3,100.0,15.8,10.1,0,1,0,0.0,146,51.5,56.0,83.8,,63.5,47.2,0,31,23.8,5,0,0,89.6,9,147,147,1,14,14,0,114,70,0.8,12.7
Keyshawn Paul,76700,CB,TEMPLE,11,3,11.5,48.1,99.5,16.0,7.7,0,0,0,0.0,306,57.3,63.7,0.0,60.0,91.0,51.2,1,40,28.6,4,0,6,84.8,13,220,221,4,7,27,3,136,64,0.7,10.5
Myles Berry,76702,LB,E CAROLINA,12,1,5.1,76.5,81.7,21.8,16.6,0,1,3,17.6,156,51.5,47.0,52.1,61.9,42.1,40.8,0,22,33.3,4,2,1,94.2,13,294,360,5,7,17,0,116,84,0.4,8.9
Jordan Morrison,76703,LB,UCONN,4,1,2.3,100.0,86.2,6.0,6.0,0,0,0,0.0,146,54.7,64.3,81.6,66.2,74.3,84.4,0,11,0.0,0,0,0,102.1,4,25,29,0,2,4,0,34,25,1.4,8.5
Gleson Sprewell,76707,S,HOUSTON,12,1,14.0,33.3,96.6,80.0,26.7,0,0,2,66.7,182,71.5,64.0,0.0,54.9,50.0,26.0,2,2,60.0,3,2,1,2.8,1,85,88,1,1,3,0,2,5,0.0,2.0
Garrison Vaughn,76708,S,HOUSTON,7,1,6.5,100.0,100.0,9.3,9.3,0,0,0,0.0,182,54.3,52.5,0.0,,57.5,46.3,0,36,33.3,2,0,1,118.8,4,41,41,0,3,4,0,58,32,1.6,14.5
Torey Richardson,76711,CB,UTEP,12,2,13.0,46.2,99.5,14.3,6.6,0,2,8,15.4,330,54.7,51.0,47.8,54.0,37.3,54.0,1,58,23.8,5,4,6,71.4,24,365,367,5,14,52,2,325,180,0.9,13.5
Warren Saba,76713,S,E CAROLINA,12,4,9.4,53.6,98.4,16.1,8.6,0,1,1,3.6,156,57.5,55.7,87.0,57.5,50.6,29.6,4,75,37.0,10,1,2,73.4,15,251,255,5,13,28,3,205,107,0.8,13.7
Nolan Johnson,76714,CB,E CAROLINA,10,3,14.6,66.7,99.1,13.9,9.3,0,0,0,0.0,156,56.5,56.6,80.8,60.0,56.4,80.7,0,34,0.0,0,0,1,109.7,8,115,116,2,8,12,0,168,37,1.5,21.0
Miguel Edwards,76720,CB,W KENTUCKY,10,0,11.9,70.0,100.0,10.2,7.1,0,0,3,10.0,346,67.9,70.5,84.5,,78.3,54.0,1,46,17.4,4,3,2,98.6,21,230,230,5,19,30,1,295,86,1.4,14.0
Jalen Green,76723,S,MISS STATE,12,5,10.9,51.4,95.9,20.1,10.3,0,0,3,8.6,227,74.3,71.2,87.9,56.9,62.9,62.4,2,37,18.5,5,3,1,48.9,18,376,392,4,17,35,1,153,72,0.4,8.5
Anthony Cook,76724,CB,TEXAS,12,3,3.8,72.5,91.7,9.6,6.9,0,0,3,7.5,311,70.4,70.0,46.0,86.9,61.1,86.1,0,22,4.3,1,3,1,100.3,29,286,312,9,19,40,2,203,143,0.7,7.0
B.J. Foster,76728,S,TEXAS,12,5,11.4,58.3,98.8,22.9,13.3,0,1,2,8.3,311,69.0,60.7,88.0,63.9,42.8,61.5,3,47,12.0,3,1,0,58.5,14,334,338,3,17,24,1,193,44,0.6,13.8
DeMarvion Overshown,76729,LB,TEXAS,11,2,3.3,89.3,86.6,9.2,8.2,0,1,1,3.6,311,61.4,44.3,46.5,65.0,30.4,49.1,0,28,28.6,8,1,1,111.6,25,239,276,11,18,28,1,222,150,1.0,8.9
Alex Bannister,76731,CB,TOLEDO,1,0,,,100.0,,,0,0,0,,316,64.2,66.3,69.5,,62.1,74.2,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Anthony Johnson Jr.,76736,CB,IOWA STATE,12,5,9.1,71.0,97.1,14.4,10.2,0,0,3,9.7,193,73.6,73.1,85.1,67.8,67.3,51.2,0,47,13.0,3,3,3,125.7,22,332,342,8,15,31,3,240,91,0.8,10.9
Jeremy Lucien,76740,CB,UCONN,9,1,10.6,64.6,100.0,7.0,4.5,0,0,6,12.5,146,61.7,64.4,82.2,,70.5,37.7,2,26,32.1,9,3,3,109.5,31,227,227,5,18,48,6,362,142,1.7,11.7
Ekow Boye-Doe,76742,CB,KANSAS ST,12,2,9.8,64.9,98.3,13.9,9.0,0,0,2,5.4,199,68.6,64.5,87.6,58.7,38.8,29.3,0,32,24.0,6,1,0,101.5,24,347,353,10,17,37,2,243,75,0.7,10.1
Wayne Jones,76744,LB,KANSAS ST,11,0,1.3,75.0,79.7,16.3,12.3,0,0,0,0.0,199,61.0,55.0,7.1,63.0,51.4,59.2,0,11,0.0,0,0,1,90.6,3,51,64,0,2,4,0,25,18,0.5,8.3
Lance Robinson,76747,CB,TULANE,10,1,15.2,82.4,99.3,9.9,8.1,0,0,1,5.9,319,47.2,49.8,4.8,59.6,72.2,49.2,1,50,30.0,3,0,2,113.8,14,141,142,1,6,17,1,272,65,2.0,19.4
Richie Carpenter Jr.,76757,S,KENT STATE,6,2,3.5,100.0,100.0,11.8,11.8,0,0,0,0.0,201,61.5,67.2,77.7,,74.2,87.7,0,32,0.0,0,0,0,106.3,4,50,50,2,3,4,0,38,24,0.8,9.5
Cecil Singleton Jr.,76760,S,MIAMI OH,9,2,16.6,62.5,98.2,25.1,15.7,0,0,2,12.5,221,50.5,50.6,43.6,66.3,51.2,39.6,0,48,27.3,3,1,1,105.2,10,269,274,0,6,16,0,196,40,0.8,19.6
Ja'don Rucker-Furlow,76761,CB,MIAMI OH,7,1,16.5,62.5,100.0,12.9,8.0,0,2,2,8.3,221,62.2,64.0,84.4,,70.7,80.4,0,47,5.6,1,2,0,129.2,15,205,205,2,16,24,2,272,41,1.4,18.1
Nate Bauer,76764,S,TOLEDO,12,2,4.8,85.7,98.9,14.2,12.2,0,0,0,0.0,316,74.5,72.9,37.5,79.0,67.9,70.7,1,26,10.0,2,0,1,88.3,18,278,281,7,16,21,1,129,62,0.5,7.2
Zaire Barnes,76766,LB,W MICHIGAN,12,2,4.4,68.0,83.2,16.9,11.5,0,0,1,4.0,347,71.3,67.0,59.4,65.8,60.3,77.4,0,48,8.7,2,1,2,94.3,17,311,374,12,19,25,1,133,100,0.5,7.8
Keni-H Lovely,76768,CB,W MICHIGAN,6,0,21.7,33.3,100.0,21.0,7.0,0,2,3,33.3,347,70.1,70.8,79.7,,68.4,78.5,0,43,0.0,0,2,0,103.5,3,67,67,2,2,9,1,79,3,1.3,26.3
Jake Moertl,76771,S,W MICHIGAN,12,1,13.1,59.5,98.7,13.5,8.0,0,1,5,13.5,347,52.0,51.8,87.9,66.3,50.1,53.3,0,41,13.3,4,4,2,116.9,22,314,318,7,25,37,4,260,92,0.9,11.8
Caleb Biggers,76772,CB,BOISE ST,12,0,16.3,41.7,99.3,17.8,7.4,0,0,7,19.4,120,70.8,74.2,84.1,58.3,82.2,90.8,0,37,0.0,0,4,1,71.2,15,279,281,3,16,36,1,217,35,0.8,14.5
Zhamaine March,76775,CB,N ILLINOIS,4,0,5.1,71.4,100.0,6.0,4.3,0,0,0,0.0,254,58.5,61.3,77.7,,69.7,44.9,0,18,33.3,2,0,1,89.0,5,34,34,3,4,7,0,46,30,1.5,9.2
Isaiah Watson,76777,CB,E MICHIGAN,2,0,,,100.0,,,0,0,0,,160,64.7,66.3,72.7,,64.0,73.5,0,,,0,0,0,0.0,0,7,7,0,0,0,0,0,0,0.0,
Timarcus Simpson,76778,CB,USF,3,0,16.0,50.0,100.0,7.0,3.5,1,0,0,0.0,327,38.1,47.9,74.9,,67.9,77.8,0,10,,0,0,1,104.2,1,7,7,0,0,2,1,10,0,1.4,10.0
EJ Williams,76779,S,E MICHIGAN,8,1,-0.3,75.0,91.4,17.3,13.0,0,0,0,0.0,160,56.7,56.3,78.5,68.9,53.4,57.1,0,13,33.3,1,0,0,95.8,3,53,58,0,1,4,0,30,35,0.6,10.0
Rolliann Sturkey,76786,CB,C MICHIGAN,10,0,13.2,61.5,99.5,7.4,4.6,0,0,4,10.3,134,57.4,58.9,21.2,70.2,66.9,77.4,0,49,7.7,2,3,3,89.3,24,186,187,4,24,39,1,256,44,1.4,10.7
Reggie Corner Jr.,76788,LB,AKRON,4,1,8.0,50.0,88.5,23.0,11.5,0,0,0,0.0,102,55.0,43.2,77.7,68.5,38.0,64.4,0,25,0.0,0,0,0,95.8,1,23,26,1,0,2,0,25,11,1.1,25.0
Charlie Thomas III,76790,LB,GA TECH,12,6,3.7,79.4,76.0,8.1,6.4,0,0,0,0.0,176,80.5,71.6,85.9,58.3,63.4,70.5,2,39,14.3,4,0,0,78.9,27,228,300,16,18,34,1,220,172,1.0,8.1
D'Shawn Jamison,76791,CB,TEXAS,12,3,11.5,69.2,97.2,11.3,7.8,0,1,1,2.6,311,54.5,60.7,84.9,58.7,82.3,88.1,1,75,3.6,1,0,0,131.1,27,318,327,7,24,39,4,448,181,1.5,16.6
Dayna Kinnaird,76796,DI,LOUISVILLE,7,0,,,3.7,,,0,0,0,,210,60.0,42.0,75.7,58.2,34.2,23.1,0,,,0,0,0,0.0,0,1,27,0,0,0,0,0,0,0.0,
Chris Collins,76798,ED,N CAROLINA,11,0,-4.0,100.0,26.1,15.0,15.0,0,0,0,0.0,245,50.6,58.3,88.6,58.3,60.6,53.6,0,12,66.7,2,0,0,145.8,2,31,119,3,1,2,1,19,27,0.6,9.5
