player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Trevor Williams,103810,LB,SM HOUSTON,12,0,0,281,67.2,6,12,41,10.3,4.9,2,0,34.1,5,409,42,23,0,61.4,0,1,10,10.3,0.0,0,25.0,2,107,11,3
Brevin Randle,103830,LB,LA TECH,10,0,1,208,67.0,2,10,47,18.4,6.4,3,5,17.0,2,294,54,14,0,72.6,0,4,20,22.9,15.0,3,15.0,1,109,25,5
Anthony Blume,103845,DI,GA STATE,12,0,1,175,59.8,1,15,253,100.0,5.5,14,1,3.6,1,273,273,17,0,62.6,1,7,73,100.0,9.6,7,6.8,1,77,77,9
Myles Heard,104023,S,LA TECH,10,0,1,208,68.7,3,4,22,8.2,4.5,1,3,15.9,0,292,24,7,0,67.8,3,1,10,10.3,10.0,1,20.0,0,107,11,4
Gabriel Bryan,104097,CB,UTAH ST,2,0,0,329,58.3,0,0,1,2.4,0.0,0,0,0.0,0,41,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Chris Megginson,104168,CB,SMU,12,0,0,287,58.3,0,0,2,0.6,0.0,0,2,0.0,0,324,2,0,0,,0,0,0,0.0,,0,,0,114,0,0
Micaiah Overton,104171,DI,TEXAS A&M,1,0,0,312,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Jacques Bristol,104185,DI,C MICHIGAN,12,2,0,134,80.4,7,20,305,98.5,13.1,40,0,6.1,5,329,324,32,2,86.2,5,14,146,100.0,21.2,31,8.6,3,158,158,22
Justin Whiteside,104220,LB,C MICHIGAN,12,0,0,134,65.7,2,1,36,14.8,16.7,6,4,4.2,0,250,37,3,0,65.4,2,0,17,15.4,23.5,4,5.9,0,117,18,2
Jaden Woods,104256,S,AKRON,3,0,0,102,59.8,0,0,2,5.0,0.0,0,0,0.0,0,40,2,0,0,,0,0,0,0.0,,0,,0,8,0,0
Daego Albert,104300,S,UNLV,1,0,0,325,60.0,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Jordan Jackson,104327,CB,BOWL GREEN,9,0,0,122,64.5,0,0,6,14.3,0.0,0,0,16.7,1,49,7,1,0,58.9,0,0,1,5.6,0.0,0,0.0,0,18,1,0
Kabbash Richards,104362,ED,AKRON,3,0,0,102,57.8,0,0,5,100.0,0.0,0,0,0.0,0,6,6,0,0,59.5,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Antonio Smith,104364,ED,AKRON,12,0,0,102,55.3,1,6,78,89.4,2.6,2,1,5.8,1,94,84,8,0,55.3,0,1,20,87.0,5.0,1,2.5,0,23,20,1
Khairi Manns,104402,ED,COLORADO,12,0,0,143,68.3,3,2,49,61.4,16.3,8,0,7.1,1,88,54,6,0,57.6,1,2,29,82.1,17.2,5,5.2,0,39,32,3
Izaiah Reed,104407,DI,NEW MEX ST,13,0,0,242,73.0,1,15,241,100.0,10.4,25,0,5.4,5,253,253,21,0,77.2,1,11,104,100.0,18.3,19,8.7,3,107,107,15
Terray Jones,104461,DI,AKRON,12,1,1,102,60.9,4,10,267,100.0,5.2,14,2,3.7,3,287,287,17,0,60.6,2,7,88,100.0,8.0,7,7.4,2,91,91,11
Jason Johnson,104514,LB,UCF,12,0,0,323,69.1,1,5,47,12.6,8.5,4,0,10.6,2,397,50,8,0,67.6,1,4,19,14.5,15.8,3,13.2,0,138,20,5
Jacob Roberts,104546,LB,WAKE,12,1,0,339,76.0,6,4,60,18.5,10.0,6,0,18.3,6,336,62,16,0,75.7,3,2,27,32.5,11.1,3,24.1,4,83,27,9
Davion Ross,104927,S,MEMPHIS,2,0,0,218,58.0,0,1,3,20.0,0.0,0,0,16.7,0,15,3,1,0,59.7,0,1,1,50.0,0.0,0,50.0,0,2,1,1
Tahir Annoor,105048,S,TULANE,8,0,0,319,55.3,1,0,5,16.1,0.0,0,1,10.0,0,31,5,1,0,57.1,0,0,2,22.2,0.0,0,0.0,0,9,2,0
Tre'Von Jones,105068,CB,MINNESOTA,12,1,0,225,84.8,0,0,6,1.6,33.3,2,1,16.7,1,379,6,1,0,87.6,0,0,2,1.8,100.0,2,50.0,1,109,2,1
Omar Rogers,105076,S,E CAROLINA,5,0,0,156,71.9,0,0,1,2.0,0.0,0,0,100.0,1,49,1,1,0,,0,0,0,0.0,,0,,0,10,0,0
Prince James Boyd Jr.,105243,DI,PURDUE,1,0,0,273,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Micheal Mason,105254,DI,COAST CAR,12,0,0,141,88.3,4,24,286,99.7,15.0,43,1,7.3,7,302,301,35,0,88.4,2,11,71,100.0,25.4,18,10.6,1,73,73,14
Jack Scroggs,105317,LB,APP STATE,2,0,0,108,56.9,0,0,3,27.3,0.0,0,0,0.0,0,11,3,0,0,59.4,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Trimarcus Cheeks,105332,LB,HOUSTON,11,0,0,182,73.9,0,0,3,2.8,0.0,0,1,66.7,2,109,3,2,0,,0,0,0,0.0,,0,,0,33,0,0
Tyler Jackson,105386,LB,N ILLINOIS,12,0,0,254,57.1,2,3,19,11.4,5.3,1,0,13.2,0,184,21,5,0,49.7,0,0,11,14.1,0.0,0,0.0,0,85,12,0
Yahsyn McKee,105714,CB,MIAMI OH,12,0,0,221,60.0,0,0,1,0.2,0.0,0,1,0.0,0,407,1,0,0,,0,0,0,0.0,,0,,0,185,0,0
Chris Edmonds,105737,S,ARIZONA ST,12,0,0,110,53.1,0,4,23,6.0,8.7,2,0,8.7,0,401,24,4,0,60.4,0,2,6,4.2,33.3,2,16.7,0,143,6,2
Trey Jones,105795,S,C MICHIGAN,11,0,0,134,54.9,0,2,10,2.6,0.0,0,1,10.0,0,381,10,2,0,59.9,0,0,1,0.6,0.0,0,0.0,0,172,1,0
Josh Ahern,105796,LB,VIRGINIA,9,0,0,335,61.2,0,0,16,14.9,6.3,1,0,0.0,0,134,20,0,0,61.4,0,0,6,15.8,16.7,1,0.0,0,38,6,0
Malik Feaster,105868,CB,MEMPHIS,9,0,0,218,59.8,0,0,4,2.3,25.0,1,1,0.0,0,177,4,0,0,64.4,0,0,2,3.3,50.0,1,0.0,0,60,2,0
Marcus Robitaille,105891,S,CHARLOTTE,8,0,0,136,76.1,0,1,2,1.9,100.0,2,0,25.0,0,106,2,1,0,66.4,0,0,1,2.0,100.0,1,0.0,0,49,1,0
Demetries Ford,105921,CB,ARIZONA ST,12,0,0,110,57.2,0,0,1,0.4,0.0,0,1,0.0,0,270,1,0,0,,0,0,0,0.0,,0,,0,104,0,0
TyGee Leach,106003,S,GA STATE,12,0,0,175,63.5,1,4,24,7.1,8.3,2,3,10.4,0,407,29,5,0,54.6,0,1,5,5.2,20.0,1,10.0,0,134,7,1
Michael Oppong,106021,S,UMASS,8,0,0,216,59.5,0,0,1,1.4,0.0,0,1,0.0,0,70,1,0,0,59.5,0,0,1,3.0,0.0,0,0.0,0,33,1,0
Isaiah Johnson,106073,CB,SYRACUSE,12,0,1,304,63.8,1,1,7,2.0,0.0,0,4,14.3,0,443,9,2,0,68.4,1,1,4,2.9,0.0,0,25.0,0,170,5,2
John Pupel,106077,S,BOSTON COL,12,0,0,121,66.0,1,3,21,9.4,14.3,3,1,14.3,1,254,24,5,0,47.2,0,1,4,6.1,0.0,0,12.5,0,82,5,1
Sean Kelly,106264,ED,DUKE,2,0,0,154,60.7,0,1,10,100.0,10.0,1,0,5.0,0,10,10,1,0,64.7,0,1,4,100.0,25.0,1,12.5,0,4,4,1
Sebastian Benjamin,106272,ED,W KENTUCKY,8,0,0,346,79.7,3,12,104,70.1,16.3,17,1,11.1,4,154,108,19,0,86.9,1,8,32,89.2,37.5,12,20.3,2,37,33,11
Chase Bibler,106352,ED,UTEP,2,0,0,330,57.2,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,57.3,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Shane Cokes,106422,DI,COLORADO,12,1,0,143,53.8,2,7,280,100.0,3.2,9,0,1.6,0,302,302,9,1,52.9,2,1,86,100.0,3.5,3,1.7,0,93,93,3
Jelani Stafford,106431,DI,UCONN,12,1,0,146,64.2,3,14,257,100.0,5.8,15,2,3.3,0,273,273,17,0,59.3,3,8,87,100.0,8.0,7,6.3,0,93,93,11
Mikhari Sibblis,106434,ED,BALL ST,12,1,0,117,53.9,2,6,232,100.0,3.4,8,0,3.4,4,242,242,12,0,54.7,1,3,92,100.0,4.3,4,5.4,3,97,97,7
Paul Akere,106482,ED,VIRGINIA,9,0,0,335,66.7,2,13,134,97.2,9.7,13,0,6.3,1,144,140,16,0,67.3,1,10,61,98.4,16.4,10,10.7,1,63,62,12
Marcus Winfield,106497,ED,KENT STATE,10,0,0,201,57.4,1,5,98,99.0,2.0,2,0,4.1,1,104,103,7,0,48.8,0,0,33,97.4,0.0,0,0.0,0,39,38,0
Anthony Nelson,106525,ED,DUKE,11,0,0,154,61.0,0,10,112,92.4,7.1,8,0,4.5,0,131,121,10,0,59.4,0,6,30,100.0,13.3,4,10.0,0,35,35,6
Dom Jones,106697,CB,COLO STATE,12,1,0,144,60.0,0,1,1,0.3,0.0,0,1,50.0,0,289,1,1,0,,0,0,0,0.0,,0,,0,103,0,0
Donnell Brown,108107,ED,MARYLAND,12,0,0,215,73.7,3,17,148,71.9,16.2,24,0,8.8,3,217,156,23,0,74.5,1,13,57,80.8,24.6,14,15.8,2,73,59,16
Laletia Hale,108118,LB,JVILLE ST,12,0,1,196,67.5,3,10,64,21.1,14.1,9,2,13.3,2,317,67,15,0,57.1,0,3,20,26.7,15.0,3,7.5,0,75,20,3
Tristan Wells,108119,LB,JVILLE ST,3,0,0,196,59.7,0,0,1,22.2,0.0,0,0,0.0,0,9,2,0,0,,0,0,0,0.0,,0,,0,1,0,0
Joe Andreessen,108177,LB,BUFFALO,12,0,0,126,81.3,6,13,50,16.7,26.0,13,0,21.0,1,300,50,20,0,80.6,1,7,21,24.7,38.1,8,23.8,1,85,21,9
Cam Dillon,108192,LB,DUKE,11,0,0,154,71.1,4,3,19,9.3,21.1,4,1,18.4,0,214,20,7,0,70.3,2,2,10,14.1,20.0,2,20.0,0,78,11,4
Jake Heimlicher,108324,ED,UCLA,10,1,0,324,56.3,3,3,70,93.5,2.9,2,0,4.3,0,77,72,6,0,56.5,0,1,19,95.5,5.3,1,2.6,0,22,21,1
Jackson Luttrell,109039,DI,JVILLE ST,12,1,0,196,70.4,0,12,225,99.6,7.1,16,1,3.1,1,233,232,13,0,78.9,0,10,62,100.0,17.7,11,9.7,1,62,62,11
DaRon Gilbert,109113,LB,N ILLINOIS,12,0,0,254,55.9,1,6,23,10.6,8.7,2,0,15.2,0,236,25,7,0,58.5,1,6,16,16.2,12.5,2,21.9,0,105,17,7
Kobe Hylton,109237,S,UTEP,10,0,0,330,67.2,1,4,11,4.1,18.2,2,0,22.7,0,266,11,5,0,67.3,0,1,3,6.3,33.3,1,16.7,0,48,3,1
Jack Daly,109251,DI,FIU,12,1,1,166,59.4,3,11,257,100.0,4.7,12,5,3.1,1,269,269,15,1,57.0,0,7,65,100.0,6.2,4,6.9,1,71,71,8
Chris Hardie,109593,ED,JVILLE ST,12,2,0,196,65.1,6,22,334,98.9,9.0,30,3,6.6,8,352,348,36,0,63.6,1,10,99,99.0,13.1,13,9.6,4,102,101,15
Jyaire Stevens,109709,ED,BUFFALO,12,2,0,126,63.1,2,9,123,80.1,7.3,9,0,5.3,1,161,129,12,0,62.3,1,3,39,76.8,10.3,4,7.7,1,56,43,5
Tra Thomas,116043,ED,TEMPLE,12,0,0,306,55.6,3,12,224,97.5,4.9,11,2,4.7,3,240,234,18,0,57.2,2,6,75,97.6,9.3,7,6.7,1,82,80,9
TyQaze Leggs,121354,DI,MARSHALL,12,0,1,214,54.8,1,18,286,96.1,5.2,15,3,4.4,3,306,294,22,0,56.8,1,10,98,98.0,7.1,7,7.7,2,102,100,13
Yam Banks,121407,S,S ALABAMA,12,0,0,288,63.0,4,5,19,4.9,26.3,5,2,23.7,0,388,19,9,0,46.7,0,3,7,5.3,28.6,2,21.4,0,133,7,3
Carlos Johnson Jr.,121424,DI,S ALABAMA,12,0,0,288,57.4,0,5,95,100.0,6.3,6,0,3.7,1,102,102,6,0,60.0,0,4,44,100.0,9.1,4,6.8,1,49,49,5
Jamie Sheriff,121433,ED,S ALABAMA,12,0,0,288,77.5,11,25,261,95.2,12.6,33,1,8.8,5,293,279,41,0,76.9,5,12,85,92.1,21.2,18,12.4,2,101,93,19
Quentin Wilfawn,121442,ED,S ALABAMA,12,2,0,288,74.0,7,21,159,52.2,12.6,20,2,13.2,7,324,169,35,1,80.1,6,17,78,76.1,19.2,15,21.2,5,109,83,28
Kristin Booth,121448,ED,SO MISS,12,0,0,296,55.8,1,4,142,96.7,2.8,4,0,3.9,3,150,145,8,0,57.0,1,1,43,93.9,2.3,1,7.0,2,49,46,4
Averie Habas,121458,ED,SO MISS,8,0,0,296,64.7,0,4,117,91.7,8.5,10,0,4.3,3,133,122,7,0,69.4,0,2,40,93.6,17.5,7,10.0,3,47,44,5
Josh Ratcliff,121471,DI,SO MISS,12,0,0,296,68.7,1,6,138,100.0,8.0,11,0,5.4,4,146,146,11,0,73.4,0,4,55,100.0,14.5,8,7.3,2,60,60,6
Colby Dempsey,121487,CB,UAB,12,0,0,321,60.0,0,0,1,0.3,0.0,0,4,0.0,0,328,1,0,0,,0,0,0,0.0,,0,,0,98,0,0
Mac McWilliams,121497,CB,UAB,12,0,0,321,59.4,0,1,1,0.2,0.0,0,2,50.0,0,428,1,1,0,,0,0,0,0.0,,0,,0,121,0,0
CJ Harris,121524,LB,KENT STATE,11,0,0,201,55.6,0,2,35,20.4,2.9,1,0,8.6,2,186,38,4,0,50.9,0,2,17,24.7,5.9,1,5.9,0,77,19,2
Javar Strong,121543,S,UTAH ST,2,0,0,329,58.2,0,0,2,12.5,0.0,0,0,0.0,0,16,2,0,0,,0,0,0,0.0,,0,,0,3,0,0
Hamilton Baker,121551,LB,ARMY,2,0,0,114,59.4,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Nikai Butler,121560,DI,ARMY,1,0,0,114,59.4,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Jimmy Ciarlo,121563,LB,ARMY,12,0,0,114,65.7,2,3,87,27.1,9.2,8,0,6.3,3,340,92,8,0,76.0,2,1,25,29.9,28.0,7,14.0,2,87,26,5
Isaiah Filisi,121568,DI,ARMY,4,0,0,114,57.4,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,59.0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Austin Hill,121576,ED,ARMY,12,0,0,114,55.3,1,3,205,100.0,3.4,7,3,1.5,1,214,214,5,0,54.9,0,0,49,100.0,4.1,2,0.0,0,51,51,0
Cameron Jones,121581,CB,ARMY,11,0,0,114,88.7,2,0,6,2.7,16.7,1,1,50.0,2,219,6,4,0,82.5,1,0,1,1.8,0.0,0,150.0,1,56,1,2
Spencer Jones,121582,LB,ARMY,3,0,0,114,63.8,1,0,11,25.0,0.0,0,0,4.5,0,48,12,1,0,56.1,0,0,3,50.0,0.0,0,0.0,0,6,3,0
Leo Lowin,121586,LB,ARMY,12,0,0,114,66.3,1,3,34,10.4,11.8,4,0,11.8,2,338,35,6,0,70.0,1,1,16,19.8,25.0,4,12.5,1,86,17,3
Bo Nicolas-Paul,121595,CB,ARMY,11,0,1,114,62.8,0,2,8,3.2,0.0,0,5,12.5,0,247,8,2,0,58.3,0,0,1,1.6,0.0,0,0.0,0,62,1,0
Jackson Powell,121602,ED,ARMY,12,0,0,114,59.5,3,5,138,64.3,5.8,8,0,3.6,1,227,146,9,0,56.6,1,1,30,65.3,6.7,2,6.7,1,49,32,3
Kaghen Roach,121606,DI,N TEXAS,3,0,0,251,62.2,0,2,10,100.0,10.0,1,0,10.0,0,11,11,2,0,58.8,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Michael Batton,121664,LB,LA MONROE,12,0,0,209,63.6,3,12,66,29.5,15.2,10,0,12.9,1,234,69,16,0,61.9,1,4,25,46.3,12.0,3,14.0,1,54,25,6
Channing Canada,121668,CB,TCU,12,0,0,305,70.0,0,1,3,1.8,0.0,0,0,50.0,1,171,3,2,0,73.8,0,0,1,3.1,0.0,0,100.0,1,32,1,1
Emmanuel Balogun,121719,ED,CHARLOTTE,2,0,0,136,56.0,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,56.7,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Immanuel Bush,121724,DI,JAMES MAD,12,0,0,197,62.0,4,3,124,100.0,4.0,5,1,2.8,0,126,126,7,0,66.2,2,3,49,100.0,6.1,3,5.1,0,50,50,5
Kerion Martin,121739,S,MARSHALL,11,0,0,214,54.3,0,3,13,10.4,0.0,0,1,11.5,0,154,16,3,0,57.3,0,0,1,4.1,0.0,0,0.0,0,49,2,0
Daytione Smith,121749,S,MARSHALL,2,0,0,214,68.1,0,0,3,3.7,33.3,1,0,33.3,1,82,3,1,0,70.6,0,0,1,2.8,100.0,1,100.0,1,36,1,1
An'Darius Coffey,121757,S,MEMPHIS,10,0,0,218,67.7,0,4,25,12.7,16.0,4,1,12.0,1,205,26,5,0,57.7,0,1,5,7.5,20.0,1,10.0,0,67,5,1
Cam'Ron Jackson,121769,DI,FLORIDA,11,2,0,163,59.7,0,2,120,100.0,2.5,3,2,0.8,0,123,123,2,0,58.8,0,1,29,100.0,6.9,2,1.7,0,30,30,1
Davian Mayo,121776,LB,BOWL GREEN,11,0,0,122,47.2,0,1,5,9.3,0.0,0,1,10.0,0,54,5,1,0,46.4,0,1,1,6.7,0.0,0,50.0,0,15,1,1
Devonte Golden-Nelson,121780,CB,AKRON,11,0,0,102,55.4,0,1,3,2.6,0.0,0,3,16.7,0,117,3,1,0,,0,0,0,0.0,,0,,0,29,0,0
Maurice White,121792,ED,C MICHIGAN,12,0,0,134,53.7,3,8,257,98.9,3.5,9,2,3.7,4,278,275,15,0,55.5,2,5,119,100.0,7.6,9,3.8,1,131,131,8
Johnathan Butler,121796,LB,MIDDLE TN,9,0,3,224,53.8,1,6,46,25.3,6.5,3,4,9.8,1,198,50,8,0,55.3,1,4,21,40.4,4.8,1,11.9,0,57,23,5
Devyn Curtis,121800,LB,MIDDLE TN,10,0,0,224,55.0,2,0,47,32.5,4.3,2,0,4.3,1,154,50,3,0,63.4,1,0,13,35.0,7.7,1,11.5,1,40,14,2
Tyrece Edwards,121803,DI,MIDDLE TN,10,0,0,224,57.3,0,2,82,98.9,2.4,2,0,1.2,0,87,86,2,0,57.6,0,1,22,95.7,4.5,1,2.3,0,23,22,1
Drew Francis,121804,LB,MIDDLE TN,12,0,1,224,65.9,1,6,50,30.6,14.0,7,2,11.0,2,193,59,9,0,67.2,0,1,15,39.6,20.0,3,16.7,2,48,19,3
Donald Berniard Jr.,121832,DI,NAVY,12,0,0,237,68.4,5,10,257,92.4,6.2,16,0,3.3,1,288,266,16,0,76.3,4,6,56,95.1,16.1,9,8.9,0,61,58,10
Chaisen Buckner,121836,LB,NAVY,1,0,0,237,59.5,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Jacob Busic,121837,ED,NAVY,4,1,0,237,78.2,5,8,80,97.6,15.0,12,0,9.4,1,83,81,14,0,85.8,3,2,24,100.0,29.2,7,10.4,0,24,24,5
Clay Cromwell,121840,DI,NAVY,12,0,0,237,62.5,4,4,267,97.5,6.0,16,0,2.2,2,281,274,10,0,61.6,2,2,63,100.0,6.3,4,4.8,1,64,64,5
Will Harbour,121848,LB,NAVY,12,0,0,237,57.6,3,7,76,23.3,3.9,3,2,11.8,4,344,80,14,0,63.8,1,3,26,35.0,7.7,2,15.4,2,80,28,6
Johnny Hodges,121850,LB,TCU,4,0,0,305,69.6,1,5,30,20.3,10.0,3,0,23.3,4,158,32,10,0,71.9,0,4,13,38.2,15.4,2,38.5,3,34,13,7
Xavier McDonald,121857,LB,NAVY,12,0,0,237,70.4,3,5,72,28.5,6.9,5,1,9.7,3,263,75,11,0,80.8,0,2,13,23.3,23.1,3,15.4,1,60,14,3
Jordan Brown,121882,LB,N TEXAS,12,0,0,251,65.0,5,13,103,31.5,7.8,8,0,14.6,6,336,106,24,0,64.4,2,4,27,53.8,18.5,5,14.8,1,52,28,7
Kortlin Rausaw,121904,ED,N TEXAS,10,0,0,251,59.8,1,1,60,100.0,3.3,2,0,3.3,1,61,61,3,0,61.3,1,1,8,100.0,0.0,0,12.5,0,8,8,2
Upton Stout,121906,CB,W KENTUCKY,7,0,1,346,73.2,3,5,34,15.1,5.9,2,3,14.7,1,239,36,9,0,71.0,0,1,7,14.1,0.0,0,21.4,1,64,9,2
Loronzo Thompson,121908,CB,N TEXAS,11,0,0,251,59.6,0,0,2,1.1,0.0,0,1,0.0,0,187,2,0,0,,0,0,0,0.0,,0,,0,27,0,0
DeVere Levelston,121933,DI,SMU,12,1,0,287,70.0,0,14,183,100.0,9.8,18,1,5.5,3,194,194,17,1,71.9,0,7,66,100.0,18.2,12,9.8,3,69,69,10
Bryan Massey,121936,S,SMU,9,0,0,287,61.0,0,1,2,1.3,50.0,1,0,25.0,0,153,2,1,0,59.1,0,0,1,1.8,0.0,0,0.0,0,56,1,0
Zion Childress,121963,S,KENTUCKY,12,0,0,202,69.8,0,1,5,1.2,20.0,1,3,30.0,1,401,5,2,0,57.1,0,0,2,1.6,0.0,0,0.0,0,124,2,0
Josh Emmanuel,121966,LB,TEXAS ST,4,0,0,314,55.1,1,0,5,17.1,0.0,0,1,10.0,0,35,6,1,0,60.0,1,0,1,11.1,0.0,0,50.0,0,9,1,1
Issiah Nixon,121981,ED,SM HOUSTON,12,1,0,281,85.5,0,13,147,86.3,15.6,23,0,8.5,6,175,151,19,0,78.2,0,7,36,90.9,22.2,8,12.5,1,44,40,8
Davis Burns,122000,S,UTEP,3,0,0,330,63.5,1,1,4,10.0,0.0,0,0,25.0,0,40,4,2,0,63.8,1,0,1,12.5,0.0,0,50.0,0,8,1,1
Ilijah Johnson,122024,CB,UTEP,5,0,0,330,60.0,0,0,0,2.6,,0,0,,0,39,1,0,0,,0,0,0,0.0,,0,,0,6,0,0
Tyrice Knight,122025,LB,UTEP,12,4,0,330,84.0,0,9,36,10.7,16.7,6,2,26.4,5,373,40,14,0,61.1,0,2,13,19.1,0.0,0,30.8,3,68,13,5
Keenan Stewart,122039,DI,UTEP,12,0,0,330,85.0,3,13,237,97.6,12.2,29,1,3.8,1,253,247,17,0,82.1,3,6,44,100.0,22.7,10,12.5,1,48,48,10
Sione Tonga'uiha,122044,DI,UTEP,11,1,0,330,61.2,0,2,74,98.8,5.4,4,0,1.4,0,80,79,2,0,64.1,0,1,12,100.0,16.7,2,4.2,0,14,14,1
Tyler Batty,122052,ED,BYU,12,0,0,128,74.9,9,19,336,93.0,12.5,42,4,6.0,6,386,359,34,0,78.2,6,10,97,92.1,20.6,20,13.4,5,114,105,21
Caleb Christensen,122055,CB,BYU,6,0,0,128,59.9,0,0,1,3.1,0.0,0,0,0.0,0,32,1,0,0,,0,0,0,0.0,,0,,0,10,0,0
Caleb Fox,122095,ED,TCU,12,0,0,305,51.8,3,2,225,99.6,2.2,5,2,2.0,2,242,241,7,0,55.0,0,0,39,100.0,5.1,2,2.6,1,43,43,1
Arian Gregory,122136,LB,SO MISS,2,0,0,296,57.4,0,2,2,40.0,0.0,0,0,50.0,0,5,2,2,0,59.4,0,1,1,50.0,0.0,0,50.0,0,2,1,1
Sergio Allen,122138,LB,CAL,2,0,0,130,67.7,0,0,2,15.4,0.0,0,0,0.0,0,13,2,0,0,59.2,0,0,1,14.3,0.0,0,0.0,0,7,1,0
DeMonte Capehart,122144,DI,CLEMSON,10,1,0,140,72.9,1,10,78,100.0,12.8,10,1,8.3,1,86,86,12,1,83.5,1,6,25,100.0,24.0,6,14.0,0,28,28,7
Sage Ennis,122147,TE,CLEMSON,1,0,0,140,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
R.J. Mickens,122153,S,CLEMSON,10,0,0,140,71.3,2,2,8,2.6,25.0,2,0,25.0,0,304,8,4,0,70.9,1,1,4,3.0,25.0,1,25.0,0,134,4,2
Kevin Swint,122158,ED,GA STATE,10,0,0,175,59.6,2,2,139,82.2,4.3,6,0,4.3,4,185,152,8,0,60.9,1,2,45,90.6,8.9,4,7.8,2,53,48,5
Tre Williams,122165,DI,CLEMSON,4,0,0,140,60.3,0,1,13,92.9,7.7,1,0,3.8,0,14,13,1,0,63.2,0,1,6,100.0,16.7,1,8.3,0,6,6,1
Dez Morgan,122191,DI,CHARLOTTE,10,0,1,136,49.7,1,3,214,97.4,0.5,1,3,0.9,0,235,229,4,0,51.2,1,1,95,99.0,1.1,1,1.1,0,102,101,2
Tirek Austin-Cave,122203,LB,W VIRGINIA,2,0,0,343,66.5,0,0,3,27.3,33.3,1,0,0.0,0,11,3,0,0,59.4,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Marcus Clarke,122208,CB,MISSOURI,9,0,0,229,56.0,0,0,3,2.5,0.0,0,1,0.0,0,121,3,0,0,58.1,0,0,1,1.9,0.0,0,0.0,0,52,1,0
Corey Flagg Jr.,122212,LB,MIAMI FL,12,0,0,220,50.6,2,6,52,25.6,0.0,0,3,7.7,0,227,58,8,0,53.7,0,3,19,26.7,0.0,0,7.9,0,75,20,3
Jalen Harrell,122213,S,UMASS,7,0,0,216,57.1,0,0,4,11.1,0.0,0,0,0.0,0,36,4,0,0,59.5,0,0,1,8.3,0.0,0,0.0,0,12,1,0
Elijah Roberts,122222,ED,SMU,12,0,0,287,89.5,8,38,310,98.8,20.0,62,0,11.0,11,332,328,57,0,91.2,5,24,120,99.2,31.7,38,17.9,7,127,126,36
Avantae Williams,122229,S,MARYLAND,2,0,0,215,60.0,0,1,1,5.3,0.0,0,0,50.0,0,19,1,1,0,,0,0,0,0.0,,0,,0,6,0,0
Chantz Williams,122230,ED,MIAMI FL,10,1,0,220,60.2,1,6,76,95.2,7.9,6,0,4.6,0,84,80,7,1,65.4,0,5,26,93.1,15.4,4,9.6,0,29,27,5
Ronald Clarke,122235,S,APP STATE,11,0,0,108,55.2,0,1,2,2.9,0.0,0,1,25.0,0,138,4,1,0,,0,0,0,0.0,,0,,0,36,0,0
DeAndre Dingle-Prince,122237,DI,APP STATE,12,0,0,108,51.2,1,8,210,100.0,2.4,5,0,2.1,0,231,231,9,0,54.4,0,0,53,100.0,5.7,3,0.0,0,56,56,0
Kevon Haigler,122240,ED,APP STATE,12,0,0,108,54.7,4,4,112,100.0,5.4,6,0,3.6,0,117,117,8,0,62.9,2,2,29,100.0,13.8,4,6.9,0,31,31,4
Jalen McLeod,122248,ED,AUBURN,11,0,0,115,84.7,8,20,195,72.3,17.4,34,1,10.8,7,282,204,35,0,75.3,4,14,78,72.5,23.1,18,12.8,1,109,79,19
