player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jimmy Morrissey,41626,C,PITTSBURGH,12,100.0,0,268,71.0,80.6,66.6,0,10,547,100.0,100.0,99.1,4,10,0,911,911,0,0,911,569,569,0,0,342,0
Sam Cosmi,60114,T,TEXAS,12,99.9,2,311,84.1,85.2,78.3,0,12,539,99.8,99.8,98.7,8,13,1,910,0,0,890,911,567,568,0,0,343,21
Derek Kerstetter,60116,T,TEXAS,12,100.0,1,311,70.9,91.0,61.6,4,9,539,100.0,100.0,98.2,7,16,3,909,42,15,0,909,567,567,154,691,342,7
Bryce Hargrove,41946,G,PITTSBURGH,12,100.0,1,268,62.9,67.7,59.2,7,16,544,100.0,100.0,97.9,3,23,0,905,0,905,0,905,566,566,0,0,339,0
Steve Eipper,25886,C,C MICHIGAN,12,100.0,0,134,62.9,78.6,57.7,3,4,433,100.0,100.0,98.7,6,9,2,900,900,0,0,900,459,459,0,0,441,0
Alec Lindstrom,58532,C,BOSTON COL,12,100.0,0,121,69.3,77.2,67.9,0,4,314,100.0,100.0,99.4,5,4,0,898,898,0,0,898,325,325,0,0,573,0
Luke Goedeke,77548,T,C MICHIGAN,12,100.0,2,134,81.9,72.6,82.5,6,14,433,100.0,100.0,97.5,5,21,1,898,0,0,0,898,459,459,0,895,439,2
Nate Brown,40643,T,NEVADA,12,99.9,0,239,55.2,69.5,48.0,7,22,518,99.8,99.8,96.4,7,33,4,898,0,0,0,899,543,544,0,898,355,1
Demytrick Ali'ifua,41289,C,UTAH ST,12,100.0,0,329,56.7,61.6,55.4,2,7,508,100.0,100.0,99.1,6,9,0,897,897,0,0,897,532,532,0,0,365,0
Tyler Vrabel,77343,T,BOSTON COL,12,100.0,0,121,74.9,82.3,71.2,1,7,314,100.0,100.0,98.7,5,8,0,897,0,1,892,897,328,328,0,0,569,0
Royce Newman,41746,G,OLE MISS,12,100.0,0,226,60.2,60.6,57.8,1,8,392,100.0,100.2,98.6,2,10,1,896,0,758,0,896,417,416,138,0,479,0
Parker Braun,40258,G,TEXAS,12,100.0,0,311,69.1,71.3,73.2,4,14,526,100.0,100.0,97.9,9,20,2,896,0,896,0,896,554,554,0,0,342,0
J.L. Gaston,41762,T,TROY,12,100.0,1,318,74.5,75.5,68.0,1,19,547,100.0,100.0,97.3,1,25,5,896,0,1,0,896,585,585,0,894,311,0
Isaac Moore,77495,T,TEMPLE,12,100.0,1,306,70.2,70.4,68.3,2,10,468,100.0,100.0,98.3,5,14,2,894,0,0,894,894,491,491,0,0,403,0
Grant Gibson,57005,C,NC STATE,12,100.0,1,248,68.9,65.2,73.0,1,11,512,100.0,100.0,98.6,6,13,1,894,894,0,0,894,535,535,0,0,359,0
Abraham Lucas,60218,T,WASH STATE,12,100.0,0,341,84.4,87.5,74.6,2,11,707,100.0,100.0,98.7,1,16,3,893,0,0,0,893,741,741,0,892,152,0
Grant Hermanns,40648,T,PURDUE,12,99.9,0,273,64.9,72.4,61.1,5,13,568,100.0,99.8,98.1,6,20,2,892,0,0,889,893,598,599,0,0,294,2
Adam Klein,77395,T,TEMPLE,12,100.0,0,306,64.5,64.9,62.2,2,18,467,100.0,100.0,97.6,4,21,1,892,0,0,0,892,490,490,0,892,402,0
Ben Petrula,58533,T,BOSTON COL,12,100.0,0,121,67.1,58.5,70.2,5,11,311,100.0,100.0,97.1,5,17,1,891,0,0,0,891,322,322,0,891,569,0
Karter Shaw,81898,G,UTAH ST,12,100.0,0,329,71.3,67.6,71.8,2,20,506,100.0,100.0,97.6,3,23,1,890,0,0,0,890,530,530,890,0,360,0
Junior Diaz,26655,C,FAU,12,100.0,0,165,77.1,79.9,75.2,1,6,465,100.0,100.0,99.2,2,7,0,890,890,0,0,890,493,493,0,0,397,0
Josh Watson,41677,G,WASH STATE,12,100.0,1,341,65.7,67.9,65.0,3,25,708,100.0,100.0,97.7,4,30,2,889,0,0,0,889,741,741,889,0,148,0
D'Ante Smith,41497,T,E CAROLINA,12,100.0,2,156,71.0,75.0,68.8,2,18,456,100.0,100.0,97.1,7,23,3,889,0,0,889,889,491,491,0,0,398,0
Chris Murray,81885,G,UCLA,12,100.0,0,324,58.0,72.7,54.2,0,13,500,100.0,100.0,98.1,6,16,3,888,0,0,0,888,516,516,888,0,372,0
Cordel Iwuagwu,46201,G,TCU,12,100.0,1,305,64.6,75.8,60.6,6,6,466,100.0,100.0,97.6,3,17,5,887,0,887,0,887,486,486,0,0,401,0
Brandon Walton,41533,T,FAU,12,100.0,2,165,72.4,82.7,63.0,2,6,462,100.0,100.0,98.9,4,9,1,883,0,0,882,883,489,489,0,0,394,1
Liam Ryan,41618,T,WASH STATE,12,100.0,0,341,69.2,77.6,71.2,3,15,702,100.0,100.0,98.3,16,21,3,882,0,0,881,882,736,736,0,0,146,0
Keith Ismael,41878,C,S DIEGO ST,12,100.0,0,284,80.7,88.2,78.1,0,4,421,100.0,100.0,99.3,3,5,1,882,881,0,0,882,436,436,0,0,446,0
Frederick Mauigoa,41388,C,WASH STATE,12,100.0,0,341,65.9,73.7,57.4,6,24,700,100.0,100.0,97.7,3,31,1,881,881,0,0,881,733,733,0,0,148,0
Joshua Fedd-Jackson,60812,G,NC STATE,12,100.0,1,248,78.0,74.4,80.3,1,12,506,100.0,100.0,98.3,4,15,2,881,0,0,0,881,529,529,881,0,352,0
Bobby Reynolds,39584,C,LA MONROE,12,100.0,0,209,67.5,79.7,65.6,0,9,444,100.0,100.0,99.0,8,9,0,879,879,0,0,879,465,465,0,0,414,0
John Phillips,39364,G,BOSTON COL,12,100.0,0,121,73.4,86.5,70.0,0,6,303,100.0,100.0,98.7,2,7,1,878,0,0,0,878,317,317,874,0,561,0
Dakota Davis,60104,G,SYRACUSE,12,100.0,1,304,61.0,81.4,55.7,0,10,497,100.0,100.0,98.4,7,13,3,877,0,0,0,877,519,519,877,0,358,0
Donell Stanley,46747,C,S CAROLINA,12,100.0,0,289,66.7,82.0,58.5,0,3,512,100.0,100.0,99.5,2,4,1,877,813,64,0,877,535,535,0,0,342,0
Clayton Walderzak,55063,T,C MICHIGAN,12,100.0,0,134,69.4,52.3,74.7,4,18,430,100.0,100.0,96.7,1,25,3,875,0,0,873,875,455,455,0,0,420,2
Jake Brown,28920,T,UCF,12,100.0,0,323,61.5,55.7,64.6,4,12,426,100.0,100.0,96.9,6,21,5,875,0,0,0,875,451,451,0,875,424,0
Marcus Keyes,46187,G,OKLA STATE,12,100.0,0,262,71.5,74.9,68.7,2,7,380,100.0,100.0,98.3,2,11,2,873,0,871,0,873,410,410,0,0,463,0
Mike Novitsky,77545,C,BUFFALO,12,100.0,0,126,71.5,61.1,73.5,1,5,275,100.0,100.0,98.9,4,6,0,873,873,0,0,873,287,287,0,0,586,0
Jordan Johnson,28921,C,UCF,12,100.0,1,323,65.6,59.0,68.3,3,10,425,100.0,100.0,98.5,6,13,0,872,872,0,0,872,450,450,0,0,422,0
Garrett Larson,45560,C,BOISE ST,12,100.0,0,120,71.4,70.7,69.9,3,10,454,100.0,100.0,98.3,2,14,1,872,872,0,0,872,474,474,0,0,398,0
Nick Weber,59684,G,FAU,12,100.0,0,165,58.9,74.3,54.2,2,9,452,100.0,100.0,98.6,5,12,1,872,0,0,0,872,479,479,872,0,393,0
Will Sherman,59662,T,COLORADO,12,100.0,0,143,62.5,74.2,59.3,1,11,450,100.0,100.0,98.2,12,14,2,870,0,0,5,870,477,477,0,865,393,0
Donovan Laie,81553,T,ARIZONA,12,100.0,2,109,64.6,71.5,56.3,3,17,500,100.0,100.0,97.4,3,23,3,870,0,58,812,870,523,523,0,0,347,0
Jared Thomas,36609,C,NWESTERN,12,100.0,0,256,63.2,77.6,57.9,2,5,366,100.0,100.0,99.0,1,7,0,870,870,0,0,870,397,397,0,0,473,0
Beau Morris,24688,T,SMU,11,100.0,0,287,66.2,70.1,59.9,2,13,438,100.0,100.0,97.4,0,19,4,869,0,1,16,869,468,468,0,849,401,2
Gene Pryor,75851,T,HAWAII,12,100.0,0,180,69.8,75.8,66.9,3,11,549,100.0,100.0,98.5,8,15,1,869,0,0,0,869,574,574,0,869,295,0
Jordan Reid,60805,T,MICH STATE,12,100.0,0,223,60.1,60.3,58.6,8,12,463,100.0,100.0,97.4,3,22,2,869,0,0,0,869,492,492,0,868,377,0
Zach Shackelford,41139,C,TEXAS,12,100.0,1,311,59.0,57.8,59.4,2,11,517,100.0,100.0,97.8,4,18,5,868,868,0,0,868,545,545,0,0,323,0
Jake Burton,43915,T,UCLA,12,100.0,1,324,79.3,78.8,78.4,0,13,482,100.0,100.0,97.8,6,17,4,868,0,0,6,868,499,499,0,862,369,0
Sean Rhyan,72009,T,UCLA,12,99.9,0,324,57.6,54.6,59.5,6,30,499,99.8,99.8,96.2,4,37,1,868,0,0,855,869,513,514,0,0,355,14
Tim Lynott,26025,C,COLORADO,12,100.0,1,143,59.0,57.3,60.2,2,16,450,100.0,100.0,98.0,7,18,0,867,867,0,0,867,477,477,0,0,390,0
Arlington Hambright,60003,T,COLORADO,12,100.0,1,143,74.7,75.7,76.1,2,11,448,100.0,100.0,98.3,8,14,1,865,0,0,865,865,475,475,0,0,390,0
Harry Crider,59744,G,INDIANA,12,100.0,1,190,57.0,67.6,51.6,1,15,482,100.0,100.0,97.9,3,18,2,865,86,779,0,865,519,519,0,0,346,0
Evin Ksiezarczyk,14214,T,BUFFALO,12,100.0,0,126,72.4,55.7,74.9,3,9,273,100.0,100.0,97.4,4,13,1,864,0,0,862,864,285,285,0,0,579,0
Bryce Meeker,46205,T,IOWA STATE,12,100.0,4,193,69.9,75.4,69.8,2,16,501,100.0,100.0,97.8,11,20,2,863,0,0,0,863,532,532,0,862,331,1
Caleb Jones,59747,T,INDIANA,12,100.0,1,190,65.4,67.0,62.2,7,9,479,100.0,100.0,97.3,4,21,5,862,0,0,189,862,516,516,0,673,346,0
Collin Olson,36523,C,IOWA STATE,12,100.0,2,193,55.9,51.1,57.7,5,12,499,100.0,100.0,98.3,5,17,0,861,772,89,0,861,530,530,0,0,331,0
Brandon Jones,59812,G,LA MONROE,12,100.0,0,209,65.8,61.5,66.4,0,10,433,100.0,100.0,98.8,3,10,0,860,0,268,0,860,454,454,591,0,406,0
Ivory Scott,98699,G,ARK STATE,12,100.0,2,113,57.7,74.0,49.2,3,13,482,100.0,100.0,97.9,2,18,2,860,0,0,3,860,515,515,857,0,345,0
Josh Knipfel,59756,G,IOWA STATE,12,100.0,0,193,67.3,68.2,68.8,2,17,498,100.0,100.0,97.9,4,20,1,859,0,0,0,859,529,529,858,0,330,1
Alijah Vera-Tucker,57107,G,USC,12,100.0,0,326,78.5,87.9,76.5,0,6,510,100.0,100.0,99.4,2,6,0,859,0,859,0,859,537,537,0,0,322,0
Austin Jackson,60816,T,USC,12,100.0,0,326,74.9,80.4,68.2,1,9,510,100.0,100.0,98.8,5,11,1,859,0,0,859,859,537,537,0,0,322,0
Julian Good-Jones,36624,T,IOWA STATE,12,100.0,1,193,67.0,65.0,66.0,7,20,497,100.0,100.0,97.3,3,27,0,857,0,0,856,857,527,527,0,0,330,0
Brian Trujillo,36927,T,NEW MEX ST,12,100.0,0,242,76.3,84.8,70.4,2,6,512,100.0,100.0,99.0,2,9,1,857,2,282,570,857,527,527,0,0,330,3
Luke Doerger,41758,C,TOLEDO,12,100.0,0,316,71.3,67.3,72.3,4,10,407,100.0,100.0,97.5,4,17,3,857,856,0,0,857,426,426,0,0,431,0
Max Wilhite,75867,C,NEW MEX ST,12,100.0,2,242,53.4,50.2,53.8,5,20,510,100.0,100.0,97.2,5,27,2,855,855,0,0,855,525,525,0,0,330,0
Sosaia Mose,59947,C,N TEXAS,12,100.0,1,251,43.0,18.9,56.6,2,14,492,100.0,100.0,97.4,3,21,5,855,855,0,0,855,512,512,0,0,343,0
James Empey,51995,C,BYU,12,100.0,1,128,77.7,86.1,72.9,0,7,471,100.0,100.0,99.0,2,8,1,855,855,0,0,855,497,497,0,0,358,0
Cameron Bell,39228,T,TOLEDO,12,100.0,2,316,55.1,52.7,54.8,6,24,406,100.0,100.0,95.3,4,34,4,855,0,0,89,855,425,425,0,762,430,3
Matt Farniok,41585,T,NEBRASKA,12,100.0,1,238,68.0,58.9,70.8,0,23,395,100.0,100.0,95.8,5,28,5,853,0,0,3,853,406,406,0,849,447,0
Ben Brown,59869,G,OLE MISS,12,100.0,1,226,65.6,75.7,62.6,2,1,366,100.0,100.3,99.3,2,4,1,852,97,0,0,852,390,389,755,0,462,0
Trystan Colon,41117,C,MISSOURI,12,100.0,0,229,69.4,84.3,61.6,1,4,436,100.0,100.0,99.0,3,7,2,851,851,0,0,851,465,465,0,0,386,0
Kyle Stapley,81761,C,NEW MEXICO,12,100.0,0,241,64.5,82.1,60.2,1,3,374,100.0,100.0,98.9,5,6,2,851,850,0,0,851,406,406,0,0,445,0
Tre'Vour Wallace-Simms,41855,G,MISSOURI,12,100.0,2,229,62.4,75.7,59.5,1,8,436,100.0,100.0,98.5,7,11,2,851,0,538,0,851,465,465,313,0,386,0
Barry Wesley,52018,T,COLO STATE,12,100.0,1,144,77.2,77.4,77.6,3,17,486,100.0,100.0,97.5,3,22,2,849,0,358,3,849,510,510,15,466,339,7
Daishawn Dixon,37289,G,S DIEGO ST,12,100.0,1,284,71.2,80.5,67.7,2,7,400,100.0,100.0,98.9,3,9,0,849,0,848,0,849,415,415,0,0,434,0
T.J. Storment,41643,T,COLO STATE,12,100.0,3,144,64.7,80.4,55.6,5,8,485,100.0,100.0,98.0,7,16,3,849,0,5,842,849,510,510,2,0,339,0
Brady Christensen,51985,T,BYU,12,100.0,0,128,83.7,91.0,76.1,0,10,470,100.0,100.0,98.7,6,11,1,848,0,0,846,848,496,496,0,2,352,0
Jordan Tucker,59936,T,N CAROLINA,12,100.0,1,245,69.9,75.2,65.6,2,12,430,100.0,100.0,97.7,5,17,3,848,0,0,0,848,451,451,0,847,397,0
Jarrett Horst,102823,T,ARK STATE,12,100.0,6,113,48.9,52.6,57.3,8,17,475,100.0,100.0,97.2,19,26,1,848,0,0,845,848,509,509,0,0,339,3
Jack Snyder,41119,T,S JOSE ST,12,99.9,0,285,77.0,72.7,74.1,7,14,526,99.8,99.8,97.4,1,24,3,848,0,0,848,849,561,562,0,0,287,1
Nik Urban,41887,G,NWESTERN,12,100.0,0,256,61.4,62.6,59.6,4,7,361,100.0,100.0,97.9,1,13,2,847,0,847,0,847,391,391,0,0,456,0
Ernesto Ramirez,102825,T,ARK STATE,12,100.0,1,113,42.1,37.5,46.9,5,26,472,100.0,100.0,93.7,5,45,14,845,0,0,2,845,505,505,0,843,340,0
Mike Onwenu,27357,G,MICHIGAN,12,100.0,1,222,75.9,84.8,73.9,3,5,414,100.0,100.0,99.0,3,8,0,844,0,0,0,844,451,451,843,0,393,0
Quinn Oseland,36914,T,S JOSE ST,12,100.0,1,285,55.2,56.7,56.5,8,14,524,100.0,100.0,97.1,8,26,4,844,0,0,0,844,559,559,0,841,285,3
Joey Claybrook,60141,T,TULANE,12,100.0,0,319,51.5,45.7,57.3,8,22,380,100.0,100.0,94.7,7,35,5,844,0,0,786,844,392,392,0,58,452,0
Ben Bredeson,27305,G,MICHIGAN,12,100.0,1,222,73.2,90.0,69.3,0,7,414,100.0,100.0,99.2,4,7,0,844,0,843,1,844,451,451,0,0,393,0
Trey Carter,54494,G,COAST CAR,12,100.0,0,141,64.0,66.7,62.5,2,5,375,100.0,100.0,99.1,4,7,0,843,143,0,0,843,400,400,700,0,443,0
Corey Dublin,60142,G,TULANE,12,100.0,0,319,67.7,74.3,67.8,1,12,380,100.0,100.0,98.3,6,13,0,842,0,842,0,842,392,392,0,0,450,0
Brenden Jaimes,59909,T,NEBRASKA,12,100.0,1,238,72.3,88.1,63.0,0,7,391,100.0,100.0,98.6,3,9,2,842,0,0,834,842,402,402,0,0,440,8
Ryan Roberts,36149,T,FLORIDA ST,12,99.9,1,167,57.2,54.0,58.2,3,20,466,99.8,99.8,96.7,4,27,4,841,0,0,19,842,498,499,0,820,343,3
Jack Driscoll,27064,T,AUBURN,12,100.0,1,115,72.3,87.4,65.4,0,7,391,100.0,100.0,98.8,6,8,1,841,0,0,0,841,410,410,0,840,431,1
Marquel Harrell,37373,G,AUBURN,12,100.0,1,115,71.4,83.5,69.7,0,6,391,100.0,100.0,99.2,5,6,0,840,0,839,0,840,410,410,0,0,430,0
Troy Kowalski,46352,G,S JOSE ST,12,100.0,0,285,64.3,74.1,57.5,5,5,526,100.0,100.0,98.9,1,11,1,840,0,840,0,840,561,561,0,0,279,0
Blake Brandel,46282,T,OREGON ST,12,100.0,0,265,90.0,93.1,82.5,0,4,454,100.0,100.0,99.3,1,5,1,839,0,0,839,839,473,473,0,0,366,0
Kody Russey,41726,C,LA TECH,12,100.0,1,208,77.8,78.7,75.9,2,10,470,100.0,100.0,98.5,4,13,1,839,839,0,0,839,501,501,0,0,338,0
Cesar Ruiz,59857,C,MICHIGAN,12,100.0,1,222,72.6,89.7,66.7,2,5,412,100.0,100.0,99.2,6,7,0,838,838,0,0,838,447,447,0,0,391,0
Sam Gerak,59970,G,NWESTERN,12,100.0,0,256,61.2,57.3,62.1,3,11,354,100.0,100.0,97.2,4,17,3,838,0,23,0,838,385,385,815,0,453,0
Luke Juriga,29571,C,W MICHIGAN,12,100.0,0,347,77.3,83.8,72.6,1,3,413,100.0,100.0,99.3,3,5,1,838,838,0,0,838,439,439,0,0,399,0
Jaylon Moore,43678,T,W MICHIGAN,12,100.0,2,347,69.7,80.5,61.9,2,5,407,100.0,100.0,98.6,7,9,2,837,0,0,830,837,433,433,0,6,404,0
Tony Bello,36712,G,NEW MEX ST,12,100.0,0,242,51.4,45.5,55.0,6,31,505,100.0,100.0,96.1,6,38,1,837,0,198,5,837,520,520,495,139,317,0
Ryan Van Demark,55113,T,UCONN,12,100.0,0,146,68.1,70.8,62.2,3,21,435,100.0,100.0,96.3,3,28,4,836,0,0,834,836,454,454,0,0,382,0
Jordan Steckler,39044,T,N ILLINOIS,12,100.0,0,254,81.1,90.5,71.9,2,4,417,100.0,100.0,99.3,3,6,0,836,0,0,0,836,434,434,5,831,402,0
Tyler Witt,40256,G,W KENTUCKY,12,100.0,0,346,71.5,78.0,68.7,4,11,456,100.0,100.0,98.4,2,15,0,836,1,834,0,836,470,470,0,0,366,0
Christian Montano,98651,C,TULANE,12,100.0,0,319,63.3,46.1,68.0,0,15,375,100.0,100.0,98.0,4,15,0,836,836,0,0,836,387,387,0,0,449,0
Christian Haynes,77339,G,UCONN,12,100.0,1,146,66.6,65.3,69.0,2,14,436,100.0,100.0,97.0,7,21,5,835,0,0,0,835,455,455,835,0,380,0
Derek Downs,58536,T,BOWL GREEN,12,100.0,3,122,64.4,64.4,64.6,2,14,374,100.0,100.0,97.6,5,17,1,834,0,0,0,834,389,389,0,833,445,0
Cam Jurgens,84014,C,NEBRASKA,12,100.0,1,238,44.1,46.1,43.9,1,13,389,100.0,100.0,98.2,3,14,0,834,834,0,0,834,400,400,0,0,434,0
Jack Kramer,37006,C,BOWL GREEN,12,100.0,1,122,68.8,75.2,69.2,3,3,374,100.0,100.0,98.9,6,7,1,833,832,0,0,833,389,389,0,0,444,0
Tristan Crowder,46149,G,TROY,11,100.0,0,318,67.3,76.7,61.8,5,11,500,100.0,100.0,98.0,0,18,2,833,0,0,1,833,535,535,831,0,298,0
Boss Tagaloa,44428,C,UCLA,12,100.0,0,324,60.2,49.7,64.2,2,28,466,100.0,100.0,96.4,5,32,2,832,832,0,0,832,479,479,0,0,353,0
Sadarius Hutcherson,41336,T,S CAROLINA,12,99.2,2,289,61.2,60.5,63.0,6,11,473,98.5,98.6,97.8,8,19,2,831,0,52,748,838,494,501,0,0,337,35
Manase Mose,59950,G,N TEXAS,12,100.0,1,251,62.4,59.6,62.3,2,17,480,100.0,100.0,97.8,2,20,1,831,0,0,0,831,500,500,831,0,331,0
Clay Cordasco,52126,G,OREGON ST,12,100.0,1,265,65.4,64.3,66.2,1,9,448,100.0,100.0,98.0,5,14,4,831,0,0,0,831,466,466,831,0,365,0
Brian Anderson,59932,C,N CAROLINA,12,100.0,0,245,49.9,53.2,51.3,3,9,425,100.0,100.0,97.2,7,18,6,830,830,0,0,830,448,448,0,0,382,0
Sid Acosta,60177,C,UNLV,12,100.0,0,325,73.0,73.3,71.1,1,4,428,100.0,100.0,98.7,1,8,3,830,830,0,0,830,444,444,0,0,386,0
Josh Dunlop,60821,T,UTSA,12,100.0,1,331,73.2,79.7,66.4,3,8,453,100.0,100.0,98.6,3,12,1,829,0,0,0,829,468,468,0,826,361,0
Jordan Meredith,60235,G,W KENTUCKY,12,100.0,1,346,79.2,89.1,79.1,1,2,456,100.0,100.0,99.2,6,5,2,829,0,0,0,829,470,470,828,0,359,0
Mike Caliendo,41446,G,W MICHIGAN,12,100.0,0,347,67.0,71.8,65.3,2,9,408,100.0,100.0,98.7,4,11,0,828,0,827,0,828,434,434,0,0,394,0
Miles Pate,36494,T,W KENTUCKY,12,100.0,0,346,78.4,78.1,73.1,4,11,455,100.0,100.0,97.7,0,18,3,828,0,1,0,828,469,469,0,825,359,1
Ahofitu Maka,100803,C,UTSA,12,100.0,2,331,61.5,39.1,69.2,1,22,454,100.0,100.0,97.0,7,25,2,828,828,0,0,828,467,467,0,0,361,0
Jakari Robinson,55084,C,CINCINNATI,12,100.0,0,138,50.3,45.6,55.6,2,8,366,100.0,100.0,98.4,9,11,1,827,827,0,0,827,385,385,0,0,442,0
Seth Joest,41891,C,W KENTUCKY,12,100.0,0,346,69.0,80.7,62.7,1,4,455,100.0,100.0,99.5,2,5,0,827,827,0,0,827,469,469,0,0,358,0
Matt Hennessy,41141,C,TEMPLE,11,100.0,0,306,88.5,82.6,89.6,1,3,432,100.0,100.0,99.5,5,4,0,826,826,0,0,826,454,454,0,0,372,0
Justin Polu,28976,T,UNLV,12,100.0,0,325,65.4,66.0,62.3,1,13,423,100.0,100.0,97.4,2,18,4,824,0,0,0,824,439,439,392,432,385,0
Conner Olson,41504,G,MINNESOTA,12,100.0,0,225,56.2,62.3,54.7,4,6,338,100.0,100.0,97.6,4,13,3,823,448,260,0,823,361,361,114,0,462,0
Tony Barnett,37068,G,DOMINION,12,100.0,0,263,53.5,47.2,52.0,4,17,482,100.0,100.0,97.6,1,22,1,823,0,823,0,823,504,504,0,0,319,0
Alex Mollette,40437,G,MARSHALL,12,100.0,0,214,68.7,81.4,63.7,0,8,367,100.0,100.0,98.9,0,8,0,823,0,823,0,823,397,397,0,0,426,0
Levi Brown,36815,C,MARSHALL,12,100.0,1,214,63.1,54.9,66.1,1,13,367,100.0,100.0,98.1,4,14,0,823,823,0,0,823,397,397,0,0,426,0
