player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Will Levis,83542,QB,KENTUCKY,12,75.5,306,324,9.5,2.6,3,14,4.2,66.4,215,0,103,6.9,374,16,144,202,68.7,91.0,83.2,88.0,5,12,385,0,17.5,99.0,4.8,18,31,0,10,23,10,2.6,2594,8.0
Malik Cunningham,60436,QB,LOUISVILLE,12,71.1,291,320,10.8,3.03,5,16,4.8,61.3,196,0,117,5.3,387,11,137,210,67.7,91.7,83.1,90.8,4,6,401,3,15.4,99.8,4.7,18,48,5,15,18,12,3.0,2742,8.6
Jack Coan,60613,QB,NOTRE DAME,12,77.7,292,317,9.0,2.69,5,20,6.0,67.8,215,0,105,5.3,362,12,123,258,71.7,83.9,82.4,63.1,2,6,378,1,30.5,106.5,8.8,32,13,0,18,20,7,1.9,2641,8.3
Malik Willis,60341,QB,LIBERTY,12,70.7,300,315,10.9,3.3,3,36,10.7,61.9,195,0,157,8.0,426,17,145,206,73.1,90.8,74.6,93.7,3,12,453,1,31.8,98.0,11.7,50,61,0,9,24,18,4.0,2628,8.3
Tanner McKee,131770,QB,STANFORD,10,75.6,295,315,8.0,2.48,7,17,5.0,65.4,206,0,91,7.6,358,17,109,300,50.6,69.0,68.7,59.9,2,7,387,2,27.5,93.9,7.0,25,17,1,10,15,15,3.9,2325,7.4
Emory Jones,82111,QB,FLORIDA,12,73.2,299,312,9.3,2.83,5,7,2.2,67.3,210,0,104,4.1,344,9,135,163,72.6,79.9,69.6,81.0,4,13,355,3,9.6,95.3,2.9,10,21,1,3,19,16,4.5,2558,8.2
Adrian Martinez,83522,QB,NEBRASKA,11,71.1,280,307,11.4,3.11,7,15,4.7,61.6,189,1,164,5.0,365,10,138,238,44.8,76.8,70.4,75.2,3,10,383,2,17.1,93.8,7.7,28,30,0,17,14,14,3.7,2861,9.3
Jake Bentley,40788,QB,S ALABAMA,10,78.1,288,305,9.1,2.6,5,18,5.6,69.5,212,0,119,5.8,345,13,117,288,70.6,83.2,81.5,64.9,2,8,362,2,16.8,101.4,5.8,20,19,0,10,17,13,3.6,2468,8.1
Kedon Slovis,100580,QB,USC,9,76.3,274,298,9.0,2.69,10,16,5.1,64.8,193,0,72,7.7,319,16,104,326,53.2,79.2,78.4,62.3,6,8,339,3,16.7,87.2,3.8,12,8,0,8,11,12,3.5,2151,7.2
Jaren Hall,82094,QB,BYU,10,72.9,277,296,11.7,2.98,5,21,6.7,63.9,189,0,72,6.4,317,13,118,128,67.1,89.2,83.3,80.4,0,5,333,2,16.7,107.1,3.8,12,9,0,14,20,7,2.1,2583,8.7
Rocky Lombardi,60452,QB,N ILLINOIS,11,68.3,290,295,9.5,2.44,2,16,5.2,58.6,173,0,52,12.6,317,25,104,254,52.6,70.9,65.6,72.2,1,7,332,0,19.2,88.4,3.2,10,12,0,2,13,9,2.7,2308,7.8
Spencer Sanders,77660,QB,OKLA STATE,11,75.0,264,294,9.3,2.83,6,16,5.0,60.5,178,0,106,10.1,340,20,124,262,71.7,84.9,81.7,70.7,5,8,368,1,11.3,90.6,3.5,12,32,0,19,16,11,3.0,2203,7.5
Noah Vedral,55406,QB,RUTGERS,12,68.9,270,290,7.7,2.63,6,13,4.3,59.3,172,0,100,7.5,333,14,70,278,55.1,62.5,55.3,72.6,4,6,346,3,19.0,75.7,5.7,19,14,0,10,7,11,3.2,1726,6.0
Chance Nolan,78493,QB,OREGON ST,12,73.8,275,288,10.7,3.02,2,15,4.8,63.5,183,0,113,9.9,326,20,113,265,66.1,83.8,82.7,66.3,6,9,353,1,8.8,98.9,3.1,10,27,0,5,19,8,2.3,2411,8.4
Daniel Richardson,97103,QB,C MICHIGAN,12,70.6,269,287,11.2,2.64,6,23,7.7,60.6,174,0,85,8.4,306,16,110,134,59.9,75.6,77.5,42.8,1,5,317,2,10.6,107.5,2.9,9,10,3,8,23,10,3.2,2442,8.5
Cade McNamara,101620,QB,MICHIGAN,12,74.0,265,287,9.0,2.48,10,14,4.6,63.8,183,0,95,6.6,301,13,92,222,79.0,78.6,76.3,65.6,3,3,320,2,6.3,100.5,2.0,6,8,1,8,14,5,1.6,2297,8.0
Dorian Thompson-Robinson,83574,QB,UCLA,11,71.2,264,284,10.6,3.01,3,15,4.9,61.6,175,0,108,6.9,367,13,131,324,63.5,85.2,74.1,85.7,1,6,391,4,20.4,104.3,6.0,22,58,1,15,21,10,2.6,2390,8.4
Jayden Daniels,97993,QB,ARIZONA ST,12,76.1,268,281,8.2,3.0,3,7,2.4,66.2,186,0,95,8.8,351,18,114,110,82.6,82.7,72.0,83.2,1,9,365,3,21.1,88.6,5.7,20,48,0,9,10,8,2.2,2216,7.9
KJ Jefferson,99129,QB,ARKANSAS,12,77.4,265,276,9.4,2.87,1,18,6.1,66.3,183,0,108,10.7,324,22,113,111,56.1,88.3,82.2,78.2,1,3,342,2,21.3,117.0,7.1,23,23,0,9,21,7,2.0,2574,9.3
Cameron Rising,77663,QB,UTAH,11,74.2,256,274,9.2,2.71,6,15,5.2,62.8,172,0,78,9.5,300,18,124,328,42.0,81.0,79.3,68.7,7,3,317,3,7.7,102.6,2.0,6,20,0,5,17,6,1.9,2109,7.7
Graham Mertz,97994,QB,WISCONSIN,12,69.1,246,271,9.8,2.61,5,11,3.9,58.3,158,0,84,7.1,289,12,93,349,46.9,63.9,63.0,57.5,3,10,304,4,10.7,74.4,3.1,9,9,0,17,9,16,5.3,1821,6.7
Brett Gabbert,97404,QB,MIAMI OH,9,65.9,252,270,12.9,2.72,3,21,7.3,57.8,156,0,87,6.0,310,10,109,221,78.3,84.6,84.0,62.2,4,6,330,0,14.9,108.0,4.2,13,27,2,9,24,12,3.6,2421,9.0
Will Plummer,131592,QB,ARIZONA,10,70.4,240,267,9.1,2.89,1,9,3.2,58.4,156,0,111,7.7,321,13,85,109,45.5,64.2,66.2,55.3,5,9,337,3,18.9,69.3,6.5,21,33,0,21,6,10,3.0,1609,6.0
Timmy McClain,144488,QB,USF,11,65.8,237,264,10.8,3.36,2,9,3.2,54.9,145,0,137,7.1,324,11,96,327,28.7,54.5,56.9,53.1,0,7,342,6,17.5,72.9,7.4,24,35,1,24,5,13,3.8,1885,7.1
Casey Thompson,77677,QB,TEXAS,12,72.5,247,264,9.8,2.71,0,15,5.3,62.5,165,0,94,7.8,301,14,104,311,46.1,78.3,76.0,68.4,6,9,319,3,16.0,103.6,5.0,15,22,1,10,24,12,3.8,2110,8.0
Austin Aune,83528,QB,N TEXAS,12,63.7,248,263,11.9,2.57,2,16,5.6,51.7,136,0,83,13.9,292,22,76,251,58.4,69.4,67.0,63.5,2,7,314,0,13.3,73.4,3.8,11,17,1,10,9,12,3.8,1760,6.7
Kurtis Rourke,97998,QB,OHIO,10,74.4,246,262,8.1,3.06,3,12,4.3,65.3,171,0,97,6.6,302,12,94,259,42.5,77.1,75.0,66.4,4,7,324,2,18.6,88.1,6.0,18,22,1,8,11,11,3.4,1810,6.9
Kyle Vantrease,55029,QB,BUFFALO,10,68.8,250,262,9.6,2.44,2,10,3.4,61.5,161,0,72,6.4,277,11,92,126,53.2,63.2,60.0,64.8,5,6,306,0,9.7,83.8,2.5,7,7,0,5,8,13,4.2,1876,7.2
Hendon Hooker,60593,QB,TENNESSEE,12,77.3,251,262,9.3,2.68,2,17,6.2,69.1,181,0,103,6.7,344,13,114,307,55.9,85.2,77.9,78.7,2,3,357,2,36.9,128.8,11.0,38,43,0,7,26,9,2.5,2570,9.8
Brendon Lewis,131687,QB,COLORADO,12,73.7,213,258,6.8,3.19,13,7,2.5,57.8,149,0,137,5.1,315,8,72,143,73.6,69.7,64.8,69.7,1,3,338,3,22.6,83.2,9.8,31,25,0,31,10,6,1.8,1540,6.0
Gerry Bohanon,77636,QB,BAYLOR,11,73.8,237,255,10.9,2.89,6,10,3.8,63.5,162,0,77,7.4,277,13,102,118,58.7,83.0,77.6,77.4,3,6,285,3,10.4,102.9,2.9,8,12,0,9,17,10,3.5,2173,8.5
Braxton Burmeister,60513,QB,VA TECH,12,65.4,231,255,11.0,3.02,2,11,4.1,55.7,142,0,109,6.0,330,9,107,337,74.1,78.1,70.2,75.3,1,4,342,0,23.9,92.3,7.9,26,49,0,21,14,6,1.8,1960,7.7
Mikey Keene,70961,QB,UCF,10,75.5,229,252,8.2,2.74,5,10,3.9,63.1,159,0,64,8.1,276,14,73,323,58.6,62.7,63.6,54.0,0,6,283,5,20.3,92.5,4.7,13,11,0,18,16,11,3.9,1606,6.4
Nick Starkel,40326,QB,S JOSE ST,7,63.1,233,249,9.5,2.38,4,15,5.7,51.4,128,0,78,12.9,261,19,73,285,50.6,64.7,63.6,65.4,1,7,277,2,14.1,72.9,4.2,11,0,0,11,9,11,4.0,1650,6.6
Austin Kendall,40056,QB,LA TECH,7,69.1,233,247,8.7,2.73,2,11,4.2,60.3,149,0,99,7.5,290,12,93,208,69.9,70.2,69.9,59.7,2,9,307,2,17.2,86.4,5.9,17,26,0,10,13,12,3.9,1880,7.6
Brady McBride,77641,QB,TEXAS ST,7,70.0,220,243,10.0,3.06,2,14,5.3,60.1,146,0,106,5.2,296,8,87,314,51.0,63.9,64.0,57.5,5,10,318,2,21.7,77.7,7.8,23,29,0,16,12,13,4.1,1530,6.3
Tanner Morgan,55239,QB,MINNESOTA,12,67.5,228,241,11.7,2.83,4,12,4.6,58.9,142,0,79,7.8,283,12,92,225,51.9,72.3,74.4,50.8,2,8,305,1,25.3,84.7,7.1,20,22,4,3,10,13,4.3,1938,8.0
Garrett Shrader,98212,QB,SYRACUSE,12,62.6,219,235,10.5,2.89,2,9,3.6,52.3,123,0,135,10.2,308,14,83,304,74.2,73.9,54.4,87.3,6,4,326,2,24.4,76.9,10.7,33,40,0,8,9,12,3.7,1439,6.1
Spencer Petras,82136,QB,IOWA,10,68.7,211,234,8.4,2.7,0,13,5.2,57.7,135,0,89,6.9,266,10,75,192,69.8,76.8,71.5,79.8,7,6,280,3,27.0,79.5,9.0,24,5,0,16,9,9,3.2,1526,6.5
Steven Krajewski,77650,QB,UCONN,9,65.2,201,229,8.3,2.41,5,10,4.1,52.0,119,0,89,9.2,260,12,53,146,62.6,55.0,48.6,71.3,11,10,279,1,18.0,59.6,6.2,16,10,0,12,7,12,4.3,1220,5.3
Max Duggan,99470,QB,TCU,10,71.8,216,228,11.9,3.18,3,16,6.8,63.6,145,0,93,6.5,282,10,100,305,50.3,76.4,74.2,66.9,2,6,293,2,21.5,104.8,7.1,20,34,0,7,16,14,4.8,2040,8.9
Cameron Friel,146195,QB,UNLV,9,72.5,211,227,8.2,2.72,6,3,1.3,62.1,141,0,99,7.8,265,12,72,325,39.8,56.7,59.9,41.5,3,11,276,2,25.3,72.0,9.4,25,12,1,6,6,17,6.2,1608,7.1
Gunnar Watson,83570,QB,TROY,8,76.2,206,227,6.2,2.57,2,11,4.7,61.7,140,0,77,10.8,247,17,68,318,36.2,74.8,73.1,63.5,10,4,256,1,23.4,87.5,7.3,18,1,0,9,8,7,2.7,1611,7.1
Ken Seals,124359,QB,VANDERBILT,8,67.0,206,225,7.7,2.42,1,6,2.6,56.9,128,0,78,7.2,243,10,62,333,59.0,55.0,50.6,71.6,3,8,253,2,17.9,64.1,5.8,14,4,0,15,5,11,4.3,1187,5.3
Hayden Wolff,98362,QB,DOMINION,9,73.3,217,224,9.8,2.35,4,18,7.7,62.5,140,0,50,11.9,237,19,73,263,76.3,77.1,75.8,56.1,1,6,247,0,24.0,90.5,5.1,12,1,0,2,10,9,3.6,1752,7.8
Brady Olson,147415,QB,UMASS,8,55.9,195,216,9.2,2.36,5,4,1.8,47.7,103,0,67,5.5,236,6,58,216,31.7,36.8,34.5,56.7,2,7,249,2,11.9,62.8,3.4,8,10,0,14,8,17,6.8,1146,5.3
Dequan Finn,97804,QB,TOLEDO,12,69.7,201,214,10.9,2.93,2,12,5.1,59.3,127,0,100,9.3,258,13,77,316,64.4,78.0,69.1,79.0,3,1,280,1,25.0,110.9,9.7,25,18,1,7,16,8,2.9,1869,8.7
Grayson McCall,98002,QB,COAST CAR,10,79.7,207,212,10.7,2.61,1,17,7.7,72.6,154,0,62,6.7,257,11,119,141,27.5,91.2,93.0,55.1,2,3,265,2,27.4,143.0,6.6,17,25,1,1,23,8,3.0,2552,12.0
Dylan Hopkins,83571,QB,UAB,12,73.0,200,212,10.3,2.81,2,14,6.2,63.7,135,1,93,7.5,266,11,80,321,62.7,71.3,70.3,63.9,3,6,279,2,30.1,107.4,10.5,28,26,1,6,15,13,4.7,2061,9.7
Darren Grainger,78496,QB,GA STATE,11,66.5,197,210,12.2,2.5,5,17,7.6,57.6,121,0,87,7.6,252,10,80,175,61.2,76.0,73.4,67.0,6,4,266,1,19.5,97.6,6.7,17,24,0,2,16,7,2.6,1515,7.2
