player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Blake Decker,16932,QB,UNLV,9,65.3,202,210,11.2,2.48,4,21,9.3,57.6,121,0,88,8.3,231,11,80,325,54.2,71.5,73.0,55.9,0,8,249,1,11.4,87.4,4.3,10,11,0,4,12,15,6.1,1722,8.2
Maxwell Smith,18474,QB,S DIEGO ST,12,64.1,192,202,10.7,2.79,2,14,6.8,54.5,110,0,87,10.6,231,13,78,284,49.4,74.5,72.8,57.9,3,2,236,1,21.8,96.3,8.2,19,10,1,4,13,7,3.0,1529,7.6
Brooks Haack,46462,QB,LA LAFAYET,10,68.8,189,202,10.3,2.69,2,13,6.0,61.4,124,0,75,4.6,228,6,67,207,68.8,71.2,72.9,56.2,1,7,241,0,18.7,75.8,6.1,14,12,0,10,5,10,4.1,1396,6.9
Seth Russell,46467,QB,BAYLOR,7,70.8,192,200,14.4,2.21,6,18,8.4,59.5,119,0,39,12.5,212,17,89,118,60.6,90.0,82.8,82.6,1,6,226,1,7.7,122.6,1.4,3,9,0,1,29,12,5.3,2106,10.5
Joel Lanning,46597,QB,IOWA STATE,10,68.7,182,199,8.5,2.89,6,11,5.5,54.3,108,0,79,13.6,240,17,67,193,28.4,74.3,71.6,65.3,3,4,242,0,30.4,81.7,10.0,24,17,3,5,10,7,2.9,1243,6.2
Hayden Moore,46410,QB,CINCINNATI,8,64.4,191,195,12.2,2.71,1,19,9.4,58.5,114,0,59,7.3,224,9,83,138,26.8,68.3,73.6,47.3,0,8,235,2,25.4,84.9,6.7,15,14,0,3,9,14,6.0,1675,8.6
Treon Harris,27651,QB,FLORIDA,8,67.9,159,193,10.0,3.31,8,7,3.5,52.8,102,0,124,5.6,246,6,70,163,41.1,55.8,56.6,53.5,2,4,253,2,17.7,80.8,8.9,22,31,1,23,8,11,4.3,1366,7.1
Mack Leftwich,24189,QB,UTEP,7,73.3,172,191,7.5,2.45,8,10,5.1,55.0,105,0,66,16.7,205,21,57,330,64.1,57.1,57.5,52.8,2,3,213,1,6.1,83.9,2.0,4,10,0,9,9,11,5.2,1230,6.4
Lee McNeill,25838,QB,CHARLOTTE,9,65.7,169,190,6.4,2.42,6,3,1.5,53.2,101,0,70,9.0,216,10,41,136,50.1,41.5,43.8,37.1,3,10,221,0,28.6,45.6,9.3,20,6,0,12,1,11,5.0,885,4.7
Kendall Hinton,34045,QB,WAKE,8,60.8,166,181,10.2,2.99,4,10,5.2,51.4,93,0,77,7.9,221,8,55,339,54.6,63.0,56.3,70.5,3,5,234,1,22.1,62.2,7.7,17,23,1,7,4,13,5.6,930,5.1
Justin Thomas,12344,QB,GA TECH,11,51.6,157,180,14.9,3.24,2,12,6.5,41.7,75,0,97,7.4,202,6,62,176,29.3,59.2,55.6,61.4,1,8,209,2,14.4,71.5,6.9,14,8,0,20,12,17,8.1,1337,7.4
Michael Brewer,19619,QB,VA TECH,7,67.7,161,180,11.7,2.79,4,10,5.2,56.7,102,0,67,6.4,204,7,64,337,77.4,69.6,67.8,61.6,3,6,216,1,26.9,89.1,8.8,18,6,1,11,12,11,5.1,1361,7.6
Perry Hills,46491,QB,MARYLAND,8,63.0,165,180,9.8,2.91,4,4,2.2,50.0,90,1,95,13.5,221,14,53,215,48.4,51.5,46.6,64.1,2,13,229,5,16.8,51.6,7.2,16,25,0,9,8,18,7.9,999,5.6
Kent Myers,30603,QB,UTAH ST,8,66.3,175,178,10.1,2.49,0,9,4.8,60.1,107,0,55,7.8,208,9,67,329,55.3,60.7,62.7,54.4,1,3,218,0,20.0,105.9,5.3,11,19,0,2,14,9,4.1,1474,8.3
Colin Reardon,22806,QB,KENT STATE,9,58.4,161,177,10.1,2.46,5,5,2.7,45.8,81,0,51,13.8,185,13,42,201,46.6,43.4,45.1,47.0,1,4,191,0,5.9,65.3,1.6,3,5,0,10,7,10,5.2,906,5.1
Eric Dungey,46458,QB,SYRACUSE,8,69.6,168,177,9.3,2.71,2,11,5.8,59.9,106,0,80,9.4,219,11,63,304,36.1,63.5,61.2,62.5,3,5,233,1,16.3,91.5,5.9,13,29,0,4,11,16,6.9,1300,7.3
Cardale Jones,10773,QB,OHIO STATE,10,72.7,161,176,10.0,2.8,3,6,3.3,61.9,109,0,72,6.8,202,8,71,260,29.0,57.8,56.5,60.9,2,5,211,2,19.4,91.3,6.9,14,12,0,10,8,14,6.6,1449,8.2
Chuckie Keeton,19710,QB,UTAH ST,6,67.5,157,176,8.3,2.65,4,2,1.1,51.1,90,0,73,15.1,194,16,47,329,56.9,58.2,54.8,63.5,1,6,201,1,8.2,57.4,3.1,6,12,0,14,3,7,3.5,897,5.1
Andrew McNulty,39495,QB,N TEXAS,7,63.2,152,170,10.2,2.53,4,4,2.2,47.6,81,0,70,15.6,188,15,38,251,63.8,52.6,49.4,68.3,2,4,199,1,20.0,58.2,7.4,14,4,0,12,3,12,6.1,830,4.9
George Bollas,38869,QB,KENT STATE,9,66.9,154,167,7.5,3.02,1,0,0.0,56.3,94,0,70,8.7,206,9,45,201,45.1,48.3,46.6,55.2,2,6,216,0,12.9,57.0,4.4,9,30,0,10,2,10,4.6,761,4.6
Caleb Rowe,18200,QB,MARYLAND,9,54.2,153,165,11.5,2.5,4,7,4.0,46.1,76,0,45,8.4,172,7,50,215,26.1,43.3,40.0,65.4,1,15,181,1,4.4,37.3,1.2,2,5,1,6,6,18,9.9,893,5.4
Brenden Motley,44983,QB,VA TECH,8,66.7,150,164,10.4,2.96,3,8,4.5,56.1,92,0,78,8.0,198,8,58,337,34.0,59.6,51.8,67.6,2,7,212,0,25.6,82.8,10.1,20,14,0,9,11,15,7.1,1157,7.1
Seth Collins,47812,QB,OREGON ST,8,64.6,144,161,10.0,2.9,1,8,4.8,51.6,83,0,52,10.8,182,10,51,265,58.7,61.2,54.2,65.9,3,4,189,0,15.4,70.9,4.4,8,13,0,13,6,9,4.8,919,5.7
David Washington,23616,QB,DOMINION,5,70.7,140,161,10.2,2.89,2,6,3.6,58.4,94,0,74,5.1,186,5,66,263,44.8,73.1,74.8,70.4,4,3,194,0,13.5,89.5,5.4,10,15,0,15,8,7,3.6,1157,7.2
Will Grier,38265,QB,FLORIDA,6,73.1,156,160,7.6,2.58,0,9,5.4,66.3,106,0,64,7.0,194,8,70,163,29.3,67.3,62.7,73.5,0,3,202,1,23.4,101.7,7.7,15,19,0,4,10,10,5.0,1205,7.5
Jerrod Heard,47635,QB,TEXAS,12,74.0,146,159,9.5,3.2,3,12,7.3,57.9,92,0,84,14.8,227,16,62,311,52.5,73.6,66.9,71.8,2,5,235,2,34.5,79.8,12.8,29,39,0,8,5,10,4.3,1224,7.7
Kilton Anderson,27546,QB,FRESNO ST,7,61.4,140,158,7.8,2.36,4,5,3.0,50.0,79,0,47,8.1,174,7,42,169,68.5,47.5,44.1,61.6,2,5,180,2,25.5,56.6,6.9,12,4,1,11,2,11,6.1,826,5.2
Zack Greenlee,46587,QB,FRESNO ST,7,60.1,143,155,10.0,2.69,3,7,4.2,47.7,74,0,55,14.0,178,12,41,169,62.9,57.8,58.0,56.3,1,6,191,1,21.8,76.9,6.7,12,11,1,7,13,5,2.6,865,5.6
Jeremy Johnson,46386,QB,AUBURN,8,68.9,148,155,8.4,2.45,3,6,3.8,60.0,93,0,53,8.8,171,9,48,115,55.4,57.1,53.6,59.3,1,7,175,1,17.0,79.7,5.3,9,7,0,3,9,14,8.0,1007,6.5
Jason Driskel,46547,QB,FAU,10,60.1,138,152,9.9,2.45,4,3,1.9,50.7,77,0,47,7.2,167,6,45,165,40.0,56.1,54.6,59.6,1,4,175,0,21.3,66.4,6.0,10,5,0,9,3,5,2.9,967,6.4
Kurt Palandech,32214,QB,UNLV,10,64.5,141,151,8.9,2.86,3,6,3.7,49.7,75,0,73,17.6,192,16,51,325,48.6,64.2,54.2,75.6,2,5,204,1,32.9,71.6,12.5,24,17,1,4,9,9,4.4,799,5.3
Ikaika Woolsey,46495,QB,HAWAII,10,65.7,137,149,9.3,2.89,4,4,2.5,49.0,73,0,58,18.9,176,17,45,180,55.1,57.9,59.8,52.8,2,6,186,1,19.0,62.7,6.3,11,16,0,6,5,10,5.4,908,6.1
Sean Maguire,22742,QB,FLORIDA ST,7,76.5,132,147,8.7,2.55,3,5,3.2,61.2,90,0,49,10.9,151,11,48,167,59.7,60.6,61.7,48.5,6,2,158,4,6.1,99.8,2.0,3,1,0,6,9,8,5.1,1127,7.7
Ryan Metz,48058,QB,UTEP,8,68.9,135,144,8.7,2.42,2,7,4.7,56.9,82,0,30,11.8,159,11,46,330,64.7,52.0,54.5,49.7,2,7,165,1,10.0,69.2,1.9,3,12,2,3,6,12,7.3,900,6.3
Blake Bogenschutz,26913,QB,UTSA,5,66.7,135,139,8.6,2.24,1,2,1.4,58.3,81,0,36,10.0,155,9,45,331,27.8,38.0,42.1,41.0,0,4,167,1,27.8,72.9,6.5,10,6,0,3,3,11,6.6,902,6.5
Jalen Nixon,45916,QB,LA LAFAYET,8,61.4,132,139,8.4,2.32,1,3,2.1,52.5,73,0,42,9.9,147,8,35,207,63.3,52.2,49.8,58.7,1,5,153,1,7.1,72.0,2.0,3,5,0,5,7,8,5.3,811,5.8
Kyle Bolin,46414,QB,LOUISVILLE,7,70.5,122,138,11.6,2.67,7,9,6.2,56.5,78,0,85,9.3,152,8,44,210,47.8,66.5,67.1,52.8,2,6,160,1,14.1,83.0,7.9,12,2,1,6,7,7,4.4,1160,8.4
Tyler Rogers,46638,QB,NEW MEX ST,4,63.2,133,136,11.5,2.7,0,7,4.9,52.9,72,0,40,14.3,154,12,32,242,75.3,66.3,69.0,53.3,0,3,161,1,25.0,83.9,6.5,10,8,0,3,7,6,3.7,972,7.1
Sean White,46598,QB,AUBURN,6,72.7,121,133,10.3,2.68,4,7,5.1,56.4,75,0,47,14.8,146,13,46,115,28.3,79.9,79.5,61.3,3,2,151,0,21.3,78.6,6.8,10,3,3,2,1,5,3.3,1062,8.0
Kyler Murray,38334,QB,TEXAS A&M,7,65.3,118,122,10.1,2.99,0,3,2.4,59.0,72,0,35,6.5,142,5,49,312,41.9,65.8,56.2,74.4,0,7,147,0,22.9,64.7,5.6,8,12,0,4,5,8,5.4,694,5.7
Karson Roberts,17721,QB,AIR FORCE,10,58.7,121,122,13.7,2.34,0,6,4.7,53.3,65,0,19,8.5,128,6,50,101,33.0,59.3,70.5,47.5,0,10,135,2,10.5,85.5,1.6,2,3,0,1,9,10,7.5,1421,11.6
Drew Kummer,18541,QB,MIAMI OH,6,57.7,111,121,12.3,2.73,4,4,3.1,46.3,56,0,42,12.5,134,8,39,221,48.6,52.3,57.2,41.9,1,6,144,0,14.3,69.3,4.5,6,7,0,5,7,9,6.3,872,7.2
Earnest Carrington,16568,QB,LA MONROE,8,63.0,108,120,8.8,2.64,3,5,4.1,46.7,56,0,64,17.6,136,12,29,209,35.1,52.5,52.6,56.2,3,6,139,1,12.5,52.8,5.9,8,8,0,6,5,9,6.5,540,4.5
Zack Mahoney,46457,QB,SYRACUSE,8,57.9,114,118,10.1,2.71,3,6,4.5,45.8,54,0,44,18.2,138,12,34,304,39.0,43.0,46.4,46.1,1,2,155,1,15.9,71.8,5.1,7,13,0,0,7,9,5.8,535,4.5
J.T. Barrett IV,46387,QB,OHIO STATE,10,74.1,108,116,9.3,2.72,1,6,5.0,63.8,74,0,45,7.5,131,6,43,260,54.1,66.8,59.5,68.3,3,3,136,1,8.9,101.2,3.1,4,11,0,4,10,7,5.1,779,6.7
Nick Mitchell,29696,QB,OREGON ST,5,59.8,107,115,10.0,2.53,1,4,3.2,44.3,51,0,38,20.3,132,13,29,265,35.1,52.1,51.8,54.3,2,4,143,1,18.4,53.9,5.3,7,10,1,4,3,12,8.5,571,5.0
Lamar Jordan,29577,QB,NEW MEXICO,11,61.3,106,111,11.1,2.56,2,4,3.4,53.2,59,0,30,9.2,127,6,36,241,34.1,53.0,47.3,57.6,0,6,135,1,20.0,71.1,4.7,6,10,0,3,4,11,8.1,938,8.5
Maty Mauk,46507,QB,MISSOURI,4,65.7,102,111,11.3,3.27,3,6,5.0,51.4,57,0,46,14.9,126,10,36,229,50.2,56.7,52.3,66.3,0,4,137,2,13.0,72.2,4.8,6,9,0,6,6,13,9.5,647,5.8
Jarrett Stidham,13725,QB,BAYLOR,10,81.0,100,109,11.9,2.57,4,14,12.3,68.8,75,0,32,7.4,133,6,52,118,52.6,89.3,91.5,56.5,2,2,139,1,28.1,136.9,6.8,9,15,0,3,12,2,1.4,1266,11.6
Joe Gray,16729,QB,S JOSE ST,6,79.4,97,106,5.9,2.7,2,2,1.8,69.8,74,0,36,3.9,117,3,44,285,74.0,67.9,67.8,57.2,1,4,120,1,22.2,96.5,6.8,8,3,0,6,6,4,3.3,841,7.9
Montell Cozart,46563,QB,KANSAS,4,73.2,97,106,9.0,2.85,2,2,1.9,63.2,67,0,42,5.6,132,4,43,198,47.6,48.5,55.8,42.8,0,1,134,0,16.7,86.4,5.3,7,19,0,7,2,3,2.2,746,7.0
James Tabary,38262,QB,ARK STATE,8,68.0,100,106,7.9,2.37,3,4,3.6,61.3,65,0,31,4.4,118,3,39,113,29.4,54.9,59.3,35.0,0,6,122,1,32.3,73.2,8.5,10,2,0,3,4,7,5.7,788,7.4
Bo Schneider,39713,QB,UCF,6,62.2,98,105,9.5,2.57,1,2,1.8,51.4,54,0,47,11.5,117,7,31,323,56.8,47.9,47.5,53.8,2,7,121,0,23.4,44.7,9.4,11,1,0,4,2,9,7.4,535,5.1
Nick Jeanty,26496,QB,NEW MEX ST,6,64.8,91,103,7.7,2.5,2,6,5.4,52.4,54,0,41,8.5,119,5,27,242,74.5,52.9,53.9,54.6,1,2,127,1,17.1,69.2,5.9,7,9,0,9,3,8,6.3,540,5.2
Kyle Shurmur,29110,QB,VANDERBILT,5,55.8,95,103,9.8,2.61,3,5,4.8,42.7,44,0,40,17.0,115,9,27,333,55.3,57.0,55.3,59.2,1,3,118,0,22.5,62.1,7.8,9,3,0,4,5,6,5.1,503,4.9
Keenan Reynolds,10816,QB,NAVY,12,63.7,91,102,14.9,2.68,3,10,9.3,51.0,52,1,44,10.3,119,6,34,237,73.9,76.1,72.6,69.5,0,1,124,5,29.5,107.4,10.9,13,4,3,5,7,4,3.2,1077,10.6
Brooks Barden,37238,QB,CHARLOTTE,7,61.6,86,101,7.3,2.62,3,2,1.9,48.5,49,0,64,7.5,127,4,27,136,59.9,41.9,36.6,62.8,3,5,129,1,29.7,53.2,15.0,19,7,0,9,4,6,4.7,439,4.3
Austin Apodaca,46439,QB,NEW MEXICO,9,64.5,93,97,8.9,2.24,1,5,4.9,51.5,50,0,23,16.7,103,10,24,241,47.1,40.3,43.7,47.6,0,5,109,3,21.7,54.6,4.9,5,1,0,3,1,11,10.1,642,6.6
James Summers,12022,QB,E CAROLINA,10,72.2,90,97,8.3,2.9,0,2,2.0,60.8,59,0,51,9.2,131,6,34,156,60.0,77.2,69.8,73.3,1,2,136,2,27.5,90.7,10.7,14,20,2,4,5,5,3.7,684,7.1
Jerrard Randall,17137,QB,ARIZONA,9,58.7,92,95,9.9,2.42,0,4,4.1,49.5,47,0,34,13.0,101,7,23,109,60.4,76.2,57.3,82.9,1,3,103,0,2.9,70.4,1.0,1,5,0,2,5,7,6.8,518,5.5
Tyrone Swoopes,12267,QB,TEXAS,10,61.6,86,93,13.0,3.19,0,3,3.0,50.5,47,0,42,11.3,120,6,27,311,68.2,57.4,39.8,73.0,1,1,126,0,9.5,78.2,3.3,4,23,0,6,4,5,4.0,538,5.8
Cade Apsay,27137,QB,COLORADO,5,71.1,90,92,7.8,2.67,0,2,2.1,64.1,59,0,41,7.8,112,5,34,143,28.8,59.7,65.4,42.3,1,5,118,1,34.1,70.1,12.5,14,6,0,1,3,3,2.6,582,6.3
Jordy Joseph,16946,QB,TULANE,6,67.9,84,92,7.6,2.72,2,4,4.2,50.0,46,0,30,19.3,103,11,35,319,74.1,61.7,56.1,75.6,0,3,108,2,13.3,79.9,3.9,4,7,0,6,6,5,4.6,619,6.7
Peyton Bender,26736,QB,WASH STATE,5,65.9,88,91,7.6,2.44,1,4,4.3,58.2,53,0,17,8.6,94,5,28,341,51.5,50.1,49.7,,2,4,96,0,17.6,67.1,3.2,3,0,0,0,3,9,9.4,520,5.7
JD Sprague,39102,QB,OHIO,6,69.0,84,88,10.7,2.67,3,6,6.4,56.8,50,0,26,13.8,105,8,40,259,48.0,78.2,79.1,64.1,0,1,112,0,19.2,109.0,4.8,5,12,1,0,7,3,2.7,798,9.1
Matt Johnson,46383,QB,CHARLOTTE,11,60.0,85,86,11.5,2.47,0,8,8.9,54.7,47,0,33,7.8,101,4,34,136,26.0,54.0,53.9,56.1,1,8,105,0,18.2,73.3,5.9,6,9,0,0,7,7,6.7,769,8.9
Jeff Lockie,23581,QB,OREGON,4,76.0,75,85,6.9,3.06,1,0,0.0,63.5,54,0,41,5.3,107,3,30,264,57.0,47.6,42.3,61.0,1,4,107,1,19.5,81.3,7.5,8,14,0,8,5,5,4.7,536,6.3
Kevin Ellison,46555,QB,GA SOUTHRN,10,55.3,76,84,14.6,2.77,1,9,9.9,44.0,37,0,38,11.9,93,5,24,174,33.9,67.9,59.2,66.4,5,5,103,0,13.2,52.1,5.4,5,4,0,2,3,7,6.8,529,6.3
Jeff Smith,48055,QB,BOSTON COL,9,52.8,72,83,10.3,2.77,1,1,1.1,32.5,27,0,43,28.9,101,11,18,121,24.4,50.9,42.1,61.9,2,3,107,1,18.6,35.0,7.9,8,10,1,7,2,6,5.6,255,3.1
Ryan Graham,26338,QB,N ILLINOIS,6,68.4,76,81,10.2,2.5,1,3,3.6,59.3,48,0,20,7.7,99,4,28,254,25.8,49.2,44.8,57.5,0,3,103,0,45.0,94.3,9.1,9,9,0,4,6,7,6.8,653,8.1
Michael Birdsong,25709,QB,MARSHALL,5,68.4,76,79,8.9,2.4,1,2,2.3,54.4,43,0,23,17.3,87,9,18,214,38.5,38.8,39.8,49.4,1,4,97,0,21.7,54.2,5.7,5,3,0,1,2,9,9.3,369,4.7
Jake Luton,17287,QB,IDAHO,5,67.5,77,79,8.3,2.5,0,1,1.2,62.0,49,0,26,5.8,89,3,18,185,75.4,53.3,48.7,64.0,0,4,94,0,19.2,57.3,5.6,5,5,0,2,1,4,4.3,387,4.9
Parker Boehme,39372,QB,DUKE,8,64.0,75,77,9.8,2.28,1,5,6.1,55.8,43,0,19,10.4,84,5,24,154,48.7,70.2,69.9,62.6,0,1,89,0,31.6,83.3,7.1,6,1,1,0,2,3,3.4,580,7.5
John Fadule,35420,QB,BOSTON COL,3,67.2,64,74,10.6,2.96,0,6,7.3,52.7,39,0,50,9.3,92,4,24,121,44.1,59.0,56.0,62.6,1,4,100,0,24.0,54.6,13.0,12,6,0,9,1,8,8.0,472,6.4
J.W. Walsh,19040,QB,OKLA STATE,11,81.5,65,72,10.2,2.4,2,2,2.7,66.7,48,0,19,9.4,76,5,29,262,43.7,73.5,85.1,55.9,0,1,78,0,0.0,129.8,0.0,0,4,1,4,13,3,3.8,663,9.2
Ryan Finley,46426,QB,BOISE ST,3,74.6,67,71,8.6,2.8,1,3,4.2,64.8,46,0,30,8.0,87,4,26,120,73.4,64.7,64.5,59.3,0,4,89,0,20.0,65.8,6.9,6,10,0,3,1,5,5.7,485,6.8
Drew Barker,26947,QB,KENTUCKY,5,62.3,61,69,7.8,3.07,1,2,2.8,49.3,34,0,36,10.5,87,4,18,202,73.7,37.0,36.2,50.6,4,2,91,0,13.9,57.5,5.7,5,13,0,3,1,8,8.8,358,5.2
Marcus McMaryion,29810,QB,OREGON ST,7,52.5,59,67,11.6,2.78,2,6,8.3,40.3,27,0,24,12.9,80,4,17,265,72.4,62.2,62.8,53.0,1,3,85,0,16.7,47.0,5.0,4,9,0,5,1,3,3.5,403,6.0
Jack Milas,22500,QB,BALL ST,4,67.2,64,67,8.7,2.16,2,2,2.8,50.7,34,0,10,20.9,68,9,21,117,72.6,40.7,38.0,61.7,0,3,74,0,10.0,51.8,1.5,1,0,1,0,1,6,8.1,339,5.1
Kyle Postma,32269,QB,HOUSTON,5,71.9,64,66,10.5,2.98,0,10,14.1,62.1,41,0,31,10.9,77,5,27,182,57.5,92.7,92.2,69.3,1,1,82,0,9.7,91.0,3.9,3,8,0,1,3,1,1.2,449,6.8
Nick Smith,30748,QB,WYOMING,4,49.2,59,64,10.3,2.92,0,1,1.5,42.2,27,0,32,6.9,80,2,20,351,32.4,46.9,51.0,48.0,2,1,82,0,18.8,63.1,7.5,6,10,0,3,3,2,2.4,257,4.0
Reginald Bell,28286,QB,E MICHIGAN,4,72.7,55,62,6.8,2.6,2,1,1.6,59.7,37,0,36,7.5,84,3,28,160,26.9,59.4,50.8,70.0,1,3,86,1,33.3,64.0,14.3,12,10,0,4,2,6,7.0,321,5.2
Tyler Harris,27477,QB,UCF,5,52.6,57,61,11.3,2.59,0,2,3.1,42.6,26,0,23,13.3,65,4,14,323,45.0,48.6,46.8,65.6,2,2,68,0,13.0,66.8,4.6,3,1,0,2,4,3,4.4,308,5.0
Tim Boyle,21956,QB,UCONN,5,68.5,54,59,6.3,2.55,0,1,1.7,52.5,31,0,20,16.2,65,6,15,146,71.2,56.3,57.4,55.8,0,1,66,1,10.0,58.7,3.1,2,4,0,5,0,3,4.5,281,4.8
Malik Rosier,46550,QB,MIAMI FL,4,67.3,55,58,9.3,2.35,2,7,11.7,50.0,29,0,20,21.6,64,8,15,220,73.9,71.0,76.1,56.3,0,3,66,2,10.0,58.2,3.1,2,4,0,1,2,5,7.6,341,5.9
Chason Virgil,39592,QB,FRESNO ST,3,67.3,49,56,6.4,2.32,1,1,1.7,55.4,31,0,15,6.1,59,2,18,169,46.8,49.6,50.2,52.3,0,3,61,1,6.7,65.9,1.7,1,2,0,6,3,4,6.6,298,5.3
Kavika Johnson,46384,QB,UTEP,8,62.0,50,55,4.7,2.34,2,2,3.6,50.9,28,1,19,9.7,64,3,13,330,29.8,38.3,34.9,51.3,0,0,64,2,21.1,80.4,6.3,4,5,0,3,3,5,7.8,234,4.3
Ryker Fyfe,46588,QB,NEBRASKA,2,69.1,55,55,8.9,2.77,0,1,1.7,61.8,34,0,22,10.5,60,4,26,238,71.0,65.4,64.8,59.9,0,5,63,0,9.1,79.4,3.3,2,3,0,0,5,3,4.8,440,8.0
Dallas Tidwell,17532,QB,TROY,7,51.0,51,53,9.2,1.99,1,1,1.9,43.4,23,0,13,11.5,56,3,16,318,71.4,50.9,49.5,61.0,1,3,57,0,15.4,42.4,3.6,2,1,0,0,1,4,7.0,273,5.2
Cooper Bateman,46596,QB,ALABAMA,5,76.9,52,52,4.5,2.41,0,1,1.9,71.2,37,0,10,7.5,56,3,17,103,70.4,65.0,65.3,54.2,0,2,56,0,20.0,75.2,3.6,2,2,0,0,1,2,3.6,292,5.6
Lorenzo Nunez,39564,QB,S CAROLINA,5,75.0,48,51,10.8,3.2,1,1,1.9,62.7,32,1,21,11.1,63,4,24,289,65.1,60.6,53.7,63.3,0,3,66,1,28.6,80.2,9.5,6,6,0,2,3,7,10.6,376,7.4
Troy Flutie,27900,QB,BOSTON COL,7,56.8,44,50,13.6,2.99,0,4,7.7,48.0,24,0,29,4.0,63,1,14,121,31.8,46.7,48.7,51.6,2,1,66,1,24.1,86.1,11.1,7,6,1,3,3,5,7.6,388,7.8
Ahmad Bradshaw,46451,QB,ARMY,8,57.8,45,48,17.1,2.78,1,3,5.9,47.9,23,0,28,11.5,59,3,20,114,16.4,61.3,70.7,53.0,2,2,62,1,25.0,96.6,11.9,7,4,0,0,5,3,4.8,429,8.9
Tyler Stehling,46429,QB,RICE,5,61.9,42,48,11.6,2.66,2,5,10.4,50.0,24,0,22,7.7,56,2,13,275,27.7,55.8,58.7,49.3,2,2,57,0,27.3,61.4,10.7,6,2,0,2,1,4,7.0,323,6.7
Connor White,30266,QB,TEXAS ST,5,65.1,43,47,8.7,2.66,1,1,2.0,55.3,26,0,6,7.1,54,2,14,314,47.8,62.3,56.0,68.7,0,2,56,0,50.0,58.4,5.6,3,4,0,3,1,4,7.1,235,5.0
Mitch Trubisky,11757,QB,N CAROLINA,7,84.8,46,46,7.8,2.41,0,3,6.4,84.8,39,0,6,0.0,50,0,28,245,27.9,90.9,92.3,58.9,0,0,51,0,16.7,155.1,2.0,1,3,0,0,6,0,0.0,539,11.7
Bart Houston,12349,QB,WISCONSIN,6,69.8,43,45,9.3,2.48,0,1,2.2,60.0,27,1,18,10.0,49,3,18,349,70.1,69.1,70.4,56.9,1,2,50,1,16.7,81.7,6.1,3,1,0,1,3,3,6.0,280,6.2
Favian Upshaw,46554,QB,GA SOUTHRN,12,61.5,39,45,13.9,3.06,1,3,5.9,40.0,18,1,19,25.0,54,6,13,174,53.8,59.3,39.1,69.5,0,5,61,1,15.8,15.3,5.6,3,6,0,5,0,7,11.5,210,4.7
Coleman Key,27027,QB,COLO STATE,6,52.5,40,44,13.5,2.72,1,0,0.0,47.7,21,0,15,0.0,51,0,16,144,20.6,42.6,50.0,37.9,1,3,54,1,13.3,59.9,3.9,2,5,0,2,3,4,7.5,251,5.7
Bram Kohlhausen,39176,QB,TCU,5,71.4,42,43,8.3,2.9,0,1,2.3,62.8,27,0,9,10.0,48,3,16,305,70.4,55.7,52.1,62.9,0,1,49,0,11.1,103.7,2.1,1,4,0,1,3,3,6.1,369,8.6
Darius Wade,28055,QB,BOSTON COL,3,65.8,38,42,10.5,2.64,1,1,2.2,50.0,21,0,22,16.0,49,4,17,121,74.4,65.0,59.1,68.4,0,1,52,0,22.7,72.3,10.2,5,2,0,3,2,1,1.9,228,5.4
Trevor Knight,12009,QB,OKLAHOMA,5,64.1,39,41,7.0,2.34,0,0,0.0,56.1,23,0,9,8.0,47,2,18,261,56.5,50.6,52.3,51.9,0,2,49,0,22.2,75.9,4.3,2,4,0,2,2,2,4.1,306,7.5
Zack Oliver,18691,QB,NWESTERN,4,48.7,39,41,9.4,2.7,0,1,2.2,41.5,17,0,26,10.5,48,2,14,256,42.2,36.6,35.1,53.7,1,2,53,0,23.1,44.3,12.5,6,1,0,1,1,4,7.5,195,4.8
Jordan Davis,30148,QB,LA LAFAYET,3,80.6,36,41,7.0,2.91,3,3,6.7,63.4,26,0,17,10.3,48,3,14,207,28.7,77.8,84.3,57.1,1,0,53,0,23.5,88.8,8.3,4,3,0,1,1,1,1.9,253,6.2
Davis Webb,11842,QB,TEXAS TECH,5,62.5,40,41,8.9,2.19,0,1,2.3,53.7,22,0,7,12.0,41,3,14,315,70.1,63.7,62.4,62.2,0,0,43,0,0.0,93.5,0.0,0,0,0,1,2,0,0.0,300,7.3
Kody Cook,18371,WR,KANSAS ST,6,48.6,35,41,15.3,3.41,0,3,6.8,41.5,17,0,29,0.0,54,0,13,199,80.3,66.2,38.8,68.1,0,3,57,2,37.9,56.0,20.4,11,2,0,6,3,5,8.8,251,6.1
Malik Zaire,46634,QB,NOTRE DAME,2,74.4,39,40,11.7,2.65,0,2,5.0,65.0,26,0,15,10.3,44,3,21,258,74.3,87.2,88.2,68.5,0,0,44,1,13.3,134.2,4.5,2,2,0,1,4,1,2.3,428,10.7
