player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Ryan Willis,60594,QB,KANSAS,10,67.1,280,316,9.6,2.42,12,12,3.7,51.3,162,0,131,13.8,367,26,82,198,31.3,51.4,50.8,54.4,6,10,380,2,23.7,63.5,8.4,31,20,2,16,9,24,6.3,1699,5.4
Anu Solomon,46599,QB,ARIZONA,10,72.8,290,313,10.1,2.62,2,18,5.5,61.3,192,0,102,9.0,347,19,117,109,26.3,83.3,84.1,56.9,2,4,364,0,18.6,98.3,5.5,19,15,2,17,18,8,2.2,2350,7.5
Chris Laviano,46398,QB,RUTGERS,12,70.8,284,313,8.1,2.74,1,9,2.8,59.7,187,0,149,7.0,366,14,120,278,56.4,59.5,62.1,42.4,2,12,381,2,15.4,82.7,6.3,23,30,3,23,16,17,4.5,2236,7.1
Jake Coker,10951,QB,ALABAMA,12,75.7,292,312,7.9,2.72,4,12,3.6,65.4,204,0,114,7.7,353,17,112,103,64.8,74.4,72.2,66.1,3,8,372,2,14.0,92.5,4.5,16,25,0,13,15,13,3.5,2287,7.3
Nick Stevens,46468,QB,COLO STATE,12,68.7,294,307,10.1,2.4,3,19,5.9,61.9,190,0,77,5.9,328,12,123,144,59.4,73.2,72.3,57.7,4,12,348,0,15.6,92.4,3.7,12,9,0,6,21,22,6.3,2376,7.7
C.J. Beathard,11859,QB,IOWA,12,69.7,277,305,9.0,2.79,8,12,3.7,60.3,184,0,143,4.7,359,9,125,192,54.4,80.2,75.8,72.7,8,3,384,4,13.3,95.8,5.3,19,35,1,11,14,9,2.3,2358,7.7
Travis Wilson,12079,QB,UTAH,11,72.7,282,301,7.5,2.68,6,12,3.8,61.8,186,0,106,9.3,351,19,101,328,47.7,65.5,62.9,63.5,2,10,373,1,19.8,82.2,6.0,21,29,0,11,13,11,3.0,2030,6.7
DeShone Kizer,11807,QB,NOTRE DAME,12,72.3,285,299,9.7,2.64,3,17,5.3,62.5,187,0,86,9.2,347,19,127,258,58.6,80.1,79.9,65.9,0,9,371,4,25.6,97.8,6.3,22,26,2,9,18,17,4.6,2588,8.7
Nathan Peterman,11926,QB,PITTSBURGH,12,73.2,272,297,9.5,2.86,2,24,7.8,61.6,183,0,124,8.0,350,16,128,268,49.8,76.7,75.7,65.4,8,5,361,3,18.5,98.1,6.6,23,30,1,14,19,22,6.1,2163,7.3
David Blough,46508,QB,PURDUE,10,66.4,277,293,9.0,2.62,5,11,3.6,57.7,169,0,122,8.2,326,15,79,273,50.2,53.2,54.2,50.5,1,8,341,0,15.6,72.5,5.8,19,14,0,10,10,20,5.9,1575,5.4
Marquise Williams,11419,QB,N CAROLINA,12,73.4,274,288,9.5,2.64,3,13,4.3,64.6,186,0,101,7.5,321,15,123,245,27.3,82.2,75.3,77.5,6,7,336,0,12.9,104.3,4.0,13,20,0,5,18,12,3.6,2606,9.0
Kyle Allen,26152,QB,TEXAS A&M,10,66.2,269,285,10.2,2.77,4,17,5.8,56.1,160,0,107,10.1,319,18,97,312,27.2,66.5,66.3,59.1,0,7,330,4,20.6,90.9,6.9,22,12,0,12,17,16,4.9,2212,7.8
Greg Ward,12258,QB,HOUSTON,12,77.9,271,284,8.5,2.87,5,13,4.5,69.0,196,0,95,7.1,353,15,133,182,56.6,86.6,78.2,78.8,1,5,363,1,24.2,107.9,6.5,23,46,0,7,16,14,3.9,2512,8.8
Thomas Woodson,26372,QB,AKRON,11,63.5,252,278,12.2,2.6,6,22,7.4,52.9,147,0,108,8.1,298,13,98,102,58.9,76.1,69.1,75.4,3,10,317,3,8.3,80.6,3.0,9,11,0,17,16,15,4.7,2017,7.3
Joe Hubener,46389,QB,KANSAS ST,12,57.3,262,276,13.8,3.05,3,18,6.1,47.8,132,0,77,12.0,316,18,87,199,57.3,58.2,57.6,58.8,2,9,340,2,26.0,67.1,6.3,20,20,1,8,9,21,6.2,1847,6.7
Tanner Lee,38321,QB,TULANE,9,64.5,256,276,10.2,2.53,4,9,3.2,51.8,143,0,103,13.3,296,22,82,319,25.5,56.8,58.5,26.4,5,7,304,1,19.4,72.4,6.8,20,0,0,11,11,21,6.9,1621,5.9
Clayton Thorson,46501,QB,NWESTERN,12,66.3,246,275,8.3,2.83,7,9,3.2,51.6,142,0,94,12.9,311,21,92,256,32.5,56.4,53.4,61.8,4,7,318,1,18.1,65.2,5.5,17,19,0,18,7,22,6.9,1466,5.3
Kevin Hogan,10796,QB,STANFORD,12,76.9,264,273,9.8,2.83,1,17,5.9,67.8,185,0,103,8.9,310,18,126,300,43.3,80.2,79.8,64.9,3,7,330,2,16.5,112.3,5.5,17,20,2,3,22,14,4.3,2462,9.0
Max Wittek,11401,QB,HAWAII,9,55.0,260,272,11.0,2.31,5,13,4.6,47.1,128,1,82,10.5,304,15,77,180,37.0,37.5,38.4,50.3,5,15,315,2,28.0,50.6,7.6,23,9,0,2,7,27,8.6,1544,5.7
Shuler Bentley,46479,QB,DOMINION,10,64.8,247,271,7.9,2.28,11,10,3.6,51.7,140,0,72,12.5,304,20,68,263,52.2,53.4,53.8,50.3,3,6,313,0,27.8,72.7,6.6,20,13,2,8,12,15,4.8,1432,5.3
Johnny McCrary,26439,QB,VANDERBILT,10,68.1,248,267,8.1,2.7,6,11,4.0,54.7,146,0,115,13.6,305,23,80,333,56.3,44.1,41.6,61.4,5,12,316,5,16.5,60.3,6.2,19,19,0,8,6,24,7.6,1530,5.7
Bryant Shirreffs,46413,QB,UCONN,11,73.7,251,265,7.6,2.87,4,10,3.6,60.4,160,0,130,13.5,367,25,108,146,28.6,59.7,61.3,57.4,3,7,382,4,25.4,84.2,9.0,33,69,1,6,9,22,5.8,2003,7.6
Drew Lock,39517,QB,MISSOURI,12,56.9,253,265,10.2,2.76,2,12,4.3,48.7,129,0,117,10.4,306,15,63,229,45.0,43.7,41.7,56.0,1,8,318,2,19.7,56.0,7.5,23,18,0,9,4,19,6.0,1331,5.0
Perry Orth,46435,QB,S CAROLINA,12,65.0,246,262,8.7,2.46,2,13,4.8,54.6,143,0,78,10.6,291,17,85,289,54.4,63.6,63.8,54.4,1,9,301,2,21.8,79.2,5.8,17,12,1,12,12,17,5.7,1931,7.4
Drew Hare,46600,QB,N ILLINOIS,9,71.8,245,256,9.2,2.37,3,19,7.2,63.7,163,0,73,7.4,298,13,98,254,40.7,78.8,81.1,60.3,1,4,307,0,27.4,98.7,6.7,20,22,0,7,14,12,3.9,1954,7.6
Brandon Harris,46538,QB,LSU,11,66.2,237,256,10.6,2.81,5,20,7.4,52.7,135,0,99,14.0,286,22,87,211,40.1,70.5,67.7,66.5,7,6,301,4,16.2,82.9,5.6,16,14,1,6,12,13,4.3,1907,7.4
Taylor Lamb,46422,QB,APP STATE,12,70.5,237,255,11.2,2.74,1,21,7.7,61.6,157,0,66,6.0,282,10,108,108,58.3,76.0,76.1,62.1,0,8,302,2,13.6,115.1,3.2,9,18,0,17,29,14,4.6,2259,8.9
Derrius Vick,18747,QB,OHIO,10,71.8,238,253,8.8,2.64,3,10,3.7,63.2,160,0,94,6.4,292,11,86,259,51.8,62.2,64.8,55.8,3,6,312,5,21.3,88.0,6.8,20,19,0,9,10,22,7.1,1816,7.2
Justin Holman,46581,QB,UCF,9,65.2,233,252,9.9,2.55,8,8,3.0,50.4,127,0,93,16.4,284,25,78,323,52.2,57.1,53.9,66.8,5,14,299,1,10.8,53.0,3.5,10,22,1,5,7,24,8.0,1380,5.5
Kenny Potter,46562,QB,S JOSE ST,10,76.3,240,251,6.8,2.9,2,12,4.6,68.5,172,0,111,6.0,313,11,107,285,73.2,88.8,82.3,78.9,0,6,326,1,26.1,99.4,9.3,29,33,0,9,14,7,2.2,1901,7.6
Quinton Flowers,46580,QB,USF,12,71.5,235,245,10.6,3.1,1,12,4.7,60.8,149,0,105,11.3,307,19,104,327,61.5,78.7,71.4,75.0,1,8,320,3,19.0,102.1,6.5,20,42,0,8,21,14,4.4,2022,8.3
Cameron Coffman,20018,QB,WYOMING,9,71.9,228,244,10.1,2.76,6,22,8.5,62.3,152,0,93,7.3,283,12,82,351,62.5,67.5,70.1,44.1,1,10,300,2,26.9,94.7,8.8,25,14,2,7,18,23,7.7,1946,8.0
Jaquez Johnson,18005,QB,FAU,10,64.1,223,241,9.4,2.58,3,11,4.3,53.5,129,0,78,9.8,282,14,82,165,48.6,57.4,57.1,57.1,0,7,299,2,23.1,74.5,6.4,18,23,0,15,9,14,4.7,1587,6.6
Vernon Adams Jr.,20008,QB,OREGON,9,73.8,229,240,11.5,3.21,2,19,7.5,64.6,155,0,110,8.3,290,14,112,264,40.0,77.9,78.9,58.5,1,6,302,0,20.9,122.7,7.9,23,27,0,8,25,13,4.3,2446,10.2
Greyson Lambert,46545,QB,GEORGIA,11,72.7,220,237,8.9,2.62,5,10,4.1,64.1,152,0,70,5.0,256,8,90,173,40.5,71.3,72.9,48.6,0,2,262,2,15.7,99.7,4.3,11,8,1,11,11,11,4.2,1834,7.7
John Wolford,46454,QB,WAKE,11,71.2,215,235,7.6,2.85,6,11,4.5,60.4,142,0,112,7.2,283,11,85,339,53.3,71.3,73.8,54.7,2,11,296,2,19.6,77.5,7.8,22,26,0,12,9,10,3.4,1795,7.6
Fredi Knighten,17824,QB,ARK STATE,9,69.0,197,226,9.9,2.95,7,11,4.6,54.4,123,0,95,9.6,263,13,83,113,70.0,70.6,69.3,64.9,1,7,274,2,12.6,94.0,4.6,12,25,0,21,19,8,2.9,1707,7.6
Lamar Jackson,46416,QB,LOUISVILLE,10,64.3,213,223,12.8,3.07,3,7,3.1,55.2,123,0,122,10.2,284,14,91,210,42.3,69.1,61.9,70.9,1,8,290,0,18.9,78.2,8.1,23,38,0,6,10,16,5.5,1612,7.2
Everett Golson,18665,QB,FLORIDA ST,9,81.9,199,222,8.0,2.91,1,8,3.5,66.2,147,0,104,9.8,252,16,84,167,53.1,87.7,90.0,55.8,2,3,262,2,14.4,101.5,6.0,15,15,1,19,11,4,1.5,1778,8.0
Billy Bahl,46531,QB,MIAMI OH,11,56.9,204,218,13.3,2.68,2,12,5.2,45.0,98,0,86,15.5,253,18,69,221,67.0,51.5,49.6,60.9,3,13,265,0,24.4,53.9,8.3,21,14,0,9,8,18,6.8,1410,6.5
Andrew Allen,26510,QB,NEW MEX ST,7,67.3,199,215,9.8,2.71,1,9,4.0,53.5,115,0,83,14.2,263,19,67,242,38.7,57.6,61.0,48.2,0,8,276,0,21.7,85.7,6.8,18,30,1,14,16,14,5.1,1535,7.1
DaMarcus Smith,25479,QB,N TEXAS,10,59.1,198,212,10.4,2.69,4,6,2.8,46.7,99,1,79,15.4,242,18,56,251,41.0,49.3,44.6,60.5,2,5,249,2,16.5,63.7,5.4,13,17,1,7,8,13,5.2,1016,4.8
Sam Richardson,18467,QB,IOWA STATE,8,69.1,204,212,8.8,2.84,0,7,3.1,60.4,128,0,76,9.2,246,13,62,193,39.7,64.2,66.7,50.0,0,8,262,0,23.7,77.6,7.3,18,16,0,8,8,15,5.7,1442,6.8
Dalton Sturm,46488,QB,UTSA,9,68.2,192,210,9.4,2.95,1,6,2.8,59.0,124,0,114,5.3,265,7,77,331,63.0,59.9,58.5,59.6,2,7,274,1,28.1,85.0,12.1,32,23,0,15,13,14,5.1,1361,6.5
Austin Appleby,12316,QB,PURDUE,5,68.7,195,210,9.5,2.71,3,7,3.2,57.6,121,0,88,9.7,231,13,62,273,32.8,62.0,61.0,62.1,3,8,238,2,12.5,71.9,4.8,11,10,1,8,8,18,7.6,1259,6.0
