player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Blake Hester,130295,HB,AKRON,9,65,8,4,40.9,113,0,276,1,0,8,130,21.6,7,14,102,1,15,65.9,61.8,82.9,,43.7,48.4,68.2,51.2,39,1,36,9,122,85,0,0,10,74,2,276,130,2.0,4.2,0.3,50
Justin Lynch,144392,QB,TEMPLE,11,48,7,4,28.1,94,0,245,0,0,5,108,23.4,9,18,306,1,24,70.4,48.8,84.2,44.4,,57.6,59.5,60.0,33,2,0,0,1,143,89,17,0,48,1,334,141,2.17,5.1,0.0,4
Corey Kiner,86392,HB,LSU,10,65,19,2,18.1,49,1,270,1,0,19,183,79.8,9,17,211,0,27,84.1,65.0,80.8,,33.5,45.2,68.5,72.0,26,1,10,2,60,69,0,0,3,67,2,270,183,2.82,4.2,0.17,38
Kairee Robinson,101299,HB,S JOSE ST,12,64,14,4,39.4,110,1,279,5,2,14,224,65.9,8,12,285,1,10,68.0,65.8,84.0,,67.8,50.8,70.3,65.1,39,1,164,21,171,103,0,0,34,85,1,279,224,3.5,4.4,0.96,53
MarShawn Lloyd,124247,HB,S CAROLINA,12,64,9,5,45.2,103,0,228,2,2,9,143,36.7,10,14,289,3,26,28.4,49.4,80.7,,25.9,42.0,55.2,40.0,40,0,44,3,57,71,0,0,7,67,1,228,143,2.23,3.6,0.77,37
Joe Ervin,99490,HB,KANSAS ST,10,64,16,3,18.3,59,0,322,0,0,16,176,67.7,12,22,199,0,34,84.2,76.0,81.7,,32.4,55.1,76.7,63.8,22,0,12,1,41,92,0,0,4,65,2,322,176,2.75,5.0,0.29,30
Payton Thorne,101629,QB,MICH STATE,12,50,8,3,24.4,66,0,162,0,0,4,56,8.8,11,19,223,5,17,68.7,77.9,81.0,74.0,,95.8,66.7,60.5,32,1,15,1,1,404,109,14,1,51,4,271,93,1.45,4.2,15.0,7
Xavier White,99566,HB,TEXAS TECH,12,64,10,3,28.0,84,0,300,1,4,10,182,49.2,5,16,315,1,19,67.3,68.6,83.1,,36.7,58.9,73.8,59.4,52,0,109,17,141,89,0,0,18,81,3,300,182,2.84,4.7,0.77,45
Johnnie Lang,57246,HB,ARK STATE,12,64,11,8,53.1,137,0,258,2,2,11,181,45.4,11,11,113,1,24,63.2,66.7,83.2,,66.7,55.9,70.4,59.2,21,0,93,17,142,75,0,0,21,81,0,258,181,2.83,4.0,0.65,40
Jaison Patterson,145654,HB,BOWL GREEN,10,64,17,4,28.9,78,0,270,0,4,17,186,80.3,6,17,122,1,45,66.4,68.6,83.8,,77.0,61.8,72.1,45.5,23,0,76,12,113,99,0,0,14,76,2,270,186,2.91,4.2,0.67,19
Frank Peasant,121817,HB,MIDDLE TN,10,64,23,2,17.5,42,0,240,1,1,23,190,101.8,6,21,224,1,38,46.2,69.8,82.7,,70.7,56.3,71.8,54.8,22,0,26,6,52,92,0,0,7,70,2,240,190,2.97,3.8,0.5,26
O'Maury Samuels,57296,HB,NEW MEX ST,10,64,6,2,21.6,38,0,176,2,3,6,111,20.3,4,10,242,0,10,83.9,62.0,83.0,,17.1,58.3,69.4,63.5,23,0,72,13,97,88,0,0,19,77,1,176,111,1.73,2.8,0.74,52
Darwin Barlow,99482,HB,USC,11,63,15,1,5.5,16,0,290,0,1,15,170,64.4,6,19,326,1,27,65.0,70.6,81.9,,50.6,60.1,72.7,52.3,16,0,22,4,75,74,0,0,4,67,2,290,170,2.7,4.6,0.29,36
Jaren Hall,82094,QB,BYU,10,54,5,5,35.4,134,0,260,0,2,5,82,19.0,18,28,128,6,6,67.1,89.2,69.3,83.3,,80.1,80.4,60.0,56,2,13,2,2,345,119,9,2,56,3,379,152,2.41,6.0,6.5,21
Brennan Armstrong,77696,QB,VIRGINIA,11,31,18,5,26.5,126,0,214,0,0,6,105,63.5,16,24,335,9,10,59.5,91.8,89.6,90.3,62.2,73.8,79.9,61.0,45,0,18,1,5,217,262,32,1,32,9,476,310,4.92,7.6,3.6,11
Alan Lamar,109266,HB,ARK STATE,11,63,13,4,46.2,108,0,234,0,3,13,162,48.4,5,14,113,0,19,85.8,68.8,82.1,,21.0,69.0,73.3,58.5,34,0,119,22,120,68,0,0,23,85,1,234,162,2.57,3.7,0.99,44
Kyle Monangai,129891,HB,RUTGERS,11,63,9,1,8.4,20,0,238,1,3,9,177,47.5,4,16,278,0,27,83.7,75.4,82.0,60.4,56.4,61.9,77.3,63.7,20,0,57,8,58,94,0,0,9,71,4,238,177,2.81,3.8,0.98,35
Andrew Clair,57167,HB,NWESTERN,12,63,25,7,44.5,154,0,346,1,7,25,226,157.3,10,22,256,1,29,66.1,73.2,82.5,,37.5,57.2,78.8,59.9,32,0,45,10,90,94,0,0,15,73,1,346,226,3.59,5.5,0.5,34
Malcolm Davidson,83660,HB,FAU,9,63,10,3,18.9,52,0,275,0,0,10,195,47.6,7,15,165,1,21,64.6,66.4,80.8,,86.0,55.8,65.8,60.5,20,0,10,2,38,83,0,0,3,65,1,275,195,3.1,4.4,0.26,40
Kurtis Rourke,97998,QB,OHIO,10,40,6,4,27.9,118,0,224,0,0,3,88,16.1,15,20,259,5,14,42.5,77.1,63.7,75.0,,92.1,66.4,61.0,45,2,38,1,3,223,199,22,1,41,3,423,171,2.76,6.8,12.67,17
Jalen John,131577,HB,ARIZONA,9,62,9,4,28.8,72,0,250,0,1,9,159,36.6,6,13,109,0,35,84.0,71.3,83.2,,58.3,66.8,71.1,58.7,23,0,42,8,64,72,0,0,8,70,0,250,159,2.56,4.0,0.66,27
Wayne Taulapapa,91020,HB,VIRGINIA,10,61,20,4,24.4,75,1,308,0,5,20,209,119.0,9,20,335,2,20,46.9,72.3,84.6,,71.2,60.7,79.9,47.0,27,2,62,11,148,121,0,0,11,72,2,308,209,3.43,5.0,0.42,40
Jeff Sims,122496,QB,GA TECH,7,47,20,8,45.2,203,0,324,0,0,13,131,77.1,16,22,176,7,22,55.3,69.0,71.0,57.4,,54.7,82.9,60.0,50,1,0,0,0,181,125,14,0,47,4,449,204,3.34,7.4,,16
Dylan Hopkins,83571,QB,UAB,12,35,11,2,15.8,34,1,55,0,0,1,34,2.8,8,13,321,4,5,62.7,71.3,77.1,70.3,,29.5,63.9,60.1,27,2,0,0,3,318,160,26,1,35,5,215,118,1.93,3.5,0.0,12
Cameron Rising,77663,QB,UTAH,11,41,17,2,13.6,48,0,157,0,0,6,77,27.5,18,28,328,8,10,42.0,81.0,58.4,79.3,62.2,,68.7,60.1,31,3,0,0,0,351,197,20,0,41,5,354,187,3.07,5.8,,17
Lopini Katoa,83641,HB,BYU,12,61,6,2,16.8,41,0,244,1,0,6,147,20.7,7,16,128,1,8,47.9,62.2,83.1,,52.9,66.9,60.8,60.7,25,0,28,9,67,87,0,0,12,70,2,244,147,2.41,4.0,0.42,52
DJ Irons,145585,QB,AKRON,8,34,26,3,14.7,66,1,202,0,0,15,129,167.4,20,24,102,9,13,25.4,62.2,10.0,57.6,,,69.4,60.0,24,5,0,0,0,128,246,27,0,34,2,448,292,4.79,7.3,,11
Amauri Pesek-Hickson,122573,HB,KANSAS,10,60,18,2,17.9,39,0,218,1,1,18,118,57.5,5,14,198,1,36,63.3,64.9,82.3,,31.6,54.3,68.3,54.8,20,1,34,5,75,76,0,0,7,65,0,218,118,1.97,3.6,0.45,23
Sean Chambers,75888,QB,WYOMING,9,40,14,1,7.1,20,0,156,0,0,7,120,52.5,7,21,351,9,21,27.5,58.0,45.2,50.6,,,72.6,60.0,20,3,0,0,0,216,127,20,0,40,3,283,208,3.47,4.7,,8
Drew Plitt,39879,QB,BALL ST,12,34,8,1,9.1,26,0,55,0,0,1,37,3.2,12,21,117,5,2,55.0,67.0,71.5,66.5,,54.7,60.2,60.2,27,2,-4,0,2,344,232,26,0,34,1,287,171,2.85,4.8,-2.0,7
Xavier Arline,121831,QB,NAVY,7,55,5,5,52.9,118,0,204,0,0,4,74,9.8,7,11,237,6,11,29.0,51.3,81.0,67.0,,56.7,48.9,60.0,40,1,0,0,1,147,19,5,0,55,2,223,93,1.55,3.7,0.0,26
Chance Bell,57396,HB,S DIEGO ST,11,60,12,5,52.0,142,0,273,0,1,12,195,69.3,7,15,284,1,14,62.6,63.8,81.7,,74.1,51.1,65.1,49.4,61,0,4,1,48,70,0,0,1,61,4,273,195,3.25,4.6,0.08,46
D.J. Jones,122840,HB,N CAROLINA,9,60,13,3,23.7,60,0,253,0,2,13,179,62.2,9,14,245,0,21,83.7,74.5,82.1,,85.4,69.0,73.7,64.2,29,0,55,12,98,80,0,0,15,72,0,253,179,2.98,4.2,0.56,34
Tony Mathis Jr.,99481,HB,W VIRGINIA,9,59,12,1,17.6,45,0,256,1,3,12,173,72.1,4,16,343,0,26,83.4,66.7,80.2,,61.7,46.1,70.4,40.2,45,0,5,2,37,82,0,0,3,61,0,256,173,2.93,4.3,0.14,32
Kaleb Eleby,77686,QB,W MICHIGAN,12,20,7,0,0.0,0,0,39,0,0,0,15,0.0,4,17,347,10,5,29.8,71.9,82.3,75.6,,,45.0,60.1,25,1,0,0,0,439,177,38,0,20,5,216,160,2.76,3.7,,4
Shaun Peterson Jr.,83662,HB,FIU,11,58,5,1,7.8,17,0,217,0,0,5,143,19.9,4,8,166,1,24,62.4,71.8,80.7,,54.0,59.8,73.2,59.6,17,1,24,4,56,68,0,0,5,62,2,217,143,2.47,3.7,0.43,33
Brady McBride,77641,QB,TEXAS ST,7,29,14,1,6.6,19,0,104,1,0,4,53,25.2,9,14,314,7,2,51.0,63.9,86.9,64.0,,,57.5,60.0,19,2,0,0,0,227,184,29,0,29,1,288,154,2.66,5.0,,12
Micah Kelly,97099,HB,TOLEDO,12,58,14,4,26.7,81,0,303,0,0,14,207,79.3,11,21,316,0,39,83.5,79.5,80.0,,23.0,66.7,81.2,73.5,22,0,44,5,43,71,0,0,5,63,3,303,207,3.57,5.2,1.02,19
Lexington Joseph,97104,HB,FIU,12,57,12,3,21.2,58,0,273,1,3,12,143,57.9,6,14,166,0,24,84.1,75.8,8.2,,26.1,64.2,80.7,59.2,23,1,56,8,71,65,0,0,10,65,1,273,143,2.51,4.8,0.79,31
Kamari Pleasant,40696,HB,WASHINGTON,9,57,18,4,26.4,80,0,303,0,4,18,212,113.6,6,20,340,1,26,64.3,79.0,81.9,,60.6,74.5,78.4,73.9,32,0,113,15,76,74,0,0,15,72,2,303,212,3.72,5.3,1.49,30
Travis Levy,57164,HB,BOSTON COL,12,57,17,1,10.5,20,0,190,1,3,17,130,62.5,2,12,121,1,29,71.2,65.7,28.5,,51.5,68.4,66.8,66.7,20,1,148,16,134,78,0,0,20,73,4,190,130,2.28,3.3,1.1,28
Colby McDonald,144890,HB,MARYLAND,7,57,8,5,39.6,116,0,293,0,0,8,134,30.8,7,18,215,0,23,83.4,74.9,80.5,,46.4,56.8,76.3,58.5,41,0,12,4,47,64,0,0,4,61,1,293,134,2.35,5.1,0.26,34
Taulia Tagovailoa,97271,QB,MARYLAND,12,45,1,2,29.0,80,0,183,0,0,1,80,4.0,9,17,215,8,16,48.1,90.0,73.4,86.3,,,76.0,60.0,45,5,0,0,0,340,93,12,0,45,2,276,104,1.82,4.8,,15
Kaegun Williams,57397,HB,S DIEGO ST,12,57,18,2,19.0,48,0,252,0,4,18,169,103.5,6,14,284,0,13,83.4,72.1,82.2,,35.8,70.7,72.0,57.3,25,0,42,6,59,88,0,0,6,63,2,252,169,2.96,4.4,0.71,43
Anthony Williams Jr.,101651,HB,AKRON,10,57,12,1,10.6,22,0,207,1,2,12,130,49.9,4,10,102,2,26,42.6,62.8,14.5,,48.5,66.6,63.4,51.7,22,1,74,7,81,68,0,0,10,64,1,207,130,2.28,3.6,0.91,29
D.J. Mack Jr.,55405,QB,DOMINION,7,41,17,1,13.7,40,0,140,0,0,8,122,58.1,9,16,263,3,25,51.1,63.8,71.5,55.9,,,72.6,60.0,42,2,0,0,0,208,151,15,0,41,6,291,262,4.68,5.2,,11
Brian Battie,123274,HB,USF,12,56,15,7,52.8,167,0,316,0,2,15,146,70.4,12,18,327,1,22,67.2,74.9,79.6,,47.8,75.1,73.9,56.9,42,0,67,7,36,71,0,0,8,63,1,316,146,2.61,5.6,1.86,31
Jordon Simmons,129634,HB,MICH STATE,11,56,7,1,9.2,24,0,262,0,0,7,169,34.6,5,12,223,1,17,62.4,69.5,82.3,,67.7,60.9,70.8,44.0,24,0,17,5,52,64,0,0,6,61,0,262,169,3.02,4.7,0.33,39
Kye Robichaux,145532,HB,W KENTUCKY,12,55,11,1,10.7,28,0,261,1,1,11,151,54.9,7,19,346,3,23,29.1,70.0,80.6,,85.8,45.8,73.1,60.0,28,0,53,5,65,58,0,0,6,60,1,261,151,2.75,4.7,0.82,30
Antario Brown,145868,HB,N ILLINOIS,6,55,14,5,52.1,184,0,353,0,0,14,215,99.5,10,16,254,1,32,61.6,74.2,81.1,,71.1,56.2,72.1,57.9,47,0,0,0,7,62,0,0,0,55,4,353,215,3.91,6.4,0.0,23
Kevin Davis,130517,HB,MIAMI OH,12,55,7,5,36.6,119,0,325,0,3,7,142,34.9,11,19,221,0,22,83.3,70.6,82.6,,55.1,66.2,72.5,59.1,41,0,197,19,105,104,0,0,21,74,3,325,142,2.58,5.9,1.88,25
Caleb Williams,144622,QB,OKLAHOMA,10,38,19,9,68.0,361,0,416,0,0,13,224,201.7,12,20,261,10,21,45.0,90.8,85.5,88.5,,,76.8,60.1,74,1,0,0,0,190,115,17,0,38,6,531,284,5.16,9.7,,11
Sean Clifford,51708,QB,PENN STATE,12,32,7,2,19.9,59,0,102,0,0,2,44,8.6,12,20,266,4,10,58.6,73.1,80.0,71.4,62.2,33.2,66.6,60.4,43,3,0,0,2,276,194,23,0,32,2,296,107,1.95,5.4,0.0,9
Challen Faamatau,129506,HB,MARYLAND,8,55,14,4,34.6,82,0,237,0,4,14,189,98.2,7,18,215,1,18,62.7,77.6,82.4,,73.3,74.1,77.6,63.1,30,0,79,8,83,67,0,0,10,63,3,237,189,3.44,4.3,0.95,36
Donaven McCulley,144829,QB,INDIANA,7,41,9,4,38.3,74,0,138,0,0,8,99,47.1,7,11,190,5,26,28.8,44.6,82.5,45.5,,54.3,51.3,60.1,24,0,0,0,1,128,55,13,1,41,2,193,123,2.28,3.6,0.0,11
Tyler Lavine,97307,HB,SMU,12,54,19,1,6.4,16,0,251,1,1,19,176,101.9,7,17,287,0,15,83.2,75.3,82.4,,68.9,58.6,78.9,65.6,16,0,113,10,93,109,0,0,12,64,2,251,176,3.26,4.6,1.22,39
Clayton Tune,77652,QB,HOUSTON,12,26,5,4,32.1,89,0,132,0,0,4,82,48.5,8,15,182,3,8,73.7,91.0,62.9,91.7,,,54.9,60.2,42,4,0,0,0,322,145,28,0,26,2,277,133,2.46,5.1,,2
DeAndre Hughes,101359,HB,AIR FORCE,9,54,10,7,51.3,235,0,458,0,0,10,178,57.8,15,21,101,1,20,62.6,70.4,0.0,,49.8,38.5,82.2,68.5,56,3,7,3,69,389,0,0,5,57,3,458,178,3.3,8.5,0.1,5
Byron Cardwell,86353,HB,OREGON,9,54,13,8,55.0,219,0,398,1,0,13,183,78.7,15,18,264,0,28,82.7,71.6,79.3,,30.1,43.3,74.9,58.4,34,0,-5,2,36,72,0,0,3,56,3,398,183,3.39,7.4,-0.14,25
Tyre Shelton,77038,HB,MIAMI OH,7,54,7,4,33.1,81,0,245,1,0,7,125,28.9,9,13,221,0,14,83.1,65.1,81.6,,66.4,44.1,67.2,60.0,26,0,6,2,42,61,0,0,3,56,2,245,125,2.31,4.5,0.14,40
Levi Williams,98365,QB,WYOMING,8,37,7,1,17.2,52,0,157,0,0,5,72,26.3,8,16,351,1,18,66.8,76.3,68.8,72.3,,,69.9,60.0,52,1,0,0,0,218,146,17,0,37,1,303,105,1.94,5.6,,7
Max Johnson,124099,QB,LSU,12,19,4,0,0.0,0,0,6,0,0,0,2,0.0,4,9,211,10,2,33.9,67.8,61.8,70.8,,,47.8,60.0,12,5,0,0,0,278,156,34,0,19,1,162,76,1.43,3.1,,2
Deion Smith,83655,HB,COLORADO,10,53,10,2,19.3,37,1,192,0,2,10,144,56.2,5,11,143,0,19,82.8,70.1,0.0,,15.2,63.6,75.2,56.0,21,1,21,5,48,59,0,0,9,58,2,192,144,2.72,3.6,0.44,34
Matt Myers,77698,QB,BUFFALO,10,42,11,2,16.3,39,0,178,0,0,10,133,75.4,7,13,126,6,6,33.1,61.4,66.2,59.4,62.2,54.3,62.1,60.0,24,1,0,0,1,178,62,11,0,42,4,240,184,3.47,4.5,0.0,31
Greg Garner,122671,HB,LA TECH,9,53,14,3,28.7,62,0,216,0,1,14,129,66.4,5,14,208,0,24,83.1,75.3,80.6,,76.6,59.3,75.6,56.0,23,0,37,2,45,64,0,0,3,55,3,216,129,2.43,4.1,0.82,26
Jake Haener,60596,QB,FRESNO ST,12,20,7,0,0.0,0,0,6,0,0,1,8,2.0,5,18,169,7,3,58.8,79.2,73.4,80.6,62.2,55.7,53.4,60.7,28,2,0,0,2,300,188,32,0,20,3,194,120,2.31,3.7,0.0,6
John Lovett,57157,HB,PENN STATE,7,52,8,1,10.2,18,0,177,3,1,8,125,35.5,6,11,266,0,11,63.8,60.9,81.9,,36.3,41.1,69.5,68.2,18,1,36,9,117,64,0,0,15,61,0,177,125,2.4,3.4,0.31,41
Chaton Mobley,57982,HB,MIDDLE TN,7,52,10,3,32.4,78,0,241,1,3,10,210,93.8,7,12,224,1,31,61.0,64.2,82.5,35.6,69.6,51.5,68.2,60.0,41,0,16,4,64,74,0,0,8,56,2,241,210,4.04,4.6,0.25,21
Bo Nix,97790,QB,AUBURN,10,36,7,1,8.6,23,0,157,0,0,5,81,31.3,10,17,115,6,13,36.0,78.5,77.7,76.6,,60.0,66.5,60.0,23,2,0,0,1,262,111,16,0,36,4,268,139,2.67,5.2,0.0,6
Trey Lowe,84501,HB,OREGON ST,12,51,8,5,39.1,129,0,330,1,8,8,140,60.2,10,14,265,0,6,82.6,62.1,29.9,,1.9,65.2,73.9,60.3,38,2,189,22,136,88,0,0,27,73,1,330,140,2.75,6.5,1.39,45
Mulbah Car,40929,HB,HOUSTON,11,51,9,1,8.7,17,0,196,0,1,9,123,43.9,5,12,182,1,17,59.7,71.0,80.0,,66.1,61.7,71.3,60.5,17,0,26,4,46,65,0,0,4,55,0,196,123,2.41,3.8,0.57,34
Trey Sanders,97433,HB,ALABAMA,9,50,17,3,25.3,56,0,221,0,1,17,125,83.3,6,12,103,1,12,59.8,73.4,80.0,,84.5,72.1,70.0,69.8,20,0,51,4,37,58,0,0,4,54,2,221,125,2.5,4.4,1.38,38
Chris Tyree,122913,HB,NOTRE DAME,10,50,6,1,16.2,33,0,204,1,1,6,129,26.6,3,8,258,0,24,83.1,71.3,81.7,,59.8,72.9,70.0,58.3,33,0,143,18,76,76,0,0,20,68,1,204,129,2.58,4.1,1.88,22
Omar Fattah,64631,FB,AIR FORCE,9,50,8,2,25.9,58,0,224,0,0,8,121,38.7,4,13,101,0,21,82.5,66.8,0.0,,42.3,55.8,70.7,58.8,43,2,0,0,6,117,0,0,0,50,0,224,121,2.42,4.5,0.0,0
Kenny McIntosh,99158,HB,GEORGIA,10,50,25,3,31.2,89,0,285,0,8,25,201,207.3,10,16,173,2,22,44.0,88.1,81.1,,68.2,91.0,82.8,57.0,59,0,182,14,63,64,0,0,16,64,3,285,201,4.02,5.7,2.89,26
Mike DiLiello,121801,QB,MIDDLE TN,11,46,5,4,46.6,108,0,212,0,0,5,121,28.6,7,16,224,4,30,29.6,51.4,45.6,48.9,,59.4,57.9,60.5,43,2,0,0,0,90,20,4,0,46,5,232,130,2.6,4.6,,9
Anthony Richardson,124393,QB,FLORIDA,8,44,15,5,54.5,226,0,349,0,0,14,189,136.7,10,17,163,2,25,64.2,74.8,81.5,58.9,,57.8,79.9,60.0,80,0,0,0,2,113,66,6,1,44,3,415,229,4.58,8.3,0.0,10
Anthony Tyus III,145037,HB,NWESTERN,10,50,23,3,21.9,46,0,210,0,0,23,166,144.1,6,11,256,0,28,82.3,76.8,80.8,,31.5,61.6,74.8,83.4,16,0,18,3,32,59,0,0,4,53,1,210,166,3.32,4.2,0.56,22
ChaVon McEachern,122190,HB,CHARLOTTE,11,49,13,3,34.1,92,0,270,0,2,13,196,105.3,8,15,136,0,10,82.2,77.8,80.1,,81.1,70.1,78.1,57.6,55,0,57,8,61,59,0,0,11,57,1,270,196,4.0,5.5,0.93,39
Marquavius Weaver,57291,HB,MEMPHIS,12,49,11,2,26.6,45,0,169,1,0,11,152,58.8,4,12,218,0,21,82.1,65.6,82.3,,55.2,61.2,68.6,49.4,29,0,83,9,77,72,0,0,11,58,3,169,152,3.1,3.4,1.08,28
Kendall Milton,124031,HB,GEORGIA,6,49,11,2,23.7,57,0,241,0,0,11,173,76.2,4,11,173,1,27,59.4,74.4,79.1,,33.4,58.5,76.6,42.0,35,0,5,2,20,58,0,0,2,51,1,241,173,3.53,4.9,0.25,21
Aaron Young,97161,HB,RUTGERS,12,49,12,0,0.0,0,0,175,1,3,12,125,62.7,3,14,278,0,23,83.2,67.4,85.1,,77.7,53.6,72.8,74.9,12,0,80,12,107,105,0,0,20,61,4,175,125,2.55,3.6,0.75,25
Mike Hollins,98628,HB,VIRGINIA,9,49,8,1,11.7,25,1,213,2,5,8,147,60.0,6,13,335,0,17,82.4,68.3,23.7,,62.6,55.3,72.7,81.9,25,2,83,16,123,65,0,0,20,65,2,213,147,3.0,4.3,0.67,30
Hank Bachmeier,101284,QB,BOISE ST,12,29,7,1,13.2,20,1,46,0,0,3,24,8.6,6,14,120,7,6,62.1,83.7,81.6,82.9,,48.5,63.0,60.5,20,4,0,0,3,371,106,20,0,29,0,152,105,2.14,3.1,0.0,5
Davis Brin,77642,QB,TULSA,12,25,6,0,0.0,0,0,13,0,0,1,49,7.5,5,10,320,8,4,50.3,71.3,81.7,70.7,,,57.8,60.0,22,4,3,1,0,429,148,23,1,26,1,161,159,3.31,3.4,,9
Mark-Antony Richards,99155,HB,UCF,11,48,10,6,53.4,165,0,309,0,1,10,158,64.7,8,16,323,1,24,66.9,74.9,81.1,,60.8,72.3,78.5,42.6,58,0,76,8,69,62,0,0,12,56,5,309,158,3.29,6.4,1.1,21
Logan Bonner,39990,QB,UTAH ST,12,35,8,1,12.3,21,0,75,1,0,4,84,27.4,10,11,329,7,7,49.1,82.3,89.3,81.3,62.2,,60.2,60.0,21,0,0,0,0,369,96,13,0,35,0,171,144,3.0,3.6,,14
Roydell Williams,123939,HB,ALABAMA,9,48,3,4,36.6,104,0,284,0,0,3,118,13.9,7,14,103,1,14,59.4,69.6,80.4,,12.8,65.7,69.7,84.8,43,0,57,5,38,57,0,0,6,53,1,284,118,2.46,5.9,1.5,34
Bryce Carpenter,82101,QB,COAST CAR,11,39,8,3,36.5,108,0,241,0,0,5,162,53.3,8,16,141,4,20,49.9,74.0,59.1,61.8,,89.2,75.3,60.1,67,2,0,0,0,131,55,9,0,39,3,296,192,4.0,6.2,,11
Jaquez Yant,129716,HB,NEBRASKA,7,47,12,3,39.1,115,0,294,0,0,12,194,103.2,5,15,238,0,24,81.9,76.2,79.8,,37.5,64.4,76.6,54.7,64,0,5,1,18,73,0,0,1,48,1,294,194,4.13,6.3,0.28,23
Matt McDonald,60350,QB,BOWL GREEN,12,19,7,2,35.3,96,0,107,0,0,3,26,21.6,6,14,122,8,2,55.0,69.8,71.6,67.0,62.2,50.0,69.8,60.3,49,3,0,0,2,270,165,28,1,19,4,272,90,1.91,5.8,0.0,4
Micah Davis,125264,WR,AIR FORCE,8,47,2,7,43.1,155,0,360,2,0,2,106,7.9,14,25,101,0,4,85.9,79.7,83.8,,,76.5,86.8,60.1,39,1,221,10,60,260,0,0,20,57,4,360,106,2.26,7.7,3.68,11
Jacquez Stuart,97125,HB,TOLEDO,12,47,11,4,39.2,100,0,255,0,2,11,197,100.9,8,12,316,0,35,82.4,73.7,79.3,,9.8,69.5,77.5,67.9,46,0,52,7,36,56,0,0,8,54,1,255,197,4.19,5.4,1.44,11
Chase Brice,60363,QB,APP STATE,12,26,3,0,0.0,0,0,80,0,0,2,37,10.9,2,15,108,7,11,51.1,79.8,80.9,81.3,,46.3,53.4,60.0,12,1,0,0,2,413,99,21,1,26,3,179,81,1.72,3.8,0.0,8
Steven Krajewski,77650,QB,UCONN,9,36,9,4,28.1,77,0,183,0,0,5,62,23.9,8,15,146,5,9,62.6,55.0,73.8,48.6,81.4,53.1,71.3,60.0,32,1,0,0,2,198,91,10,0,36,3,274,102,2.22,6.0,0.0,16
Ben Bryant,77655,QB,E MICHIGAN,12,27,7,2,24.8,54,0,111,0,0,5,57,37.7,5,15,160,5,12,60.9,82.7,61.3,81.1,62.2,51.3,68.0,60.0,39,3,-3,1,2,269,107,19,1,28,2,218,102,2.22,4.7,-1.5,3
Tanner Morgan,55239,QB,MINNESOTA,12,24,2,2,28.5,35,0,32,0,0,1,10,1.7,4,9,225,4,6,51.9,72.3,80.0,74.4,,,50.8,60.6,18,1,0,0,0,449,91,22,0,24,2,123,58,1.26,2.7,,4
Destin Coates,83668,HB,GA STATE,6,46,4,2,41.2,73,0,177,0,0,4,78,13.8,3,9,175,3,4,24.0,52.6,78.9,,40.9,58.0,52.9,57.2,57,0,5,3,42,54,0,0,3,49,1,177,78,1.7,3.8,0.12,41
Jalen Holston,57469,HB,VA TECH,6,46,7,3,35.2,62,0,176,0,2,7,104,40.7,4,12,337,1,12,58.7,64.0,81.1,,26.1,58.8,68.4,46.1,29,0,32,4,51,69,0,0,4,50,1,176,104,2.26,3.8,0.63,34
James Charles,40069,HB,FAU,12,46,9,1,19.2,32,0,167,0,0,9,114,42.1,2,12,165,0,9,81.8,65.2,24.2,,54.1,60.5,68.0,65.2,32,1,83,7,106,89,0,0,9,53,2,167,114,2.48,3.6,0.78,36
Garrett Greene,123420,QB,W VIRGINIA,10,38,6,4,36.2,126,0,289,0,0,5,78,27.0,14,18,343,4,15,26.2,73.1,79.2,51.4,,,75.0,60.0,67,0,0,0,0,78,59,8,0,38,4,348,92,2.0,7.6,,16
Austin Kendall,40056,QB,LA TECH,7,20,5,1,23.0,59,0,74,0,0,3,17,12.8,9,14,208,4,3,69.9,70.2,86.1,69.9,62.2,60.0,59.7,60.0,59,2,0,0,1,168,182,26,0,20,3,256,65,1.41,5.6,0.0,14
Jamontez Woods,97311,HB,TROY,10,46,9,3,35.0,82,0,234,2,3,9,184,77.4,7,14,318,0,10,82.0,69.9,82.3,,7.8,61.5,76.3,56.8,34,0,84,16,74,64,0,0,23,62,6,234,184,4.0,5.1,1.14,35
Tyler Van Dyke,122225,QB,MIAMI FL,10,24,3,0,0.0,0,0,-23,0,0,0,2,0.0,8,12,220,3,3,67.8,75.5,77.8,73.9,,,64.6,60.1,24,1,0,0,0,241,178,21,0,24,1,155,41,0.91,3.4,,4
Phil Jurkovec,83533,QB,BOSTON COL,6,33,13,5,38.7,135,0,232,0,0,7,75,48.2,15,23,121,1,2,64.6,80.6,65.3,71.9,,,78.4,60.0,41,2,0,0,0,192,117,12,0,33,5,349,173,3.84,7.8,,18
