player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Sean Tyler,97124,HB,W MICHIGAN,12,163,27,15,38.3,383,0,1000,2,0,27,544,51.2,30,52,347,1,65,82.3,79.4,87.1,,86.3,55.0,80.7,55.1,64,1,107,13,144,209,0,0,19,176,9,1000,544,3.34,6.1,0.74,95
Ronnie Rivers,57208,HB,FRESNO ST,11,162,42,11,34.4,271,0,787,3,12,42,471,80.1,20,40,169,3,65,69.9,82.0,56.2,,67.5,72.7,82.8,77.5,64,1,362,34,241,203,0,0,44,196,5,787,471,2.91,4.9,1.5,96
Alton McCaskill IV,144253,HB,HOUSTON,12,162,25,16,45.6,385,0,844,0,4,25,437,43.7,24,44,182,0,72,90.5,81.2,84.9,,32.5,68.0,82.6,75.0,36,0,98,17,135,173,0,0,19,179,16,844,437,2.7,5.2,0.73,78
Max Borghi,83802,HB,WASH STATE,12,161,47,15,42.0,370,0,882,2,8,47,548,105.8,29,49,341,0,66,90.4,88.0,85.1,,62.6,62.2,88.8,68.8,64,0,156,16,100,185,0,0,21,177,12,882,548,3.4,5.5,1.56,74
Jaren Mangham,97773,HB,USF,12,159,27,8,22.2,149,0,672,0,1,27,438,47.0,19,55,327,0,37,90.4,82.1,84.9,,55.7,54.7,84.6,54.9,24,0,50,5,123,193,0,0,6,164,15,672,438,2.75,4.2,0.41,120
Devin Neal,144558,HB,KANSAS,11,159,27,6,31.1,219,0,705,0,2,27,468,51.4,15,36,198,0,84,90.4,75.6,86.9,,23.9,56.6,79.2,58.9,62,0,57,7,131,210,0,0,10,166,8,705,468,2.94,4.4,0.44,75
Keaontay Ingram,77761,HB,USC,10,156,35,15,39.7,362,0,911,1,8,35,578,89.5,31,53,326,1,61,81.5,87.3,84.9,,24.0,65.6,91.6,59.9,53,0,156,22,180,179,0,0,24,178,5,911,578,3.71,5.8,0.87,89
Braelon Allen,145159,HB,WISCONSIN,10,156,39,17,50.9,559,0,1099,2,2,39,730,118.4,28,49,349,4,70,49.7,80.0,86.5,,34.5,45.8,80.2,56.3,71,0,37,6,54,187,0,0,10,162,12,1099,730,4.68,7.0,0.69,85
Haaziq Daniels,125263,QB,AIR FORCE,11,149,23,11,48.4,339,0,659,0,0,22,280,27.7,17,38,101,14,38,46.2,72.1,80.6,73.0,,49.1,63.8,60.0,94,1,0,0,3,667,41,5,1,149,9,700,290,1.88,4.5,0.0,29
Jalen Mitchell,97173,HB,LOUISVILLE,12,154,32,14,46.3,336,0,726,1,5,32,533,77.6,17,33,210,3,24,60.6,72.0,88.8,,79.8,56.9,72.6,58.3,39,0,118,11,145,228,0,0,13,165,5,726,533,3.46,4.7,0.81,129
Stephen Carr,57453,HB,INDIANA,9,153,32,6,29.1,171,0,588,0,2,32,431,56.7,11,36,190,1,68,80.7,80.5,40.7,,47.6,71.1,81.2,56.8,66,1,94,16,123,178,0,0,18,169,6,588,431,2.82,3.8,0.76,84
Kimani Vidal,123727,HB,TROY,11,153,41,9,34.3,240,0,696,1,12,41,538,106.5,19,38,318,3,30,61.4,69.7,47.0,,51.3,57.0,72.4,65.6,45,1,134,22,193,173,0,0,27,175,5,699,538,3.52,4.6,0.69,122
Calvin Tyler Jr.,52133,HB,UTAH ST,10,152,37,10,37.1,264,0,712,1,0,37,413,61.7,20,35,329,1,87,80.6,65.9,84.8,,41.4,54.2,69.6,51.2,61,0,43,11,126,181,0,0,15,163,5,712,413,2.72,4.7,0.34,65
Shermari Jones,122341,HB,COAST CAR,10,151,34,13,42.2,417,0,988,1,0,34,541,79.1,25,53,141,0,115,90.3,85.7,49.3,,49.9,45.2,90.9,58.5,75,1,28,3,142,228,0,0,6,154,13,988,541,3.58,6.5,0.2,36
Logan Wright,57218,HB,GA SOUTHRN,12,151,32,11,44.8,359,0,802,1,3,32,519,72.0,17,44,174,0,103,90.2,76.6,86.4,,68.1,69.3,79.3,46.5,60,0,171,16,157,264,0,0,26,167,8,802,519,3.44,5.3,1.09,48
Malik Cunningham,60436,QB,LOUISVILLE,12,99,46,13,33.9,364,0,714,0,0,33,346,115.3,36,53,210,4,49,67.7,91.7,80.5,83.1,,50.3,90.8,60.0,72,3,9,1,3,375,361,48,1,100,19,1075,544,3.7,7.3,3.0,26
Garrett Shrader,98212,QB,SYRACUSE,12,107,30,12,31.0,295,0,568,0,0,18,314,49.4,35,54,304,8,43,74.2,73.9,78.0,54.4,,60.0,87.3,60.1,55,2,0,0,0,341,385,40,0,107,14,953,587,3.99,6.5,,36
Tre Siggers,57347,HB,SMU,11,147,27,10,31.9,232,0,727,2,3,27,447,58.5,21,41,287,1,34,79.9,75.2,44.4,,76.3,45.0,79.4,69.6,46,1,56,9,158,175,0,0,15,156,9,727,447,3.04,4.9,0.35,107
Jaylan Knighton,122215,HB,MIAMI FL,8,145,32,6,25.8,143,0,554,2,9,32,315,54.0,12,39,220,2,55,69.8,67.8,85.2,,36.2,63.2,70.3,60.3,40,0,280,20,199,165,0,0,26,165,8,554,315,2.17,3.8,1.41,87
Rocko Griffin,124350,HB,VANDERBILT,9,145,24,3,16.4,85,0,517,3,2,24,356,41.2,12,33,333,0,50,90.1,64.4,85.1,,49.4,40.2,69.4,54.2,36,0,41,10,136,178,0,0,14,155,4,517,356,2.46,3.6,0.3,94
Ky Thomas,129669,HB,MINNESOTA,8,145,26,5,17.6,120,0,680,0,3,26,356,47.2,21,50,225,0,65,90.2,78.5,82.9,,57.2,64.1,77.3,57.1,38,0,44,6,64,163,0,0,8,151,5,680,356,2.46,4.7,0.69,80
Camerun Peoples,83607,HB,APP STATE,10,145,45,12,35.8,273,0,763,1,1,45,487,105.1,22,45,108,1,25,79.3,83.1,86.9,,59.1,44.6,83.9,57.9,43,0,19,2,65,157,0,0,4,147,13,763,487,3.36,5.3,0.29,120
Chris Smith,83693,HB,LA LAFAYET,12,145,32,11,38.2,317,0,830,2,3,32,416,63.2,27,42,207,1,24,81.2,71.8,87.0,75.4,50.3,57.3,73.4,51.6,74,0,75,14,141,183,0,0,17,159,8,830,416,2.87,5.7,0.53,120
Malik Willis,60341,QB,LIBERTY,12,83,82,11,21.8,252,0,571,0,0,38,342,186.4,45,71,206,3,29,73.1,90.8,79.9,74.6,,89.2,93.7,60.0,56,1,13,1,2,318,584,61,1,84,11,1155,754,5.24,8.0,6.5,34
Ronald Awatt,57461,HB,UTEP,12,144,34,11,44.8,360,0,804,1,0,34,498,77.4,20,29,330,1,44,79.7,76.3,83.8,,59.3,61.5,76.1,58.9,74,0,111,8,65,151,0,0,9,152,5,804,498,3.46,5.6,1.71,98
Jahmyr Gibbs,122474,HB,GA TECH,12,143,34,11,44.1,329,0,746,1,10,34,470,80.8,19,28,176,2,47,72.4,88.4,45.8,,59.2,91.5,86.2,52.9,71,1,470,36,155,186,0,0,43,179,4,746,470,3.29,5.2,3.03,88
Jashaun Corbin,83773,HB,FLORIDA ST,12,142,27,13,47.1,414,0,879,2,3,27,649,82.6,27,35,167,2,100,70.3,75.4,87.1,,71.0,65.4,77.4,49.3,89,0,144,24,180,201,0,0,32,166,7,879,649,4.57,6.2,0.8,42
Jarek Broussard,83656,HB,COLORADO,11,141,33,10,38.1,250,0,657,0,4,33,401,68.3,20,34,143,0,57,90.0,76.5,86.5,,36.2,66.6,77.2,55.2,49,0,81,13,111,170,0,0,16,154,2,657,401,2.84,4.7,0.73,84
Toa Taua,83722,HB,NEVADA,12,140,35,8,31.3,221,0,705,0,15,35,483,99.1,22,37,239,0,33,90.0,71.6,88.2,,25.0,71.9,75.7,47.2,59,0,256,34,273,155,0,0,39,174,5,705,483,3.45,5.0,0.94,96
Trestan Ebner,57159,HB,BAYLOR,12,139,47,13,42.1,306,0,726,1,10,47,456,115.4,25,34,118,3,22,69.0,79.2,86.0,,60.0,79.0,77.9,64.4,58,0,267,23,174,193,0,0,30,162,2,726,456,3.28,5.2,1.53,109
Zonovan Knight,97432,HB,NC STATE,12,139,48,11,38.2,287,0,751,0,5,48,474,113.0,20,35,248,2,36,70.6,75.1,44.9,,62.5,69.6,76.0,63.7,46,1,156,21,178,157,0,0,22,160,3,751,474,3.41,5.4,0.88,103
Juwaun Price,97204,HB,NEW MEX ST,12,138,28,14,48.1,336,0,699,4,2,28,471,62.8,22,36,242,2,7,71.4,58.8,55.9,,11.5,51.4,70.6,43.2,56,1,181,25,243,174,0,0,42,163,10,699,471,3.41,5.1,0.74,131
De'Montre Tuggle,98688,HB,OHIO,12,138,24,10,33.5,269,0,804,2,4,24,427,56.3,20,44,259,1,86,80.5,77.8,86.8,,22.1,58.3,84.8,49.4,63,0,156,16,122,221,0,0,19,154,7,804,427,3.09,5.8,1.28,49
Montrell Johnson Jr.,147141,HB,LA LAFAYET,12,137,20,9,38.2,297,0,777,1,1,20,464,50.1,17,46,207,1,24,78.7,79.2,86.0,,88.2,49.2,80.2,70.7,99,0,50,5,105,150,0,0,9,142,11,777,464,3.39,5.7,0.48,113
Terrion Avery,102877,HB,S ALABAMA,12,137,26,3,12.8,65,0,509,1,8,26,329,52.7,14,32,288,0,53,90.0,73.1,85.0,,43.8,68.6,74.0,57.7,25,0,93,18,147,146,0,0,22,155,1,509,329,2.4,3.7,0.63,84
Blake Corum,129574,HB,MICHIGAN,10,136,48,12,43.6,377,0,865,3,8,48,491,129.6,21,40,222,0,102,89.9,90.4,85.6,,35.3,70.8,91.2,48.7,67,0,137,20,112,160,0,0,25,156,10,865,491,3.61,6.4,1.22,30
Aaron Dumas,146135,HB,NEW MEXICO,11,135,32,7,29.5,191,0,647,0,0,32,443,77.8,14,35,241,1,47,78.1,71.4,35.3,,50.7,49.8,72.4,63.6,63,1,0,0,72,202,0,0,3,135,2,647,443,3.28,4.8,0.0,88
Ricky Person Jr.,77725,HB,NC STATE,12,135,44,12,38.2,243,1,636,1,7,44,453,105.0,20,32,248,1,33,79.1,71.5,44.6,33.1,28.3,65.2,75.8,81.4,32,2,240,28,177,148,0,0,36,163,5,636,453,3.36,4.7,1.36,100
Shadrick Byrd,101661,HB,CHARLOTTE,12,132,27,8,32.8,198,0,603,1,8,27,471,81.1,12,31,136,1,23,80.9,74.2,44.5,,29.0,68.4,77.5,53.2,44,1,255,22,169,190,0,0,25,154,3,603,471,3.57,4.6,1.51,107
Andrew Henry,154703,HB,LA MONROE,11,131,22,6,33.6,162,1,482,3,3,22,352,46.3,11,20,209,3,12,54.7,58.8,84.8,,15.6,52.9,66.4,54.8,40,1,88,14,163,223,0,0,21,145,4,482,352,2.69,3.7,0.54,112
