player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Chris Richardson,14095,DI,UTEP,12,3,0,330,58.5,1,11,316,100.0,2.5,8,2,1.9,0,331,331,12,0,50.9,0,3,47,100.0,0.0,0,3.2,0,49,49,3
Jason Scrempos,14182,DI,WASHINGTON,3,0,0,340,57.5,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Robert Hayes Jr.,14327,CB,SMU,10,0,0,287,58.3,0,0,1,0.5,0.0,0,1,0.0,0,210,1,0,0,,0,0,0,0.0,,0,,0,51,0,0
Anthony J. Taylor,14471,CB,TEXAS ST,12,0,0,314,77.9,0,1,3,1.4,0.0,0,2,16.7,0,361,5,1,0,68.6,0,0,1,2.7,0.0,0,0.0,0,112,3,0
Jonathan Ledbetter,18645,ED,GEORGIA,12,0,0,173,66.5,1,14,186,100.0,11.8,22,0,4.6,1,195,195,16,0,70.8,1,9,74,100.0,20.3,15,6.8,0,77,77,10
Robert Crawford,20426,ED,W KENTUCKY,8,0,0,346,61.1,2,1,55,96.7,9.1,5,0,2.7,0,60,58,3,0,62.2,2,1,37,100.0,10.8,4,4.1,0,39,39,3
Marquis Couch,21749,ED,MARSHALL,12,0,1,214,59.4,2,11,211,83.2,7.1,15,3,3.6,1,274,228,14,0,64.4,0,7,71,85.4,14.1,10,6.3,1,89,76,8
Dajon Emory,22164,ED,ARK STATE,11,0,0,113,73.5,2,8,163,100.0,7.4,12,0,6.1,5,174,174,15,0,70.8,0,4,49,100.0,10.2,5,8.2,2,56,56,6
Dru Prox,23093,LB,KANSAS,3,0,0,198,60.0,0,0,1,6.3,0.0,0,0,0.0,0,16,1,0,0,,0,0,0,0.0,,0,,0,3,0,0
Sam Craft,23125,WR,MEMPHIS,1,0,0,218,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Tim Washington,23468,LB,MISS STATE,7,0,0,227,54.8,0,1,18,37.5,0.0,0,0,2.8,0,48,18,1,0,55.5,0,0,3,25.0,0.0,0,0.0,0,12,3,0
Dalton Baker,23619,ED,UTAH ST,12,0,0,329,55.6,5,3,123,99.3,3.3,4,1,3.3,0,137,136,8,0,62.5,2,1,29,100.0,6.9,2,5.2,0,34,34,3
Jonathan Carson,23620,DI,C MICHIGAN,5,0,0,134,55.5,1,0,51,100.0,0.0,0,0,1.0,0,53,53,1,0,53.8,1,0,24,100.0,0.0,0,2.1,0,25,25,1
Kingsley Onyirioha,23639,DI,TEXAS ST,4,2,0,314,63.1,0,1,43,100.0,2.3,1,0,3.5,1,45,45,2,1,65.7,0,1,20,100.0,5.0,1,7.5,1,22,22,2
James Bowe Jr.,23787,ED,UMASS,3,0,0,216,63.4,2,0,6,50.0,0.0,0,0,16.7,0,12,6,2,0,,1,0,0,0.0,,0,,0,2,0,1
Darion DeBrossard,23809,DI,VANDERBILT,5,0,0,333,57.4,0,0,11,100.0,0.0,0,0,0.0,0,12,12,0,0,58.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Dae'Von Washington,23867,LB,LA TECH,12,0,1,208,58.2,3,3,40,14.7,7.5,3,1,7.5,0,279,41,6,0,56.9,3,2,18,18.0,5.6,1,13.9,0,100,18,5
Evahelotu Tohi,24006,LB,NEW MEXICO,8,0,0,241,56.7,1,3,28,10.1,7.1,2,0,10.7,1,287,29,5,0,52.2,0,1,8,8.0,0.0,0,6.3,0,100,8,1
Oluwaseun Idowu,24047,LB,PITTSBURGH,12,1,0,268,67.6,0,8,62,17.5,11.3,7,2,9.7,2,378,66,10,0,71.5,0,3,26,22.0,19.2,5,13.5,2,127,28,5
Devin Reece,24244,WR,BALL ST,1,0,0,117,60.0,0,0,1,100.0,0.0,0,1,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Dontavious Jackson,24251,LB,FLORIDA ST,12,1,0,167,60.5,1,4,50,14.9,4.0,2,3,9.0,2,350,52,7,0,65.2,0,4,19,18.2,10.5,2,21.1,2,110,20,6
Zeek Rodney,24599,DI,WAKE,12,1,0,339,60.8,6,23,383,99.5,5.0,19,1,4.0,1,399,397,30,0,59.3,2,11,99,100.0,10.1,10,6.6,0,104,104,13
Alvin Davis Jr.,25442,S,AKRON,11,0,0,102,59.4,0,0,3,0.8,0.0,0,0,0.0,0,382,3,0,0,,0,0,0,0.0,,0,,0,142,0,0
Deionte Thompson,25444,S,ALABAMA,12,0,0,103,64.4,0,0,5,1.5,0.0,0,2,20.0,1,405,6,1,0,66.5,0,0,2,1.8,0.0,0,50.0,1,165,3,1
Anfernee Jennings,25449,ED,ALABAMA,12,5,1,103,74.7,6,15,232,88.7,10.8,25,3,7.1,6,274,243,27,0,67.9,2,7,87,88.1,12.6,11,8.6,3,109,96,12
Shyheim Carter,25451,CB,ALABAMA,11,0,1,103,55.7,1,2,14,4.4,7.1,1,2,10.7,0,343,15,3,0,53.7,0,1,6,4.3,0.0,0,8.3,0,141,6,1
Malik Lawal,25510,ED,ARIZONA ST,8,0,0,110,68.2,0,7,77,89.8,9.1,7,0,8.4,3,88,79,10,0,69.2,0,6,31,96.9,19.4,6,12.9,1,32,31,7
Sean Adesanya,25543,ED,C MICHIGAN,12,1,1,134,69.7,3,12,155,100.0,11.6,18,2,7.4,4,164,164,19,0,65.4,1,5,53,100.0,13.2,7,9.4,2,55,55,8
Jared Atkinson,25636,WR,BAYLOR,1,0,0,118,59.2,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,59.2,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Tyrone Hunt,25641,DI,BAYLOR,7,0,0,118,58.5,0,1,33,100.0,0.0,0,1,1.5,0,35,35,1,0,62.6,0,1,7,100.0,0.0,0,7.1,0,8,8,1
Jameson Houston,25642,CB,BAYLOR,10,1,1,118,89.5,0,0,1,1.1,100.0,1,2,0.0,0,89,1,0,0,66.9,0,0,0,0.0,,1,,0,18,0,0
Bravvion Roy,25644,DI,BAYLOR,12,0,0,118,67.5,3,11,200,98.6,7.0,14,2,3.5,0,211,208,14,0,65.8,1,3,36,95.1,13.9,5,5.6,0,41,39,4
Clay Johnston,25685,LB,BAYLOR,11,0,0,118,72.1,2,5,45,14.1,15.6,7,1,10.0,1,340,48,8,0,81.3,1,3,15,25.4,33.3,5,20.0,1,63,16,5
Chris Miller,25686,S,BAYLOR,11,0,0,118,73.7,1,0,6,1.8,0.0,0,3,25.0,1,337,6,2,0,59.0,0,0,1,1.6,0.0,0,0.0,0,62,1,0
Henry Black,25687,LB,BAYLOR,10,0,0,118,62.4,1,1,21,14.4,4.8,1,0,14.3,2,146,21,4,0,62.6,0,1,11,40.7,9.1,1,13.6,1,27,11,2
Cam Jefferies,25700,CB,CINCINNATI,12,0,0,138,64.0,0,1,4,1.4,25.0,1,4,12.5,0,356,5,1,0,67.5,0,1,2,1.9,50.0,1,25.0,0,162,3,1
Luc Bequette,25776,DI,CAL,12,1,0,130,62.5,2,19,286,99.7,7.3,21,0,5.4,5,294,293,26,0,66.4,1,10,113,100.0,12.4,14,7.5,3,117,117,14
Zeandae Johnson,25779,DI,CAL,12,0,0,130,59.1,2,12,179,100.0,3.9,7,1,4.5,1,187,187,15,0,64.7,1,10,80,100.0,5.0,4,8.1,1,84,84,12
Malik Psalms,25780,LB,CAL,9,0,0,130,70.5,0,1,16,37.2,12.5,2,0,9.4,1,43,16,2,0,73.6,0,1,5,35.7,20.0,1,30.0,1,14,5,2
D'Andre Dill,25890,DI,C MICHIGAN,8,0,0,134,53.0,0,3,121,100.0,1.7,2,0,2.1,1,133,133,4,0,55.2,0,2,46,100.0,4.3,2,4.3,1,50,50,3
Sean Murphy-Bunting,25891,CB,C MICHIGAN,12,0,0,134,50.0,0,0,7,1.8,0.0,0,8,0.0,0,381,7,0,0,,0,0,0,0.0,,0,,0,141,0,0
Michael Oliver,25893,LB,C MICHIGAN,11,0,0,134,65.5,0,0,7,7.5,14.3,1,1,14.3,1,93,7,1,0,,0,0,0,0.0,,0,,0,33,0,0
Clelin Ferrell,25955,ED,CLEMSON,12,2,0,140,87.5,10,24,234,82.8,17.1,40,6,12.0,11,303,251,45,0,74.7,3,7,61,89.2,21.3,13,16.4,5,74,66,15
Chris Register,25956,ED,CLEMSON,6,1,0,140,55.3,0,1,27,84.8,3.7,1,0,1.9,0,33,28,1,0,47.8,0,1,12,100.0,0.0,0,4.2,0,12,12,1
Dexter Lawrence,25991,DI,CLEMSON,12,4,0,140,81.4,10,20,227,98.8,12.8,29,1,7.0,1,244,241,31,1,79.1,2,10,58,100.0,17.2,10,12.1,1,62,62,13
Drew Lewis,26073,LB,COLORADO,12,0,0,143,60.8,4,11,144,36.7,7.6,11,2,6.6,2,417,153,17,0,66.2,3,7,59,39.1,11.9,7,11.9,2,161,63,12
Richard King,26078,ED,COLO STATE,2,0,0,144,52.3,0,0,44,97.9,2.3,1,0,0.0,0,47,46,0,0,53.1,0,0,16,100.0,0.0,0,0.0,0,18,18,0
Twazanga Mugala,26137,ED,DUKE,2,0,0,154,54.6,0,1,10,100.0,0.0,0,0,5.0,0,10,10,1,0,55.4,0,1,6,100.0,0.0,0,8.3,0,6,6,1
Tre Hornbuckle,26138,ED,DUKE,12,1,0,154,61.0,3,11,181,98.4,7.7,14,1,5.0,2,192,189,16,0,67.2,2,7,69,100.0,13.0,9,9.4,2,72,72,11
Trevon McSwain,26142,DI,DUKE,12,1,0,154,71.0,4,22,276,99.3,10.1,28,1,5.4,2,289,287,28,1,69.9,2,12,99,100.0,14.1,14,8.1,1,104,104,15
Jordan Hayes,26143,S,DUKE,5,0,0,154,62.8,1,0,5,7.1,0.0,0,0,10.0,0,84,6,1,0,64.5,1,0,1,3.6,0.0,0,50.0,0,28,1,1
Koby Quansah,26145,LB,DUKE,9,0,0,154,57.1,1,1,20,21.0,0.0,0,0,5.0,0,105,22,2,0,58.7,1,0,8,23.1,0.0,0,6.3,0,39,9,1
Dylan Singleton,26147,S,DUKE,10,0,0,154,52.5,0,0,9,3.0,0.0,0,0,0.0,0,332,10,0,0,53.3,0,0,5,3.9,0.0,0,0.0,0,127,5,0
Brandon Feamster,26148,CB,DUKE,9,0,0,154,55.3,0,2,2,0.8,0.0,0,1,50.0,0,247,2,2,0,55.8,0,0,1,1.2,0.0,0,0.0,0,85,1,0
Shaun James,26196,DI,E CAROLINA,12,0,0,156,59.9,0,3,99,100.0,6.1,6,0,2.5,1,102,102,4,0,61.3,0,2,39,100.0,10.3,4,5.1,1,40,40,3
Tony Baird,26198,ED,E CAROLINA,1,0,0,156,62.9,0,1,7,100.0,14.3,1,0,7.1,0,7,7,1,0,64.6,0,1,5,100.0,20.0,1,10.0,0,5,5,1
Kendall Futrell,26199,ED,E CAROLINA,12,3,0,156,60.4,7,16,284,99.7,7.0,20,0,5.1,3,295,294,26,1,62.8,4,9,94,99.0,14.9,14,9.0,2,98,97,15
Michael Swift,26200,ED,E CAROLINA,4,0,0,156,53.8,0,0,23,100.0,0.0,0,0,0.0,0,25,25,0,0,55.7,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Devon Sutton,26202,S,E CAROLINA,12,0,0,156,51.5,2,5,21,6.0,0.0,0,1,16.7,0,350,21,7,0,51.5,0,5,8,7.0,0.0,0,31.3,0,115,8,5
Gary Moore,26249,DI,MINNESOTA,12,0,0,225,58.7,1,5,216,100.0,4.6,10,0,1.9,1,229,229,7,0,61.7,0,4,67,100.0,10.4,7,3.0,0,70,70,4
Maxx Crosby,26316,ED,E MICHIGAN,11,0,1,160,75.9,9,35,297,100.0,14.8,44,4,10.1,8,315,315,52,0,84.6,1,18,79,100.0,29.1,23,15.8,3,83,83,22
Jalen Phelps,26343,S,E MICHIGAN,12,0,0,160,60.0,0,0,1,0.5,0.0,0,0,0.0,0,217,1,0,0,,0,0,0,0.0,,0,,0,46,0,0
Clay Holford,26345,ED,E MICHIGAN,10,0,0,160,60.4,1,2,55,98.3,7.3,4,1,2.7,0,60,59,3,0,68.7,0,0,6,100.0,33.3,2,0.0,0,6,6,0
Brody Hoying,26348,S,E MICHIGAN,10,1,0,160,57.6,0,1,29,11.2,0.0,0,0,5.2,1,278,31,2,0,62.7,0,0,8,13.0,0.0,0,12.5,1,69,9,1
Kevin McCrary,26396,DI,FAU,12,0,0,165,58.1,1,7,183,100.0,4.9,9,0,2.2,0,192,192,8,0,55.7,0,1,55,100.0,5.5,3,0.9,0,59,59,1
Derek Ibekwe,26440,ED,NEW MEX ST,3,0,0,242,56.1,0,0,4,50.0,0.0,0,0,0.0,0,10,5,0,0,59.2,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Jabari Zuniga,26449,ED,FLORIDA,12,0,0,163,71.6,7,24,274,99.0,13.5,37,3,7.8,6,298,295,37,0,71.0,4,16,109,98.3,19.3,21,11.0,2,119,117,22
Luke Ancrum,26450,ED,FLORIDA,10,0,0,163,61.9,0,3,54,96.6,13.0,7,0,2.8,0,59,57,3,0,64.0,0,2,22,96.2,18.2,4,4.5,0,26,25,2
Kylan Johnson,26452,LB,FLORIDA,9,0,0,163,56.9,2,1,10,15.9,0.0,0,0,15.0,0,69,11,3,0,51.6,0,1,6,20.6,0.0,0,8.3,0,34,7,1
Jeremiah Moon,26453,ED,FLORIDA,11,1,0,163,73.9,3,12,93,85.6,17.2,16,0,9.1,1,111,95,16,0,72.1,2,7,39,92.9,23.1,9,14.1,1,42,39,10
David Reese II,26454,LB,FLORIDA,10,0,0,163,62.9,2,3,38,15.6,7.9,3,0,6.6,0,270,42,5,0,62.7,0,1,21,20.7,9.5,2,2.4,0,111,23,1
Jeawon Taylor,26455,S,FLORIDA,12,0,0,163,50.3,0,0,8,3.3,0.0,0,2,0.0,0,269,9,0,0,51.8,0,0,6,4.8,0.0,0,0.0,0,125,6,0
Marcus Lewis,26457,CB,MARYLAND,6,0,0,215,49.6,0,1,5,3.8,20.0,1,0,10.0,0,130,5,1,0,59.4,0,0,1,2.0,0.0,0,0.0,0,49,1,0
Zack Mesday,26506,ED,TEMPLE,12,0,0,306,57.1,1,8,147,94.4,5.4,8,0,5.1,3,162,153,12,0,59.6,1,2,68,95.8,10.3,7,5.1,2,72,69,5
Jyquis Thomas,26525,S,TEMPLE,12,0,0,306,61.9,1,0,7,3.9,0.0,0,3,21.4,1,178,7,2,0,65.4,1,0,4,5.5,0.0,0,37.5,1,73,4,2
Paul Semons,26552,DI,BOISE ST,1,0,0,120,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Ben Banogu,26554,ED,TCU,12,0,0,305,69.0,8,38,387,97.2,12.4,48,0,7.8,7,422,410,53,0,73.3,3,16,118,95.5,19.5,23,9.7,2,132,126,21
David Curry,26573,LB,GA TECH,12,0,0,176,56.2,3,3,41,14.5,4.9,2,1,9.8,1,289,42,7,0,65.2,2,2,19,21.3,5.3,1,15.8,1,89,19,5
Rojesterman Farris II,26587,CB,HAWAII,13,0,0,180,48.4,1,0,6,1.3,0.0,0,5,8.3,0,448,6,1,0,55.8,0,0,1,0.7,0.0,0,0.0,0,153,1,0
Garrald McDowell,26594,DI,LA LAFAYET,10,1,0,207,62.9,4,7,202,99.1,6.9,14,0,2.7,0,217,215,11,0,64.5,3,3,69,100.0,13.0,9,4.3,0,72,72,6
C.J. Moore,26617,S,OLE MISS,5,0,0,226,59.4,0,0,1,0.5,0.0,0,1,0.0,0,196,1,0,0,,0,0,0,0.0,,0,,0,61,0,0
Solomon Matautia,26631,LB,HAWAII,12,0,0,180,72.2,2,6,32,11.3,21.9,7,2,15.6,1,309,35,9,0,76.1,2,5,17,18.8,29.4,5,26.5,1,101,19,8
Dereck Boles,26670,DI,ARIZONA,12,0,0,109,78.6,5,23,330,96.7,9.7,32,6,4.8,2,364,352,30,0,77.8,3,15,114,96.9,17.5,20,8.8,1,129,125,19
Patrick Nelson,26699,S,SMU,8,0,0,287,67.9,4,5,42,17.9,16.7,7,0,15.5,2,251,45,11,0,69.8,2,2,7,16.7,28.6,2,28.6,0,54,9,4
Cam Watkins,26701,CB,ILLINOIS,10,0,0,187,57.6,0,1,2,0.9,0.0,0,1,25.0,0,235,2,1,0,58.8,0,1,1,1.1,0.0,0,50.0,0,93,1,1
Jack Hockaday,26802,LB,IOWA,10,0,0,192,47.9,0,4,27,9.5,0.0,0,1,7.4,0,305,29,4,0,49.7,0,3,18,13.6,0.0,0,8.3,0,140,19,3
Taylor Comfort,26812,DI,WASH STATE,12,0,0,341,59.8,1,6,209,100.0,3.8,8,2,2.6,2,231,231,9,0,70.7,1,5,51,100.0,11.8,6,9.8,2,54,54,8
Jimmy Hogan,26869,ED,TEMPLE,11,0,0,306,56.0,0,10,118,100.0,5.1,6,0,5.9,2,125,125,12,0,51.6,0,2,44,100.0,2.3,1,2.3,0,46,46,2
Dasmond Tautalatasi,26877,S,ARIZONA ST,4,0,0,110,55.7,0,0,3,2.9,0.0,0,0,0.0,0,102,3,0,0,59.1,0,0,1,2.3,0.0,0,0.0,0,44,1,0
Reggie Walker,26885,ED,KANSAS ST,12,1,2,199,72.5,5,21,355,95.1,9.3,33,4,5.9,8,388,369,34,0,71.5,2,13,102,93.9,14.7,15,13.2,6,115,108,21
Larry Stephens,26890,WR,UTSA,1,0,0,331,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Bracken El-Bakri,26924,DI,BYU,11,0,0,128,59.6,1,6,143,100.0,3.5,5,1,3.1,1,150,150,8,0,62.2,0,4,52,100.0,7.7,4,3.8,0,58,58,4
Kamalani Kaluhiokalani,26925,DI,BYU,2,0,0,128,61.7,0,0,10,100.0,10.0,1,0,0.0,0,10,10,0,0,63.2,0,0,6,100.0,16.7,1,0.0,0,6,6,0
Trey Dishon,26938,DI,KANSAS ST,12,2,0,199,73.8,4,23,340,100.0,8.5,29,0,4.6,2,354,354,29,1,76.9,2,11,77,100.0,18.2,14,8.4,0,80,80,13
Dominic Hill,26945,DI,KENT STATE,10,0,1,201,64.5,1,3,93,100.0,6.5,6,1,3.2,1,103,103,5,0,54.4,0,0,19,100.0,0.0,0,0.0,0,21,21,0
Jamal Parker,26946,S,KENT STATE,12,1,0,201,61.9,1,2,14,3.3,0.0,0,4,10.7,0,428,14,3,1,63.7,0,1,4,3.4,0.0,0,12.5,0,118,4,1
Brandon Durman,27008,LB,LA TECH,9,0,0,208,53.7,0,0,5,8.7,0.0,0,0,0.0,0,69,6,0,0,54.4,0,0,3,16.0,0.0,0,0.0,0,25,4,0
Jocquez Kalili,27015,CB,UNLV,12,0,0,325,56.6,0,1,2,0.5,0.0,0,4,25.0,0,372,2,1,0,58.1,0,0,1,1.0,0.0,0,0.0,0,101,1,0
Jamal Scott,27022,LB,S JOSE ST,9,0,1,285,65.5,0,12,88,27.7,9.1,8,2,10.2,3,332,92,15,0,71.0,0,8,38,48.7,15.8,6,15.8,2,78,38,10
Michael Divinity Jr.,27046,ED,LSU,11,1,1,211,79.1,5,26,246,62.7,16.7,41,3,8.3,5,413,259,36,0,75.5,2,14,104,70.5,21.2,22,10.6,3,156,110,19
Michael Shelton,27049,CB,BYU,12,0,0,128,56.7,0,0,2,0.5,0.0,0,0,0.0,0,392,2,0,0,56.7,0,0,2,1.3,0.0,0,0.0,0,153,2,0
Clint Stephens,27056,CB,BOWL GREEN,12,0,1,122,52.2,0,0,7,2.3,0.0,0,8,0.0,0,309,7,0,0,55.8,0,0,3,2.2,0.0,0,0.0,0,135,3,0
Nnamdi Egbuaba,27059,ED,MARYLAND,10,0,0,215,57.2,0,2,27,77.5,7.4,2,0,3.7,0,40,31,2,0,58.5,0,2,8,91.7,12.5,1,12.5,0,12,11,2
Mario Patton,27067,DI,UMASS,11,2,0,216,56.3,0,1,180,100.0,1.1,2,1,0.3,0,188,188,1,2,58.8,0,0,43,100.0,2.3,1,0.0,0,44,44,0
Isaiah Rodgers,27069,CB,UMASS,10,0,0,216,57.1,0,0,2,0.8,0.0,0,2,0.0,0,241,2,0,0,57.7,0,0,1,1.4,0.0,0,0.0,0,73,1,0
Jonathan Wilson,27127,ED,MEMPHIS,12,0,0,218,58.6,3,12,293,99.7,6.1,18,0,4.3,5,312,311,20,0,64.1,2,3,83,100.0,10.8,9,7.8,4,88,88,9
