player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Antonio Jones-Davis,35904,LB,N ILLINOIS,12,1,0,254,67.4,7,7,77,15.7,2.6,2,1,14.3,4,515,81,18,0,56.9,3,1,26,15.6,0.0,0,11.5,1,186,29,5
Matt Stewart,35913,LB,NAVY,1,0,0,237,59.2,0,0,1,7.1,0.0,0,0,0.0,0,14,1,0,0,,0,0,0,,,0,,0,0,0,0
Brandon Junk,35922,TE,AKRON,1,0,0,102,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Maurice Smitherman,35935,CB,MISS STATE,12,1,0,227,83.0,0,1,2,0.9,0.0,0,1,25.0,0,235,2,1,0,,0,0,0,0.0,,0,,0,78,0,0
Landis Durham,35938,ED,TEXAS A&M,12,1,0,312,62.8,9,7,301,86.2,6.6,20,0,5.6,9,363,313,25,0,69.5,7,4,119,89.1,12.6,15,10.5,7,138,123,18
Antonio Balabani,35939,ED,W MICHIGAN,12,0,1,347,64.1,4,12,200,99.5,7.5,15,4,5.0,2,213,212,18,0,64.6,3,6,71,100.0,11.3,8,7.7,1,75,75,10
Gabriel Sewell,35942,LB,NEVADA,12,2,0,239,69.5,6,10,42,11.8,2.4,1,3,23.8,2,374,44,18,1,55.5,1,1,21,28.9,0.0,0,4.8,0,76,22,2
Anthony Flory,35948,LB,APP STATE,11,2,0,108,70.1,3,4,27,9.3,14.8,4,1,13.0,0,312,29,7,0,71.6,3,0,9,12.5,22.2,2,16.7,0,72,9,3
Austin Smith,35950,ED,TENNESSEE,2,0,0,307,57.3,0,0,3,100.0,0.0,0,0,0.0,0,4,4,0,0,60.0,0,0,0,100.0,,0,,0,1,1,0
Chad Smith,35955,LB,CLEMSON,8,0,0,140,80.3,3,1,13,22.8,7.7,1,1,23.1,1,57,13,5,0,64.3,0,0,5,22.7,0.0,0,20.0,1,22,5,1
Jalen Moore,35966,S,OREGON ST,12,0,0,265,56.7,0,0,4,1.1,0.0,0,1,0.0,0,366,4,0,0,57.7,0,0,2,1.6,0.0,0,0.0,0,125,2,0
Caleb Peart,35968,ED,VANDERBILT,12,0,0,333,59.8,4,12,114,86.9,6.1,7,0,7.0,0,137,119,16,0,63.7,1,4,30,91.4,13.3,4,8.3,0,35,32,5
Josh Smith,35991,ED,VANDERBILT,11,2,0,333,57.2,3,7,212,85.7,5.2,11,3,4.2,4,265,227,14,0,50.6,0,2,63,90.4,4.8,3,4.8,2,73,66,4
Tanner Muse,35997,S,CLEMSON,12,0,0,140,89.6,2,1,12,4.8,25.0,3,1,37.5,3,289,14,6,0,90.0,1,1,2,3.0,100.0,2,100.0,1,66,2,3
Braxton Lewis,36000,S,IOWA STATE,12,0,1,193,72.0,0,0,3,0.8,0.0,0,2,33.3,1,397,3,1,0,72.9,0,0,2,2.6,0.0,0,50.0,1,76,2,1
Darrell Taylor,36001,ED,TENNESSEE,12,0,0,307,76.7,6,18,242,82.9,12.8,31,1,8.3,8,299,248,32,0,81.9,1,13,94,92.3,18.1,17,13.8,6,104,96,20
Bryan Wright,36004,LB,CINCINNATI,12,0,0,138,66.6,4,15,100,32.8,12.0,12,4,16.5,7,329,108,26,0,60.9,1,6,53,46.9,9.4,5,16.0,5,128,60,12
Deandre Kelly,36042,ED,TEMPLE,9,0,0,306,59.2,0,1,37,86.7,0.0,0,1,4.1,1,45,39,2,0,53.5,0,0,11,84.6,0.0,0,0.0,0,13,11,0
Kirk Louis,36045,LB,ARK STATE,5,0,0,113,62.2,0,2,4,17.4,0.0,0,0,25.0,0,23,4,2,0,66.1,0,1,2,18.2,0.0,0,25.0,0,11,2,1
Tyree Johnson,36058,S,FIU,10,0,0,166,57.1,0,1,5,4.0,0.0,0,0,10.0,0,124,5,1,0,,0,0,0,0.0,,0,,0,53,0,0
Houshun Gaines,36063,ED,VA TECH,9,1,0,337,74.8,4,16,188,86.5,11.2,21,1,8.0,5,223,193,25,0,67.7,3,4,39,93.0,17.9,7,11.5,1,43,40,8
Jameer Outsey,36080,ED,UNLV,12,1,1,325,74.5,2,26,328,97.7,11.0,36,2,5.5,4,347,339,32,0,77.3,1,11,87,98.9,20.7,18,8.0,1,89,88,13
Nick Ralston,36101,TE,ARIZONA ST,1,0,0,110,69.8,0,1,6,42.9,33.3,2,0,8.3,0,14,6,1,0,57.0,0,0,2,33.3,0.0,0,0.0,0,6,2,0
Chukwudi Chukwu,36110,ED,OHIO,6,0,1,259,72.5,2,4,74,92.9,6.8,5,2,5.4,1,85,79,7,0,84.6,1,3,21,95.7,19.0,4,14.3,1,23,22,5
Willie Hibbler,36113,LB,OLE MISS,12,0,0,226,60.6,2,4,59,24.0,6.8,4,0,6.8,1,275,66,7,0,63.2,1,2,26,28.2,15.4,4,5.8,0,103,29,3
Josh Thomas,36116,S,APP STATE,11,0,0,108,81.9,1,3,4,1.5,25.0,1,2,50.0,0,261,4,4,0,59.1,0,1,1,1.7,0.0,0,50.0,0,58,1,1
Parker Baldwin,36125,S,S DIEGO ST,12,0,1,284,47.3,0,1,11,2.7,0.0,0,1,4.5,0,442,12,1,0,47.2,0,1,2,1.3,0.0,0,25.0,0,159,2,1
Joshua Little,36130,ED,FIU,10,0,0,166,54.3,1,4,122,99.2,1.6,2,2,3.7,2,129,128,7,0,54.6,0,3,53,100.0,3.8,2,4.7,1,55,55,4
Chris Green,36138,ED,TOLEDO,2,0,0,316,58.6,0,0,20,100.0,5.0,1,0,0.0,0,23,23,0,0,64.0,0,0,5,100.0,20.0,1,0.0,0,5,5,0
Shane Jackson,36155,ED,NEW MEX ST,10,2,2,242,63.6,1,14,274,85.3,6.2,17,3,3.5,2,341,291,17,1,68.2,1,12,98,83.1,11.2,11,7.7,1,124,103,14
Fua Leilua,36156,DI,UTAH ST,12,0,0,329,55.7,6,7,248,99.6,3.6,9,1,3.4,2,270,269,15,0,56.7,3,1,68,100.0,4.4,3,5.9,2,73,73,6
Lucas Maynard,36161,ED,TOLEDO,11,0,0,316,72.3,2,6,127,98.5,15.0,19,0,5.5,3,136,134,11,0,69.6,0,5,52,100.0,19.2,10,8.7,2,54,54,7
Jacob White,36168,LB,BALL ST,11,0,0,117,60.9,2,4,36,18.1,13.9,5,3,11.1,1,210,38,7,0,60.7,1,2,15,26.7,20.0,3,16.7,1,60,16,4
Stephen Forester,36173,LB,UTEP,1,0,0,330,60.7,1,0,4,33.3,0.0,0,0,12.5,0,15,5,1,0,56.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0
John Bonney,36191,S,TEXAS TECH,12,0,1,315,53.1,0,0,18,8.4,0.0,0,2,0.0,0,238,20,0,0,54.5,0,0,5,7.1,0.0,0,0.0,0,70,5,0
Antonio Reed,36196,S,NEBRASKA,12,0,1,238,75.5,0,0,7,3.1,0.0,0,2,14.3,1,227,7,1,0,84.0,0,0,2,2.5,0.0,0,50.0,1,79,2,1
Tristan Brock,36210,ED,WASH STATE,5,0,0,341,56.4,0,0,7,80.0,0.0,0,0,0.0,0,10,8,0,0,59.5,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Jordan Thompson,36240,,NWESTERN,12,3,0,256,71.9,3,15,310,99.7,6.8,21,2,3.5,2,324,323,20,1,70.5,0,9,86,98.9,10.5,9,6.4,1,92,91,10
Hunter Abel,36241,DI,CAL,1,0,0,130,59.0,0,0,1,100.0,0.0,0,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
Austin Bryant,36248,ED,CLEMSON,12,0,0,140,65.3,5,16,241,86.0,8.3,20,1,6.4,5,299,257,26,0,58.6,0,4,63,85.9,6.3,4,3.2,0,78,67,4
Boosie Whitlow,36263,ED,LOUISVILLE,3,0,0,210,57.2,0,0,3,42.9,0.0,0,0,0.0,0,7,3,0,0,59.2,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Darrian McMillan,36268,ED,N TEXAS,5,0,0,251,57.7,0,3,25,100.0,12.0,3,0,10.0,1,27,27,4,0,55.0,0,3,13,100.0,15.4,2,11.5,0,13,13,3
Conner Dorris,36276,LB,NAVY,1,0,0,237,59.1,0,0,2,25.0,0.0,0,0,0.0,0,8,2,0,0,,0,0,0,,,0,,0,0,0,0
Shameik Blackshear,36281,ED,S CAROLINA,12,0,0,289,54.2,2,2,149,100.0,3.4,5,1,2.0,1,161,161,5,0,54.9,1,1,55,100.0,5.5,3,3.6,1,57,57,3
Matt Locher,36290,DI,BOISE ST,12,0,0,120,51.3,1,3,117,100.0,1.7,2,0,1.7,0,123,123,4,0,53.3,0,2,31,100.0,3.2,1,3.2,0,35,35,2
Arthur McGinnis,36297,DI,OKLAHOMA,1,0,0,261,55.9,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,59.5,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Derek Wilder,36300,ED,DOMINION,3,0,0,263,57.0,2,1,27,84.8,3.7,1,0,5.6,0,33,28,3,0,51.7,0,1,14,93.3,7.1,1,3.6,0,15,14,1
Brian Arp,36301,DI,OHIO,12,1,1,259,67.5,1,5,85,100.0,7.1,6,2,3.5,0,94,94,6,0,61.4,1,3,41,100.0,7.3,3,4.9,0,45,45,4
Willington Previlon,36337,DI,RUTGERS,12,1,0,278,65.1,2,10,215,100.0,9.8,21,2,3.3,1,230,230,13,1,66.0,1,7,98,100.0,13.3,13,5.1,1,106,106,9
Myles Cheatum,36338,DI,S DIEGO ST,12,0,1,284,59.2,4,2,165,91.9,3.6,6,4,3.0,2,185,170,8,0,61.7,2,2,52,91.5,3.8,2,5.8,1,59,54,5
Kyle Phillips,36340,ED,TENNESSEE,12,5,0,307,68.5,4,15,307,100.0,7.8,24,1,5.4,7,317,317,26,1,72.1,3,10,106,100.0,15.1,16,10.8,5,110,110,18
Brandon Boyce,36341,DI,USF,5,0,0,327,64.5,1,8,91,100.0,6.6,6,0,4.9,0,95,95,9,0,64.4,1,3,26,100.0,7.7,2,7.7,0,28,28,4
Jamario Bell,36361,ED,ARKANSAS,11,0,0,111,59.3,0,3,72,97.4,5.6,4,0,3.5,1,78,76,4,0,64.3,0,3,35,97.3,11.4,4,7.1,1,37,36,4
Milan Lanier,36387,DI,MARSHALL,9,0,0,214,54.9,0,1,58,100.0,1.7,1,0,0.9,0,61,61,1,0,53.9,0,0,16,100.0,0.0,0,0.0,0,18,18,0
Sean Hammonds Jr.,36389,DI,BALL ST,9,1,0,117,57.2,2,3,135,100.0,3.7,5,3,1.9,0,140,140,5,0,56.4,1,2,44,100.0,6.8,3,3.4,0,47,47,3
Spencer Benton,36390,ED,IOWA STATE,12,0,0,193,68.2,0,20,180,98.4,11.7,21,1,7.2,3,193,190,23,0,71.4,0,7,35,97.3,22.9,8,12.9,1,37,36,8
Gary Walker,36393,ED,AUBURN,4,0,0,115,63.0,0,2,24,100.0,12.5,3,0,4.2,0,25,25,2,0,64.3,0,1,10,100.0,20.0,2,5.0,0,10,10,1
Khalil Johnson,36395,DI,MEMPHIS,12,1,0,218,65.6,1,5,134,99.3,6.0,8,1,3.0,1,149,148,7,0,67.2,0,5,45,100.0,15.6,7,5.6,0,51,51,5
DaiShon Neal,36442,DI,NEBRASKA,7,0,0,238,53.7,0,0,30,100.0,0.0,0,0,0.0,0,30,30,0,0,54.2,0,0,11,100.0,0.0,0,0.0,0,11,11,0
Scott Patchan,36449,ED,MIAMI FL,10,2,1,220,61.3,2,6,87,98.9,6.9,6,1,4.6,0,92,91,8,0,61.8,0,4,24,96.0,12.5,3,8.3,0,25,24,4
Mike Scott,36450,ED,OKLA STATE,8,0,0,262,69.5,2,7,59,91.4,15.3,9,0,12.7,3,70,64,12,0,71.2,2,5,27,96.6,22.2,6,20.4,2,29,28,9
Ty Tyler,36451,ED,MARSHALL,12,3,0,214,66.4,8,26,358,98.2,8.9,32,3,6.7,7,389,382,41,0,65.5,3,9,102,97.3,16.7,17,7.8,2,111,108,14
Tyrell Jacobs,36452,DI,MISSOURI,2,0,0,229,58.1,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,58.7,0,0,2,100.0,0.0,0,0.0,0,2,2,0
David Pfaff,36454,DI,WISCONSIN,10,0,0,349,54.5,0,3,69,100.0,1.4,1,0,2.2,0,76,76,3,0,55.1,0,2,25,100.0,4.0,1,4.0,0,30,30,2
Qaadir Sheppard,36471,ED,OLE MISS,12,0,2,226,72.1,8,18,212,92.6,14.6,31,8,7.1,2,243,225,28,0,64.7,2,12,70,90.5,22.9,16,10.0,0,84,76,14
Eli Howard,36472,ED,TEXAS TECH,12,1,1,315,63.4,3,31,349,98.6,9.7,34,2,6.0,4,370,365,38,0,62.7,2,19,107,97.4,15.0,16,12.6,3,115,112,24
Sam Renner,36482,DI,MINNESOTA,12,0,0,225,61.6,1,7,209,100.0,5.3,11,0,1.9,0,220,220,8,0,62.4,1,3,75,100.0,8.0,6,2.7,0,80,80,4
Fyn Anderson,36486,ED,NEBRASKA,1,0,0,238,58.6,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
P.J. Johnson,36493,DI,ARIZONA,10,0,0,109,75.0,4,21,272,99.0,12.9,35,3,5.7,3,295,292,28,0,78.1,1,15,98,99.1,21.4,21,9.2,1,112,111,17
Malik Manciel,36502,DI,MIDDLE TN,12,1,0,224,59.9,0,6,233,98.0,4.3,10,1,1.7,1,250,245,7,1,56.9,0,3,72,96.2,4.2,3,2.1,0,79,76,3
Paul Bain,36505,DI,TENNESSEE,12,0,0,307,61.8,0,2,68,100.0,5.9,4,2,1.5,0,73,73,2,0,58.2,0,1,16,100.0,0.0,0,3.1,0,18,18,1
Jeffery Whatley,36506,DI,S ALABAMA,12,1,0,288,62.2,0,5,127,100.0,4.7,6,2,2.0,0,136,136,5,0,59.3,0,0,20,100.0,0.0,0,0.0,0,24,24,0
T.J. King,36537,TE,UTSA,1,0,0,331,60.0,0,0,1,100.0,0.0,0,1,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Nicholas Coffey,36541,ED,W KENTUCKY,2,0,0,346,55.3,0,0,7,87.5,0.0,0,0,0.0,0,8,7,0,0,56.1,0,0,4,80.0,0.0,0,0.0,0,5,4,0
Alex Hoag,36544,ED,KENT STATE,1,0,0,201,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
A.J. Taylor,36546,DI,N ILLINOIS,1,0,0,254,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Ryan Bee,36551,DI,MARSHALL,10,0,0,214,62.6,4,12,280,100.0,5.7,16,0,4.6,5,296,296,21,0,67.9,2,6,78,100.0,11.5,9,10.3,4,81,81,12
Raymond Wright,36552,DI,ARMY,12,0,0,114,60.7,1,10,278,100.0,4.0,11,0,2.7,2,296,296,13,0,57.9,0,5,79,100.0,3.8,3,3.2,0,81,81,5
La'Dante Davenport,36553,DI,LA TECH,11,0,0,208,53.1,0,0,69,100.0,0.0,0,1,0.0,0,73,73,0,0,53.6,0,0,26,100.0,0.0,0,0.0,0,27,27,0
Heath Wiggins,36608,ED,W KENTUCKY,11,0,0,346,52.0,0,4,66,89.5,1.5,1,0,3.0,0,76,68,4,0,54.2,0,4,25,86.7,4.0,1,8.0,0,30,26,4
Sam McKnight,36620,ED,OHIO,12,1,0,259,66.8,1,9,137,90.2,8.8,12,1,4.4,1,164,148,11,0,70.4,0,8,55,92.4,16.4,9,9.1,1,66,61,9
Kengera Daniel,36627,ED,KENTUCKY,3,0,0,202,60.9,0,2,19,57.1,10.5,2,0,5.3,0,35,20,2,0,59.9,0,1,8,72.7,12.5,1,6.3,0,11,8,1
Brentavious Glanton,36642,DI,GA TECH,5,0,0,176,58.4,1,1,35,100.0,2.9,1,0,2.9,0,35,35,2,0,57.4,0,1,16,100.0,0.0,0,3.1,0,16,16,1
Kade Mayle,36665,DI,VANDERBILT,2,1,0,333,67.1,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,57.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Josiah Bronson,36668,DI,WASHINGTON,9,0,0,340,64.8,0,3,55,100.0,7.3,4,0,4.5,1,56,56,4,0,67.0,0,2,23,100.0,8.7,2,8.7,1,23,23,3
Chauncey Rivers,36669,ED,MISS STATE,12,0,0,227,66.2,4,11,172,97.3,9.9,17,1,6.1,3,188,183,18,0,73.8,3,5,61,100.0,14.8,9,11.5,3,70,70,11
Philippe Okounam,36702,DI,UCONN,4,0,0,146,57.7,0,0,15,100.0,0.0,0,0,0.0,0,15,15,0,0,57.9,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Vaha Vainuku,36715,DI,NEBRASKA,1,0,0,238,59.0,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
Aaron Blackwell,36741,DI,NEW MEXICO,12,1,0,241,85.7,5,11,212,97.8,9.4,20,2,4.7,2,228,223,18,0,59.0,1,4,65,98.5,4.6,3,3.8,0,68,67,5
Javier Carbonell,36769,DI,ARK STATE,11,0,1,113,63.0,0,1,43,100.0,4.7,2,1,1.2,0,50,50,1,0,64.4,0,1,16,100.0,12.5,2,3.1,0,21,21,1
Zeke Martin,36799,G,ILLINOIS,1,0,0,187,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Michael Barnett,36829,DI,GEORGIA,12,1,0,173,55.3,0,0,93,100.0,0.0,0,0,0.0,0,97,97,0,1,57.6,0,0,28,100.0,0.0,0,0.0,0,29,29,0
T.J. Smith,36851,DI,ARKANSAS,12,0,0,111,62.1,1,8,193,100.0,5.7,11,0,2.8,1,206,206,10,0,64.7,1,8,68,100.0,10.3,7,6.6,0,71,71,9
Albert Huggins,36862,DI,CLEMSON,12,0,0,140,76.8,4,8,135,97.9,12.6,17,1,6.7,3,143,140,15,0,83.8,2,7,39,100.0,25.6,10,11.5,0,40,40,9
Vincent Elefante,36864,DI,LIBERTY,11,0,0,206,52.9,0,3,157,97.6,1.9,3,0,1.0,0,168,164,3,0,51.6,0,2,69,100.0,1.4,1,1.4,0,71,71,2
Dillon Faamatau,36900,DI,OKLAHOMA,12,1,0,261,54.9,0,3,118,100.0,2.5,3,1,1.3,0,130,130,3,0,61.1,0,2,33,100.0,9.1,3,3.0,0,34,34,2
Oseh Saine,36915,DI,MARYLAND,10,0,0,215,55.4,0,0,68,100.0,0.0,0,0,0.0,0,71,71,0,0,54.4,0,0,16,100.0,0.0,0,0.0,0,18,18,0
Ross Donelly,36961,DI,OLE MISS,12,0,0,226,57.8,0,0,95,100.0,1.1,1,1,1.1,1,100,100,1,0,63.2,0,0,29,100.0,3.4,1,3.4,1,30,30,1
Christian Gonzalez,36964,DI,BUFFALO,2,0,0,126,58.0,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,,0,0,0,,,0,,0,0,0,0
Calvin Taylor Jr.,36974,DI,KENTUCKY,12,0,0,202,68.7,1,15,185,100.0,11.9,22,0,5.9,3,201,201,19,0,69.4,1,9,74,100.0,17.6,13,9.5,2,81,81,12
Micah Dew-Treadway,37050,DI,NOTRE DAME,11,0,0,258,58.1,0,1,60,100.0,3.3,2,0,0.8,0,61,61,1,0,63.7,0,1,15,100.0,13.3,2,3.3,0,15,15,1
Lamarr Davis,37074,DI,TOLEDO,9,0,0,316,54.4,0,0,46,100.0,0.0,0,0,0.0,0,50,50,0,0,54.8,0,0,16,100.0,0.0,0,0.0,0,16,16,0
Brody Barrett,37128,DI,APP STATE,5,0,0,108,65.0,0,1,22,100.0,4.5,1,0,6.8,1,22,22,2,0,62.8,0,1,9,100.0,11.1,1,5.6,0,9,9,1
Lyle Tuiloma,37214,DI,COLORADO,12,0,0,143,65.2,0,7,98,100.0,8.2,8,0,3.6,0,102,102,7,0,67.6,0,4,28,100.0,17.9,5,7.1,0,30,30,4
Ben Jacques,37221,ED,CHARLOTTE,2,0,0,136,63.4,0,1,13,78.9,15.4,2,0,3.8,0,19,15,1,0,61.2,0,1,6,77.8,16.7,1,8.3,0,9,7,1
Joshua Allen,37227,S,MIAMI OH,11,0,1,221,64.3,0,1,5,1.4,20.0,1,4,10.0,0,357,5,1,0,66.8,0,1,2,1.3,50.0,1,25.0,0,160,2,1
Shy Tuttle,37279,DI,TENNESSEE,12,0,0,307,60.8,0,11,256,100.0,4.3,11,1,2.5,1,267,267,12,0,62.0,0,5,75,100.0,8.0,6,4.7,1,80,80,6
J.T. Bryant,37306,DI,TROY,9,0,0,318,53.4,0,0,51,100.0,0.0,0,0,0.0,0,54,54,0,0,54.7,0,0,17,100.0,0.0,0,0.0,0,19,19,0
Nafees Lyon,37319,CB,CHARLOTTE,10,0,0,136,60.0,0,0,1,0.4,0.0,0,2,0.0,0,252,1,0,0,,0,0,0,0.0,,0,,0,48,0,0
Trevon Sanders,37329,DI,TROY,11,0,0,318,61.0,4,4,197,99.0,5.1,10,2,3.0,2,207,205,10,0,59.0,2,3,57,100.0,5.3,3,6.1,1,60,60,6
Michael Holmes,37385,ED,CHARLOTTE,12,1,0,136,52.3,0,0,91,97.9,0.0,0,0,0.0,0,95,93,0,0,52.6,0,0,19,100.0,0.0,0,0.0,0,21,21,0
Courtney Wallace,37417,DI,LA TECH,8,0,0,208,58.3,2,1,53,100.0,3.8,2,0,2.8,0,53,53,3,0,57.2,1,1,22,100.0,4.5,1,4.5,0,22,22,2
Jaunta'vius Johnson,37418,DI,AUBURN,2,0,0,115,58.1,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,59.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Damani Carter,37515,ED,ARKANSAS,1,0,0,111,57.1,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,57.1,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Kyle Floyd,37713,ED,AIR FORCE,11,0,0,101,63.7,1,1,58,22.3,5.2,3,0,5.2,2,274,61,4,0,62.4,0,0,10,13.5,20.0,2,0.0,0,74,10,0
Shawn Burgess-Becker,38286,LB,UCF,9,0,0,323,81.7,1,4,7,15.5,42.9,3,1,35.7,0,58,9,5,0,66.7,0,1,2,15.8,50.0,1,25.0,0,19,3,1
Bryce English,38294,DI,N TEXAS,9,0,0,251,65.0,0,8,134,100.0,9.0,12,0,3.0,0,138,138,8,0,63.2,0,4,41,100.0,12.2,5,4.9,0,45,45,4
Jamal Davis II,38297,ED,AKRON,12,5,1,102,68.5,4,29,390,99.8,9.0,35,8,5.5,5,415,414,38,3,65.0,2,11,144,100.0,11.1,16,7.3,4,156,156,17
DaQuan Hawkins-Muckle,38327,DI,GEORGIA,5,0,0,173,59.9,0,0,23,100.0,4.3,1,0,0.0,0,23,23,0,0,63.1,0,0,8,100.0,12.5,1,0.0,0,8,8,0
J.R. Reed,38339,S,GEORGIA,12,0,0,173,61.4,0,0,7,2.5,0.0,0,0,14.3,1,364,9,1,0,59.7,0,0,1,0.8,0.0,0,0.0,0,123,1,0
Tyler Johnson,38402,ED,WISCONSIN,9,0,0,349,63.3,0,3,58,67.4,8.6,5,0,2.6,0,95,64,3,0,61.3,0,2,21,78.6,9.5,2,4.8,0,28,22,2
Camryn Bynum,38408,CB,CAL,12,0,0,130,55.1,0,1,16,4.0,6.3,1,2,9.4,1,403,16,2,0,53.1,0,0,2,1.2,0.0,0,0.0,0,165,2,0
Kimoni Fitz,38409,ED,CINCINNATI,12,1,1,138,70.3,8,22,308,97.3,13.0,40,1,6.2,4,335,326,34,1,73.7,3,13,127,97.9,18.9,24,7.1,1,142,139,17
Cameron Goode,38410,ED,CAL,1,1,0,130,61.7,0,1,22,84.6,4.5,1,0,2.3,0,26,22,1,0,66.3,0,1,3,75.0,33.3,1,16.7,0,4,3,1
Evan Bondoc,38412,S,WISCONSIN,4,0,0,349,57.6,0,1,3,3.9,0.0,0,0,16.7,0,76,3,1,0,59.4,0,0,1,3.4,0.0,0,0.0,0,29,1,0
Eperone Moananu,38417,DI,HAWAII,12,0,0,180,55.4,0,1,75,100.0,1.3,1,0,0.7,0,80,80,1,0,57.9,0,1,21,100.0,4.8,1,2.4,0,23,23,1
Kalen Hicks,38445,S,HAWAII,13,0,0,180,62.7,0,3,13,3.2,15.4,2,1,19.2,1,432,14,4,0,68.5,0,0,3,2.0,33.3,1,33.3,1,149,3,1
Bryan Mone,38461,DI,MICHIGAN,12,0,0,222,57.5,0,2,114,100.0,2.6,3,0,1.8,1,124,124,3,0,57.2,0,2,41,100.0,2.4,1,4.9,1,47,47,3
Casey Toohill,38472,ED,STANFORD,6,2,1,300,66.0,3,6,119,77.4,10.1,12,1,7.1,4,159,123,13,0,68.3,2,5,44,82.1,20.5,9,12.5,2,56,46,9
James Atkins,38478,DI,UCONN,12,0,0,146,53.6,0,0,148,100.0,0.7,1,0,0.7,1,154,154,1,0,57.1,0,0,41,100.0,2.4,1,2.4,1,43,43,1
Rusty Becker,38486,DI,CAL,10,1,0,130,57.6,0,6,122,100.0,2.5,3,1,3.3,1,126,126,7,1,56.2,0,2,41,100.0,2.4,1,2.4,0,44,44,2
Scheyenne Sanitoa,38488,LB,HAWAII,8,0,0,180,61.9,1,0,15,16.0,13.3,2,1,10.0,1,94,15,2,0,66.8,1,0,8,22.2,25.0,2,18.8,1,36,8,2
Traveon Beck,38490,CB,CAL,12,0,0,130,54.6,0,0,6,2.0,0.0,0,1,0.0,0,305,6,0,0,58.3,0,0,2,1.4,0.0,0,0.0,0,139,2,0
Josh Drayden,38498,CB,CAL,10,0,1,130,52.3,0,0,5,3.2,0.0,0,5,0.0,0,157,5,0,0,59.1,0,0,1,1.4,0.0,0,0.0,0,73,1,0
Chinedu Udeogu,38507,ED,CAL,12,0,0,130,51.9,0,5,89,95.8,3.4,3,1,2.8,0,95,91,5,0,51.8,0,1,32,94.3,3.1,1,1.6,0,35,33,1
Gunnar Roberge,38511,DI,WISCONSIN,3,0,0,349,56.9,0,0,8,100.0,0.0,0,0,0.0,0,9,9,0,0,57.8,0,0,3,100.0,0.0,0,0.0,0,4,4,0
Samiuela Akoteu,38518,DI,HAWAII,13,0,0,180,61.9,0,10,185,100.0,5.4,10,0,4.3,3,192,192,13,0,64.4,0,8,58,100.0,8.6,5,8.6,1,61,61,9
Austin Robinson,38520,LB,HOUSTON,12,0,0,182,63.5,2,14,114,24.7,7.0,8,1,12.3,6,465,115,22,0,60.1,1,6,60,38.9,6.7,4,9.2,2,157,61,9
Tevin Paul,38523,ED,CAL,12,1,0,130,61.6,3,17,238,94.7,9.7,23,1,5.0,2,263,249,22,0,64.4,1,10,93,92.6,16.1,15,5.9,0,108,100,11
Cortez Broughton,38524,DI,CINCINNATI,12,5,0,138,75.7,5,29,303,99.4,11.2,34,3,7.3,5,323,321,39,0,67.8,3,17,127,99.3,14.2,18,10.2,3,139,138,23
Zach Wilson,38530,CB,HAWAII,9,0,0,180,59.2,0,0,2,1.1,0.0,0,2,0.0,0,174,2,0,0,,0,0,0,0.0,,0,,0,69,0,0
