player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
James Bowe Jr.,23787,S,UMASS,6,0,0,216,57.3,0,0,6,4.6,0.0,0,0,0.0,0,153,7,0,0,59.4,0,0,0,2.5,,0,,0,40,1,0
Tim Collins,23804,ED,W MICHIGAN,12,1,0,347,65.8,0,9,146,99.4,7.5,11,1,6.5,5,158,157,14,0,68.1,0,2,34,100.0,11.8,4,8.8,2,38,38,4
Dontavious Jackson,24251,LB,FLORIDA ST,10,0,0,167,60.4,1,1,28,12.2,3.6,1,3,3.6,0,237,29,2,0,63.4,1,0,9,13.7,11.1,1,5.6,0,73,10,1
Alvinoski LaFleur,24504,S,E MICHIGAN,12,0,0,160,61.1,0,2,15,15.3,0.0,0,1,13.3,1,98,15,3,0,62.6,0,1,3,15.0,0.0,0,50.0,1,20,3,2
Mason Vega,24705,ED,HAWAII,9,1,0,180,57.8,1,2,132,100.0,2.3,3,1,1.9,1,139,139,4,0,62.9,0,1,16,100.0,0.0,0,9.4,1,19,19,2
Shawn Featherstone,25441,S,AKRON,8,0,0,102,60.0,0,1,1,0.4,0.0,0,2,50.0,0,240,1,1,0,,0,0,0,0.0,,0,,0,53,0,0
Alvin Davis Jr.,25442,S,AKRON,11,0,1,102,67.5,0,2,12,3.6,16.7,2,2,8.3,0,330,12,2,0,58.9,0,0,1,1.2,0.0,0,0.0,0,81,1,0
Anfernee Jennings,25449,ED,ALABAMA,12,3,4,103,88.1,15,20,253,82.1,18.6,47,10,9.7,7,330,271,42,0,83.5,6,12,111,91.7,25.2,28,11.7,4,133,122,22
Shyheim Carter,25451,CB,ALABAMA,12,1,0,103,61.1,1,1,16,5.3,0.0,0,0,6.3,0,357,19,2,0,54.0,0,0,3,3.4,0.0,0,0.0,0,148,5,0
Malik Lawal,25510,LB,TULANE,12,0,0,319,66.9,3,8,74,54.5,12.2,9,2,8.8,1,154,84,12,0,67.3,2,6,33,66.7,15.2,5,12.1,0,54,36,8
Tyler Whiley,25511,S,ARIZONA ST,7,0,0,110,62.2,2,0,8,13.4,0.0,0,1,12.5,0,67,9,2,0,64.8,2,0,5,21.7,0.0,0,20.0,0,23,5,2
Sean Adesanya,25543,ED,C MICHIGAN,12,1,0,134,78.1,8,22,315,97.1,12.7,40,5,7.3,8,339,329,38,0,79.8,6,10,135,98.6,17.8,24,9.6,5,139,137,21
Jared Atkinson,25636,WR,BAYLOR,1,0,0,118,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Jameson Houston,25642,CB,BAYLOR,12,0,1,118,62.9,0,3,9,2.4,22.2,2,5,16.7,0,425,10,3,0,56.1,0,2,5,10.0,20.0,1,20.0,0,60,6,2
Bravvion Roy,25644,DI,BAYLOR,12,0,0,118,84.7,15,25,360,97.9,12.5,45,1,6.9,5,380,372,45,0,87.8,6,3,49,92.7,24.5,12,17.3,4,55,51,13
Clay Johnston,25685,LB,BAYLOR,6,0,0,118,77.3,2,5,26,13.0,15.4,4,0,28.8,4,207,27,11,0,84.2,2,4,13,46.7,30.8,4,30.8,1,30,14,7
Chris Miller,25686,S,BAYLOR,11,0,1,118,52.2,0,1,10,3.4,0.0,0,4,5.0,0,348,12,1,0,54.0,0,0,3,10.4,0.0,0,0.0,0,48,5,0
Henry Black,25687,S,BAYLOR,12,0,1,118,62.4,0,1,12,3.0,16.7,2,1,4.2,0,473,14,1,0,66.6,0,1,6,11.3,33.3,2,8.3,0,62,7,1
David Konowalski,25701,ED,BOWL GREEN,12,1,1,122,63.4,5,11,324,100.0,6.8,22,2,3.4,3,339,339,19,0,65.0,1,5,99,100.0,11.1,11,4.0,1,104,104,7
Antonyo Sotolongo,25704,S,BOWL GREEN,9,0,0,122,53.4,0,1,6,4.3,0.0,0,1,8.3,0,162,7,1,0,54.1,0,1,3,5.8,0.0,0,16.7,0,52,3,1
Dayan Lake,25769,CB,BYU,11,0,0,128,82.3,0,0,4,1.2,50.0,2,2,50.0,2,346,4,2,0,78.3,0,0,3,5.5,66.7,2,33.3,1,55,3,1
Luc Bequette,25776,DI,CAL,12,2,1,130,61.5,4,13,383,98.8,5.0,19,2,3.0,3,400,395,20,1,60.8,0,7,143,100.0,7.0,10,3.8,2,147,147,9
Zeandae Johnson,25779,DI,CAL,12,0,0,130,63.3,1,21,337,99.2,8.0,27,0,4.2,3,356,353,25,0,68.4,1,17,126,100.0,14.3,18,7.9,1,131,131,19
D'Andre Dill,25890,DI,C MICHIGAN,10,0,1,134,73.8,3,8,128,100.0,14.1,18,3,4.3,0,134,134,11,0,68.7,2,3,43,100.0,16.3,7,5.8,0,43,43,5
Michael Oliver,25893,LB,C MICHIGAN,12,0,0,134,58.0,2,3,28,9.8,7.1,2,1,8.9,0,305,30,5,0,62.3,1,3,10,9.4,20.0,2,20.0,0,117,11,4
Tre Hornbuckle,26138,ED,DUKE,11,0,0,154,64.0,2,9,189,99.5,7.9,15,2,5.6,5,205,204,16,0,69.5,1,6,77,100.0,11.7,9,9.7,4,83,83,11
Trevon McSwain,26142,DI,DUKE,12,1,0,154,80.9,1,19,240,99.6,9.6,23,1,5.8,4,256,255,24,1,82.3,1,9,91,100.0,12.1,11,8.8,3,97,97,13
Jordan Hayes,26143,S,UCF,8,0,0,323,55.4,0,0,3,5.2,0.0,0,0,0.0,0,97,5,0,0,57.8,0,0,1,3.9,0.0,0,0.0,0,51,2,0
Koby Quansah,26145,LB,DUKE,12,0,1,154,56.9,4,16,92,25.3,4.3,4,3,14.1,3,407,103,23,0,52.8,1,9,49,32.0,4.1,2,16.3,3,169,54,13
Dylan Singleton,26147,S,DUKE,12,0,0,154,60.3,0,3,14,4.4,0.0,0,1,17.9,1,407,18,4,0,47.2,0,1,3,2.4,0.0,0,16.7,0,164,4,1
Colby Gore,26197,CB,E CAROLINA,10,0,0,156,45.5,0,1,16,4.7,6.3,1,4,3.1,0,341,16,1,0,53.8,0,0,2,1.7,0.0,0,0.0,0,115,2,0
Kendall Futrell,26199,ED,E CAROLINA,12,0,0,156,85.5,6,27,391,99.3,10.5,41,2,6.8,10,413,410,43,0,90.4,1,13,128,98.5,16.4,21,10.9,7,136,134,21
Michael Swift,26200,ED,E CAROLINA,3,0,0,156,52.1,0,0,20,100.0,0.0,0,0,0.0,0,22,22,0,0,53.3,0,0,10,100.0,0.0,0,0.0,0,11,11,0
Kevin McGill,26334,CB,E MICHIGAN,10,0,1,160,68.9,0,0,2,1.0,0.0,0,5,50.0,1,310,3,1,0,71.1,0,0,0,0.0,,0,,1,89,0,1
Clay Holford,26345,ED,E MICHIGAN,3,1,0,160,60.7,0,0,44,97.9,0.0,0,0,0.0,0,48,47,0,0,54.3,0,0,7,100.0,0.0,0,0.0,0,10,10,0
Brody Hoying,26348,S,E MICHIGAN,12,0,1,160,74.1,2,1,33,12.5,6.1,2,1,10.6,2,312,39,5,0,52.6,0,1,12,18.5,8.3,1,12.5,1,92,17,2
Kevin McCrary,26396,DI,FAU,11,0,0,165,63.4,2,6,89,98.9,6.7,6,0,5.6,1,94,93,9,0,71.5,1,2,20,100.0,10.0,2,12.5,1,20,20,4
Jabari Zuniga,26449,ED,FLORIDA,5,0,0,163,88.8,2,7,84,100.0,17.9,15,2,10.1,4,88,88,13,0,91.1,0,6,29,100.0,31.0,9,17.2,2,31,31,8
Luke Ancrum,26450,ED,FLORIDA,11,2,1,163,59.9,0,6,121,100.0,4.1,5,4,4.1,2,124,124,8,1,60.6,0,2,42,100.0,7.1,3,2.4,0,43,43,2
Kylan Johnson,26452,LB,PITTSBURGH,12,0,0,268,67.8,4,11,119,28.3,10.9,13,0,12.2,7,434,123,22,0,64.2,2,7,50,30.7,10.0,5,17.0,4,163,50,13
Jeremiah Moon,26453,ED,FLORIDA,9,1,1,163,68.0,6,10,136,65.0,10.3,14,1,8.8,4,220,143,20,0,63.4,4,7,63,74.7,11.1,7,15.1,4,87,65,15
David Reese II,26454,LB,FLORIDA,12,0,0,163,51.0,0,4,42,12.9,0.0,0,0,7.1,1,333,43,5,0,46.0,0,1,25,21.5,0.0,0,2.0,0,121,26,1
Jeawon Taylor,26455,S,FLORIDA,10,0,0,163,65.8,1,3,12,5.4,16.7,2,0,16.7,0,221,12,4,0,62.3,0,1,6,7.7,16.7,1,8.3,0,78,6,1
Marcus Lewis,26457,CB,MARYLAND,10,0,0,215,56.5,0,1,3,1.3,0.0,0,2,16.7,0,301,4,1,0,,0,0,0,0.0,,0,,0,116,0,0
Zack Mesday,26506,ED,TEMPLE,12,2,0,306,59.4,1,12,213,100.0,6.6,14,1,4.9,4,223,223,17,0,61.9,1,10,72,100.0,16.7,12,10.4,2,77,77,13
David Curry,26573,LB,GA TECH,12,0,0,176,64.2,3,8,77,24.0,6.5,5,1,11.0,3,342,82,14,0,64.6,1,5,32,30.2,12.5,4,15.6,2,116,35,8
Solomon Matautia,26631,LB,HAWAII,13,1,0,180,67.5,2,5,53,17.9,7.5,4,0,8.5,1,313,56,8,0,65.7,1,1,19,24.1,10.5,2,10.5,1,83,20,3
Patrick Nelson,26699,LB,SMU,12,0,0,287,91.0,6,12,78,16.4,24.4,19,2,28.2,13,501,82,31,0,90.1,0,6,23,15.5,34.8,8,39.1,6,161,25,12
Cam Watkins,26701,CB,VANDERBILT,12,0,0,333,54.6,0,0,2,1.3,0.0,0,1,0.0,0,151,2,0,0,57.2,0,0,1,2.0,0.0,0,0.0,0,49,1,0
Reggie Walker,26885,ED,KANSAS ST,12,0,0,199,71.8,5,33,271,95.0,16.2,44,1,7.4,1,298,283,39,0,77.8,4,23,113,94.2,25.7,29,11.9,0,121,114,27
Bracken El-Bakri,26924,ED,BYU,11,0,0,128,57.8,1,13,184,99.5,6.0,11,1,3.8,0,195,194,14,0,59.9,1,2,28,96.7,10.7,3,5.4,0,30,29,3
Trey Dishon,26938,DI,KANSAS ST,12,0,0,199,67.4,4,14,273,100.0,8.8,24,1,4.4,3,287,287,21,0,67.5,1,8,105,100.0,14.3,15,6.2,2,108,108,11
Dominic Hill,26945,DI,KENT STATE,7,0,0,201,69.6,1,4,106,100.0,5.7,6,1,3.3,1,116,116,6,0,68.4,0,2,41,100.0,9.8,4,2.4,0,46,46,2
Jamal Parker,26946,CB,KENT STATE,12,0,3,201,51.1,1,2,12,3.4,0.0,0,8,12.5,0,355,12,3,0,52.3,1,1,6,5.0,0.0,0,16.7,0,119,6,2
Michael Divinity Jr.,27046,ED,LSU,5,0,0,211,62.1,3,4,70,52.8,7.1,5,1,9.3,3,142,75,10,0,65.1,2,2,36,65.6,11.1,4,13.9,3,61,40,7
Isaiah Rodgers,27069,CB,UMASS,12,0,0,216,60.0,0,0,1,0.3,0.0,0,2,0.0,0,300,1,0,0,,0,0,0,0.0,,0,,0,83,0,0
Jonathan Wilson,27127,DI,MEMPHIS,12,0,0,218,74.6,8,15,228,99.6,9.6,22,0,5.9,2,247,246,25,0,71.2,3,8,80,100.0,13.8,11,9.4,2,87,87,13
Bryce Huff,27128,ED,MEMPHIS,12,0,0,218,89.1,12,35,298,98.5,16.8,50,2,10.2,7,325,320,54,0,90.4,5,21,102,100.0,33.3,34,14.7,2,109,109,28
Austin Hall,27129,LB,MEMPHIS,11,1,0,218,77.5,3,5,50,16.3,16.0,8,0,12.0,2,320,52,10,0,76.3,3,2,23,22.3,26.1,6,15.2,1,103,23,6
Raequan Williams,27300,DI,MICH STATE,12,2,1,223,76.6,4,18,302,99.7,8.9,27,3,6.0,7,327,326,29,0,74.8,3,9,97,100.0,16.5,16,9.3,3,108,108,15
Reuben Jones,27371,ED,W VIRGINIA,12,0,1,343,65.6,3,15,234,98.0,12.0,28,2,5.1,3,244,239,21,0,69.3,3,8,93,99.0,18.3,17,8.1,2,96,95,13
Lavert Hill,27374,CB,MICHIGAN,11,0,1,222,53.9,0,0,3,1.2,0.0,0,8,0.0,0,256,3,0,0,58.3,0,0,1,1.0,0.0,0,0.0,0,101,1,0
Michael Dwumfour,27376,DI,MICHIGAN,10,2,0,222,75.2,0,9,103,99.1,12.6,13,2,4.4,0,113,112,9,1,73.7,0,6,37,100.0,16.2,6,8.1,0,41,41,6
Josh Uche,27379,ED,MICHIGAN,12,0,2,222,91.2,11,24,176,75.0,25.0,44,3,14.5,8,256,192,43,0,90.7,4,14,88,79.7,31.8,28,15.9,5,123,98,23
Damon Moore,27393,DI,FIU,12,0,0,166,69.2,0,5,106,100.0,10.4,11,2,3.3,1,115,115,6,0,67.0,0,3,37,100.0,16.2,6,6.8,1,42,42,4
Ronnell Perkins,27441,LB,MISSOURI,12,2,0,229,62.2,1,3,29,16.0,3.4,1,0,6.9,0,188,30,4,0,53.3,0,0,8,9.6,0.0,0,0.0,0,83,8,0
DeMarkus Acy,27442,CB,MISSOURI,10,0,1,229,52.6,0,1,3,1.4,0.0,0,1,16.7,0,220,3,1,0,60.0,0,0,1,1.3,0.0,0,0.0,0,76,1,0
Lucas Weber,27625,LB,NEVADA,5,0,0,239,65.5,3,5,35,30.5,8.6,3,1,11.4,0,118,36,8,0,56.6,0,1,12,57.1,0.0,0,4.2,0,21,12,1
Alex Hart,27631,LB,NEW MEXICO,12,0,0,241,70.5,5,12,80,20.4,11.3,9,0,15.6,4,416,85,21,0,62.8,1,2,32,25.7,6.3,2,10.9,2,140,36,5
Jarius Morehead,27752,S,NC STATE,12,0,0,248,75.2,1,2,15,5.1,6.7,1,2,16.7,1,294,15,4,0,83.3,1,2,3,8.6,33.3,1,50.0,0,35,3,3
Taylor Robinson,27804,S,N TEXAS,10,1,1,251,75.7,0,1,1,0.3,0.0,0,4,50.0,0,338,1,1,0,,0,0,0,0.0,,0,,0,65,0,0
Quintin Wynne,27823,ED,N ILLINOIS,10,0,0,254,57.6,4,7,206,90.9,5.8,12,1,3.6,2,242,220,13,0,54.2,0,2,60,97.0,6.7,4,3.3,1,67,65,3
Trayshon Foster,27831,S,N ILLINOIS,12,0,0,254,84.2,1,2,12,3.6,16.7,2,5,12.5,0,332,12,3,0,77.1,0,0,2,2.1,50.0,1,0.0,0,96,2,0
Trequan Smith,27833,S,N ILLINOIS,6,0,0,254,56.9,1,0,2,8.7,0.0,0,0,25.0,0,23,2,1,0,56.9,1,0,2,18.2,0.0,0,25.0,0,11,2,1
Joe Gaziano,27949,ED,NWESTERN,12,4,1,256,81.0,7,30,302,87.5,13.2,40,1,8.4,7,369,323,44,1,71.6,3,15,90,96.0,18.9,17,14.4,4,101,97,22
Trent Goens,27950,ED,NWESTERN,4,1,0,256,60.7,1,1,68,83.7,2.9,2,0,2.9,1,86,72,3,0,61.0,1,0,26,100.0,3.8,1,5.8,1,28,28,2
Nathan Fox,27953,LB,HOUSTON,1,0,0,182,67.5,0,0,2,22.2,50.0,1,0,0.0,0,9,2,0,0,63.8,0,0,1,33.3,100.0,1,0.0,0,3,1,0
Trae Williams,27962,CB,NWESTERN,9,0,0,256,60.0,0,0,1,0.4,0.0,0,1,0.0,0,228,1,0,0,,0,0,0,0.0,,0,,0,66,0,0
Robert Landers,28064,DI,OHIO STATE,11,0,0,260,77.0,4,8,113,99.2,15.0,17,1,6.2,1,119,118,13,0,68.0,1,3,40,100.0,17.5,7,7.5,1,43,43,5
Rashod Berry,28071,TE,OHIO STATE,4,0,0,260,52.4,0,0,13,100.0,0.0,0,1,0.0,0,13,13,0,0,54.7,0,0,5,100.0,0.0,0,0.0,0,5,5,0
DaVon Hamilton,28072,DI,OHIO STATE,12,0,0,260,75.1,4,6,151,100.0,11.9,18,1,6.6,5,157,157,15,0,69.7,1,4,48,100.0,14.6,7,9.4,2,50,50,7
Jashon Cornell,28074,DI,OHIO STATE,12,0,0,260,85.8,2,12,177,100.0,13.0,23,0,6.8,5,181,181,19,0,76.7,0,7,56,100.0,16.1,9,9.8,2,57,57,9
Josh Norwood,28076,S,W VIRGINIA,10,0,0,343,55.1,0,0,4,1.8,0.0,0,2,0.0,0,220,4,0,0,56.8,0,0,2,2.0,0.0,0,0.0,0,98,2,0
Rodjay Burns,28078,LB,LOUISVILLE,12,0,1,210,67.9,4,8,75,24.3,2.7,2,1,10.7,2,329,80,14,0,64.8,1,0,11,18.2,9.1,1,4.5,0,88,16,1
Justin Hilliard,28079,LB,OHIO STATE,8,0,0,260,57.2,0,0,5,14.7,0.0,0,0,0.0,0,34,5,0,0,58.2,0,0,2,25.0,0.0,0,0.0,0,8,2,0
Damon Arnette,28080,CB,OHIO STATE,11,0,0,260,85.3,1,2,2,0.7,50.0,1,2,75.0,0,268,2,3,0,68.6,0,1,1,1.3,100.0,1,50.0,0,77,1,1
Malik Harrison,28081,LB,OHIO STATE,12,0,0,260,70.1,2,10,52,17.7,15.4,8,1,17.3,3,316,56,15,0,66.8,0,7,25,24.5,12.0,3,22.0,2,106,26,9
Keandre Jones,28092,ED,MARYLAND,12,1,0,215,73.0,1,21,299,81.2,8.0,24,0,5.7,6,388,315,28,1,67.6,0,11,96,82.0,11.5,11,7.8,2,122,100,13
Neville Gallimore,28094,DI,OKLAHOMA,12,2,1,261,84.7,2,21,251,100.0,12.7,32,2,5.8,3,268,268,26,2,79.9,1,10,77,100.0,19.5,15,9.7,2,84,84,13
Mark Jackson Jr.,28095,ED,OKLAHOMA,3,0,0,261,62.4,0,0,7,63.6,14.3,1,0,0.0,0,11,7,0,0,57.0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Mufu Taiwo,28144,DI,DOMINION,8,0,0,263,51.8,0,2,75,100.0,0.0,0,0,1.3,0,81,81,2,0,53.8,0,1,18,100.0,0.0,0,2.8,0,21,21,1
Ray Ellis,28231,DI,FAU,12,1,0,165,74.7,1,15,220,99.6,10.5,23,0,5.0,3,231,230,19,0,76.8,0,9,60,100.0,18.3,11,9.2,1,61,61,10
Gus Cumberlander,28247,ED,OREGON,5,0,0,264,74.3,2,10,93,99.0,18.3,17,1,7.5,1,99,98,13,0,78.8,2,8,35,100.0,31.4,11,14.3,0,36,36,10
Drayton Carlberg,28248,DI,OREGON,12,0,0,264,71.3,2,19,285,99.7,9.5,27,0,5.1,4,300,299,25,0,80.1,2,11,108,99.1,17.6,19,8.8,3,112,111,16
Troy Dye,28251,LB,OREGON,11,1,0,264,75.5,5,19,85,22.1,14.1,12,3,16.5,2,402,89,26,0,72.4,1,10,35,27.2,14.3,5,21.4,2,136,37,13
Gary Baker,28252,DI,OREGON,10,0,0,264,61.4,0,2,41,100.0,4.9,2,0,2.4,0,45,45,2,0,61.7,0,1,9,100.0,0.0,0,5.6,0,9,9,1
Robert Windsor,28310,DI,PENN STATE,12,0,1,266,80.7,4,24,303,99.7,13.5,41,1,5.9,4,321,320,32,0,83.8,0,18,128,100.0,20.3,26,9.4,3,134,134,21
Garrett Taylor,28311,S,PENN STATE,12,0,0,266,70.8,1,0,4,1.8,25.0,1,0,37.5,1,397,7,2,0,68.2,0,0,2,2.3,50.0,1,50.0,1,177,4,1
Roe Wilkins,28429,ED,ARIZONA ST,12,0,0,110,58.7,2,14,228,97.6,6.6,15,1,3.9,1,248,242,17,0,59.3,1,9,80,97.7,8.8,7,6.3,0,88,86,10
Myles Adams,28430,DI,RICE,12,1,0,275,71.5,1,24,298,99.0,9.7,29,0,4.5,1,313,310,26,0,72.9,1,16,98,98.1,19.4,19,8.7,0,105,103,17
Najee Clayton,28437,LB,W MICHIGAN,12,0,0,347,60.7,1,0,36,23.8,11.1,4,0,4.2,1,151,36,2,0,65.4,0,0,14,33.3,21.4,3,7.1,1,42,14,1
Kobe Smith,28488,DI,S CAROLINA,11,0,0,289,57.3,1,3,201,100.0,4.0,8,0,1.5,1,208,208,5,0,55.5,0,0,54,100.0,5.6,3,0.0,0,56,56,0
Matt Bahr,28617,LB,KENT STATE,11,0,0,201,62.1,1,2,26,17.1,7.7,2,1,9.6,1,187,32,4,0,53.7,0,2,12,23.5,0.0,0,8.3,0,68,16,2
Will Dawkins,28645,S,UAB,9,0,0,321,67.1,0,0,3,1.3,33.3,1,0,0.0,0,237,3,0,0,64.5,0,0,1,1.5,100.0,1,0.0,0,68,1,0
Cornelius Sturghill,28784,CB,LOUISVILLE,9,0,0,210,55.6,0,0,2,1.8,0.0,0,1,0.0,0,113,2,0,0,,0,0,0,0.0,,0,,0,27,0,0
Richard Moore,28853,LB,SMU,3,0,0,287,63.2,2,4,17,16.5,11.8,2,0,23.5,1,109,18,7,0,56.5,0,2,7,29.6,14.3,1,28.6,1,27,8,3
Bryan London II,28856,LB,TEXAS ST,12,0,0,314,61.6,1,8,30,9.2,10.0,3,0,15.0,0,357,33,9,0,55.1,0,3,12,28.3,8.3,1,12.5,0,53,15,3
Diamon Cannon,28863,LB,TULSA,12,0,0,320,55.6,1,5,50,23.9,8.0,4,0,6.0,0,234,56,6,0,54.0,0,1,17,66.7,5.9,1,2.9,0,27,18,1
Nevelle Clarke,28931,CB,UCF,11,0,1,323,59.4,0,0,1,0.3,0.0,0,4,0.0,0,389,1,0,0,,0,0,0,0.0,,0,,0,212,0,0
Brendon Hayes,28933,ED,UCF,12,1,1,323,72.9,5,21,277,98.0,13.7,38,4,7.9,9,297,291,35,0,79.6,5,15,147,99.4,22.4,33,11.6,7,157,156,27
Evan Austrie,28985,S,UNLV,12,0,0,325,68.4,2,4,36,8.0,2.8,1,1,13.9,2,450,36,8,0,71.9,1,2,12,9.1,8.3,1,20.8,1,132,12,4
Javin White,28987,S,UNLV,12,0,1,325,75.6,2,2,28,6.5,3.6,1,8,17.9,3,434,28,7,0,69.3,1,1,8,6.2,0.0,0,25.0,1,130,8,3
Jericho Flowers,28988,CB,UNLV,12,0,1,325,67.5,0,0,4,0.9,0.0,0,6,25.0,1,439,4,1,0,59.4,0,0,1,0.8,0.0,0,0.0,0,131,1,0
Jack Jones,29050,CB,ARIZONA ST,12,0,0,110,52.0,0,0,4,1.2,0.0,0,2,0.0,0,337,4,0,0,54.4,0,0,2,1.6,0.0,0,0.0,0,127,2,0
Ykili Ross,29051,CB,UTEP,9,0,0,330,60.0,0,0,1,0.6,0.0,0,5,0.0,0,177,1,0,0,,0,0,0,0.0,,0,,0,36,0,0
Kirk Livingstone,29052,ED,USF,12,0,0,327,69.9,4,17,217,99.1,10.6,23,1,5.8,2,229,227,23,0,73.0,1,7,61,98.5,13.1,8,9.8,2,67,66,10
Malik Dixon,29053,S,RUTGERS,10,0,0,278,59.0,0,0,2,1.4,0.0,0,0,0.0,0,143,2,0,0,,0,0,0,0.0,,0,,0,49,0,0
Richard Burney,29120,DI,VIRGINIA,12,1,0,335,65.3,2,8,168,100.0,7.1,12,0,4.2,2,176,176,12,0,71.2,0,7,49,100.0,18.4,9,9.2,1,52,52,8
