player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Chris Lindstrom,46692,G,BOSTON COL,12,100.0,0,121,75.9,91.6,70.7,0,4,363,100.0,100.0,99.4,1,4,0,864,0,0,0,864,371,371,862,2,493,0
Jack Kramer,37006,C,BOWL GREEN,12,100.0,0,122,67.5,76.9,62.2,1,13,442,100.0,100.0,98.0,1,16,2,863,453,408,0,863,476,476,0,0,387,0
Zac Ricketts,36953,G,BALL ST,11,100.0,1,117,60.9,73.1,56.2,3,13,491,100.0,100.0,98.4,3,16,0,861,0,781,0,861,520,520,78,0,341,1
Larry Williams,46718,G,OKLA STATE,12,100.0,0,262,58.4,64.1,56.3,4,16,464,100.0,100.0,96.8,4,25,5,857,0,72,0,857,495,495,785,0,362,0
Bryce Harris,36827,C,TOLEDO,12,100.0,1,316,77.2,74.0,78.0,0,8,423,100.0,100.0,98.8,5,9,1,857,857,0,0,857,451,451,0,0,406,0
Javon Patterson,46040,G,OLE MISS,12,100.0,0,226,65.2,86.9,56.8,1,8,493,100.0,100.0,99.1,2,9,0,856,0,856,0,856,524,524,0,0,332,0
Dennis Edwards,46624,G,PURDUE,12,100.0,1,273,60.3,76.9,50.8,0,12,511,100.0,100.0,98.6,3,13,1,856,0,144,1,856,545,545,710,0,311,0
Kody Russey,41726,C,LA TECH,12,100.0,0,208,71.8,76.3,68.3,3,13,496,100.0,100.0,98.0,2,18,2,856,856,0,0,856,521,521,0,0,335,0
Sam Pierce,46966,T,RICE,13,100.0,0,275,62.5,64.5,60.1,1,16,401,100.0,100.0,97.1,5,20,3,853,0,0,2,853,419,419,0,832,434,19
Ford Higgins,41067,C,NAVY,13,100.0,0,237,77.5,75.5,76.9,1,4,157,100.0,100.0,98.4,3,5,0,853,797,0,54,853,168,168,0,0,685,2
Matt Peart,46179,T,UCONN,12,100.0,0,146,68.1,75.5,70.7,4,13,400,100.0,100.0,97.4,11,19,2,853,0,3,0,853,424,424,0,845,429,4
Jake Nelson,59915,T,NEVADA,12,99.8,0,239,71.2,80.5,62.9,2,14,491,99.6,99.6,98.0,2,18,2,852,0,0,824,854,511,513,0,0,341,30
Braylon Jones,26635,G,HOUSTON,12,100.0,0,182,62.1,68.2,59.6,1,11,448,100.0,100.0,98.4,2,13,1,852,0,0,0,852,482,482,852,0,370,0
Addison Ooms,28209,C,CAL,12,100.0,0,130,60.1,50.9,63.4,1,17,467,100.0,100.0,97.4,5,21,3,852,852,0,0,852,492,492,0,0,360,0
Matt Farniok,41585,T,NEBRASKA,12,100.0,1,238,54.0,48.4,56.2,3,25,453,100.0,100.0,96.2,5,31,3,851,0,0,7,851,471,471,0,843,380,0
Will Ulmer,41256,T,MARSHALL,12,100.0,0,214,64.0,56.9,66.2,8,25,452,100.0,100.0,96.1,1,34,1,851,0,0,851,851,469,469,0,0,382,0
Matt McCann,46926,T,PURDUE,12,100.0,0,273,55.8,56.5,52.7,7,14,502,100.0,100.0,97.1,4,25,4,850,0,1,0,850,536,536,144,705,314,0
Jerald Foster,45497,G,NEBRASKA,12,100.0,0,238,59.0,75.6,54.3,0,9,453,100.0,100.0,98.8,6,10,1,850,0,850,0,850,471,471,0,0,379,0
Ryan Van Demark,55113,T,UCONN,12,100.0,0,146,62.8,75.1,56.6,5,20,409,100.0,100.0,96.5,4,27,2,849,0,0,842,849,432,432,0,0,417,4
Dustin Woodard,27124,G,MEMPHIS,12,100.0,0,218,83.8,89.7,83.3,0,6,372,100.0,100.0,98.9,3,7,1,849,7,0,0,849,399,399,842,0,450,0
Brenden Jaimes,59909,T,NEBRASKA,12,100.0,0,238,60.6,67.1,56.7,4,11,453,100.0,100.0,97.5,4,19,4,849,0,0,839,849,470,470,0,0,379,10
Alex Palczewski,59738,T,ILLINOIS,12,100.0,1,187,80.4,73.0,79.3,1,12,392,100.0,100.0,96.8,3,19,6,847,0,0,0,847,421,421,0,847,426,0
Levi Brown,36815,C,MARSHALL,12,100.0,0,214,62.3,76.5,56.6,2,16,448,100.0,100.0,97.8,3,19,1,847,847,0,0,847,465,465,0,0,382,0
Jackson Barton,46978,T,UTAH,12,100.0,0,328,69.5,84.3,60.7,0,8,395,100.0,100.0,98.7,2,9,1,846,0,0,844,846,418,418,0,0,428,0
Kendrick Green,56642,G,ILLINOIS,12,100.0,2,187,59.0,67.6,60.6,3,11,391,100.0,100.0,98.0,9,15,1,846,0,846,0,846,420,420,0,0,426,0
Chris Murray,81885,G,UCLA,12,100.0,2,324,46.8,42.0,50.6,5,21,451,100.0,100.0,96.7,9,28,2,846,197,0,0,846,471,471,649,0,375,0
Nick Allegretti,39268,G,ILLINOIS,12,100.0,1,187,77.6,90.3,73.7,0,5,392,100.0,100.0,99.4,2,5,0,846,8,0,0,846,421,421,838,0,425,0
Drew Kyser,37099,C,MEMPHIS,12,100.0,0,218,80.5,80.5,79.2,1,10,370,100.0,100.0,98.2,3,12,1,844,844,0,0,844,397,397,0,0,447,0
Dylan Parham,60953,G,MEMPHIS,12,100.0,0,218,77.2,81.9,77.3,0,9,370,100.0,100.0,98.2,7,11,2,844,0,844,0,844,397,397,0,0,447,0
Jordan Dowrey,36905,G,MARSHALL,12,100.0,0,214,66.0,71.0,65.5,2,16,447,100.0,100.0,97.8,4,19,1,843,0,843,0,843,464,464,0,0,379,0
Brian Ankerson,41827,C,S ALABAMA,12,100.0,0,288,54.2,40.7,56.6,1,11,364,100.0,100.0,97.5,2,15,3,841,841,0,0,841,389,389,0,0,452,0
Jaxson Kirkland,60215,G,WASHINGTON,12,100.0,0,340,66.9,78.0,62.3,1,13,369,100.0,100.0,97.8,3,15,1,839,0,0,0,839,393,393,839,0,446,0
Doug Kramer,41458,C,ILLINOIS,12,100.0,0,187,71.1,84.1,67.0,0,7,386,100.0,100.0,98.8,7,8,1,838,838,0,0,838,415,415,0,0,423,0
Andre Harris Jr.,58501,G,ARK STATE,12,100.0,0,113,60.3,69.8,56.8,0,6,435,100.0,100.0,99.1,3,7,1,838,0,837,0,838,458,458,0,0,380,0
Austin Schuffert,36394,T,ARMY,12,100.0,1,114,66.9,23.4,67.6,5,4,98,100.0,100.0,95.4,3,9,0,837,0,3,649,837,100,100,0,184,737,1
Carlos Johnson,28992,T,MIDDLE TN,12,99.8,1,224,59.3,77.4,49.5,2,11,468,99.6,99.6,98.0,3,16,3,837,0,0,820,839,488,490,0,1,349,14
Patrick Osterhage,34820,G,WAKE,11,100.0,0,339,60.8,69.7,56.3,1,13,401,100.0,100.0,97.8,0,16,2,836,0,54,0,836,419,419,782,0,417,0
Jake Hanson,28148,C,OREGON,12,100.0,0,264,71.5,84.1,67.8,2,9,404,100.0,100.0,98.6,4,11,0,836,835,0,0,836,430,430,0,0,406,0
