player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Logan Bonner,39990,QB,ARK STATE,4,4,3,0,0.0,0,0,2,0,0,0,2,0.0,3,4,113,2,2,49.0,78.1,83.1,75.8,,88.9,62.6,60.0,28,0,37,1,1,94,65,5,1,5,1,67,59,6.56,7.4,37.0,1
Devin Duvernay,40006,WR,TEXAS,12,8,3,0,0.0,0,0,31,3,23,2,21,59.7,1,3,311,0,0,79.4,88.3,68.7,56.1,,89.1,61.7,67.8,13,1,1300,102,442,247,0,1,125,110,1,31,24,2.67,3.4,2.94,6
Mick Assaf,40063,HB,NOTRE DAME,3,9,3,0,0.0,0,0,34,0,0,3,39,144.4,2,1,258,0,3,72.5,67.1,70.9,,,,65.6,60.0,13,0,0,0,0,10,0,0,0,9,0,34,39,4.33,3.8,,4
Tyler Simmons,40087,WR,GEORGIA,12,9,1,1,25.4,17,0,67,2,4,1,16,38.6,3,4,173,0,0,79.4,60.9,55.8,,,57.8,67.3,69.4,17,1,168,14,151,231,0,0,23,23,0,67,16,1.78,7.4,1.11,1
Darius Stubbs,40198,HB,GA STATE,2,9,1,0,0.0,0,0,-6,0,0,1,11,13.6,0,0,175,0,0,72.5,50.9,71.7,,69.7,60.0,52.3,60.0,1,0,0,0,1,11,0,0,0,9,0,-6,11,1.22,-0.7,0.0,9
Collin Hill,40245,QB,COLO STATE,3,4,0,0,0.0,0,0,-6,0,0,0,1,0.0,2,3,144,2,0,55.1,62.8,81.2,61.6,,,60.7,60.0,15,0,0,0,0,72,30,5,0,4,1,24,13,1.44,2.7,,1
Jack Lindsey,40558,QB,ARKANSAS,2,8,0,3,84.5,71,0,78,0,0,0,15,0.0,3,3,111,0,4,72.1,73.9,77.5,68.6,,,71.8,60.1,30,0,0,0,0,38,6,1,0,8,0,84,21,2.33,9.3,,3
Marquez Stevenson,41838,WR,HOUSTON,12,9,3,2,59.6,53,0,89,4,11,3,37,94.4,5,5,182,3,0,27.0,73.6,62.9,,,74.2,69.3,57.7,34,1,904,52,312,275,0,0,90,61,0,89,37,4.11,9.9,2.9,0
Jalen Virgil,41991,WR,APP STATE,12,9,4,2,76.6,36,0,47,3,5,4,37,127.6,3,3,108,0,1,74.6,68.1,47.8,,,66.5,71.4,64.5,21,1,312,20,152,166,0,0,32,29,1,47,37,4.11,5.2,2.05,0
Theo Anderson,44712,HB,BUFFALO,6,9,1,0,0.0,0,0,41,0,0,1,36,44.4,1,2,126,0,1,73.5,63.8,73.9,,,,61.5,67.1,13,0,0,0,0,20,0,0,0,9,0,41,36,4.0,4.6,,8
Cameron Montgomery,52198,HB,RICE,5,9,0,0,0.0,0,0,30,0,0,0,15,0.0,0,1,275,2,4,12.1,40.5,75.5,,0.6,29.3,52.5,60.0,8,0,8,2,14,14,0,0,2,11,0,30,15,1.67,3.3,0.57,3
Clay Markoff,57095,HB,WASH STATE,3,9,0,0,0.0,0,0,25,0,0,0,21,0.0,0,0,341,0,1,71.9,56.6,74.8,,80.1,53.2,56.0,60.0,8,0,0,0,15,14,0,0,0,9,0,25,21,2.33,2.8,0.0,7
Will Jones,57154,HB,BALL ST,8,9,2,0,0.0,0,0,47,0,1,2,29,60.4,2,3,117,0,4,73.1,63.0,77.8,,58.1,65.6,63.5,59.1,13,0,37,7,46,12,0,0,7,16,0,47,29,3.22,5.2,0.8,5
Deonte Sheffield,57203,HB,FLORIDA ST,3,9,4,1,35.4,17,0,48,0,0,4,45,222.2,2,3,167,0,1,73.1,68.9,74.6,,80.1,56.3,67.6,60.0,17,0,0,0,5,11,0,0,0,9,1,48,45,5.0,5.3,0.0,8
Ihmir Smith-Marsette,61324,WR,IOWA,12,9,4,2,65.6,61,0,93,5,5,4,17,33.3,4,4,192,0,1,77.5,72.8,64.2,,,73.0,65.3,59.4,45,2,676,42,315,218,0,0,69,51,2,93,17,1.89,10.3,2.15,0
Ra'Sean Davie,61826,HB,W MICHIGAN,3,9,2,0,0.0,0,0,35,0,0,2,21,51.9,1,1,347,0,0,73.1,72.5,71.8,,67.8,,69.8,60.0,12,0,0,0,0,12,0,0,0,9,0,35,21,2.33,3.9,,9
Keylon Stokes,65080,WR,TULSA,12,9,1,0,0.0,0,1,42,13,11,1,9,16.9,1,2,320,1,2,71.1,68.7,70.6,,,69.9,64.9,51.6,10,1,1040,62,438,346,0,0,99,71,0,42,9,1.0,4.7,2.37,2
James Harris II,77030,HB,NAVY,3,9,1,0,0.0,0,0,25,0,0,1,14,17.3,0,0,237,0,1,72.5,42.3,75.7,,13.4,,45.9,58.0,7,0,0,0,0,18,0,0,0,9,0,25,14,1.56,2.8,,0
Smoke Harris,78918,WR,LA TECH,12,9,2,1,34.9,15,0,43,4,7,2,20,35.7,1,2,208,0,6,79.2,65.9,86.2,,,65.4,67.1,57.6,15,0,348,47,214,161,0,0,65,56,1,43,20,2.22,4.8,1.63,2
Ben VanSumeren,82523,HB,MICHIGAN,4,9,0,0,0.0,0,0,17,0,0,0,12,0.0,0,2,222,1,1,21.8,43.8,73.0,,76.6,58.7,46.9,60.0,3,0,0,0,2,12,0,0,0,9,1,17,12,1.33,1.9,0.0,8
Jordan Weeks,83585,QB,UTSA,3,7,3,0,0.0,0,0,8,0,0,2,19,77.6,0,1,331,4,0,28.7,54.3,41.3,59.1,,,45.6,60.0,9,1,0,0,0,43,13,2,0,7,0,21,31,3.44,2.3,,4
Jacob Sirmon,83590,QB,WASHINGTON,5,9,0,0,0.0,0,0,-12,0,0,0,0,0.0,0,0,340,1,0,71.7,70.3,72.8,69.3,,,62.5,60.0,1,0,0,0,0,19,0,0,0,9,0,-12,0,0.0,-1.3,,0
Tyler Allgeier,83639,LB,BYU,3,9,3,1,45.2,19,0,42,0,3,3,44,244.4,1,2,128,0,2,73.2,74.6,75.4,,76.6,91.4,65.6,58.7,19,0,67,3,10,15,0,0,3,12,0,42,44,4.89,4.7,6.7,7
Ahrod Lloyd,83683,HB,INDIANA,4,9,0,0,0.0,0,0,17,0,0,0,13,0.0,0,1,190,0,0,73.2,58.8,74.2,,78.6,53.2,59.4,60.0,7,0,0,0,11,11,0,0,1,9,0,17,13,1.44,1.9,0.0,9
KeShawn McClendon,83805,HB,W KENTUCKY,5,9,2,1,42.9,24,0,56,0,0,2,19,46.9,1,3,346,0,5,73.1,63.2,73.2,,72.9,56.2,63.8,59.0,24,0,0,0,6,12,0,0,0,9,0,56,19,2.11,6.2,0.0,4
Rondarius Gregory,97071,HB,N ILLINOIS,2,9,0,1,76.7,33,0,43,0,0,0,21,0.0,1,1,254,0,3,72.5,54.4,74.7,,72.9,58.6,54.8,60.0,33,0,0,0,2,16,0,0,0,9,0,43,21,2.33,4.8,0.0,6
Chris Lovick,97101,HB,TULSA,1,9,1,0,0.0,0,0,36,0,0,1,21,25.9,0,3,320,0,3,72.5,69.7,70.6,,73.7,60.0,67.7,,7,0,0,0,1,9,0,0,0,9,0,36,21,2.33,4.0,0.0,6
Jirehl Brock,97291,HB,IOWA STATE,3,9,3,0,0.0,0,0,47,0,0,3,28,103.7,3,2,193,1,1,21.8,53.6,72.9,,74.7,57.7,51.1,76.5,13,0,0,0,2,12,0,0,0,9,0,47,28,3.11,5.2,0.0,8
Deion Hankins,97310,HB,UTEP,2,9,4,1,51.2,21,0,41,0,0,4,32,158.0,2,2,330,0,2,72.5,69.1,70.7,,72.2,,67.0,,21,0,0,0,0,9,0,0,0,9,0,41,32,3.56,4.6,,7
Treylon Burks,99218,WR,ARKANSAS,11,8,2,0,0.0,0,0,24,5,6,2,15,40.5,1,1,111,0,6,82.8,67.9,55.2,60.0,,70.5,58.1,50.1,11,2,475,29,260,154,11,1,58,37,0,35,16,1.78,3.9,1.83,0
Nathaniel Peat,100586,HB,STANFORD,9,9,5,0,0.0,0,0,57,1,3,5,35,222.2,2,3,300,0,0,72.6,69.9,75.5,,67.5,63.9,72.8,59.1,14,0,43,5,22,16,0,0,7,14,0,57,35,3.89,6.3,1.95,4
Dee Baker,100838,HB,SO MISS,2,9,0,1,40.5,15,0,37,0,0,0,18,0.0,2,3,296,1,2,25.0,49.2,71.8,,,,51.4,60.0,15,0,0,0,0,10,0,0,0,9,0,37,18,2.0,4.1,,7
David Ellis,101663,WR,INDIANA,12,9,0,1,32.1,17,0,53,1,3,0,15,20.0,1,3,190,0,4,56.2,67.0,82.5,75.8,,62.6,74.6,52.8,17,0,173,16,100,69,0,0,24,25,1,53,15,1.67,5.9,1.73,4
Anthony Adkins,102880,HB,ARMY,2,9,1,0,0.0,0,0,36,0,0,1,20,24.7,0,3,114,0,0,72.5,72.9,73.2,,,,70.7,59.5,8,0,0,0,0,11,0,0,0,9,1,36,20,2.22,4.0,,0
Chico McClatcher,47502,WR,WASHINGTON,9,8,2,1,54.3,19,0,35,1,2,2,13,32.5,1,3,340,0,0,76.3,65.8,79.9,,63.9,65.4,61.8,61.0,19,0,100,12,76,44,0,0,17,20,0,35,13,1.63,4.4,1.32,2
Dawson Schick,100195,HB,W MICHIGAN,2,8,2,0,0.0,0,0,32,0,0,2,16,50.0,0,1,347,0,0,71.9,66.3,70.2,,,,65.0,60.0,8,0,0,0,0,9,0,0,0,8,0,32,16,2.0,4.0,,8
Quadry Jones,77640,QB,UCF,3,8,0,0,0.0,0,0,2,0,0,0,6,0.0,0,1,323,1,0,22.6,68.3,74.9,91.6,,,49.4,60.0,6,0,0,0,0,38,0,0,0,8,0,2,6,0.75,0.3,,5
Jacquez Sloan,61821,WR,W KENTUCKY,12,8,2,3,70.0,56,0,80,2,5,2,19,40.5,4,5,346,0,2,77.1,69.1,84.5,37.5,,68.9,73.7,53.8,21,1,271,33,196,154,0,0,48,41,2,80,19,2.38,10.0,1.38,0
Tyjon Lindsey,61489,WR,OREGON ST,10,8,0,2,59.2,42,0,71,4,0,0,12,0.0,3,3,265,1,0,34.7,55.4,54.8,,,52.4,68.8,68.1,24,2,209,18,204,163,0,0,32,26,1,71,12,1.5,8.9,1.02,0
Brady Schipper,84518,HB,WISCONSIN,3,8,0,0,0.0,0,0,25,0,0,0,18,0.0,0,1,349,0,6,71.9,65.6,73.7,,74.7,56.4,65.5,60.0,8,0,0,0,5,10,0,0,1,8,0,25,18,2.25,3.1,0.0,2
Stetson Bennett,60387,QB,GEORGIA,4,6,2,0,0.0,0,0,-9,0,0,1,6,16.7,1,2,173,0,1,71.1,75.3,77.2,73.6,,,64.7,60.0,14,0,0,0,0,46,15,2,0,6,1,6,14,1.75,0.8,,1
Isaiah Williams,97156,QB,ILLINOIS,3,5,2,0,0.0,0,0,-1,0,0,0,6,0.0,0,0,187,2,2,25.3,47.2,72.8,60.6,,,43.4,60.0,5,0,0,0,0,9,13,3,0,5,0,12,17,2.13,1.5,,2
Maurice Burkley,57276,HB,LOUISVILLE,4,8,7,0,0.0,0,0,43,0,0,7,33,360.9,2,2,210,0,0,72.2,69.8,74.7,,46.2,58.4,70.2,59.9,12,0,0,0,2,10,0,0,0,8,0,43,33,4.13,5.4,0.0,8
Daimarqua Foster,97186,HB,TCU,1,8,3,2,66.7,44,0,66,0,0,3,42,196.9,2,3,305,0,3,72.5,93.2,71.1,,74.6,58.6,91.0,,22,0,0,0,2,9,0,0,0,8,1,66,42,5.25,8.3,0.0,5
Malik Henry,41440,QB,NEVADA,3,3,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,239,3,0,25.1,61.4,27.1,64.8,,,50.9,60.0,13,2,0,0,0,77,32,5,0,3,0,32,24,3.0,4.0,,2
T.J. Hammonds,41365,HB,ARKANSAS,6,8,1,2,67.7,44,0,65,0,1,1,22,45.8,2,2,111,0,4,73.0,71.8,76.5,,78.4,65.5,72.6,58.2,29,0,10,4,17,12,0,0,4,12,0,65,22,2.75,8.1,0.59,3
Deangelo Antoine,47557,WR,FAU,12,8,2,2,78.1,114,0,146,2,8,2,27,52.7,2,2,165,0,5,77.6,77.6,84.9,,68.4,76.6,73.8,62.9,66,0,660,56,246,210,0,0,75,64,1,146,27,3.38,18.3,2.68,0
Nick Patti,77614,QB,PITTSBURGH,6,5,0,0,0.0,0,0,14,0,0,0,8,0.0,1,0,268,0,1,71.4,63.0,78.4,62.3,,,59.7,60.1,10,0,0,0,0,48,9,3,0,5,0,23,20,2.5,2.9,,0
Joshua Fleeks,78088,WR,BAYLOR,12,8,2,0,0.0,0,0,23,1,3,2,12,25.0,0,1,118,0,3,75.6,67.2,82.4,,,68.8,54.4,62.7,8,0,253,22,112,95,0,0,32,30,1,23,12,1.5,2.9,2.26,1
Kendric Pryor,40408,WR,WISCONSIN,12,8,3,3,83.9,141,0,168,0,4,3,64,215.4,3,4,349,0,1,73.8,74.2,86.1,,,70.5,86.2,56.2,66,0,252,18,136,190,0,0,24,26,2,168,64,8.0,21.0,1.85,0
Nick Starkel,40326,QB,ARKANSAS,8,7,0,0,0.0,0,0,-9,0,0,0,2,0.0,0,0,111,4,3,75.0,56.5,83.9,57.6,,,42.3,60.1,8,0,0,0,0,127,8,1,0,7,0,-1,4,0.5,-0.1,,1
Danny Smith,83638,HB,BOISE ST,3,8,0,1,51.6,16,0,31,0,0,0,18,0.0,1,1,120,0,5,71.9,60.7,73.2,,70.8,58.2,60.8,59.9,16,0,0,0,2,10,0,0,1,8,0,31,18,2.25,3.9,0.0,2
Giles Jackson,101695,WR,MICHIGAN,9,8,1,2,64.2,43,0,67,0,2,1,16,46.2,3,3,222,0,4,76.6,65.7,0.0,,,73.5,60.3,60.2,22,1,85,5,16,24,0,0,8,13,1,67,16,2.0,8.4,5.31,0
Mike Epstein,57237,HB,ILLINOIS,1,8,1,0,0.0,0,0,45,0,0,1,28,43.8,1,3,187,0,2,71.9,72.5,73.3,,36.5,53.7,74.9,64.1,14,0,0,0,9,14,0,0,0,8,0,45,28,3.5,5.6,0.0,6
Mo Hasan,40296,QB,VANDERBILT,1,7,1,1,55.3,21,0,34,0,0,0,12,0.0,2,2,333,0,2,71.1,68.3,74.7,68.2,,,62.0,60.0,21,0,0,0,0,24,4,1,0,7,0,38,24,3.0,4.8,,4
Hayden Wolff,98362,QB,DOMINION,3,3,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,263,4,0,43.2,50.6,81.8,52.9,,60.0,42.4,60.0,5,0,0,0,1,64,17,5,0,3,0,15,16,2.0,1.9,0.0,2
Abram Smith,57158,HB,BAYLOR,4,8,6,1,42.9,15,0,35,0,0,6,40,375.0,1,3,118,1,4,21.7,66.1,72.2,,69.7,57.9,65.8,58.9,15,0,0,0,3,14,0,0,0,8,1,35,40,5.0,4.4,0.0,4
Markice Hurt Jr.,57153,HB,BALL ST,2,8,1,0,0.0,0,0,17,0,0,1,13,20.3,0,1,117,0,1,72.2,64.0,71.4,,75.7,58.9,63.0,60.0,5,0,0,0,2,9,0,0,0,8,0,17,13,1.63,2.1,0.0,7
Jawaun Johnson,100872,HB,LA TECH,1,8,4,1,30.6,15,0,49,0,0,4,27,168.8,1,4,208,0,1,71.9,84.8,70.9,,,59.9,80.3,,15,0,0,0,1,8,0,0,0,8,1,49,27,3.38,6.1,0.0,6
Deuce Wallace,40169,QB,VANDERBILT,9,4,0,0,0.0,0,0,10,0,0,0,0,0.0,1,1,333,1,0,56.1,28.6,81.2,28.5,,,53.6,60.1,13,0,0,0,0,67,14,4,0,4,0,24,12,1.5,3.0,,0
Eli Peters,40041,QB,TOLEDO,5,2,1,0,0.0,0,0,1,0,0,0,2,0.0,2,2,316,7,1,15.7,54.9,83.0,55.2,,,49.5,60.0,23,0,0,0,0,147,62,6,0,2,0,63,16,2.0,7.9,,1
Demari Simpkins,47553,WR,UTAH,12,8,1,0,0.0,0,0,35,3,5,1,5,10.4,1,1,328,3,3,25.4,60.4,86.3,,61.9,62.7,40.1,67.1,13,1,321,28,190,217,0,0,35,36,1,35,5,0.63,4.4,1.69,0
Shaun Peterson Jr.,83662,HB,FIU,5,8,0,0,0.0,0,0,32,0,0,0,28,0.0,0,2,166,0,0,72.2,77.2,72.0,,60.5,59.9,74.4,58.2,7,0,0,0,1,14,0,0,0,8,0,32,28,3.5,4.0,0.0,8
Chadarius Townsend,61105,HB,ALABAMA,2,8,4,0,0.0,0,0,22,0,0,4,22,137.5,0,2,103,0,3,71.9,67.5,72.8,,,,65.9,60.0,9,0,0,0,0,10,0,0,0,8,0,22,22,2.75,2.8,,5
Simi Bakare,83715,HB,MISSOURI,2,8,2,1,43.2,16,0,37,0,0,2,29,90.6,2,2,229,0,1,71.9,72.7,71.6,,72.7,57.4,71.2,,16,0,0,0,3,8,0,0,0,8,0,37,29,3.63,4.6,0.0,7
Jack Tuttle,83580,QB,INDIANA,5,8,2,0,0.0,0,0,28,0,0,2,20,62.5,0,1,190,0,3,72.1,51.8,76.0,44.2,,,60.5,60.0,6,0,0,0,0,43,0,0,0,8,0,28,20,2.5,3.5,,4
T.J. Pledger,77755,HB,OKLAHOMA,4,8,1,1,25.8,16,0,62,0,0,1,19,29.7,3,3,261,0,4,27.4,72.4,72.1,,73.4,56.8,72.4,58.7,16,0,0,0,5,11,0,0,0,8,0,62,19,2.38,7.8,0.0,4
Maurice Ffrench,39871,WR,PITTSBURGH,10,8,1,0,0.0,0,0,26,4,21,1,16,47.8,1,2,268,3,0,48.2,69.8,43.6,,,71.1,54.9,61.9,14,2,684,84,412,191,0,0,109,92,0,26,16,2.0,3.3,1.66,0
Terrion Avery,102877,HB,S ALABAMA,3,8,1,0,0.0,0,0,13,0,0,1,15,23.4,0,2,288,0,3,72.2,58.8,73.5,,,57.3,59.7,57.6,3,0,0,0,3,12,0,0,0,8,0,13,15,1.88,1.6,0.0,5
Jeff Thomas,61425,WR,MIAMI FL,10,7,1,1,34.8,16,1,46,0,5,1,16,36.1,2,2,220,2,1,60.1,72.3,53.6,,67.5,71.2,67.5,71.4,16,2,379,31,234,117,0,0,44,38,0,46,16,2.29,6.6,1.62,0
Tony Brown,83754,HB,S ALABAMA,2,7,3,0,0.0,0,0,42,0,0,3,22,134.7,2,3,288,1,3,19.3,60.4,71.8,,,60.0,61.3,54.4,14,0,0,0,1,12,0,0,0,7,0,42,22,3.14,6.0,0.0,4
Joe Critchlow,51996,QB,BYU,3,7,0,0,0.0,0,0,-8,0,0,0,1,0.0,0,0,128,1,0,71.1,77.6,75.8,78.9,,,60.3,60.0,2,0,0,0,0,38,0,0,0,7,0,-8,1,0.14,-1.1,,0
Tylan Knight,83710,WR,OLE MISS,11,7,2,0,0.0,0,0,38,2,0,2,27,59.3,2,3,226,0,2,72.9,53.3,78.6,,,50.7,69.4,45.6,11,0,33,6,69,36,0,0,11,13,0,38,27,3.86,5.4,0.48,5
Mitchell Burton,56053,HB,MIAMI OH,2,7,0,0,0.0,0,0,18,0,0,0,10,0.0,0,1,221,0,1,71.9,59.2,70.7,,,,59.3,60.0,9,0,0,0,0,8,0,0,0,7,0,18,10,1.43,2.6,,6
Michael Kopaygorodsky,55078,HB,CINCINNATI,2,7,2,0,0.0,0,0,26,0,0,2,19,77.6,1,2,138,0,1,71.6,67.3,70.1,,,,66.3,59.1,12,0,0,0,0,9,0,0,0,7,1,26,19,2.71,3.7,,6
Jaylond Adams,61665,WR,SO MISS,9,7,1,0,0.0,0,0,16,3,4,1,22,28.6,0,0,296,0,1,84.2,70.2,34.6,,,72.0,51.7,66.5,4,2,485,48,277,212,0,0,61,55,0,16,22,3.14,2.3,1.75,4
Micah Cooper,99486,HB,OKLA STATE,2,7,1,0,0.0,0,0,12,0,0,1,8,16.3,0,1,262,0,5,71.9,57.5,70.9,,,59.8,58.4,60.0,6,0,0,0,1,9,0,0,0,7,1,12,8,1.14,1.7,0.0,2
Sean Dollars,71332,HB,OREGON,2,7,1,1,77.8,63,0,81,0,0,1,23,36.5,1,3,264,0,0,71.5,68.8,73.7,,,66.3,67.8,,63,0,1,2,5,7,0,0,2,9,0,81,23,3.29,11.6,0.2,7
A'Montae Spivey,99151,HB,ARKANSAS,2,7,2,0,0.0,0,0,17,0,0,2,20,81.6,0,1,111,1,3,19.3,49.8,71.2,,19.8,60.0,52.8,58.7,7,0,0,0,1,9,0,0,1,7,0,17,20,2.86,2.4,0.0,3
Fred Orr,99144,HB,TENNESSEE,1,7,4,0,0.0,0,0,32,1,0,4,21,171.4,1,2,307,0,1,71.3,62.9,70.9,,,44.5,69.4,60.0,12,0,0,0,1,8,0,0,1,7,0,32,21,3.0,4.6,0.0,6
Kelan Walker,77749,HB,HOUSTON,2,7,0,0,0.0,0,0,30,0,1,0,15,26.8,0,1,182,0,1,72.0,62.1,70.6,,,62.9,61.4,60.0,9,0,4,1,4,8,0,0,1,8,0,30,15,2.14,4.3,1.0,6
Eli Stove,40061,WR,AUBURN,12,7,1,1,63.2,36,0,57,2,6,1,16,37.2,2,3,115,0,0,74.7,64.4,86.3,,,62.9,67.9,63.3,36,0,310,36,219,218,0,0,51,43,1,57,16,2.29,8.1,1.42,0
Connor Blumrick,60558,HB,TEXAS A&M,3,7,0,0,0.0,0,0,28,0,0,0,16,0.0,1,1,312,1,1,19.3,52.1,71.4,,,56.5,53.2,60.0,11,0,0,0,4,8,0,0,0,7,0,28,16,2.29,4.0,0.0,6
Ethan Long,97598,QB,ARIZONA ST,6,6,2,1,50.0,16,0,28,0,0,1,20,55.6,1,1,110,0,5,70.5,49.1,73.3,,,56.4,53.0,60.0,16,0,0,0,4,9,4,1,0,6,0,32,24,3.43,4.6,0.0,1
Naveon Mitchell,75900,WR,NEW MEX ST,8,7,1,0,0.0,0,0,28,6,4,1,23,65.7,0,0,242,3,0,14.4,54.8,38.8,,75.5,56.7,51.0,53.6,8,2,263,18,158,87,0,0,28,25,0,28,23,3.29,4.0,1.66,7
Josh Foley,75901,HB,NEW MEX ST,1,7,0,1,43.1,22,0,51,0,0,0,21,0.0,1,3,242,0,0,71.3,74.1,72.0,,,54.4,74.3,60.0,22,0,0,0,5,8,0,0,0,7,0,51,21,3.0,7.3,0.0,7
CeeDee Lamb,61570,WR,OKLAHOMA,11,7,2,1,55.3,21,1,38,2,18,2,11,55.1,1,2,261,1,4,69.0,87.8,18.5,,,88.8,70.3,70.8,21,5,1033,50,271,274,0,0,70,57,1,38,11,1.57,5.4,3.81,0
Jordan Yates,97416,QB,GA TECH,3,5,0,0,0.0,0,0,24,0,0,0,9,0.0,1,2,176,0,1,70.2,61.8,74.2,62.1,,,59.4,60.0,13,0,0,0,0,15,11,2,0,5,0,35,15,2.14,5.0,,4
Terrance Gipson,97413,QB,SMU,2,6,1,0,0.0,0,0,27,0,0,1,9,25.0,2,3,287,0,0,70.4,72.9,74.1,63.8,,,67.6,60.0,11,0,0,0,0,29,10,1,0,6,0,37,29,4.14,5.3,,6
Coco Azema,97353,HB,NWESTERN,1,7,3,3,82.9,102,0,123,0,0,3,45,275.5,3,5,256,0,2,71.9,88.9,71.4,,67.9,59.8,84.6,59.7,62,0,0,0,1,12,0,0,0,7,1,123,45,6.43,17.6,0.0,5
Christian Malloy,76560,HB,GA TECH,3,7,2,1,53.1,17,0,32,0,0,2,10,40.8,1,2,176,0,2,71.3,66.7,0.0,,61.2,56.5,71.1,59.7,17,1,0,0,5,11,0,0,0,7,0,32,10,1.43,4.6,0.0,5
Willie Johnson,41116,WR,MARSHALL,12,7,2,4,109.5,127,0,116,2,1,2,16,36.1,4,4,214,0,0,76.1,63.2,17.2,,,61.7,75.5,58.2,42,2,279,12,163,164,0,0,27,19,2,116,16,2.29,16.6,1.71,0
Markis McCray,27009,WR,LA MONROE,12,7,3,2,68.3,56,0,82,5,12,3,40,153.1,2,2,209,2,2,41.4,63.7,22.7,,,63.9,69.4,58.3,39,3,572,49,318,282,0,0,67,56,0,82,40,5.71,11.7,1.8,0
Trey Potts,101647,HB,MINNESOTA,2,7,0,2,78.4,40,0,51,0,0,0,12,0.0,2,3,225,0,6,71.3,67.1,69.9,,72.7,,65.3,,24,0,0,0,0,7,0,0,0,7,1,51,12,1.71,7.3,,1
Kyle Williams,42191,WR,ARIZONA ST,12,7,2,0,0.0,0,1,34,3,7,2,21,54.0,1,1,110,0,0,75.2,58.9,17.8,,,57.7,65.4,69.5,13,3,407,43,342,201,0,0,62,50,0,34,21,3.0,4.9,1.19,6
Landon Brown,60427,QB,LIBERTY,6,6,0,0,0.0,0,0,-11,0,0,0,0,0.0,0,0,206,1,0,26.0,46.2,74.8,57.9,,,42.5,60.0,1,1,0,0,0,27,1,1,0,6,0,-10,0,0.0,-1.4,,0
Javohn Jones,45044,HB,NEW MEXICO,4,7,1,0,0.0,0,0,15,0,0,1,19,24.7,0,0,241,0,1,71.8,62.2,74.9,,24.1,75.5,59.3,56.4,9,0,24,4,17,11,0,0,4,11,0,15,19,2.71,2.1,1.41,6
Terrick Smalls Jr.,84535,HB,CHARLOTTE,1,7,0,0,0.0,0,0,32,0,0,0,16,0.0,0,2,136,0,1,71.3,61.4,70.4,,,,61.1,,8,0,0,0,0,7,0,0,0,7,0,32,16,2.29,4.6,,6
Lorenzo Harrison III,45821,HB,MARYLAND,3,7,4,2,71.4,50,0,70,0,0,4,54,440.8,2,3,215,0,2,71.3,71.7,71.9,,,55.5,72.5,,30,0,0,0,5,7,0,0,0,7,0,70,54,7.71,10.0,0.0,4
Amon-Ra St. Brown,84470,WR,USC,12,7,2,1,61.7,37,0,60,5,17,2,45,162.9,1,2,326,0,0,83.8,72.8,69.3,,,70.6,84.9,70.0,37,1,879,68,488,269,0,0,93,75,1,60,45,6.43,8.6,1.8,7
Isaiah Hamilton,84401,WR,S JOSE ST,12,7,1,0,0.0,0,0,32,2,5,1,15,25.7,2,2,285,0,3,75.7,76.9,83.8,,,77.8,61.5,50.7,13,0,718,43,266,111,0,0,62,50,0,32,15,2.14,4.6,2.7,0
Akilian Butler,47457,WR,BOISE ST,12,7,1,2,74.5,38,2,51,2,5,1,15,37.8,2,2,120,0,0,74.3,56.8,43.2,,69.4,55.4,64.8,65.3,23,3,313,27,327,249,0,0,48,34,1,51,15,2.14,7.3,0.96,1
Artur Sitkowski,83547,QB,RUTGERS,3,3,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,278,0,0,72.0,51.3,48.6,53.6,,55.9,51.0,60.0,3,1,0,0,1,62,8,4,0,3,0,5,2,0.29,0.7,0.0,1
Jake Neatherton,57364,HB,OHIO,2,7,0,0,0.0,0,0,15,0,0,0,15,0.0,0,0,259,0,0,71.3,54.0,0.0,,72.6,,58.7,60.0,8,1,0,0,0,8,0,0,0,7,0,15,15,2.14,2.1,,7
Kirk Rygol,101061,QB,USF,5,5,2,0,0.0,0,0,28,0,0,1,18,72.0,3,4,327,0,1,70.7,69.5,76.8,65.2,,,67.7,60.0,13,0,0,0,0,34,13,2,0,5,0,41,39,5.57,5.9,,2
Malik Murray,61276,WR,GA SOUTHRN,12,6,0,2,81.4,35,0,43,2,5,0,12,45.5,2,2,174,1,0,72.6,61.5,82.7,,,60.2,63.2,62.0,18,0,176,16,110,188,0,0,23,22,0,43,12,2.0,7.2,1.6,3
Jalen Holston,57469,HB,VA TECH,1,6,0,0,0.0,0,0,19,0,0,0,11,0.0,1,2,337,0,0,70.5,57.7,74.0,,49.0,53.8,60.2,59.6,10,0,0,0,11,8,0,0,0,6,0,19,11,1.83,3.2,0.0,6
