player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Layne Hatcher,82068,QB,ARK STATE,9,26,4,1,9.9,15,0,57,0,0,1,23,3.4,5,11,113,8,8,47.9,80.5,76.8,85.6,,,46.2,60.1,15,2,0,0,0,255,95,23,0,26,1,152,50,1.02,3.1,,2
Jared Wilson,83753,HB,S ALABAMA,12,49,14,2,28.0,49,1,175,1,0,14,168,96.0,5,11,288,1,20,58.6,55.9,2.6,,84.3,43.2,62.3,44.4,26,2,7,1,36,95,0,0,3,50,1,175,168,3.43,3.6,0.19,28
Kay'Ron Lynch-Adams,101643,HB,RUTGERS,9,48,10,1,10.6,17,0,160,0,1,10,126,57.8,2,6,278,1,12,58.3,65.6,78.4,,67.6,69.0,64.7,55.5,17,0,47,2,24,67,0,0,2,50,1,160,126,2.63,3.3,1.96,35
Clayton Tune,77652,QB,HOUSTON,7,31,6,5,46.3,176,0,236,0,0,5,112,58.3,9,14,182,4,10,50.6,66.9,85.6,63.3,,,66.5,60.0,68,2,0,0,0,206,144,17,0,31,2,380,141,2.94,7.9,,10
Dameon Pierce,83659,HB,FLORIDA,11,48,12,3,52.8,143,0,271,0,3,12,223,134.0,6,9,163,1,16,58.8,63.5,81.3,,82.7,55.4,65.6,53.7,75,0,30,4,60,69,0,0,4,52,4,271,223,4.65,5.6,0.5,32
Markese Stepp,83786,HB,USC,6,48,18,6,43.3,133,0,307,0,0,18,197,153.9,10,23,326,1,13,57.3,79.5,0.0,,77.0,52.4,79.4,60.0,35,1,0,0,22,53,0,0,0,48,3,307,197,4.1,6.4,0.0,35
D'Eriq King,26636,QB,HOUSTON,4,35,13,2,12.3,43,0,199,0,0,7,109,62.3,16,19,182,2,14,66.2,75.5,83.3,59.9,,,86.7,60.0,35,0,0,0,0,144,151,12,0,35,6,350,195,4.15,7.4,,10
Stephon Huderson,57434,TE,TULANE,11,47,8,3,34.6,99,0,286,1,1,8,145,55.5,5,14,319,0,20,82.4,68.7,86.2,,42.8,53.1,72.8,62.3,55,0,70,3,84,140,0,0,5,50,1,286,145,3.09,6.1,0.83,24
Matt Corral,83517,QB,OLE MISS,10,27,14,3,26.9,59,0,107,0,0,8,63,69.1,11,17,226,8,1,37.9,70.0,57.7,70.4,,50.0,60.7,60.0,23,3,0,0,2,188,112,19,0,27,1,219,157,3.41,4.8,0.0,20
Nick Gibson,34474,HB,MISS STATE,10,46,16,7,50.7,192,0,379,1,2,16,190,151.7,10,15,227,2,13,32.5,75.9,79.9,,16.8,54.4,84.1,55.4,47,0,28,3,61,71,0,0,4,49,5,379,190,4.13,8.2,0.46,33
Tyler Vitt,83566,QB,TEXAS ST,9,39,10,2,15.2,32,0,146,1,0,7,107,48.0,9,12,314,6,11,62.4,75.5,71.2,73.9,,53.1,67.0,60.1,25,2,8,1,3,145,64,7,2,40,0,210,188,4.09,4.6,2.67,5
Sheriron Jones,33910,QB,NEW MEXICO,6,40,8,4,42.3,102,0,210,0,0,6,102,38.3,10,15,241,4,7,27.2,48.1,82.5,43.6,62.2,,59.1,60.1,35,0,0,0,0,141,31,6,0,40,3,241,113,2.46,5.2,,25
Tevaka Tuioti,40663,QB,NEW MEXICO,9,30,13,2,11.2,38,0,120,0,0,5,73,40.6,13,14,241,7,8,40.3,70.3,86.0,66.8,,,67.3,60.1,48,0,0,0,0,230,218,16,0,30,0,338,196,4.26,7.3,,17
Will Levis,83542,QB,PENN STATE,7,44,14,2,31.2,79,0,248,0,0,14,209,151.1,5,15,266,4,24,29.6,57.3,80.5,32.8,,,76.0,60.0,49,0,0,0,0,100,5,2,0,44,3,253,216,4.7,5.5,,10
Evan Hull,97302,HB,NWESTERN,4,46,9,4,57.2,163,0,285,1,0,9,210,89.3,4,11,256,1,17,56.3,62.0,78.4,,80.7,37.7,64.0,57.9,48,0,0,0,13,67,0,0,1,46,4,285,210,4.57,6.2,0.0,29
Fred Payton,82102,QB,COAST CAR,10,28,11,2,27.7,64,0,135,0,0,4,98,50.0,9,10,141,7,8,24.1,57.2,58.3,60.9,,,49.9,60.0,37,3,0,0,0,196,96,17,0,28,2,231,132,2.93,5.1,,15
Austin Jones,97183,HB,STANFORD,12,45,13,2,22.0,50,0,227,0,3,13,144,86.8,8,9,300,0,19,81.9,73.0,81.0,,62.1,77.9,72.1,60.0,35,0,108,14,72,48,0,0,18,59,1,227,144,3.2,5.0,1.5,26
Levi Lewis,60428,QB,LA LAFAYET,12,22,15,2,15.8,36,0,85,0,0,4,34,28.1,9,16,207,6,2,42.0,72.6,80.1,71.8,62.2,,60.0,60.2,19,2,0,0,0,412,143,23,0,22,3,228,113,2.51,5.1,,11
Vincent Davis,99593,HB,PITTSBURGH,9,45,17,2,39.5,100,0,253,1,0,17,170,133.8,4,11,268,1,17,81.6,71.7,81.0,,60.5,44.7,77.8,53.5,61,0,1,3,47,52,0,0,5,48,4,253,170,3.78,5.6,0.02,26
Emmanuel Esukpa,35605,HB,BYU,8,45,12,3,37.9,72,0,190,0,1,12,154,94.7,6,9,128,1,10,56.8,63.9,81.2,,63.1,55.1,65.3,56.8,32,0,12,2,45,59,0,0,2,47,2,190,154,3.42,4.2,0.27,35
Trey Smith,27042,HB,WYOMING,4,44,8,2,42.3,96,0,227,0,0,8,162,66.9,5,11,351,0,16,81.5,71.0,79.5,,77.5,54.4,70.8,53.1,80,0,0,0,13,58,0,0,0,44,3,227,162,3.68,5.2,0.0,28
Jaqwis Dancy,34243,HB,LA TECH,6,44,12,2,23.2,48,0,207,1,0,12,164,84.4,8,14,208,0,17,81.4,72.3,82.4,,68.8,59.8,76.4,53.9,31,0,65,9,75,51,0,0,11,53,2,207,164,3.73,4.7,0.87,24
Tru Wilson,21456,HB,MICHIGAN,9,44,9,2,30.0,66,0,220,0,0,9,157,69.8,4,9,222,1,15,55.8,64.1,79.9,,52.8,54.7,65.4,59.8,39,0,14,2,40,53,0,0,2,46,1,220,157,3.57,5.0,0.35,29
Trestan Ebner,57159,HB,BAYLOR,12,44,13,4,50.0,114,0,228,2,3,13,116,71.5,8,9,118,0,16,81.5,74.4,80.4,,41.5,77.8,74.5,56.3,55,0,163,15,66,57,0,0,20,59,3,228,116,2.64,5.2,2.47,27
Christian Turner,83703,HB,MICHIGAN,8,44,9,0,0.0,0,0,169,0,0,9,123,52.4,5,7,222,1,16,56.4,67.6,78.8,,52.1,71.4,66.6,58.9,13,0,13,4,32,51,0,0,5,48,1,169,123,2.8,3.8,0.41,28
Jonathan Haden,27140,HB,UAB,11,44,6,1,12.3,21,0,171,0,1,6,91,30.8,4,6,321,1,14,59.1,61.9,80.6,,70.3,54.8,61.8,59.4,21,0,40,3,42,69,0,0,5,47,0,171,91,2.07,3.9,0.95,30
Ricky Slade,83742,HB,PENN STATE,11,43,4,1,28.8,44,0,153,0,0,4,95,16.4,3,12,266,1,13,57.5,65.8,80.4,,37.2,74.5,64.5,62.5,44,0,105,11,58,72,0,0,13,54,2,153,95,2.21,3.6,1.81,28
Patrick O'Brien,40273,QB,COLO STATE,11,29,4,1,12.3,15,0,72,0,0,1,43,5.1,1,7,144,6,2,52.3,72.4,78.5,73.8,,,51.9,60.0,15,3,0,0,0,269,50,14,0,29,2,122,89,2.07,2.8,,12
Aaron Young,97161,HB,RUTGERS,12,43,8,2,21.6,33,0,153,0,2,8,126,50.5,4,8,278,1,7,68.0,64.8,81.9,60.0,51.1,68.2,67.2,55.0,17,0,113,15,69,93,0,0,21,58,0,153,126,2.93,3.6,1.64,32
Dennis Grosel,60351,QB,BOSTON COL,12,25,4,1,8.5,22,0,117,0,0,2,40,12.8,8,20,121,5,1,23.3,62.0,86.6,61.3,62.2,50.6,57.4,60.0,24,2,0,0,2,337,141,18,1,25,2,258,116,2.7,6.0,0.0,2
Antonio Williams,40197,HB,N CAROLINA,10,43,13,6,54.9,168,0,306,0,1,13,159,115.0,11,17,245,1,18,56.6,75.0,79.9,,69.8,60.3,74.0,66.8,59,0,4,2,27,53,0,0,3,45,1,306,159,3.7,7.1,0.15,23
C'Bo Flemister,83730,HB,NOTRE DAME,8,42,7,0,0.0,0,0,132,0,1,7,90,39.9,4,12,258,0,19,81.2,66.9,80.2,,60.0,59.6,67.3,57.2,12,1,13,1,25,64,0,0,1,43,5,132,90,2.14,3.1,0.52,23
Jack Plummer,83543,QB,PURDUE,7,24,10,1,8.1,18,0,69,0,0,5,33,28.6,7,9,273,5,7,61.1,67.9,85.6,66.6,,,62.0,60.0,19,1,0,0,0,152,153,18,0,24,0,222,140,3.33,5.3,,6
Nick Tronti,60409,QB,FAU,9,42,13,4,47.8,98,0,205,0,1,13,128,99.2,7,12,165,0,19,80.4,86.7,78.7,65.8,,92.2,77.3,60.0,35,0,41,1,1,84,0,0,1,43,2,205,128,3.05,4.9,41.0,21
Joachim Bangda,97184,HB,KENT STATE,8,42,11,4,44.8,126,0,281,0,0,11,190,113.1,8,13,201,0,19,81.1,71.4,79.0,,84.2,52.8,73.5,54.8,72,0,1,2,44,51,0,0,3,44,1,281,190,4.52,6.7,0.02,23
Brady White,25506,QB,MEMPHIS,12,31,2,0,0.0,0,0,-35,0,0,1,18,1.9,2,10,218,10,5,30.5,78.3,72.0,81.8,62.2,,41.6,61.4,14,3,0,0,0,392,54,11,0,31,2,19,62,1.48,0.5,,4
Khalil Herbert,41668,HB,KANSAS,4,42,18,8,72.7,282,0,388,0,0,18,219,218.3,12,15,198,0,10,81.2,87.2,81.0,,69.3,53.2,90.0,58.2,82,0,-1,1,37,54,0,0,1,43,2,388,219,5.21,9.2,-0.03,32
Jahmir Smith,83731,HB,NOTRE DAME,10,42,6,2,35.6,64,0,180,1,0,6,150,48.7,5,11,258,0,24,81.1,65.6,80.0,,56.0,47.0,67.0,68.0,40,0,12,2,30,62,0,0,3,44,2,180,150,3.57,4.3,0.4,17
Nick Nash,98679,QB,S JOSE ST,6,33,14,5,42.7,112,0,214,1,0,12,122,130.5,8,15,285,3,15,24.6,80.6,78.4,71.9,,38.5,76.5,60.0,41,0,4,1,5,52,48,8,3,34,3,262,142,3.46,6.4,0.8,17
Chez Mellusi,99597,HB,CLEMSON,10,41,7,2,27.1,73,0,269,0,0,7,172,71.6,6,11,140,0,8,81.0,73.8,0.0,,71.9,53.9,74.9,51.0,57,1,0,0,13,51,0,0,0,41,2,269,172,4.2,6.6,0.0,32
TJ McDaniel,97299,HB,SMU,6,41,3,3,53.5,129,0,241,1,1,3,151,33.5,5,11,287,0,16,81.0,69.3,78.3,,27.3,50.9,74.4,45.1,48,0,31,3,33,47,0,0,4,44,3,241,151,3.68,5.9,0.94,25
Tyler Nevens,52262,HB,S JOSE ST,9,41,10,1,16.2,23,0,142,1,1,10,130,79.3,3,6,285,0,5,81.1,67.7,80.1,,63.7,51.1,71.5,58.9,23,0,15,3,62,53,0,0,4,44,1,142,130,3.17,3.5,0.24,36
Kairee Robinson,101299,HB,S JOSE ST,8,40,12,2,21.3,37,0,174,1,1,12,121,83.7,5,10,285,0,6,81.2,69.5,0.0,,68.7,64.5,71.0,59.3,19,1,51,7,52,53,0,0,9,47,0,174,121,3.03,4.4,0.98,34
Dawson Downing,42539,HB,MISSOURI,11,40,12,4,46.7,106,0,227,1,0,12,139,86.9,7,9,229,0,11,81.1,72.1,79.6,,54.8,52.6,75.6,64.2,54,0,27,8,49,54,0,0,12,48,1,227,139,3.48,5.7,0.55,29
Isaiah Azubuike,97297,HB,ARK STATE,5,40,4,1,20.2,36,0,178,0,0,4,123,30.0,5,8,113,2,22,53.0,63.6,79.3,,27.8,50.1,68.1,60.0,36,0,-4,1,54,42,0,0,1,41,0,178,123,3.08,4.5,-0.07,17
Hunter Johnson,60362,QB,NWESTERN,6,30,4,2,21.7,40,0,121,0,0,4,78,34.7,9,14,256,5,9,29.1,49.2,26.8,44.6,,,64.8,60.0,25,3,11,0,0,130,63,10,0,30,1,184,107,2.68,4.6,,14
James Blackman,60382,QB,FLORIDA ST,11,17,5,1,18.9,35,1,55,0,0,1,16,5.5,5,5,167,7,2,29.6,66.5,75.6,68.1,62.2,50.2,52.3,60.4,35,2,0,0,1,223,130,23,0,17,1,185,121,3.03,4.6,0.0,9
Maurice Thomas,14213,HB,MIAMI OH,12,40,11,3,32.3,62,0,192,0,1,11,109,65.4,5,11,221,0,21,87.0,70.8,79.8,,48.2,63.4,71.8,60.0,23,0,22,10,35,67,0,0,14,50,0,192,109,2.73,4.8,0.63,17
Jayy McDonald,98686,HB,MIDDLE TN,11,40,12,2,51.9,108,0,208,0,0,12,177,126.4,5,7,224,0,20,81.0,71.0,80.1,,83.5,56.9,71.2,54.3,92,0,13,2,21,60,0,0,2,42,1,208,177,4.43,5.2,0.62,18
Tavion Thomas,77732,HB,CINCINNATI,4,40,11,2,28.0,53,0,189,0,0,11,107,71.8,4,12,138,2,13,28.6,69.3,77.1,,70.1,59.6,68.1,58.7,38,0,6,1,10,46,0,0,1,41,1,189,107,2.68,4.7,0.6,27
Zach Smith,25631,QB,TULSA,12,16,4,0,0.0,0,1,31,0,0,0,19,0.0,4,5,320,14,1,25.4,67.8,75.5,70.9,,,38.4,60.2,14,4,0,0,0,406,112,24,0,16,0,143,123,3.08,3.6,,7
Peter Hayes-Patrick,100194,HB,AKRON,6,40,6,0,0.0,0,0,133,0,1,6,121,50.4,1,7,102,0,4,81.1,68.1,81.2,,85.1,51.9,70.3,60.0,11,0,18,2,65,43,0,0,3,42,0,133,121,3.03,3.3,0.28,36
Michiah Burton,100234,HB,AKRON,9,39,4,1,15.6,19,0,122,0,1,4,91,26.5,3,8,102,0,5,80.7,56.4,5.2,,37.4,56.0,58.1,73.0,19,1,37,5,75,43,0,0,7,44,1,122,91,2.33,3.1,0.49,34
Mon Denson,35843,HB,S CAROLINA,5,39,6,3,47.8,108,0,226,0,0,6,187,73.8,4,11,289,2,27,28.0,64.4,78.5,,57.2,51.4,65.7,60.0,57,0,0,0,25,42,0,0,1,39,3,226,187,4.79,5.8,0.0,11
Keilan Robinson,97097,HB,ALABAMA,8,39,6,3,55.1,140,0,254,0,0,6,186,73.4,3,7,103,0,16,80.7,74.8,78.9,,46.5,54.8,73.4,60.0,74,0,0,0,8,45,0,0,1,39,2,254,186,4.77,6.5,0.0,23
Terelle West,40835,HB,MIDDLE TN,10,39,17,5,61.0,177,0,290,0,1,17,236,242.1,7,15,224,1,21,55.6,74.9,82.7,,77.0,42.7,87.0,56.5,65,0,26,6,74,90,0,0,9,45,4,290,236,6.05,7.4,0.35,18
Armani Rogers,40034,QB,UNLV,5,29,11,3,43.7,115,0,222,0,0,7,132,109.9,7,17,325,2,0,47.4,50.1,58.2,35.5,,,73.3,60.0,66,1,0,0,0,108,41,10,0,29,2,263,151,3.87,6.7,,18
Todd Centeio,60552,QB,TEMPLE,9,34,3,1,26.0,45,0,156,0,0,2,58,9.7,5,7,306,2,21,58.9,65.4,79.1,71.6,,27.4,60.6,60.0,45,0,7,1,1,64,17,4,1,35,0,173,93,2.45,4.6,7.0,7
Jafar Armstrong,61555,HB,NOTRE DAME,8,38,5,1,24.6,28,1,114,1,2,5,69,25.4,3,6,258,1,25,57.6,60.1,11.9,,74.1,62.9,59.2,55.2,28,2,92,12,72,69,0,0,19,50,0,114,69,1.82,3.0,1.28,11
Emory Jones,82111,QB,FLORIDA,10,38,4,4,33.5,75,0,224,0,0,4,128,35.5,8,13,163,0,20,79.1,80.7,79.4,77.9,,,70.0,60.0,29,0,0,0,0,84,0,0,0,38,4,224,128,3.37,5.9,,15
Jack Coan,60613,QB,WISCONSIN,12,29,1,0,0.0,0,0,20,0,0,0,15,0.0,2,6,349,9,5,62.5,79.9,80.6,80.1,,,58.3,60.5,25,1,0,0,0,472,65,9,0,29,2,85,39,1.03,2.2,,6
Daetrich Harrington,57129,HB,APP STATE,6,38,10,5,46.1,94,0,204,0,0,10,121,83.8,5,8,108,1,2,52.1,57.9,80.0,,20.6,53.8,60.3,59.7,22,0,0,0,16,45,0,0,0,38,1,204,121,3.18,5.4,0.0,36
Jarrett Guarantano,40771,QB,TENNESSEE,12,17,5,0,0.0,0,0,8,0,0,1,11,3.8,5,13,307,8,2,48.8,72.6,75.9,73.5,,56.7,55.7,60.1,13,2,0,0,1,267,130,21,0,17,0,138,74,1.95,3.6,0.0,3
Brad Anderson,57302,HB,MIDDLE TN,11,38,7,3,29.0,51,0,176,0,1,7,79,32.6,5,10,224,0,24,80.6,61.0,25.3,,36.0,52.9,68.7,61.0,18,1,33,13,127,76,0,0,15,51,0,176,79,2.08,4.6,0.26,13
Tanner Morgan,55239,QB,MINNESOTA,12,24,2,0,0.0,0,1,17,0,0,0,19,0.0,3,7,225,7,8,49.1,87.4,72.1,89.7,,79.1,50.5,61.3,17,3,0,0,0,460,85,14,0,24,1,102,68,1.79,2.7,,1
LD Brown,40346,HB,OKLA STATE,10,38,13,3,56.3,121,0,215,0,0,13,196,167.6,4,8,262,0,8,81.7,76.1,79.8,,19.0,71.3,78.3,54.9,68,0,17,2,32,54,0,0,3,40,2,215,196,5.16,5.7,0.53,28
Anthony Brown,40316,QB,BOSTON COL,6,34,1,1,20.6,28,0,116,0,0,0,41,0.0,5,20,121,2,2,66.4,65.7,70.9,57.5,,76.9,74.9,60.0,28,1,30,1,3,244,20,4,1,35,2,136,53,1.39,3.6,10.0,5
Willie Parker,40315,HB,E MICHIGAN,10,38,2,1,15.7,22,0,140,2,0,2,72,9.5,5,7,160,1,15,52.8,55.2,81.0,,76.3,33.2,58.7,60.7,22,0,-1,2,47,62,0,0,4,40,2,140,72,1.89,3.7,-0.02,23
Juma Otoviano,75903,HB,RICE,3,37,5,0,0.0,0,0,114,0,2,5,76,35.9,3,5,275,1,14,80.3,65.6,80.4,,59.1,70.4,64.2,63.1,14,0,37,3,25,49,0,0,4,40,0,114,76,2.05,3.1,1.48,21
Tyrrell Pigrome,46511,QB,MARYLAND,11,23,7,4,54.7,127,0,165,0,0,6,53,60.1,7,10,215,3,7,51.2,58.6,63.4,57.3,,,60.8,60.0,61,2,0,0,0,127,67,14,0,23,2,232,105,2.84,6.3,,4
Nathan Tilford,57134,HB,ARIZONA,9,37,12,6,60.5,138,0,228,0,0,12,133,113.5,6,18,109,0,6,80.4,81.1,78.5,,23.4,52.7,84.8,60.0,28,0,4,1,38,38,0,0,1,38,4,228,133,3.59,6.2,0.11,31
Deshawn Collins,98619,HB,CAL,8,37,8,2,25.3,50,0,198,1,0,8,118,69.0,6,12,130,0,7,80.7,71.5,79.6,,56.4,41.2,77.9,60.1,34,0,0,0,40,43,0,0,1,37,2,198,118,3.19,5.4,0.0,30
Garrett Groshek,40045,HB,WISCONSIN,12,36,4,3,33.5,62,0,185,0,6,4,99,45.1,3,13,349,0,16,80.5,73.1,83.3,,49.9,82.7,72.8,71.2,23,0,261,25,125,55,0,0,26,61,2,185,99,2.75,5.1,2.09,17
Reese White,97197,HB,COAST CAR,10,36,4,3,44.9,75,0,167,1,1,4,78,27.1,3,16,141,0,19,80.2,79.0,79.7,,57.7,65.8,79.1,69.0,35,0,90,4,27,82,0,0,6,40,3,167,78,2.17,4.6,3.33,17
Riley Neal,35543,QB,VANDERBILT,11,23,6,0,0.0,0,0,57,0,0,4,39,29.5,4,14,333,2,1,61.9,55.0,51.4,52.4,,46.3,66.6,60.2,27,4,0,0,2,220,102,13,0,23,0,159,69,1.92,4.4,0.0,12
John Emery Jr.,97403,HB,LSU,9,36,13,2,33.0,60,0,182,2,3,13,145,153.4,4,10,211,1,15,53.0,75.9,78.8,,64.6,35.0,82.2,59.9,39,0,57,6,27,41,0,0,9,42,3,182,145,4.03,5.1,2.11,21
Kyle Trask,39987,QB,FLORIDA,11,28,1,0,0.0,0,0,68,0,0,1,33,4.1,4,13,163,5,8,58.1,69.9,75.9,67.2,,82.3,66.3,60.1,14,3,4,1,3,180,60,8,1,29,3,128,60,1.67,3.6,1.33,13
Zach Wilson,82096,QB,BYU,8,21,11,4,30.6,70,0,120,0,0,5,39,42.2,10,13,128,4,3,71.0,74.2,75.2,70.5,,83.0,70.8,60.2,26,1,19,1,2,195,109,15,1,22,1,229,113,3.14,6.4,9.5,11
Chevan Cordeiro,75886,QB,HAWAII,11,20,8,1,9.0,22,0,85,0,0,6,61,91.5,11,20,180,1,8,76.6,70.7,82.6,57.1,,,86.8,60.0,26,0,0,0,0,93,160,16,0,20,3,245,106,2.94,6.8,,7
Carson Strong,83524,QB,NEVADA,9,9,2,0,0.0,0,0,-11,0,0,0,0,0.0,6,10,239,5,0,55.6,60.7,35.9,63.7,62.2,55.2,49.6,60.2,18,6,0,0,1,197,160,27,0,9,0,149,40,1.11,4.1,0.0,1
Jashaun Corbin,83773,HB,TEXAS A&M,2,35,11,1,14.6,20,0,137,0,0,11,113,86.6,3,10,312,0,7,80.2,76.4,79.4,,20.8,71.8,78.6,59.1,20,0,16,6,29,43,0,0,6,41,1,137,113,3.23,3.9,0.55,28
Perry Olsen,101056,QB,NAVY,8,33,4,0,0.0,0,0,88,0,0,4,52,19.1,3,7,237,3,8,22.1,44.9,78.1,45.3,,60.0,51.3,60.0,13,1,0,0,1,77,4,2,0,33,2,92,59,1.69,2.6,0.0,16
Austin Kendall,40056,QB,W VIRGINIA,9,21,2,0,0.0,0,1,63,0,0,1,34,7.7,5,12,343,2,0,79.1,66.2,52.6,65.4,81.4,54.3,62.1,60.4,25,4,0,0,1,197,86,14,0,21,1,149,82,2.34,4.3,0.0,10
Breck Turner,34682,HB,E MICHIGAN,11,35,1,0,0.0,0,0,100,1,4,1,58,16.9,1,5,160,0,22,80.0,61.0,82.6,,44.5,61.9,63.5,43.4,13,0,100,14,147,59,0,0,17,49,0,100,58,1.66,2.9,0.68,11
Devon Modster,40118,QB,CAL,6,10,1,1,5.8,15,0,36,0,0,0,4,0.0,9,10,130,5,0,28.4,59.4,83.3,60.0,,60.0,55.9,60.0,37,0,0,0,0,110,222,25,0,10,1,258,66,1.89,7.4,,4
Anthony Gordon,40119,QB,WASH STATE,12,8,5,0,0.0,0,0,-16,0,0,0,0,0.0,4,8,341,4,1,66.2,80.7,65.8,81.6,,,49.0,60.0,17,4,0,0,0,146,130,27,0,8,0,114,73,2.09,3.3,,1
Christian Mallard,57117,HB,AIR FORCE,6,35,4,1,11.5,19,0,165,0,0,4,98,32.0,4,10,101,1,12,50.0,67.0,82.0,,26.6,58.5,68.2,61.2,19,0,0,0,2,59,0,0,0,35,2,165,98,2.8,4.7,0.0,2
D.J. Mack Jr.,55405,QB,UCF,8,33,4,2,24.8,31,0,110,0,0,4,60,22.0,4,12,323,2,13,78.4,72.0,12.9,70.1,,,68.3,60.0,16,2,0,0,0,82,15,2,0,33,3,125,60,1.71,3.6,,18
Kelton Moore,34571,HB,NEVADA,8,35,7,2,23.7,31,0,131,0,0,7,109,53.2,4,12,239,1,15,55.9,72.8,81.5,61.0,35.2,70.9,72.7,58.5,16,0,17,6,44,41,0,0,6,41,2,131,109,3.11,3.7,0.39,19
Jamious Griffin,97189,HB,GA TECH,9,35,3,1,12.4,16,0,129,0,0,3,107,24.8,2,4,176,0,9,80.0,63.0,79.3,,63.8,55.8,66.0,47.2,16,0,11,2,36,59,0,0,3,37,0,129,107,3.06,3.7,0.31,25
Bam Smith,83609,HB,ARIZONA,9,34,5,3,50.7,103,0,203,1,2,5,91,40.7,4,8,109,0,6,80.2,70.3,80.7,,40.8,64.7,73.6,68.7,47,0,181,12,83,49,0,0,15,46,1,203,91,2.68,6.0,2.18,28
Messiah deWeaver,40096,QB,DOMINION,5,17,8,1,17.9,20,0,11,0,0,3,20,19.6,5,7,263,4,3,41.2,61.5,53.3,63.1,,87.9,56.1,60.0,20,1,16,1,1,71,101,17,1,18,0,112,85,2.5,3.3,16.0,9
Deltron Sands,33981,HB,AKRON,6,34,9,1,20.3,16,0,79,1,1,9,85,65.8,3,7,102,1,4,50.2,54.0,80.2,,85.4,47.1,55.9,36.1,16,1,20,4,70,39,0,0,5,38,1,79,85,2.5,2.3,0.29,29
Darrian Felix,57377,HB,OREGON,7,34,8,1,31.5,62,0,197,1,2,8,94,69.1,4,10,264,0,4,80.0,77.9,80.7,,76.2,67.1,77.1,59.1,62,0,78,6,27,39,0,0,8,40,2,197,94,2.76,5.8,2.89,27
Ronnie Jones,42363,HB,TOLEDO,11,34,5,5,50.2,117,0,233,0,0,5,151,56.9,6,13,316,0,19,81.2,77.5,77.9,,78.8,70.4,77.1,58.2,44,0,44,5,37,42,0,0,5,39,4,233,151,4.44,6.9,1.19,15
Tay Williams,77751,HB,E CAROLINA,7,34,5,2,35.4,58,0,164,1,1,5,98,44.3,6,7,156,0,19,80.0,68.0,0.0,,51.6,49.5,75.7,46.8,43,2,12,5,32,48,0,0,7,39,0,164,98,2.88,4.8,0.38,14
Tom Stewart,98677,QB,RICE,10,19,4,1,15.0,21,0,64,0,0,0,31,0.0,4,6,275,4,8,42.8,53.6,85.0,57.9,62.2,,43.6,60.3,21,1,0,0,0,198,76,15,0,19,2,140,69,2.03,4.1,,5
Jake Fromm,60389,QB,GEORGIA,12,21,2,0,0.0,0,0,-5,0,0,0,11,0.0,1,4,173,4,0,71.3,87.9,80.0,88.9,,,51.9,60.2,15,2,0,0,0,389,77,13,0,21,0,72,48,1.41,2.1,,5
Joey Gatewood,82088,QB,AUBURN,7,34,5,4,47.0,70,0,149,0,0,5,80,34.6,8,14,115,0,20,79.3,83.5,76.9,79.8,,60.0,72.7,60.0,18,0,0,0,1,61,0,0,0,34,3,149,80,2.35,4.4,0.0,8
Raykwon Anderson,102919,HB,APP STATE,9,33,5,5,72.2,161,0,223,0,0,5,71,30.7,5,9,108,1,3,50.4,62.4,78.6,55.3,,57.9,63.4,59.4,67,0,0,2,9,38,0,0,3,35,2,223,71,2.15,6.8,0.0,28
Jarren Williams,77629,QB,MIAMI FL,11,12,7,0,0.0,0,0,2,0,0,2,10,13.9,5,8,220,9,4,35.7,63.2,29.9,63.7,,60.0,60.4,60.6,18,6,0,0,0,213,122,21,0,12,0,124,90,2.73,3.8,,0
Justin Tomlin,78482,QB,GA SOUTHRN,6,31,9,3,62.9,124,0,184,0,0,8,83,69.1,6,8,174,7,15,28.9,53.2,49.5,56.5,,,54.1,60.0,50,1,0,0,0,119,13,2,0,31,2,197,96,2.91,6.0,,13
Kenyon Oblad,83576,QB,UNLV,11,23,8,0,0.0,0,0,37,0,0,1,25,4.7,2,9,325,8,0,43.1,66.9,87.9,68.0,,,49.0,60.0,12,1,0,0,0,288,44,10,0,23,1,81,91,2.76,2.5,,12
Hank Bachmeier,101284,QB,BOISE ST,7,19,3,1,11.8,15,0,29,0,0,0,13,0.0,5,9,120,8,1,40.6,73.1,72.1,75.9,,60.0,51.7,60.1,18,2,0,0,1,197,98,14,0,19,1,127,68,2.06,3.8,0.0,6
Nic Smith,41321,HB,N TEXAS,11,33,11,0,0.0,0,0,107,0,2,11,74,60.7,2,5,251,0,17,79.7,67.0,81.0,,88.2,66.9,65.1,52.4,12,0,107,15,61,46,0,0,18,48,0,107,74,2.24,3.2,1.75,16
Jabir Daughtry-Frye,45722,HB,TROY,7,33,5,1,11.6,17,0,146,2,1,5,94,39.7,5,11,318,2,4,33.4,59.1,0.0,,51.8,37.3,68.7,58.8,17,1,88,10,67,42,0,0,15,43,2,146,94,2.85,4.4,1.31,29
