player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Ty Gangi,27234,QB,NEVADA,11,68.0,394,408,9.6,2.21,5,22,5.2,61.0,249,1,107,7.1,429,19,139,239,53.2,67.3,67.2,56.9,3,11,447,3,9.3,92.5,2.3,10,9,0,6,23,23,5.1,3129,7.7
Drew Lock,39517,QB,MISSOURI,12,74.1,374,400,9.1,2.48,8,29,6.8,63.0,252,0,91,9.0,422,25,152,229,40.8,86.2,82.1,75.1,4,8,449,3,13.2,99.6,2.8,12,10,0,14,25,10,2.2,3126,7.8
Steven Montez,46465,QB,COLORADO,12,73.1,376,400,8.9,2.64,2,21,4.9,64.8,259,0,132,5.8,464,16,147,143,66.1,74.9,69.6,74.8,0,9,500,2,24.2,92.3,6.9,32,31,0,22,19,16,3.2,2857,7.1
K.J. Costello,40268,QB,STANFORD,12,74.7,372,399,10.4,2.6,10,27,6.3,65.9,263,0,115,5.4,429,15,157,300,66.4,85.1,82.8,66.7,7,11,462,4,17.4,105.6,4.7,20,9,3,7,29,15,3.2,3435,8.6
Kellen Mond,60556,QB,TEXAS A&M,12,67.2,369,399,10.4,2.89,5,26,6.0,56.6,226,0,174,8.9,455,22,157,312,63.8,77.6,75.3,69.4,6,8,494,8,17.2,91.2,6.6,30,25,4,15,23,19,3.8,2973,7.5
Will Grier,38265,QB,W VIRGINIA,11,76.6,385,397,10.7,2.53,1,33,7.9,67.0,266,0,96,9.8,437,29,173,343,41.2,91.1,91.2,56.2,4,8,462,4,24.0,121.2,5.3,23,12,0,7,37,14,3.0,3865,9.7
Deondre Francois,46585,QB,FLORIDA ST,11,66.5,373,397,10.2,2.33,5,24,5.7,56.9,226,0,164,8.9,445,22,119,167,81.9,70.9,68.3,67.7,9,12,473,3,20.1,78.0,7.4,33,12,2,8,15,20,4.2,2716,6.8
Blake LaRussa,28141,QB,DOMINION,11,73.9,372,395,9.4,2.54,8,24,5.7,63.0,249,0,132,9.5,438,26,142,263,59.2,77.5,78.0,49.2,1,10,463,2,21.2,91.9,6.4,28,15,2,12,19,22,4.8,3014,7.6
Jarret Doege,60353,QB,BOWL GREEN,12,70.1,371,394,9.1,2.54,4,17,4.0,61.7,243,0,128,6.5,429,17,135,122,60.9,68.1,70.3,55.8,1,12,459,11,21.1,91.8,6.3,27,6,2,16,27,27,5.9,2662,6.8
Josh Adkins,60483,QB,NEW MEX ST,10,68.0,369,393,9.6,2.6,3,11,2.7,56.2,221,0,144,12.0,452,30,119,242,33.0,58.5,59.6,53.1,6,9,465,0,18.8,77.5,6.0,27,32,0,15,13,21,4.5,2549,6.5
Justice Hansen,46349,QB,ARK STATE,12,78.0,369,391,7.6,2.44,10,15,3.6,66.5,260,0,101,9.7,434,28,148,113,61.6,79.5,79.5,61.0,1,6,456,3,20.8,107.8,4.8,21,21,3,8,27,10,2.2,3163,8.1
Woody Barrett,40207,QB,KENT STATE,12,67.9,368,390,9.2,2.54,11,18,4.2,58.7,229,1,162,8.4,481,21,121,201,53.0,62.0,56.5,70.2,1,9,523,7,25.9,75.8,8.7,42,46,0,10,11,19,3.6,2336,6.0
Brent Stockstill,29288,QB,MIDDLE TN,12,78.1,366,380,5.5,2.3,3,20,5.1,71.3,271,0,109,5.2,440,15,139,224,39.9,71.2,73.7,53.6,0,6,456,2,28.4,108.0,7.0,31,28,1,10,25,12,2.6,2839,7.5
Jordan Love,40306,QB,UTAH ST,12,74.8,365,377,8.8,2.24,0,18,4.5,65.8,248,0,78,9.2,394,25,146,329,67.2,83.2,82.7,61.5,1,5,417,3,10.3,111.4,2.0,8,7,0,11,28,12,2.9,3191,8.5
Gus Ragland,39063,QB,MIAMI OH,12,73.8,332,376,8.9,2.51,6,13,3.3,60.1,226,0,111,7.8,421,19,141,221,69.9,73.2,74.0,62.8,4,5,443,9,17.1,90.0,4.5,19,24,1,33,17,11,2.5,2551,6.8
Justin Herbert,28237,QB,OREGON,12,70.9,351,374,10.3,2.82,2,26,6.6,59.4,222,0,116,10.8,424,27,143,264,32.9,74.5,77.7,47.3,1,8,447,1,16.4,100.8,4.5,19,29,2,18,28,15,3.4,2981,8.0
Caleb Evans,41292,QB,LA MONROE,12,70.7,355,374,8.8,2.43,8,19,4.9,61.8,231,1,99,8.0,417,20,132,209,51.6,70.8,64.7,72.1,4,12,435,1,20.2,86.4,4.8,20,23,0,7,16,21,4.8,2865,7.7
Kyle Shurmur,29110,QB,VANDERBILT,12,73.5,351,374,9.1,2.61,5,11,2.8,63.4,237,0,123,8.1,404,21,140,333,43.8,73.1,73.4,55.5,9,6,423,7,14.6,100.5,4.5,18,10,2,7,23,16,3.8,2852,7.6
Ben Hicks,46595,QB,SMU,12,66.8,340,373,8.8,2.5,8,18,4.6,55.8,208,0,116,8.4,407,19,114,287,59.7,68.2,68.3,50.4,5,7,429,0,23.3,86.5,6.6,27,7,1,19,19,12,2.8,2574,6.9
Marcus McMaryion,29810,QB,FRESNO ST,12,78.8,349,368,8.0,2.45,2,17,4.5,70.1,258,0,109,6.2,403,17,153,169,74.4,88.9,85.4,74.5,3,3,416,3,9.2,115.8,2.5,10,18,0,14,24,8,1.9,3267,8.9
Nate Stanley,46565,QB,IOWA,12,67.2,341,367,9.4,2.56,3,18,4.6,58.3,214,0,112,6.6,392,15,140,192,72.0,61.6,60.1,62.6,8,9,416,4,10.7,90.9,3.1,12,10,0,15,23,16,3.8,2605,7.1
JT Daniels,83578,QB,USC,11,66.8,343,364,11.4,2.48,9,21,5.4,59.3,216,0,91,5.7,397,13,115,326,45.2,58.6,59.9,42.0,0,10,419,0,27.5,83.4,6.3,25,8,0,12,14,26,6.2,2667,7.3
Sam Ehlinger,60555,QB,TEXAS,12,73.9,337,363,9.4,2.91,4,19,5.0,64.5,234,0,131,6.0,415,15,140,311,73.0,85.3,80.8,75.0,5,4,433,5,19.1,104.1,6.0,25,27,0,17,23,8,1.8,2769,7.6
Manny Wilkins,46604,QB,ARIZONA ST,12,72.5,342,362,9.9,2.68,5,20,5.2,63.0,228,0,120,8.1,415,20,137,110,47.1,76.7,75.7,63.3,5,4,436,2,13.3,100.8,3.9,16,35,1,9,19,15,3.4,2893,8.0
Charlie Brewer,60344,QB,BAYLOR,12,75.3,332,357,10.8,2.9,9,15,4.0,61.3,219,0,166,12.4,428,31,135,118,70.4,90.2,88.3,70.9,2,8,451,1,17.5,90.4,6.8,29,39,1,13,17,11,2.4,2629,7.4
Daniel Jones,39395,QB,DUKE,10,72.8,327,352,8.7,2.39,12,16,4.4,58.5,206,0,144,13.4,397,32,116,154,57.0,79.9,78.2,66.7,4,7,410,1,18.1,85.3,6.5,26,19,2,7,17,15,3.7,2247,6.4
Jarrett Stidham,13725,QB,AUBURN,12,73.6,318,351,8.0,2.86,3,15,4.1,59.5,209,0,123,10.7,398,25,111,115,59.7,55.6,59.1,44.5,0,5,416,5,19.5,86.9,6.0,24,23,1,29,13,15,3.6,2422,6.9
Jake Bentley,40788,QB,S CAROLINA,11,74.2,329,350,9.2,2.53,5,19,5.0,63.7,223,0,114,8.6,390,21,141,289,73.5,76.1,76.6,57.2,6,12,420,1,14.0,101.6,4.1,16,22,0,10,27,16,3.8,2943,8.4
Adrian Martinez,83522,QB,NEBRASKA,11,74.7,320,348,7.9,2.59,8,24,6.7,64.4,224,0,103,6.3,406,15,132,238,33.5,73.9,71.2,68.6,5,8,419,6,22.3,93.8,5.7,23,31,0,15,17,14,3.3,2616,7.5
D'Eriq King,26636,QB,HOUSTON,11,73.4,334,344,11.0,2.71,1,28,7.5,63.1,217,0,107,11.4,398,28,147,182,68.1,91.2,90.3,75.5,1,6,427,1,13.1,118.1,3.5,14,37,0,8,36,9,2.1,2962,8.6
Joe Burrow,28022,QB,LSU,12,70.8,312,344,10.7,2.78,10,20,5.4,57.3,197,0,129,10.9,406,24,122,211,57.8,77.7,76.0,66.1,6,4,434,3,26.4,86.8,8.4,34,26,0,16,12,19,4.4,2496,7.3
Eric Dungey,46458,QB,SYRACUSE,12,69.1,311,342,9.1,2.53,6,20,5.3,60.2,206,0,125,4.2,409,9,126,304,69.4,73.4,67.9,71.9,3,7,449,3,16.0,91.7,4.9,20,46,0,22,17,12,2.7,2573,7.5
Kato Nelson,40264,QB,AKRON,11,63.9,319,341,12.7,2.74,12,26,7.0,51.6,176,2,128,13.7,416,28,119,102,52.3,76.5,74.5,68.1,3,8,450,3,23.4,78.1,7.2,30,43,0,7,15,19,4.2,2304,6.8
Tyree Jackson,46481,QB,BUFFALO,12,65.2,322,337,13.5,2.62,8,24,6.5,55.5,187,0,84,11.0,365,23,119,126,58.6,69.1,65.3,71.1,0,11,396,1,10.7,91.7,2.5,9,17,0,7,25,19,4.8,2605,7.7
Brady White,25506,QB,MEMPHIS,12,73.0,322,336,8.8,2.63,3,7,1.9,63.7,214,0,83,8.9,367,21,137,218,67.1,82.4,84.3,49.3,1,7,394,4,24.1,107.8,5.4,20,11,0,10,25,10,2.5,2948,8.8
Riley Neal,35543,QB,BALL ST,9,68.6,303,335,7.9,2.85,5,13,3.6,58.2,195,0,126,6.3,381,13,109,117,54.8,68.8,67.6,62.3,2,4,403,1,12.7,80.4,4.2,16,28,0,25,11,8,2.0,1915,5.7
Marcus Childers,40476,QB,N ILLINOIS,12,72.3,303,335,8.5,2.87,6,11,3.1,57.0,191,0,123,12.8,404,28,102,254,56.8,71.2,69.6,64.4,3,9,422,2,26.0,70.4,7.9,32,36,1,22,11,13,3.1,1693,5.1
Ryan Willis,60594,QB,VA TECH,11,69.2,308,334,10.2,2.68,6,8,2.3,57.8,193,0,98,9.4,374,20,127,337,69.5,70.7,64.0,75.6,3,8,390,0,22.4,93.3,5.9,22,18,1,16,22,16,4.1,2494,7.5
Alan Bowman,77679,QB,TEXAS TECH,8,78.9,303,330,7.1,2.44,2,15,4.3,68.5,226,0,87,5.4,341,13,136,315,57.1,80.8,81.5,53.9,1,7,363,6,4.6,100.8,1.2,4,5,0,24,17,12,3.3,2636,8.0
Blake Barnett,46627,QB,USF,10,72.9,306,328,11.4,2.49,9,17,4.9,61.9,203,0,94,9.0,383,20,124,327,68.6,79.3,76.1,69.4,3,11,404,1,29.8,82.6,7.3,28,27,1,9,11,14,3.5,2502,7.6
James Morgan,25694,QB,FIU,12,71.0,314,328,9.8,2.39,3,12,3.5,64.9,213,0,105,4.5,339,10,124,166,56.8,72.2,71.7,56.2,5,7,352,4,8.6,106.7,2.7,9,1,0,6,25,17,4.8,2678,8.2
Trace McSorley,32819,QB,PENN STATE,12,68.6,303,327,11.2,2.91,9,22,6.4,53.2,174,0,121,16.3,396,34,117,266,73.6,79.6,77.0,68.0,2,6,416,2,18.2,84.0,5.6,22,40,0,13,16,10,2.4,2265,6.9
Nathan Elliott,34526,QB,N CAROLINA,10,71.8,301,325,7.7,2.29,6,8,2.4,61.2,199,0,74,7.9,335,17,100,245,65.2,61.8,61.7,56.6,4,9,346,1,6.8,80.4,1.5,5,3,1,13,11,17,4.9,2146,6.6
Peyton Bender,26736,QB,KANSAS,11,67.9,299,322,8.7,2.38,8,16,4.8,56.8,183,0,83,9.9,355,20,96,198,37.2,58.6,57.2,59.0,4,3,370,2,27.7,83.7,6.5,23,6,1,10,13,16,4.3,1904,5.9
Bryce Perkins,35299,QB,VIRGINIA,12,75.9,295,321,9.3,2.92,4,13,3.9,63.6,204,0,154,8.9,409,20,131,335,68.9,80.3,71.6,79.0,3,9,428,4,22.7,98.4,8.6,35,47,2,17,22,15,3.5,2477,7.7
David Pindell,55126,QB,UCONN,12,71.0,283,316,9.3,3.13,2,13,3.9,58.9,186,0,142,7.5,380,15,114,146,66.6,74.4,61.2,80.4,4,13,400,2,19.0,79.7,7.1,27,37,2,25,19,21,5.3,1950,6.2
Chris Robison,60378,QB,FAU,12,73.6,288,312,8.6,2.48,3,13,4.0,63.5,198,0,105,6.6,343,14,107,165,74.2,68.6,67.8,60.1,3,12,360,3,9.5,85.9,2.9,10,15,0,18,12,18,5.0,2557,8.2
Desmond Ridder,55086,QB,CINCINNATI,12,73.7,281,309,9.9,2.7,7,24,7.5,61.5,190,0,107,8.2,367,17,123,138,45.1,73.9,75.4,62.4,0,5,381,6,23.4,98.8,6.8,25,33,5,16,19,11,2.9,2354,7.6
Kyler Murray,38334,QB,OKLAHOMA,12,79.8,287,306,11.8,3.02,4,22,6.8,70.6,216,0,73,5.7,349,13,175,261,54.3,94.3,93.2,85.2,2,7,367,5,16.4,141.1,3.4,12,30,1,12,37,8,2.2,3679,12.0
Isaiah Green,60442,QB,MARSHALL,9,66.0,282,305,10.8,2.9,5,17,5.4,55.7,170,0,127,8.6,333,16,101,214,63.2,71.6,71.4,58.7,1,10,344,1,7.9,81.7,3.0,10,17,0,17,15,9,2.6,2229,7.3
Jack Abraham,40557,QB,SO MISS,9,79.3,295,305,5.9,2.3,0,5,1.6,72.8,222,0,79,5.1,339,12,120,296,28.7,63.4,67.4,39.8,2,10,351,1,30.4,97.4,7.1,24,8,1,7,15,20,5.7,2339,7.7
Khalil Tate,40237,QB,ARIZONA,11,67.4,282,304,12.6,3.01,4,24,7.2,55.9,170,0,93,10.5,344,20,113,109,55.6,72.2,75.1,52.7,0,8,374,3,12.9,100.9,3.5,12,22,0,18,26,17,4.5,2531,8.3
Jake Browning,46401,QB,WASHINGTON,12,73.7,285,304,9.6,3.18,4,14,4.3,64.5,196,0,123,6.7,354,14,141,340,61.3,75.5,75.8,61.4,2,9,378,5,12.2,97.9,4.2,15,34,0,13,16,18,4.8,2691,8.9
Trevor Lawrence,77632,QB,CLEMSON,12,77.4,283,303,9.3,2.27,4,18,5.8,65.7,199,0,64,9.1,323,20,120,140,55.6,86.7,88.0,54.9,1,4,335,1,14.1,109.6,2.8,9,10,2,13,22,5,1.5,2481,8.2
Brian Lewerke,34412,QB,MICH STATE,10,64.0,286,302,8.7,2.7,4,9,2.8,54.3,164,0,100,10.4,341,19,103,223,43.2,55.8,56.3,53.7,4,10,360,3,17.0,68.2,5.0,17,21,0,8,8,15,4.2,1870,6.2
Jawon Pass,40916,QB,LOUISVILLE,11,64.6,277,301,9.3,2.79,4,10,3.2,53.8,162,0,148,9.5,359,17,100,210,25.8,46.4,46.3,56.2,6,12,366,3,20.3,66.1,8.4,30,27,0,14,8,20,5.5,1947,6.5
K.J. Carta-Samuels,46525,QB,COLO STATE,9,68.9,283,300,11.1,2.65,3,13,4.1,61.3,184,0,121,5.6,330,11,107,144,63.4,76.3,78.0,52.4,4,9,349,4,14.0,93.1,5.2,17,13,2,8,19,12,3.4,2255,7.5
Feleipe Franks,40217,QB,FLORIDA,12,70.4,270,299,9.9,2.79,6,13,4.1,58.5,175,1,92,7.9,335,15,117,163,49.4,68.6,70.0,56.9,4,6,352,4,13.0,100.0,3.6,12,22,0,19,23,13,3.7,2284,7.6
Anthony Russo,40108,QB,TEMPLE,10,66.5,281,297,11.2,2.29,6,20,6.6,58.2,173,0,73,7.5,318,14,112,306,78.9,81.1,80.6,60.5,3,13,324,1,15.1,79.7,3.5,11,10,0,7,13,14,4.3,2335,7.9
Dan Ellington,82121,QB,GA STATE,11,70.8,267,293,10.0,2.98,4,10,3.2,59.4,174,0,145,7.9,355,15,114,175,60.6,71.5,66.4,70.0,7,5,379,1,17.2,88.1,7.0,25,37,0,15,12,13,3.4,2112,7.2
Sam Hartman,77618,QB,WAKE,9,63.9,274,291,10.1,2.79,6,5,1.6,55.3,161,0,106,8.0,333,14,109,339,68.9,75.6,75.0,62.5,1,8,349,0,21.7,83.5,6.9,23,19,0,10,16,9,2.6,1989,6.8
McKenzie Milton,40110,QB,UCF,10,70.7,270,290,12.1,2.76,8,18,5.8,59.3,172,0,85,9.9,323,19,124,323,67.3,83.7,82.3,66.1,0,6,347,3,10.6,110.0,2.8,9,24,0,12,25,11,3.2,2674,9.2
Shea Patterson,40688,QB,MICHIGAN,12,74.3,268,289,10.2,3.03,5,23,7.6,65.1,188,0,100,5.5,324,11,111,222,58.0,87.0,84.8,69.4,4,5,342,3,16.0,107.4,4.9,16,19,0,12,21,9,2.6,2365,8.2
Josh Love,34044,QB,S JOSE ST,8,68.3,268,288,10.3,2.4,7,18,6.0,55.9,161,0,130,12.0,318,22,95,285,61.8,74.9,77.3,40.8,7,9,332,1,13.1,80.4,5.3,17,6,0,6,14,8,2.4,1971,6.8
Reid Herring,46557,QB,E CAROLINA,8,62.9,272,288,10.4,2.32,4,9,2.9,53.5,154,0,102,9.9,302,17,81,156,69.3,57.0,56.9,55.3,2,10,320,1,8.8,62.4,3.0,9,4,1,9,6,13,4.1,1607,5.6
Anthony Brown,40316,QB,BOSTON COL,12,67.5,268,284,10.5,2.78,6,17,5.8,55.3,157,0,83,13.3,314,24,91,121,73.0,66.8,65.4,61.3,3,9,322,2,22.9,89.5,6.1,19,10,0,7,20,16,5.0,2115,7.4
Ian Book,40216,QB,NOTRE DAME,9,76.7,270,281,8.9,2.72,1,13,4.4,70.1,197,0,90,4.8,329,10,127,258,66.4,72.1,70.9,62.5,1,6,342,1,21.1,110.7,5.8,19,27,0,9,19,7,2.0,2463,8.8
Artur Sitkowski,83547,QB,RUTGERS,11,59.8,259,273,7.6,2.45,7,3,1.0,49.1,134,0,84,13.5,297,21,58,278,59.5,27.0,27.4,35.1,4,18,316,0,14.3,38.1,4.0,12,7,0,3,4,29,9.2,1158,4.2
Tua Tagovailoa,60326,QB,ALABAMA,12,76.7,258,270,10.5,2.67,4,26,9.4,70.0,189,0,68,4.5,298,9,145,103,60.9,92.1,91.2,74.3,4,2,305,2,11.8,145.8,2.7,8,20,0,4,35,7,2.3,3169,11.7
Holton Ahlers,77651,QB,E CAROLINA,10,59.6,235,269,11.2,2.81,7,11,3.9,47.2,127,0,134,9.3,312,13,89,156,61.1,71.4,64.6,73.5,2,3,327,0,11.9,77.8,5.1,16,26,5,20,11,8,2.4,1766,6.6
Tyler Wiegers,35825,QB,E MICHIGAN,12,73.5,249,267,8.3,2.48,5,11,3.9,64.0,171,0,97,6.6,319,12,94,160,27.9,64.2,64.8,53.4,4,3,335,1,28.9,94.0,8.8,28,22,2,7,11,14,4.2,1887,7.1
Kenny Pickett,60515,QB,PITTSBURGH,12,72.8,250,266,8.7,2.97,5,8,2.9,62.0,165,0,120,9.3,326,17,79,268,50.3,68.4,66.8,65.4,3,5,341,4,24.2,89.5,8.9,29,30,1,7,12,13,3.8,1823,6.9
Terry Wilson,40709,QB,KENTUCKY,12,76.3,240,255,9.2,3.03,2,12,4.4,67.1,171,1,94,6.6,314,12,97,202,53.4,66.3,64.4,62.8,1,8,336,4,27.7,88.2,8.3,26,32,0,12,11,12,3.6,1768,6.9
Ty Storey,35344,QB,ARKANSAS,10,66.0,235,253,9.1,2.81,3,6,2.3,56.9,144,0,117,7.1,284,11,74,111,39.8,63.3,59.6,66.6,6,10,297,1,15.4,73.7,6.3,18,13,1,8,11,17,5.7,1588,6.3
Nathan Rourke,60504,QB,OHIO,12,71.3,240,252,11.1,2.98,4,23,8.5,61.1,154,0,83,9.9,294,17,111,259,69.0,90.4,78.5,87.8,1,7,314,3,22.9,107.3,6.5,19,22,0,7,22,13,4.1,2225,8.8
Andre Nunez,60430,QB,LA LAFAYET,12,73.2,239,251,8.8,2.55,2,8,3.1,66.1,166,0,75,5.1,281,9,91,207,78.2,78.9,79.0,57.7,1,10,293,2,24.0,100.0,6.4,18,12,0,9,19,7,2.4,2060,8.2
Tyler Vander Waal,60615,QB,WYOMING,10,61.8,225,250,10.1,3.0,1,9,3.4,48.0,120,0,112,13.7,288,19,67,351,64.2,60.6,58.6,63.4,6,4,301,3,21.4,63.8,8.3,24,14,3,15,5,8,2.7,1304,5.2
Nick Fitzgerald,46497,QB,MISS STATE,11,62.8,234,249,10.9,2.99,5,9,3.4,52.6,131,0,106,10.9,295,16,77,227,82.5,68.0,53.8,77.7,2,7,311,3,22.6,81.3,8.1,24,22,0,8,15,14,4.5,1614,6.5
Jarrett Guarantano,40771,QB,TENNESSEE,12,72.4,232,247,10.5,2.45,6,17,6.5,62.3,154,0,98,8.3,281,14,89,307,69.5,82.4,81.9,64.1,4,3,298,3,22.4,97.3,7.8,22,10,0,5,12,6,2.0,1904,7.7
Jon Wassink,34650,QB,W MICHIGAN,9,65.8,240,246,11.6,2.36,1,23,8.7,61.4,151,0,44,4.4,265,7,98,347,54.0,79.2,80.2,57.9,0,6,284,1,9.1,97.2,1.5,4,15,1,4,15,10,3.5,1994,8.1
Chase Garbers,60356,QB,CAL,10,73.1,219,241,8.4,2.65,9,10,3.9,61.0,147,0,87,8.1,306,13,84,130,57.1,72.3,67.1,71.5,3,7,323,1,26.4,84.6,7.5,23,39,0,10,14,8,2.5,1413,5.9
Tyler Huntley,46448,QB,UTAH,9,78.3,226,237,8.0,2.65,6,10,4.0,64.1,152,0,74,14.1,282,25,83,328,68.5,78.0,74.1,68.1,0,6,299,0,33.8,93.2,8.9,25,20,2,3,12,8,2.7,1783,7.5
Jake Fromm,60389,QB,GEORGIA,12,76.0,225,233,9.4,2.49,3,13,5.3,69.1,161,0,60,5.8,256,10,104,173,50.4,82.2,84.1,50.2,0,5,268,1,23.3,125.0,5.5,14,8,0,5,24,5,1.9,2236,9.6
Eli Peters,40041,QB,TOLEDO,10,66.8,211,227,10.8,2.34,7,11,4.5,54.6,124,0,56,12.1,242,17,77,316,76.2,79.4,78.3,60.8,1,7,259,1,16.1,85.7,3.7,9,6,0,8,15,8,3.1,1573,6.9
Cordale Grundy,83586,QB,UTSA,9,64.4,194,225,8.6,2.69,4,9,3.9,50.2,113,0,104,9.6,260,12,67,331,70.2,73.2,70.4,69.3,3,3,267,3,12.5,64.5,5.0,13,22,0,24,5,6,2.2,1010,4.5
Max Gilliam,38503,QB,UNLV,9,65.7,213,224,9.5,2.53,2,7,3.0,55.8,125,0,84,10.7,258,15,67,325,51.1,57.1,62.5,38.8,3,8,272,1,22.6,80.7,7.4,19,14,0,6,14,9,3.3,1406,6.3
Jake Luton,17287,QB,OREGON ST,8,70.4,206,224,9.2,2.5,4,7,3.0,62.5,140,0,74,3.4,244,5,81,265,76.3,79.1,81.9,34.6,0,4,251,0,23.0,92.5,7.0,17,3,0,14,10,4,1.6,1660,7.4
Shawn Stankavage,26668,QB,RICE,10,66.2,201,223,8.3,2.52,3,7,3.1,55.2,123,0,78,7.5,252,10,73,275,58.7,51.5,52.3,55.8,0,10,256,5,20.5,69.0,6.3,16,12,5,14,10,14,5.5,1319,5.9
Evan Orth,27348,QB,S ALABAMA,10,72.4,214,223,7.7,2.28,3,18,7.6,65.5,146,0,71,5.8,246,9,71,288,60.3,73.3,76.4,54.1,2,6,265,3,19.7,95.5,5.7,14,9,0,4,11,11,4.2,1798,8.1
Zac Thomas,39989,QB,APP STATE,10,73.0,204,219,9.3,2.66,4,10,4.2,63.5,139,0,71,6.7,252,10,97,108,55.3,75.3,75.4,63.3,2,4,270,3,14.1,108.8,4.0,10,23,0,9,18,7,2.6,1789,8.2
A.J. Bush Jr.,60595,QB,ILLINOIS,10,66.5,203,219,10.8,2.97,3,11,4.7,53.4,117,0,76,13.3,257,18,69,187,50.2,74.4,66.9,74.7,1,10,272,6,15.8,63.4,4.7,12,23,1,11,6,11,4.0,1401,6.4
Alex Hornibrook,34842,QB,WISCONSIN,9,69.0,200,210,10.9,2.85,1,9,4.1,58.1,122,0,58,11.6,226,16,82,349,51.8,69.0,67.8,53.1,3,11,237,3,20.7,79.7,5.3,12,4,3,3,13,20,8.4,1532,7.3
