player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Frank Coppet,43530,S,VANDERBILT,2,0,,,100.0,,,0,0,0,,333,65.8,59.2,73.8,,49.5,,0,,,0,0,0,0.0,0,15,15,0,0,0,0,0,0,0.0,
Jordan Young,43537,LB,DOMINION,12,7,6.1,66.7,91.9,16.2,10.8,0,0,2,7.4,263,70.1,70.2,85.2,60.3,67.7,61.8,1,32,14.8,4,1,0,91.0,18,305,332,9,16,27,2,156,91,0.5,8.7
Darrell Baker Jr.,43542,S,GA SOUTHRN,11,5,16.9,50.0,97.9,16.6,8.3,0,0,1,6.3,174,44.9,51.4,83.5,64.4,70.5,56.2,0,73,23.1,3,1,2,135.4,8,139,142,1,5,16,2,228,109,1.7,28.5
Marlon Character,43550,CB,LOUISVILLE,12,2,13.8,58.8,96.8,14.6,8.6,0,0,1,5.9,210,63.1,57.9,0.0,77.3,40.0,54.8,0,67,6.3,1,1,2,132.7,10,150,155,4,13,17,2,173,62,1.2,17.3
Eric Popp,43565,LB,OHIO,10,2,4.8,77.3,82.5,11.3,8.7,0,0,0,0.0,259,57.5,58.8,82.7,62.8,58.0,65.9,0,28,6.7,1,0,0,111.4,17,207,251,5,12,22,1,157,106,0.8,9.2
Lawrence Graham,43566,LB,TULANE,11,1,3.1,57.9,73.3,18.9,10.9,0,1,1,5.3,319,54.2,53.4,0.0,57.9,57.5,58.9,0,19,0.0,0,1,3,71.6,11,217,296,6,9,19,0,97,79,0.5,8.8
Sam Franklin Jr.,43580,LB,TEMPLE,12,4,7.6,76.9,90.9,10.3,7.9,0,0,3,5.8,306,68.9,68.8,19.3,69.5,70.5,51.3,1,40,26.8,11,2,5,103.3,40,437,481,12,26,52,2,403,229,1.0,10.1
Treyjohn Butler,43583,CB,STANFORD,1,0,22.0,100.0,100.0,13.0,13.0,0,0,0,0.0,300,56.7,57.0,72.5,,60.0,74.2,0,30,0.0,0,0,0,118.8,1,13,13,0,1,1,0,30,8,2.3,30.0
Robert Cheatem,43596,CB,CHARLOTTE,1,0,,,100.0,,,0,0,0,,136,60.6,62.2,67.2,,60.3,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Jeremiah Jones,43597,CB,TROY,4,0,3.0,100.0,66.7,9.0,9.0,0,0,0,0.0,318,62.7,59.2,79.7,60.3,49.5,76.9,0,4,0.0,0,0,0,83.3,2,20,30,3,2,2,0,8,2,0.4,4.0
Kyle Williams,43601,CB,UCONN,8,6,5.9,73.9,100.0,8.5,6.3,0,0,1,4.3,146,59.2,60.6,84.1,,64.4,76.8,0,32,5.9,1,1,0,129.4,17,155,155,2,10,23,2,203,138,1.4,11.9
Nick Oelrich,43609,S,FLORIDA,2,0,9.7,66.7,92.9,6.5,4.3,0,0,0,0.0,163,54.5,50.9,75.9,59.5,49.2,76.9,0,29,0.0,0,0,0,104.9,2,13,14,0,1,3,0,34,10,2.6,17.0
Miles Daniel,43623,CB,KENT STATE,2,0,,,100.0,,,0,0,0,,201,63.2,69.7,76.0,,73.9,83.2,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Elijah Barnett,43625,ED,KENTUCKY,1,1,11.0,0.0,66.7,,6.0,0,0,0,0.0,202,62.2,66.1,75.9,57.7,64.4,77.0,0,,0.0,0,0,0,39.6,0,6,9,0,0,1,0,0,0,0.0,
Remy Lazarus,43627,S,GA STATE,9,5,15.7,53.8,97.1,41.1,22.2,0,1,5,38.5,175,68.7,67.8,85.8,71.4,62.6,61.0,1,30,20.8,5,4,0,85.6,7,299,308,3,14,13,2,97,18,0.3,13.9
Jon-Michael Terry,43635,ED,OKLAHOMA,6,0,3.2,80.0,34.4,10.3,8.2,0,0,0,0.0,261,45.5,62.8,86.8,59.7,74.5,70.8,0,18,40.0,2,0,0,101.7,4,43,125,1,3,5,0,42,45,1.0,10.5
Jake Hansen,43645,LB,ILLINOIS,9,1,6.6,63.0,91.0,14.5,9.1,0,0,0,0.0,187,79.1,80.6,57.2,86.6,74.2,74.1,1,25,6.7,1,0,1,94.2,17,254,279,8,13,27,2,197,97,0.8,11.6
Kyle Meyers,43646,CB,FLORIDA ST,3,0,21.8,75.0,98.2,16.7,12.5,0,0,0,0.0,167,55.7,58.5,77.5,60.0,70.2,81.2,0,36,0.0,0,0,1,116.7,3,54,55,0,4,4,0,62,6,1.2,20.7
Daniel Isom,43647,CB,WASH STATE,9,2,15.6,57.1,98.7,18.2,10.4,0,0,1,4.8,341,62.2,58.8,31.9,56.2,50.8,47.5,0,48,22.2,4,1,1,90.8,12,231,234,2,12,21,0,207,78,0.9,17.3
Alexy Jean-Baptiste,43651,ED,FIU,9,0,,,1.0,,,1,0,0,,166,60.0,71.8,16.2,75.9,67.4,55.7,0,,100.0,2,0,2,0.0,0,1,101,4,0,0,0,0,0,0.0,
Jaylin Thomas,43665,LB,BALL ST,12,5,2.6,81.6,87.4,10.0,8.2,0,0,1,2.6,117,57.4,77.0,86.3,57.7,86.3,66.7,0,52,21.2,7,1,0,108.3,31,320,366,6,21,38,1,300,236,1.0,9.7
Joe Ozougwu,43676,ED,N TEXAS,9,0,2.2,80.0,46.8,7.6,6.1,0,1,1,5.0,251,69.2,68.3,69.8,69.8,63.4,58.8,0,13,12.5,2,1,1,80.4,16,132,282,12,14,20,0,66,48,0.5,4.1
Monquavion Brinson,43696,CB,GA SOUTHRN,12,3,13.7,61.0,99.7,10.4,6.3,4,1,8,13.6,174,64.4,62.9,0.0,58.3,64.6,58.3,0,75,16.2,6,7,8,132.9,36,391,392,7,28,59,7,572,175,1.5,15.9
Perry Young,43698,LB,CINCINNATI,12,4,2.9,60.6,80.4,16.9,10.2,1,1,1,3.0,138,79.1,58.9,60.9,68.2,41.1,77.2,2,54,5.3,1,1,1,74.8,20,361,449,7,14,33,2,216,181,0.6,10.8
Jonathan Smith,43700,LB,N CAROLINA,3,1,,,90.5,,,0,0,0,,245,65.0,62.0,73.9,57.5,58.6,79.0,0,,0.0,0,0,0,0.0,0,19,21,0,0,0,0,0,0,0.0,
Anthony Trinh,43707,ED,STANFORD,1,0,,,33.3,,,0,0,0,,300,60.0,40.0,0.0,50.8,49.4,24.3,0,,100.0,1,0,1,0.0,0,1,3,0,0,0,0,0,0,0.0,
Tyrone Hopper,43714,ED,N CAROLINA,11,0,10.0,0.0,33.3,,37.0,0,0,0,0.0,245,66.2,69.4,86.8,60.9,71.9,72.2,0,,0.0,0,0,0,39.6,0,37,111,4,3,1,0,0,0,0.0,
Bruno DeRose,43718,LB,BOISE ST,9,0,4.3,100.0,91.5,10.8,10.8,0,0,0,0.0,120,51.1,60.5,77.9,65.3,71.9,63.1,0,28,40.0,2,0,0,154.9,6,65,71,1,3,6,1,70,44,1.1,11.7
Anthony Butler,43726,ED,CHARLOTTE,2,0,,,75.0,,,0,0,0,,136,64.0,59.4,75.2,55.8,55.8,77.4,0,,0.0,0,0,0,0.0,0,9,12,0,1,0,0,0,0,0.0,
Quincy Roche,43734,ED,TEMPLE,12,0,,,2.9,,,0,0,0,,306,65.9,93.5,62.4,93.4,85.6,65.1,0,,33.3,2,0,2,0.0,0,11,375,16,4,0,0,0,0,0.0,
Elijah Ponder,43743,ED,CINCINNATI,12,0,,,0.7,,,0,0,0,,138,66.6,79.5,46.5,69.2,83.5,61.8,0,,60.0,3,0,2,0.0,0,2,272,4,2,0,0,0,0,0.0,
Chris Martin,43745,DI,GA TECH,9,0,,,1.0,,,0,0,0,,176,59.5,45.4,16.6,54.7,46.5,27.2,0,,100.0,2,0,2,0.0,0,1,99,0,0,0,0,0,0,0.0,
Curtis Weaver,43751,ED,BOISE ST,12,2,6.9,71.4,21.0,16.0,11.4,0,0,2,28.6,120,64.6,91.6,62.8,93.1,81.4,63.0,1,19,54.5,6,2,2,60.7,5,85,404,17,3,7,0,65,25,0.8,13.0
Brandon Barlow,43762,ED,BOSTON COL,12,2,5.3,100.0,8.3,6.3,6.3,0,0,0,0.0,121,56.5,67.4,87.1,63.3,69.9,62.9,0,23,33.3,2,0,0,158.3,3,20,241,3,2,3,1,39,23,2.1,13.0
Chance Purvis,43763,ED,E CAROLINA,12,3,,,1.4,,,0,0,0,,156,60.1,66.6,63.5,59.7,71.1,52.8,0,,0.0,0,0,2,0.0,0,5,365,5,4,0,0,0,0,0.0,
Marcel Southall,43793,DI,FAU,11,1,,,5.3,,,0,0,0,,165,57.7,56.7,42.3,57.2,60.5,77.2,0,,0.0,0,0,1,0.0,0,7,133,0,0,0,0,0,0,0.0,
Rashad Smith,43811,LB,FAU,12,10,5.8,73.2,83.4,11.3,8.3,0,0,1,2.4,165,78.0,70.1,85.4,65.0,62.0,72.3,2,32,6.8,3,0,0,66.7,30,362,434,20,31,41,0,236,126,0.7,7.9
Cale Garrett,43813,LB,MISSOURI,5,0,2.2,66.7,81.8,14.9,9.9,0,1,2,16.7,229,91.4,89.0,84.0,60.0,78.6,81.6,3,9,0.0,0,2,0,30.6,8,126,154,7,10,12,0,33,36,0.3,4.1
Paddy Fisher,43822,LB,NWESTERN,12,7,2.8,63.6,93.5,13.5,8.6,0,1,6,13.6,256,77.6,71.4,85.5,45.5,66.7,53.6,1,49,23.5,8,5,1,65.8,28,400,428,10,19,44,0,213,173,0.6,7.6
Myles Rice,43825,ED,WASHINGTON,4,0,,,7.3,,,0,0,0,,340,61.9,55.3,78.2,56.8,52.9,39.4,0,,0.0,0,0,0,0.0,0,3,41,1,1,0,0,0,0,0.0,
Xavior Motley,43826,CB,OHIO,9,2,11.1,37.5,96.9,19.8,7.4,0,2,3,18.8,259,69.5,71.2,81.8,77.8,66.5,74.9,0,14,10.0,1,2,3,48.7,6,127,131,4,7,16,0,59,31,0.5,9.8
Kenny Hebert,43827,ED,VANDERBILT,11,0,0.3,100.0,28.6,5.1,5.1,0,0,2,16.7,333,55.8,56.2,38.8,64.2,52.7,50.8,0,21,20.0,3,0,2,124.3,12,63,220,8,12,12,1,86,83,1.4,7.2
Isaiah Chambers,43848,ED,HOUSTON,10,1,25.0,100.0,1.1,1.0,1.0,0,0,0,0.0,182,56.3,63.8,33.9,78.1,49.2,62.6,0,54,0.0,0,0,1,158.3,1,1,88,5,0,1,1,54,29,54.0,54.0
Sean Brown,43855,DI,S ALABAMA,12,0,,,0.4,,,0,0,0,,288,61.5,67.6,88.0,64.4,66.2,61.7,0,,0.0,0,0,0,0.0,0,1,233,2,1,0,0,0,0,0.0,
Cole Christiansen,43856,LB,ARMY,12,7,4.5,82.4,70.7,8.9,7.4,0,0,1,2.9,114,60.4,57.6,84.3,62.4,54.0,74.6,0,23,11.5,3,1,0,102.8,28,256,362,9,16,34,1,215,164,0.9,7.7
De'Jon Harris,43858,LB,ARKANSAS,12,5,2.8,89.7,81.3,10.3,9.2,0,0,1,3.4,111,55.4,68.4,84.4,65.8,73.6,73.8,0,46,11.1,3,1,0,113.9,26,283,348,8,19,29,1,249,236,0.9,9.6
Patrice Rene,43868,CB,N CAROLINA,2,0,15.3,66.7,95.7,21.0,14.0,0,0,0,0.0,245,63.4,59.5,77.4,57.2,46.3,60.9,0,10,0.0,0,0,0,119.4,2,44,46,1,3,3,1,16,3,0.4,8.0
Tyler Pistorio,43875,LB,NAVY,7,1,6.2,83.3,75.9,7.8,6.5,0,0,0,0.0,237,47.4,53.3,81.0,73.8,54.2,75.2,1,47,0.0,0,0,0,118.8,5,41,54,0,0,6,1,84,44,2.2,16.8
Derrick Brown,43883,DI,AUBURN,12,3,,,0.8,,,0,0,1,,115,68.7,89.8,24.4,90.0,82.2,87.2,0,,0.0,0,0,5,0.0,0,3,361,10,6,0,0,0,0,0.0,
Randy Wade Jr.,43888,ED,GA SOUTHRN,12,0,2.9,78.6,53.0,11.5,9.0,0,0,1,7.1,174,72.8,70.4,67.8,72.0,64.2,64.9,0,15,16.7,2,1,1,92.0,11,132,249,8,10,14,0,85,59,0.7,7.7
William Davis,43891,DI,FAU,12,0,,,0.5,,,0,0,0,,165,68.5,62.5,85.8,69.3,53.7,63.0,0,,25.0,1,0,0,0.0,0,1,214,3,3,0,0,0,0,0.0,
Lokeni Toailoa,43897,LB,UCLA,12,3,6.8,100.0,62.1,11.0,11.0,0,0,0,0.0,324,54.3,59.6,39.4,60.1,63.9,81.8,0,26,20.0,3,0,1,118.8,11,126,203,4,9,11,0,146,71,1.2,13.3
Isaiah Kaufusi,43899,LB,BYU,12,1,2.5,69.0,89.4,6.4,4.4,0,0,2,4.8,128,81.8,74.4,83.7,78.2,65.2,46.6,2,34,25.9,7,2,0,59.1,29,194,217,13,19,42,0,195,191,1.1,6.7
Rod Stoddard,43926,DI,ARMY,13,2,,,1.1,,,0,0,0,,114,62.9,68.0,69.1,61.7,69.0,79.7,0,,0.0,0,0,1,0.0,0,2,175,0,0,0,0,0,0,0.0,
Alex Miller,43934,DI,NWESTERN,12,0,,,1.1,,,0,0,0,,256,53.0,79.5,68.3,69.1,83.8,74.3,0,,100.0,1,0,1,0.0,0,3,283,3,0,0,0,0,0,0.0,
Jairon McVea,43938,S,BAYLOR,9,2,4.3,77.8,100.0,15.4,12.0,0,0,0,0.0,118,74.6,73.9,83.5,,69.0,70.1,0,15,0.0,0,0,0,82.4,7,116,116,2,6,9,0,34,27,0.3,4.9
Ray Thornton,43941,ED,LSU,7,0,-1.0,100.0,13.2,9.0,9.0,0,0,0,0.0,211,67.7,70.1,83.7,59.6,74.8,81.1,0,29,0.0,0,0,0,118.8,1,9,68,0,1,1,0,29,30,3.2,29.0
Connor Murphy,43946,ED,USC,8,1,,,4.0,,,0,0,0,,326,62.0,64.5,81.3,58.6,67.5,77.5,0,,0.0,0,0,0,0.0,0,3,75,1,0,0,0,0,0,0.0,
Tyler Hall,43958,CB,WYOMING,11,3,13.3,47.1,98.8,12.6,5.9,0,0,9,13.2,351,71.0,69.3,21.4,58.6,63.0,73.8,1,80,6.9,2,4,5,87.7,32,424,429,2,24,68,4,537,177,1.3,16.8
Bradlee Anae,43982,ED,UTAH,12,0,2.0,66.7,6.7,14.0,9.3,2,0,0,0.0,328,49.1,76.6,23.8,90.3,60.0,44.8,0,12,50.0,3,0,5,84.0,2,28,419,14,3,3,0,19,11,0.7,9.5
Ilyaas Motley,43989,CB,OHIO,12,1,14.0,52.8,98.8,15.8,8.4,1,0,7,19.4,259,74.5,72.6,9.7,51.7,69.7,59.7,1,63,17.9,5,4,4,100.2,19,317,321,5,22,36,3,328,137,1.1,17.3
Joel Dublanko,43990,LB,CINCINNATI,12,0,,,70.9,,,0,0,0,,138,73.7,69.0,79.7,64.5,62.0,72.7,0,,20.0,1,0,0,0.0,0,56,79,4,4,0,0,0,0,0.0,
Jaylin Bannerman,44002,ED,UTAH ST,3,0,,,21.4,,,0,1,1,,329,76.3,63.4,78.4,54.2,58.1,57.6,0,,100.0,1,1,0,0.0,0,3,14,0,0,0,0,0,0,0.0,
Khalil McDonald,44010,CB,S ALABAMA,4,0,4.3,100.0,100.0,2.0,2.0,0,0,0,0.0,288,47.7,55.7,75.3,,63.3,35.4,0,18,50.0,1,0,0,101.4,3,6,6,1,1,3,0,25,12,4.2,8.3
Daniel Joseph,44012,ED,PENN STATE,11,0,,,8.3,,,1,0,0,,266,61.7,56.4,25.0,62.8,53.1,58.6,0,,100.0,1,0,1,0.0,0,5,60,2,0,0,0,0,0,0.0,
Kenneth Ruff,44013,DI,SYRACUSE,12,0,,,1.1,,,0,0,0,,304,53.5,68.7,68.0,58.9,75.4,36.2,0,,50.0,1,0,1,0.0,0,3,281,1,1,0,0,0,0,0.0,
Jalen Madden,44015,DI,W KENTUCKY,12,0,,,0.9,,,0,0,0,,346,60.6,60.1,42.9,57.9,62.7,82.3,0,,50.0,1,0,2,0.0,0,2,221,2,1,0,0,0,0,0.0,
Hamilcar Rashed,44025,ED,OREGON ST,12,1,5.4,75.0,20.9,12.8,9.6,0,0,1,12.5,265,74.5,79.6,77.4,78.0,73.8,71.2,0,26,15.4,2,1,1,128.1,6,78,374,22,10,8,1,46,40,0.6,7.7
Oluwaseun Oluwatimi,44028,DI,MARYLAND,12,1,,,0.4,,,0,0,0,,215,62.3,65.2,71.2,58.7,67.0,60.5,0,,33.3,1,0,1,0.0,0,1,276,1,1,0,0,0,0,0.0,
Benito Jones,44035,DI,OLE MISS,12,0,,,0.3,,,0,0,0,,226,66.9,68.1,41.0,71.6,64.1,46.3,1,,57.1,4,0,3,0.0,0,1,315,6,3,0,0,0,0,0.0,
Kyle Ball,44037,ED,KANSAS ST,12,0,,,3.9,,,0,0,0,,199,65.3,66.9,63.1,67.3,62.7,28.8,0,,66.7,6,0,1,0.0,0,8,205,3,3,0,0,0,0,0.0,
Jarrod Carter-McLin,44042,ED,UTSA,12,0,6.0,100.0,4.8,6.5,6.5,1,0,0,0.0,331,59.0,57.7,23.2,63.3,56.6,50.7,1,10,40.0,2,0,4,60.4,2,13,273,7,3,2,0,16,4,1.2,8.0
Amani Jones,44063,ED,IOWA,7,1,,,2.4,,,0,0,0,,192,60.9,58.4,80.9,54.5,66.4,54.1,0,,50.0,1,0,0,0.0,0,1,41,1,0,0,0,0,0,0.0,
Uriah Leiataua,44077,ED,BYU,10,2,,,9.0,,,0,0,0,,128,59.4,82.7,21.7,82.5,81.3,79.1,0,,33.3,1,0,2,0.0,0,12,133,1,0,0,0,0,0,0.0,
Emmett Rice,44078,LB,FLORIDA ST,12,5,2.6,75.0,84.3,12.3,9.2,0,0,0,0.0,167,55.4,62.4,82.4,64.6,65.6,53.9,0,25,14.8,4,0,0,93.6,18,231,274,8,18,24,0,167,142,0.8,9.3
Carter Bankston,44086,ED,NAVY,12,1,3.0,50.0,35.3,30.0,15.0,0,0,0,0.0,237,74.8,63.7,86.3,55.3,58.8,47.2,1,6,33.3,1,0,0,16.7,1,30,85,0,1,2,0,6,0,0.2,6.0
Drew Beesley,44091,ED,MICH STATE,12,1,,,1.6,,,1,0,0,,223,56.5,76.4,53.1,77.5,74.9,54.9,1,,50.0,1,0,1,0.0,0,2,126,1,0,0,0,0,0,0.0,
Khalil Ladler,44092,S,VA TECH,11,0,6.8,71.4,87.9,11.3,8.1,0,0,2,14.3,337,63.2,63.3,84.6,65.4,59.5,40.6,0,25,30.0,3,1,0,93.8,10,116,132,3,7,14,0,108,75,1.0,10.8
Sione Tupou,44093,LB,UTEP,10,0,3.0,73.3,87.3,20.3,14.9,0,0,0,0.0,330,55.3,60.6,84.8,65.9,61.8,64.3,0,61,14.3,2,0,0,106.5,11,234,268,5,12,15,0,156,126,0.7,14.2
Kevin Atkins,44094,DI,FRESNO ST,12,1,,,0.5,,,0,0,0,,169,61.7,56.3,60.1,62.9,50.6,32.4,0,,50.0,1,0,2,0.0,0,2,416,5,0,0,0,0,0,0.0,
Xander Gagnon,44110,LB,DUKE,7,0,,,73.7,,,0,0,0,,154,63.2,54.5,76.1,54.2,52.4,28.0,0,,,0,0,0,0.0,0,14,19,0,0,0,0,0,0,0.0,
Brandon Drayton,44122,S,MARSHALL,6,0,12.3,84.6,94.8,17.5,14.8,0,0,0,0.0,214,60.7,62.4,86.4,73.7,59.8,77.1,0,27,0.0,0,0,0,150.5,11,200,211,6,13,13,2,138,31,0.7,12.5
Cam Turner,44134,ED,MIAMI OH,7,0,,,6.7,,,0,0,0,,221,60.3,49.4,80.8,56.5,42.6,73.4,0,,,0,0,0,0.0,0,4,60,0,0,0,0,0,0,0.0,
Jarrod Hewitt,44138,DI,VA TECH,12,1,,,2.1,,,0,0,0,,337,54.0,70.4,38.5,65.3,78.1,48.1,0,,40.0,2,0,3,0.0,0,7,341,3,2,0,0,0,0,0.0,
Julian Okwara,44152,ED,NOTRE DAME,9,0,0.5,50.0,9.4,20.0,10.0,0,0,0,0.0,258,58.4,79.2,46.1,90.4,64.0,38.0,0,43,0.0,0,0,2,95.8,1,21,223,4,1,2,0,43,39,2.2,43.0
Rodarius Williams,44160,CB,OKLA STATE,12,2,13.0,55.2,99.8,14.1,7.8,0,0,8,13.8,262,68.5,69.4,86.8,59.9,69.2,62.0,0,64,7.7,3,5,4,87.9,32,474,475,4,34,58,2,394,161,0.9,12.3
Chauncey Manac,44162,ED,LA LAFAYET,10,0,0.0,83.3,11.4,4.0,3.3,0,0,0,0.0,207,66.2,74.4,84.7,80.0,61.1,43.7,0,12,33.3,2,0,0,84.7,5,21,184,5,4,6,0,26,21,1.3,5.2
Kash Daniel,44163,LB,KENTUCKY,11,2,4.0,68.2,89.6,13.0,8.9,0,0,2,9.1,202,64.4,63.6,81.7,60.6,61.5,55.9,1,22,14.3,3,2,0,68.8,15,207,231,5,16,22,0,152,109,0.8,10.1
Doug Taumoelau,44174,LB,OREGON ST,11,0,1.5,94.1,74.4,7.6,7.2,0,0,0,0.0,265,69.8,72.8,82.5,65.1,70.3,57.0,0,16,21.4,3,0,2,99.3,16,131,176,6,11,17,0,133,109,1.1,8.3
Ryan Gilmartin,44181,LB,UCONN,5,0,6.4,60.0,89.0,23.7,14.2,0,0,0,0.0,146,52.7,46.9,78.3,61.1,44.6,62.4,0,18,0.0,0,0,0,120.0,3,73,82,1,2,5,1,34,20,0.5,11.3
Will Bradley-King,44184,ED,ARK STATE,12,1,8.0,0.0,1.5,,6.0,0,0,0,0.0,113,52.4,86.8,0.0,92.0,76.3,58.2,0,,25.0,1,0,10,39.6,0,6,412,8,2,1,0,0,0,0.0,
Layton Garnett,44185,LB,UTSA,2,0,,,66.7,,,0,0,0,,331,60.4,73.2,69.5,60.0,70.8,73.2,0,,,0,0,0,0.0,0,2,3,0,0,0,0,0,0,0.0,
Regan Upshaw,44191,ED,CLEMSON,4,0,,,11.1,,,0,0,0,,140,60.0,72.7,76.9,67.5,70.7,64.2,0,,,0,0,0,0.0,0,1,9,0,0,0,0,0,0,0.0,
Eric Mitchell,44194,LB,UCF,12,2,5.0,64.0,85.3,13.3,8.5,0,1,3,12.0,323,39.8,59.8,83.7,68.2,71.0,69.4,0,38,17.6,3,3,0,79.8,16,226,265,9,12,25,0,146,106,0.7,9.1
T.J. Brunson,44198,LB,S CAROLINA,12,3,5.2,70.6,91.2,13.5,9.5,0,0,3,8.8,289,72.4,64.0,3.5,68.5,58.6,59.6,1,24,13.3,4,3,3,85.7,24,344,377,12,23,34,1,222,156,0.7,9.3
Thomas Barber,44199,LB,MINNESOTA,12,3,10.8,83.3,88.7,24.4,20.3,0,0,1,8.3,225,66.0,59.4,84.2,65.2,52.5,53.8,0,51,13.3,2,1,0,158.3,10,260,293,2,10,12,2,176,62,0.7,17.6
Dylan Parsee,44200,LB,UTEP,11,1,3.8,81.8,67.6,12.4,10.2,0,0,0,0.0,330,59.7,55.1,85.5,52.1,52.5,53.6,0,38,30.8,4,0,0,103.4,9,117,173,4,8,11,0,97,74,0.9,10.8
Demarrio Smith,44202,DI,SO MISS,12,0,,,0.8,,,0,0,0,,296,68.1,78.6,84.2,70.1,77.2,69.4,0,,16.7,1,0,0,0.0,0,2,242,4,5,0,0,0,0,0.0,
Marcus Edwards,44213,DI,NAVY,7,0,,,1.5,,,0,0,0,,237,60.5,56.7,79.7,55.7,56.6,36.3,0,,,0,0,0,0.0,0,1,68,0,0,0,0,0,0,0.0,
Dasharm Newsome,44247,S,RICE,12,1,-0.3,100.0,93.0,8.7,8.7,0,0,0,0.0,275,65.9,65.0,77.4,55.3,63.3,75.0,0,10,14.3,1,0,0,85.4,6,53,57,3,5,6,0,27,29,0.5,4.5
Rashawn Battle,44259,LB,RUTGERS,11,0,2.8,66.7,86.0,17.2,11.4,0,0,2,22.2,278,62.5,58.0,79.3,66.5,52.2,35.7,0,33,60.0,3,2,0,84.0,6,111,129,4,2,9,0,57,41,0.6,9.5
Dele Harding,44265,LB,ILLINOIS,12,8,7.6,74.6,91.5,6.9,5.1,1,0,0,0.0,187,41.7,75.2,62.1,47.6,90.9,85.1,3,71,13.3,4,0,2,100.8,47,332,363,6,18,63,2,692,381,2.1,14.7
Alvin Ward Jr.,44267,ED,GA SOUTHRN,9,1,,,32.9,,,0,0,0,,174,65.8,62.5,84.9,57.7,60.9,52.2,0,,0.0,0,0,0,0.0,0,25,76,0,0,0,0,0,0,0.0,
Brian Dawkins Jr.,44278,CB,CLEMSON,1,0,,,100.0,,,0,0,0,,140,60.0,67.9,71.1,,70.0,73.5,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Cameron Tidd,44280,DI,VANDERBILT,12,0,,,1.7,,,0,0,0,,333,59.0,63.5,84.3,59.2,63.8,84.4,0,,25.0,1,0,0,0.0,0,3,172,0,3,0,0,0,0,0.0,
Christian Johnson,44281,ED,UTEP,4,0,,,3.1,,,0,0,0,,330,60.0,56.0,79.0,51.9,59.7,73.8,0,,,0,0,0,0.0,0,1,32,0,0,0,0,0,0,0.0,
Ceneca Espinoza Jr.,44285,CB,LIBERTY,11,1,6.8,77.8,93.3,9.9,7.7,1,0,2,7.4,206,77.3,75.3,8.6,60.7,75.7,70.3,2,51,27.3,6,1,4,116.5,21,223,239,9,15,27,3,283,206,1.4,13.5
Jamir Jones,44287,ED,NOTRE DAME,10,1,8.5,0.0,22.0,,20.5,0,0,1,50.0,258,67.2,82.0,88.6,77.2,80.4,81.5,0,,0.0,0,0,0,39.6,0,42,191,4,3,2,0,0,0,0.0,
Andre Mintze,44299,ED,VANDERBILT,12,1,,,8.1,,,0,0,0,,333,64.5,78.0,89.3,76.5,73.0,68.1,0,,25.0,1,0,0,0.0,0,18,221,5,2,0,0,0,0,0.0,
Rashad Byrd,44306,LB,GA SOUTHRN,12,6,5.5,62.1,89.5,15.8,9.8,0,0,1,3.4,174,69.6,67.0,52.8,92.0,53.0,70.5,2,44,9.7,3,1,1,59.3,18,299,334,9,22,29,1,158,89,0.6,8.8
Jacquies Turner,44315,ED,SO MISS,12,0,,,3.1,,,0,0,0,,296,55.3,77.6,69.5,70.6,81.6,60.0,0,,63.6,7,0,1,0.0,0,10,320,10,4,0,0,0,0,0.0,
Boogie Basham,44320,ED,WAKE,12,0,,,4.0,,,0,0,0,,339,65.5,85.8,49.9,90.7,72.9,64.7,0,,55.6,5,0,3,0.0,0,15,378,11,4,0,0,0,0,0.0,
Josh Brown,44326,ED,FLORIDA ST,9,0,6.3,75.0,28.1,5.3,4.0,0,0,0,0.0,167,38.5,55.1,83.0,60.0,68.1,63.3,0,12,100.0,1,0,0,94.8,3,18,64,0,0,4,0,29,18,1.8,9.7
Collin Wilder,44328,S,WISCONSIN,11,2,9.7,46.2,93.5,21.8,10.1,0,1,4,30.8,349,80.8,69.1,0.0,72.7,43.8,35.2,1,23,14.3,1,4,3,72.4,6,144,154,1,4,13,3,76,23,0.6,12.7
Charles Wiley,44329,ED,OLE MISS,12,1,0.3,85.7,28.9,10.8,9.3,0,0,0,0.0,226,56.6,62.1,64.9,67.0,59.0,50.6,0,23,30.0,3,0,1,102.4,6,66,228,7,6,7,0,60,61,0.9,10.0
Jaylon McClinton,44330,S,ARMY,8,2,8.1,50.0,97.8,31.8,15.9,0,0,3,37.5,114,65.1,59.4,84.7,55.6,51.1,57.4,0,45,16.7,1,3,0,89.6,4,132,135,1,3,8,0,88,64,0.7,22.0
