player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Robert Hayes Jr.,14327,CB,SMU,11,2,14.0,56.0,99.5,12.1,6.8,0,0,2,8.0,287,69.6,68.3,82.9,57.2,58.3,78.1,0,75,0.0,0,1,1,97.6,14,181,182,3,13,25,1,213,102,1.3,15.2
Anthony J. Taylor,14471,CB,TEXAS ST,12,4,14.3,37.5,99.1,21.4,8.0,0,2,9,22.5,314,80.0,79.4,89.0,59.2,74.6,77.5,1,44,9.5,2,9,2,60.3,15,336,339,3,15,40,2,199,54,0.6,13.3
Ladarian McFarland,14977,LB,UTSA,4,2,2.8,75.0,80.0,8.2,6.1,0,0,1,12.5,331,51.7,47.4,0.0,74.2,44.8,42.2,0,11,46.2,6,1,2,120.8,6,52,65,1,5,8,1,32,41,0.7,5.3
Marquis Couch,21749,ED,MARSHALL,12,2,6.4,40.0,30.9,48.0,19.2,0,0,0,0.0,214,67.4,72.6,37.4,70.9,73.5,70.0,0,23,25.0,1,0,3,54.6,2,99,320,3,1,5,0,23,4,0.2,11.5
Anthony Cruz,22522,S,TEMPLE,1,0,,,100.0,,,0,0,0,,306,61.0,64.5,72.7,,63.8,75.3,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Clay Davis,22969,LB,W KENTUCKY,8,1,3.9,70.6,83.8,12.3,8.6,0,0,2,11.8,346,49.2,52.7,83.7,59.5,55.5,53.3,0,38,33.3,3,2,1,93.8,12,155,185,2,5,17,0,134,105,0.9,11.2
Cortez Davis,22974,CB,HAWAII,13,5,13.8,58.6,100.0,10.5,6.1,0,1,13,18.6,180,73.9,74.6,86.1,,70.6,88.0,1,37,2.5,1,10,3,87.6,41,450,450,13,34,70,4,396,143,0.9,9.7
Dru Prox,23093,LB,KANSAS,4,1,7.8,55.6,84.3,19.4,10.8,0,1,2,22.2,198,65.7,64.2,15.6,60.9,63.2,78.4,0,28,0.0,0,1,1,71.1,5,102,121,3,4,9,0,49,17,0.5,9.8
Tim Washington,23468,LB,MISS STATE,10,0,3.8,50.0,70.8,12.0,6.0,0,1,1,10.0,227,55.9,59.8,0.0,54.6,72.3,75.7,0,10,0.0,0,1,3,56.3,5,63,89,2,3,10,0,27,23,0.5,5.4
K.J. Osborn,23503,WR,MIAMI FL,1,0,,,100.0,,,0,0,0,,220,60.0,62.4,60.0,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Dalton Baker,23619,ED,UTAH ST,11,1,27.0,100.0,20.7,22.0,22.0,0,0,1,100.0,329,63.4,54.6,83.9,63.2,46.1,28.8,0,27,60.0,3,1,0,118.8,1,24,116,1,1,1,0,27,0,1.2,27.0
James Bowe Jr.,23787,S,UMASS,6,2,6.1,72.7,95.4,18.1,13.2,0,0,2,18.2,216,65.0,60.8,85.9,57.3,51.0,39.2,0,47,22.2,4,1,0,145.1,8,146,153,3,12,11,1,173,132,1.2,21.6
Tim Collins,23804,ED,W MICHIGAN,12,2,,,0.6,,,0,0,0,,347,68.7,73.3,57.2,65.8,71.7,62.2,0,,25.0,2,0,1,0.0,0,1,158,7,4,0,0,0,0,0.0,
Dontavious Jackson,24251,LB,FLORIDA ST,10,2,3.1,71.4,87.8,12.8,9.1,0,0,0,0.0,167,47.9,53.3,7.8,60.4,60.3,33.0,0,27,28.6,4,0,3,99.7,15,208,237,4,8,21,1,112,98,0.6,7.5
Alvinoski LaFleur,24504,S,E MICHIGAN,12,1,3.9,92.9,84.7,5.9,5.5,0,0,0,0.0,160,45.0,55.8,80.3,61.1,70.8,53.6,1,52,35.7,5,0,1,110.4,13,83,98,4,8,14,1,167,120,2.2,12.8
Shawn Featherstone,25441,S,AKRON,8,1,12.7,63.6,99.6,32.0,20.4,0,0,1,9.1,102,72.0,74.8,41.3,60.0,79.0,79.5,1,41,14.3,2,1,2,83.5,7,239,240,0,11,11,1,95,24,0.4,13.6
Alvin Davis Jr.,25442,S,AKRON,11,1,10.8,64.0,96.4,18.9,12.1,1,1,3,12.0,102,74.8,82.4,57.1,67.5,90.8,90.0,0,34,3.7,1,3,2,80.8,16,318,330,3,25,25,0,152,57,0.5,9.5
Anfernee Jennings,25449,ED,ALABAMA,12,3,5.4,71.4,17.9,10.8,7.7,4,2,2,28.6,103,67.1,85.4,0.0,88.1,86.8,63.1,1,37,20.0,2,2,10,63.1,5,59,330,10,5,7,0,69,39,1.3,13.8
Shyheim Carter,25451,CB,ALABAMA,12,7,9.2,63.0,94.7,10.9,6.8,0,1,4,8.7,103,74.4,76.2,89.1,61.1,79.3,62.2,0,31,13.3,4,2,0,100.3,29,338,357,10,19,46,3,264,146,0.8,9.1
Malik Lawal,25510,LB,TULANE,12,2,8.7,66.7,45.5,35.0,23.3,0,0,0,0.0,319,49.8,51.3,0.0,66.9,51.0,63.5,0,58,33.3,3,0,2,109.7,2,70,154,2,4,3,0,67,66,1.0,33.5
Tyler Whiley,25511,S,ARIZONA ST,7,2,13.5,83.3,86.6,11.2,9.3,0,0,0,0.0,110,45.2,52.6,0.0,62.2,71.1,80.0,0,48,0.0,0,0,1,154.9,5,58,67,1,3,6,2,70,43,1.3,14.0
Sean Adesanya,25543,ED,C MICHIGAN,12,0,3.5,50.0,2.9,10.0,5.0,0,0,0,0.0,134,68.5,74.3,22.5,78.1,64.1,36.5,1,3,40.0,2,0,5,16.7,1,10,339,9,3,2,0,3,2,0.3,3.0
Jameson Houston,25642,CB,BAYLOR,12,0,10.4,50.8,97.6,12.5,6.4,1,1,9,14.3,118,74.2,73.3,18.5,62.9,73.2,63.6,1,79,15.2,5,5,5,68.8,32,415,425,10,28,63,2,308,138,0.8,9.6
Bravvion Roy,25644,DI,BAYLOR,12,2,,,2.1,,,0,0,0,,118,58.3,89.3,74.3,84.7,86.9,80.6,0,,25.0,2,0,1,0.0,0,8,380,7,4,0,0,0,0,0.0,
Clay Johnston,25685,LB,BAYLOR,6,2,7.3,72.2,87.0,13.5,9.7,0,1,5,27.8,118,65.7,83.1,82.6,77.3,90.2,60.8,1,18,22.2,4,5,0,67.6,13,180,207,10,12,18,0,123,64,0.7,9.5
Chris Miller,25686,S,BAYLOR,11,1,16.9,40.0,96.6,81.0,32.4,1,0,1,10.0,118,63.1,61.2,0.0,52.2,70.2,69.4,0,20,18.5,5,1,4,90.4,4,336,348,4,21,10,1,52,8,0.2,13.0
Henry Black,25687,S,BAYLOR,12,2,10.1,53.1,97.0,26.1,13.9,1,0,2,6.3,118,84.5,80.6,87.1,62.4,74.4,61.8,1,28,8.0,2,2,1,63.7,17,459,473,7,21,32,1,153,100,0.3,9.0
Cam Jefferies,25700,CB,CINCINNATI,12,2,13.3,48.9,100.0,13.0,6.4,1,0,5,10.6,138,60.3,62.6,86.0,,71.6,50.0,1,75,20.0,4,5,4,104.7,23,324,324,4,14,47,4,478,201,1.6,20.8
Antonyo Sotolongo,25704,S,BOWL GREEN,9,2,4.3,90.9,95.7,15.2,13.8,0,0,0,0.0,122,56.1,53.9,19.7,53.4,54.0,33.6,0,44,30.8,8,0,1,158.3,10,155,162,2,16,11,2,144,99,0.9,14.4
Beau Tanner,25768,S,BYU,11,0,16.8,53.8,100.0,21.0,11.3,0,0,1,7.7,128,62.2,66.2,85.4,,73.7,52.0,1,40,25.0,2,1,0,93.9,7,156,156,1,6,13,2,123,14,0.8,17.6
Dayan Lake,25769,CB,BYU,11,3,9.7,70.2,98.8,9.8,6.9,0,0,6,12.8,128,75.8,78.4,50.2,82.3,81.3,65.3,2,30,17.6,6,3,2,92.2,33,342,346,11,25,47,3,316,80,1.0,9.6
Troy Warner,25770,S,BYU,3,0,,,100.0,,,0,0,0,,128,68.4,75.3,78.6,,81.7,85.1,0,,0.0,0,0,0,0.0,0,25,25,0,2,0,0,0,0,0.0,
Luc Bequette,25776,DI,CAL,12,0,,,1.3,,,1,0,0,,130,67.0,63.8,70.7,61.5,61.2,60.3,0,,0.0,0,0,2,0.0,0,5,400,2,6,0,0,0,0,0.0,
Zeandae Johnson,25779,DI,CAL,12,1,,,0.8,,,0,1,1,,130,65.2,72.4,86.1,63.3,73.2,55.7,0,,25.0,1,1,0,0.0,0,3,356,5,2,0,0,0,0,0.0,
Michael Oliver,25893,LB,C MICHIGAN,12,3,5.2,71.4,90.2,10.6,7.6,0,0,1,2.9,134,62.6,67.1,85.2,58.0,69.0,52.1,1,54,23.1,6,1,1,90.4,25,275,305,12,17,35,1,262,198,1.0,10.5
Willie Edwards,26004,CB,APP STATE,3,0,18.6,60.0,100.0,10.0,6.0,0,0,1,20.0,108,70.3,70.5,76.1,,62.2,48.1,1,34,25.0,1,0,0,49.2,3,32,32,2,3,5,0,44,4,1.5,14.7
Tre Hornbuckle,26138,ED,DUKE,11,2,,,0.5,,,0,0,0,,154,66.4,72.9,45.2,64.0,75.7,59.3,0,,22.2,2,0,2,0.0,0,1,205,10,5,0,0,0,0,0.0,
Trevon McSwain,26142,DI,DUKE,12,1,,,0.4,,,0,0,0,,154,60.5,74.8,67.9,80.9,66.8,46.7,0,,50.0,2,0,1,0.0,0,1,256,4,1,0,0,0,0,0.0,
Jordan Hayes,26143,S,UCF,8,1,5.0,28.6,94.8,43.5,12.4,0,0,1,14.3,323,59.2,58.2,81.5,55.4,56.2,52.3,0,17,16.7,1,0,0,42.0,2,92,97,0,4,7,0,25,19,0.3,12.5
Koby Quansah,26145,LB,DUKE,12,3,7.8,61.5,74.7,18.1,11.1,1,1,2,7.7,154,47.9,64.6,35.7,56.9,77.3,68.4,0,21,30.0,6,1,3,80.1,16,304,407,4,11,26,0,167,109,0.6,10.4
Dylan Singleton,26147,S,DUKE,12,3,8.3,81.5,95.6,16.7,13.6,0,0,1,3.7,154,57.7,59.5,58.2,60.3,61.9,57.3,0,62,14.7,5,0,1,144.8,22,389,407,7,26,27,4,250,117,0.7,11.4
Colby Gore,26197,CB,E CAROLINA,10,3,14.9,59.6,95.3,9.0,5.4,0,0,5,8.8,156,56.2,51.2,17.5,45.5,41.5,69.1,1,66,9.5,4,2,4,111.0,34,325,341,4,35,57,4,590,188,1.9,17.4
Kendall Futrell,26199,ED,E CAROLINA,12,1,3.5,100.0,0.7,1.0,1.0,0,0,0,0.0,156,64.4,86.8,67.3,85.5,80.4,71.5,0,20,20.0,2,0,2,110.4,2,3,413,16,7,2,0,21,14,10.5,10.5
Kevin McGill,26334,CB,E MICHIGAN,10,4,14.3,40.6,99.0,22.0,8.9,1,0,8,25.0,160,79.4,72.6,48.9,68.9,50.0,56.6,1,38,15.0,3,2,5,51.8,13,307,310,5,13,32,1,142,51,0.5,10.9
Jalen Phelps,26343,S,E MICHIGAN,4,0,8.8,88.9,100.0,6.3,5.6,0,0,0,0.0,160,59.9,62.0,82.0,,65.2,66.5,0,23,12.5,1,0,0,101.9,8,52,52,1,7,9,0,76,39,1.5,9.5
Clay Holford,26345,ED,E MICHIGAN,3,0,5.0,0.0,2.1,,1.0,0,0,1,100.0,160,88.9,66.0,81.2,60.7,55.7,78.7,1,,0.0,0,1,0,0.0,0,1,48,1,2,1,0,0,0,0.0,
Brody Hoying,26348,S,E MICHIGAN,12,3,4.9,71.1,87.5,9.5,6.7,1,2,3,7.9,160,75.2,75.5,53.2,74.1,74.3,61.1,4,22,20.0,6,3,1,44.4,27,273,312,10,21,38,0,207,149,0.8,7.7
Kevin McCrary,26396,DI,FAU,11,0,,,1.1,,,0,0,0,,165,60.4,64.7,81.5,63.4,62.5,28.4,0,,100.0,1,0,0,0.0,0,1,94,1,0,0,0,0,0,0.0,
Kylan Johnson,26452,LB,PITTSBURGH,12,4,5.2,46.2,71.7,48.0,22.2,0,0,2,15.4,268,80.8,74.7,83.0,67.8,67.0,62.4,0,40,15.4,2,1,0,61.4,6,311,434,11,7,13,0,65,55,0.2,10.8
Jeremiah Moon,26453,ED,FLORIDA,9,2,12.5,16.7,35.0,75.0,12.5,1,1,1,16.7,163,76.5,68.5,65.6,68.0,58.6,76.4,0,6,11.1,1,1,1,39.6,1,77,220,6,6,6,0,6,3,0.1,6.0
David Reese II,26454,LB,FLORIDA,12,3,3.6,69.0,87.1,9.7,6.7,0,0,1,2.4,163,66.5,70.4,82.5,51.0,76.2,67.5,0,52,10.7,3,0,0,93.4,29,290,333,8,22,42,1,260,165,0.9,9.0
Jeawon Taylor,26455,S,FLORIDA,10,1,13.3,50.0,94.6,28.4,14.2,0,0,1,7.1,163,59.3,62.4,83.2,65.8,65.5,44.3,0,25,28.6,4,1,0,101.5,7,209,221,2,9,14,1,114,38,0.6,16.3
Marcus Lewis,26457,CB,MARYLAND,10,5,11.5,63.5,98.7,8.6,5.5,0,0,2,3.8,215,57.9,61.4,86.0,56.5,74.6,57.2,2,35,10.3,3,1,2,83.6,33,297,301,4,21,52,2,397,138,1.4,12.0
David Curry,26573,LB,GA TECH,12,5,1.4,82.8,76.0,10.2,8.4,0,0,1,3.4,176,65.2,64.4,54.1,64.2,62.5,71.2,1,33,8.0,2,1,1,95.8,24,260,342,10,18,29,1,223,206,0.9,9.3
Rojesterman Farris II,26587,CB,HAWAII,13,3,14.6,55.4,100.0,12.2,6.8,0,2,9,13.8,180,75.9,77.8,86.3,,82.2,87.8,1,75,3.4,1,6,2,90.6,36,461,461,4,25,65,2,601,163,1.4,16.7
Solomon Matautia,26631,LB,HAWAII,13,1,3.0,84.6,82.1,11.1,9.4,0,0,0,0.0,180,60.8,65.2,89.3,67.5,65.2,65.7,2,26,20.0,4,0,0,80.9,22,257,313,4,15,26,1,209,147,0.9,9.5
Patrick Nelson,26699,LB,SMU,12,4,7.9,69.2,83.6,14.9,10.3,0,0,1,2.6,287,60.4,72.0,62.9,91.0,71.3,59.1,1,68,28.1,9,1,2,110.7,27,419,501,19,19,39,3,337,218,0.8,12.5
Cam Watkins,26701,CB,VANDERBILT,12,2,12.2,60.0,98.7,7.8,4.7,0,0,3,10.0,333,59.5,61.0,18.5,54.6,71.4,55.4,0,70,29.4,5,3,1,134.3,18,149,151,2,10,30,3,352,159,2.5,19.6
Reggie Walker,26885,ED,KANSAS ST,12,1,-2.7,66.7,5.0,7.5,5.0,0,0,0,0.0,199,60.8,69.0,71.1,71.8,62.8,45.0,0,5,33.3,2,0,1,70.1,2,15,298,4,3,3,0,6,14,0.4,3.0
Bracken El-Bakri,26924,ED,BYU,11,2,,,0.5,,,0,0,0,,128,61.6,67.7,62.6,57.8,72.3,67.9,0,,0.0,0,0,1,0.0,0,1,195,2,1,0,0,0,0,0.0,
Jamal Parker,26946,CB,KENT STATE,12,1,17.1,51.2,96.6,14.5,7.4,3,2,8,18.6,201,68.0,68.0,48.6,51.1,71.7,74.4,3,54,9.1,2,6,8,75.6,22,343,355,3,19,43,3,379,122,1.2,17.2
Michael Divinity Jr.,27046,ED,LSU,5,1,1.0,100.0,47.2,9.8,9.8,0,0,0,0.0,211,53.8,65.9,32.8,62.1,82.0,74.6,0,19,22.2,2,0,1,100.0,6,67,142,6,6,6,0,48,42,0.8,8.0
Isaiah Rodgers,27069,CB,UMASS,12,5,17.3,49.0,99.7,12.1,5.9,0,2,6,12.2,216,65.5,67.1,85.4,60.0,70.2,57.2,4,52,17.2,5,6,2,64.5,24,299,300,2,19,49,3,414,83,1.4,17.3
Jonathan Wilson,27127,DI,MEMPHIS,12,0,,,0.4,,,0,0,0,,218,59.5,72.3,84.4,74.6,66.6,29.6,0,,100.0,4,0,0,0.0,0,1,247,2,0,0,0,0,0,0.0,
Bryce Huff,27128,ED,MEMPHIS,12,0,,,1.5,,,0,0,0,,218,65.0,87.3,60.0,89.1,77.8,67.2,0,,66.7,2,0,2,0.0,0,5,325,7,1,0,0,0,0,0.0,
Austin Hall,27129,LB,MEMPHIS,11,6,6.5,79.3,83.8,11.0,8.7,0,1,6,20.7,218,73.5,70.5,87.2,77.5,59.9,77.3,1,31,0.0,0,5,0,102.3,23,268,320,5,16,29,1,268,130,1.1,11.7
Raequan Williams,27300,DI,MICH STATE,12,1,,,0.3,,,1,0,1,,223,60.1,75.5,36.2,76.6,72.7,29.3,0,,60.0,3,0,3,0.0,0,1,327,7,1,0,0,0,0,0.0,
Reuben Jones,27371,ED,W VIRGINIA,12,0,,,2.0,,,1,0,0,,343,58.5,62.1,52.8,65.6,59.5,81.8,0,,60.0,3,0,2,0.0,0,5,244,4,2,0,0,0,0,0.0,
Lavert Hill,27374,CB,MICHIGAN,11,0,12.2,42.3,98.8,21.7,9.2,1,3,8,30.8,222,75.3,72.9,85.4,53.9,59.2,85.2,3,34,0.0,0,8,8,21.5,11,253,256,2,11,26,0,148,47,0.6,13.5
Michael Dwumfour,27376,DI,MICHIGAN,10,0,,,0.9,,,0,0,0,,222,59.9,74.2,17.4,75.2,73.6,47.9,0,,100.0,1,0,2,0.0,0,1,113,0,0,0,0,0,0,0.0,
Josh Uche,27379,ED,MICHIGAN,12,0,15.6,60.0,25.0,20.3,12.2,2,0,1,20.0,222,66.9,84.8,17.7,91.2,69.1,65.7,0,22,33.3,2,1,3,91.3,3,64,256,9,4,5,0,47,30,0.8,15.7
Ronnell Perkins,27441,LB,MISSOURI,12,1,7.9,46.2,84.0,24.7,11.4,0,0,2,15.4,229,75.8,65.1,89.1,62.2,48.3,42.9,2,16,14.3,1,2,0,17.0,6,158,188,2,5,13,0,50,19,0.3,8.3
DeMarkus Acy,27442,CB,MISSOURI,10,1,10.5,55.3,98.6,9.6,5.3,1,3,6,15.8,229,61.2,63.0,84.3,52.6,69.8,32.9,0,48,28.6,4,4,1,81.5,21,217,220,5,9,38,1,224,128,1.1,10.7
Lucas Weber,27625,LB,NEVADA,5,1,1.4,80.0,69.5,9.6,7.7,0,0,1,10.0,239,55.4,60.3,25.7,65.5,64.3,61.8,0,21,20.0,1,0,1,90.8,8,82,118,3,3,10,0,58,54,0.8,7.3
Alex Hart,27631,LB,NEW MEXICO,12,8,6.5,75.0,79.6,15.0,11.2,0,0,4,14.3,241,58.7,69.1,87.1,70.5,69.2,66.6,1,50,5.0,1,2,0,117.6,21,331,416,11,11,28,2,296,169,0.9,14.1
Jarius Morehead,27752,S,NC STATE,12,6,8.7,63.6,94.9,38.7,24.6,0,0,0,0.0,248,58.6,59.6,45.0,75.2,58.6,46.3,0,13,9.1,2,0,2,115.2,7,279,294,3,14,11,2,54,21,0.2,7.7
Taylor Robinson,27804,S,N TEXAS,10,4,12.8,63.6,99.7,15.0,9.5,1,1,5,15.2,251,43.8,42.3,48.3,75.7,40.3,48.2,1,59,16.1,5,5,4,113.8,21,337,338,5,22,33,3,325,134,1.0,15.5
Quintin Wynne,27823,ED,N ILLINOIS,10,0,3.8,50.0,9.1,10.5,5.3,0,0,0,0.0,254,56.3,66.5,70.6,57.6,74.3,61.7,0,8,40.0,2,0,1,56.3,2,22,242,3,3,4,0,9,8,0.4,4.5
Trayshon Foster,27831,S,N ILLINOIS,12,3,12.6,46.2,96.4,25.1,11.6,0,2,1,3.8,254,63.7,60.1,0.0,84.2,53.6,75.2,0,40,7.1,1,1,5,82.5,12,320,332,3,10,26,1,182,46,0.6,15.2
Trequan Smith,27833,S,N ILLINOIS,6,0,11.5,50.0,91.3,21.0,10.5,0,0,0,0.0,254,37.9,30.6,75.3,56.9,32.1,48.0,0,9,50.0,1,0,0,62.5,1,21,23,0,1,2,0,9,6,0.4,9.0
Joe Gaziano,27949,ED,NWESTERN,12,2,7.7,50.0,12.5,15.3,7.7,1,1,1,16.7,256,62.7,85.6,75.3,81.0,85.1,67.7,0,20,60.0,6,1,1,73.6,3,46,369,8,2,6,0,43,16,0.9,14.3
Trent Goens,27950,ED,NWESTERN,4,1,-0.5,100.0,16.3,7.0,7.0,0,0,0,0.0,256,67.0,71.9,82.1,60.7,73.3,82.2,0,4,0.0,0,0,0,79.2,2,14,86,2,2,2,0,6,7,0.4,3.0
Nathan Fox,27953,LB,HOUSTON,1,0,,,77.8,,,0,0,0,,182,62.5,66.4,73.1,67.5,60.6,27.5,0,,,0,0,0,0.0,0,7,9,0,0,0,0,0,0,0.0,
Trae Williams,27962,CB,NWESTERN,9,0,11.5,68.8,99.6,9.6,6.6,0,0,4,12.5,256,58.9,57.9,84.0,60.0,51.4,51.9,0,50,23.5,4,3,1,134.6,22,227,228,2,13,32,4,274,79,1.3,12.5
Josh Norwood,28076,S,W VIRGINIA,10,1,10.8,61.5,98.2,12.9,7.9,0,0,6,23.1,343,61.9,67.4,0.0,55.1,79.9,70.4,1,81,14.3,3,5,2,104.3,16,216,220,2,17,26,2,258,85,1.3,16.1
Rodjay Burns,28078,LB,LOUISVILLE,12,3,4.5,75.8,75.7,9.7,7.3,1,0,1,3.0,210,75.2,69.2,61.0,67.9,63.0,67.4,1,81,16.0,4,0,1,118.6,25,249,329,10,18,33,3,283,208,1.2,11.3
Justin Hilliard,28079,LB,OHIO STATE,8,0,3.4,60.0,85.3,9.0,5.4,0,0,0,0.0,260,81.9,80.4,77.8,57.2,74.2,75.4,1,3,25.0,1,0,0,25.0,3,29,34,2,3,5,0,2,5,0.1,0.7
Damon Arnette,28080,CB,OHIO STATE,11,1,10.8,46.2,99.3,14.4,6.7,0,1,8,20.5,260,72.7,74.3,84.4,85.3,70.6,53.9,1,46,16.7,3,4,2,62.1,18,266,268,3,14,39,1,222,56,0.9,12.3
Malik Harrison,28081,LB,OHIO STATE,12,0,4.5,68.8,82.3,23.0,15.8,0,1,3,18.8,260,77.0,84.3,52.2,70.1,88.8,72.3,0,49,0.0,0,3,1,112.8,11,260,316,11,10,16,1,125,66,0.5,11.4
Keandre Jones,28092,ED,MARYLAND,12,1,5.9,80.0,18.8,9.1,7.3,0,1,1,10.0,215,62.0,82.1,92.1,73.0,87.4,84.5,0,28,7.1,1,1,0,146.3,8,73,388,12,12,10,2,96,42,1.3,12.0
Mark Jackson Jr.,28095,ED,OKLAHOMA,3,0,,,36.4,,,0,0,0,,261,61.4,64.7,76.5,62.4,62.4,72.2,0,,,0,0,0,0.0,0,4,11,0,0,0,0,0,0,0.0,
Gus Cumberlander,28247,ED,OREGON,5,2,,,1.0,,,0,0,0,,264,60.6,77.0,30.6,74.3,75.8,79.4,0,,0.0,0,0,1,0.0,0,1,99,1,0,0,0,0,0,0.0,
Drayton Carlberg,28248,DI,OREGON,12,2,,,0.3,,,0,0,0,,264,65.5,71.9,85.0,71.3,64.1,37.8,0,,0.0,0,0,0,0.0,0,1,300,4,0,0,0,0,0,0.0,
Troy Dye,28251,LB,OREGON,11,6,3.7,69.2,77.9,16.6,11.5,0,1,3,11.5,264,76.1,74.6,3.4,75.5,69.1,75.1,1,28,14.3,4,3,3,69.4,18,313,402,9,18,26,0,160,133,0.5,8.9
Robert Windsor,28310,DI,PENN STATE,12,2,,,0.3,,,1,0,0,,266,52.0,76.1,69.9,80.7,69.4,75.0,0,,20.0,1,0,1,0.0,0,1,321,3,2,0,0,0,0,0.0,
Garrett Taylor,28311,S,PENN STATE,12,3,9.3,62.5,98.2,24.9,15.5,0,2,0,0.0,266,66.9,77.4,86.5,70.8,90.4,88.5,0,66,15.6,5,0,0,102.1,15,390,397,6,24,24,1,196,98,0.5,13.1
Roe Wilkins,28429,ED,ARIZONA ST,12,0,,,2.4,,,0,0,0,,110,59.8,64.0,65.3,58.7,67.6,29.6,0,,25.0,1,0,1,0.0,0,6,248,1,3,0,0,0,0,0.0,
Myles Adams,28430,DI,RICE,12,2,-7.0,100.0,1.0,3.0,3.0,0,0,0,0.0,275,60.7,84.8,85.3,71.5,87.9,80.0,0,0,0.0,0,0,0,79.2,1,3,313,2,1,1,0,0,7,0.0,0.0
Najee Clayton,28437,LB,W MICHIGAN,12,1,6.4,88.9,76.2,13.8,12.2,0,0,0,0.0,347,47.2,60.7,81.1,60.7,74.4,74.5,2,22,20.0,1,0,0,112.7,8,115,151,2,3,9,1,105,64,1.0,13.1
Matt Bahr,28617,LB,KENT STATE,11,4,6.1,76.9,82.9,14.7,11.3,0,0,1,7.7,201,56.6,61.5,39.7,62.1,64.6,68.8,0,24,7.7,1,1,1,128.7,10,155,187,3,8,13,1,115,50,0.8,11.5
Will Dawkins,28645,S,UAB,9,6,9.1,57.1,98.7,27.5,15.7,0,0,1,7.1,321,67.3,69.9,83.9,67.1,72.3,66.4,0,56,12.5,2,1,0,96.4,8,234,237,3,8,14,0,157,105,0.7,19.6
