player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Myles Farmer,98122,S,SYRACUSE,8,0,3.5,53.3,98.2,6.4,3.4,0,0,0,0.0,304,72.6,72.3,78.8,60.0,68.4,73.7,0,10,12.5,1,0,0,59.0,8,54,55,3,7,15,0,28,35,0.5,3.5
Dan Foster Jr.,98123,LB,TEXAS ST,11,2,3.6,88.2,85.8,14.2,12.5,0,0,1,5.9,314,55.3,56.7,0.0,48.3,65.0,55.2,0,20,35.0,7,1,3,119.9,15,235,274,5,11,17,1,137,124,0.6,9.1
JT Killen,98125,LB,COAST CAR,12,5,3.8,76.0,76.5,10.8,8.2,0,0,1,4.0,141,55.7,54.0,25.9,57.9,55.4,44.4,1,18,31.6,6,1,2,93.8,19,215,281,1,8,25,1,190,122,0.9,10.0
Clayton Coll,98134,LB,BALL ST,1,0,,,90.0,,,0,0,0,,117,57.4,54.1,74.7,57.9,53.9,79.2,0,,0.0,0,0,0,0.0,0,18,20,0,1,0,0,0,0,0.0,
Ramon Puryear,98138,DI,LOUISVILLE,12,1,,,1.0,,,0,0,0,,210,60.6,59.6,83.5,61.7,54.4,60.9,1,,20.0,1,0,0,0.0,0,2,206,4,3,0,0,0,0,0.0,
Jaylen Hudson,98141,ED,WAKE,7,0,2.3,66.7,42.9,5.5,3.7,0,0,0,0.0,339,42.3,44.1,82.3,55.4,47.7,24.1,0,12,100.0,1,0,0,89.6,2,12,28,0,0,3,0,23,21,2.1,11.5
Boone Bonnema,98143,LB,W MICHIGAN,9,1,-2.5,100.0,22.7,19.5,19.5,0,0,0,0.0,347,52.9,50.9,25.2,52.1,60.5,37.9,0,8,30.0,3,0,1,93.8,2,40,176,8,6,2,0,13,18,0.3,6.5
Brian Ugwu,98145,ED,MIAMI OH,12,2,9.5,50.0,2.8,10.0,5.0,0,0,0,0.0,221,56.1,78.0,43.2,81.7,72.3,54.4,0,24,33.3,3,0,3,93.8,1,10,357,10,4,2,0,24,9,2.4,24.0
Mike Kelly,98148,ED,CHARLOTTE,7,0,,,3.6,,,1,0,0,,136,61.3,49.2,2.4,54.9,51.2,50.7,0,,0.0,0,0,2,0.0,0,3,83,0,2,0,0,0,0,0.0,
Nicholas Giacolone,98150,LB,KENT STATE,12,6,7.0,53.8,85.7,21.1,11.4,0,0,1,7.7,201,62.4,55.8,82.3,68.0,48.6,73.3,1,12,6.3,1,1,0,31.6,7,156,182,4,9,13,0,52,33,0.4,7.4
Jordan Magee,98155,LB,TEMPLE,11,5,4.9,75.0,88.6,19.5,14.6,0,0,2,12.5,306,79.8,87.2,84.5,90.7,79.1,63.1,0,18,18.2,4,2,0,86.7,12,249,281,11,13,16,0,85,41,0.4,7.1
C.J. Bazile,98157,ED,BUFFALO,12,0,4.7,33.3,3.4,8.0,2.7,0,0,0,0.0,126,56.3,64.8,87.7,59.1,67.5,36.7,0,-5,40.0,2,0,0,42.4,1,9,266,4,3,3,0,-5,1,-0.6,-5.0
Shae Suiaunoa,98159,LB,WYOMING,12,3,7.1,79.3,80.0,14.3,11.4,0,1,1,3.4,351,74.4,70.0,59.6,83.9,57.1,56.2,1,20,10.7,3,1,1,84.3,23,347,434,13,22,29,0,223,84,0.7,9.7
Myron Morrison,98161,LB,RICE,12,6,6.5,63.6,79.1,36.3,23.1,0,0,0,0.0,275,69.5,66.9,55.7,67.1,62.5,60.6,0,28,9.5,2,0,1,80.5,7,272,344,9,13,11,0,67,16,0.3,9.6
Elijah Alston,98162,ED,MARSHALL,12,1,-0.7,66.7,9.8,11.0,7.3,1,0,1,33.3,214,95.0,91.2,68.7,89.7,70.0,54.8,1,9,33.3,3,1,1,30.6,2,24,244,8,5,3,0,2,3,0.1,1.0
Tre Brown,98170,LB,ARIZONA ST,11,2,5.6,77.8,81.2,12.0,9.4,0,0,3,11.1,110,61.1,63.7,85.1,49.2,69.8,70.6,1,24,4.3,1,0,0,109.9,21,263,324,6,20,27,2,220,130,0.9,10.5
Savion Jackson,98177,ED,NC STATE,11,1,,,0.8,,,0,0,0,,248,64.6,70.3,43.1,57.4,81.5,64.8,0,,25.0,1,0,2,0.0,0,2,257,3,2,0,0,0,0,0.0,
Jaylen Pate,98178,ED,NWESTERN,12,0,4.0,100.0,3.8,8.0,8.0,0,0,0,0.0,256,64.3,68.4,64.2,62.6,69.6,58.5,0,4,50.0,2,0,1,83.3,1,8,211,6,2,1,0,4,0,0.5,4.0
Kyron Mims,98182,DI,BALL ST,11,0,,,0.7,,,1,0,0,,117,59.2,52.3,21.4,57.5,53.5,49.1,0,,100.0,1,0,3,0.0,0,1,146,0,0,0,0,0,0,0.0,
Deshon Hall Jr.,98183,ED,LA TECH,12,1,,,2.9,,,1,0,0,,208,60.6,61.4,71.3,61.1,60.4,65.6,0,,20.0,1,0,1,0.0,0,8,280,5,3,0,0,0,0,0.0,
Immanuel Hickman,98192,DI,USF,11,0,,,0.6,,,0,0,0,,327,60.0,71.5,84.5,61.2,75.6,65.4,0,,,0,0,0,0.0,0,1,158,0,0,0,0,0,0,0.0,
Quindarius Dunnigan,98193,ED,MIDDLE TN,12,0,7.0,100.0,2.7,4.5,4.5,1,0,1,50.0,224,46.1,67.9,56.0,67.8,73.5,54.4,0,43,100.0,3,1,2,158.3,2,9,331,3,0,2,1,67,53,7.4,33.5
Anthony Collier,98197,DI,MIAMI OH,12,0,,,1.1,,,0,0,0,,221,61.2,51.3,41.2,54.1,51.4,55.3,0,,0.0,0,0,1,0.0,0,1,94,1,2,0,0,0,0,0.0,
Zukudo Igwenagu,98305,ED,UMASS,12,0,,,0.8,,,0,0,0,,216,65.8,59.3,27.0,59.5,59.3,76.0,0,,25.0,1,0,2,0.0,0,1,130,2,3,0,0,0,0,0.0,
Shamar McCollum,98309,ED,GA STATE,12,1,2.0,100.0,13.9,12.3,12.3,1,0,0,0.0,175,65.2,51.4,18.8,50.9,55.1,78.3,0,13,22.2,2,0,4,105.6,3,42,303,1,6,3,0,28,22,0.8,9.3
Nathan Pickering,98311,DI,MISS STATE,12,0,,,5.8,,,0,0,1,,227,47.5,64.9,69.9,61.1,72.5,75.6,0,,40.0,2,1,1,0.0,0,17,292,3,3,0,0,0,0,0.0,
David Ugwoegbu,98314,ED,HOUSTON,12,6,4.5,70.0,31.1,13.4,9.4,1,0,2,20.0,182,87.3,65.0,17.5,57.3,60.6,68.4,0,17,11.8,2,2,4,87.1,7,94,302,8,9,10,0,64,46,0.7,9.1
Mykol Clark,98326,ED,LA TECH,12,2,1.0,33.3,9.8,28.0,9.3,0,0,0,0.0,208,61.7,65.4,73.8,55.8,69.8,85.7,0,0,11.1,1,0,1,42.4,1,28,286,5,6,3,0,0,3,0.0,0.0
Jared Harrison-Hunte,98331,DI,MIAMI FL,12,0,3.0,100.0,0.4,1.0,1.0,1,0,0,0.0,220,53.2,62.8,44.9,66.9,61.1,59.8,0,6,25.0,1,0,2,91.7,1,1,269,5,3,1,0,6,3,6.0,6.0
Darius Alexander,98333,DI,TOLEDO,12,0,,,0.6,,,0,0,0,,316,60.0,81.0,51.9,76.5,80.5,51.8,0,,100.0,1,0,2,0.0,0,2,333,5,0,0,0,0,0,0.0,
DeVonne Harris,98341,ED,WYOMING,12,0,4.3,75.0,19.5,22.0,16.5,1,0,1,25.0,351,62.2,67.9,73.4,59.1,73.1,49.4,0,22,60.0,3,1,1,100.0,3,67,344,5,2,4,0,34,18,0.5,11.3
Marshawn Kneeland,98344,ED,W MICHIGAN,10,2,2.7,100.0,6.2,6.0,6.0,0,0,0,0.0,347,74.4,89.7,53.1,84.7,83.4,73.0,0,8,0.0,0,0,2,90.3,3,19,307,8,4,3,0,17,9,0.9,5.7
Devin Baldwin,98346,DI,JVILLE ST,11,0,,,1.8,,,0,0,0,,196,59.0,66.4,9.1,67.4,69.1,29.7,0,,100.0,1,0,2,0.0,0,2,114,0,0,0,0,0,0,0.0,
Deshawn Holt,98439,ED,TOLEDO,10,0,-2.0,100.0,6.4,8.0,8.0,0,0,0,0.0,316,53.5,73.8,0.0,77.1,80.2,67.9,0,8,50.0,1,0,5,100.0,1,9,140,4,1,1,0,8,10,1.0,8.0
Jason Vaughn,98440,ED,USF,4,1,4.3,100.0,22.4,4.7,4.7,0,0,0,0.0,327,57.4,76.2,82.6,90.2,55.3,54.2,0,14,0.0,0,0,0,106.9,3,15,67,3,2,3,0,29,16,2.1,9.7
Shitta Sillah,98442,ED,BOSTON COL,8,0,,,1.2,,,0,0,0,,121,59.9,72.1,83.8,62.5,75.5,68.5,0,,33.3,1,0,0,0.0,0,1,84,3,2,0,0,0,0,0.0,
Seth Coleman,98443,ED,ILLINOIS,12,1,2.5,93.3,30.8,7.1,6.7,0,0,0,0.0,187,39.9,60.6,90.8,64.6,64.4,82.3,0,27,8.3,1,0,0,120.3,14,104,338,9,10,15,1,113,79,1.1,8.1
Eric Watts,98459,ED,UCONN,12,2,-14.0,100.0,1.3,4.0,4.0,0,0,0,0.0,146,66.5,76.2,27.4,69.9,80.2,73.9,0,-9,18.2,2,0,4,79.2,1,4,317,5,7,1,0,-9,5,-2.3,-9.0
Cory Stover,98505,ED,OREGON ST,11,2,3.2,80.0,29.8,12.3,9.8,0,0,0,0.0,265,68.8,64.3,88.3,58.5,62.4,74.7,0,16,12.5,1,0,0,105.0,4,54,181,2,5,5,0,46,43,0.9,11.5
Brock Higdon,98522,ED,S ALABAMA,12,0,0.0,100.0,6.9,9.0,9.0,0,0,0,0.0,288,64.2,72.0,84.2,73.5,64.0,58.5,0,3,50.0,1,0,0,79.2,1,9,131,2,1,1,0,3,3,0.3,3.0
Tatum Bethune,98532,LB,FLORIDA ST,11,2,3.3,54.2,83.2,14.5,7.9,0,0,2,8.3,167,63.0,68.7,83.0,69.5,68.7,56.6,0,21,31.6,6,1,1,62.8,13,198,238,6,11,24,0,90,72,0.5,6.9
Jeremiah Jean-Baptiste,98536,LB,OLE MISS,12,1,5.7,85.7,84.3,15.1,12.9,0,0,1,7.1,226,65.1,60.8,41.8,55.4,59.5,68.3,0,27,11.1,1,1,1,127.1,12,193,229,4,7,14,1,123,74,0.7,10.3
Jaylen Mahoney,98558,S,VANDERBILT,11,4,12.8,73.5,96.9,12.2,9.0,0,0,6,17.6,333,54.2,59.8,34.3,53.5,78.8,74.1,0,62,15.6,5,3,2,131.5,25,315,325,2,23,34,2,396,157,1.3,15.8
Gabe Jeudy-Lally,98566,CB,TENNESSEE,12,1,10.5,64.6,99.7,10.3,6.6,1,0,4,8.3,307,71.9,72.6,11.8,73.8,76.3,65.1,1,44,21.2,7,2,5,89.3,31,338,339,12,25,48,1,405,155,1.3,13.1
Nate Clifton,98574,ED,VANDERBILT,12,0,-6.0,100.0,2.2,7.0,7.0,0,0,0,0.0,333,58.7,65.8,56.2,61.6,69.9,43.1,1,12,50.0,1,0,2,77.1,1,8,361,6,1,1,0,12,18,1.7,12.0
Fentrell Cypress II,98591,CB,FLORIDA ST,12,2,10.7,52.2,99.3,11.9,6.2,0,1,8,17.4,167,73.6,73.2,85.0,55.2,66.4,64.8,0,85,14.3,4,6,0,95.9,24,300,302,6,22,46,1,476,261,1.7,19.8
TQ Newsome,98625,LB,SO MISS,12,1,3.0,62.5,76.9,21.4,13.4,0,0,1,12.5,296,64.4,58.3,81.1,56.3,54.2,47.2,0,12,25.0,2,0,0,69.8,5,110,143,3,5,8,0,30,23,0.3,6.0
Swayze Bozeman,98634,LB,SO MISS,10,6,3.4,76.0,84.9,10.7,8.2,0,0,2,8.0,296,56.5,67.7,80.4,66.0,76.2,74.1,0,34,15.4,4,2,0,130.8,19,214,252,6,16,25,2,232,192,1.1,12.2
Nick Jackson,98640,LB,IOWA,12,9,3.4,72.7,81.0,9.6,7.0,1,0,2,4.5,192,65.5,80.8,88.8,79.9,83.1,90.1,0,39,3.4,1,2,1,86.3,32,320,395,12,19,44,0,249,182,0.8,7.8
Jaydon Hill,98645,CB,FLORIDA,12,1,6.6,76.2,93.7,8.8,6.7,0,2,4,9.5,163,60.5,64.1,39.3,68.7,74.1,49.3,0,43,25.8,8,3,2,104.8,32,295,315,12,22,42,0,395,244,1.4,12.3
Chester Kimbrough,98646,CB,MICH STATE,11,2,10.7,67.9,97.4,7.8,5.3,1,0,4,14.3,223,55.2,57.2,15.5,71.7,65.3,64.1,0,38,17.6,3,2,1,104.9,19,152,156,3,12,28,1,231,101,1.6,12.2
Te'Cory Couch,98755,CB,MIAMI FL,12,2,8.1,61.5,88.7,9.7,6.0,0,0,5,9.6,220,74.3,75.4,89.9,81.4,62.3,61.1,3,58,17.9,5,5,0,79.9,32,330,372,8,21,52,3,391,261,1.3,12.2
Avery Huff,98774,ED,FIU,12,1,12.0,100.0,20.4,10.0,10.0,0,0,0,0.0,166,55.0,73.5,8.6,86.3,63.4,69.4,0,16,0.0,0,0,1,118.8,1,11,54,1,0,1,0,16,4,1.6,16.0
Ty'Ron Hopper,98781,LB,MISSOURI,10,1,3.7,70.0,74.3,11.4,8.0,0,0,2,6.7,229,39.6,51.5,19.7,64.2,60.9,47.6,0,37,30.4,7,2,3,103.6,21,252,339,9,15,30,1,231,199,1.0,11.0
Jesiah Pierre,98782,LB,TEXAS TECH,11,3,5.4,86.4,78.1,9.7,8.4,0,0,0,0.0,315,37.1,45.7,9.8,47.8,61.4,61.7,0,43,26.3,5,0,2,118.8,19,196,251,3,11,22,0,277,170,1.5,14.6
Lloyd Summerall,98784,ED,USF,8,1,3.0,83.3,26.2,9.0,7.5,0,0,0,0.0,327,63.0,66.5,87.8,62.8,66.7,68.9,0,36,0.0,0,0,0,111.8,5,50,191,2,2,6,0,65,56,1.4,13.0
Justin Pelic,98809,LB,FLORIDA,1,0,,,50.0,,,0,0,0,,163,60.0,76.8,70.1,64.9,68.4,73.6,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Dylan Lawrence,98829,S,SO MISS,12,5,9.5,52.2,95.9,24.2,12.6,0,0,2,8.7,296,57.9,58.8,47.1,77.2,57.1,57.9,0,29,16.7,6,1,1,86.5,12,303,316,2,25,23,1,146,84,0.5,12.2
M.J. Devonshire,98832,CB,PITTSBURGH,12,2,16.0,45.5,99.1,12.2,5.6,1,1,9,16.4,268,63.1,61.9,85.7,69.8,51.7,48.6,4,54,12.5,3,5,4,60.8,25,328,331,6,19,55,3,435,142,1.4,17.4
Shilo Sanders,98838,S,COLORADO,11,5,5.6,75.9,97.9,18.4,13.9,0,0,3,10.3,143,77.8,73.8,19.8,64.3,66.8,71.1,1,21,15.6,7,3,3,79.5,22,430,439,6,33,29,0,199,112,0.5,9.0
Johnny Dixon,98839,CB,PENN STATE,12,1,10.6,67.7,88.3,11.5,7.8,0,0,4,12.9,266,65.5,66.0,43.5,76.8,56.3,45.5,1,37,23.8,5,1,3,77.9,21,248,281,9,15,31,0,244,78,1.0,11.6
Warren Burrell,98842,CB,TENNESSEE,9,0,11.8,36.4,100.0,23.0,8.4,0,0,2,18.2,307,67.2,68.0,80.1,,67.3,82.0,1,18,0.0,0,0,2,11.6,4,99,99,1,4,11,0,45,0,0.5,11.3
Jaylen McCollough,98845,S,TENNESSEE,12,2,9.8,55.0,97.7,36.1,19.9,0,1,2,10.0,307,83.3,83.4,88.5,74.3,78.0,79.7,3,22,6.7,2,2,1,68.1,11,420,430,7,26,20,2,127,68,0.3,11.5
Aaron Beasley,98846,LB,TENNESSEE,12,5,2.7,75.6,85.0,9.4,7.1,0,0,1,2.4,307,70.7,69.8,84.5,67.8,65.5,55.9,1,16,21.4,6,1,0,83.6,31,306,360,15,17,41,1,202,154,0.7,6.5
Demani Richardson,98852,S,TEXAS A&M,12,3,8.0,68.0,94.9,20.4,13.8,0,0,1,4.0,312,62.6,68.8,89.9,71.8,75.9,78.9,0,52,6.7,2,1,3,129.9,17,369,389,6,25,25,2,267,107,0.8,15.7
Brandon Turnage,98859,CB,TENNESSEE,11,0,8.5,75.0,97.1,21.7,16.3,1,0,1,25.0,307,62.8,60.6,83.7,58.9,54.2,29.9,0,43,25.0,1,1,1,156.3,3,68,70,1,3,4,1,67,47,1.0,22.3
DJ Douglas,98860,S,TULANE,12,4,10.0,75.0,98.4,14.8,11.1,0,1,4,12.5,319,71.4,67.2,85.4,72.2,54.2,39.2,3,57,16.7,5,2,0,114.2,24,371,377,5,21,32,4,377,186,1.1,15.7
Marcus Banks,98861,S,MISS STATE,12,5,10.0,64.3,98.1,14.4,9.3,0,0,3,7.1,227,56.2,55.4,56.9,59.4,53.7,44.2,0,45,15.8,6,2,1,116.2,27,415,423,4,27,42,4,290,125,0.7,10.7
Jalen Catalon,98867,S,TEXAS,8,1,16.1,85.7,100.0,12.3,10.6,0,0,0,0.0,311,60.4,61.0,81.6,,61.2,50.7,0,43,22.2,2,0,0,112.5,6,78,78,3,6,7,0,77,9,1.0,12.8
Greg Brooks Jr.,98869,S,LSU,2,1,5.8,75.0,93.0,12.7,9.5,0,0,1,25.0,211,66.6,60.5,80.2,57.8,46.8,29.6,0,11,40.0,2,1,0,79.2,3,40,43,1,2,4,0,14,16,0.4,4.7
Malik Chavis,98870,S,ARKANSAS,3,0,37.0,100.0,92.3,12.0,12.0,0,0,0,0.0,111,43.6,44.6,73.6,70.5,43.3,48.8,0,79,,0,0,0,158.3,1,12,13,1,0,1,1,79,42,6.6,79.0
Hudson Clark,98871,S,ARKANSAS,12,2,6.6,64.0,96.1,19.0,12.2,0,0,3,12.0,111,67.9,69.4,87.8,72.5,68.3,72.5,1,32,18.5,5,2,1,103.7,16,320,333,9,20,25,3,152,56,0.5,9.5
Zion Puckett,98874,S,AUBURN,12,2,8.9,66.7,96.7,17.3,11.5,0,0,5,18.5,115,60.3,63.7,87.9,56.7,70.1,75.8,2,57,10.5,2,2,0,117.7,18,321,332,4,15,27,4,333,181,1.1,18.5
Nehemiah Pritchett,98875,CB,AUBURN,9,3,17.1,46.2,98.4,20.3,9.4,1,0,5,19.2,115,74.5,71.0,84.0,51.0,52.4,53.4,1,28,11.1,2,3,2,58.8,12,254,258,4,13,26,1,134,25,0.5,11.2
Jaylin Simpson,98876,S,AUBURN,12,8,11.8,60.0,97.2,22.1,13.2,0,1,5,20.0,115,87.4,76.9,87.6,60.2,48.0,65.9,4,30,10.7,3,4,2,54.0,15,343,353,3,17,25,1,169,64,0.5,11.3
Dan Jackson,98883,S,GEORGIA,8,2,4.9,75.0,100.0,18.8,14.1,0,0,1,12.5,173,68.2,71.0,82.8,,77.1,74.6,1,41,11.1,1,1,0,63.5,6,115,115,1,6,8,0,74,48,0.7,12.3
Jalen Jordan,98885,S,S ALABAMA,11,3,8.2,83.3,99.1,21.4,17.8,0,0,1,8.3,288,56.5,59.2,0.0,73.6,68.2,56.2,1,66,15.0,3,1,4,111.8,10,229,231,2,14,12,1,161,104,0.8,16.1
Deantre Prince,98888,CB,OLE MISS,12,0,14.7,56.1,98.3,16.6,9.3,0,2,7,17.1,226,76.6,77.8,86.2,70.5,75.4,72.3,1,51,9.5,2,5,3,88.2,23,401,408,9,19,41,2,327,76,0.9,14.2
Jay Stanley,98889,S,SO MISS,11,3,12.3,51.6,95.6,18.4,9.5,0,3,7,22.6,296,72.1,66.3,45.7,53.6,59.0,42.1,3,57,30.3,10,6,1,75.2,16,306,320,5,20,31,7,224,116,0.8,14.0
Chris Shearin,98891,CB,UCONN,11,5,7.6,69.8,98.5,10.8,7.5,0,1,3,7.0,146,67.8,68.0,89.5,54.3,66.9,40.6,2,80,18.8,6,2,4,105.1,30,335,340,11,21,43,4,343,183,1.1,11.4
Ish Burdine,98893,CB,TCU,3,1,11.3,66.7,100.0,9.0,6.0,0,0,1,33.3,305,66.5,68.2,74.6,,67.7,81.2,0,8,0.0,0,1,1,75.7,2,19,19,0,3,3,0,13,1,0.7,6.5
Jalen Geiger,98901,S,KENTUCKY,11,0,18.3,75.0,100.0,53.0,39.8,0,0,0,0.0,202,61.9,63.6,83.7,,67.4,31.7,0,30,33.3,2,0,1,116.7,3,170,170,1,4,4,0,62,4,0.4,20.7
De'Monte Russell,98907,ED,MISS STATE,10,2,,,10.0,,,0,0,0,,227,61.4,61.5,83.4,53.2,65.0,48.6,0,,0.0,0,0,0,0.0,0,17,170,2,1,0,0,0,0,0.0,
Derick Hunter Jr.,98918,DI,MEMPHIS,12,0,,,2.1,,,0,0,0,,218,59.1,63.9,39.3,68.2,61.8,81.1,0,,25.0,1,0,1,0.0,0,2,97,3,3,0,0,0,0,0.0,
Braylen Ingraham,98924,DI,SYRACUSE,12,0,,,2.6,,,0,0,0,,304,63.4,67.7,84.5,62.7,67.4,53.2,0,,0.0,0,0,0,0.0,0,4,153,1,2,0,0,0,0,0.0,
Justin Eboigbe,98925,ED,ALABAMA,12,1,,,0.3,,,0,0,0,,103,65.8,78.2,69.6,62.4,86.6,82.0,0,,40.0,2,0,1,0.0,0,1,316,5,2,0,0,0,0,0.0,
Zach Williams,98931,ED,ARKANSAS,12,0,,,1.0,,,1,0,0,,111,67.8,55.0,46.3,58.9,51.7,79.9,0,,0.0,0,0,1,0.0,0,1,103,2,2,0,0,0,0,0.0,
Stone Handy,98938,ED,CHARLOTTE,10,1,-0.3,100.0,5.4,2.3,2.3,1,0,0,0.0,136,63.6,71.0,0.0,76.0,73.6,81.4,0,8,16.7,1,0,5,90.3,3,7,130,3,4,3,0,17,18,2.4,5.7
Bill Norton,98941,DI,ARIZONA,11,2,,,1.6,,,0,0,0,,109,73.7,71.1,85.5,65.6,68.6,53.5,0,,20.0,1,0,0,0.0,0,3,185,2,2,0,0,0,0,0.0,
Tramel Walthour,98942,ED,GEORGIA,12,1,,,4.7,,,0,0,0,,173,69.1,64.0,83.6,54.8,66.8,80.8,0,,0.0,0,0,0,0.0,0,6,127,1,1,0,0,0,0,0.0,
Darius Robinson,98946,ED,MISSOURI,11,0,,,1.9,,,0,0,0,,229,67.8,82.4,68.2,76.2,81.0,57.1,0,,66.7,2,0,1,0.0,0,5,268,9,1,0,0,0,0,0.0,
Ashanti Cistrunk,98958,LB,OLE MISS,12,3,3.8,93.3,81.0,10.4,9.7,0,0,0,0.0,226,58.4,70.3,83.9,64.1,75.3,76.0,1,47,0.0,0,0,0,85.6,14,149,184,6,10,15,0,168,126,1.2,12.0
Derek Boykins,98980,LB,CHARLOTTE,5,0,5.0,0.0,85.0,,15.0,0,0,0,0.0,136,66.1,52.9,75.2,56.7,43.8,63.6,0,,100.0,1,0,0,39.6,0,17,20,0,0,1,0,0,0,0.0,
Jahmar Brown,98981,CB,COAST CAR,3,0,0.5,100.0,83.3,5.0,5.0,0,0,0,0.0,141,64.9,75.3,81.0,84.2,70.8,55.6,0,10,,0,0,0,100.0,2,10,12,1,0,2,0,16,15,1.6,8.0
Roman Harrison,98983,ED,TENNESSEE,10,0,6.0,100.0,17.0,5.8,5.8,0,0,0,0.0,307,39.4,61.3,58.3,64.8,68.8,36.8,0,16,20.0,1,0,1,112.5,5,32,188,0,4,5,0,55,25,1.9,11.0
Tarian Lee Jr.,98988,LB,GA SOUTHRN,10,0,1.8,72.7,80.2,11.9,8.6,0,0,1,9.1,174,55.5,58.4,81.9,53.8,62.3,45.2,1,13,30.0,3,1,0,48.7,8,101,126,4,7,11,0,63,58,0.7,7.9
Chris Russell Jr.,98989,LB,TEXAS A&M,12,0,0.0,85.7,74.4,15.3,13.1,0,0,0,0.0,312,64.4,62.7,81.2,64.5,57.5,61.1,1,12,33.3,3,0,0,57.4,6,96,129,3,6,7,0,51,50,0.6,8.5
Andre White,98990,LB,GA TECH,10,2,1.0,100.0,79.1,13.0,13.0,0,0,0,0.0,176,58.9,64.5,0.0,80.0,62.4,62.4,0,19,33.3,2,0,1,109.4,4,53,67,4,2,4,0,41,37,0.8,10.3
Ke'Shun Brown,98991,LB,S ALABAMA,6,1,5.0,100.0,83.1,27.5,27.5,0,0,0,0.0,288,58.9,68.7,79.5,54.8,80.1,48.3,0,16,60.0,3,0,0,118.8,2,59,71,0,1,2,0,29,19,0.5,14.5
Shane Lee,98998,LB,USC,8,1,3.9,78.6,88.5,7.5,5.9,0,0,0,0.0,326,55.2,59.5,80.3,64.3,62.1,70.0,0,19,16.7,2,0,0,95.5,11,85,96,4,9,14,0,97,77,1.2,8.8
Kevin Harris,98999,ED,GA TECH,12,2,4.3,66.7,13.4,13.0,8.7,0,0,0,0.0,176,70.6,70.9,65.5,68.8,67.2,81.3,0,23,0.0,0,0,1,97.9,2,28,209,5,4,3,0,29,21,1.1,14.5
Zach Zimos,99001,LB,LA TECH,11,1,2.6,100.0,88.6,9.3,9.3,0,0,1,9.1,208,66.9,77.2,81.4,68.0,83.7,88.1,0,38,11.1,1,1,0,101.9,11,109,123,4,7,11,0,93,64,0.9,8.5
OC Brothers,99008,LB,PURDUE,6,0,6.0,90.0,85.1,12.6,11.3,0,0,1,10.0,273,37.2,50.7,83.3,65.1,64.0,52.7,0,30,33.3,2,1,0,158.3,9,120,141,1,4,10,2,145,93,1.3,16.1
Rian Davis,99016,LB,UCF,7,0,3.3,85.7,91.8,9.3,8.0,0,0,0,0.0,323,40.3,38.0,79.2,55.9,41.5,71.9,0,35,25.0,1,0,0,111.9,6,56,61,1,3,7,0,76,55,1.4,12.7
Trezmen Marshall,99017,LB,ALABAMA,10,1,2.5,77.3,81.1,9.1,7.0,0,0,0,0.0,103,51.6,52.9,30.6,68.3,52.5,83.1,0,33,14.3,2,0,1,103.2,17,163,201,6,11,22,0,194,173,1.3,11.4
Jamie Pettway,99020,LB,USF,8,2,,,88.6,,,0,0,0,,327,68.3,68.5,76.9,64.4,64.7,75.3,0,,0.0,0,0,0,0.0,0,39,44,1,0,0,0,0,0,0.0,
Devin Nicholson,99021,LB,KENT STATE,9,3,2.3,81.0,87.1,10.9,8.8,0,0,1,4.8,201,64.1,62.5,45.1,59.1,61.8,52.4,0,22,23.5,4,1,1,92.3,17,196,225,5,10,21,0,129,91,0.7,7.6
Brandon Mack,99105,ED,HOUSTON,2,0,,,10.0,,,0,0,0,,182,60.3,69.1,78.6,54.9,78.2,75.8,0,,,0,0,0,0.0,0,2,20,0,0,0,0,0,0,0.0,
Jared Casey,99108,LB,INDIANA,1,0,21.0,100.0,100.0,3.0,3.0,0,0,0,0.0,190,48.5,28.0,67.6,,38.6,20.1,0,49,100.0,1,0,0,118.8,1,3,3,0,0,1,0,49,28,16.3,49.0
J.J. Weaver,99111,ED,KENTUCKY,12,4,3.4,83.3,29.3,10.1,8.4,0,0,0,0.0,202,74.0,68.3,58.3,59.7,70.4,60.0,0,8,19.0,4,0,2,83.7,10,107,365,7,13,12,0,49,41,0.5,4.9
Desmond Little,99113,ED,UAB,11,1,-4.7,66.7,4.8,5.5,3.7,0,0,0,0.0,321,57.4,66.2,48.3,74.2,58.3,56.4,0,15,33.3,3,0,2,88.2,2,11,231,7,5,3,0,22,32,2.0,11.0
Jalani Williams,99172,S,KENT STATE,12,0,13.4,60.0,100.0,15.4,9.3,0,0,0,0.0,201,56.7,61.5,84.8,,72.5,71.7,1,48,15.4,2,0,0,87.9,9,146,146,3,11,15,1,149,34,1.1,16.6
