player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Anthony Watts,42807,DI,PURDUE,12,3,,,0.5,,,0,0,0,,273,76.9,64.6,43.4,55.2,70.2,79.0,1,,0.0,0,0,3,0.0,0,2,387,3,2,0,0,0,0,0.0,
Marcus Strong,42814,CB,WASH STATE,12,4,15.3,54.1,95.1,9.7,5.3,0,0,5,8.2,341,60.3,60.1,43.1,64.0,58.3,62.1,2,48,23.3,7,5,7,94.1,33,346,364,4,19,61,5,487,134,1.5,14.8
Keeath Magee II,42816,LB,TEXAS A&M,2,0,-2.5,50.0,88.2,14.0,7.0,0,0,0,0.0,312,54.8,39.0,73.0,57.3,32.3,49.5,0,7,,0,0,0,58.3,1,15,17,0,0,2,0,7,13,0.5,7.0
Mike Maskalunas,42820,LB,WISCONSIN,2,1,4.0,100.0,88.9,4.0,4.0,0,0,0,0.0,349,73.3,74.1,69.4,59.6,61.0,76.5,0,6,0.0,0,0,0,89.6,2,8,9,1,1,2,0,11,3,1.4,5.5
Jordan Fehr,42823,LB,APP STATE,11,1,7.2,77.8,85.1,15.3,11.9,0,0,0,0.0,108,63.1,72.4,11.0,82.1,74.3,75.4,0,33,6.7,1,0,2,122.5,14,223,262,7,13,18,1,161,71,0.8,11.5
Kendall Coleman,42826,ED,SYRACUSE,11,1,,,7.7,,,0,0,0,,304,68.8,77.3,88.9,67.2,78.7,59.5,0,,20.0,1,0,0,0.0,0,25,325,10,3,0,0,0,0,0.0,
Chase Lucas,42833,CB,ARIZONA ST,12,2,10.2,61.0,95.3,9.6,5.9,0,0,7,11.9,110,66.0,62.0,20.8,64.6,51.6,29.2,2,51,36.6,15,3,3,86.1,36,364,382,9,24,59,2,509,244,1.5,14.1
Jalen Cochran,42834,ED,ARIZONA,6,0,,,4.5,,,0,0,0,,109,61.2,55.9,80.0,55.0,56.1,,0,,,0,0,0,0.0,0,2,44,0,0,0,0,0,0,0.0,
Willie Baker,42835,ED,LA TECH,12,1,,,1.7,,,0,0,0,,208,88.2,71.9,50.9,65.9,69.4,68.1,0,,0.0,0,0,1,0.0,0,2,119,3,1,0,0,0,0,0.0,
Paul Carothers,42836,LB,NAVY,1,0,,,100.0,,,0,0,0,,237,60.0,77.5,72.7,,77.7,80.6,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Trey Sutton,42843,LB,COLO STATE,7,0,1.0,100.0,96.1,9.6,9.6,0,0,0,0.0,144,56.5,49.8,81.1,63.1,46.9,62.1,0,89,25.0,1,0,0,158.3,5,49,51,2,3,5,2,118,113,2.5,23.6
Mitch Larsen,42846,S,BALL ST,3,0,12.0,100.0,100.0,29.0,29.0,0,0,0,0.0,117,62.2,65.9,77.8,,69.9,84.2,0,13,0.0,0,0,0,118.8,1,30,30,0,1,1,0,13,1,0.4,13.0
Nehemiah Augustus,42848,LB,MEMPHIS,11,0,4.2,60.0,56.8,24.7,14.8,0,0,0,0.0,218,65.7,71.9,84.3,67.5,73.4,73.1,0,13,16.7,1,0,0,65.4,3,79,139,3,5,5,0,16,6,0.2,5.3
Jordan Parker,42850,S,OKLAHOMA,6,1,13.4,75.0,99.0,14.8,11.1,0,0,1,12.5,261,59.0,61.3,81.7,60.0,68.9,60.4,0,21,25.0,2,1,0,102.1,6,100,101,1,5,8,0,72,16,0.8,12.0
Leni Toailoa,42858,LB,UCLA,9,3,4.8,77.8,80.4,11.4,8.9,0,0,0,0.0,324,71.5,58.2,81.1,51.1,47.3,54.6,0,24,16.7,2,0,0,108.3,7,86,107,4,7,9,0,90,46,1.1,12.9
Xavier Kelly,42863,DI,CLEMSON,9,0,,,2.8,,,0,0,0,,140,64.3,70.4,78.2,61.9,69.4,77.0,0,,0.0,0,0,0,0.0,0,1,36,2,1,0,0,0,0,0.0,
Justus Rogers,42865,LB,WASH STATE,11,0,4.6,80.0,76.8,10.3,8.2,0,0,1,20.0,341,65.1,70.7,77.9,72.9,66.9,51.8,0,17,25.0,1,1,0,95.8,4,43,56,3,3,5,0,35,16,0.9,8.8
Omari Cobb,42867,LB,MARSHALL,12,4,5.3,76.9,79.2,9.5,7.3,0,0,1,3.8,214,68.0,70.8,87.7,65.2,73.1,87.3,1,29,11.1,2,1,1,87.5,20,205,259,8,12,26,1,153,146,0.8,7.7
Curtis Robinson,42871,ED,STANFORD,2,0,,,33.3,,,0,0,0,,300,60.7,35.4,75.8,54.5,33.5,19.9,0,,,0,0,0,0.0,0,2,6,0,0,0,0,0,0,0.0,
Parrish Gordon,42872,S,DOMINION,9,2,3.0,42.9,98.3,37.7,16.1,0,0,1,14.3,263,77.2,73.0,82.4,59.1,62.1,61.6,0,7,8.3,1,0,0,50.3,3,118,120,1,9,7,0,14,17,0.1,4.7
Avery Williams,42873,CB,BOISE ST,12,1,13.5,61.8,100.0,9.1,5.6,0,1,10,14.7,120,69.9,71.3,50.1,,77.8,61.6,2,43,12.5,5,8,2,94.8,42,399,399,7,34,68,4,553,185,1.4,13.2
Jovonn Quillen,42874,CB,VA TECH,11,1,18.4,40.7,98.2,14.5,5.9,1,2,3,11.1,337,56.3,60.7,83.6,71.4,71.0,62.3,0,37,23.8,5,3,1,68.1,11,164,167,5,15,27,1,128,52,0.8,11.6
Charles Oliver,42876,CB,TEXAS A&M,12,1,17.6,56.5,99.1,8.9,5.0,2,1,9,14.5,312,53.5,58.8,84.2,72.7,77.5,69.7,1,84,14.8,4,7,5,124.6,35,330,333,6,22,62,7,663,223,2.1,18.9
Logan Latin,42882,CB,LA MONROE,11,0,4.0,66.7,75.5,17.8,11.8,0,0,0,0.0,209,68.9,67.6,83.6,65.8,59.4,56.0,0,7,0.0,0,0,0,70.1,4,77,102,4,7,6,0,18,20,0.3,4.5
Troy Pride Jr.,42883,CB,NOTRE DAME,11,2,11.1,58.3,100.0,9.4,5.5,0,1,13,18.1,258,75.9,74.4,85.8,,57.2,66.6,2,26,4.5,2,8,3,69.5,42,418,418,7,40,72,1,445,140,1.1,10.6
Chad Kelly,42886,LB,BAYLOR,3,0,3.0,100.0,90.9,10.0,10.0,0,0,0,0.0,118,66.2,59.3,75.1,57.8,50.1,81.2,0,7,0.0,0,0,0,91.7,2,20,22,1,2,2,0,12,6,0.6,6.0
Grant Morgan,42888,LB,ARKANSAS,9,0,5.7,77.8,73.7,5.9,4.6,0,0,0,0.0,111,40.7,54.9,77.4,83.0,59.4,40.7,0,30,0.0,0,0,0,155.8,7,42,57,1,4,9,1,120,78,2.9,17.1
Kristian Fulton,42894,CB,LSU,10,1,15.9,41.5,99.1,17.7,7.3,1,0,12,29.3,211,89.7,88.6,4.5,67.9,76.8,62.2,1,42,15.8,3,7,5,65.3,17,317,320,5,15,41,2,222,49,0.7,13.1
Jahad Woods,42896,LB,WASH STATE,12,1,3.0,70.0,77.4,33.3,23.3,0,0,0,0.0,341,90.2,82.4,84.0,59.3,73.9,62.1,1,30,8.3,2,0,0,46.7,7,250,323,11,21,10,0,62,48,0.3,8.9
Kylan Stribling,42902,S,MIDDLE TN,6,2,5.3,55.6,95.3,23.0,12.8,0,0,0,0.0,224,51.6,51.8,85.5,69.6,48.2,41.9,0,23,25.0,2,0,0,77.1,5,121,127,2,4,9,0,62,55,0.5,12.4
Lorenzo Burns,42903,CB,ARIZONA,10,0,14.6,45.5,97.6,15.3,7.0,0,2,11,20.0,109,60.1,62.4,85.6,66.9,67.9,54.7,0,50,16.7,5,8,6,87.2,25,406,416,9,25,55,4,304,163,0.8,12.2
Daylon Johnson,42904,S,NEVADA,3,0,21.0,33.3,100.0,33.0,11.0,0,0,0,0.0,239,49.0,54.6,80.0,,68.9,55.7,0,19,33.3,1,0,0,56.3,1,35,35,1,2,3,0,19,0,0.6,19.0
Rachuan Mitchell,42909,CB,SO MISS,11,1,12.7,53.2,97.0,12.4,6.6,0,1,5,10.6,296,71.6,70.9,2.6,62.4,73.2,74.5,3,53,11.1,3,5,4,51.6,25,320,330,11,23,47,1,279,94,0.9,11.2
Deon Edwards,42912,LB,ARKANSAS,1,0,2.0,100.0,66.7,2.0,2.0,0,0,0,0.0,111,51.2,63.8,70.1,63.0,67.0,27.4,0,9,100.0,1,0,0,104.2,1,2,3,0,0,1,0,9,7,4.5,9.0
Dicaprio Bootle,42913,CB,NEBRASKA,12,2,14.5,49.3,98.8,13.5,6.7,0,0,19,27.5,238,77.2,75.6,86.5,52.7,62.7,66.4,0,69,12.9,4,15,5,82.2,34,488,494,5,25,69,2,487,184,1.1,14.3
Jahsen Wint,42914,S,OHIO STATE,7,2,13.2,80.0,97.9,21.5,17.2,0,0,0,0.0,260,50.9,58.1,81.3,46.2,76.6,78.6,0,51,22.2,2,0,0,158.3,4,94,96,1,5,5,1,64,12,0.7,16.0
Kobe Burse,42924,S,MIAMI OH,1,1,,,100.0,,,0,0,0,,221,62.6,67.6,70.5,,63.2,73.6,0,,0.0,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Travon Fuller,42926,CB,TEXAS A&M,2,0,14.0,100.0,100.0,7.7,7.7,0,0,0,0.0,312,58.8,55.3,75.2,,44.7,78.5,0,44,0.0,0,0,0,118.8,3,26,26,0,3,3,0,58,16,2.5,19.3
P.J. Hall,42928,CB,TULANE,11,0,9.9,65.2,99.5,12.0,7.8,0,0,10,21.7,319,67.0,70.5,49.3,92.3,75.2,83.9,1,67,9.4,3,8,4,107.6,30,384,386,9,29,46,3,425,174,1.2,14.2
Nigel Warrior,42930,S,TENNESSEE,12,3,10.0,63.3,97.8,20.1,12.7,0,2,2,6.7,307,61.1,65.8,89.1,71.3,71.0,75.9,0,77,12.1,4,1,1,113.5,19,396,405,3,26,30,2,262,129,0.7,13.8
Jaylon McClain-Sapp,42931,CB,MARSHALL,3,0,13.0,44.4,100.0,11.0,4.9,0,0,2,11.1,214,61.4,61.4,0.0,,81.3,84.4,1,13,0.0,0,1,3,31.7,8,94,94,1,7,18,0,68,33,0.8,8.5
Chris Tooley,42936,CB,FAU,11,0,11.1,70.3,99.2,9.4,6.6,0,0,1,2.7,165,57.6,57.1,84.8,57.4,53.6,39.3,1,49,20.0,4,0,0,113.9,26,264,266,1,16,37,3,333,107,1.4,12.8
Kiondre Thomas,42937,CB,MINNESOTA,9,0,11.2,55.0,100.0,12.3,6.8,1,0,7,17.5,225,73.6,72.1,34.3,,62.9,57.3,0,24,14.8,4,4,5,78.0,22,286,286,10,23,40,1,209,56,0.8,9.5
Jamar Watson,42938,ED,KENTUCKY,11,2,2.5,63.6,39.4,12.7,8.1,0,0,1,9.1,202,64.9,72.0,65.6,78.7,64.7,60.4,0,24,30.0,3,1,1,81.6,7,91,231,7,5,11,0,70,42,0.8,10.0
Cobi Francis,42941,CB,MEMPHIS,11,2,11.5,60.6,95.9,11.1,6.7,0,1,4,12.1,218,67.6,66.8,85.2,49.9,64.5,53.6,1,51,15.0,3,2,1,101.3,20,233,243,4,15,33,2,326,188,1.5,16.3
Jordan Happle,42942,S,BOISE ST,7,2,9.4,81.8,99.4,17.4,14.3,0,0,0,0.0,120,63.5,66.4,84.2,62.6,70.3,70.6,0,37,27.3,3,0,0,147.0,9,163,164,2,6,11,1,132,43,0.8,14.7
Chris Brown,42952,S,TEXAS,7,0,0.0,0.0,90.3,,98.0,0,1,0,0.0,311,76.9,76.1,82.1,63.0,69.9,83.7,1,,0.0,0,0,0,0.0,0,102,113,1,2,1,0,0,0,0.0,
Coney Durr,42953,CB,MINNESOTA,11,1,12.7,60.6,99.6,10.9,6.6,0,0,4,12.1,225,77.6,78.0,15.7,70.2,75.4,72.0,2,45,10.0,2,3,1,78.7,20,232,233,4,17,33,2,247,47,1.1,12.4
Amandre Williams,42954,ED,WASHINGTON,6,1,0.3,75.0,34.4,3.7,2.8,0,0,0,0.0,340,72.2,58.2,82.8,64.6,43.3,28.9,0,20,0.0,0,0,0,93.8,3,11,32,1,1,4,0,28,33,2.5,9.3
Noah Burks,42956,ED,WISCONSIN,7,0,,,22.2,,,0,0,0,,349,62.3,59.0,80.2,56.6,58.8,72.2,0,,,0,0,0,0.0,0,6,27,0,0,0,0,0,0,0.0,
Makiah Gilmer,42957,S,WASH STATE,2,0,,,50.0,,,0,0,0,,341,60.0,62.8,70.9,60.0,64.3,76.4,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Denzel Butler,42966,CB,AKRON,11,4,10.2,48.7,98.8,16.2,7.9,0,1,5,12.8,102,76.6,77.6,52.2,66.3,78.5,76.1,1,23,17.4,4,3,2,59.9,19,331,335,4,15,39,1,181,115,0.6,9.5
Terrell Lucas,42967,ED,DUKE,11,0,,,1.8,,,1,0,0,,154,60.1,64.5,53.2,57.2,69.8,80.7,0,,,0,0,1,0.0,0,2,113,2,0,0,0,0,0,0.0,
Thomas Pickens,42970,S,MEMPHIS,4,2,14.0,66.7,78.8,13.0,8.7,0,0,0,0.0,218,70.1,67.2,78.5,54.5,61.8,78.8,1,38,0.0,0,0,0,109.7,2,26,33,0,0,3,1,56,33,2.2,28.0
Elias Reynolds,42976,LB,PITTSBURGH,10,0,4.3,72.7,75.1,15.5,11.3,0,0,1,9.1,268,58.4,65.5,83.1,59.7,68.8,46.8,0,27,25.0,3,0,0,95.6,8,133,177,1,9,11,0,87,60,0.7,10.9
Jared Dorsa,42981,LB,OHIO,12,5,4.6,100.0,80.3,16.6,16.6,0,0,0,0.0,259,64.1,67.0,85.7,54.9,69.8,51.9,2,55,20.0,5,0,0,109.4,16,289,360,10,15,16,2,164,95,0.6,10.3
Elijah Turner,42983,S,CLEMSON,1,0,,,100.0,,,0,0,0,,140,61.4,61.4,70.4,,60.0,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Will Evans,42984,ED,OHIO,12,3,-4.0,100.0,4.9,15.0,15.0,0,0,0,0.0,259,76.3,80.9,71.8,75.3,77.4,68.6,0,5,0.0,0,0,1,87.5,1,16,328,4,2,1,0,5,9,0.3,5.0
Jason Vranic,42986,LB,PENN STATE,1,0,,,100.0,,,0,0,0,,266,60.0,65.8,65.9,,64.2,73.6,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Dylan Silcox,42991,LB,RICE,10,3,2.3,85.7,78.7,27.5,23.6,1,0,0,0.0,275,63.9,64.8,1.7,55.8,70.0,62.1,0,34,19.0,4,0,3,117.3,6,177,225,5,14,7,0,85,74,0.5,14.2
Khalid Kareem,42993,ED,NOTRE DAME,12,0,,,0.9,,,1,0,0,,258,59.3,80.5,41.9,80.9,76.7,56.5,0,,100.0,4,0,3,0.0,0,3,351,4,0,0,0,0,0,0.0,
Amadeo West,42997,ED,ARMY,6,0,-0.5,100.0,14.3,4.5,4.5,0,0,0,0.0,114,41.4,67.1,80.9,62.5,75.3,80.6,0,23,0.0,0,0,0,118.8,2,9,63,0,1,2,0,35,36,3.9,17.5
Davonte Robinson,42999,CB,KENTUCKY,12,1,7.5,70.6,95.5,8.3,5.8,0,0,5,14.7,202,73.6,77.7,84.9,53.5,87.4,79.3,0,34,20.0,3,4,0,98.5,24,213,223,7,11,34,1,227,190,1.1,9.5
JoVanni Stewart,43001,LB,W VIRGINIA,10,3,5.3,81.8,77.5,14.9,12.2,1,0,1,4.5,343,66.5,69.8,33.2,77.5,68.9,46.2,0,35,15.8,3,0,2,126.7,18,279,360,13,13,22,2,157,89,0.6,8.7
Myles Reid,43006,LB,MIAMI OH,12,2,6.4,47.1,80.1,20.5,9.6,0,0,1,5.9,221,60.2,67.7,47.3,59.2,72.9,59.7,0,25,44.4,4,1,1,70.5,8,177,221,3,3,17,0,119,79,0.7,14.9
Damon Hayes,43007,S,RUTGERS,12,5,11.5,55.0,95.9,27.9,15.4,0,0,4,20.0,278,73.5,65.0,50.6,53.0,50.9,54.4,2,29,20.0,5,4,5,53.8,11,330,344,4,15,20,1,138,75,0.4,12.5
James King,43009,LB,AKRON,8,1,2.0,83.3,97.0,12.6,10.5,0,0,0,0.0,102,52.5,55.7,81.5,59.6,59.0,63.2,0,14,0.0,0,0,0,94.4,5,65,67,1,3,6,0,40,41,0.6,8.0
Korey Charles,43011,CB,MISS STATE,4,0,6.0,100.0,100.0,16.0,16.0,0,0,0,0.0,227,67.1,68.3,74.8,,65.3,76.6,0,9,0.0,0,0,0,104.2,1,16,16,0,1,1,0,9,3,0.6,9.0
Elijah Hamilton,43012,CB,VANDERBILT,1,0,,,100.0,,,0,0,0,,333,63.1,63.9,70.7,,60.9,,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Baron Gajkowski,43013,CB,UTAH ST,7,0,0.0,100.0,73.8,28.0,28.0,0,0,0,0.0,329,64.0,73.0,78.5,81.0,72.2,80.7,0,14,0.0,0,0,0,118.8,1,31,42,1,2,1,0,14,14,0.5,14.0
Nygel King,43018,CB,UTAH,1,0,,,100.0,,,0,0,0,,328,64.6,69.4,71.7,,67.6,74.2,0,,,0,0,0,0.0,0,6,6,0,0,0,0,0,0,0.0,
Rhashaun Epting,43019,ED,NEW MEXICO,12,1,8.8,100.0,23.3,14.0,14.0,0,0,0,0.0,241,71.8,64.0,49.9,63.0,60.1,70.3,0,16,11.1,1,0,2,113.5,4,59,253,9,7,4,0,45,10,0.8,11.3
Jonathon Cooper,43021,ED,OHIO STATE,11,0,2.0,50.0,3.8,11.0,5.5,0,0,0,0.0,260,60.7,68.7,71.3,68.6,65.7,52.0,0,7,50.0,2,0,1,58.3,1,11,289,4,2,2,0,7,9,0.6,7.0
Marquel Dismuke,43025,S,NEBRASKA,2,0,11.0,100.0,100.0,19.0,19.0,0,0,0,0.0,238,88.3,82.5,0.0,,66.8,82.7,0,11,0.0,0,0,1,112.5,1,23,23,0,3,1,0,11,0,0.6,11.0
Caleb Kelly,43026,LB,OKLAHOMA,9,3,4.3,77.3,81.4,9.2,7.1,0,0,1,4.5,261,52.8,59.4,33.0,90.1,54.7,68.0,0,52,15.8,3,1,1,101.9,17,166,204,6,13,22,0,187,133,1.2,11.0
Ronnie Blackmon,43030,CB,COLORADO,9,2,12.7,53.3,92.3,10.1,5.4,0,0,0,0.0,143,52.3,51.2,83.3,53.1,52.5,69.0,0,37,0.0,0,0,0,115.8,8,84,91,1,4,15,2,107,48,1.3,13.4
Tyree Rodgers,43031,S,VA TECH,9,1,9.0,85.0,99.1,6.6,5.6,0,0,0,0.0,337,55.5,63.2,83.0,59.5,77.4,63.1,0,56,14.3,1,0,0,101.5,17,113,114,4,5,20,0,167,59,1.5,9.8
Gage Kreski,43047,CB,C MICHIGAN,9,1,6.7,76.9,97.4,6.9,5.3,0,0,0,0.0,134,73.7,67.7,81.0,57.7,45.0,54.8,1,29,0.0,0,0,0,96.0,10,75,77,3,4,13,1,113,48,1.6,11.3
Brandon Jones,43049,S,TEXAS,8,3,13.6,67.9,95.7,14.4,9.8,0,1,0,0.0,311,51.2,60.9,40.8,75.5,78.3,70.0,2,53,13.5,5,0,1,78.7,19,292,305,8,29,28,1,255,80,0.9,13.4
Elan Nash,43051,LB,NAVY,13,1,4.7,85.2,85.0,9.0,7.6,0,0,1,3.7,237,62.3,65.7,86.4,53.0,73.0,72.4,1,38,10.5,2,1,0,111.3,23,210,247,5,16,27,2,229,155,1.1,10.0
Drake Spears,43054,LB,W MICHIGAN,12,3,10.4,59.1,82.6,20.8,12.3,2,0,1,4.5,347,82.0,70.2,58.2,63.2,59.7,74.9,1,50,4.3,1,0,2,83.9,13,284,344,13,19,22,1,192,100,0.7,14.8
Jared Mayden,43058,S,ALABAMA,10,2,10.4,66.7,97.9,14.7,9.8,1,0,2,22.2,103,72.5,67.4,0.0,70.5,62.6,64.1,0,27,0.0,0,2,2,135.4,6,92,94,3,4,9,1,88,35,1.0,14.7
Jamal Hicks,43062,S,COLO STATE,12,4,10.3,65.5,95.0,13.4,8.8,1,0,2,6.9,144,40.5,56.5,86.1,60.1,78.3,75.6,0,64,20.0,6,2,2,143.5,19,265,279,4,20,29,5,329,215,1.3,17.3
Jaron Bryant,43064,CB,FRESNO ST,12,3,12.4,57.9,99.7,11.4,6.6,0,2,9,15.8,169,68.8,72.2,85.4,60.0,83.9,60.2,1,75,12.5,4,7,2,87.6,33,393,394,5,25,57,2,450,135,1.2,13.6
Jestin Morrow,43067,CB,MARSHALL,1,0,28.0,100.0,100.0,1.0,1.0,0,0,0,0.0,214,33.5,29.5,75.9,,46.9,19.2,0,45,100.0,1,0,0,158.3,2,2,2,0,0,2,1,61,9,30.5,30.5
Bryce VonZurmuehlen,43068,CB,AIR FORCE,1,0,,,100.0,,,0,0,0,,101,60.0,60.7,63.8,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
McTelvin Agim,43069,ED,ARKANSAS,12,0,,,0.7,,,0,0,0,,111,57.4,72.8,56.7,71.2,72.4,69.6,0,,28.6,2,0,2,0.0,0,2,293,9,5,0,0,0,0,0.0,
Brady Breeze,43073,S,OREGON,4,0,12.5,100.0,86.2,12.5,12.5,0,0,0,0.0,264,42.7,44.8,77.9,57.9,52.5,36.4,0,71,100.0,1,0,0,158.3,2,25,29,0,0,2,1,72,47,2.9,36.0
Vernon Scott,43076,S,TCU,10,1,14.1,42.1,98.8,20.8,8.7,0,1,5,26.3,305,68.9,72.6,19.3,58.4,80.5,77.7,0,38,9.1,1,3,2,96.8,8,170,172,0,9,19,2,112,54,0.7,14.0
Tre Webb,43077,S,S JOSE ST,11,3,14.3,58.1,97.1,19.2,11.2,0,0,7,22.6,285,51.7,62.3,52.1,70.5,79.9,70.6,0,41,16.7,4,6,2,118.2,18,364,375,1,17,31,3,264,52,0.8,14.7
Taji Stewart,43084,ED,S ALABAMA,12,0,-0.7,100.0,15.6,5.0,5.0,2,0,0,0.0,288,40.5,60.8,0.0,71.0,68.0,42.1,0,23,33.3,1,0,6,152.1,6,30,192,1,2,6,1,66,70,2.2,11.0
Tim Hart,43085,LB,MEMPHIS,12,1,2.3,100.0,83.0,23.2,23.2,0,0,0,0.0,218,66.1,58.5,47.8,48.5,56.9,56.1,0,51,13.3,2,0,1,155.8,9,224,270,3,12,9,1,172,151,0.8,19.1
Devin White,43089,LB,LSU,12,5,4.8,72.0,77.7,17.8,12.8,0,1,3,12.0,211,91.5,89.5,6.8,81.4,73.1,73.1,0,23,17.6,6,3,3,87.8,18,341,439,16,23,25,0,154,104,0.5,8.6
Keyshawn Canady,43095,S,E CAROLINA,2,0,,,100.0,,,0,0,0,,156,62.8,62.7,69.7,,60.0,,0,,,0,0,0,0.0,0,6,6,0,0,0,0,0,0,0.0,
Brandon Hill,43098,LB,DUKE,7,3,4.1,70.0,84.9,12.1,8.5,1,0,0,0.0,154,48.9,55.3,9.2,66.3,62.0,44.6,0,8,30.0,3,0,2,75.0,7,90,106,1,4,10,0,35,22,0.4,5.0
Travis Whillock,43100,S,NWESTERN,8,5,6.9,75.0,91.2,18.6,13.9,0,1,3,25.0,256,84.1,79.6,82.6,57.1,69.1,65.8,0,9,5.6,1,3,0,80.2,9,177,194,5,12,12,0,45,21,0.3,5.0
Kevin Meitzenheimer,43102,LB,UTAH ST,6,0,3.8,60.0,75.0,12.3,7.4,0,0,0,0.0,329,76.9,81.5,76.1,61.9,78.8,81.6,1,7,0.0,0,0,0,25.0,3,39,52,2,2,5,0,9,8,0.2,3.0
Shane Simmons,43103,ED,PENN STATE,7,0,,,4.8,,,0,0,0,,266,60.9,60.0,81.9,56.2,61.5,57.6,0,,,0,0,0,0.0,0,3,63,0,0,0,0,0,0,0.0,
DJ Daniels,43105,CB,S ALABAMA,12,0,6.5,90.9,100.0,16.2,14.7,0,0,0,0.0,288,69.9,69.8,0.0,,75.7,61.2,0,75,14.3,2,0,2,155.5,10,177,177,4,12,11,3,130,63,0.8,13.0
Donta Evans,43108,LB,OLE MISS,3,0,,,87.5,,,0,0,0,,226,47.0,54.0,74.8,59.2,61.4,78.5,0,,,0,0,0,0.0,0,14,16,0,0,0,0,0,0,0.0,
Devin Gil,43111,LB,MICHIGAN,12,0,5.9,55.6,81.3,20.4,11.3,0,0,0,0.0,222,51.9,62.2,83.7,62.9,68.8,54.3,0,14,50.0,4,0,0,72.5,5,109,134,1,4,9,0,52,35,0.5,10.4
Brock Miller,43112,LB,NC STATE,8,0,2.0,75.0,74.1,20.7,15.5,0,1,1,25.0,248,66.4,66.9,82.1,66.7,61.5,84.6,0,18,0.0,0,1,0,84.4,3,63,85,2,4,4,0,19,14,0.3,6.3
Martin Mangram,43114,S,UMASS,8,0,16.0,60.0,80.0,18.7,11.2,0,0,0,0.0,216,50.9,59.7,79.9,76.5,62.2,59.7,0,25,50.0,2,0,1,140.0,3,60,75,1,2,5,1,58,6,1.0,19.3
Marquill Osborne,43116,CB,TENNESSEE,7,1,10.0,46.7,98.9,12.6,5.9,0,0,5,33.3,307,77.6,76.2,79.9,59.1,61.7,65.9,2,38,12.5,1,3,1,55.0,7,92,93,1,6,15,1,113,50,1.3,16.1
Benny Walls,43119,S,TEMPLE,11,1,11.2,53.8,97.8,17.8,9.6,0,2,5,19.2,306,75.0,74.4,85.4,66.9,70.1,61.2,2,19,18.8,3,3,0,59.1,14,263,269,3,12,26,2,116,92,0.5,8.3
Aris Duffey,43125,LB,FIU,2,0,,,100.0,,,0,0,0,,166,61.6,63.1,67.7,,60.5,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Trey Chapman,43128,S,GA STATE,2,0,,,100.0,,,0,0,0,,175,55.6,55.8,74.6,,56.9,27.4,0,,100.0,1,0,0,0.0,0,10,10,0,0,0,0,0,0,0.0,
Alijah Halliburton,43139,S,WYOMING,11,2,9.2,80.0,96.9,26.5,21.2,0,2,2,20.0,351,84.5,79.8,84.8,55.1,71.2,69.1,0,35,5.6,1,2,0,137.1,8,221,228,3,15,10,2,74,43,0.3,9.3
Tim Irvin,43144,CB,E CAROLINA,2,1,0.0,100.0,83.3,9.3,9.3,0,0,0,0.0,156,58.9,63.4,76.6,57.2,75.2,81.8,0,7,0.0,0,0,1,86.1,3,30,36,1,2,3,0,14,14,0.5,4.7
Sean Mahone,43146,S,W VIRGINIA,5,1,18.0,0.0,100.0,,30.0,0,0,1,100.0,343,65.4,61.6,77.0,,50.0,26.5,0,,50.0,2,0,0,39.6,0,31,31,0,1,1,0,0,0,0.0,
Keyvone Bruton,43150,S,TEMPLE,10,1,10.2,50.0,96.6,20.6,10.3,0,0,2,20.0,306,71.4,73.9,83.6,57.8,78.3,78.0,0,15,0.0,0,2,0,60.0,5,113,117,1,4,10,0,39,18,0.4,7.8
Ross Connors,43153,S,AIR FORCE,7,0,15.3,75.0,98.3,18.5,13.9,0,1,2,25.0,101,62.5,63.6,10.6,73.5,64.5,51.8,0,34,16.7,1,1,1,150.5,6,114,116,1,5,8,1,89,27,0.8,14.8
Tuf Borland,43158,LB,OHIO STATE,12,2,2.4,73.3,84.6,15.3,11.2,2,0,0,0.0,260,53.5,70.0,81.7,65.3,79.1,68.9,0,14,18.2,2,0,2,122.2,11,181,214,4,7,15,2,70,66,0.4,6.4
Tim Kidd-Glass,43159,S,NC STATE,12,1,9.6,53.8,97.9,32.1,17.3,0,1,2,15.4,248,66.0,74.1,84.0,64.6,89.5,73.7,0,32,27.3,3,2,1,85.4,7,234,239,3,7,13,0,120,57,0.5,17.1
