player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
JR Pace,10116,S,NWESTERN,12,5,12.0,51.2,99.4,21.0,10.7,0,1,7,16.3,256,79.1,73.6,89.6,57.5,57.5,56.6,3,47,17.8,8,5,0,59.0,22,485,488,9,32,43,2,287,126,0.6,13.0
Jeffrey Allison,12542,LB,FRESNO ST,12,4,4.4,70.0,82.8,19.1,13.4,0,1,1,5.0,169,73.8,80.4,84.7,62.4,82.0,70.5,2,19,7.1,2,1,2,60.6,14,284,343,13,22,20,1,111,62,0.4,7.9
Sione Takitaki,12666,LB,BYU,12,3,6.7,77.4,80.3,12.9,10.0,0,2,2,6.5,128,66.5,76.2,37.4,65.8,82.2,59.1,0,26,23.5,8,2,2,96.0,24,327,407,13,23,31,0,219,111,0.7,9.1
Robert Bullard,12729,CB,AIR FORCE,4,0,11.2,23.1,96.7,18.3,4.2,0,0,1,7.7,101,64.6,63.2,78.7,59.1,55.4,77.0,0,11,0.0,0,1,0,39.6,3,59,61,1,1,13,0,22,17,0.4,7.3
Malik Rivera,12743,S,GA TECH,12,7,15.5,50.0,99.2,37.5,18.8,0,0,3,15.0,176,76.6,69.8,16.8,67.5,58.7,60.2,2,56,20.6,7,3,2,72.5,10,382,385,0,20,20,2,168,77,0.4,16.8
Kamal Martin,12744,LB,MINNESOTA,12,4,3.1,78.0,84.9,8.6,6.7,0,1,1,2.4,225,62.7,60.1,86.7,58.5,55.7,47.8,0,30,21.4,6,1,1,98.2,32,292,344,7,18,41,1,230,154,0.8,7.2
Ken Webster,12955,CB,OLE MISS,10,2,11.7,55.6,98.3,10.9,6.0,0,0,6,22.2,226,75.7,76.7,83.1,63.7,75.6,72.4,2,34,16.7,3,4,2,58.1,15,171,174,3,13,27,1,183,91,1.1,12.2
Reggie Robinson II,13094,CB,TULSA,8,1,15.7,40.0,98.1,12.1,4.9,0,0,6,30.0,320,65.7,62.6,0.0,56.2,59.1,80.2,0,17,14.3,1,4,2,64.6,8,104,106,0,5,20,1,59,20,0.6,7.4
Jaylan Foster,13095,CB,S CAROLINA,2,0,25.0,50.0,100.0,8.0,4.0,0,0,0,0.0,289,54.8,55.7,72.7,,61.0,73.5,0,57,0.0,0,0,0,95.8,1,10,10,0,1,2,0,57,11,7.1,57.0
Ed Rolle,13172,CB,CHARLOTTE,12,2,9.0,65.8,95.3,10.8,7.1,0,1,4,10.5,136,63.4,63.7,87.5,55.0,64.0,55.2,0,70,21.2,7,4,0,134.1,25,283,297,10,24,38,5,343,189,1.3,13.7
Jabril Robinson,13396,ED,W VIRGINIA,11,1,,,0.8,,,0,0,0,,343,63.4,65.0,86.3,55.2,70.5,39.4,0,,60.0,3,0,0,0.0,0,2,257,1,1,0,0,0,0,0.0,
Corey Bell Jr.,13596,CB,N CAROLINA,6,0,9.8,41.7,93.9,17.2,7.2,0,0,4,33.3,245,71.3,68.0,81.9,52.9,53.9,32.4,1,52,33.3,1,3,2,69.4,5,92,98,0,2,12,1,114,76,1.3,22.8
Jeremy McDuffie,13599,CB,DUKE,8,2,15.6,42.1,96.6,13.4,5.6,1,1,3,15.8,154,55.1,59.9,84.2,64.4,71.3,76.5,0,67,14.3,1,2,2,113.7,8,114,118,1,4,19,2,189,94,1.8,23.6
DeShawn Capers-Smith,13604,CB,TEXAS A&M,10,5,5.7,69.6,94.5,8.2,5.7,0,1,3,6.5,312,65.2,66.9,87.7,70.5,67.0,61.2,1,57,18.2,6,2,0,111.8,32,277,293,10,22,46,3,431,315,1.7,13.5
Abraham Maiava,13614,DI,ARIZONA,11,0,,,2.4,,,0,0,0,,109,55.0,43.2,83.6,53.5,39.9,53.5,0,,100.0,1,0,0,0.0,0,3,126,0,0,0,0,0,0,0.0,
Colin Samuel,13643,CB,UCLA,3,0,13.0,100.0,100.0,3.5,3.5,0,0,0,0.0,324,47.3,50.1,73.6,,59.4,77.0,0,13,0.0,0,0,0,156.3,2,9,9,0,1,2,1,24,3,3.4,12.0
Tanner Karafa,13787,DI,BOSTON COL,12,2,1.0,50.0,0.6,2.0,1.0,2,1,0,0.0,121,59.6,73.7,43.9,57.2,82.9,74.7,0,5,50.0,2,0,3,56.3,1,2,334,4,0,2,0,5,0,2.5,5.0
Aaron Roberson,13789,CB,LA TECH,5,0,33.0,0.0,88.0,,7.3,0,0,1,33.3,208,74.2,75.4,76.4,59.0,68.9,76.0,0,,0.0,0,1,0,39.6,0,22,25,0,1,3,0,0,0,0.0,
Terez Dickerson,13811,LB,DOMINION,11,2,3.3,85.7,92.7,16.3,14.0,0,0,2,28.6,263,60.2,68.8,78.2,54.5,75.9,69.1,0,20,42.9,3,2,0,106.5,6,102,110,2,2,7,0,67,47,0.7,11.2
Tyrin Ferguson,13817,LB,NEBRASKA,8,3,2.4,100.0,52.9,5.9,5.9,0,0,0,0.0,238,55.2,67.0,54.4,66.7,74.1,75.2,0,40,15.4,2,0,1,109.7,12,73,138,5,8,12,0,124,95,1.7,10.3
Trevon Hill,13821,ED,VA TECH,3,0,,,12.3,,,0,0,0,,337,67.5,75.0,0.0,80.1,68.2,54.4,0,,0.0,0,0,2,0.0,0,9,73,4,1,0,0,0,0,0.0,
Adonis Thomas,13851,LB,FLORIDA ST,10,1,7.3,100.0,82.5,19.5,19.5,0,0,0,0.0,167,63.2,70.8,77.9,52.1,79.8,82.0,0,24,0.0,0,0,0,118.8,4,80,97,0,3,4,0,59,30,0.8,14.8
Taylor Heflin,13878,LB,NAVY,12,3,4.3,82.6,88.5,16.2,13.4,1,1,0,0.0,237,54.1,58.0,29.7,76.1,58.4,63.5,0,40,17.9,5,0,3,104.3,19,315,356,12,20,23,0,208,151,0.7,10.9
Chase Johnston,13896,ED,KANSAS ST,6,0,,,3.3,,,0,0,0,,199,60.1,61.9,78.2,58.6,64.5,76.1,0,,,0,0,0,0.0,0,2,60,2,0,0,0,0,0,0.0,
Joshua McMillon,13920,LB,ALABAMA,5,1,-1.7,100.0,82.5,10.3,10.3,0,0,0,0.0,103,62.3,66.1,0.0,55.2,72.6,73.7,0,26,25.0,1,0,1,118.8,3,33,40,1,2,3,0,38,43,1.2,12.7
Kenny Knight Jr.,13956,LB,BALL ST,1,0,-2.0,0.0,50.0,,1.0,0,0,0,0.0,117,60.0,42.9,74.2,59.7,43.4,,0,,,0,0,0,39.6,0,1,2,0,0,1,0,0,0,0.0,
Robert Hayes Jr.,14327,CB,SMU,10,1,12.2,62.5,99.5,13.5,8.5,0,1,2,8.3,287,64.3,65.5,24.9,58.3,74.4,41.1,0,42,30.0,6,0,1,136.3,15,209,210,1,13,24,3,245,95,1.2,16.3
Anthony J. Taylor,14471,CB,TEXAS ST,12,1,9.7,50.9,98.6,12.3,6.2,0,2,10,18.2,314,82.6,83.3,86.8,77.9,73.3,60.1,1,22,22.2,6,6,2,59.6,28,356,361,8,20,55,1,219,71,0.6,7.8
Robert Crawford,20426,ED,W KENTUCKY,8,0,,,3.3,,,0,0,0,,346,56.4,55.9,80.1,61.1,54.7,27.6,0,,50.0,2,0,0,0.0,0,2,60,0,2,0,0,0,0,0.0,
Marquis Couch,21749,ED,MARSHALL,12,2,8.0,66.7,16.8,22.0,14.7,1,0,0,0.0,214,56.5,68.0,33.6,59.4,80.0,62.8,0,23,33.3,1,0,3,109.7,2,46,274,1,0,3,0,42,34,1.0,21.0
Dru Prox,23093,LB,KANSAS,3,1,4.0,100.0,93.8,14.0,14.0,0,0,0,0.0,198,65.1,71.4,74.5,60.0,72.1,80.7,0,6,0.0,0,0,0,91.7,1,15,16,1,1,1,0,6,2,0.4,6.0
Tim Washington,23468,LB,MISS STATE,7,0,-1.0,100.0,62.5,29.0,29.0,0,0,0,0.0,227,58.8,64.4,77.9,54.8,71.7,57.6,0,12,100.0,1,0,0,116.7,1,30,48,0,0,1,0,12,13,0.4,12.0
Dalton Baker,23619,ED,UTAH ST,12,1,,,0.7,,,0,0,0,,329,64.0,66.8,80.9,55.6,71.0,64.8,0,,0.0,0,0,1,0.0,0,1,137,0,2,0,0,0,0,0.0,
Cameron Hayes,23739,CB,HAWAII,7,1,6.0,100.0,100.0,8.7,8.7,0,0,0,0.0,180,60.6,64.1,77.4,,69.1,81.1,0,20,0.0,0,0,0,147.9,3,26,26,1,1,3,1,30,12,1.2,10.0
James Bowe Jr.,23787,ED,UMASS,3,0,18.0,100.0,50.0,6.0,6.0,0,0,0,0.0,216,44.4,71.2,84.0,63.4,79.4,61.8,0,9,,0,0,0,143.8,1,6,12,0,0,1,1,9,0,1.5,9.0
Dae'Von Washington,23867,LB,LA TECH,12,5,1.7,81.0,85.3,13.4,10.9,1,0,0,0.0,208,71.7,75.3,49.3,58.2,77.4,64.8,0,18,21.7,5,0,1,103.6,17,238,279,5,13,21,1,106,121,0.5,6.2
Evahelotu Tohi,24006,LB,NEW MEXICO,8,3,4.3,78.3,89.9,13.6,10.6,0,1,3,13.0,241,63.1,67.8,82.7,56.7,70.9,52.8,2,58,25.0,3,2,0,109.8,18,258,287,5,6,23,2,278,247,1.1,15.4
Oluwaseun Idowu,24047,LB,PITTSBURGH,12,1,4.4,74.2,82.5,12.6,9.3,0,0,2,6.5,268,69.2,69.1,27.5,67.6,69.7,77.2,0,71,16.7,4,2,2,119.7,23,312,378,9,19,31,2,255,176,0.9,11.1
Dontavious Jackson,24251,LB,FLORIDA ST,12,1,3.6,72.7,85.1,17.4,12.6,0,0,0,0.0,167,61.6,77.6,1.9,60.5,87.4,67.6,1,34,27.3,3,0,3,78.8,16,298,350,4,7,22,0,185,128,0.7,11.6
Zeek Rodney,24599,DI,WAKE,12,1,,,0.5,,,0,0,0,,339,71.6,77.5,76.5,60.8,85.4,62.7,0,,42.9,3,0,1,0.0,0,2,399,3,3,0,0,0,0,0.0,
Dominic Nelson,25307,S,MISSOURI,1,0,,,100.0,,,0,0,0,,229,60.0,60.6,67.8,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Shawn Featherstone,25441,S,AKRON,2,0,6.0,0.0,100.0,,12.0,0,0,0,0.0,102,71.2,71.4,75.8,,66.1,74.3,0,,,0,0,0,39.6,0,12,12,0,0,1,0,0,0,0.0,
Alvin Davis Jr.,25442,S,AKRON,11,4,11.5,54.5,99.2,29.6,16.1,0,1,2,9.1,102,91.2,89.7,87.9,59.4,65.1,82.0,4,42,2.6,1,2,0,48.1,12,379,382,9,33,22,1,132,41,0.4,11.0
Deionte Thompson,25444,S,ALABAMA,12,5,9.5,50.0,98.5,24.0,12.0,0,2,8,25.0,103,89.9,90.2,50.7,64.4,78.0,77.3,2,47,16.1,5,5,2,69.5,16,399,405,5,21,32,3,158,99,0.4,9.9
Anfernee Jennings,25449,ED,ALABAMA,12,1,11.7,66.7,11.3,15.0,10.0,1,0,0,0.0,103,67.6,77.0,32.9,74.7,77.3,64.1,1,27,0.0,0,0,3,70.1,2,31,274,7,4,3,0,45,31,1.5,22.5
Shyheim Carter,25451,CB,ALABAMA,11,2,7.1,48.6,95.6,17.6,8.5,1,2,9,24.3,103,87.0,88.4,10.4,55.7,92.1,83.1,2,26,10.5,2,7,2,37.7,18,328,343,8,15,37,0,156,82,0.5,8.7
Malik Lawal,25510,ED,ARIZONA ST,8,0,5.0,100.0,10.2,9.0,9.0,0,0,0,0.0,110,79.2,67.2,84.3,68.2,55.2,50.5,0,7,0.0,0,0,0,95.8,1,9,88,6,4,1,0,7,2,0.8,7.0
Jameson Houston,25642,CB,BAYLOR,10,0,12.4,38.9,98.9,12.0,4.7,1,1,5,27.8,118,69.7,70.4,0.0,89.5,64.4,66.1,0,65,16.7,1,2,2,84.3,7,88,89,0,5,18,1,135,45,1.6,19.3
Bravvion Roy,25644,DI,BAYLOR,12,1,,,1.4,,,0,0,0,,118,53.6,77.5,45.6,67.5,82.5,79.0,0,,33.3,1,0,2,0.0,0,3,211,1,1,0,0,0,0,0.0,
Clay Johnston,25685,LB,BAYLOR,11,5,5.0,70.8,85.9,16.5,11.7,0,0,0,0.0,118,75.4,78.0,53.0,72.1,74.9,75.4,0,30,12.5,4,0,1,112.3,17,292,340,13,23,24,2,135,61,0.5,7.9
Chris Miller,25686,S,BAYLOR,11,1,8.8,80.0,98.2,39.8,31.8,0,0,1,10.0,118,62.6,61.9,11.9,73.7,61.1,56.7,0,54,13.8,4,0,3,158.3,8,331,337,8,24,10,3,156,107,0.5,19.5
Henry Black,25687,LB,BAYLOR,10,2,4.1,75.0,85.6,13.6,10.2,0,0,1,8.3,118,72.3,73.4,84.2,62.4,75.5,81.5,0,31,11.1,1,1,0,92.7,9,125,146,5,6,12,0,81,50,0.7,9.0
Cam Jefferies,25700,CB,CINCINNATI,12,0,13.1,43.9,98.6,13.3,5.8,0,1,11,19.3,138,72.8,75.9,86.0,64.0,85.5,90.5,1,39,0.0,0,9,4,63.1,25,351,356,6,22,57,2,275,66,0.8,11.0
Dayan Lake,25769,CB,BYU,9,0,12.8,64.1,100.0,9.6,6.2,0,0,3,7.7,128,52.9,56.2,32.3,,70.2,72.9,0,52,8.7,2,2,1,110.0,25,251,251,7,21,39,2,350,98,1.5,14.0
Troy Warner,25770,S,BYU,12,1,17.6,40.0,100.0,111.0,44.4,0,1,2,40.0,128,64.6,63.9,85.8,,60.2,39.4,0,16,35.7,5,2,0,52.9,2,236,236,0,8,5,0,21,7,0.1,10.5
Luc Bequette,25776,DI,CAL,12,0,,,0.3,,,0,0,0,,130,73.5,77.4,84.1,62.5,78.6,70.2,0,,42.9,3,0,0,0.0,0,1,294,8,4,0,0,0,0,0.0,
Chibuzo Nwokocha,25777,CB,CAL,2,0,38.0,100.0,100.0,7.0,7.0,0,0,0,0.0,130,43.2,47.4,74.3,,65.3,76.2,0,54,0.0,0,0,1,118.8,1,9,9,0,1,1,0,54,16,7.7,54.0
Malik Psalms,25780,LB,CAL,9,0,1.0,75.0,62.8,8.7,6.5,0,0,0,0.0,130,65.2,68.2,83.7,70.5,64.0,46.3,0,5,25.0,1,0,0,77.1,3,27,43,3,3,4,0,10,15,0.4,3.3
Sean Murphy-Bunting,25891,CB,C MICHIGAN,12,2,11.6,45.9,98.2,20.6,9.5,0,0,7,18.9,134,76.7,75.4,8.0,50.0,78.6,64.3,2,39,9.1,2,5,8,41.5,17,374,381,5,18,37,0,210,63,0.6,12.4
Michael Oliver,25893,LB,C MICHIGAN,11,2,0.9,90.9,92.5,8.0,7.3,0,0,0,0.0,134,59.4,65.2,81.0,65.5,67.3,76.8,0,13,0.0,0,0,1,85.2,10,86,93,2,5,11,0,49,43,0.6,4.9
Chris Murphy,25948,S,CINCINNATI,3,0,11.7,33.3,100.0,25.0,8.3,0,0,0,0.0,138,56.8,58.7,78.3,,64.3,77.7,0,7,0.0,0,0,0,42.4,1,25,25,0,1,3,0,7,1,0.3,7.0
Clelin Ferrell,25955,ED,CLEMSON,12,2,6.0,100.0,17.2,49.0,49.0,0,0,0,0.0,140,68.1,82.5,4.1,87.5,79.3,83.5,0,7,20.0,1,0,6,95.8,1,52,303,10,2,1,0,7,1,0.1,7.0
Chris Register,25956,ED,CLEMSON,6,0,,,15.2,,,0,0,0,,140,63.2,69.7,80.5,55.3,74.4,66.2,0,,50.0,1,0,0,0.0,0,5,33,0,1,0,0,0,0,0.0,
Dexter Lawrence,25991,DI,CLEMSON,12,0,,,1.2,,,0,0,0,,140,67.9,89.2,65.2,81.4,86.9,82.5,0,,0.0,0,0,1,0.0,0,3,244,1,2,0,0,0,0,0.0,
Drew Lewis,26073,LB,COLORADO,12,3,6.0,52.2,63.3,21.3,11.1,0,1,4,17.4,143,79.2,72.8,50.5,60.8,71.9,71.9,1,45,13.0,3,3,2,67.8,12,264,417,11,17,23,1,143,109,0.6,11.9
Tre Hornbuckle,26138,ED,DUKE,12,2,,,1.6,,,0,0,0,,154,65.3,64.9,67.6,61.0,63.6,48.5,0,,28.6,2,0,1,0.0,0,3,192,3,3,0,0,0,0,0.0,
Trevon McSwain,26142,DI,DUKE,12,1,,,0.7,,,0,0,0,,154,61.4,81.7,70.0,71.0,83.7,74.5,0,,75.0,3,0,1,0.0,0,2,289,1,0,0,0,0,0,0.0,
Jordan Hayes,26143,S,DUKE,5,1,5.4,77.8,92.9,11.0,8.6,0,1,1,11.1,154,85.8,78.8,81.1,62.8,58.4,57.2,0,21,15.4,2,1,0,90.7,7,78,84,6,10,9,0,52,34,0.7,7.4
Mark Gilbert,26144,CB,DUKE,2,0,20.0,50.0,100.0,13.3,6.7,0,0,0,0.0,154,58.9,53.7,79.1,,39.0,52.9,0,29,33.3,1,0,0,84.7,3,41,41,0,2,6,0,59,5,1.5,19.7
Koby Quansah,26145,LB,DUKE,9,2,3.9,55.6,79.0,16.0,8.9,0,1,3,33.3,154,68.2,70.3,82.6,57.1,70.1,54.2,0,24,33.3,2,1,0,60.9,5,83,105,2,2,9,0,25,21,0.3,5.0
Dylan Singleton,26147,S,DUKE,10,4,7.4,71.4,97.0,30.7,21.9,0,0,2,14.3,154,79.4,75.1,86.6,52.5,67.8,69.8,0,45,4.3,1,1,0,133.9,10,322,332,5,18,14,2,110,49,0.4,11.0
Brandon Feamster,26148,CB,DUKE,9,2,16.6,57.9,99.2,10.5,6.1,0,0,5,13.2,154,55.4,59.4,85.2,55.3,76.8,73.3,0,50,13.0,3,4,1,122.6,22,245,247,3,18,38,4,339,70,1.5,15.4
Colby Gore,26197,CB,E CAROLINA,11,1,16.4,58.1,100.0,10.3,6.0,1,1,6,14.0,156,78.1,79.1,84.4,,79.0,75.9,1,75,16.0,4,5,3,111.4,25,271,271,8,20,43,5,328,125,1.3,13.1
Kendall Futrell,26199,ED,E CAROLINA,12,2,,,0.3,,,0,0,0,,156,85.4,65.4,89.6,60.4,62.3,82.0,0,,16.7,1,0,0,0.0,0,1,295,6,3,0,0,0,0,0.0,
Devon Sutton,26202,S,E CAROLINA,12,9,5.5,66.7,94.0,17.6,11.7,0,1,4,14.8,156,67.6,72.1,84.7,51.5,81.6,69.9,0,20,16.7,5,4,1,107.0,18,329,350,6,16,27,2,160,99,0.5,8.9
Justin Moody,26333,S,E MICHIGAN,11,2,11.3,51.9,100.0,16.6,8.6,0,0,3,11.1,160,75.8,75.8,88.2,,71.4,68.7,0,45,9.5,2,3,0,82.0,14,246,246,4,17,27,1,158,65,0.7,11.3
Kevin McGill,26334,CB,E MICHIGAN,12,5,13.6,44.0,100.0,16.0,7.0,2,1,6,12.0,160,72.5,73.3,1.4,,82.4,75.6,3,41,0.0,0,3,7,34.4,22,371,371,6,13,50,0,248,76,0.7,11.3
Tifonte Hunt,26337,CB,N ILLINOIS,10,2,12.3,54.3,100.0,14.1,7.6,2,0,4,11.4,254,70.1,66.7,0.0,,66.2,68.5,0,42,9.1,2,0,6,88.5,19,283,283,3,18,35,1,266,80,1.0,14.0
Jalen Phelps,26343,S,E MICHIGAN,12,1,11.4,60.9,99.5,14.6,8.9,0,0,3,13.0,160,65.7,68.0,87.3,60.0,72.8,70.6,0,75,22.2,4,2,0,113.1,14,216,217,3,13,23,1,253,103,1.2,18.1
Clay Holford,26345,ED,E MICHIGAN,10,0,,,1.7,,,0,0,0,,160,60.0,65.3,37.0,60.4,68.3,82.7,0,,,0,0,1,0.0,0,1,60,0,0,0,0,0,0,0.0,
Brody Hoying,26348,S,E MICHIGAN,10,3,3.5,67.6,88.8,10.3,6.9,0,2,3,8.8,160,78.4,78.6,85.6,57.6,81.0,84.7,0,31,6.7,2,3,0,102.2,23,247,278,13,25,34,2,197,129,0.8,8.6
Derek Ibekwe,26440,ED,NEW MEX ST,3,0,,,50.0,,,0,0,0,,242,63.7,71.2,76.0,56.1,73.3,57.3,0,,0.0,0,0,0,0.0,0,5,10,0,1,0,0,0,0,0.0,
Joe Provenzano,26445,LB,BOISE ST,1,0,,,100.0,,,0,0,0,,120,60.0,62.9,66.4,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Jabari Zuniga,26449,ED,FLORIDA,12,1,,,1.0,,,0,0,0,,163,60.9,73.7,36.9,71.6,74.0,49.9,0,,60.0,3,0,3,0.0,0,3,298,6,1,0,0,0,0,0.0,
Luke Ancrum,26450,ED,FLORIDA,10,0,,,3.4,,,0,0,0,,163,76.3,77.4,80.8,61.9,71.9,65.2,1,,100.0,1,0,0,0.0,0,2,59,0,0,0,0,0,0,0.0,
Kylan Johnson,26452,LB,FLORIDA,9,0,4.4,57.1,84.1,14.0,8.0,0,0,1,14.3,163,60.1,64.3,78.9,56.9,68.3,76.9,0,48,40.0,2,1,0,138.7,4,58,69,0,3,7,1,83,42,1.5,20.8
Jeremiah Moon,26453,ED,FLORIDA,11,0,2.0,0.0,14.4,,13.0,0,0,0,0.0,163,69.7,77.0,87.8,73.9,72.7,87.4,0,,0.0,0,0,0,39.6,0,16,111,1,1,1,0,0,0,0.0,
David Reese II,26454,LB,FLORIDA,10,7,3.5,76.0,84.4,11.2,8.5,0,0,1,4.0,163,66.9,66.4,82.9,62.9,64.0,70.2,0,25,5.0,1,1,0,92.1,19,228,270,5,12,25,0,160,124,0.8,8.4
Jeawon Taylor,26455,S,FLORIDA,12,2,10.8,64.3,96.7,27.2,17.5,0,2,3,21.4,163,63.7,66.7,85.3,50.3,72.1,87.5,0,54,5.3,1,2,2,129.2,9,260,269,5,16,14,3,114,18,0.5,12.7
Marcus Lewis,26457,CB,MARYLAND,6,0,11.2,52.4,96.2,10.5,5.5,0,0,3,14.3,215,71.4,73.4,82.2,49.6,82.0,64.5,0,44,27.3,3,1,0,90.4,11,125,130,4,8,21,1,145,74,1.3,13.2
A.J. Westbrook,26458,S,FLORIDA ST,12,6,8.9,63.0,100.0,14.5,9.1,0,2,4,8.7,167,68.6,64.8,89.4,73.9,52.4,47.9,2,42,20.0,9,3,0,103.4,29,443,443,7,30,46,5,338,140,0.8,11.7
Zack Mesday,26506,ED,TEMPLE,12,0,,,5.6,,,0,0,0,,306,79.9,70.4,85.8,57.1,71.6,78.5,0,,20.0,1,0,0,0.0,0,9,162,7,4,0,0,0,0,0.0,
Jyquis Thomas,26525,S,TEMPLE,12,3,11.2,60.0,96.1,10.7,6.4,0,0,2,8.0,306,53.7,58.6,0.0,61.9,72.4,80.7,0,57,0.0,0,2,3,126.0,15,171,178,5,13,25,3,206,77,1.3,13.7
Ben Banogu,26554,ED,TCU,12,0,0.5,100.0,2.8,5.5,5.5,0,0,0,0.0,305,75.4,71.5,90.1,69.0,66.1,47.2,0,4,50.0,5,0,0,81.3,2,12,422,11,5,2,0,7,6,0.6,3.5
Alex Weber,26569,WR,OLE MISS,1,0,,,100.0,,,0,0,0,,226,60.0,55.5,73.9,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
David Curry,26573,LB,GA TECH,12,5,4.3,68.4,85.5,18.6,12.7,0,0,0,0.0,176,74.8,62.4,45.8,56.2,52.2,36.9,1,17,10.5,2,0,1,60.4,13,247,289,6,12,19,0,106,75,0.4,8.2
Rojesterman Farris II,26587,CB,HAWAII,13,1,15.5,51.6,98.7,12.8,6.6,0,1,11,17.2,180,74.2,72.8,57.3,48.4,68.6,78.8,1,49,7.4,2,6,5,106.2,33,442,448,5,24,64,6,559,107,1.3,16.9
Casey Hughes,26588,CB,MICHIGAN,1,0,,,100.0,,,0,0,0,,222,58.1,60.3,72.5,,63.8,41.5,0,,100.0,1,0,0,0.0,0,6,6,0,0,0,0,0,0,0.0,
Garrald McDowell,26594,DI,LA LAFAYET,10,0,,,0.9,,,0,0,0,,207,59.4,71.8,84.0,62.9,74.2,71.6,0,,14.3,1,0,0,0.0,0,2,217,3,6,0,0,0,0,0.0,
C.J. Moore,26617,S,OLE MISS,5,0,7.9,64.7,99.5,16.6,10.8,0,0,2,11.8,226,83.5,79.4,17.5,59.4,68.3,71.2,1,17,7.7,1,1,1,93.8,11,195,196,4,12,17,2,94,70,0.5,8.5
Solomon Matautia,26631,LB,HAWAII,12,1,5.0,81.3,88.7,10.0,8.2,0,2,4,12.5,180,75.6,70.9,22.8,72.2,64.6,69.3,0,26,13.8,4,4,2,123.2,26,274,309,11,24,32,2,274,151,1.0,10.5
Javian Smith,26638,CB,HOUSTON,2,0,13.0,100.0,100.0,5.8,5.8,0,0,0,0.0,182,53.0,54.3,73.9,,63.1,80.8,0,14,0.0,0,0,0,158.3,4,25,25,0,3,4,1,50,2,2.2,12.5
Dereck Boles,26670,DI,ARIZONA,12,0,,,3.3,,,0,0,0,,109,52.0,70.5,20.1,78.6,67.9,54.2,0,,57.1,4,0,6,0.0,0,12,364,3,3,0,0,0,0,0.0,
Patrick Nelson,26699,S,SMU,8,4,7.7,85.7,82.1,11.1,9.5,0,0,1,4.8,287,65.0,72.3,83.5,67.9,78.2,64.6,2,29,12.0,3,1,0,79.1,18,206,251,7,18,21,1,182,55,0.9,10.1
Cam Watkins,26701,CB,ILLINOIS,10,2,8.4,75.0,99.1,7.4,5.5,0,0,1,2.5,187,69.1,65.0,35.4,57.6,52.4,57.6,0,60,6.3,2,1,1,108.1,30,233,235,11,28,40,1,338,145,1.5,11.3
Thomas Lash,26718,LB,UTEP,1,0,,,100.0,,,0,0,0,,330,60.0,68.9,70.4,,67.3,74.3,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Jack Hockaday,26802,LB,IOWA,10,2,4.0,81.5,90.5,12.0,9.8,0,0,2,7.4,192,66.8,64.8,46.1,47.9,66.2,73.0,0,57,12.5,2,1,1,102.5,22,276,305,5,12,27,0,232,156,0.9,10.5
Dasmond Tautalatasi,26877,S,ARIZONA ST,4,1,6.9,50.0,97.1,23.8,11.9,0,0,1,12.5,110,66.2,63.6,80.3,55.7,55.7,79.4,1,13,0.0,0,1,0,18.2,4,99,102,1,7,8,0,27,34,0.3,6.8
Reggie Walker,26885,ED,KANSAS ST,12,0,4.0,50.0,4.9,19.0,9.5,2,0,0,0.0,199,68.2,72.2,32.7,72.5,68.5,70.0,0,5,33.3,2,0,4,56.3,1,19,388,9,4,2,0,5,5,0.3,5.0
Jamal Parker,26946,S,KENT STATE,12,1,11.9,57.1,96.7,32.3,18.4,0,0,6,28.6,201,71.3,75.1,31.5,61.9,80.2,85.3,2,30,10.3,3,4,4,38.3,12,414,428,5,25,21,0,142,40,0.4,11.8
Darian Dailey,26955,CB,AKRON,12,0,13.5,42.4,100.0,25.8,10.9,0,0,3,9.1,102,72.2,74.4,51.5,,82.6,80.3,2,28,9.1,2,1,4,44.6,14,383,383,5,20,33,1,177,35,0.5,12.6
Brandon Durman,27008,LB,LA TECH,9,0,2.5,100.0,91.3,30.5,30.5,0,0,0,0.0,208,72.3,44.9,78.3,53.7,26.4,50.9,0,14,0.0,0,0,0,114.6,2,63,69,1,3,2,0,23,18,0.4,11.5
Jocquez Kalili,27015,CB,UNLV,12,1,13.3,57.5,99.5,8.5,4.9,0,1,10,13.7,325,70.6,71.7,52.2,56.6,75.1,79.9,1,64,6.5,2,7,4,105.9,42,370,372,9,28,73,6,598,229,1.7,14.2
Jamal Scott,27022,LB,S JOSE ST,9,4,6.6,78.9,72.3,15.4,12.2,1,0,2,10.5,285,56.6,69.4,35.8,65.5,75.8,60.8,0,41,11.8,2,2,2,117.3,15,240,332,9,11,19,0,231,138,1.0,15.4
