player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Brian Lewerke,34412,QB,MICH STATE,4,62.3,53,58,10.4,3.37,0,4,6.6,53.4,31,0,23,6.1,73,2,24,223,72.9,62.9,57.4,71.8,0,1,77,2,17.4,78.3,5.5,4,11,1,4,2,3,3.9,381,6.6
Nic Shimonek,46594,QB,TEXAS TECH,4,75.9,54,58,7.9,2.42,0,2,3.3,65.5,38,0,18,7.3,62,3,21,315,44.4,63.1,65.1,53.7,0,1,64,1,16.7,117.3,4.8,3,1,0,4,6,3,4.7,464,8.0
Foster Sawyer,13010,QB,TCU,7,66.0,50,56,10.0,2.54,3,3,5.3,46.4,26,0,16,21.2,65,7,14,305,48.4,55.2,55.9,54.2,0,1,66,0,18.8,60.0,4.6,3,5,1,2,1,5,7.6,278,5.0
Chad Voytik,46471,QB,ARK STATE,7,68.5,54,56,7.8,2.39,1,0,0.0,57.1,32,0,24,13.5,71,5,15,113,59.3,59.6,53.6,62.3,0,1,76,0,37.5,75.2,12.7,9,6,0,1,1,2,2.6,363,6.5
Dillon Sterling-Cole,46390,QB,ARIZONA ST,4,60.4,53,55,8.9,2.71,0,2,3.5,50.9,28,0,19,12.5,64,4,18,110,72.6,54.7,59.3,46.6,1,4,66,0,31.6,49.7,9.4,6,3,0,1,1,2,3.0,388,7.1
Noah Wezensky,40690,QB,MIAMI OH,2,66.7,48,53,10.1,2.51,1,5,9.4,52.8,28,0,22,12.5,63,4,19,221,24.3,49.2,56.3,33.2,0,2,63,0,22.7,67.1,7.9,5,5,0,4,2,8,12.7,307,5.8
Keon Howard,40418,QB,SO MISS,2,55.3,47,50,16.3,3.22,0,4,7.3,44.0,22,0,29,15.4,68,4,18,296,16.3,41.4,35.7,57.3,0,4,73,1,34.5,42.5,14.7,10,8,0,3,1,6,8.2,365,7.3
Brady White,25506,QB,ARIZONA ST,2,62.5,48,49,9.4,2.29,0,3,5.9,51.0,25,0,5,16.7,51,5,14,110,70.2,60.9,61.4,54.1,0,1,53,1,20.0,71.7,2.0,1,1,0,1,2,1,1.9,259,5.3
Connor White,30266,QB,TEXAS ST,5,62.8,43,47,9.4,2.67,0,1,2.0,55.3,26,0,24,3.7,59,1,12,314,75.2,51.3,52.9,53.6,0,2,62,0,20.8,58.8,8.5,5,6,0,4,1,2,3.2,240,5.1
Damian Williams,46496,QB,MISS STATE,3,75.0,44,46,6.6,2.47,0,1,2.0,67.4,31,0,15,6.1,50,2,19,227,50.5,66.1,60.2,71.1,2,0,53,1,20.0,97.4,6.0,3,1,0,0,2,2,3.8,272,5.9
Damion Terry,27206,QB,MICH STATE,6,56.8,44,46,10.0,2.87,1,1,2.1,47.8,22,0,16,12.0,54,3,13,223,36.9,49.5,53.2,47.4,0,1,55,0,18.8,63.0,5.6,3,5,0,1,1,2,3.6,253,5.5
Kyle Postma,32269,QB,HOUSTON,4,71.1,45,46,10.8,2.37,1,2,4.2,63.0,29,0,8,9.4,56,3,16,182,47.6,65.3,61.1,68.8,0,2,58,1,50.0,55.7,7.1,4,5,0,0,0,2,3.4,212,4.6
Khalil Tate,40237,QB,ARIZONA,7,42.9,42,45,18.8,3.19,0,4,7.8,40.0,18,0,21,0.0,58,0,15,109,60.9,45.7,45.1,53.7,0,3,65,0,14.3,52.4,5.2,3,10,0,3,3,5,7.7,243,5.4
Aaron Winchester,46433,QB,GA STATE,4,58.5,41,45,12.5,3.17,1,2,4.3,53.3,24,0,26,0.0,61,0,17,175,60.1,59.7,53.3,63.5,1,2,63,1,23.1,60.5,9.8,6,10,0,2,1,2,3.2,271,6.0
J'mar Smith,27005,QB,LA TECH,5,78.0,41,43,7.5,2.1,1,2,4.7,69.8,30,0,16,6.3,51,2,19,208,45.3,66.4,58.9,71.9,0,1,51,0,31.3,106.0,9.8,5,3,0,1,2,2,3.9,412,9.6
Tyler Ferguson,12290,QB,W KENTUCKY,9,55.3,38,41,12.9,2.67,1,2,4.7,46.3,19,0,18,9.5,43,2,10,346,69.4,56.1,56.2,,2,0,45,1,11.1,88.9,4.7,2,0,0,0,3,1,2.2,234,5.7
Will Collins,35293,QB,LA MONROE,4,55.6,36,40,8.7,2.81,0,2,4.8,47.5,19,0,29,5.0,59,1,18,209,54.8,29.8,26.9,54.2,2,3,61,0,27.6,50.5,13.6,8,11,0,2,2,6,9.8,225,5.6
Jeremy Johnson,46386,QB,AUBURN,3,70.6,34,39,8.3,2.35,1,1,2.5,56.4,22,0,14,8.3,44,2,12,115,72.9,57.9,59.6,57.5,2,1,45,1,21.4,70.4,6.8,3,2,1,1,1,2,4.4,219,5.6
Conner Cramer,40413,QB,NEW MEX ST,3,51.4,37,39,12.2,3.42,0,1,2.5,43.6,17,0,23,10.5,49,2,11,242,47.8,58.8,51.2,61.1,0,3,50,0,13.0,43.5,6.1,3,7,0,2,2,4,8.0,188,4.8
Joe Hubener,46389,QB,KANSAS ST,4,61.5,39,39,11.3,2.55,0,1,2.4,56.4,22,0,10,8.3,43,2,16,199,50.6,64.8,69.5,58.0,0,1,45,2,30.0,76.3,7.0,3,1,0,0,1,2,4.4,275,7.1
Parker Adamson,30339,QB,SO MISS,3,63.2,38,39,9.1,2.38,1,1,2.5,48.7,19,0,14,20.8,41,5,11,296,74.0,60.0,59.4,58.9,0,0,42,0,0.0,71.8,0.0,0,2,0,0,1,1,2.4,193,4.9
Jack Milas,22500,QB,BALL ST,1,61.8,34,38,11.1,2.44,0,1,2.5,52.6,20,0,8,4.8,40,1,14,117,70.0,40.2,38.1,62.3,1,2,42,1,0.0,54.5,0.0,0,2,0,3,1,4,9.5,198,5.2
Daniel Santacaterina,34645,QB,N ILLINOIS,2,55.6,36,38,15.3,2.52,0,5,12.5,47.4,18,0,10,10.0,43,2,17,254,76.6,74.1,70.2,68.5,0,2,45,0,10.0,68.0,2.3,1,4,0,2,1,3,6.7,361,9.5
Caleb Rowe,18200,QB,MARYLAND,5,60.6,33,37,10.7,2.63,1,4,10.3,51.4,19,0,22,5.0,42,1,12,215,41.2,49.7,52.0,50.8,0,3,44,0,13.6,44.4,7.1,3,2,0,3,0,5,11.4,296,8.0
Drew Barker,26947,QB,KENTUCKY,3,66.7,33,37,9.4,3.29,0,2,5.3,51.4,19,0,20,13.6,48,3,9,202,24.2,30.0,29.5,58.0,0,5,49,1,40.0,78.9,16.7,8,3,1,3,4,6,12.2,334,9.0
Daniel Parr,34390,QB,FAU,9,53.1,32,36,8.6,2.73,2,0,0.0,41.7,15,0,19,11.8,44,2,8,165,70.2,34.1,31.6,54.9,1,2,45,0,15.8,26.2,6.8,3,5,0,1,0,4,8.9,106,2.9
Conor Blount,39950,QB,OREGON ST,3,67.7,31,35,11.1,3.01,2,0,0.0,54.3,19,0,16,9.5,46,2,7,265,23.8,33.2,37.3,43.7,0,2,47,1,37.5,45.3,13.0,6,5,0,2,0,3,6.4,183,5.2
Nick Schuessler,12061,QB,CLEMSON,4,75.8,33,35,9.2,2.04,0,5,12.8,65.7,23,0,7,8.0,41,2,18,140,70.6,81.3,84.6,54.7,0,0,45,0,28.6,124.8,4.9,2,3,2,0,3,1,2.2,331,9.5
Tyrell Goodman,16596,QB,AKRON,2,51.6,31,35,21.6,3.19,0,4,10.5,42.9,15,0,24,6.3,53,1,12,102,18.3,28.6,26.9,50.2,1,3,58,0,25.0,44.1,11.3,6,11,0,3,1,10,17.2,273,7.8
Christian Alexander-Stevens,103945,,FIU,4,68.8,32,34,10.2,2.43,2,2,5.7,58.8,20,0,13,9.1,39,2,14,166,40.4,72.3,70.3,68.7,0,0,40,1,23.1,116.8,7.7,3,2,0,0,4,1,2.5,216,6.4
John O'Korn,46515,QB,MICHIGAN,7,71.9,32,34,8.2,2.97,1,0,0.0,58.8,20,0,19,13.0,43,3,11,222,73.2,55.2,55.2,55.1,1,0,45,0,15.8,91.9,7.0,3,6,0,0,2,1,2.2,173,5.1
Max Bortenschlager,46500,QB,MARYLAND,2,59.4,32,33,8.8,2.54,0,0,0.0,48.5,16,0,13,15.8,43,3,8,215,11.7,29.5,33.5,40.0,1,0,43,0,46.2,79.0,14.0,6,4,0,0,1,3,7.0,209,6.3
Elijah Sindelar,46466,QB,PURDUE,5,48.4,31,32,12.6,2.72,0,0,0.0,43.8,14,0,10,6.7,34,1,11,273,30.6,39.6,40.5,55.5,0,3,35,1,10.0,21.0,2.9,1,1,0,1,0,3,8.6,165,5.2
Chayce Crouch,32855,QB,ILLINOIS,4,67.9,28,32,6.9,3.09,0,1,2.9,56.3,18,0,18,5.3,39,1,12,187,47.2,71.3,65.1,73.1,0,1,42,4,16.7,78.8,7.7,3,4,0,4,1,1,2.4,249,7.8
Tyler Hilinski,34047,QB,WASH STATE,3,82.8,29,30,6.0,2.55,0,0,0.0,80.0,24,0,6,0.0,30,0,11,341,69.3,75.1,74.3,60.1,1,1,31,0,0.0,109.0,0.0,0,0,0,0,2,1,3.2,245,8.2
Faton Bauta,46470,QB,COLO STATE,5,51.9,27,29,11.3,2.68,1,0,0.0,41.4,12,0,10,14.3,31,2,8,144,75.3,69.7,61.0,70.2,0,0,32,0,0.0,64.4,0.0,0,2,0,1,1,0,0.0,114,3.9
Arion Worthman,25439,QB,AIR FORCE,6,59.3,27,29,18.2,3.57,0,3,9.7,55.2,16,0,20,0.0,39,0,14,101,75.3,65.1,59.6,62.8,1,2,42,1,10.0,102.5,5.1,2,8,0,1,3,4,9.5,339,11.7
Jalan McClendon,46423,QB,NC STATE,7,65.4,26,29,4.8,2.52,0,1,3.4,55.2,16,0,9,5.9,31,1,9,248,32.0,49.9,46.4,56.9,1,4,31,0,22.2,45.3,6.5,2,0,0,2,1,2,6.5,176,6.1
Joe Burrow,28022,QB,OHIO STATE,4,82.1,28,28,4.7,2.05,0,1,3.6,78.6,22,0,4,4.3,30,1,10,260,73.0,73.7,67.8,69.6,0,0,30,0,25.0,124.1,3.3,1,1,0,0,2,2,6.7,226,8.1
Austin Wilson,38034,QB,SYRACUSE,1,79.2,24,28,4.8,2.45,0,0,0.0,60.7,17,0,7,10.5,28,2,8,304,68.7,57.7,60.1,59.5,1,2,29,1,0.0,40.2,0.0,0,0,0,3,0,2,6.9,116,4.1
Jason Stewart,38678,QB,MEMPHIS,4,87.0,23,27,4.3,2.41,3,1,3.6,74.1,20,0,5,0.0,30,0,12,218,76.3,72.1,82.9,55.6,1,0,31,0,20.0,119.5,3.3,1,2,0,0,2,1,3.2,201,7.4
Kyle Bolin,46414,QB,LOUISVILLE,4,77.3,22,26,8.7,2.4,1,0,0.0,65.4,17,0,8,0.0,28,0,14,210,29.4,57.8,62.4,45.6,0,1,30,0,12.5,103.2,3.6,1,0,0,3,2,0,0.0,231,8.9
Brett Kean,46591,QB,USF,6,76.0,25,26,7.7,2.0,0,1,3.8,69.2,18,0,5,5.3,29,1,7,327,70.6,57.4,57.6,56.5,0,1,29,0,40.0,90.1,6.9,2,0,0,1,2,1,3.4,129,5.0
Kyle Kearns,34204,QB,WAKE,3,56.5,23,25,10.7,2.55,0,1,3.7,36.0,9,0,8,30.8,30,4,3,339,69.5,51.6,51.6,54.9,0,1,33,0,50.0,39.8,13.3,4,0,0,2,0,1,3.0,146,5.8
Brandon Harris,46538,QB,LSU,2,58.3,24,25,11.1,2.9,0,1,3.8,52.0,13,0,10,7.1,28,1,9,211,69.1,44.8,43.2,59.5,1,2,29,0,30.0,48.6,10.7,3,0,0,0,1,2,6.9,139,5.6
Sawyer Smith,46505,QB,TROY,6,79.2,24,25,7.1,2.61,0,2,8.0,72.0,18,0,6,5.3,30,1,10,318,46.4,59.7,68.5,52.6,0,1,30,1,16.7,88.9,3.3,1,4,0,1,1,1,3.3,181,7.2
Blake LaRussa,28141,QB,DOMINION,7,72.7,22,24,10.4,2.71,1,0,0.0,58.3,14,0,9,12.5,29,2,7,263,29.7,55.2,51.3,65.2,0,1,31,0,55.6,57.6,17.2,5,0,0,1,0,2,6.5,140,5.8
Eddie Printz,29155,QB,TEXAS ST,5,60.0,20,24,15.5,2.96,2,0,0.0,50.0,12,0,10,0.0,30,0,9,314,73.3,68.2,74.9,55.7,0,1,30,0,20.0,76.4,6.7,2,4,0,2,1,0,0.0,208,8.7
Malik Zaire,46634,QB,NOTRE DAME,7,59.1,22,23,10.3,3.53,0,1,4.2,47.8,11,0,8,15.4,29,2,8,258,74.5,51.7,55.0,53.0,0,0,31,0,37.5,78.5,10.3,3,3,0,1,1,0,0.0,122,5.3
Nick Patti,46582,QB,UCF,5,70.6,17,23,4.3,2.84,1,0,0.0,52.2,12,0,14,0.0,29,0,6,323,31.9,48.8,53.4,47.1,0,0,32,0,21.4,70.4,10.3,3,3,0,5,0,0,0.0,137,6.0
Chris Carter,46512,QB,ARMY,9,45.0,20,23,16.8,2.96,0,2,8.3,39.1,9,0,14,0.0,27,0,8,114,79.8,62.8,57.3,62.2,1,1,28,2,21.4,77.4,11.1,3,1,0,2,2,1,3.6,176,7.7
Kavika Johnson,46384,QB,UTEP,5,60.0,20,22,5.9,3.08,1,0,0.0,54.5,12,0,13,0.0,28,0,3,330,53.5,52.4,48.2,55.1,0,1,29,1,38.5,68.8,17.9,5,1,0,1,1,1,3.4,132,6.0
Jason Pellerin,36053,QB,OLE MISS,6,60.0,20,22,13.4,2.86,1,3,13.6,50.0,11,0,6,8.3,25,1,8,226,78.0,66.7,62.0,64.6,0,3,25,0,16.7,54.2,4.0,1,2,0,1,2,2,8.0,104,4.7
Austin Kendall,40056,QB,OKLAHOMA,2,77.3,22,22,9.8,2.62,0,1,4.5,72.7,16,0,6,5.9,25,1,11,261,27.9,67.0,63.7,65.2,0,0,25,0,50.0,120.1,12.0,3,0,0,0,2,2,8.0,143,6.5
Johnathan Brantley,40093,QB,TULANE,5,57.9,19,22,11.9,3.11,2,0,0.0,36.4,8,0,10,27.3,27,3,1,319,59.6,47.8,30.1,59.2,0,0,28,0,40.0,44.9,14.8,4,1,0,1,0,3,10.7,51,2.3
Brenden Motley,44983,QB,VA TECH,5,66.7,15,20,9.1,2.56,0,1,4.5,45.0,9,0,8,10.0,21,1,4,337,77.6,69.2,54.4,71.7,0,0,23,0,0.0,73.1,0.0,0,1,0,5,1,0,0.0,81,4.1
Damion Hobbs,46427,QB,UTAH ST,4,73.3,15,19,14.7,4.01,0,0,0.0,42.1,8,0,13,27.3,23,3,4,329,46.8,54.1,60.6,53.4,2,1,24,0,7.7,30.2,4.3,1,3,0,2,0,1,4.2,68,3.6
Darius Wade,28055,QB,BOSTON COL,7,75.0,16,19,8.0,2.97,0,1,5.0,47.4,9,0,9,25.0,23,3,7,121,69.3,46.8,44.1,56.3,1,1,24,0,22.2,41.6,8.7,2,2,0,2,0,1,4.2,100,5.3
John Franklin III,25576,QB,AUBURN,6,76.5,17,19,12.8,3.06,0,2,9.5,57.9,11,0,9,15.4,27,2,11,115,56.6,81.2,82.9,70.9,0,0,29,0,11.1,107.1,3.7,1,7,0,2,1,0,0.0,179,9.4
Blake Barnett,46627,QB,ALABAMA,3,68.4,19,19,11.4,2.91,0,2,10.0,57.9,11,0,9,15.4,24,2,6,103,69.5,70.2,74.7,52.8,0,0,26,0,44.4,133.4,16.7,4,1,0,0,2,0,0.0,219,11.5
J.T. Granato,60463,,RICE,3,47.4,19,19,11.4,2.77,0,0,0.0,42.1,8,0,4,11.1,21,1,6,275,71.2,39.2,35.3,60.7,0,2,25,0,25.0,18.6,4.8,1,1,0,0,0,3,12.0,96,5.1
Kendall Hinton,34045,QB,WAKE,3,57.9,19,19,13.3,2.76,0,2,10.5,57.9,11,0,7,0.0,24,0,5,339,76.9,69.9,72.1,62.1,0,1,24,0,28.6,66.6,8.3,2,2,0,0,0,0,0.0,174,9.2
Tanner Mangum,34607,QB,BYU,3,83.3,18,18,5.4,2.97,0,0,0.0,77.8,14,0,11,6.7,22,1,10,128,41.3,64.6,62.0,63.1,0,0,26,0,18.2,137.3,9.1,2,2,0,0,2,1,3.8,145,8.1
Matt Davis,46456,QB,SMU,1,53.3,15,17,17.8,3.43,0,1,5.6,47.1,8,0,10,0.0,27,0,12,287,71.1,74.4,61.3,74.9,0,1,29,0,10.0,94.0,3.7,1,8,0,2,2,1,3.4,155,9.1
Quinten Dormady,35426,QB,TENNESSEE,2,70.6,17,17,9.5,2.57,0,1,5.3,64.7,11,0,8,8.3,18,1,6,307,67.1,68.1,69.3,57.3,0,0,20,0,0.0,92.3,0.0,0,1,0,0,0,0,0.0,148,8.7
Conor Rhoda,26179,QB,MINNESOTA,2,64.3,14,16,8.6,2.8,1,0,0.0,50.0,8,0,7,11.1,18,1,5,225,17.1,30.7,43.6,30.7,0,0,20,0,14.3,87.5,5.6,1,1,0,1,1,1,5.0,88,5.5
Justin Agner,41605,QB,KENT STATE,1,60.0,15,16,6.6,2.78,1,0,0.0,56.3,9,0,16,0.0,26,0,5,201,69.5,36.4,40.4,50.7,0,2,26,1,25.0,25.3,15.4,4,6,0,0,0,3,11.5,61,3.8
Nick Jeanty,26496,QB,NEW MEX ST,4,73.3,15,16,9.1,2.42,0,1,6.3,62.5,10,0,6,9.1,19,1,5,242,25.1,58.3,68.2,44.7,0,0,19,0,16.7,121.4,5.3,1,2,0,1,2,0,0.0,106,6.6
Garrett Anderson,26080,QB,UCONN,4,64.3,14,16,6.3,2.94,1,0,0.0,50.0,8,0,5,11.1,20,1,5,146,67.9,58.9,57.9,60.8,0,0,21,0,60.0,61.7,15.0,3,1,0,1,0,0,0.0,69,4.3
Zander Diamont,28542,QB,INDIANA,6,60.0,15,15,8.1,2.42,0,0,0.0,60.0,9,0,5,0.0,16,0,6,190,32.3,48.4,39.8,57.3,0,1,17,1,20.0,68.2,6.3,1,0,0,0,0,2,11.8,158,10.5
Cooper Bateman,46596,QB,ALABAMA,5,85.7,14,14,0.7,2.23,0,0,0.0,85.7,12,0,0,0.0,14,0,7,103,68.7,63.5,68.4,52.3,0,0,14,0,,125.9,0.0,0,0,0,0,1,0,0.0,119,8.5
Jalen Nixon,45916,HB,LA LAFAYET,1,66.7,12,14,5.3,1.6,0,0,0.0,57.1,8,0,0,0.0,14,0,4,207,75.3,73.0,73.8,65.3,0,0,16,0,,74.7,0.0,0,0,1,1,0,0,0.0,84,6.0
K.J. Carta-Samuels,46525,QB,WASHINGTON,4,69.2,13,13,8.0,2.35,0,1,7.1,69.2,9,0,5,0.0,14,0,6,340,68.8,72.1,74.4,55.7,0,0,15,0,20.0,132.7,7.1,1,0,0,0,3,0,0.0,104,8.0
Wade Freebeck,46432,QB,VANDERBILT,3,46.2,13,13,9.7,2.89,0,1,7.1,46.2,6,0,6,0.0,15,0,3,333,67.1,52.0,55.8,52.4,0,1,16,0,0.0,33.2,0.0,0,2,0,0,0,2,12.5,77,5.9
Connor Brewer,21714,QB,VIRGINIA,1,25.0,12,12,13.4,1.91,0,0,0.0,16.7,2,0,3,33.3,15,1,1,335,22.8,28.3,33.9,42.6,0,0,16,0,66.7,39.6,13.3,2,0,0,0,0,1,6.3,6,0.5
Drew Eckels,27245,QB,W KENTUCKY,6,72.7,11,12,13.5,2.85,0,2,16.7,50.0,6,0,5,25.0,15,2,3,346,70.0,83.4,87.7,58.1,0,0,15,0,40.0,124.3,13.3,2,0,0,1,2,0,0.0,118,9.8
Sean Maguire,22742,QB,FLORIDA ST,3,58.3,12,12,13.3,2.52,0,1,8.3,58.3,7,0,5,0.0,13,0,4,167,66.0,56.1,58.5,,0,1,13,1,20.0,77.8,7.7,1,0,0,0,2,2,15.4,64,5.3
Zach Allen,38296,QB,RUTGERS,2,20.0,5,12,14.4,3.29,1,0,0.0,8.3,1,0,14,0.0,18,0,0,278,28.2,29.6,36.7,41.9,2,0,18,1,21.4,39.6,16.7,3,3,0,4,0,1,5.6,-1,-0.1
Greyson Lambert,46545,QB,GEORGIA,3,80.0,10,12,6.2,3.08,1,0,0.0,58.3,7,0,7,12.5,15,1,4,173,71.6,69.7,67.9,62.5,0,0,16,0,42.9,70.1,20.0,3,0,0,1,0,1,6.3,56,4.7
Marvin Zanders,27438,QB,MISSOURI,5,90.9,11,12,4.3,2.51,0,0,0.0,83.3,10,0,3,0.0,15,0,3,229,51.7,74.6,69.8,69.5,0,0,15,0,33.3,134.0,6.7,1,2,0,1,1,0,0.0,114,9.5
Darrel Colbert Jr.,46577,QB,SMU,3,44.4,9,11,12.9,2.97,0,0,0.0,36.4,4,0,3,0.0,11,0,3,287,72.5,43.1,28.9,66.7,1,1,11,0,0.0,8.9,0.0,0,0,0,1,0,2,18.2,38,3.5
Gunnar Amos,34363,QB,IDAHO,3,50.0,10,10,5.8,2.63,0,0,0.0,30.0,3,0,1,40.0,11,2,3,185,70.5,38.1,27.2,65.5,0,1,11,0,0.0,1.2,0.0,0,1,0,0,0,1,9.1,33,3.3
Shuler Bentley,46479,QB,DOMINION,1,40.0,10,10,6.4,1.71,0,0,0.0,40.0,4,0,1,0.0,10,0,1,263,65.4,39.9,38.4,,0,0,10,0,0.0,62.9,0.0,0,0,0,0,0,1,10.0,66,6.6
Ryan Rubley,26703,QB,TULSA,1,60.0,10,10,7.3,2.24,0,0,0.0,60.0,6,0,4,0.0,14,0,5,320,68.7,56.8,53.4,61.3,0,0,14,0,50.0,117.1,14.3,2,2,0,0,1,0,0.0,76,7.6
Zach Abey,35594,QB,NAVY,1,60.0,10,10,14.3,2.91,0,0,0.0,60.0,6,0,10,0.0,15,0,4,237,27.9,33.1,41.8,41.6,0,2,15,0,20.0,49.6,13.3,2,3,0,0,0,1,6.7,89,8.9
Aaron Zwahlen,38606,QB,HAWAII,1,30.0,10,10,9.9,2.87,0,0,0.0,30.0,3,0,4,0.0,12,0,3,180,65.8,29.4,34.2,52.9,0,1,12,1,0.0,0.8,0.0,0,2,0,0,0,2,16.7,32,3.2
Matthew Jordan,46476,QB,GA TECH,3,42.9,7,9,16.1,3.38,0,0,0.0,33.3,3,0,5,0.0,12,0,3,176,24.9,29.0,38.5,36.7,0,1,14,0,20.0,78.7,8.3,1,2,0,2,1,3,21.4,111,12.3
J.J. Cosentino,28282,QB,FLORIDA ST,2,28.6,7,9,17.3,2.71,0,0,0.0,22.2,2,0,3,0.0,11,0,1,167,18.3,33.4,45.0,37.6,1,0,13,0,0.0,76.6,0.0,0,2,0,1,1,0,0.0,19,2.1
Tyrone Swoopes,12267,QB,TEXAS,5,66.7,9,9,16.8,2.16,0,1,9.1,55.6,5,0,1,16.7,10,1,2,311,42.5,70.1,63.2,66.6,0,1,12,0,100.0,39.4,10.0,1,0,0,0,0,1,8.3,66,7.3
Nathan Elliott,34526,QB,N CAROLINA,3,88.9,9,9,1.8,2.19,0,0,0.0,88.9,8,0,1,0.0,10,0,3,245,65.4,68.5,71.6,57.3,0,0,10,0,0.0,92.1,0.0,0,1,0,0,0,0,0.0,55,6.1
Taylor Cornelius,46535,QB,OKLA STATE,2,87.5,8,9,9.4,3.05,0,0,0.0,77.8,7,0,3,0.0,12,0,6,262,69.3,82.7,83.1,65.6,0,0,12,0,33.3,96.3,8.3,1,2,0,1,0,0,0.0,64,7.1
Kelly Bryant,34897,QB,CLEMSON,2,88.9,9,9,3.1,2.12,0,0,0.0,66.7,6,0,3,25.0,10,2,3,140,73.0,70.7,68.7,64.4,0,0,10,0,33.3,116.9,10.0,1,0,0,0,1,0,0.0,48,5.3
Parker Boehme,39372,QB,DUKE,4,87.5,8,9,4.9,2.73,0,0,0.0,77.8,7,0,6,0.0,14,0,4,154,71.1,80.5,67.5,75.3,1,0,15,0,33.3,124.8,14.3,2,3,0,0,2,0,0.0,40,4.4
Matt Johnson,46383,QB,CHARLOTTE,6,75.0,8,8,6.3,1.78,0,0,0.0,62.5,5,0,2,16.7,9,1,4,136,79.7,53.7,62.4,56.1,0,0,9,0,50.0,145.8,11.1,1,0,0,0,1,0,0.0,112,14.0
Nate German,48095,WR,RICE,4,62.5,8,8,5.1,2.47,0,0,0.0,62.5,5,0,3,0.0,9,0,2,275,41.2,46.5,43.7,59.9,0,0,9,3,33.3,89.6,11.1,1,0,0,0,0,1,11.1,68,8.5
Nate Stanley,46565,QB,IOWA,4,62.5,8,8,2.8,2.46,0,1,12.5,62.5,5,0,3,0.0,8,0,1,192,64.9,71.2,70.4,,0,0,8,0,0.0,86.5,0.0,0,0,0,0,0,0,0.0,62,7.8
Matt Morin,25763,QB,ARIZONA,1,50.0,8,8,16.0,2.9,0,1,11.1,50.0,4,0,1,0.0,8,0,4,109,69.8,47.4,55.8,49.0,0,1,9,0,0.0,87.5,0.0,0,0,0,0,1,1,11.1,84,10.5
Tylin Oden,40289,QB,RUTGERS,4,42.9,7,8,5.0,3.06,0,0,0.0,12.5,1,0,8,66.7,12,2,0,278,52.6,63.7,47.9,65.0,0,0,12,0,12.5,39.6,8.3,1,3,0,1,0,0,0.0,2,0.3
Jordan Gehrke,21879,QB,COLORADO,3,83.3,6,7,-1.3,2.04,0,0,0.0,57.1,4,0,3,20.0,7,1,3,143,66.2,69.3,65.9,62.4,0,0,8,0,0.0,72.3,0.0,0,0,0,1,0,0,0.0,38,5.4
Mason Petrino,41294,QB,IDAHO,3,85.7,7,7,3.6,3.42,0,0,0.0,71.4,5,0,4,16.7,10,1,1,185,75.5,70.4,63.7,68.0,0,0,10,0,0.0,75.3,0.0,0,3,0,0,0,0,0.0,23,3.3
Richie James,28991,WR,MIDDLE TN,2,85.7,7,7,-2.3,2.01,0,0,0.0,85.7,6,0,1,0.0,7,0,5,224,65.9,85.2,60.8,68.0,0,0,7,3,0.0,114.3,0.0,0,0,0,0,0,0,0.0,80,11.4
Alex Delton,34840,QB,KANSAS ST,3,66.7,6,6,5.8,3.39,0,0,0.0,50.0,3,0,4,25.0,10,1,2,199,75.7,68.4,61.1,65.7,0,0,11,0,25.0,56.3,10.0,1,3,0,0,0,0,0.0,11,1.8
Logan Marchi,34159,QB,TEMPLE,2,33.3,6,6,12.5,3.22,0,0,0.0,33.3,2,0,1,0.0,6,0,2,306,65.7,45.7,43.5,58.3,0,0,6,0,0.0,50.0,0.0,0,0,0,0,0,0,0.0,29,4.8
Malik McGue,39946,QB,ARMY,4,80.0,5,6,12.2,3.54,0,1,16.7,66.7,4,0,4,0.0,9,0,5,114,17.3,51.1,71.2,46.9,0,1,9,0,25.0,109.7,11.1,1,2,0,1,1,1,11.1,76,12.7
Tyler Huntley,46448,QB,UTAH,2,100.0,4,6,1.5,1.72,2,0,0.0,66.7,4,0,3,0.0,6,0,1,328,19.0,50.0,59.2,52.3,0,0,6,0,0.0,74.3,0.0,0,0,0,0,0,0,0.0,24,4.0
J.P. Caruso,27814,QB,APP STATE,6,100.0,6,6,4.3,2.75,0,1,16.7,100.0,6,0,5,0.0,11,0,1,108,71.6,68.2,73.0,59.1,0,0,11,0,60.0,138.2,27.3,3,2,0,0,1,0,0.0,46,7.7
Lee McNeill,25838,QB,CHARLOTTE,2,33.3,6,6,5.8,2.12,0,0,0.0,33.3,2,0,1,0.0,6,0,0,136,67.0,30.2,29.5,58.3,0,0,6,0,0.0,42.4,0.0,0,0,0,0,0,1,16.7,3,0.5
Thomas Stuart,46486,QB,BOISE ST,3,100.0,4,5,7.0,3.33,0,0,0.0,60.0,3,0,2,25.0,6,1,2,120,67.0,73.4,79.1,57.0,1,0,6,0,0.0,93.8,0.0,0,1,0,0,0,0,0.0,50,10.0
