player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Michael Julian,30757,QB,TOLEDO,3,50.0,4,5,13.5,2.7,1,1,20.0,40.0,2,0,3,0.0,6,0,2,316,67.0,75.3,73.2,63.9,0,0,6,0,0.0,127.1,0.0,0,1,0,0,1,0,0.0,67,13.4
Bilal Marshall,47641,WR,PURDUE,4,80.0,5,5,4.4,2.85,0,0,0.0,60.0,3,0,1,25.0,6,1,1,273,52.7,59.1,55.3,58.1,0,0,6,3,0.0,70.4,0.0,0,1,0,0,0,0,0.0,22,4.4
Chris Chugunov,34153,QB,W VIRGINIA,3,40.0,5,5,19.2,2.5,0,0,0.0,40.0,2,0,2,0.0,5,0,1,343,63.8,35.2,32.6,,0,1,5,0,0.0,8.3,0.0,0,0,0,0,0,1,20.0,15,3.0
Zach Werlinger,26894,QB,ARIZONA,1,20.0,5,5,14.2,3.18,0,0,0.0,0.0,0,0,3,100.0,6,1,0,109,65.7,38.6,39.7,57.7,0,0,6,0,33.3,39.6,16.7,1,0,0,0,0,0,0.0,0,0.0
Randall West,35805,QB,UMASS,2,80.0,5,5,12.8,3.1,0,0,0.0,60.0,3,0,0,25.0,5,1,3,216,63.8,50.8,49.9,,0,0,5,0,,89.6,0.0,0,0,0,0,0,1,20.0,45,9.0
Jajuan Lawson,46418,QB,NEW MEXICO,3,60.0,5,5,7.8,2.95,0,0,0.0,60.0,3,0,1,0.0,6,0,3,241,73.1,72.5,60.6,69.8,0,0,6,0,0.0,97.1,0.0,0,1,0,0,0,0,0.0,54,10.8
Shane Morris,46516,QB,MICHIGAN,2,80.0,5,5,5.8,2.04,0,0,0.0,80.0,4,0,0,0.0,5,0,2,222,67.9,70.8,67.3,60.9,0,0,5,0,,104.2,0.0,0,0,0,0,0,0,0.0,45,9.0
D'Eriq King,26636,WR,HOUSTON,4,66.7,3,4,14.7,3.66,0,0,0.0,50.0,2,0,3,0.0,5,0,1,182,86.2,70.6,61.5,73.6,0,0,5,1,0.0,104.2,0.0,0,1,0,1,1,0,0.0,20,5.0
Luke Wright,31682,QB,KENTUCKY,1,75.0,4,4,3.5,2.13,0,0,0.0,75.0,3,0,1,0.0,4,0,1,202,65.2,37.3,29.3,60.0,0,1,4,0,0.0,54.2,0.0,0,0,0,0,0,1,25.0,28,7.0
Kalen Ballage,45741,HB,ARIZONA ST,3,100.0,3,4,5.3,2.36,0,0,0.0,75.0,3,0,1,0.0,4,0,2,110,69.4,72.3,80.4,62.8,1,0,4,0,0.0,135.4,0.0,0,0,0,0,1,0,0.0,30,7.5
Ke'Mon Freeman,45849,HB,SMU,3,50.0,4,4,24.5,2.98,0,0,0.0,25.0,1,0,2,50.0,6,1,2,287,70.2,59.0,56.6,62.6,0,0,6,0,50.0,111.5,16.7,1,1,0,0,1,0,0.0,43,10.8
Tristan Payton,47840,WR,UCF,3,50.0,4,4,27.3,3.78,0,1,25.0,50.0,2,0,1,0.0,4,0,2,323,74.7,57.2,72.3,59.5,0,0,4,2,0.0,135.4,0.0,0,0,0,0,1,0,0.0,96,24.0
Benny Snell Jr.,45954,HB,KENTUCKY,4,75.0,4,4,5.5,1.23,0,0,0.0,50.0,2,0,0,33.3,4,1,1,202,64.7,83.1,54.8,80.0,0,0,4,0,,60.4,0.0,0,0,0,0,0,0,0.0,16,4.0
Malik Rosier,46550,QB,MIAMI FL,2,75.0,4,4,11.0,3.62,0,0,0.0,50.0,2,0,1,33.3,5,1,3,220,67.9,90.0,86.4,69.8,0,0,5,0,0.0,77.1,0.0,0,1,0,0,0,0,0.0,32,8.0
Dante Pettis,48113,WR,WASHINGTON,3,50.0,4,4,28.3,3.2,0,0,0.0,50.0,2,0,2,0.0,4,0,2,340,66.7,83.6,70.9,,0,0,4,1,0.0,135.4,0.0,0,0,0,0,1,0,0.0,89,22.3
Price Wilson,28774,QB,LA TECH,2,100.0,3,4,8.3,1.94,1,0,0.0,75.0,3,0,2,0.0,5,0,3,208,67.9,82.9,79.4,65.6,0,0,5,0,50.0,116.7,20.0,1,0,0,0,0,0,0.0,58,14.5
Kaleb Barker,46494,QB,TROY,3,75.0,4,4,4.0,1.78,0,0,0.0,75.0,3,0,1,0.0,6,0,0,318,24.5,69.7,59.0,67.1,0,0,6,0,0.0,77.1,0.0,0,2,0,0,0,0,0.0,9,2.3
Ty Storey,35344,QB,ARKANSAS,2,50.0,4,4,3.3,2.98,0,0,0.0,25.0,1,0,2,50.0,5,1,0,111,14.2,29.3,43.9,60.0,0,0,5,0,50.0,39.6,20.0,1,0,0,0,0,0,0.0,3,0.8
Tucker Israel,34229,QB,CLEMSON,2,100.0,4,4,2.5,2.33,0,0,0.0,100.0,4,0,0,0.0,4,0,1,140,65.2,69.6,73.9,58.2,0,0,4,0,,92.7,0.0,0,0,0,0,0,0,0.0,25,6.3
Jordan Davis,30148,QB,LA LAFAYET,1,66.7,3,3,5.0,1.8,0,0,0.0,66.7,2,0,0,0.0,3,0,0,207,21.5,43.8,51.6,54.1,0,0,3,1,,70.1,0.0,0,0,0,0,0,0,0.0,7,2.3
R.J. Shelton,38941,WR,MICH STATE,3,100.0,3,3,4.0,3.73,0,0,0.0,100.0,3,0,1,0.0,4,0,3,223,80.6,77.7,63.1,61.4,0,0,5,0,0.0,118.8,0.0,0,1,0,0,0,0,0.0,59,19.7
Yannis Routsas,26978,P,UTSA,2,100.0,3,3,-0.7,1.87,0,0,0.0,100.0,3,0,1,0.0,3,0,2,331,11.6,38.7,63.5,60.0,0,0,3,0,0.0,111.1,0.0,0,0,0,0,0,0,0.0,32,10.7
Quentin Harris,26084,QB,DUKE,1,0.0,3,3,19.0,2.67,0,0,0.0,0.0,0,0,0,,3,0,0,154,67.7,41.1,26.7,67.7,0,0,3,0,,39.6,0.0,0,0,0,0,0,2,66.7,0,0.0
Colin Reardon,22806,WR,KENT STATE,2,33.3,3,3,6.7,3.03,0,0,0.0,33.3,1,0,2,0.0,3,0,0,201,64.8,47.3,46.5,58.3,0,0,3,0,0.0,42.4,0.0,0,0,0,0,0,0,0.0,3,1.0
Dennis Andrews,22401,WR,MIDDLE TN,1,66.7,3,3,17.0,4.87,0,1,33.3,66.7,2,0,1,0.0,3,0,2,224,45.5,57.2,74.5,61.9,0,0,3,1,0.0,109.7,0.0,0,0,0,0,0,0,0.0,73,24.3
Cam Echols-Luper,47527,WR,ARK STATE,4,66.7,3,3,17.7,4.38,0,1,33.3,66.7,2,0,1,0.0,4,0,2,113,76.5,61.1,66.4,59.3,0,0,4,1,0.0,149.3,0.0,0,1,0,0,1,0,0.0,66,22.0
Tommy Stevens,28301,QB,PENN STATE,3,66.7,3,3,17.7,2.63,0,0,0.0,66.7,2,0,2,0.0,4,0,1,266,77.2,82.4,44.0,79.7,0,0,4,0,50.0,107.6,25.0,1,0,0,0,0,0,0.0,36,12.0
Tyler Davis,47743,WR,UCONN,3,66.7,3,3,15.3,1.93,0,1,33.3,66.7,2,0,1,0.0,3,0,2,146,69.3,59.0,89.1,,0,0,3,0,0.0,109.7,0.0,0,0,0,0,0,0,0.0,42,14.0
Brady Jones,47536,WR,UTSA,3,33.3,3,3,26.3,3.57,0,0,0.0,33.3,1,0,1,0.0,3,0,1,331,71.3,59.6,57.5,,0,0,3,0,0.0,81.9,0.0,0,0,0,0,1,0,0.0,8,2.7
Davon Jones,40603,HB,BOSTON COL,2,100.0,1,2,16.0,3.65,0,0,0.0,50.0,1,0,1,0.0,2,0,1,121,71.7,58.7,70.1,59.6,0,0,2,0,0.0,112.5,0.0,0,0,0,1,1,0,0.0,14,7.0
Josh Cleveland,41604,HB,BOWL GREEN,2,50.0,2,2,3.0,1.65,0,0,0.0,50.0,1,0,0,0.0,2,0,0,122,46.9,60.1,56.2,60.0,0,0,2,1,,56.3,0.0,0,0,0,0,0,0,0.0,-5,-2.5
Chandler Cox,45629,FB,AUBURN,1,50.0,2,2,7.5,2.15,0,0,0.0,50.0,1,0,1,0.0,2,0,0,115,71.1,69.4,61.8,58.9,0,1,2,0,0.0,16.7,0.0,0,0,0,0,0,0,0.0,-3,-1.5
Malike Roberson,45891,HB,S JOSE ST,2,50.0,2,2,24.5,3.65,0,0,0.0,0.0,0,0,1,100.0,2,1,0,285,87.1,69.7,67.8,68.7,0,0,2,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Blake Cusick,39551,P,FRESNO ST,2,50.0,2,2,11.0,2.25,0,0,0.0,0.0,0,0,0,100.0,2,1,0,169,61.8,38.9,40.9,,0,1,2,0,,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Linell Bonner,38628,WR,HOUSTON,2,50.0,2,2,24.0,2.85,0,0,0.0,50.0,1,0,1,0.0,2,0,1,182,42.9,81.5,73.8,59.2,0,0,2,1,0.0,135.4,0.0,0,0,0,0,1,0,0.0,50,25.0
Kerryon Johnson,34455,HB,AUBURN,1,100.0,2,2,-5.0,0.55,0,0,0.0,100.0,2,0,0,0.0,2,0,0,115,74.0,74.6,62.7,72.5,0,0,2,0,,87.5,0.0,0,0,0,0,0,0,0.0,10,5.0
Ryan Agnew,33451,QB,S DIEGO ST,3,100.0,2,2,12.5,4.82,0,0,0.0,100.0,2,0,1,0.0,5,0,3,284,69.7,68.5,65.9,62.9,0,0,5,0,0.0,118.8,0.0,0,3,0,0,0,0,0.0,29,14.5
Treyvon Green,33238,HB,FRESNO ST,2,100.0,2,2,-2.5,2.8,0,0,0.0,100.0,2,0,0,0.0,2,0,2,169,78.1,64.0,62.7,63.1,0,0,2,0,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5
Chris Finke,33014,WR,NOTRE DAME,1,50.0,2,2,12.0,3.15,0,0,0.0,50.0,1,0,1,0.0,2,0,0,258,82.8,67.8,51.3,,0,0,2,0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0
Matt Guidry,32871,WR,UTSA,2,50.0,2,2,10.5,3.25,0,0,0.0,50.0,1,0,1,0.0,2,0,0,331,77.4,60.5,38.9,71.8,0,1,2,0,0.0,16.7,0.0,0,0,0,0,0,1,50.0,0,0.0
Ryan Winslow,30026,P,PITTSBURGH,2,0.0,2,2,12.5,1.65,0,0,0.0,0.0,0,0,0,,2,0,0,268,61.8,61.5,61.2,,0,0,2,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Kyle Kempt,29761,QB,IOWA STATE,1,100.0,2,2,1.0,2.1,0,0,0.0,100.0,2,0,1,0.0,2,0,1,193,64.8,61.0,63.8,58.2,0,0,3,0,0.0,97.9,0.0,0,0,0,0,0,0,0.0,15,7.5
Chad President,28862,QB,TULSA,1,50.0,2,2,24.5,3.05,0,0,0.0,50.0,1,0,0,0.0,2,0,0,320,68.7,72.8,52.3,68.8,0,0,2,0,,62.5,0.0,0,0,0,0,0,0,0.0,9,4.5
Frank Nutile,26476,QB,TEMPLE,1,0.0,2,2,9.5,3.35,0,0,0.0,0.0,0,0,1,,2,0,0,306,61.8,51.0,49.7,,0,0,2,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Isaac Holder,26315,WR,E MICHIGAN,2,50.0,2,2,29.5,3.1,0,0,0.0,50.0,1,0,0,0.0,2,0,1,160,74.3,58.3,54.3,,0,1,2,0,,56.3,0.0,0,0,0,0,0,1,50.0,64,32.0
James Pensyl,26211,QB,E MICHIGAN,1,100.0,2,2,-4.0,0.75,0,0,0.0,100.0,2,0,0,0.0,2,0,2,160,64.4,64.5,62.7,60.0,0,0,2,0,,118.8,0.0,0,0,0,0,0,0,0.0,27,13.5
John Kolar,46541,QB,OKLA STATE,1,50.0,2,2,2.0,2.2,0,0,0.0,50.0,1,0,0,0.0,2,0,0,262,66.2,58.0,54.5,61.4,0,0,2,0,,60.4,0.0,0,0,0,0,0,0,0.0,8,4.0
Jesse Kroll,25334,WR,C MICHIGAN,2,0.0,2,2,24.5,3.8,0,0,0.0,0.0,0,1,0,,2,0,0,134,68.6,57.7,38.6,,0,0,2,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Fred Ross,12091,WR,MISS STATE,3,100.0,2,2,9.5,3.37,0,0,0.0,100.0,2,0,1,0.0,3,0,1,227,68.8,77.6,44.1,71.5,0,0,3,0,100.0,158.3,33.3,1,0,0,0,1,1,33.3,26,13.0
James Summers,12022,HB,E CAROLINA,4,100.0,2,2,12.5,2.9,0,1,50.0,100.0,2,0,1,0.0,4,0,2,156,81.9,71.8,90.4,72.4,0,0,4,0,200.0,158.3,50.0,2,0,0,0,1,0,0.0,46,23.0
Tyler Williams,47065,TE,AIR FORCE,2,0.0,2,2,25.0,2.85,0,0,0.0,0.0,0,0,0,,2,0,0,101,80.9,64.5,24.6,63.3,0,2,2,0,,0.0,0.0,0,0,0,0,0,2,100.0,0,0.0
Hayden Hurst,47294,TE,S CAROLINA,3,100.0,2,2,9.0,3.83,0,0,0.0,100.0,2,0,2,0.0,3,0,1,289,73.4,69.3,71.3,60.2,0,0,3,1,0.0,110.4,0.0,0,1,0,0,0,0,0.0,21,10.5
Jakobi Meyers,47468,WR,NC STATE,3,50.0,2,2,22.0,3.9,0,0,0.0,50.0,1,0,1,0.0,3,0,1,248,69.6,68.7,63.1,53.7,0,0,3,1,0.0,95.8,0.0,0,1,0,0,0,0,0.0,27,13.5
Andrew Celis,47478,WR,NEVADA,2,0.0,2,2,12.5,3.3,0,0,0.0,0.0,0,0,0,,2,0,0,239,56.2,64.8,43.9,63.2,0,0,2,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Thomas Sperbeck,47487,WR,BOISE ST,2,100.0,2,2,11.0,3.25,0,0,0.0,100.0,2,0,0,0.0,2,0,2,120,38.4,86.3,89.4,53.7,0,0,2,0,,158.3,0.0,0,0,0,0,2,0,0.0,44,22.0
Christian Kirk,47546,WR,TEXAS A&M,2,100.0,1,2,39.0,4.7,0,0,0.0,0.0,0,0,0,100.0,2,1,0,312,61.0,71.1,73.3,64.0,0,0,2,1,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Corey Lacanaria,47550,WR,BALL ST,2,50.0,2,2,2.0,3.0,0,0,0.0,50.0,1,1,1,0.0,2,0,1,117,39.9,57.3,27.6,,0,1,2,1,0.0,25.0,0.0,0,0,0,0,0,1,50.0,10,5.0
Jay MacIntyre,47592,WR,COLORADO,3,100.0,2,2,22.0,4.23,0,0,0.0,50.0,1,0,2,50.0,3,1,1,143,81.7,59.7,69.7,60.4,0,0,3,0,0.0,72.9,0.0,0,1,0,0,0,0,0.0,14,7.0
Cameron Batson,47669,WR,TEXAS TECH,2,100.0,1,2,10.0,3.75,0,0,0.0,50.0,1,0,1,0.0,2,0,1,315,83.3,70.9,70.1,59.7,0,0,2,2,0.0,95.8,0.0,0,0,0,1,0,0,0.0,25,12.5
Gavin Locklear,47684,WR,NC STATE,2,50.0,2,2,25.0,3.5,0,0,0.0,50.0,1,0,1,0.0,2,0,1,248,64.2,56.1,62.8,,0,0,2,0,0.0,95.8,0.0,0,0,0,0,0,0,0.0,38,19.0
Jalen Harvey,47780,WR,ARIZONA ST,1,50.0,2,2,20.0,3.25,0,0,0.0,50.0,1,0,1,0.0,2,0,1,110,27.9,57.1,46.4,,0,0,2,0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,17,8.5
Seth Collins,47812,WR,OREGON ST,3,0.0,1,2,32.0,4.25,0,0,0.0,0.0,0,0,1,,2,0,0,265,51.5,55.7,41.1,51.9,0,0,3,5,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Bernard Davis,47836,WR,UMASS,2,0.0,1,2,-1.0,3.9,0,0,0.0,0.0,0,0,2,,2,0,0,216,71.0,61.9,58.9,,0,0,2,2,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Terry Godwin II,47946,WR,GEORGIA,1,0.0,2,2,14.5,3.4,0,0,0.0,0.0,0,0,1,,2,0,0,173,73.9,65.8,24.3,57.9,0,1,2,1,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Jauan Jennings,48027,WR,TENNESSEE,2,50.0,2,2,16.5,3.6,0,0,0.0,50.0,1,0,0,0.0,2,0,1,307,73.3,70.2,71.7,59.3,0,0,2,3,,95.8,0.0,0,0,0,0,1,0,0.0,4,2.0
James Proche II,48037,WR,SMU,1,50.0,2,2,16.5,3.95,0,0,0.0,50.0,1,2,0,0.0,2,0,0,287,84.2,77.5,59.4,63.0,0,0,2,3,,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0
Jeff Smith,48055,WR,BOSTON COL,2,50.0,2,2,10.0,3.75,0,0,0.0,50.0,1,0,0,0.0,2,0,1,121,79.5,59.7,65.7,64.0,0,0,2,1,,56.3,0.0,0,0,0,0,0,0,0.0,5,2.5
Cedrick Wilson Jr.,48170,WR,BOISE ST,3,100.0,2,2,20.5,3.77,0,0,0.0,100.0,2,0,1,0.0,3,0,2,120,32.7,88.0,82.9,63.2,0,0,3,1,100.0,158.3,33.3,1,0,0,0,1,0,0.0,84,42.0
DJ Moore,48267,WR,MARYLAND,2,50.0,2,2,25.5,4.15,0,0,0.0,50.0,1,0,0,0.0,2,0,1,215,76.7,68.9,62.3,61.4,0,0,2,1,,87.5,0.0,0,0,0,0,0,0,0.0,21,10.5
Nacarius Fant,48276,WR,W KENTUCKY,3,50.0,2,2,33.0,4.57,0,1,50.0,0.0,0,0,2,100.0,3,1,0,346,84.5,62.9,48.9,68.9,0,1,3,1,0.0,0.0,0.0,0,1,0,0,0,1,33.3,0,0.0
N'Keal Harry,48297,WR,ARIZONA ST,2,50.0,2,2,24.0,3.65,0,0,0.0,50.0,1,0,0,0.0,2,0,1,110,50.8,69.8,63.1,60.0,0,0,2,2,,95.8,0.0,0,0,0,0,0,0,0.0,46,23.0
Michael Barden,39471,K,TEXAS TECH,1,100.0,1,1,5.0,2.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,315,11.1,59.5,70.4,53.9,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0
Moe Neal,39882,HB,SYRACUSE,1,0.0,1,1,25.0,4.2,0,0,0.0,0.0,0,0,0,,1,0,0,304,65.7,54.2,59.9,57.8,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
James Barnes,39915,QB,CLEMSON,1,100.0,1,1,-3.0,1.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,140,60.3,61.3,60.6,,0,0,1,0,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0
Dedrick Mills,39953,HB,GA TECH,1,0.0,1,1,20.0,2.6,0,0,0.0,0.0,0,0,0,,1,0,0,176,51.6,44.7,27.6,47.9,0,1,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Dane Roy,26632,P,HOUSTON,1,100.0,1,1,13.0,2.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,182,65.9,72.0,75.4,63.9,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0
Temi Alaka,48011,WR,RICE,1,100.0,1,1,20.0,4.9,0,0,0.0,100.0,1,0,0,0.0,1,0,1,275,72.2,62.4,76.2,,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,24,24.0
Trent Sherfield,48021,WR,VANDERBILT,1,0.0,1,1,24.0,3.2,0,0,0.0,0.0,0,1,0,,1,0,0,333,74.1,61.7,50.4,61.7,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Johnathan Boone,40288,WR,NEW MEX ST,1,100.0,1,1,11.0,3.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,242,71.9,58.4,72.6,63.2,0,0,1,3,,143.8,0.0,0,0,0,0,1,0,0.0,9,9.0
Andrew Scanlan,48025,WR,NWESTERN,1,0.0,1,1,13.0,3.7,0,0,0.0,0.0,0,0,1,,1,0,0,256,71.2,63.2,55.3,,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Manny Morgan,26169,HB,AKRON,1,100.0,1,1,16.0,2.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,102,86.0,71.2,73.1,67.7,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,14,14.0
Hasise Dubois,48298,WR,VIRGINIA,1,0.0,1,1,31.0,3.1,0,0,0.0,0.0,0,0,0,,1,0,0,335,67.6,56.4,50.1,,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Grant Powell,44766,TE,S ALABAMA,1,0.0,1,1,24.0,2.0,0,0,0.0,0.0,0,0,0,,1,0,0,288,64.6,59.7,39.5,,0,1,1,0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Brandon Childress,25888,WR,C MICHIGAN,1,0.0,1,1,16.0,3.7,0,0,0.0,0.0,0,0,0,,1,0,0,134,70.8,59.6,46.8,,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Tyler Natee,40874,HB,INDIANA,2,0.0,1,1,6.0,4.2,0,0,0.0,0.0,0,0,1,,2,0,0,190,64.6,63.6,45.7,63.6,0,0,2,0,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Jonathan Ward,25859,HB,C MICHIGAN,1,0.0,1,1,18.0,3.4,0,0,0.0,0.0,0,1,0,,1,0,0,134,79.9,56.1,73.1,59.8,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Kell Walker,45957,HB,ARMY,1,0.0,1,1,21.0,3.0,0,0,0.0,0.0,0,0,0,,1,0,0,114,82.2,57.4,58.4,63.4,0,0,1,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Dontae Strickland,45943,HB,SYRACUSE,2,100.0,1,1,30.0,4.6,0,1,100.0,100.0,1,0,1,0.0,2,0,1,304,90.4,56.8,87.4,59.8,0,0,2,1,0.0,158.3,0.0,0,1,0,0,1,0,0.0,84,84.0
Jarveon Williams,45938,HB,UTSA,1,100.0,1,1,11.0,1.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,331,84.2,64.3,72.6,63.5,0,0,1,0,,118.8,0.0,0,0,0,0,1,0,0.0,3,3.0
Preston Heard,25665,QB,BAYLOR,1,0.0,1,1,5.0,1.2,0,0,0.0,0.0,0,0,0,,1,0,0,118,68.7,53.9,57.7,58.9,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Zack Bennema,25587,QB,BAYLOR,1,,0,1,,1.6,1,0,0.0,0.0,0,0,0,,1,0,0,118,63.7,70.0,60.0,63.2,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
LaBaron Anthony,46561,QB,GA SOUTHRN,2,0.0,1,1,12.0,2.9,0,0,0.0,0.0,0,0,3,,3,0,0,174,13.0,32.0,27.8,53.5,0,1,3,0,66.7,0.0,66.7,2,0,0,0,0,0,0.0,0,0.0
Jalen Brown,48028,WR,OREGON,1,100.0,1,1,33.0,4.4,0,0,0.0,100.0,1,0,0,0.0,1,0,1,264,70.1,62.2,75.9,,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,33,33.0
Sean Kelly,25254,P,S CAROLINA,1,100.0,1,1,13.0,2.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,289,60.3,67.9,75.4,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,36,36.0
Joe Walker,24470,FB,ARMY,1,100.0,1,1,8.0,2.8,0,0,0.0,100.0,1,0,0,0.0,1,0,1,114,71.3,72.5,60.4,56.9,0,0,1,1,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0
Jack Smith,40952,WR,ARIZONA ST,1,100.0,1,1,28.0,3.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,110,9.0,50.0,58.9,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,40,40.0
Jojo Kemp,23914,HB,KENTUCKY,1,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,1,0,0.0,1,0,1,202,84.6,74.0,60.4,71.7,0,0,1,1,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0
Jack Mitchell,23212,K,NWESTERN,1,100.0,1,1,-2.0,2.8,0,0,0.0,100.0,1,0,1,0.0,1,0,0,256,60.3,61.1,60.6,,0,0,1,0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0
Sam Craft,23125,HB,MEMPHIS,1,,0,1,,4.5,0,0,0.0,0.0,0,0,1,,1,0,0,218,76.0,63.7,60.0,62.6,0,0,1,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Markell Jones,45858,HB,PURDUE,1,0.0,1,1,-3.0,5.1,0,0,0.0,0.0,0,1,1,,1,0,0,273,42.7,61.0,42.5,63.0,0,1,1,2,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Ron Johnson,45795,HB,UCONN,1,0.0,1,1,25.0,3.3,0,0,0.0,0.0,0,0,0,,1,0,0,146,49.9,52.4,59.9,56.7,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jordan Chunn,45727,HB,TROY,1,0.0,1,1,-9.0,2.5,0,0,0.0,0.0,0,0,0,,1,0,0,318,74.9,63.7,60.4,61.6,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Glenn Smith,45723,WR,GA STATE,1,0.0,1,1,19.0,2.9,0,0,0.0,0.0,0,0,1,,1,0,0,175,72.5,60.9,55.3,52.5,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Dontravious Wilson,45715,HB,UCF,1,0.0,1,1,20.0,3.5,0,0,0.0,0.0,0,0,0,,1,0,0,323,89.0,64.1,50.4,66.8,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Kyle Hicks,45714,HB,TCU,1,0.0,1,1,5.0,2.1,0,0,0.0,0.0,0,0,0,,1,0,0,305,90.9,77.7,44.6,78.5,0,0,1,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Hayden Hunt,21667,P,COLO STATE,1,100.0,1,1,0.0,2.3,0,0,0.0,100.0,1,0,0,0.0,1,0,1,144,63.7,65.0,60.6,62.7,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,29,29.0
Conner McQueen,21308,QB,TEXAS A&M,1,100.0,1,1,-1.0,1.7,0,0,0.0,100.0,1,0,0,0.0,1,0,0,312,63.7,70.3,60.6,63.5,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0
I'Tavius Mathers,16897,HB,MIDDLE TN,1,100.0,1,1,-6.0,3.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,224,87.1,79.2,60.6,78.5,0,0,1,1,,118.8,0.0,0,0,0,0,0,0,0.0,34,34.0
D.J. Thompson,13313,WR,SO MISS,1,0.0,1,1,21.0,2.4,0,0,0.0,0.0,0,0,0,,1,0,0,296,73.5,70.3,50.4,56.8,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Mitchell Paige,12337,WR,INDIANA,1,100.0,1,1,4.0,2.7,0,0,0.0,100.0,1,0,1,0.0,1,0,1,190,48.3,67.5,73.5,48.9,0,0,1,1,0.0,127.1,0.0,0,0,0,0,1,0,0.0,5,5.0
