player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
OJ Arnold,158336,HB,GA SOUTHRN,9,71,15,4,29.0,119,0,410,0,1,15,245,69.0,12,20,174,1,47,67.6,72.4,83.2,66.1,63.4,59.2,77.2,47.5,39,0,117,9,140,83,0,0,10,80,4,410,245,3.45,5.8,0.84,17
British Brooks,77714,HB,N CAROLINA,11,71,13,3,18.6,59,0,317,1,1,13,192,44.5,7,19,245,0,19,84.9,70.9,83.0,,50.7,62.4,73.8,72.7,29,0,73,14,112,86,0,0,16,85,2,317,192,2.7,4.5,0.65,44
Xavier Arline,121831,QB,NAVY,9,66,11,4,40.6,123,0,262,0,0,7,75,11.7,7,19,237,2,36,54.7,64.4,59.7,56.6,62.2,60.2,66.2,60.2,50,1,7,2,4,163,41,5,3,68,2,303,102,1.44,4.3,1.75,11
Mike Wright,124366,QB,MISS STATE,12,63,11,6,41.1,147,0,324,0,0,11,171,47.4,12,21,227,1,34,69.6,63.9,83.1,49.2,,,73.2,60.1,53,1,0,0,0,166,34,8,0,63,3,358,178,2.51,5.0,,14
Taylen Green,145996,QB,BOISE ST,12,59,17,5,26.3,94,0,296,0,0,14,130,52.3,15,25,120,3,21,64.3,64.0,74.7,56.4,,57.6,72.0,60.4,21,3,0,0,1,313,61,12,0,59,7,357,169,2.38,5.0,0.0,20
Isaiah Ifanse,91411,HB,CAL,8,70,35,5,28.5,104,0,365,2,2,35,245,166.0,9,26,130,1,38,67.0,82.6,80.5,,77.3,51.1,86.4,60.1,26,0,50,8,66,80,0,0,11,78,7,365,245,3.5,5.2,0.76,32
Antwain Littleton II,144892,HB,MARYLAND,12,69,13,1,12.5,32,0,255,1,0,13,177,45.7,3,22,215,0,36,84.7,63.7,25.5,,32.8,50.3,70.8,57.3,32,1,21,4,112,88,0,0,8,73,2,255,177,2.57,3.7,0.19,33
Richard Reese,158568,HB,BAYLOR,12,69,9,3,19.9,65,0,327,4,2,9,162,35.4,9,13,118,0,22,85.0,71.1,82.8,,69.9,30.8,80.2,44.5,28,0,3,4,87,83,0,0,9,73,2,327,162,2.35,4.7,0.03,46
Markese Stepp,83786,HB,W KENTUCKY,11,69,15,2,24.8,76,0,307,2,0,15,185,52.9,7,17,346,0,43,84.4,67.9,14.2,,71.1,46.8,73.5,56.6,56,1,73,7,89,78,0,0,10,76,3,307,185,2.68,4.4,0.82,25
Tanner Mordecai,77656,QB,WISCONSIN,9,39,9,1,5.1,19,0,164,0,0,4,86,21.5,14,21,349,3,4,72.9,78.2,77.0,76.3,,91.8,64.2,60.0,19,2,10,2,2,271,208,29,2,41,4,372,193,2.84,5.5,5.0,10
Brayden Schager,146078,QB,HAWAII,13,36,5,0,0.0,0,0,107,0,0,1,58,4.5,10,21,180,6,10,63.6,77.7,81.8,76.1,,60.0,64.3,60.0,40,3,0,0,1,236,211,32,0,36,2,318,140,2.06,4.7,0.0,5
Jack Plummer,83543,QB,LOUISVILLE,12,37,12,1,6.7,16,0,76,0,0,1,36,2.6,6,13,210,7,11,34.9,76.1,53.8,77.6,,,58.7,60.0,20,5,0,0,0,356,163,31,0,37,1,239,128,1.88,3.5,,7
Zeon Chriss,156733,QB,LA LAFAYET,8,46,20,6,19.3,107,0,254,0,0,10,99,46.8,20,31,207,4,4,51.0,78.4,85.3,67.9,,,79.3,60.0,80,0,0,0,0,215,299,22,0,46,6,553,211,3.1,8.1,,31
Edward Saydee,97300,HB,TEMPLE,12,68,13,1,9.1,21,0,230,4,5,13,178,54.8,2,9,306,1,25,53.6,66.6,83.8,,36.1,62.4,71.2,55.0,21,0,164,18,154,93,0,0,29,86,0,230,178,2.62,3.4,1.06,41
CJ Beasley,122317,HB,COAST CAR,11,68,19,4,27.9,73,0,262,2,7,19,187,86.1,9,16,141,0,27,84.6,66.8,84.0,,42.8,60.9,71.0,48.7,21,0,151,15,89,114,0,0,17,83,2,262,187,2.75,3.9,1.7,41
Jaylin Lucas,156396,HB,INDIANA,12,67,11,3,23.8,65,0,273,6,6,11,119,29.9,7,10,190,1,27,75.8,61.2,85.1,,10.4,64.6,62.4,50.9,25,0,247,34,155,180,0,0,46,101,2,273,119,1.78,4.1,1.59,39
Spencer Rattler,97408,QB,S CAROLINA,12,28,15,2,11.9,44,0,34,0,0,3,28,10.7,17,22,289,6,1,80.8,77.6,89.2,72.5,62.2,85.8,74.1,60.7,28,4,0,0,1,261,337,39,0,28,4,371,179,2.67,5.5,0.0,8
Ajay Allen,156470,HB,MIAMI FL,8,67,15,4,25.1,88,0,350,0,0,15,187,59.0,8,21,220,0,36,84.4,77.2,81.4,,73.7,54.8,78.3,60.0,30,0,9,4,58,71,0,0,4,71,5,350,187,2.79,5.2,0.16,31
AJ Green,127442,HB,ARKANSAS,12,67,8,4,36.2,113,0,312,1,1,8,192,35.3,5,15,111,1,26,65.9,66.1,82.2,,23.5,49.0,71.6,58.6,55,0,25,6,80,92,0,0,8,73,2,312,192,2.87,4.7,0.31,41
Reese White,97197,HB,COAST CAR,10,67,10,0,0.0,0,0,213,1,2,10,163,38.9,4,10,141,0,33,84.4,63.3,82.9,,27.9,53.7,67.7,57.9,14,0,43,8,78,112,0,0,9,75,2,213,163,2.43,3.2,0.55,34
Bryson Barnes,131845,QB,UTAH,10,40,18,2,10.8,34,0,141,0,0,9,101,56.8,17,23,328,2,6,80.1,72.0,75.5,65.6,,49.4,74.3,61.2,26,2,0,0,3,256,174,27,0,40,3,315,229,3.42,4.7,0.0,23
Alex Flinn,123797,QB,E CAROLINA,12,27,22,3,15.2,55,0,128,0,0,3,86,35.4,12,17,156,2,7,65.5,64.3,54.8,63.1,,,63.2,60.0,21,6,0,0,0,197,234,40,0,27,0,362,259,3.87,5.4,,6
Jacob Zeno,98014,QB,UAB,11,29,11,2,18.7,63,0,84,0,0,5,47,27.9,13,22,321,6,9,55.4,70.9,89.1,71.6,,45.1,57.2,60.3,44,4,0,0,4,307,253,37,0,29,4,337,154,2.33,5.1,0.0,7
Dylan Carson,173850,HB,AIR FORCE,8,66,11,5,37.8,175,0,463,0,0,11,262,66.2,12,23,101,1,26,64.4,83.5,84.5,,28.2,57.4,83.3,59.6,68,0,0,0,3,125,0,0,0,66,2,463,262,3.97,7.0,0.0,4
Myles Montgomery,144232,HB,CINCINNATI,12,66,23,4,35.5,152,0,428,1,0,23,332,163.0,11,22,138,1,13,65.5,84.9,82.3,,23.5,48.4,90.6,67.0,63,0,5,5,63,85,0,0,8,71,3,428,332,5.03,6.5,0.08,53
Chevan Cordeiro,75886,QB,S JOSE ST,12,32,20,1,4.8,15,0,32,0,0,2,23,4.5,17,21,285,8,5,42.1,80.2,88.9,80.8,,58.0,58.2,60.1,28,1,0,0,2,336,278,34,1,32,3,310,140,2.12,4.7,0.0,9
Kurtis Rourke,97998,QB,OHIO,11,46,5,3,23.3,57,0,100,0,0,4,85,15.7,13,22,259,2,14,74.2,78.9,69.2,75.1,,62.8,72.6,60.2,25,2,7,1,1,315,145,20,1,47,4,245,107,1.62,3.7,7.0,14
Jordan Travis,77615,QB,FLORIDA ST,11,46,23,4,25.8,72,0,164,0,0,10,92,43.5,12,25,167,4,23,60.9,87.8,78.1,83.5,62.2,,75.2,60.2,20,1,0,0,0,267,115,19,0,46,7,279,151,2.32,4.3,,9
DJ Uiagalelei,122162,QB,OREGON ST,12,55,13,4,30.9,85,0,236,0,0,9,132,39.3,9,31,265,2,9,82.2,82.0,79.2,75.0,,57.2,80.9,60.0,26,1,0,0,1,355,39,10,0,55,6,275,177,2.72,4.2,0.0,24
Ron Wiggins,125380,HB,JVILLE ST,7,65,14,6,37.8,130,0,344,0,3,14,183,67.4,11,16,196,1,12,65.3,70.7,7.1,,67.1,64.3,70.9,60.8,37,1,60,6,45,103,0,0,9,71,5,344,183,2.82,5.3,1.33,53
Trey Cooley,144150,HB,GA TECH,9,64,8,5,33.3,90,0,270,2,2,8,112,23.3,9,13,176,3,11,29.3,64.1,82.3,,52.4,45.8,69.1,57.1,23,0,112,11,78,77,0,0,15,75,3,270,112,1.75,4.2,1.44,51
Luke Altmyer,146802,QB,ILLINOIS,9,35,12,4,20.6,92,0,179,0,0,1,49,4.0,14,19,187,6,12,49.0,69.4,76.8,67.6,,,64.1,60.1,72,2,0,0,0,233,267,29,0,35,3,446,120,1.88,7.0,,8
Camden Orth,108965,QB,BOWL GREEN,11,54,10,1,7.9,18,0,172,0,0,8,118,32.4,7,17,122,3,28,40.4,60.2,59.1,47.0,,,69.2,60.1,18,1,0,0,0,150,56,10,0,54,5,228,168,2.63,3.6,,13
Michel Dukes,99591,HB,USF,10,63,13,5,31.2,113,0,362,0,3,13,250,89.4,11,20,327,0,39,84.2,73.2,80.7,,17.9,65.1,78.0,62.2,30,0,82,8,71,79,0,0,10,71,2,362,250,3.97,5.7,1.15,22
Michael Wiley,98617,HB,ARIZONA,9,63,18,3,21.9,63,0,288,0,9,18,216,101.7,8,17,109,0,29,84.2,86.1,83.1,,24.2,91.5,84.3,59.2,24,0,309,28,121,72,0,0,32,91,3,288,216,3.43,4.6,2.55,34
Jambres Dubar,176209,HB,BOISE ST,10,63,17,3,18.5,62,0,335,0,0,17,217,86.1,10,17,120,0,32,83.8,85.5,80.3,,80.6,58.6,85.1,46.0,24,0,14,5,22,77,0,0,5,68,2,335,217,3.44,5.3,0.64,31
Ta'ron Keith,130368,HB,BOWL GREEN,12,63,25,5,33.3,134,0,402,2,22,25,260,181.3,15,21,122,0,43,84.5,83.5,85.1,60.0,44.4,85.1,90.1,50.8,40,0,457,44,184,117,0,0,59,107,4,402,260,4.13,6.4,2.48,20
Jayden Maiava,158135,QB,UNLV,12,42,20,2,16.0,48,0,144,0,0,12,104,70.7,7,15,325,5,9,58.3,67.1,79.4,66.2,,60.0,59.4,60.1,34,2,0,0,1,401,156,20,0,42,3,300,188,3.03,4.8,0.0,24
Joe Milton III,82151,QB,TENNESSEE,12,50,4,5,37.0,149,0,301,0,0,2,82,6.4,16,25,307,5,18,75.4,77.6,80.0,71.0,,,78.0,60.1,81,2,6,1,0,371,102,12,1,51,7,403,103,1.66,6.5,,12
Aveon Smith,130529,QB,MIAMI OH,9,54,14,0,0.0,0,0,123,0,0,12,107,44.0,5,9,221,3,28,41.7,64.8,83.1,62.1,,,62.7,60.0,48,0,0,0,0,178,63,8,0,54,1,186,123,1.98,3.0,,3
Joey Aguilar,174978,QB,APP STATE,12,31,19,1,6.5,20,0,63,0,0,4,49,20.4,13,24,108,13,12,26.8,76.2,72.6,75.2,,,62.7,60.0,25,3,0,0,0,386,243,31,0,31,2,306,242,3.9,4.9,,13
Raheim Sanders,146626,HB,ARKANSAS,6,62,14,2,16.3,34,2,209,1,5,14,152,64.7,6,11,111,1,18,65.0,60.6,0.0,,53.0,58.9,65.0,49.3,19,3,75,10,88,93,0,0,11,72,2,209,152,2.45,3.4,0.85,43
Landon Sims,146065,HB,HAWAII,11,62,7,2,14.9,38,0,255,0,5,7,135,34.4,10,17,180,1,25,65.5,74.4,83.9,,81.6,83.2,66.9,71.3,22,0,106,14,66,82,0,0,17,76,1,255,135,2.18,4.1,1.61,35
Sean Tyler,97124,HB,MINNESOTA,10,61,11,1,7.9,19,0,242,1,0,11,129,35.8,8,9,225,3,25,24.1,63.3,80.5,,75.9,48.0,64.5,59.3,19,0,5,4,37,71,0,0,5,65,0,242,129,2.11,4.0,0.14,36
Damien Taylor,147252,HB,TROY,10,61,8,3,32.6,100,0,307,0,2,8,173,43.6,8,13,318,1,32,63.7,75.2,81.4,,76.8,60.2,76.4,48.7,45,0,9,4,50,72,0,0,4,65,1,307,173,2.84,5.0,0.18,28
Shedeur Sanders,131396,QB,COLORADO,11,17,20,0,0.0,0,1,29,0,0,4,23,31.8,15,18,143,4,3,69.4,88.2,62.0,89.2,,,60.0,60.1,38,8,0,0,0,212,350,43,0,17,4,379,215,3.58,6.3,,6
Shadrick Byrd,101661,HB,CHARLOTTE,8,59,7,1,8.7,18,0,209,1,2,7,146,33.7,5,9,136,2,21,70.6,63.9,83.6,,46.4,48.6,69.6,57.3,18,0,28,7,92,115,0,0,11,66,0,206,146,2.47,3.5,0.3,37
Kendrick Raphael,170378,HB,NC STATE,10,60,12,3,25.0,72,0,288,2,0,12,175,52.2,8,13,248,1,14,64.2,64.8,82.2,,24.6,43.9,74.2,60.4,31,0,66,7,98,95,0,0,10,67,1,288,175,2.92,4.8,0.67,45
Rocky Lombardi,60452,QB,N ILLINOIS,12,48,4,3,34.5,68,0,112,0,0,4,71,12.3,7,20,254,9,19,30.0,65.4,69.7,65.2,,73.2,57.5,61.7,33,2,0,0,2,355,85,12,0,48,6,197,92,1.53,3.3,0.0,8
Courtney Reese,101297,HB,UNLV,12,60,9,5,41.1,99,0,241,1,0,9,142,33.3,6,11,325,1,22,63.1,62.7,81.2,,83.1,49.8,66.5,46.0,32,0,11,4,53,123,0,0,6,64,4,241,142,2.37,4.0,0.21,38
Maquel Haywood,144314,HB,APP STATE,12,60,10,6,41.2,131,0,318,0,0,10,156,43.3,7,13,108,0,16,83.8,73.5,82.1,,41.3,50.5,75.4,58.6,31,0,0,0,35,66,0,0,0,60,2,318,156,2.6,5.3,0.0,44
Seth Davis,172539,HB,MISS STATE,12,59,15,5,39.0,139,0,356,0,0,15,205,80.2,10,15,227,1,14,63.1,73.1,82.2,,37.7,59.6,76.3,55.3,46,0,19,6,69,72,0,0,9,65,1,356,205,3.47,6.0,0.28,45
Lawrance Toafili,122421,HB,FLORIDA ST,12,59,12,5,42.4,145,0,342,1,7,12,253,103.1,8,10,167,2,34,47.1,62.9,85.3,,54.4,54.7,69.5,51.9,50,0,172,20,166,108,0,0,23,79,3,342,253,4.29,5.8,1.04,24
Athan Kaliakmanis,144971,QB,MINNESOTA,12,34,3,2,18.4,37,0,65,0,0,0,19,0.0,6,26,225,2,1,65.7,65.2,89.0,58.2,,57.2,75.4,60.0,23,0,0,0,0,413,136,25,0,34,2,201,55,0.93,3.4,,7
Sutton Smith,162530,HB,MEMPHIS,12,59,23,2,14.8,42,0,283,1,2,23,189,106.8,12,18,218,0,10,84.4,69.6,82.0,,83.1,66.2,69.2,57.9,26,0,102,16,91,80,0,0,22,75,2,283,189,3.2,4.8,1.12,49
Jackson Acker,145157,HB,WISCONSIN,10,58,3,0,0.0,0,0,240,0,0,3,165,11.2,4,13,349,0,17,83.3,74.7,81.6,,74.8,71.6,74.8,57.7,14,0,86,18,79,71,0,0,19,76,1,240,165,2.84,4.1,1.09,39
Preston Stone,124716,QB,SMU,12,37,7,3,23.7,57,0,90,0,0,4,53,15.5,9,14,287,4,15,62.7,91.3,88.9,91.0,,,64.3,60.0,34,0,0,0,0,362,151,21,0,37,4,241,131,2.26,4.2,,10
Justin Marshall,173460,HB,COLO STATE,3,58,31,4,23.2,74,0,319,0,1,31,222,204.1,12,18,144,0,13,83.6,88.0,79.0,,84.5,53.8,88.0,60.0,21,0,23,2,34,62,0,0,5,60,2,319,222,3.83,5.5,0.68,45
Brendan Sullivan,145034,QB,NWESTERN,7,30,14,0,0.0,0,0,67,0,0,6,46,30.7,9,14,256,3,9,54.1,56.3,83.7,56.8,,56.7,55.9,60.5,35,0,0,0,1,142,203,27,0,30,2,270,152,2.67,4.7,0.0,7
Alex Broome,126959,HB,BOSTON COL,10,57,12,3,29.4,84,0,286,1,1,12,195,71.7,5,15,121,0,34,83.4,70.4,83.5,,52.9,48.6,78.8,57.6,36,0,43,5,105,85,0,0,8,62,1,286,195,3.42,5.0,0.41,23
Obie Sanni,145354,HB,DOMINION,7,57,8,3,41.1,102,0,248,0,2,8,136,37.3,8,14,263,0,18,83.3,74.7,81.4,,52.8,67.5,75.3,58.6,67,0,63,7,52,69,0,0,7,64,1,248,136,2.39,4.4,1.21,39
Jeremiyah Love,171090,HB,NOTRE DAME,12,57,13,6,40.7,138,0,339,1,6,13,237,125.4,11,13,258,0,34,83.1,73.6,80.8,,42.2,58.1,75.7,54.0,36,0,71,6,46,70,0,0,7,63,1,339,237,4.16,5.9,1.54,20
Devon Dampier,171556,QB,NEW MEXICO,9,53,20,4,27.9,97,0,320,0,0,20,192,134.2,13,22,241,2,5,52.7,79.3,81.8,64.0,,61.0,80.2,60.0,37,3,1,1,1,120,28,3,1,54,4,348,199,3.55,6.2,1.0,43
Cole Snyder,97617,QB,BUFFALO,12,37,8,0,0.0,0,1,90,0,0,8,63,36.8,4,11,126,3,8,61.6,56.9,60.8,56.8,,,57.4,60.2,22,4,0,0,0,297,99,19,0,37,1,189,89,1.59,3.4,,13
Rocco Becht,157567,QB,IOWA STATE,12,37,1,0,0.0,0,0,25,0,0,0,27,0.0,1,12,193,2,12,66.6,73.1,88.4,75.1,,54.3,51.8,60.1,14,2,0,0,1,321,84,18,0,37,3,109,77,1.4,2.0,0.0,6
Isaiah Jacobs,129518,HB,UAB,5,55,11,4,33.3,83,0,249,0,8,11,151,72.4,6,17,321,0,16,83.0,75.7,83.2,,67.4,68.8,76.8,67.6,26,0,63,17,98,79,0,0,18,72,3,249,151,2.75,4.5,0.64,39
Davion Ervin-Poindexter,101653,HB,W KENTUCKY,12,55,8,0,0.0,0,0,205,1,6,8,116,40.4,5,11,346,2,35,44.9,60.0,82.9,,57.7,61.9,61.9,38.1,14,0,138,18,142,77,0,0,21,73,1,205,116,2.11,3.7,0.97,18
Damari Alston,157037,HB,AUBURN,9,55,6,1,18.9,56,0,296,0,0,6,157,27.2,5,18,115,1,20,62.0,74.8,80.1,,31.5,68.4,75.7,58.2,56,0,48,8,54,81,0,0,9,63,2,296,157,2.85,5.4,0.89,35
Jaziun Patterson,156421,HB,IOWA,9,55,5,1,29.9,59,0,197,1,1,5,150,28.2,1,9,192,0,17,83.0,59.5,82.7,,36.4,48.5,63.2,58.4,59,0,21,3,30,71,0,0,4,58,2,197,150,2.73,3.6,0.7,38
Anthony Colandrea,170131,QB,VIRGINIA,8,30,9,5,27.9,102,0,191,0,0,4,55,24.4,17,21,335,5,4,47.5,71.6,61.0,69.7,,54.5,66.6,60.1,30,2,0,0,2,192,174,25,0,30,0,365,132,2.4,6.6,0.0,7
K'Wan Powell,144492,HB,USF,8,55,15,3,36.3,73,0,201,1,3,15,160,87.3,5,10,327,0,27,83.1,66.9,80.8,,49.4,54.0,68.8,66.0,27,0,27,5,51,73,0,0,7,60,1,201,160,2.91,3.7,0.53,26
Drew Allar,164157,QB,PENN STATE,12,34,12,0,0.0,0,0,111,0,0,1,76,6.4,8,28,266,2,2,74.1,87.7,88.9,82.3,,64.2,78.1,60.2,21,4,4,1,6,346,156,21,1,35,4,267,152,2.76,4.9,0.67,3
Hahsaun Wilson,145580,HB,CHARLOTTE,3,54,9,6,41.0,132,0,322,0,0,9,173,51.5,8,16,136,0,20,82.8,76.7,79.0,,6.8,54.6,81.2,57.9,34,0,2,2,38,61,0,0,3,56,3,322,173,3.2,6.0,0.05,34
Jeffery Pittman,172552,HB,MISS STATE,11,54,8,4,42.9,115,0,268,1,3,8,185,56.2,6,10,227,0,15,83.1,68.0,83.7,,27.2,60.6,74.7,50.6,59,0,91,13,114,99,0,0,15,67,1,268,185,3.43,5.0,0.8,39
T.J. Finley,124093,QB,TEXAS ST,12,35,10,1,7.4,16,0,76,0,0,4,54,17.6,10,14,314,7,4,49.1,77.3,64.2,77.9,,,57.7,60.1,24,3,0,0,0,375,140,19,0,35,5,216,128,2.37,4.0,,7
Nate Johnson,158489,QB,UTAH,8,41,16,3,32.7,98,0,216,0,0,11,170,111.2,7,14,328,7,24,20.9,60.5,82.9,52.5,,56.2,66.2,60.1,59,0,0,0,5,146,84,13,0,41,4,300,219,4.06,5.6,0.0,9
E.J. Smith,131782,HB,STANFORD,12,53,14,4,45.0,98,0,218,0,6,14,160,70.2,6,8,300,0,22,83.3,66.5,48.0,,46.7,71.7,66.9,46.6,34,2,242,33,178,122,0,0,39,86,1,218,160,3.02,4.1,1.36,25
Michael Allen,157405,HB,NC STATE,10,53,13,4,35.3,90,0,255,0,4,13,176,88.2,11,14,248,0,16,82.9,65.1,81.5,,13.5,63.3,68.9,61.3,37,0,66,11,90,77,0,0,13,64,1,255,176,3.32,4.8,0.73,37
Jacqez Barksdale,176082,HB,BUFFALO,10,53,10,4,36.3,87,0,240,0,1,10,169,59.4,6,14,126,1,11,61.3,68.8,81.8,,66.0,55.2,76.2,28.2,39,0,8,6,51,93,0,0,8,59,2,240,169,3.19,4.5,0.16,41
Marco Lee,123355,HB,S ALABAMA,12,53,12,0,0.0,0,0,220,0,0,12,146,61.2,6,12,288,0,14,82.6,73.6,79.6,,83.4,41.2,76.8,51.8,13,0,8,1,38,56,0,0,2,54,2,220,146,2.75,4.2,0.21,37
Beau Pribula,164182,QB,PENN STATE,10,49,14,6,44.1,142,0,291,0,0,11,153,70.1,10,20,266,2,21,41.9,81.6,79.8,64.1,,57.1,77.1,60.0,39,0,0,0,2,106,31,4,0,49,6,322,167,3.15,6.1,0.0,15
Sy'veon Wilkerson,138400,HB,COLORADO,10,53,10,0,0.0,0,0,191,0,3,10,129,54.6,2,9,143,0,14,82.6,66.1,80.2,,60.7,65.6,65.6,58.1,11,0,50,5,58,60,0,0,6,58,3,191,129,2.43,3.6,0.86,39
Riley Leonard,143862,QB,DUKE,7,28,25,3,24.2,94,0,180,0,0,8,139,141.8,14,19,154,4,15,48.0,77.5,70.1,65.0,,,86.5,60.0,44,2,0,0,0,164,208,25,0,28,4,388,294,5.55,7.3,,6
Samuel Brown V,162899,HB,RUTGERS,11,53,5,0,0.0,0,0,178,1,0,5,146,25.0,3,10,278,0,21,83.1,64.8,79.5,,57.3,46.1,67.5,49.4,11,0,29,2,26,68,0,0,3,55,2,178,146,2.75,3.4,1.12,32
Monte Watkins,144703,HB,NEW MEX ST,12,53,17,11,61.9,340,0,549,1,10,17,207,172.9,20,23,242,1,31,62.4,79.0,82.6,,21.5,52.8,87.0,68.5,80,0,77,8,60,119,0,0,10,61,2,549,207,3.91,10.4,1.28,20
CJ Ogbonna,149182,QB,BUFFALO,8,51,6,1,7.0,15,0,210,0,0,6,120,27.7,5,12,126,1,44,81.6,71.3,79.5,43.1,,,75.8,60.0,15,0,0,0,0,106,5,1,0,51,3,215,124,2.38,4.1,,6
Keith Willis Jr.,170476,HB,LA TECH,7,52,6,3,52.4,152,0,290,0,0,6,170,35.7,4,15,208,0,24,82.7,71.4,79.6,,25.1,55.2,75.7,36.8,68,0,6,3,45,60,0,0,4,55,7,290,170,3.27,5.6,0.13,28
Lee Beebe,163009,HB,UAB,11,52,17,4,34.4,124,0,360,0,8,17,270,196.7,14,23,321,0,29,82.8,88.7,83.0,,51.1,76.2,91.5,47.8,66,0,98,14,71,72,0,0,17,66,4,360,270,5.19,6.9,1.38,23
Ryan Montgomery,101063,HB,CINCINNATI,9,52,12,9,59.3,191,0,322,0,2,12,164,70.1,11,18,138,1,3,65.2,75.8,82.8,73.1,38.1,73.6,76.5,61.1,29,0,91,11,77,80,0,0,12,63,1,322,164,3.15,6.2,1.18,48
Zach Evans,157490,HB,MINNESOTA,6,52,5,2,14.7,34,0,232,0,2,5,154,39.1,7,13,225,0,22,82.7,75.8,79.2,,61.4,62.5,74.1,60.0,18,0,13,1,15,57,0,0,1,53,1,232,154,2.96,4.5,0.87,30
Carson Beck,124010,QB,GEORGIA,12,26,3,0,0.0,0,0,4,0,0,0,13,0.0,5,20,173,5,0,60.5,92.1,89.0,91.6,,54.3,69.9,60.1,15,3,0,0,1,343,162,26,0,26,3,166,71,1.37,3.2,0.0,3
Andrew Henry,154703,HB,NEW MEXICO,9,52,14,7,56.9,199,0,350,0,1,14,239,121.0,11,16,241,1,9,60.1,77.1,80.7,,51.4,64.9,77.6,56.4,64,0,40,5,22,75,0,0,5,57,3,350,239,4.6,6.7,1.82,35
Charvis Thornton,97246,HB,LA TECH,10,52,16,3,38.5,101,1,262,3,1,16,162,88.3,6,12,208,2,18,39.3,60.5,81.2,,39.9,42.2,67.2,57.5,47,1,31,8,96,60,0,0,11,60,1,262,162,3.12,5.0,0.32,33
Cam Davis,146165,HB,S DIEGO ST,12,52,10,4,33.0,75,0,227,1,7,10,102,49.0,6,9,284,1,27,64.1,70.0,81.6,,22.0,70.1,71.8,55.5,25,0,53,16,80,83,0,0,17,68,0,227,102,1.96,4.4,0.66,24
Pat Garwo III,97120,HB,BOSTON COL,5,51,6,2,27.1,72,0,266,0,0,6,147,31.4,5,13,121,1,26,60.9,65.1,81.5,,53.4,55.8,67.7,53.3,50,0,19,4,49,94,0,0,5,55,1,266,147,2.88,5.2,0.39,25
Christian Turner,83703,HB,INDIANA,7,51,8,1,7.6,17,0,224,0,1,8,144,46.2,5,14,190,0,22,82.4,68.6,80.9,,10.8,53.4,76.1,54.9,17,0,0,4,61,80,0,0,4,55,2,224,144,2.82,4.4,0.0,29
Chez Mellusi,99597,HB,WISCONSIN,4,51,4,3,40.7,125,0,307,0,0,4,159,23.1,7,17,349,1,20,60.3,65.9,79.1,,49.3,60.2,66.5,57.7,89,0,12,3,37,59,0,0,3,54,4,307,159,3.12,6.0,0.32,29
Brian Battie,123274,HB,AUBURN,11,51,7,2,18.1,41,0,227,1,0,7,134,31.7,3,12,115,0,15,83.5,72.1,81.2,,58.2,56.9,74.3,57.8,24,0,52,7,44,69,0,0,8,58,1,227,134,2.63,4.5,1.18,36
Dakereon Joyner,83554,HB,S CAROLINA,10,51,10,1,13.0,16,0,123,2,2,10,121,40.1,1,7,289,2,6,44.8,60.9,83.6,,58.8,55.2,64.2,49.5,16,0,110,20,145,60,0,0,22,71,5,123,121,2.37,2.4,0.76,42
Jakobi Buchanan,102884,HB,ARMY,12,51,3,0,0.0,0,0,169,0,0,3,115,13.0,3,17,114,0,21,82.4,72.5,0.0,,79.3,59.2,70.9,69.9,11,2,3,1,10,176,0,0,1,52,3,169,115,2.25,3.3,0.3,17
Jensen Jones,133209,QB,AIR FORCE,9,46,8,2,20.2,49,0,196,0,0,4,92,17.0,7,16,101,5,18,23.0,68.6,51.1,70.7,,60.8,63.6,60.0,37,1,4,1,1,134,46,4,1,47,4,242,147,2.94,4.8,4.0,1
Jaden Nixon,144652,HB,OKLA STATE,12,50,16,4,47.2,93,0,197,0,1,16,130,71.3,5,11,262,0,27,82.9,76.0,81.1,,41.1,86.1,73.9,59.0,34,0,120,12,68,62,0,0,14,62,1,197,130,2.6,3.9,1.76,21
Tahj Bullock,144070,QB,AKRON,10,44,12,1,11.5,27,0,184,0,0,9,104,48.3,7,20,102,1,21,79.7,50.9,53.5,30.0,,,74.9,60.0,27,1,0,0,0,85,50,6,0,44,4,234,162,3.24,4.7,,18
Zylan Perry,156734,HB,LA LAFAYET,11,50,14,4,32.9,68,0,207,1,0,14,144,76.1,8,10,207,5,4,22.2,55.4,81.3,,73.4,46.7,57.8,50.7,19,0,25,3,53,63,0,0,5,53,2,207,144,2.88,4.1,0.47,45
Hayden Reed,163213,HB,ARMY,9,50,7,2,20.9,43,0,206,0,0,7,119,31.4,3,11,114,2,15,36.4,61.6,81.3,,75.0,66.6,61.8,50.9,27,0,26,3,26,122,0,0,6,53,2,206,119,2.38,4.1,1.0,35
