player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Micah Vanterpool,52075,G,HAWAII,13,100.0,0,180,70.6,75.3,67.4,2,11,521,100.0,100.0,98.8,0,13,0,906,0,3,0,906,546,546,903,0,360,0
Isaiah Wright,129909,T,BUFFALO,12,100.0,0,126,47.5,58.3,40.9,2,19,477,100.0,100.0,97.4,3,23,2,906,0,0,906,906,500,500,0,0,406,0
Desmond Bessent,60051,T,BUFFALO,12,100.0,2,126,54.8,50.9,55.2,2,21,472,100.0,100.0,96.7,6,27,4,906,0,0,0,906,496,496,0,905,410,1
Luke Haggard,129442,T,INDIANA,12,100.0,1,190,67.2,72.8,59.4,7,10,539,100.0,100.0,97.9,2,20,3,902,0,0,893,902,573,573,0,0,329,9
Mike Katic,101575,G,INDIANA,12,100.0,0,190,58.2,71.3,48.7,3,7,539,100.0,100.0,98.3,1,14,4,902,293,609,0,902,573,573,0,0,329,0
Logan Osburn,53851,C,MARSHALL,12,100.0,0,214,64.6,77.4,59.9,2,9,424,100.0,100.0,97.8,2,15,4,901,901,0,0,901,448,448,0,0,453,0
Ed Montilus,77353,G,N CAROLINA,12,100.0,0,245,48.4,55.0,45.6,6,16,551,100.0,100.0,97.3,8,26,4,900,0,900,0,900,574,574,0,0,326,0
Asim Richards,99674,T,N CAROLINA,12,100.0,0,245,65.1,78.3,52.7,2,10,551,100.0,100.0,98.5,3,14,2,900,0,0,899,900,574,574,0,0,326,1
Charlie Schmidt,81772,C,NWESTERN,12,100.0,0,256,62.2,67.5,57.8,2,10,469,100.0,100.0,98.7,2,12,0,899,899,0,0,899,486,486,0,0,413,0
Caleb Kelly,59709,T,GA SOUTHRN,12,100.0,1,174,69.7,70.0,64.6,3,13,560,100.0,100.0,98.6,1,16,0,899,0,0,0,899,588,588,0,897,311,2
Ricky Stromberg,99066,C,ARKANSAS,12,100.0,0,111,82.4,77.1,83.7,0,11,398,100.0,100.0,98.6,5,11,0,898,898,0,0,898,416,416,0,0,482,0
Brady Latham,99068,G,ARKANSAS,12,100.0,1,111,69.8,82.2,66.3,1,9,398,100.0,100.0,98.2,3,12,2,898,0,890,8,898,416,416,0,0,482,0
Beaux Limmer,99067,G,ARKANSAS,12,100.0,1,111,80.4,79.5,81.0,1,7,397,100.0,100.0,98.0,4,12,4,898,6,8,0,898,415,415,884,0,483,0
Corey Gaynor,59844,C,N CAROLINA,12,100.0,2,245,61.1,72.7,56.2,1,7,550,100.0,100.0,98.9,6,10,2,896,896,0,0,896,573,573,0,0,323,0
Samuel Jackson,55403,G,UCF,12,100.0,0,323,68.8,82.0,65.8,0,8,409,100.0,100.0,98.3,3,11,3,895,0,895,0,895,438,438,0,0,457,0
Isaiah Adams,158192,G,ILLINOIS,12,100.0,0,187,76.6,68.0,81.1,1,6,403,100.0,100.0,98.4,8,10,3,895,0,775,119,895,429,429,0,1,466,0
Alex Pihlstrom,60911,C,ILLINOIS,12,100.0,0,187,65.0,70.3,63.2,0,6,403,100.0,100.0,98.8,4,8,2,895,895,0,0,895,429,429,0,0,466,0
Alex Palczewski,59738,T,ILLINOIS,12,100.0,1,187,81.5,79.9,81.0,0,11,402,100.0,100.0,98.6,7,11,0,894,0,0,0,894,428,428,0,891,466,3
Pat Bartlett,55191,G,GA STATE,12,100.0,0,175,68.4,73.3,66.0,0,10,381,100.0,100.0,98.7,2,10,0,893,0,0,0,893,412,412,890,2,481,0
Chandler Dolphin,60187,C,UTAH ST,12,100.0,0,329,66.6,71.0,66.5,2,9,423,100.0,100.0,98.7,8,11,0,893,893,0,0,893,461,461,0,0,432,0
Jayden Williams,146815,T,OLE MISS,12,100.0,0,226,49.8,71.9,40.9,5,16,375,100.0,100.0,96.4,4,24,3,892,0,1,891,892,407,407,0,0,485,0
Lokahi Pauole,98548,G,UCF,12,100.0,0,323,69.5,90.2,63.5,2,5,407,100.0,100.0,99.1,1,7,0,891,7,0,0,891,436,436,884,0,455,0
Trevor Downing,77472,C,IOWA STATE,12,100.0,0,193,55.2,55.4,55.6,4,18,523,100.0,100.0,97.7,5,23,1,889,888,0,0,889,547,547,0,0,342,0
DeVonte Gordon,98391,T,WAKE,12,100.0,0,339,71.7,80.2,64.2,2,15,495,100.0,100.0,97.7,4,20,3,889,0,0,3,889,527,527,0,886,362,0
Weston Wright,77494,G,TEXAS TECH,11,100.0,0,315,55.7,55.0,53.4,3,17,525,100.0,100.0,97.3,3,24,4,888,0,888,0,888,544,544,0,0,344,0
Matt Lee,98544,C,UCF,12,100.0,0,323,81.2,90.5,77.1,0,3,407,100.0,100.0,99.6,2,3,0,888,888,0,0,888,435,435,0,0,453,0
Jacob Likes,101023,C,MEMPHIS,12,100.0,0,218,71.6,74.9,67.8,3,5,514,100.0,100.0,98.1,0,14,6,887,887,0,0,887,548,548,0,0,339,0
Tylan Grable,109425,T,UCF,12,99.1,1,323,73.7,77.9,68.5,3,13,401,98.0,98.2,97.0,3,20,4,887,0,0,835,895,430,438,0,0,457,57
Matt Dale,98648,T,MEMPHIS,12,100.0,1,218,69.5,77.0,62.6,3,20,514,100.0,100.0,97.2,4,26,3,887,0,0,0,887,548,548,12,875,339,0
Luke Jones,81780,T,ARKANSAS,12,100.0,0,111,69.6,65.2,68.8,3,22,392,100.0,100.0,96.0,2,28,3,886,0,0,886,886,410,410,0,0,476,0
X'Zauvea Gadlin,77580,T,LIBERTY,12,100.0,0,206,77.3,82.8,73.8,0,12,480,100.0,100.0,97.9,3,16,4,885,0,364,52,885,510,510,0,461,375,8
Ethan Driskell,98530,T,MARSHALL,12,100.0,0,214,63.2,64.0,63.7,4,12,416,100.0,100.0,97.1,10,20,4,884,0,0,883,884,439,439,0,0,445,1
Jarrod Hufford,99440,G,IOWA STATE,12,100.0,0,193,64.3,76.0,59.9,2,12,520,100.0,100.0,98.5,3,15,1,883,0,824,58,883,543,543,0,0,340,0
Malik Sumter,55194,C,GA STATE,12,100.0,1,175,57.4,62.6,55.3,2,9,374,100.0,100.0,98.3,3,12,1,883,883,0,0,883,404,404,0,0,479,0
Zach Frazier,123419,C,W VIRGINIA,12,100.0,1,343,80.8,78.8,80.9,2,7,446,100.0,100.0,98.3,6,12,3,883,882,0,0,883,478,478,0,0,405,0
Connor Galvin,77450,T,BAYLOR,12,100.0,0,118,77.6,75.7,74.8,3,9,416,100.0,100.0,97.6,3,16,4,883,0,0,882,883,432,432,0,0,451,1
Ryan Swoboda,77576,T,UCF,12,99.9,0,323,77.2,81.9,72.8,1,14,403,99.8,99.8,97.4,4,18,3,883,0,0,0,884,432,433,0,879,451,5
Jacob Gall,55024,C,BAYLOR,12,100.0,0,118,79.6,79.7,78.4,3,9,416,100.0,100.0,98.6,3,12,0,883,883,0,0,883,432,432,0,0,451,0
Damon Kaylor,101573,G,BALL ST,12,100.0,1,117,65.3,51.1,69.2,5,10,475,100.0,100.0,98.4,3,15,0,882,0,882,0,882,504,504,0,0,378,0
Peter Skoronski,129737,T,NWESTERN,12,99.9,1,256,89.5,93.0,81.7,2,3,457,99.8,99.8,99.2,5,6,1,881,0,0,871,882,474,475,0,0,407,11
Marcus Bryant,121917,T,SMU,11,99.9,0,287,75.9,86.6,65.0,2,8,480,99.8,99.8,98.1,2,14,4,881,0,0,867,882,512,513,0,0,369,15
Jack Bailey,98061,G,KENT STATE,12,100.0,0,201,61.2,74.7,58.7,1,6,400,100.0,100.0,99.1,8,7,0,880,0,879,0,880,428,428,0,1,452,0
Chris Murray,81885,G,OKLAHOMA,12,100.0,0,261,65.6,79.8,62.2,1,8,431,100.0,100.0,98.5,4,11,2,879,0,0,0,879,454,454,876,0,425,0
Cole Smith,99094,G,MISS STATE,12,100.0,0,227,67.9,70.4,66.3,2,13,608,100.0,100.0,98.6,1,16,1,879,0,0,0,879,646,646,878,0,233,0
Elijah Ratliff,76949,G,KENT STATE,12,100.0,1,201,58.1,78.3,51.6,0,11,399,100.0,100.0,98.4,5,12,1,879,0,2,0,879,428,428,876,0,451,0
Vinny Sciury,130632,G,TOLEDO,12,100.0,2,316,66.1,59.4,68.9,0,18,468,100.0,100.0,97.6,9,20,2,876,0,876,0,876,492,492,0,0,384,0
Reggie Smith,81828,G,S ALABAMA,12,100.0,0,288,57.5,61.6,54.6,4,7,435,100.0,100.0,98.0,2,14,3,874,2,0,0,874,454,454,872,0,420,0
Ahofitu Maka,100803,C,UTSA,12,100.0,0,331,62.5,72.0,58.8,0,17,478,100.0,100.0,98.2,4,17,0,873,873,0,0,873,507,507,0,0,366,0
Sean Maginn,55446,G,WAKE,12,100.0,1,339,65.2,68.5,64.5,3,15,486,100.0,100.0,97.7,6,20,2,873,0,873,0,873,517,517,0,0,356,0
Roger Rosengarten,131912,T,WASHINGTON,12,100.0,0,340,78.9,77.3,76.4,2,15,520,100.0,100.0,98.4,5,17,0,872,0,0,0,872,554,554,3,868,318,0
Davis Heinzen,145705,T,C MICHIGAN,12,99.9,1,134,54.4,48.2,56.3,7,33,452,100.0,99.8,94.7,5,44,4,871,0,3,864,872,490,491,0,0,381,3
Jon Gaines II,81879,G,UCLA,12,100.0,0,324,77.9,77.0,77.0,2,13,448,100.0,100.0,97.9,3,17,2,871,0,0,0,871,464,464,871,0,407,0
Loic Ngassam Nya,55442,G,WAKE,12,100.0,0,339,63.3,78.7,58.3,0,10,480,100.0,100.0,98.5,5,12,2,869,0,16,0,869,512,512,853,0,357,0
Marcellus Marshall,130496,T,KENT STATE,12,100.0,1,201,60.6,51.8,64.0,5,16,398,100.0,100.0,97.1,9,22,1,869,0,1,866,869,426,426,0,0,443,0
Branson Hickman,121928,C,SMU,11,100.0,0,287,75.9,78.2,74.3,1,5,487,100.0,100.0,99.2,4,7,1,867,867,0,0,867,519,519,0,0,348,0
Jamezz Kimbrough,55052,C,C MICHIGAN,12,100.0,1,134,66.0,67.5,66.2,3,15,451,100.0,100.0,97.8,6,19,1,867,867,0,0,867,490,490,0,0,377,0
Deiyantei Powell-Woods,104183,G,C MICHIGAN,12,100.0,0,134,65.9,67.3,63.2,2,7,450,100.0,100.0,98.6,2,11,2,866,0,488,0,866,489,489,359,19,377,0
Brian Miller,56358,T,GA SOUTHRN,11,100.0,0,174,54.8,60.4,49.5,7,19,536,100.0,100.0,97.2,2,28,2,866,0,2,863,866,564,564,0,0,302,0
Troy Fautanu,100521,T,WASHINGTON,12,100.0,1,340,78.1,79.0,75.9,2,12,519,100.0,100.0,98.7,8,14,0,866,0,52,807,866,552,552,0,2,314,4
Jack Freeman,77435,C,HOUSTON,12,100.0,1,182,69.4,75.5,71.9,0,14,545,100.0,100.0,98.3,9,16,2,866,866,0,0,866,572,572,0,0,294,0
Nick Jones,146837,T,MISS STATE,12,100.0,0,227,63.2,75.7,52.8,5,5,598,100.0,100.0,98.3,3,15,5,866,0,261,605,866,635,635,0,0,231,0
Caleb Warren,99083,C,OLE MISS,12,100.0,0,226,53.6,53.3,55.2,4,10,366,100.0,100.0,97.8,6,15,1,866,866,0,0,866,397,397,0,0,469,0
Anton Harrison,122929,T,OKLAHOMA,12,100.0,2,261,72.6,83.3,67.7,0,8,424,100.0,100.0,98.8,8,9,1,862,0,0,803,862,447,447,0,53,415,3
Taylor Miterko,99428,G,OKLA STATE,12,100.0,1,262,42.5,27.4,44.3,8,31,512,100.0,100.0,95.2,2,44,5,862,0,862,0,862,541,541,0,0,321,0
Delmar Glaze,129511,T,MARYLAND,12,100.0,1,215,71.0,85.7,59.6,0,14,478,100.0,100.0,97.9,5,17,3,860,0,0,132,860,507,507,1,727,353,0
Grant Starck,128245,T,NEVADA,12,100.0,1,239,76.0,80.3,71.5,3,14,461,100.0,100.0,97.5,5,20,3,859,0,99,756,859,485,485,0,0,374,4
Nick Rosi,77511,T,TOLEDO,12,100.0,1,316,76.9,80.4,74.6,0,11,461,100.0,100.0,98.6,3,12,1,859,0,2,0,859,484,484,166,691,375,0
Marcellus Johnson,77529,T,E MICHIGAN,12,100.0,1,160,69.1,71.8,64.3,3,18,415,100.0,100.0,96.5,3,25,4,856,0,0,856,856,447,447,0,0,409,0
Sidy Sow,59675,G,E MICHIGAN,12,100.0,0,160,75.2,68.5,76.3,3,11,415,100.0,100.0,97.8,1,16,2,856,0,856,0,856,447,447,0,0,409,0
Brendan Bordner,56812,T,FAU,12,100.0,0,165,57.8,70.8,53.1,2,12,412,100.0,100.0,98.1,7,15,1,855,0,0,838,855,431,431,0,0,424,15
Jeremiah Byers,100806,T,UTEP,12,100.0,0,330,79.5,82.6,79.9,0,8,419,100.0,100.0,99.0,8,8,0,855,0,0,0,855,444,444,0,853,411,2
Justin Mayers,100808,G,UTEP,12,100.0,0,330,68.4,82.5,64.2,4,2,419,100.0,100.0,99.0,3,7,1,855,0,855,0,855,444,444,0,0,411,0
Sam Allan,59782,C,KENT STATE,12,100.0,1,201,56.7,78.7,50.8,0,5,393,100.0,100.0,99.1,7,6,1,855,853,0,0,855,421,421,0,1,434,1
Will Putnam,99655,C,CLEMSON,12,100.0,0,140,67.5,71.9,65.2,2,6,419,100.0,100.0,98.8,2,9,1,853,853,0,0,853,439,439,0,0,414,0
Chaz Neal,77325,T,FAU,12,100.0,1,165,53.6,54.3,55.5,4,19,413,100.0,100.0,97.0,5,24,1,852,0,0,0,852,431,431,0,842,421,10
Nick Weber,59684,C,FAU,12,100.0,0,165,66.5,85.2,61.1,1,6,413,100.0,100.0,98.9,4,8,1,852,852,0,0,852,431,431,0,0,421,0
Avery Jones,77352,C,E CAROLINA,12,100.0,0,156,65.8,78.7,61.6,3,8,479,100.0,100.0,98.6,4,12,1,852,852,0,0,852,505,505,0,0,347,0
Brian Dooley,77531,T,E MICHIGAN,12,100.0,0,160,70.2,74.1,66.6,5,13,414,100.0,100.0,97.3,5,20,2,851,0,0,0,851,445,445,2,848,406,0
Wyatt Milum,144785,T,W VIRGINIA,12,100.0,2,343,74.8,82.0,71.5,1,14,431,100.0,100.0,98.3,11,15,0,851,0,0,851,851,462,462,0,0,389,0
Kyle Hergel,87427,G,TEXAS ST,12,100.0,0,314,70.0,82.9,66.6,0,7,491,100.0,100.0,98.9,5,9,2,850,0,1,0,850,510,510,845,1,340,2
Anderson Hardy,81549,T,APP STATE,12,100.0,0,108,73.6,63.1,74.6,5,8,410,100.0,100.0,97.9,3,15,2,849,0,2,842,849,432,432,0,0,417,5
Jonah Monheim,86461,T,USC,12,100.0,1,326,83.1,83.0,83.9,0,20,466,100.0,100.0,97.9,10,20,0,849,0,0,0,849,502,502,131,716,347,0
Atonio Mafi,82449,G,UCLA,12,100.0,0,324,83.1,72.6,87.8,2,9,432,100.0,100.0,98.0,3,14,3,849,0,849,0,849,448,448,0,0,401,0
Jaden Muskrat,123256,T,TULSA,12,100.0,1,320,61.2,61.8,61.3,4,20,466,100.0,100.0,96.8,6,27,3,848,0,0,2,848,495,495,0,846,353,0
Brett Neilon,55555,C,USC,12,100.0,1,326,89.4,90.0,88.0,0,7,466,100.0,100.0,99.2,1,7,0,847,847,0,0,847,502,502,0,0,345,0
Nate Williams,130322,T,AKRON,12,100.0,1,102,74.2,74.5,73.2,2,20,556,100.0,100.0,97.1,8,27,5,847,0,0,0,847,583,583,0,847,264,0
Spencer Anderson,81719,G,MARYLAND,12,100.0,0,215,61.5,78.3,54.6,2,10,469,100.0,100.0,98.3,3,14,2,847,0,24,0,847,498,498,700,123,349,0
Blake Miller,156248,T,CLEMSON,12,100.0,1,140,69.5,66.4,71.7,3,13,416,100.0,100.0,97.6,9,18,2,845,0,0,0,845,437,437,0,845,408,0
Brayden Swartout,145732,T,C MICHIGAN,12,100.0,1,134,59.7,45.1,70.9,5,19,434,100.0,100.0,95.2,9,33,9,845,0,0,0,845,471,471,0,842,374,3
Josh Baker,131560,C,ARIZONA,12,100.0,0,109,57.9,68.2,49.6,1,12,525,100.0,100.0,98.8,2,13,0,844,844,0,0,844,553,553,0,0,291,0
Jordan McFadden,77578,T,CLEMSON,12,100.0,0,140,75.2,78.7,70.7,0,5,414,100.0,100.0,98.4,3,9,4,844,0,0,843,844,434,434,0,0,410,1
Nishad Strother,98057,G,E CAROLINA,12,100.0,0,156,72.8,57.9,77.0,0,14,472,100.0,100.0,98.5,3,14,0,843,0,842,0,843,498,498,0,0,345,0
Bryan Hudson,98241,C,LOUISVILLE,12,100.0,0,210,76.4,77.9,74.1,2,8,410,100.0,100.0,98.0,1,13,3,842,842,0,0,842,437,437,0,0,405,0
James Jackson,56723,C,S ALABAMA,12,100.0,0,288,69.7,76.0,66.3,1,7,418,100.0,100.0,98.6,3,10,2,840,838,2,0,840,436,436,0,0,404,0
Michael Jurgens,77345,C,WAKE,12,100.0,0,339,67.3,75.5,63.1,0,9,471,100.0,100.0,98.6,5,11,2,838,838,0,0,838,502,502,0,0,336,0
Cooper Hodges,81548,T,APP STATE,12,100.0,0,108,87.0,78.4,87.3,2,5,406,100.0,100.0,98.9,4,8,1,837,0,0,0,837,428,428,1,833,409,3
Manase Mose,59950,C,N TEXAS,12,100.0,0,251,65.3,60.0,70.4,0,2,387,100.0,100.0,99.7,9,2,0,837,837,0,0,837,410,410,0,0,427,0
Juice Scruggs,81800,C,PENN STATE,12,100.0,0,266,71.9,73.5,70.5,3,10,427,100.0,100.0,98.2,2,14,1,836,836,0,0,836,453,453,0,0,383,0
Malaesala Aumavae-Laulu,100528,T,OREGON,12,100.0,0,264,77.3,78.3,76.4,1,10,410,100.0,100.0,98.2,10,13,2,836,0,0,0,836,433,433,24,812,403,0
Cam'Ron Johnson,101018,G,HOUSTON,12,100.0,1,182,65.7,78.8,63.8,2,10,522,100.0,100.0,98.7,9,13,1,836,0,836,0,836,548,548,0,0,288,0
Jeremy James,98423,G,OLE MISS,12,100.0,1,226,68.6,69.1,65.9,2,13,357,100.0,100.0,97.9,2,15,0,835,0,0,17,835,387,387,582,236,448,0
Adrein Strickland,147205,T,S ALABAMA,12,100.0,0,288,55.0,55.8,54.0,4,21,419,100.0,100.0,96.5,4,27,2,834,0,0,0,834,437,437,2,822,397,9
Ethan Wiederkehr,59969,G,NWESTERN,12,100.0,0,256,62.9,72.7,57.8,3,12,441,100.0,100.0,97.8,2,17,2,833,0,0,0,833,456,456,435,397,377,1
Patrick Paul,101019,T,HOUSTON,12,100.0,0,182,76.6,90.8,62.8,3,13,531,100.0,100.0,98.3,10,17,1,832,0,0,832,832,557,557,0,0,275,0
Joshua Mote,59803,C,LA TECH,12,98.7,1,208,64.9,66.5,65.6,4,5,455,97.8,97.8,98.8,4,10,1,832,481,328,0,843,487,498,0,0,345,34
Richard West,156038,T,TEXAS ST,12,100.0,1,314,73.6,75.3,72.5,1,16,482,100.0,100.0,97.8,8,19,2,832,0,0,40,832,501,501,0,790,331,1
Marcus Minor,59831,G,PITTSBURGH,12,100.0,0,268,73.1,71.0,73.8,4,8,374,100.0,100.0,97.1,4,17,5,831,0,831,0,831,390,390,0,0,441,0
Tyler Miller,122526,T,IOWA STATE,12,100.0,0,193,54.9,59.0,56.6,4,24,489,100.0,100.0,96.5,8,31,3,830,0,0,830,830,512,512,0,0,318,0
Darnell Wright,98480,T,TENNESSEE,12,100.0,0,307,70.1,81.2,62.9,2,5,426,100.0,100.0,99.2,3,7,0,829,0,0,0,829,471,471,0,826,358,3
Javontez Spraggins,124299,G,TENNESSEE,12,100.0,1,307,51.8,41.9,52.0,5,10,425,100.0,100.0,97.8,5,17,2,827,0,0,0,827,470,470,824,3,357,0
Jett Duncan,121886,T,N TEXAS,12,100.0,1,251,53.1,62.7,48.7,5,10,382,100.0,100.0,97.8,5,16,1,827,0,0,0,827,405,405,25,802,422,0
T.J. Bass,131703,T,OREGON,12,99.9,0,264,77.3,73.8,76.9,2,17,403,99.8,99.8,97.6,4,19,0,827,0,7,813,828,426,427,0,0,401,8
Kendrick Sartor,59825,T,MARSHALL,12,100.0,2,214,57.2,57.9,56.0,2,14,387,100.0,100.0,96.9,6,20,4,827,0,0,14,827,409,409,0,813,418,0
Graham Barton,122367,T,DUKE,12,100.0,0,154,86.1,83.7,85.0,0,8,425,100.0,100.0,98.6,7,10,2,826,0,0,825,826,455,455,0,0,371,0
Chris Martinez,60046,G,ARIZONA ST,12,100.0,0,110,53.6,62.1,47.9,4,14,462,100.0,100.0,97.4,2,21,3,826,0,449,0,826,498,498,377,0,328,0
Isaac Moore,77495,T,TEMPLE,12,100.0,0,306,63.1,64.7,60.0,4,11,500,100.0,100.0,98.3,3,16,1,825,0,0,824,825,520,520,0,0,305,0
Cooper Mays,124289,C,TENNESSEE,12,100.0,0,307,65.7,63.5,67.5,1,5,424,100.0,100.0,98.6,5,9,3,825,825,0,0,825,469,469,0,0,356,0
Spencer Rolland,108693,T,N CAROLINA,11,100.0,0,245,66.1,66.3,61.3,1,28,517,100.0,100.0,96.0,0,35,6,825,0,0,0,825,537,537,0,825,288,0
Gabe Blair,145323,G,N TEXAS,12,100.0,1,251,78.0,84.2,75.0,0,0,378,100.0,100.0,99.5,6,2,2,824,0,821,0,824,401,401,3,0,423,0
Dylan Deatherage,60242,T,W MICHIGAN,12,100.0,0,347,62.4,55.6,64.8,3,16,405,100.0,100.0,95.7,4,27,8,824,0,0,465,824,433,433,357,0,391,0
Elijah Klein,81912,G,UTEP,12,100.0,0,330,77.4,70.6,81.4,2,14,415,100.0,100.0,97.8,5,17,1,824,0,0,2,824,440,440,820,2,384,0
Drake Nugent,97828,C,STANFORD,12,100.0,1,300,80.5,77.2,84.1,1,5,500,100.0,100.0,98.6,5,10,4,822,822,0,0,822,533,533,0,0,289,0
Tyler Falvey,78287,G,MIDDLE TN,12,100.0,0,224,48.4,58.2,42.8,2,17,465,100.0,100.0,97.3,2,22,3,821,0,821,0,821,500,500,0,0,321,0
JC Latham,146596,T,ALABAMA,12,100.0,1,103,76.4,84.5,73.8,1,10,461,100.0,100.0,98.8,11,11,0,821,0,0,0,821,491,491,0,820,330,1
Addison West,98272,G,W MICHIGAN,12,100.0,1,347,69.1,74.6,67.8,5,13,404,100.0,100.0,97.5,7,19,1,821,137,293,0,821,431,431,389,0,390,0
Konner Gomness,100542,C,WASH STATE,12,100.0,0,341,62.8,75.2,54.0,0,14,551,100.0,100.0,98.4,3,16,2,821,821,0,0,821,574,574,0,0,247,0
Raiqwon O'Neal,81811,T,UCLA,12,99.8,0,324,76.8,78.9,73.7,5,10,421,99.5,99.5,98.0,3,16,1,820,0,0,782,822,436,438,0,0,384,40
DJ Scaife Jr.,77378,T,MIAMI FL,12,100.0,0,220,68.0,80.5,62.1,2,11,453,100.0,100.0,98.1,8,15,2,820,0,0,0,820,483,483,5,811,337,2
Steve Avila,77319,G,TCU,12,100.0,0,305,72.1,84.0,68.6,2,8,408,100.0,100.0,98.8,2,10,0,820,7,810,1,820,427,427,1,0,393,1
Andrew Meyer,81910,C,UTEP,12,100.0,0,330,67.2,73.7,68.2,3,5,407,100.0,100.0,99.0,9,8,0,819,819,0,0,819,432,432,0,0,387,0
Shea Baker,52215,C,RICE,12,100.0,0,275,73.2,77.1,71.1,0,5,420,100.0,100.0,98.9,3,7,2,818,695,61,0,818,446,446,62,0,372,0
Christian Hilborn,146501,G,WASH STATE,12,100.0,1,341,51.4,48.1,50.2,3,25,549,100.0,100.0,96.5,6,33,5,818,0,619,197,818,572,572,0,1,246,1
Brian Driscoll,100534,C,CAL,12,100.0,0,130,54.2,61.5,49.2,1,13,512,100.0,100.0,97.9,8,18,4,818,604,214,0,818,544,544,0,0,274,0
Dillon Wade,123265,T,TULSA,12,100.0,0,320,66.9,66.7,68.1,9,14,448,100.0,100.0,96.3,6,28,5,818,0,0,816,818,473,473,0,0,345,2
Dalton Wagner,58493,T,ARKANSAS,11,100.0,0,111,81.1,78.7,77.4,4,12,365,100.0,100.0,97.3,2,18,2,817,0,0,0,817,382,382,0,817,435,0
Alan Ali,60053,C,TCU,12,100.0,0,305,67.6,72.8,63.1,3,10,405,100.0,100.0,97.9,0,15,2,816,816,0,0,816,423,423,0,0,393,0
AJ Gillie,98043,G,LA LAFAYET,12,100.0,0,207,77.6,66.8,80.4,1,9,443,100.0,100.0,98.4,1,12,2,815,0,813,0,815,461,461,1,0,354,0
