player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Cole Brown,81768,T,N TEXAS,12,100.0,0,251,42.7,30.7,46.2,9,27,398,100.0,100.0,95.0,2,38,2,990,0,0,989,990,430,430,0,0,560,1
Jacob Brammer,59944,T,N TEXAS,12,100.0,1,251,58.6,58.9,58.9,1,22,395,100.0,100.0,96.8,6,24,1,979,0,0,0,979,427,427,0,979,552,0
Manase Mose,59950,C,N TEXAS,12,100.0,0,251,61.5,43.5,68.9,0,6,392,100.0,100.0,99.2,8,6,0,969,921,0,0,969,423,423,48,0,546,0
Daizion Carroll,81769,G,N TEXAS,12,100.0,3,251,62.1,39.4,66.3,1,18,390,100.0,100.0,97.6,9,19,0,959,60,0,0,959,422,422,899,0,537,0
Brett Neilon,55555,C,USC,12,100.0,0,326,86.2,81.9,87.8,1,9,533,100.0,100.0,99.1,4,10,0,955,955,0,0,955,575,575,0,0,380,0
Quazzel White,60107,G,UTAH ST,12,100.0,2,329,55.4,65.6,51.1,4,12,477,100.0,100.0,97.9,5,18,2,944,0,0,0,944,512,512,926,17,432,0
Cam Reddy,77340,C,COLO STATE,12,100.0,0,144,63.7,67.7,62.1,4,12,478,100.0,100.0,97.9,3,18,2,935,935,0,0,935,495,495,0,0,440,0
Jake Fuzak,44882,T,BUFFALO,12,100.0,0,126,73.3,75.1,70.1,4,4,402,100.0,100.0,98.5,6,10,2,931,0,0,929,931,440,440,0,0,491,2
Bill Kuduk,59777,T,KENT STATE,12,100.0,0,201,69.6,65.6,68.7,3,13,410,100.0,100.0,97.1,5,20,4,930,0,0,925,930,445,445,0,1,485,2
Mark Brooks,41609,T,W MICHIGAN,12,100.0,1,347,71.1,67.3,70.1,4,14,423,100.0,100.0,96.7,5,23,5,929,0,0,0,929,453,453,0,929,476,0
LaQuinston Sharp,99095,C,MISS STATE,12,100.0,0,227,75.9,83.4,71.8,0,7,688,100.0,100.0,99.2,2,9,2,928,928,0,0,928,727,727,0,0,201,0
Jeremy James,98423,T,OLE MISS,12,100.0,1,226,76.3,78.2,73.9,1,9,472,100.0,100.0,98.9,7,10,0,928,0,0,0,928,497,497,0,927,431,0
Gabriel Preciado,91695,G,NEW MEX ST,12,100.0,0,242,57.0,50.3,58.2,8,24,608,100.0,100.0,96.7,3,36,4,928,0,927,0,928,647,647,0,0,281,0
Wesley French,29608,T,W MICHIGAN,12,100.0,5,347,62.5,53.9,68.8,2,24,423,100.0,100.0,96.0,15,30,4,927,0,0,925,927,453,453,0,2,474,0
Nick Broeker,99084,T,OLE MISS,12,100.0,1,226,67.1,78.5,63.1,1,10,472,100.0,100.0,98.4,10,13,2,927,0,0,927,927,497,497,0,0,430,0
Eli Johnson,40824,C,NEW MEX ST,12,100.0,1,242,57.3,54.2,59.4,2,27,607,100.0,100.0,97.3,5,31,2,926,926,0,0,926,646,646,0,0,280,0
Carter Warren,60023,T,PITTSBURGH,12,99.6,1,268,74.9,80.9,70.8,2,16,547,99.3,99.3,98.0,8,20,2,923,0,0,675,927,579,583,0,10,344,242
Charles Cross,98401,T,MISS STATE,12,100.0,2,227,86.6,84.7,87.2,0,14,680,100.0,100.0,98.7,9,16,2,919,0,0,919,919,719,719,0,0,200,0
Kohl Levao,75850,C,HAWAII,13,100.0,0,180,64.8,69.7,63.3,3,14,556,100.0,100.0,98.1,6,19,2,919,849,70,0,919,584,584,0,0,335,0
Paiton Fears,98700,T,ARIZONA,12,100.0,0,109,61.9,65.6,57.3,2,19,533,100.0,100.0,96.9,3,27,6,915,0,0,0,915,567,567,0,911,348,0
Mike Caliendo,41446,C,W MICHIGAN,12,100.0,1,347,75.6,76.1,80.1,2,5,421,100.0,100.0,99.2,13,7,0,915,915,0,0,915,450,450,0,0,465,0
Josh McCauley,40870,C,ARIZONA,12,100.0,2,109,69.6,79.5,65.3,3,11,531,100.0,100.0,98.5,5,15,1,912,860,0,52,912,565,565,0,0,347,0
Ilm Manning,75852,T,HAWAII,13,99.9,2,180,65.9,64.9,65.5,6,28,552,99.8,99.8,96.0,4,39,5,912,0,0,906,913,578,579,0,0,334,6
Kameron Jones,81739,G,MISS STATE,12,100.0,1,227,67.7,78.2,66.5,2,13,675,100.0,100.0,98.6,9,17,2,911,0,863,0,911,714,714,0,48,197,0
Olusegun Oluwatimi,98581,C,VIRGINIA,12,100.0,1,335,80.0,75.3,90.2,5,12,630,100.0,100.0,98.2,9,20,3,910,910,0,0,910,664,664,0,0,246,0
Gene Pryor,75851,T,HAWAII,13,100.0,0,180,74.9,79.0,71.4,3,19,546,100.0,100.0,96.9,6,28,6,910,0,0,0,910,574,574,0,910,336,0
Sage Doxtater,46338,T,NEW MEX ST,12,100.0,0,242,73.2,74.0,69.2,3,19,594,100.0,100.0,97.8,7,24,2,907,0,1,905,907,632,632,0,0,275,1
Loic Ngassam Nya,55442,G,WAKE,12,100.0,1,339,65.7,74.8,64.6,3,9,499,100.0,100.0,98.0,7,16,4,907,0,131,0,907,528,528,776,0,379,0
Sean Maginn,55446,G,WAKE,12,100.0,0,339,70.4,64.5,72.8,2,15,498,100.0,100.0,98.1,4,18,1,906,126,780,0,906,527,527,0,0,379,0
DeVonte Gordon,98391,T,WAKE,12,100.0,0,339,72.4,73.6,72.1,1,19,496,100.0,100.0,96.6,6,27,7,904,0,0,0,904,525,525,0,904,379,0
Justin Chase,40005,T,E CAROLINA,12,100.0,0,156,50.1,32.4,58.0,5,17,471,100.0,100.0,96.4,1,28,6,904,0,0,800,904,495,495,0,104,409,0
Andre Harris Jr.,58501,T,ARK STATE,12,99.9,1,113,75.3,85.2,62.3,1,13,602,100.0,99.8,98.3,3,17,3,904,0,0,904,905,633,634,0,0,271,1
Andrew Vorhees,60818,G,USC,12,100.0,0,326,90.1,90.7,90.5,2,11,504,100.0,100.0,98.7,3,13,0,902,0,500,402,902,544,544,0,0,358,0
Justin Osborne,99071,G,SMU,12,100.0,0,287,60.8,61.7,57.5,1,23,507,100.0,100.0,97.2,1,26,2,902,0,1,0,902,531,531,775,126,371,0
Cole Spencer,60236,T,W KENTUCKY,12,100.0,0,346,77.3,91.7,64.4,3,5,620,100.0,100.0,99.0,7,10,2,901,0,0,897,901,657,657,0,2,244,1
Rusty Staats,81941,C,W KENTUCKY,12,100.0,0,346,70.9,83.1,68.7,0,4,620,100.0,100.0,99.7,8,4,0,901,901,0,0,901,657,657,0,0,244,0
Quantavious Leslie,123456,G,W KENTUCKY,12,100.0,0,346,72.3,84.0,71.2,1,11,620,100.0,100.0,98.9,6,13,1,901,0,901,0,901,657,657,0,0,244,0
Boe Wilson,41394,G,W KENTUCKY,12,100.0,2,346,71.6,87.4,66.0,0,6,620,100.0,100.0,99.4,5,7,1,901,0,0,1,901,657,657,900,0,244,0
Zach Tom,55443,T,WAKE,12,100.0,2,339,82.4,90.3,76.8,2,7,496,100.0,100.0,98.5,6,12,3,900,0,0,891,900,525,525,0,7,375,2
Ben Dooley,101247,G,BOISE ST,12,100.0,0,120,70.0,43.3,80.0,10,11,463,100.0,100.0,96.9,5,25,4,900,0,0,3,900,488,488,610,285,412,2
Mason Brooks,81938,T,W KENTUCKY,12,100.0,1,346,70.8,74.3,68.4,1,12,618,100.0,100.0,98.6,7,15,2,899,0,0,0,899,655,655,1,895,244,1
Gabe Blair,145323,G,N TEXAS,12,100.0,0,251,60.0,61.6,57.4,1,11,353,100.0,100.0,98.3,1,12,0,899,0,899,0,899,381,381,0,0,518,0
Zion Nelson,98239,T,MIAMI FL,12,100.0,0,220,73.3,85.3,65.0,3,9,533,100.0,100.0,98.3,5,15,3,898,0,0,892,898,568,568,0,0,330,5
Demytrick Ali'ifua,41289,G,UTAH ST,12,100.0,0,329,51.4,51.1,50.0,9,10,448,100.0,100.0,97.4,4,21,2,897,50,845,0,897,482,482,1,0,415,0
Bernhard Raimann,77948,T,C MICHIGAN,12,100.0,1,134,94.6,88.7,94.6,3,6,456,100.0,100.0,98.8,4,10,1,895,0,1,890,895,475,475,0,0,420,3
Adam Korutz,44467,G,COLO STATE,12,100.0,1,144,58.9,56.8,56.8,4,13,465,100.0,100.0,97.3,2,21,4,894,0,0,0,894,482,482,889,0,412,0
Jamezz Kimbrough,55052,C,C MICHIGAN,12,100.0,0,134,64.3,63.7,64.4,2,13,456,100.0,100.0,97.9,3,17,2,894,894,0,0,894,475,475,0,0,419,0
Jack Wohlabaugh,41710,C,DUKE,12,100.0,0,154,78.0,76.7,78.1,2,3,439,100.0,100.0,99.2,6,6,1,893,893,0,0,893,466,466,0,0,427,0
Dylan Couch,41390,G,TULSA,12,100.0,2,320,65.0,72.2,63.9,3,7,415,100.0,100.0,98.3,7,12,2,885,0,271,0,885,451,451,614,0,434,0
Matt Dale,98648,T,MEMPHIS,12,100.0,0,218,60.0,60.8,65.7,4,26,512,100.0,100.0,96.5,10,33,3,885,0,0,0,885,549,549,0,885,336,0
Barry Wesley,52018,T,COLO STATE,12,100.0,0,144,72.8,61.0,76.1,4,14,454,100.0,100.0,97.8,2,19,1,884,0,193,418,884,471,471,19,254,413,0
Gus Hartwig,129814,C,PURDUE,12,100.0,1,273,65.6,72.8,61.3,0,10,560,100.0,100.0,98.6,4,13,3,883,882,0,0,883,582,582,0,0,301,1
Jack Klenk,45097,G,BUFFALO,12,100.0,0,126,56.7,62.8,54.3,5,8,380,100.0,100.0,97.8,3,15,2,881,0,127,0,881,415,415,754,0,466,0
Alfred Edwards III,60190,T,UTAH ST,11,100.0,0,329,58.5,70.5,48.7,4,14,446,100.0,100.0,97.8,3,19,1,881,0,0,880,881,478,478,0,0,403,1
Dylan Parham,60953,G,MEMPHIS,12,100.0,0,218,78.8,84.5,79.2,2,8,509,100.0,100.0,99.0,4,10,0,881,0,0,0,881,545,545,881,0,336,0
Navaughn Donaldson,59848,G,MIAMI FL,12,100.0,1,220,65.9,74.3,61.3,1,10,520,100.0,100.0,98.7,5,12,1,877,10,722,0,877,555,555,145,0,322,0
Tyler Witt,40256,G,PURDUE,12,100.0,0,273,63.4,71.9,58.2,0,14,553,100.0,100.0,98.4,2,16,2,876,0,0,1,876,575,575,874,0,301,1
Leroy Thomas,81786,G,DOMINION,12,100.0,0,263,63.3,56.1,65.4,4,23,438,100.0,100.0,96.0,5,31,4,876,0,20,0,876,455,455,856,0,421,0
Nick Saldiveri,81785,T,DOMINION,12,100.0,1,263,80.7,78.4,77.3,2,12,437,100.0,100.0,97.5,1,18,4,876,0,0,0,876,454,454,20,851,422,5
John Ojukwu,58530,T,BOISE ST,12,100.0,0,120,70.1,81.6,60.1,3,13,459,100.0,100.0,97.4,1,20,4,875,0,0,869,875,484,484,3,0,391,3
Avery Jones,77352,C,E CAROLINA,12,100.0,0,156,59.6,61.2,61.3,3,13,457,100.0,100.0,97.6,7,19,3,874,874,0,0,874,478,478,0,0,396,0
Gabe Wallace,77535,G,BUFFALO,12,100.0,1,126,67.4,64.8,66.5,2,12,388,100.0,100.0,97.9,2,15,1,873,0,774,2,873,423,423,0,97,450,0
Scott Lashley,40723,T,MISS STATE,12,100.0,5,227,56.8,63.6,60.4,5,23,648,100.0,100.0,96.8,16,35,7,872,0,0,0,872,680,680,0,872,192,0
Nolan Potter,77521,T,N ILLINOIS,12,100.0,0,254,78.9,65.9,78.3,1,7,331,100.0,100.0,98.2,2,10,2,868,0,0,0,868,349,349,1,862,519,5
Orlando Umana,60185,C,OLE MISS,11,100.0,1,226,70.9,70.9,72.1,0,15,432,100.0,100.0,98.0,7,16,1,867,750,0,0,867,456,456,117,0,411,0
Spencer Anderson,81719,T,MARYLAND,12,100.0,2,215,64.9,86.0,56.3,0,9,495,100.0,100.0,98.9,4,10,1,866,301,0,0,866,520,520,0,564,346,1
Brayden Patton,40463,C,N ILLINOIS,12,100.0,0,254,64.1,69.8,62.5,0,1,331,100.0,100.0,99.8,4,1,0,865,865,0,0,865,349,349,0,0,516,0
Chris Glaser,62780,G,VIRGINIA,12,100.0,0,335,72.3,69.2,74.6,0,15,593,100.0,100.0,98.1,1,19,4,864,6,0,0,864,624,624,857,1,240,0
Liam Jimmons,44413,G,USC,12,100.0,0,326,80.3,80.6,83.4,1,9,474,100.0,100.0,98.9,7,10,0,863,0,0,0,863,513,513,863,0,350,0
Juice Scruggs,81800,G,PENN STATE,12,100.0,1,266,68.2,67.8,68.9,4,13,513,100.0,100.0,98.0,4,19,2,863,176,0,0,863,537,537,685,2,326,0
Isaac Weaver,41945,C,DOMINION,12,100.0,1,263,53.9,59.0,51.9,3,9,431,100.0,100.0,97.9,7,15,3,861,614,73,171,861,448,448,3,0,413,0
Sean Rhyan,72009,T,UCLA,12,99.8,0,324,83.9,75.5,86.1,3,9,424,99.5,99.6,98.3,6,13,1,860,0,1,776,862,451,453,2,0,409,82
Logan Zschernitz,100262,G,N ILLINOIS,12,100.0,0,254,66.8,59.4,69.0,3,4,328,100.0,100.0,98.9,6,7,0,860,0,0,0,860,345,345,842,1,515,17
Javon Foster,81748,T,MISSOURI,12,100.0,3,229,81.9,70.9,83.5,2,14,441,100.0,100.0,98.0,7,17,1,860,0,0,857,860,470,470,0,0,390,3
Michael Maietti,40939,C,MISSOURI,12,100.0,0,229,90.3,81.9,91.3,3,3,441,100.0,100.0,98.9,4,8,2,860,860,0,0,860,470,470,0,0,390,0
Spencer Holstege,101600,G,PURDUE,12,100.0,0,273,64.8,71.8,59.4,1,12,538,100.0,100.0,98.4,0,15,2,859,0,857,0,859,559,559,0,0,300,2
Kyle Hergel,87427,G,TEXAS ST,12,100.0,0,314,86.2,81.8,88.6,2,6,449,100.0,100.0,98.9,2,9,1,859,0,4,0,859,477,477,855,0,382,0
Cole Birmingham,99427,T,OKLA STATE,12,100.0,1,262,64.7,68.2,63.5,5,11,381,100.0,100.0,96.9,8,20,4,858,0,0,786,858,410,410,71,0,448,1
Mason Lunsford,98422,G,MARYLAND,12,100.0,0,215,63.6,57.2,65.0,1,11,485,100.0,100.0,97.9,6,16,4,856,0,856,0,856,507,507,0,0,349,0
Dre Doiron,130405,T,BUFFALO,12,100.0,1,126,57.6,26.0,70.8,6,27,364,100.0,100.0,94.6,3,36,3,855,0,0,0,855,399,399,0,853,456,2
Abraham Delfin,59808,C,LA TECH,12,100.0,0,208,61.0,55.8,62.9,1,12,481,100.0,100.0,98.2,3,15,2,855,855,0,0,855,506,506,0,0,349,0
Bence Polgar,98083,C,BUFFALO,12,100.0,0,126,50.0,68.8,44.3,0,8,370,100.0,100.0,98.9,2,8,0,852,852,0,0,852,401,401,0,0,451,0
Brad Cecil,86862,C,USF,12,100.0,0,327,63.1,70.6,61.3,2,5,419,100.0,100.0,98.7,5,9,2,851,851,0,0,851,440,440,0,0,411,0
Shea Baker,52215,C,RICE,12,100.0,1,275,70.1,64.1,72.8,1,6,400,100.0,100.0,98.6,7,9,2,849,664,0,0,849,426,426,184,0,423,0
Demetris Harris,52295,G,USF,12,100.0,0,327,60.0,83.7,51.7,2,2,419,100.0,100.0,99.3,0,5,1,847,0,847,0,847,440,440,0,0,407,0
Tyler Orsini,101264,C,NEVADA,12,100.0,0,239,64.6,63.1,64.9,3,18,580,100.0,100.0,97.3,3,26,5,846,846,0,0,846,613,613,0,0,233,0
Liam Shanahan,108697,C,LSU,12,100.0,1,211,66.7,78.9,61.5,1,9,500,100.0,100.0,98.6,4,12,2,845,845,0,0,845,517,517,0,0,328,0
Johari Branch,63466,G,MARYLAND,12,100.0,1,215,61.7,72.7,60.0,0,7,474,100.0,100.0,99.1,5,8,1,844,11,26,0,844,499,499,807,0,345,0
Aaron Frost,82350,T,NEVADA,12,100.0,0,239,66.5,54.1,82.7,8,32,576,100.0,100.0,95.8,11,44,4,842,0,0,0,842,610,610,6,836,232,0
Anderson Hardy,81549,T,APP STATE,12,100.0,1,108,54.3,61.2,53.7,2,10,379,100.0,100.0,97.6,6,15,3,842,0,0,839,842,398,398,0,0,444,1
Ivory Scott,98699,G,ARK STATE,12,100.0,0,113,62.8,68.7,59.4,3,14,553,100.0,100.0,97.9,4,20,3,841,0,461,1,841,584,584,379,0,257,0
Marques Cox,77518,T,N ILLINOIS,12,100.0,2,254,66.7,59.7,68.5,3,8,317,100.0,100.0,97.9,9,12,1,839,0,0,832,839,335,335,0,0,504,7
Tyler Steen,81921,T,VANDERBILT,12,100.0,1,333,66.0,59.9,68.7,0,10,466,100.0,100.0,97.9,5,15,5,838,0,0,835,838,490,490,0,1,348,1
James Gmiter,76932,G,W VIRGINIA,12,100.0,0,343,69.5,72.9,67.3,5,10,466,100.0,100.0,98.0,1,17,2,836,13,823,0,836,487,487,0,0,349,0
Desmond Noel,41776,G,FAU,12,100.0,0,165,67.8,64.9,67.4,0,14,446,100.0,100.0,97.3,3,19,5,836,0,835,0,836,467,467,0,0,369,1
Evan Neal,99063,T,ALABAMA,12,100.0,0,103,85.3,83.5,79.9,2,7,484,100.0,100.0,98.9,1,10,1,836,0,0,835,836,503,503,0,0,333,0
Charlie Schmidt,81772,G,NWESTERN,12,100.0,0,256,68.8,47.7,74.6,7,11,417,100.0,100.0,97.1,4,21,3,835,258,0,0,835,437,437,577,0,398,0
Ashton Gist,122182,G,CHARLOTTE,12,100.0,2,136,57.6,47.1,61.5,3,18,426,100.0,100.0,97.3,8,22,1,835,67,0,0,835,460,460,767,1,375,0
Nick Weber,59684,C,FAU,12,100.0,0,165,70.9,74.5,70.5,2,8,446,100.0,100.0,98.2,4,13,3,835,835,0,0,835,466,466,0,0,369,0
Pat Bartlett,55191,G,GA STATE,12,100.0,0,175,66.9,55.5,69.2,3,8,340,100.0,100.0,98.1,5,12,1,834,0,0,0,834,357,357,832,0,477,0
Zach Frazier,123419,C,W VIRGINIA,12,100.0,0,343,78.5,76.2,80.4,3,7,463,100.0,100.0,98.9,4,10,0,834,834,0,0,834,483,483,0,0,351,0
Keydrell Lewis,154704,T,LA MONROE,12,100.0,0,209,37.7,14.6,49.1,7,24,416,100.0,100.0,95.1,3,36,5,834,0,99,0,834,446,446,0,735,388,0
Hayden Howerton,60052,G,SMU,12,100.0,0,287,70.3,77.2,66.9,2,6,471,100.0,100.0,98.9,1,9,1,834,26,691,1,834,492,492,116,0,342,0
Matthew Bedford,101579,G,INDIANA,12,100.0,0,190,64.9,68.3,65.1,5,10,447,100.0,100.0,97.7,4,18,3,834,0,178,29,834,475,475,552,75,359,0
Travis Glover,81658,T,GA STATE,12,100.0,1,175,65.5,51.5,67.4,5,6,340,100.0,100.0,97.5,4,14,3,834,0,70,764,834,357,357,0,0,477,0
Will Ulmer,41256,T,MARSHALL,12,100.0,2,214,78.0,74.9,81.0,3,10,471,100.0,100.0,98.0,7,16,3,833,0,0,833,833,492,492,0,0,341,0
Marcus McKethan,60811,G,N CAROLINA,12,100.0,1,245,75.9,87.1,71.3,1,6,452,100.0,100.0,99.0,5,8,1,833,0,0,0,833,484,484,833,0,349,0
Alex Mollette,40437,C,MARSHALL,12,100.0,0,214,76.5,82.8,72.4,0,0,471,100.0,100.0,100.0,2,0,0,832,832,0,0,832,492,492,0,0,340,0
Ethan Miner,98068,G,ARK STATE,11,100.0,0,113,60.2,68.1,52.1,8,18,559,100.0,100.0,97.3,0,28,2,831,383,447,0,831,590,590,0,0,241,1
Malik Sumter,55194,C,GA STATE,12,100.0,1,175,75.2,62.2,76.3,1,2,340,100.0,100.0,99.0,2,5,2,831,781,50,0,831,357,357,0,0,474,0
Nathan Eldridge,45657,C,OREGON ST,12,100.0,0,265,81.6,64.2,85.1,3,9,351,100.0,100.0,98.3,4,12,0,830,830,0,0,830,379,379,0,0,451,0
Joshua Gray,98252,T,OREGON ST,12,100.0,1,265,79.1,56.9,85.4,8,13,351,100.0,100.0,96.7,5,22,1,830,0,0,830,830,379,379,0,0,451,0
Emil Ekiyor,81540,G,ALABAMA,12,100.0,0,103,66.8,73.2,66.3,2,14,481,100.0,100.0,98.3,5,16,0,829,0,0,0,829,500,500,828,0,329,0
Peter Skoronski,129737,T,NWESTERN,12,100.0,0,256,83.8,84.3,78.2,6,12,416,100.0,100.0,97.4,3,20,2,828,0,0,828,828,436,436,0,0,392,0
Jarrett Patterson,81775,C,NOTRE DAME,12,100.0,2,258,81.6,85.8,82.7,1,8,430,100.0,100.0,99.0,9,9,0,827,827,0,0,827,452,452,0,0,375,0
Marcellus Johnson,77529,T,E MICHIGAN,12,100.0,0,160,64.3,69.0,57.4,4,12,471,100.0,100.0,97.2,1,21,5,825,0,0,825,825,485,485,0,0,340,0
Cooper Hodges,81548,T,APP STATE,12,99.9,1,108,82.9,72.9,84.3,3,3,378,99.7,99.7,99.2,5,6,0,825,0,0,0,826,397,398,0,822,428,2
Brian Dooley,77531,T,E MICHIGAN,12,100.0,0,160,70.1,66.7,68.6,5,6,475,100.0,100.0,98.4,1,13,2,825,0,0,0,825,489,489,0,825,336,0
Logan Langemeier,108708,C,GA SOUTHRN,12,100.0,0,174,64.3,63.9,65.8,4,7,327,100.0,100.0,98.0,6,12,1,825,825,0,0,825,341,341,0,0,484,0
Baer Hunter,44512,C,APP STATE,12,100.0,2,108,80.2,77.4,80.4,0,4,379,100.0,100.0,99.5,6,4,0,824,824,0,0,824,398,398,0,0,426,0
Johnathan Bass,83920,T,GA STATE,12,100.0,0,175,58.7,43.6,63.5,4,17,338,100.0,100.0,94.5,2,29,8,824,0,0,0,824,354,354,2,820,470,1
Grant Gibson,57005,C,NC STATE,12,100.0,1,248,67.6,69.9,74.8,3,14,477,100.0,100.0,97.8,13,19,2,823,823,0,0,823,501,501,0,0,322,0
Josh Lugg,59982,T,NOTRE DAME,12,100.0,1,258,81.0,76.7,83.1,2,14,430,100.0,100.0,97.0,6,21,5,821,0,0,0,821,452,452,0,821,369,0
Nick Brahms,58514,C,AUBURN,12,100.0,1,115,61.2,64.0,61.1,2,6,453,100.0,100.0,98.7,5,10,2,821,821,0,0,821,474,474,0,0,347,0
Patrick Paul,101019,T,HOUSTON,12,100.0,0,182,76.2,85.5,71.2,2,7,438,100.0,100.0,98.5,8,11,2,820,0,0,820,820,463,463,0,0,357,0
Braeden Daniels,81891,T,UTAH,12,100.0,1,328,87.0,69.0,90.4,1,9,390,100.0,100.0,98.7,3,10,0,820,0,146,0,820,412,412,0,674,408,0
Brodarious Hamm,58518,T,AUBURN,12,100.0,0,115,70.1,69.2,66.0,3,18,452,100.0,100.0,97.7,1,21,0,820,0,0,0,820,473,473,0,819,347,1
Donovan Jennings,86861,T,USF,12,100.0,4,327,68.8,82.6,59.7,0,11,407,100.0,100.0,97.9,9,14,3,819,0,0,813,819,427,427,0,0,392,4
Brandon Yates,99423,T,W VIRGINIA,12,100.0,0,343,61.0,58.3,60.0,10,14,454,100.0,100.0,96.7,3,27,3,819,0,0,819,819,475,475,0,0,344,0
Ikem Ekwonu,98286,T,NC STATE,12,100.0,0,248,91.6,78.3,93.8,0,10,476,100.0,100.0,98.3,4,13,3,819,0,0,819,819,500,500,0,0,319,0
Nous Keobounnam,41631,G,OREGON ST,12,100.0,0,265,73.2,63.2,75.6,2,13,347,100.0,100.0,97.8,4,15,0,819,0,0,0,819,375,375,819,0,444,0
Alex Akingbulu,40634,T,FRESNO ST,12,100.0,1,169,66.7,71.0,64.7,1,17,500,100.0,100.0,97.6,5,21,3,818,0,0,0,818,527,527,0,818,291,0
Kody Russey,41726,C,HOUSTON,12,100.0,0,182,75.0,82.8,72.8,1,7,438,100.0,100.0,98.9,7,9,1,818,818,0,0,818,463,463,0,0,355,0
Kamaar Bell,99073,G,FAU,12,100.0,1,165,55.3,53.7,53.6,3,9,434,100.0,100.0,96.3,1,22,10,817,0,0,1,817,455,455,816,0,362,0
Conner Olson,41504,G,MINNESOTA,12,100.0,1,225,74.4,78.6,72.3,1,3,282,100.0,100.0,98.9,2,5,1,817,0,816,0,817,308,308,0,0,509,1
Clark Barrington,81598,G,BYU,12,100.0,0,128,84.3,87.4,83.4,0,8,384,100.0,100.0,99.0,1,8,0,817,0,816,0,817,402,402,0,0,415,0
JaChai Baker,44606,T,S ALABAMA,12,100.0,0,288,54.3,62.3,48.9,2,25,453,100.0,100.0,95.9,6,32,5,817,0,0,817,817,470,470,0,0,347,0
Dennis Bardwell,59720,T,HOUSTON,12,100.0,0,182,72.2,74.4,65.8,5,14,436,100.0,100.0,96.9,0,23,4,817,0,0,0,817,461,461,0,817,356,0
Nick Ford,60183,C,UTAH,12,100.0,0,328,73.2,62.7,75.7,3,5,389,100.0,100.0,99.0,4,8,0,817,610,206,0,817,411,411,1,0,406,0
Blake Freeland,102844,T,BYU,12,100.0,0,128,78.5,91.9,72.2,1,3,384,100.0,100.0,99.2,5,5,1,817,0,0,816,817,402,402,0,0,415,0
Jacob Gideon,72705,G,W MICHIGAN,12,100.0,0,347,77.7,82.9,81.3,1,4,374,100.0,100.0,98.5,12,8,3,817,12,673,0,817,402,402,132,0,415,0
Ethan Wiederkehr,59969,T,NWESTERN,12,100.0,1,256,70.8,71.1,69.1,2,11,410,100.0,100.0,96.7,4,20,7,817,0,0,0,817,430,430,5,810,387,2
John Michael Schmitz Jr.,55238,C,MINNESOTA,12,100.0,0,225,87.3,80.8,86.2,0,5,282,100.0,100.0,99.1,3,5,0,816,816,0,0,816,308,308,0,0,508,0
Hunter Kelly,41892,C,CHARLOTTE,12,100.0,1,136,47.1,45.2,47.0,3,19,417,100.0,100.0,96.9,5,24,2,816,782,0,0,816,450,450,34,0,366,0
Demontrey Jacobs,56619,T,USF,12,100.0,0,327,62.2,61.0,59.4,5,21,404,100.0,100.0,96.5,0,27,1,816,0,0,0,816,424,424,0,813,392,0
Nathan Monnin,60930,G,KENT STATE,11,100.0,2,201,69.6,59.7,72.8,0,8,354,100.0,100.0,98.3,8,10,2,816,0,0,0,816,384,384,814,0,432,1
Christian Haynes,77339,G,UCONN,12,100.0,1,146,72.0,76.2,71.3,2,7,477,100.0,100.0,98.6,2,11,2,815,0,0,0,815,508,508,814,0,307,0
Mose Vavao,74174,G,FRESNO ST,12,100.0,1,169,54.5,59.3,48.5,1,15,493,100.0,100.0,98.4,2,16,0,814,11,422,0,814,520,520,380,0,294,1
Myron Cunningham,33168,T,ARKANSAS,12,100.0,0,111,70.5,68.7,69.7,4,7,343,100.0,100.0,97.8,4,13,2,814,0,0,811,814,361,361,0,0,453,1
Sam Schlueter,41640,T,MINNESOTA,12,99.6,0,225,59.4,60.8,57.4,3,9,279,98.9,99.0,96.8,4,15,3,814,0,0,666,817,305,308,0,0,509,151
Dalton Cooper,98482,T,TEXAS ST,12,100.0,1,314,85.3,71.4,90.1,7,21,424,100.0,100.0,96.0,7,31,3,814,0,0,810,814,450,450,0,2,364,2
Jacob Gall,55024,C,BAYLOR,12,100.0,0,118,82.8,78.5,81.6,1,5,343,100.0,100.0,99.1,2,6,0,813,813,0,0,813,353,353,0,0,460,0
Marcus Minor,59831,G,PITTSBURGH,11,100.0,0,268,70.1,74.1,71.0,1,11,475,100.0,100.0,98.3,5,14,2,812,0,811,0,812,503,503,1,0,309,0
Shane Vallot,81704,C,LA LAFAYET,12,100.0,0,207,72.6,64.1,73.2,2,6,380,100.0,100.0,98.4,4,10,2,811,811,0,0,811,398,398,0,0,413,0
Clay Servin,75871,T,RICE,12,100.0,1,275,51.5,49.9,49.9,3,18,392,100.0,100.0,96.3,2,25,4,811,0,1,810,811,418,418,0,0,393,0
