player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
T.K. Chimedza,76883,DI,GA TECH,8,0,0,176,52.7,0,0,67,100.0,0.0,0,0,0.0,0,72,72,0,0,53.9,0,0,17,100.0,0.0,0,0.0,0,18,18,0
Aaron Faumui,76885,DI,VIRGINIA,10,0,0,335,63.0,2,8,253,99.6,5.5,14,4,3.6,4,270,269,14,0,66.0,2,6,118,100.0,10.2,12,5.9,3,129,129,11
Nesta Jade Silvera,76888,DI,ARIZONA ST,12,3,0,110,64.8,5,14,297,99.4,5.7,17,1,3.9,2,313,311,21,1,61.2,2,7,118,99.2,8.5,10,4.7,1,124,123,10
Jordan Miller,76890,DI,MIAMI FL,12,0,0,220,67.1,0,3,94,100.0,8.5,8,0,3.7,2,95,95,5,0,61.6,0,1,22,100.0,9.1,2,6.8,1,23,23,2
Lwal Uguak,76898,ED,TCU,11,0,0,305,56.1,1,3,89,100.0,4.5,4,0,2.2,0,91,91,4,0,68.7,1,0,17,100.0,11.8,2,2.9,0,17,17,1
Randy Charlton,76902,ED,MISS STATE,12,0,0,227,54.1,1,13,251,95.7,4.0,10,0,4.0,3,277,265,17,0,58.1,1,8,88,94.2,8.0,7,7.4,2,103,97,11
Tyrese Black,76906,DI,LA MONROE,4,0,0,209,56.1,0,0,19,100.0,0.0,0,1,0.0,0,19,19,0,0,57.7,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Moro Ojomo,76927,DI,TEXAS,11,0,1,311,85.3,1,18,173,100.0,16.2,28,3,8.4,5,182,182,24,0,80.1,1,8,52,100.0,17.3,9,14.4,3,55,55,12
Keondre Coburn,76928,DI,TEXAS,12,0,0,311,80.2,2,22,218,100.0,12.8,28,3,7.3,4,231,231,28,0,79.8,2,11,76,100.0,17.1,13,11.2,2,80,80,15
Dante Stills,76937,DI,W VIRGINIA,12,0,0,343,71.8,4,21,318,100.0,12.3,39,1,5.5,5,334,334,30,0,78.0,1,4,77,100.0,18.2,14,8.4,4,81,81,9
Jaylon Hutchings,76940,DI,TEXAS TECH,12,0,0,315,72.0,6,22,335,99.7,7.5,25,0,4.8,2,360,359,30,0,77.9,4,8,121,100.0,11.6,14,6.6,2,134,134,14
Karl Brooks,76941,ED,BOWL GREEN,12,3,2,122,91.4,7,44,341,99.5,20.5,70,3,11.0,12,365,363,63,1,91.1,2,26,136,100.0,30.9,42,16.2,8,141,141,36
Andre Carter,76957,ED,W MICHIGAN,12,1,0,347,90.1,17,30,350,96.1,17.4,61,12,8.7,7,384,369,54,1,90.7,9,19,128,99.3,27.3,35,13.3,3,139,138,31
Braden Fiske,76958,DI,W MICHIGAN,12,3,0,347,80.3,5,35,373,99.2,10.5,39,5,7.5,8,395,392,48,0,79.7,2,18,130,98.6,14.6,19,10.8,4,141,139,24
Jeffrey Griffin Jr.,76961,DI,N ILLINOIS,11,0,0,254,54.7,0,0,47,100.0,0.0,0,0,0.0,0,50,50,0,0,55.6,0,0,11,100.0,0.0,0,0.0,0,12,12,0
Habakkuk Baldonado,76972,ED,PITTSBURGH,9,1,1,268,69.6,7,15,198,98.6,13.1,26,4,6.6,2,211,208,24,0,64.5,2,11,89,98.9,16.9,15,8.4,1,93,92,14
Amir Siddiq,76973,ED,CHARLOTTE,12,0,3,136,84.3,5,26,298,95.8,13.4,40,5,6.9,5,330,316,36,0,90.5,1,13,92,95.1,21.7,20,12.0,4,103,98,18
LaQuan Johnson Jr.,76978,ED,C MICHIGAN,6,0,0,134,62.1,2,11,123,99.2,10.6,13,1,6.9,2,129,128,15,0,61.1,1,6,69,98.6,11.6,8,6.5,1,72,71,8
Kylen McCracken,76980,DI,OHIO,12,0,0,259,53.5,0,3,72,100.0,2.8,2,0,2.1,0,74,74,3,0,56.0,0,2,23,100.0,4.3,1,4.3,0,23,23,2
Bryce Stai,76986,ED,OHIO,1,0,0,259,66.2,0,1,3,100.0,33.3,1,0,16.7,0,3,3,1,0,64.5,0,1,1,100.0,100.0,1,50.0,0,1,1,1
David Green,76988,DI,PITTSBURGH,12,1,0,268,57.9,1,4,220,99.6,3.2,7,0,2.5,3,235,234,8,1,58.5,1,2,80,98.9,5.0,4,4.4,2,87,86,5
Logan Hawkins,76989,DI,AKRON,7,0,0,102,56.1,0,1,57,98.4,0.0,0,0,2.6,1,64,63,2,0,59.2,0,1,17,100.0,0.0,0,8.8,1,19,19,2
Darnell Jefferies,76999,DI,MINNESOTA,12,0,0,225,56.5,0,5,83,100.0,2.4,2,0,3.0,0,90,90,5,0,53.1,0,1,26,100.0,0.0,0,1.9,0,30,30,1
Khris Banks,77000,ED,BOSTON COL,11,1,0,121,65.4,1,4,92,100.0,5.4,5,3,3.8,1,101,101,6,1,69.4,0,2,32,100.0,12.5,4,3.1,0,35,35,2
Jaxon Player,77002,DI,BAYLOR,12,1,1,118,60.0,1,6,154,100.0,3.9,6,1,2.9,1,159,159,8,0,63.4,1,1,45,100.0,6.7,3,4.4,1,47,47,3
Darren Brown,77004,DI,SMU,6,0,0,287,55.4,0,1,27,100.0,0.0,0,0,1.9,0,28,28,1,0,56.6,0,1,6,100.0,0.0,0,8.3,0,6,6,1
Terrance Newman,77005,DI,SMU,11,0,0,287,56.4,1,2,127,100.0,2.4,3,3,1.2,0,133,133,3,0,55.1,0,1,36,100.0,2.8,1,1.4,0,37,37,1
Jordan Kelley,77009,DI,OKLAHOMA,12,0,0,261,71.6,3,12,190,100.0,11.1,21,2,5.5,3,202,202,18,0,73.2,1,9,60,100.0,20.0,12,10.0,1,65,65,11
Samuela Tuihalamaka,77013,DI,OKLA STATE,12,0,0,262,57.6,0,2,123,100.0,2.4,3,0,1.6,1,128,128,3,0,57.7,0,1,37,100.0,2.7,1,4.1,1,38,38,2
Amadou Fofana,77014,ED,COAST CAR,10,0,0,141,65.4,2,1,57,98.3,12.3,7,0,4.4,1,58,57,4,0,63.2,1,0,18,100.0,16.7,3,8.3,1,18,18,2
Isaiah Lee,77016,DI,IOWA STATE,12,0,0,193,61.2,0,12,234,99.6,4.3,10,3,2.6,0,247,246,12,0,59.2,0,3,48,100.0,6.3,3,3.1,0,49,49,3
Jaylen Pickle,77022,ED,KANSAS ST,12,1,0,199,56.3,1,7,122,100.0,4.1,5,1,4.1,1,128,128,9,0,53.4,0,2,16,100.0,6.3,1,6.3,0,17,17,2
Jahlil Taylor,77023,DI,N CAROLINA,1,0,0,245,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Eddie Wilson,77027,DI,KANSAS,12,0,0,198,56.1,3,2,141,100.0,2.8,4,1,1.8,0,144,144,5,0,65.1,1,1,37,100.0,10.8,4,2.7,0,38,38,2
Realus George Jr.,77029,DI,MISSOURI,12,0,0,229,72.8,2,11,117,99.2,12.0,14,0,6.4,1,120,119,14,0,77.8,1,8,34,100.0,26.5,9,16.2,1,36,36,10
Amari Gainer,77091,LB,FLORIDA ST,5,0,0,167,97.4,0,0,1,2.6,100.0,1,1,100.0,1,38,1,1,0,97.4,0,0,1,5.6,100.0,1,100.0,1,18,1,1
Yasir Abdullah,77100,ED,LOUISVILLE,12,3,1,210,90.8,14,29,271,78.3,17.3,47,4,11.3,9,369,289,52,1,91.3,5,10,86,83.9,30.2,26,15.7,6,112,94,21
Joe Sparacio,77102,LB,E MICHIGAN,12,0,0,160,57.9,1,9,40,12.8,5.0,2,4,15.0,1,321,41,11,0,56.3,0,6,17,16.8,11.8,2,17.6,0,107,18,6
Hugh Davis,77103,LB,LA TECH,12,1,0,208,63.9,1,5,62,18.4,8.1,5,0,8.1,2,343,63,8,0,68.0,1,4,20,16.7,15.0,3,17.5,1,120,20,6
Jacorey Johns,77105,ED,WAKE,12,0,0,339,64.5,1,15,166,69.9,7.8,13,0,5.4,1,249,174,17,0,70.6,1,12,47,92.5,14.9,7,13.8,0,53,49,13
Ryan Smenda Jr.,77106,LB,WAKE,11,0,0,339,75.4,2,16,52,13.1,17.3,9,0,19.2,1,397,52,19,0,75.5,1,4,23,22.3,21.7,5,15.2,1,103,23,6
Juan Wallace,77110,LB,KENT STATE,10,0,0,201,55.5,0,0,21,19.0,0.0,0,0,4.8,1,116,22,1,0,52.9,0,0,7,23.3,0.0,0,0.0,0,30,7,0
Matthew Flint,77114,LB,W KENTUCKY,4,0,0,346,61.3,0,1,5,13.2,20.0,1,0,10.0,0,38,5,1,0,54.6,0,1,3,25.0,0.0,0,16.7,0,12,3,1
Jordan Domineck,77116,ED,ARKANSAS,12,0,0,111,71.2,1,9,150,100.0,10.7,16,1,7.3,6,165,165,16,0,70.4,0,6,53,100.0,9.4,5,13.2,4,59,59,10
Shaka Heyward,77120,LB,DUKE,12,1,0,154,63.1,1,10,58,13.7,6.9,4,3,14.7,3,466,64,14,0,57.6,0,6,35,23.7,5.7,2,14.3,2,169,40,8
Rocky Shelton II,77121,LB,DUKE,2,0,0,154,63.7,0,1,1,8.3,100.0,1,0,50.0,0,12,1,1,0,63.7,0,1,1,16.7,100.0,1,50.0,0,6,1,1
Dax Hollifield,77124,LB,VA TECH,11,2,0,337,81.7,3,7,69,18.9,17.4,12,4,8.7,1,402,76,11,0,66.8,1,4,32,20.1,15.6,5,10.9,1,174,35,6
Alan Tisdale,77125,LB,VA TECH,5,0,0,337,57.6,1,1,32,24.5,6.3,2,0,6.3,1,139,34,3,0,67.0,1,1,13,22.8,15.4,2,15.4,1,57,13,3
Keshon Artis,77126,LB,VA TECH,8,0,0,337,61.6,0,1,6,15.4,0.0,0,0,8.3,0,39,6,1,0,66.4,0,1,2,18.2,0.0,0,25.0,0,11,2,1
Payton Wilson,77127,LB,NC STATE,10,1,0,248,70.0,3,19,108,31.8,13.9,15,3,13.0,3,365,116,25,0,66.8,1,7,38,43.5,21.1,8,15.8,2,92,40,10
Calvin Hart Jr.,77128,LB,ILLINOIS,11,0,0,187,52.8,1,3,61,33.8,3.3,2,1,3.3,0,201,68,4,0,53.4,1,2,29,47.8,3.4,1,5.2,0,67,32,3
Patrick Joyner Jr.,77133,ED,UTAH ST,12,1,1,329,66.1,6,14,206,95.7,9.2,19,5,5.8,2,232,222,22,0,60.5,0,3,57,96.9,12.3,7,4.4,1,65,63,4
Mike Jones Jr.,77134,LB,LSU,8,0,0,211,79.6,0,0,20,27.8,0.0,0,1,5.0,1,79,22,1,0,54.4,0,0,4,35.7,0.0,0,0.0,0,14,5,0
DaeSean Winston,77142,S,TEMPLE,9,0,0,306,62.4,1,0,7,9.7,0.0,0,0,7.1,0,72,7,1,0,57.9,0,0,2,6.7,0.0,0,0.0,0,30,2,0
Layton Jordan,77145,ED,TEMPLE,12,1,0,306,68.4,3,29,244,70.1,11.1,27,5,9.4,7,355,249,39,0,70.0,1,20,105,77.7,18.1,19,14.8,5,139,108,26
Ty Van Fossen,77147,LB,CINCINNATI,12,0,0,138,69.8,4,7,23,11.3,17.4,4,1,23.9,0,221,25,11,0,56.0,0,0,3,5.2,0.0,0,0.0,0,58,3,0
Nick Apsey,77150,ED,C MICHIGAN,6,1,0,134,71.1,3,1,20,59.5,5.0,1,1,10.0,0,37,22,4,0,58.3,0,0,2,33.3,0.0,0,0.0,0,6,2,0
Eriq Gilyard,77152,LB,KANSAS,12,0,0,198,56.9,0,1,15,13.6,6.7,1,0,3.3,0,118,16,1,0,61.7,0,0,6,18.2,16.7,1,0.0,0,33,6,0
Jaylon Allen,77156,ED,MEMPHIS,12,1,0,218,64.3,6,18,325,76.5,9.5,31,2,4.6,3,443,339,27,1,65.6,2,11,135,82.8,14.8,20,6.3,2,169,140,15
Grant Sawyer,77158,LB,TULSA,11,0,0,320,53.1,1,7,76,29.6,3.9,3,1,6.6,1,270,80,9,0,53.2,1,3,29,63.8,6.9,2,6.9,0,47,30,4
Justin Wright,77160,LB,TULSA,12,1,0,320,64.1,2,16,83,24.6,9.6,8,0,14.5,3,358,88,21,0,55.9,0,5,34,56.3,11.8,4,7.4,0,64,36,5
Anthony Goodlow,77164,ED,TULSA,12,1,0,320,74.1,3,18,293,100.0,11.6,34,2,4.6,3,311,311,24,0,70.1,0,5,55,100.0,20.0,11,6.4,1,58,58,6
Jimmy Phillips Jr.,77166,LB,SMU,11,0,0,287,64.4,6,7,80,22.5,11.3,9,1,9.4,1,365,82,14,0,69.3,3,5,38,28.8,18.4,7,13.2,1,132,38,9
James Patterson,77169,LB,BUFFALO,12,0,0,126,80.0,0,17,63,15.7,23.8,15,0,18.3,3,433,68,20,0,74.2,0,10,28,20.1,32.1,9,21.4,1,154,31,11
Donavan Mutin,77180,LB,HOUSTON,11,1,0,182,69.2,3,4,17,4.6,5.9,1,1,32.4,2,388,18,9,0,69.0,1,1,4,4.3,0.0,0,50.0,1,117,5,3
Antonio Grier,77185,LB,USF,3,0,0,327,58.7,2,1,8,17.6,0.0,0,1,18.8,0,51,9,3,0,65.1,1,0,3,26.7,0.0,0,16.7,0,15,4,1
Dwayne Boyles,77186,LB,USF,12,0,0,327,65.1,3,8,54,14.5,3.7,2,0,12.0,1,393,57,12,0,62.6,0,2,9,11.2,22.2,2,11.1,0,89,10,2
Gerard Stringer,77188,S,E CAROLINA,11,0,0,156,66.1,3,5,47,12.9,4.3,2,0,12.8,2,365,47,10,0,60.2,0,3,20,22.2,10.0,2,12.5,1,90,20,4
Jireh Wilson,77192,S,E CAROLINA,12,0,0,156,72.7,0,2,20,6.3,20.0,4,0,5.0,0,318,20,2,0,55.8,0,1,3,3.8,0.0,0,16.7,0,79,3,1
DaShaun White,77198,LB,OKLAHOMA,12,2,0,261,78.9,3,6,88,19.2,14.8,13,1,7.4,2,505,97,11,0,74.4,1,4,28,21.4,25.0,7,12.5,1,145,31,6
Byron Vaughns,77206,ED,UTAH ST,10,2,0,329,79.0,11,19,248,94.1,15.7,39,5,6.5,1,288,271,31,0,82.7,3,9,72,94.1,23.6,17,8.3,0,85,80,12
Ben Wilson,77208,LB,WASH STATE,2,0,0,341,69.9,0,1,2,12.5,0.0,0,0,25.0,0,16,2,1,0,,0,0,0,0.0,,0,,0,8,0,0
Jacoby Simpson,77211,LB,E CAROLINA,6,0,0,156,55.6,0,0,4,9.1,0.0,0,0,0.0,0,44,4,0,0,55.6,0,0,4,66.7,0.0,0,0.0,0,6,4,0
Josh Chandler-Semedo,77214,LB,COLORADO,12,0,0,143,66.1,3,4,49,13.4,6.1,3,0,15.3,4,366,49,11,0,57.7,1,2,14,12.7,14.3,2,10.7,0,110,14,3
Gerry Vaughn,77220,LB,IOWA STATE,12,0,1,193,66.5,0,7,49,16.2,8.2,4,1,11.2,2,315,51,9,0,62.8,0,3,21,40.7,14.3,3,7.1,0,54,22,3
Kendell Jackson,77222,LB,IOWA STATE,11,0,0,193,54.5,1,2,21,15.2,0.0,0,0,7.1,0,138,21,3,0,54.3,0,0,4,16.7,0.0,0,0.0,0,24,4,0
Hunter Webb,77225,LB,UCONN,1,0,0,146,60.0,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Nick Allen,77229,LB,KANSAS ST,12,0,0,199,58.4,3,6,39,26.5,10.3,4,0,11.5,0,155,41,9,0,57.0,2,2,18,61.3,5.6,1,11.1,0,31,19,4
Daniel Green,77232,LB,KANSAS ST,11,1,0,199,67.1,2,13,75,25.1,13.3,10,1,10.0,0,303,76,15,1,82.4,0,7,27,50.9,25.9,7,13.0,0,53,27,7
Xavier Benson,77236,LB,OKLA STATE,12,0,0,262,54.9,2,5,52,11.8,5.8,3,1,6.7,0,458,54,7,0,50.4,0,2,8,4.8,12.5,1,12.5,0,165,8,2
Matt Harmon,77244,ED,KENT STATE,6,0,0,201,62.5,0,4,55,98.2,7.3,4,0,3.6,0,57,56,4,0,62.1,0,2,16,94.1,12.5,2,6.3,0,17,16,2
Ryan Selig,77254,LB,W MICHIGAN,12,0,0,347,70.7,3,13,100,26.6,15.0,15,4,10.0,2,399,106,18,0,70.0,1,6,35,28.1,17.1,6,12.9,1,139,39,8
Cortez Hogans,77257,ED,BOISE ST,4,1,0,120,57.8,1,3,50,100.0,2.0,1,0,4.0,0,52,52,4,0,56.9,1,0,14,100.0,7.1,1,3.6,0,14,14,1
Bryce Houston,77265,LB,OHIO,12,0,1,259,83.6,4,11,124,26.8,14.5,18,2,11.7,7,500,134,22,0,88.4,3,7,71,34.1,19.7,14,12.7,4,220,75,14
Keye Thompson,77266,LB,OHIO,12,0,0,259,55.1,6,4,83,17.9,4.8,4,3,7.2,1,480,86,11,0,63.7,3,2,38,17.6,7.9,3,9.2,1,221,39,6
Jack McCrory,77267,ED,OHIO,12,2,0,259,64.5,2,22,346,95.8,4.9,17,0,5.2,6,378,362,30,1,67.1,1,13,148,95.6,8.1,12,7.4,4,160,153,18
Max Michel,77272,ED,BUFFALO,8,0,0,126,64.9,0,3,68,84.1,10.3,7,0,3.7,1,88,74,4,0,63.4,0,2,31,81.4,9.7,3,6.5,1,43,35,3
Vinny DePalma,77273,LB,BOSTON COL,12,0,0,121,55.9,1,6,41,15.7,4.9,2,0,11.0,1,280,44,8,0,53.7,0,3,18,20.0,11.1,2,13.9,1,95,19,4
Zach DiLauro,77276,LB,AKRON,2,0,0,102,60.0,1,0,1,14.3,0.0,0,0,50.0,0,7,1,1,0,,0,0,0,0.0,,0,,0,1,0,0
Jeffery Johnson,77312,DI,OKLAHOMA,12,0,0,261,56.2,0,8,138,100.0,3.6,5,0,2.9,0,147,147,8,0,59.5,0,5,38,100.0,7.9,3,6.6,0,40,40,5
Noah Taylor,77559,ED,N CAROLINA,8,2,0,245,75.3,1,17,192,76.8,15.1,29,0,6.3,3,263,202,21,0,71.8,0,6,59,83.8,20.3,12,10.2,3,74,62,9
Dyontae Johnson,77568,LB,TOLEDO,12,0,0,316,79.9,2,4,48,11.9,20.8,10,3,12.5,3,430,51,9,0,79.7,1,2,16,10.1,31.3,5,21.9,2,159,16,5
Brian Norris,77750,LB,USF,2,0,0,327,46.7,0,1,2,15.4,0.0,0,0,25.0,0,13,2,1,0,47.5,0,1,1,20.0,0.0,0,50.0,0,5,1,1
Abraham Alce,77806,TE,LA MONROE,1,0,0,209,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Sean Michael Flanagan,77812,S,OKLA STATE,11,0,1,262,64.4,0,2,14,5.2,0.0,0,2,7.1,0,343,18,2,0,56.7,0,0,3,2.6,0.0,0,0.0,0,114,3,0
Nate Thompson,77813,S,AKRON,12,0,0,102,76.9,3,2,13,4.3,7.7,1,0,26.9,1,303,13,6,0,58.3,1,1,4,3.6,0.0,0,25.0,0,110,4,2
Malik Dunlap,77814,CB,TEXAS TECH,11,0,2,315,63.9,0,1,6,1.6,16.7,1,2,8.3,0,387,6,1,0,65.7,0,0,1,0.7,100.0,1,0.0,0,141,1,0
Tyler Baker-Williams,77815,CB,NC STATE,6,0,0,248,81.9,1,5,22,12.8,18.2,4,1,18.2,1,180,23,7,0,66.4,0,4,10,18.9,30.0,3,20.0,0,53,10,4
Kendarin Ray,77823,S,TULSA,12,0,0,320,58.0,1,4,15,4.2,6.7,1,1,16.7,0,378,16,5,0,58.2,0,0,1,2.9,0.0,0,0.0,0,69,2,0
Bryson Powers,77824,S,TULSA,12,0,0,320,71.5,1,1,11,3.1,18.2,2,0,18.2,1,352,11,3,0,55.6,0,0,4,6.1,0.0,0,0.0,0,66,4,0
Daiquain Jackson,77826,S,TULSA,10,0,0,320,60.0,0,1,1,1.8,0.0,0,0,50.0,0,56,1,1,0,,0,0,0,0.0,,0,,0,5,0,0
Larry Brooks,77832,S,TULANE,12,0,0,319,60.0,0,0,1,0.3,0.0,0,2,0.0,0,390,1,0,0,,0,0,0,0.0,,0,,0,127,0,0
Macon Clark,77834,S,TULANE,12,0,0,319,63.2,2,6,42,11.0,11.9,5,1,9.5,0,409,45,8,0,52.7,0,2,8,6.0,0.0,0,12.5,0,134,8,2
Patrick Fields,77835,S,STANFORD,10,0,0,300,73.7,0,0,6,2.0,0.0,0,1,33.3,2,294,6,2,0,80.0,0,0,2,1.7,0.0,0,100.0,2,118,2,2
Christian Morgan,77838,S,BAYLOR,10,0,0,118,63.4,0,2,10,3.7,10.0,1,4,10.0,0,271,10,2,0,52.6,0,1,4,3.9,0.0,0,12.5,0,103,4,1
Jason Taylor II,77842,S,OKLA STATE,12,0,0,262,56.5,0,1,5,1.1,0.0,0,0,10.0,0,468,5,1,0,,0,0,0,0.0,,0,,0,167,0,0
Davon Ferguson,77852,CB,BOWL GREEN,2,0,0,122,67.3,1,2,6,9.5,16.7,1,1,41.7,1,63,6,4,0,61.2,1,2,4,14.3,25.0,1,37.5,0,28,4,3
Malcolm Lee,77861,S,BALL ST,12,0,0,117,60.3,0,1,15,3.9,13.3,2,1,3.3,0,409,16,1,0,59.0,0,1,8,9.3,12.5,1,6.3,0,97,9,1
Jalen Hooks,77865,CB,AKRON,9,0,0,102,56.8,0,0,2,1.0,0.0,0,6,0.0,0,204,2,0,0,,0,0,0,0.0,,0,,0,80,0,0
Tayvonn Kyle,78131,CB,IOWA STATE,11,0,0,193,60.0,0,0,1,0.5,0.0,0,1,0.0,0,207,1,0,0,,0,0,0,0.0,,0,,0,33,0,0
Tory Spears,78134,S,TEXAS ST,10,0,0,314,67.9,1,0,11,3.1,0.0,0,1,13.6,1,354,11,2,0,58.2,0,0,2,2.1,0.0,0,0.0,0,95,2,0
DaShon Bussell,78169,CB,W MICHIGAN,1,0,0,347,58.3,0,0,1,4.2,0.0,0,1,0.0,0,24,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Decorian Patterson,78673,CB,MIDDLE TN,12,0,0,224,49.4,0,0,7,1.4,0.0,0,3,0.0,0,501,7,0,0,51.9,0,0,5,3.0,0.0,0,0.0,0,166,5,0
Que Reid,78694,S,JAMES MAD,11,1,0,197,63.6,0,0,9,6.6,0.0,0,1,0.0,0,151,10,0,0,57.3,0,0,2,6.5,0.0,0,0.0,0,46,3,0
Chris Chukwuneke,78703,CB,JAMES MAD,9,0,0,197,61.9,2,3,36,18.2,5.6,2,1,9.7,1,198,36,6,0,59.1,1,3,15,23.1,6.7,1,20.0,1,65,15,5
NaJee Thompson,78869,CB,GA SOUTHRN,11,0,2,174,73.0,1,1,6,2.3,33.3,2,2,16.7,0,256,6,2,0,71.0,0,1,2,2.3,50.0,1,25.0,0,87,2,1
Brodrick Calhoun,78987,CB,LA TECH,7,0,0,208,55.9,0,0,3,4.3,0.0,0,0,0.0,0,69,3,0,0,60.0,0,0,1,3.6,0.0,0,0.0,0,28,1,0
Justin Birdsong,79002,S,GA SOUTHRN,12,0,0,174,67.2,1,0,4,1.6,0.0,0,1,12.5,0,248,4,1,0,,0,0,0,0.0,,0,,0,87,0,0
Teldrick Ross,79003,S,MIDDLE TN,12,0,1,224,76.4,2,0,5,1.0,0.0,0,5,20.0,0,495,5,2,0,66.0,1,0,3,1.8,0.0,0,16.7,0,165,3,1
Cincere Mason,79045,S,KANSAS ST,11,0,0,199,54.3,0,1,4,2.2,0.0,0,0,12.5,0,180,4,1,0,56.6,0,1,2,6.9,0.0,0,25.0,0,29,2,1
Francis Meehan,79071,S,JAMES MAD,11,0,0,197,58.3,0,0,3,1.9,0.0,0,0,0.0,0,155,3,0,0,,0,0,0,0.0,,0,,0,60,0,0
Mari Wingard,79076,CB,GA SOUTHRN,2,0,0,174,60.0,0,0,1,10.0,0.0,0,0,0.0,0,10,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Quae Drake,79192,ED,LA MONROE,12,1,0,209,57.3,3,5,177,63.1,4.0,7,0,2.3,0,290,183,8,0,54.0,1,2,59,79.2,5.1,3,2.5,0,77,61,3
Steven Shaw,79205,DI,LA TECH,2,0,0,208,55.3,0,1,10,100.0,0.0,0,0,5.0,0,10,10,1,0,56.3,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Parker Devine,79211,DI,GA SOUTHRN,12,1,0,174,62.0,0,3,103,100.0,3.9,4,0,2.4,1,105,105,4,1,69.9,0,3,36,100.0,11.1,4,6.9,1,37,37,4
Jorden Starling,79217,ED,MIDDLE TN,12,1,0,224,61.0,1,4,82,98.9,6.1,5,0,3.0,0,88,87,5,0,51.5,0,0,24,96.4,0.0,0,0.0,0,28,27,0
Dillon Springer,79218,ED,GA SOUTHRN,12,1,1,174,55.2,2,9,276,89.0,4.7,13,2,2.0,0,327,291,11,1,56.3,1,3,94,90.4,6.4,6,2.1,0,115,104,4
Quin Williams,79223,ED,GA SOUTHRN,5,1,0,174,76.3,0,8,87,81.7,11.5,10,0,5.7,1,115,94,9,0,72.9,0,3,35,97.6,14.3,5,7.1,1,42,41,4
Michael Taylor,79311,ED,OHIO,4,0,0,259,48.0,0,3,13,92.9,7.7,1,0,11.5,0,14,13,3,0,46.7,0,1,3,100.0,0.0,0,16.7,0,3,3,1
Warren Dabney,79351,DI,W MICHIGAN,12,2,0,347,65.8,1,6,233,100.0,5.6,13,1,1.5,0,247,247,7,0,59.0,0,2,66,100.0,6.1,4,1.5,0,72,72,2
Jordan Branch,79367,DI,MIDDLE TN,8,0,1,224,55.9,0,2,167,99.4,2.4,4,1,0.6,0,177,176,2,0,57.5,0,2,61,98.4,3.3,2,1.6,0,63,62,2
D.J. Jackson,79375,DI,LA TECH,5,0,0,208,57.4,0,0,34,100.0,2.9,1,0,0.0,0,36,36,0,0,55.5,0,0,9,100.0,0.0,0,0.0,0,9,9,0
Quent Titre,79386,DI,RICE,12,0,0,275,62.2,1,9,228,99.6,6.6,15,1,2.6,1,249,248,11,0,58.1,1,4,75,100.0,8.0,6,3.3,0,82,82,5
Josh Carr Jr.,79454,ED,SO MISS,2,0,0,296,59.7,1,1,6,72.7,33.3,2,1,16.7,0,11,8,2,0,54.8,0,1,2,60.0,50.0,1,25.0,0,5,3,1
Mateo Jackson,79503,LB,JAMES MAD,5,0,0,197,55.4,0,1,3,14.8,0.0,0,0,16.7,0,27,4,1,0,56.9,0,0,1,25.0,0.0,0,0.0,0,8,2,0
Chance Bates,79513,LB,E CAROLINA,12,0,0,156,47.4,2,4,32,18.3,3.1,1,0,9.4,0,186,34,6,0,41.8,1,3,11,27.5,0.0,0,18.2,0,40,11,4
Marcus Cushnie,79548,ED,UMASS,12,0,0,216,81.7,8,33,265,99.3,18.5,49,1,10.0,6,283,281,47,0,86.3,7,23,128,100.0,28.9,37,14.8,4,135,135,34
Nick Hampton,81162,ED,APP STATE,9,1,0,108,85.3,8,9,174,85.2,16.1,28,0,10.1,9,216,184,26,0,76.7,6,6,77,96.4,19.5,15,13.0,4,84,81,16
Logan Doublin,81165,LB,APP STATE,11,2,0,108,77.3,2,6,23,9.3,8.7,2,0,21.7,1,248,23,9,2,85.5,2,2,8,12.3,12.5,1,37.5,1,65,8,5
Trey Cobb,81166,LB,APP STATE,6,0,0,108,70.7,1,5,13,9.7,0.0,0,0,30.8,1,144,14,7,0,60.1,1,1,5,9.4,0.0,0,20.0,0,53,5,2
Tyler Bird,81168,LB,APP STATE,12,0,0,108,86.4,1,2,10,6.1,0.0,0,0,25.0,1,163,10,4,0,73.7,1,1,4,7.0,0.0,0,25.0,0,57,4,2
