player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Evan Hull,97302,HB,NWESTERN,12,220,51,14,28.1,257,0,914,3,12,51,602,62.9,21,48,256,2,137,79.0,73.3,60.5,,23.7,74.9,73.5,53.7,29,1,536,54,290,266,0,0,66,274,5,914,602,2.74,4.2,1.85,83
Jordan Mims,57209,HB,FRESNO ST,12,217,36,13,35.4,382,1,1079,0,4,36,491,38.8,18,62,169,0,62,91.3,80.9,60.1,,55.7,52.0,87.9,45.7,82,2,100,16,278,250,0,0,22,233,14,1079,491,2.26,5.0,0.36,148
Anthony Grant,77701,HB,NEBRASKA,12,216,52,8,24.1,219,0,909,2,6,52,556,63.8,21,47,238,2,93,78.3,74.0,87.3,,30.2,56.7,77.7,57.4,46,0,104,18,210,249,0,0,21,234,6,909,556,2.57,4.2,0.5,113
Xazavian Valladay,57490,HB,ARIZONA ST,12,215,44,19,41.7,497,0,1192,3,11,44,695,70.6,36,61,110,1,63,86.4,80.5,88.4,,24.6,65.2,86.4,60.4,44,1,289,37,290,255,0,0,41,252,16,1192,695,3.23,5.5,1.0,151
Toa Taua,83722,HB,NEVADA,12,214,48,12,30.8,283,0,920,4,8,48,586,59.9,27,49,239,0,76,91.2,77.0,58.5,55.4,57.8,67.5,78.3,74.2,40,1,300,42,253,262,0,0,51,256,11,920,586,2.74,4.3,1.19,131
Eric Gray,99143,HB,OKLAHOMA,12,212,58,21,39.2,539,0,1374,0,11,58,727,96.2,44,78,261,1,112,85.8,90.6,86.4,28.3,27.5,83.2,92.4,40.6,54,1,238,34,230,254,0,0,40,246,11,1374,727,3.43,6.5,1.03,95
Sean Tyler,97124,HB,W MICHIGAN,12,210,39,16,49.3,504,0,1022,1,2,39,678,59.6,24,41,347,5,86,56.1,71.3,53.5,,71.4,55.1,72.0,61.1,63,1,111,12,154,254,0,0,18,222,7,1022,678,3.23,4.9,0.72,124
Aidan Robbins,98030,HB,UNLV,11,209,47,12,37.9,385,0,1017,2,1,47,705,69.8,24,47,325,0,82,91.2,75.2,89.2,,38.1,57.0,78.9,66.3,66,0,125,23,267,247,0,0,28,232,9,1017,705,3.37,4.9,0.47,127
Braelon Allen,145159,HB,WISCONSIN,11,208,47,11,37.4,421,0,1126,2,3,47,610,67.0,18,46,349,1,127,83.9,79.7,50.8,69.4,38.4,57.7,81.0,58.4,96,1,104,11,115,231,0,0,16,219,10,1126,610,2.93,5.4,0.9,78
Frank Gore Jr.,121457,HB,SO MISS,12,206,75,11,29.3,309,1,1042,0,6,74,777,134.1,37,56,296,2,136,77.9,89.7,89.0,76.8,60.6,70.1,89.4,56.4,46,1,219,19,195,276,12,1,24,225,7,1054,780,3.77,5.1,1.12,69
Titus Swen,97314,HB,WYOMING,12,207,55,12,32.3,336,1,1039,6,4,55,654,84.3,29,47,351,2,41,77.0,73.3,50.6,,61.4,36.7,78.9,49.3,83,1,108,14,168,251,0,0,25,221,8,1039,654,3.16,5.0,0.64,165
Sean Tucker,123056,HB,SYRACUSE,12,204,46,15,36.2,384,0,1062,5,2,46,569,55.6,31,54,304,1,80,86.0,79.1,88.8,,64.2,56.2,85.8,54.0,60,0,262,37,297,287,0,0,52,241,11,1062,569,2.79,5.2,0.88,119
George Holani,72154,HB,BOISE ST,11,201,65,14,34.9,369,0,1058,0,11,65,693,117.5,24,57,120,2,107,77.9,87.1,87.9,51.9,27.1,71.7,89.4,54.4,59,1,153,22,168,233,0,0,25,223,10,1058,693,3.45,5.3,0.91,93
Kendre Miller,123091,HB,TCU,12,199,64,19,46.9,591,0,1260,2,8,64,729,123.8,33,59,305,1,86,84.8,87.3,85.3,,44.2,62.0,89.5,55.6,75,0,115,14,167,237,0,0,18,213,16,1260,729,3.66,6.3,0.69,110
La'Damian Webb,122423,HB,S ALABAMA,11,197,63,12,32.2,327,0,1017,1,3,63,677,106.0,25,64,288,1,59,84.7,85.2,85.8,,34.0,65.5,86.4,69.4,69,0,184,17,154,207,0,0,21,214,13,1017,677,3.44,5.2,1.19,138
De'Von Achane,124305,HB,TEXAS A&M,10,196,53,18,42.8,471,0,1100,3,7,53,705,93.0,35,63,312,1,79,85.7,82.4,87.5,,27.7,60.8,89.8,56.6,65,0,196,36,297,235,0,0,44,232,8,1100,705,3.6,5.6,0.66,117
Zach Charbonnet,97630,HB,UCLA,10,194,53,24,44.6,606,0,1358,2,15,53,806,122.3,44,76,324,1,91,84.9,91.5,86.4,,35.5,77.2,93.6,46.7,49,0,320,37,245,246,0,0,44,231,14,1358,806,4.15,7.0,1.31,103
Larry McCammon III,97309,HB,FAU,12,193,40,14,39.3,395,0,1006,1,9,40,629,76.8,20,43,165,0,71,91.0,80.7,86.5,,69.1,58.7,81.9,70.9,58,0,165,15,189,261,0,0,19,208,7,1006,629,3.26,5.2,0.87,120
Tyjae Spears,97195,HB,TULANE,12,192,42,14,42.3,500,0,1182,1,17,42,733,106.2,27,57,319,0,96,90.9,88.7,25.4,,53.9,85.4,87.3,65.5,75,2,234,20,172,255,0,0,23,212,14,1182,733,3.82,6.2,1.36,94
Kimani Vidal,123727,HB,TROY,12,190,60,15,32.2,323,0,1002,2,5,60,647,104.4,30,50,318,1,106,84.2,86.3,87.5,,54.4,50.5,91.0,57.4,40,0,122,22,183,203,0,0,28,212,9,1002,647,3.41,5.3,0.67,78
Richard Reese,158568,HB,BAYLOR,12,189,35,13,32.0,311,0,971,1,2,35,528,51.4,31,64,118,0,56,90.9,87.4,86.3,,7.2,63.5,86.8,44.2,52,0,84,12,78,210,0,0,13,201,14,971,528,2.79,5.1,1.08,131
Dedrick Parson,78572,HB,HAWAII,13,187,47,10,26.5,220,0,830,1,3,47,543,66.9,21,52,180,3,59,58.6,80.3,55.6,,69.2,63.7,83.3,47.5,37,1,171,30,216,206,0,0,36,217,11,830,543,2.9,4.4,0.79,121
Will Shipley,144138,HB,CLEMSON,12,186,45,13,35.6,383,0,1076,1,5,45,633,78.8,35,63,140,4,87,67.6,78.8,87.0,,20.3,71.1,82.3,59.3,53,0,195,30,203,270,0,0,32,216,14,1076,633,3.4,5.8,0.96,91
Daba Fofana,144305,FB,NAVY,12,184,45,10,38.0,289,0,760,0,0,45,451,59.9,15,38,237,1,72,83.1,62.5,90.3,,33.3,53.9,65.7,54.1,50,0,0,0,11,413,0,0,0,184,6,760,451,2.45,4.1,0.0,17
Marquis Crosby,145241,HB,LA TECH,12,183,40,13,43.0,391,0,909,0,2,40,594,71.0,23,50,208,2,75,83.7,77.3,85.7,,60.8,49.1,82.2,64.3,68,0,65,9,239,214,0,0,11,192,9,909,594,3.25,5.0,0.27,107
Keaton Mitchell,123826,HB,E CAROLINA,11,179,64,29,57.7,765,0,1325,4,4,64,623,116.0,50,65,156,0,29,90.7,88.0,85.4,,17.4,54.5,93.5,51.2,81,0,235,25,208,201,0,0,32,204,13,1325,623,3.48,7.4,1.13,145
Tank Bigsby,123974,HB,AUBURN,12,178,61,16,50.1,489,1,976,3,9,61,740,139.9,27,46,115,1,60,83.6,82.9,2.7,,58.9,54.4,90.7,54.6,50,3,180,30,214,244,0,0,42,208,10,976,740,4.16,5.5,0.84,112
Sieh Bangura,145886,HB,OHIO,10,177,41,6,24.3,215,0,883,3,3,41,506,64.2,23,47,259,2,103,64.8,78.9,88.2,,70.5,59.2,81.5,52.4,64,0,179,19,167,229,0,0,27,196,11,883,506,2.86,5.0,1.07,70
Chris Rodriguez Jr.,83689,HB,KENTUCKY,8,175,64,13,35.4,320,0,904,1,4,64,672,145.1,26,45,202,1,88,90.6,90.8,85.1,,59.9,53.0,90.7,67.0,72,0,41,5,84,190,0,0,7,180,6,904,672,3.84,5.2,0.49,79
Isaiah Bowser,66123,HB,UCF,12,175,29,5,16.5,111,0,671,0,2,29,400,37.9,11,48,323,1,77,82.8,71.5,86.4,71.5,31.9,65.0,72.3,64.3,30,0,157,12,172,253,0,0,12,187,13,671,400,2.29,3.8,0.91,96
Lew Nichols,97187,HB,C MICHIGAN,9,175,23,6,18.2,112,0,616,5,3,23,418,31.7,15,36,134,2,77,74.1,62.6,87.1,,40.2,40.4,69.5,51.8,31,0,128,21,196,232,0,0,31,196,6,616,418,2.39,3.5,0.65,95
Brian Battie,123274,HB,USF,12,174,54,20,45.8,550,0,1201,1,5,54,597,107.7,36,44,327,3,71,76.2,87.5,86.2,,54.1,51.4,91.6,54.6,68,0,101,14,159,232,0,0,18,188,8,1201,597,3.43,6.9,0.64,97
Avery Morrow,128240,HB,COLO STATE,12,173,54,9,31.5,263,0,834,2,7,54,630,116.3,23,36,144,2,77,73.9,74.1,50.8,,61.5,54.8,77.4,54.9,67,1,62,18,174,187,0,0,22,191,4,834,630,3.64,4.8,0.36,94
Lincoln Pare,121537,HB,TEXAS ST,12,172,41,6,25.5,192,0,752,1,9,41,518,74.9,17,49,314,2,71,74.1,74.9,85.0,,18.1,68.1,78.3,47.9,64,0,237,29,205,179,0,0,31,201,5,752,518,3.01,4.4,1.16,97
Tucker Gregg,83669,HB,GA STATE,12,171,27,5,22.4,159,0,709,1,1,27,422,39.0,12,47,175,0,19,90.6,71.8,83.7,,53.6,55.5,74.3,45.7,56,0,67,6,120,232,0,0,7,177,12,709,422,2.47,4.1,0.56,152
Jaydn Ott,158325,HB,CAL,12,170,49,13,41.0,365,0,890,2,15,49,561,97.8,28,42,130,1,94,83.4,85.1,87.4,,58.4,71.0,90.1,69.4,73,0,321,46,307,185,0,0,54,216,8,890,561,3.3,5.2,1.05,74
Devin Neal,144558,HB,KANSAS,12,170,38,16,49.3,525,0,1064,1,9,38,499,73.0,31,46,198,2,107,73.2,79.2,87.7,,41.1,65.6,82.9,52.2,80,0,160,19,180,243,0,0,25,189,9,1064,499,2.94,6.3,0.89,63
Frank Peasant,121817,HB,MIDDLE TN,12,166,51,7,26.8,202,0,753,0,9,51,582,110.1,17,40,224,2,64,73.2,83.4,55.6,,69.1,76.4,83.7,66.3,85,1,268,25,240,212,0,0,31,191,9,753,582,3.51,4.5,1.12,100
Ronald Awatt,57461,HB,UTEP,12,163,26,7,22.3,164,0,734,0,4,26,440,47.9,19,38,330,1,38,81.6,70.4,85.2,,63.0,65.1,69.8,55.1,37,0,76,6,99,179,0,0,8,169,2,734,440,2.7,4.5,0.77,124
Devin Mockobee,145111,HB,PURDUE,11,163,41,11,31.9,268,0,840,5,13,41,522,93.0,25,49,273,2,59,72.5,75.8,86.8,,19.3,61.6,79.6,69.6,68,0,217,23,189,182,0,0,32,186,8,840,522,3.2,5.2,1.15,104
Roman Hemby,144891,HB,MARYLAND,12,163,33,9,38.6,356,0,923,0,9,33,472,62.4,14,38,215,0,54,90.5,78.4,87.7,,33.9,68.8,83.9,53.2,75,0,293,32,272,222,0,0,33,195,10,923,472,2.9,5.7,1.08,109
Harrison Waylee,130584,HB,N ILLINOIS,11,163,31,10,42.5,380,0,895,1,3,31,564,65.4,22,40,254,1,78,81.8,73.8,87.2,,21.3,55.7,79.0,58.1,76,0,117,17,169,235,0,0,21,180,5,895,564,3.46,5.5,0.69,78
Jalen White,122464,HB,GA SOUTHRN,11,162,54,12,39.9,368,0,923,3,14,54,628,143.3,24,48,174,0,67,90.4,81.8,85.7,,60.8,64.1,87.8,38.1,71,0,217,22,245,183,0,0,29,184,10,923,628,3.88,5.7,0.89,93
Blake Watson,84363,HB,DOMINION,11,159,61,13,44.7,412,0,921,2,16,61,727,179.6,24,39,263,1,72,81.8,83.1,85.8,,57.9,78.5,86.0,54.8,67,0,314,37,282,179,0,0,45,196,5,921,727,4.57,5.8,1.11,86
Percy Agyei-Obese,57255,HB,JAMES MAD,10,159,29,13,35.0,317,0,905,1,0,29,585,66.3,23,52,197,3,40,59.9,78.2,84.7,,41.0,43.3,80.0,62.0,36,0,11,2,90,196,0,0,3,161,8,905,585,3.68,5.7,0.12,118
Damien Martinez,162437,HB,OREGON ST,12,158,40,13,36.9,358,0,970,0,1,40,558,89.4,29,53,265,1,26,90.4,85.9,86.7,,12.2,52.6,90.3,65.1,50,0,61,4,132,191,0,0,9,162,7,970,558,3.53,6.1,0.46,131
Cody Schrader,157177,HB,MISSOURI,12,156,27,7,27.6,189,0,685,3,5,27,445,52.5,11,35,229,1,63,81.1,74.9,87.8,,34.9,52.3,81.0,62.9,63,0,134,18,189,244,0,0,27,174,8,685,445,2.85,4.4,0.71,93
Kaytron Allen,164158,HB,PENN STATE,12,156,42,7,24.9,206,0,827,0,5,42,467,81.3,27,43,266,1,70,81.1,81.4,85.5,,45.4,62.3,84.8,57.9,59,0,172,17,176,192,0,0,21,173,9,827,467,2.99,5.3,0.98,85
Brenden Brady,83795,HB,UTSA,12,154,26,6,22.6,158,0,698,0,3,26,407,44.3,17,45,331,1,52,80.8,73.8,86.7,58.0,24.4,59.1,80.6,59.9,42,0,197,19,231,186,0,0,20,173,9,698,407,2.64,4.5,0.85,101
Logan Diggs,147475,HB,NOTRE DAME,11,152,25,9,30.2,221,0,732,0,0,25,458,47.1,16,37,258,1,105,80.2,72.9,84.2,,3.2,73.2,72.6,57.0,51,0,130,8,80,166,0,0,9,160,3,732,458,3.01,4.8,1.63,45
Ellis Merriweather,128096,HB,UMASS,10,152,20,6,22.1,135,1,611,1,0,20,395,32.7,15,29,216,2,103,68.9,65.7,41.6,,60.3,54.0,67.9,55.0,36,2,21,7,132,188,0,0,13,159,3,611,395,2.6,4.0,0.16,45
Edward Saydee,97300,HB,TEMPLE,12,150,20,7,39.0,249,0,638,1,12,20,414,47.2,10,28,306,1,78,81.0,68.9,54.5,,44.7,69.2,71.1,52.6,75,1,267,37,259,181,0,0,43,187,6,638,414,2.76,4.3,1.03,71
Shadrick Byrd,101661,HB,CHARLOTTE,12,149,19,3,8.1,51,0,633,1,5,19,398,37.7,16,31,136,0,17,90.4,75.4,85.0,,25.2,67.4,78.6,75.8,18,0,222,21,225,178,0,0,26,170,4,633,398,2.67,4.2,0.99,132
Justice Ellison,123383,HB,WAKE,12,149,35,7,26.5,168,0,635,1,2,35,456,73.5,14,42,339,1,96,80.2,78.4,85.0,,56.6,59.8,79.8,56.8,45,0,56,5,91,177,0,0,6,154,5,635,456,3.06,4.3,0.62,53
Dominic Richardson,122985,HB,OKLA STATE,9,149,33,3,9.6,54,0,560,0,5,33,415,62.3,12,38,262,3,21,59.8,72.7,86.1,,41.9,77.5,72.5,59.6,19,0,216,21,184,214,0,0,23,170,8,560,415,2.79,3.8,1.17,127
Nicholas Singleton,164188,HB,PENN STATE,12,149,34,16,56.5,529,0,937,3,2,34,624,94.2,22,36,266,3,65,61.7,74.8,85.3,,71.0,48.6,78.4,62.4,70,0,85,11,136,184,0,0,16,160,10,937,624,4.19,6.3,0.63,84
Jalen Berger,129914,HB,MICH STATE,12,148,20,9,34.5,234,0,678,2,2,20,421,37.5,22,33,223,2,41,70.0,67.6,86.4,,39.4,60.9,70.0,49.7,50,0,128,19,153,168,0,0,25,167,6,678,421,2.84,4.6,0.84,107
Travis Dye,83738,HB,USC,10,146,29,15,35.7,317,0,889,2,2,29,466,59.2,25,51,326,1,76,80.2,79.6,85.4,,68.4,63.9,82.6,50.5,36,0,202,21,181,183,0,0,26,167,9,889,466,3.19,6.1,1.12,68
Montrell Johnson Jr.,147141,HB,FLORIDA,12,145,35,16,53.3,441,0,827,2,0,35,472,73.0,25,41,163,1,39,79.8,77.7,86.6,60.0,35.1,52.3,82.6,62.4,62,0,64,11,157,195,0,0,14,156,10,827,472,3.26,5.7,0.41,102
Jabari Small,124298,HB,TENNESSEE,12,144,24,6,31.9,222,0,696,3,2,24,418,48.4,13,45,307,0,83,90.1,79.2,84.9,,55.5,59.2,82.7,54.3,52,0,106,12,123,170,0,0,15,156,12,696,418,2.9,4.8,0.86,59
Shaun Shivers,83634,HB,INDIANA,12,144,25,8,50.1,294,0,587,1,11,25,299,45.0,12,32,190,0,90,90.0,66.1,85.6,,20.7,60.8,72.4,40.6,79,0,128,22,191,170,0,0,25,166,6,587,299,2.08,4.1,0.67,53
Bucky Irving,144970,HB,OREGON,12,144,61,13,34.5,316,0,915,4,7,61,574,156.7,30,44,264,0,80,90.0,89.5,85.6,62.6,56.4,67.7,91.2,72.9,65,0,298,29,171,179,0,0,34,173,3,915,574,3.99,6.4,1.74,62
Jermaine Brown Jr.,97084,HB,UAB,12,143,22,16,50.8,419,0,825,1,3,22,422,46.4,24,35,321,1,41,81.0,80.3,87.6,,29.7,61.9,83.7,55.5,54,0,115,16,123,166,0,0,19,159,6,825,422,2.95,5.8,0.93,100
Audric Estime,147476,HB,NOTRE DAME,12,142,33,9,27.3,221,0,811,0,1,33,507,80.9,26,50,258,3,83,57.6,82.5,85.0,,28.0,59.2,84.7,62.9,46,0,127,8,115,180,0,0,8,150,11,811,507,3.57,5.7,1.1,53
Malik Jackson,84267,HB,LA MONROE,12,142,34,3,11.4,59,0,518,0,2,34,314,50.4,14,36,209,1,59,79.7,73.1,85.0,,40.6,63.4,77.6,49.3,27,0,62,16,154,176,0,0,19,158,6,518,314,2.21,3.6,0.4,83
Mike Washington,145672,HB,BUFFALO,12,142,14,5,30.2,181,0,600,2,1,14,333,21.4,11,37,126,3,49,58.9,68.3,44.2,,41.9,44.6,74.8,52.6,92,1,135,22,166,192,0,0,31,164,7,600,333,2.35,4.2,0.81,93
Kaleb Johnson,156419,HB,IOWA,12,142,49,10,45.3,344,0,760,0,0,49,493,116.5,14,30,192,1,30,80.2,82.6,25.0,,21.3,58.3,82.9,57.8,75,1,27,4,64,165,0,0,5,146,6,760,493,3.47,5.4,0.42,110
Kairee Robinson,101299,HB,S JOSE ST,11,142,39,8,26.4,185,0,700,1,9,39,456,93.4,22,46,285,1,73,80.2,82.6,86.9,,35.9,60.4,90.8,56.4,38,0,127,23,207,174,0,0,26,165,10,700,456,3.21,4.9,0.61,68
Tavion Thomas,77732,HB,UTAH,10,142,29,8,25.6,173,0,676,0,1,29,419,59.8,17,43,328,2,52,68.1,83.7,85.2,,12.3,58.3,84.9,59.2,36,0,43,6,80,154,0,0,7,148,7,676,419,2.95,4.8,0.54,90
Trey Benson,131705,HB,FLORIDA ST,12,141,77,22,57.6,558,0,969,1,3,77,671,250.5,30,44,167,0,92,90.1,91.0,0.0,,72.0,58.3,92.8,50.5,45,2,109,11,106,169,0,0,14,152,9,969,671,4.76,6.9,1.03,48
Jayden Daniels,97993,QB,LSU,12,74,51,5,8.9,89,0,357,0,0,23,215,90.3,44,57,211,4,13,61.6,87.6,89.1,78.8,,,81.6,60.0,31,0,0,0,0,300,646,66,0,74,11,1003,622,4.44,7.2,,43
Charles McClelland,77733,HB,CINCINNATI,12,140,30,14,48.0,400,0,834,2,6,30,531,89.2,17,33,138,1,49,79.5,73.6,84.9,,23.7,55.4,80.2,55.4,76,0,117,13,196,169,0,0,20,153,7,834,531,3.79,6.0,0.6,89
Deion Hankins,97310,HB,UTEP,12,139,28,7,28.8,203,0,704,1,1,28,410,59.8,14,35,330,0,36,90.0,78.0,85.1,,65.5,52.4,78.9,54.1,72,0,42,4,65,180,0,0,6,143,3,704,410,2.95,5.1,0.65,100
Tyhier Tyler,82083,QB,ARMY,11,134,33,6,22.5,154,0,645,0,0,32,309,54.3,18,50,114,3,31,56.8,76.4,84.7,51.4,,75.9,74.0,60.0,36,1,17,2,4,316,39,5,3,136,12,684,341,2.45,4.9,4.25,77
Ron Cook Jr.,97070,HB,BUFFALO,10,138,25,9,34.9,210,0,602,2,10,25,377,62.1,16,36,126,0,39,90.1,75.7,84.1,77.2,50.2,69.7,75.6,63.7,49,0,207,16,152,175,0,0,21,154,4,602,377,2.73,4.4,1.36,98
Darren Grainger,78496,QB,GA STATE,12,89,35,12,33.1,294,0,516,0,0,19,234,56.1,36,44,175,11,29,48.3,77.7,66.4,73.5,,,71.4,60.0,60,3,0,0,0,480,373,47,0,89,6,889,426,3.13,6.5,,46
Jahmyr Gibbs,122474,HB,ALABAMA,11,136,35,14,54.8,466,0,850,1,18,35,451,98.7,23,33,103,0,42,90.0,80.0,49.1,,21.0,77.1,82.6,59.1,76,1,378,42,236,155,0,0,50,178,7,850,451,3.32,6.3,1.6,91
Zach Evans,123072,HB,OLE MISS,11,136,34,17,47.8,427,0,893,1,1,34,481,86.0,32,50,226,3,61,55.4,76.6,84.5,,32.9,56.6,79.7,47.9,48,0,93,8,110,172,0,0,13,144,8,893,481,3.54,6.6,0.85,75
Drake Maye,143969,QB,N CAROLINA,12,66,25,7,20.7,166,0,317,0,0,10,200,45.9,29,48,245,5,0,63.5,91.9,74.8,91.2,,54.3,73.9,60.0,42,2,0,0,1,326,484,69,1,66,6,801,498,3.69,5.9,0.0,10
Tony Mathis Jr.,99481,HB,W VIRGINIA,10,135,33,9,36.3,204,0,562,0,0,33,328,56.5,15,37,343,1,40,78.7,67.1,85.4,,30.2,50.5,71.3,60.8,37,0,19,7,151,166,0,0,9,142,5,562,328,2.43,4.2,0.13,84
Jaylen Wright,146934,HB,TENNESSEE,12,135,33,8,35.1,277,0,789,0,0,33,519,92.6,18,46,307,4,77,43.4,79.0,37.6,,49.1,51.9,82.2,59.0,83,1,8,2,83,157,0,0,2,137,10,789,519,3.84,5.8,0.1,55
Tahj Brooks,123133,HB,TEXAS TECH,12,134,40,7,24.5,148,0,605,0,2,40,373,73.1,15,36,315,1,59,79.0,77.5,84.5,,50.5,62.4,83.9,52.2,31,0,164,26,225,189,0,0,28,160,7,605,373,2.78,4.5,0.73,73
Robby Ashford,131702,QB,AUBURN,12,82,28,10,29.6,251,0,463,0,0,19,206,58.2,34,43,115,12,37,24.9,58.6,88.5,50.1,62.2,55.1,67.4,60.6,49,0,0,0,1,335,386,51,0,82,7,849,363,2.73,6.4,0.0,18
Jawhar Jordan,99595,HB,LOUISVILLE,12,133,34,13,43.3,303,0,700,0,1,34,382,71.3,24,29,210,1,17,79.5,77.9,86.5,,44.8,59.4,79.8,68.4,44,0,74,8,103,176,0,0,9,141,2,700,382,2.87,5.3,0.72,114
Pat Garwo III,97120,HB,BOSTON COL,12,132,14,4,23.8,96,0,404,4,8,14,320,33.3,9,24,121,2,83,67.7,66.1,85.9,,52.0,51.5,72.2,46.4,30,0,238,28,234,165,0,0,40,160,3,404,320,2.42,3.1,1.02,48
SaRodorick Thompson,77777,HB,TEXAS TECH,12,131,42,11,34.2,228,0,666,1,3,42,423,95.0,23,46,315,2,64,67.8,78.1,84.1,,55.6,61.6,81.9,74.7,36,0,125,22,195,163,0,0,24,153,6,666,423,3.23,5.1,0.64,66
