player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Michael Allen,157405,HB,NC STATE,6,50,10,3,25.5,67,0,263,0,1,10,153,58.0,10,12,248,0,12,82.2,76.9,1.5,,53.4,68.8,79.3,57.7,36,1,69,8,50,66,0,0,9,58,0,263,153,3.06,5.3,1.38,37
Rashod Dubinion,157020,HB,ARKANSAS,12,50,12,0,0.0,0,0,180,0,2,12,116,55.1,8,14,111,1,7,60.3,67.3,80.5,,87.5,70.6,65.7,53.5,14,0,89,9,54,74,0,0,10,59,3,180,116,2.32,3.6,1.65,40
Jamal Johnson,145646,HB,BOWL GREEN,9,50,12,3,27.8,65,0,234,2,0,12,129,56.3,6,9,122,1,37,59.9,58.0,82.0,,55.5,41.8,65.3,55.1,24,0,16,5,74,57,0,0,9,55,0,234,129,2.58,4.7,0.22,11
Gavin Hardison,100827,QB,UTEP,10,31,5,1,11.4,29,0,154,0,0,3,42,13.1,10,14,330,11,2,56.9,70.9,88.3,68.9,,,63.5,60.0,29,2,0,0,0,299,100,19,0,31,1,254,86,1.72,5.1,,14
Kevin Davis,130517,WR,MIAMI OH,12,50,7,4,38.3,105,1,274,4,5,7,105,40.0,10,15,221,0,26,83.0,63.4,83.4,,78.6,53.3,70.4,60.4,41,1,82,13,125,145,0,0,22,63,1,274,105,2.1,5.5,0.66,16
Marion Lukes,145697,HB,C MICHIGAN,8,50,14,6,49.2,158,0,321,2,2,14,192,109.7,9,16,134,1,36,61.6,75.3,81.2,,62.2,50.5,79.0,58.5,39,0,85,6,38,68,0,0,9,56,3,321,192,3.84,6.4,2.24,13
Taulia Tagovailoa,97271,QB,MARYLAND,11,28,6,0,0.0,0,0,78,0,0,2,30,7.7,6,16,215,3,13,60.6,82.3,79.2,81.2,,,64.0,60.1,26,1,0,0,0,275,163,22,0,28,4,241,125,2.5,4.8,,5
Alex Broome,126959,HB,BOSTON COL,10,50,9,5,49.3,110,0,223,1,6,9,128,50.5,6,10,121,0,32,82.4,69.3,82.2,,52.3,81.2,68.0,55.4,40,0,166,26,105,58,0,0,33,76,1,223,128,2.56,4.5,1.58,18
Ollie Gordon II,157792,HB,OKLA STATE,12,49,14,4,45.4,118,0,260,1,4,14,153,93.7,7,11,262,1,7,60.5,71.0,11.2,60.0,50.6,71.5,74.7,45.6,53,1,75,11,83,60,0,0,14,60,2,260,153,3.12,5.3,0.9,42
Bryce Williams,83708,HB,MINNESOTA,12,49,15,3,24.7,60,0,243,2,1,15,144,79.7,7,13,225,0,22,82.2,75.9,79.6,,55.6,58.1,79.8,59.8,22,0,83,10,62,56,0,0,12,59,3,243,144,2.94,5.0,1.34,27
Eli Sanders,144541,HB,IOWA STATE,8,48,5,3,43.9,82,0,187,1,2,5,123,32.6,4,11,193,0,12,82.2,68.0,80.6,,69.9,65.1,67.6,59.1,43,0,51,7,50,54,0,0,9,55,0,187,123,2.56,3.9,1.02,35
Nay'Quan Wright,98803,HB,FLORIDA,7,48,4,0,0.0,0,0,188,0,1,4,85,18.1,2,9,163,1,11,57.6,60.5,82.2,,35.2,57.4,62.2,56.4,14,1,14,1,47,59,0,0,3,49,2,188,85,1.77,3.9,0.3,37
Clay Millen,146082,QB,COLO STATE,10,4,10,0,0.0,0,1,-15,0,0,1,2,10.0,12,14,144,8,2,53.0,75.4,42.2,75.0,,85.7,64.2,60.1,20,5,16,1,2,193,327,44,1,5,0,312,150,3.13,6.5,8.0,0
Kaidon Salter,132046,QB,LIBERTY,7,25,22,2,26.3,78,0,126,0,0,11,104,183.0,11,14,206,7,12,24.0,47.6,83.2,47.1,,57.2,54.8,60.0,43,0,0,0,0,103,171,23,0,25,2,297,232,4.83,6.2,,8
JuTahn McClain,124071,HB,KENTUCKY,9,48,13,5,40.7,92,0,226,2,9,13,168,120.3,8,7,202,0,25,82.4,68.7,82.4,,47.1,63.7,73.7,50.5,28,0,105,16,93,62,0,0,23,64,0,226,168,3.5,4.7,1.13,23
Johnny Richardson,123760,HB,UCF,12,48,9,7,52.5,168,0,320,0,6,9,183,86.6,11,12,323,1,14,62.3,72.5,13.5,,37.8,77.7,69.3,56.9,50,1,98,18,67,86,0,0,24,66,0,320,183,3.81,6.7,1.46,20
Matt McDonald,60350,QB,BOWL GREEN,11,24,7,2,24.0,48,0,36,0,0,3,73,36.5,10,13,122,5,3,61.4,73.9,88.9,72.0,62.2,48.5,65.1,60.1,31,3,-2,1,3,276,151,23,2,25,1,200,145,3.09,4.3,-0.67,4
Jase Bauer,145714,QB,C MICHIGAN,6,30,6,3,31.8,113,0,258,0,0,6,108,72.0,11,18,134,2,9,46.8,63.4,49.6,58.6,,,65.9,60.1,60,1,0,0,0,59,97,17,0,30,4,355,151,3.21,7.6,,11
Chance Bell,57396,HB,S DIEGO ST,9,47,7,3,27.2,55,1,202,1,1,7,129,42.2,6,11,284,1,24,58.1,66.6,81.6,,18.2,53.7,72.2,61.6,24,1,41,5,58,65,0,0,9,52,0,202,129,2.74,4.3,0.71,22
Brendan Sullivan,145034,QB,NWESTERN,5,24,12,2,18.6,30,0,65,0,0,4,36,25.0,5,13,256,4,3,36.0,58.9,83.1,61.7,,60.0,53.9,61.4,15,0,0,0,1,125,96,23,0,24,1,161,113,2.4,3.4,0.0,7
Quinton Cooley,123380,HB,WAKE,10,47,7,2,18.6,40,0,215,0,1,7,127,45.0,6,17,339,0,24,82.2,79.0,79.1,,52.6,57.9,81.3,51.2,24,0,10,1,38,53,0,0,1,48,3,215,127,2.7,4.6,0.26,23
Phil Jurkovec,83533,QB,BOSTON COL,8,27,4,0,0.0,0,0,68,0,0,1,46,6.3,7,15,121,8,13,44.2,58.7,59.9,54.7,,51.6,69.4,60.0,33,4,0,0,1,166,100,19,0,27,1,168,120,2.61,3.7,0.0,4
Uriah West,109193,HB,RICE,11,46,8,0,0.0,0,0,116,0,0,8,94,34.8,1,13,275,0,20,82.0,69.3,79.6,,25.6,55.6,71.0,63.0,10,0,7,1,21,64,0,0,1,47,3,116,94,2.04,2.5,0.33,24
Braylon Braxton,144442,QB,TULSA,9,35,18,3,32.2,75,0,158,0,0,14,136,151.1,9,17,320,3,14,68.2,82.7,54.2,79.9,,,71.8,60.0,37,2,13,1,0,174,75,11,1,36,5,233,182,3.96,5.1,,15
Payton Thorne,101629,QB,MICH STATE,12,33,5,0,0.0,0,1,68,0,0,3,40,11.0,6,15,223,3,12,68.6,71.8,72.0,70.7,,54.3,61.7,60.0,21,4,0,0,1,313,106,13,0,33,1,174,121,2.63,3.8,0.0,10
Zahir Abdus-Salaam,145933,HB,W MICHIGAN,11,46,4,1,14.5,16,0,110,1,0,4,91,16.8,1,4,347,0,19,85.5,57.1,79.2,,64.7,40.4,59.4,55.5,16,0,-2,1,34,58,0,0,2,47,0,110,91,1.98,2.4,-0.06,27
Cam Davis,146165,HB,S DIEGO ST,10,45,2,2,21.5,32,0,149,2,1,2,101,13.7,3,5,284,0,24,81.6,54.7,80.6,,27.1,37.7,60.3,56.1,17,0,10,4,31,68,0,0,7,49,1,149,101,2.24,3.3,0.32,21
Will Levis,83542,QB,KENTUCKY,11,30,2,0,0.0,0,0,50,0,0,0,23,0.0,2,14,202,4,3,57.9,68.6,88.5,65.8,,,64.8,60.0,24,3,0,0,0,341,69,15,0,30,2,119,86,1.91,2.6,,3
Armoni Goodwin,146764,HB,LSU,7,45,9,5,50.6,135,0,267,0,1,9,191,86.6,6,19,211,0,15,81.6,75.1,79.5,,27.5,56.4,82.0,42.2,47,0,19,4,58,53,0,0,6,49,5,267,191,4.24,5.9,0.33,29
Ethan Payne,145269,HB,MARSHALL,11,45,11,3,38.3,87,0,227,0,0,11,120,54.3,5,11,214,0,10,81.5,75.9,81.4,,86.8,78.4,74.5,55.4,45,0,75,9,71,66,0,0,11,54,2,227,120,2.67,5.0,1.06,33
MJ Morris,157404,QB,NC STATE,5,41,6,1,16.3,17,1,81,0,0,5,70,20.8,4,8,248,4,20,65.9,65.6,37.0,69.9,,60.0,56.5,60.0,17,2,3,0,1,107,23,4,0,41,1,104,84,1.87,2.3,3.0,6
Stetson Bennett,60387,QB,GEORGIA,12,35,3,3,41.5,97,0,172,0,0,2,27,4.4,7,16,173,5,4,46.7,84.6,89.1,81.9,,,68.0,60.0,64,1,0,0,0,385,62,9,0,35,7,234,37,0.84,5.3,,9
Caleb Hood,143964,HB,N CAROLINA,7,44,5,4,48.8,124,0,254,0,4,5,125,45.7,7,13,245,1,27,57.5,69.1,80.5,,38.6,69.9,71.6,54.1,71,0,115,12,72,56,0,0,13,56,0,254,125,2.84,5.8,1.6,14
Jalen Mayden,83520,QB,S DIEGO ST,8,26,14,1,9.6,28,0,119,0,0,6,68,60.4,9,17,284,4,8,58.6,82.0,85.9,71.2,62.2,,87.7,60.1,32,0,0,0,0,210,174,18,0,26,3,293,126,2.86,6.7,,10
Greg Desrosiers Jr.,158759,HB,UMASS,10,44,6,3,55.3,110,0,199,0,1,6,187,56.1,3,6,216,1,36,66.6,64.0,81.3,,11.2,61.4,65.8,55.1,53,0,33,9,46,85,0,0,11,53,2,199,187,4.25,4.5,0.72,7
Daniel Hishaw Jr.,122562,HB,KANSAS,5,44,21,4,34.4,89,0,259,0,6,21,170,222.0,7,12,198,3,28,23.5,72.8,80.6,,70.6,73.2,72.6,49.0,30,0,95,3,30,66,0,0,3,47,5,259,170,3.86,5.9,3.17,16
TJ McDaniel,97299,HB,SMU,10,44,11,2,34.4,72,0,209,1,0,11,151,72.6,5,10,287,0,7,81.6,65.4,3.0,,57.9,54.7,69.4,60.1,57,1,23,8,73,54,0,0,12,52,4,209,151,3.43,4.8,0.32,37
Jaden Nixon,144652,HB,OKLA STATE,12,44,14,2,41.1,72,0,175,1,4,14,137,87.6,4,9,262,0,4,64.5,69.1,83.0,60.4,57.6,69.6,73.1,47.7,51,0,190,20,134,66,0,0,24,64,0,175,137,3.11,4.0,1.42,40
Vincent Davis,99593,HB,PITTSBURGH,10,44,17,3,22.9,56,0,245,1,0,17,164,115.2,7,17,268,2,10,38.1,75.0,82.6,,15.7,73.7,75.2,56.1,21,1,95,11,54,70,0,0,13,55,1,245,164,3.73,5.6,1.76,33
Gavin Williams,129488,HB,IOWA,11,43,7,2,26.8,37,0,138,1,0,7,104,32.6,5,6,192,1,6,60.2,58.6,83.5,,22.6,50.8,65.5,58.8,19,0,44,9,106,50,0,0,12,52,0,138,104,2.42,3.2,0.42,34
Tanner Mordecai,77656,QB,SMU,11,20,2,2,35.2,75,0,73,0,0,0,15,0.0,5,11,287,8,1,42.1,77.5,89.0,80.3,62.2,57.0,44.0,60.1,60,1,0,0,0,310,140,23,0,20,2,213,63,1.47,5.0,,13
Drew Pyne,122910,QB,NOTRE DAME,11,18,7,0,0.0,0,0,-5,0,0,0,4,0.0,7,10,258,4,3,44.9,69.1,78.8,72.0,,,47.9,60.1,21,1,0,0,0,376,172,25,0,18,2,167,69,1.6,3.9,,3
T.J. Green,57454,HB,LIBERTY,6,42,9,3,27.0,62,0,230,1,1,9,142,71.9,5,13,206,0,21,81.1,80.3,78.3,,51.2,60.7,83.7,44.1,31,0,36,5,32,47,0,0,7,47,2,230,142,3.38,5.5,1.13,21
Jordan James,163295,HB,OREGON,8,42,6,1,14.6,24,0,164,0,1,6,93,36.0,5,16,264,0,30,81.2,71.2,79.0,,71.2,52.8,71.8,58.0,24,0,6,1,15,50,0,0,2,43,5,164,93,2.21,3.9,0.4,12
Chance Black,144069,HB,VA TECH,11,42,3,1,16.0,19,0,119,1,1,3,75,15.9,1,6,337,0,23,59.0,64.3,78.5,58.4,38.5,47.3,67.2,59.1,19,0,23,3,26,46,0,0,5,45,0,119,75,1.79,2.8,0.88,18
Kobe Lewis,77800,HB,PURDUE,12,42,9,1,13.2,19,0,144,2,2,9,96,52.4,5,9,273,0,11,81.3,60.2,81.5,,23.2,44.2,67.4,60.7,19,0,55,6,55,59,0,0,9,48,0,144,96,2.29,3.4,1.0,30
Spencer Rattler,97408,QB,S CAROLINA,12,10,7,0,0.0,0,0,5,0,0,2,4,7.3,1,10,289,8,1,32.1,67.6,79.7,68.5,,87.9,52.5,60.6,15,4,15,1,1,287,171,32,1,11,3,176,69,1.64,4.2,15.0,3
Garrett Greene,123420,QB,W VIRGINIA,9,36,8,4,40.3,125,1,273,0,1,6,82,39.9,9,17,343,1,19,78.9,70.2,3.7,51.0,,83.7,84.4,60.0,39,5,32,4,6,103,37,6,5,40,5,310,106,2.52,7.4,5.33,1
LT Sanders,163055,HB,W KENTUCKY,8,42,9,5,41.2,119,0,289,0,0,9,119,59.3,12,15,346,0,28,81.5,73.2,79.7,,43.0,50.2,77.6,59.0,35,0,2,1,54,53,0,0,2,43,1,289,119,2.83,6.9,0.04,12
Ky Thomas,129669,HB,KANSAS,8,42,16,2,36.8,56,0,152,0,3,16,108,108.6,3,6,198,1,27,55.5,74.4,0.0,,68.7,64.0,75.5,55.9,40,1,4,3,22,57,0,0,3,45,1,152,108,2.57,3.6,0.18,15
TJ McMahon,83521,QB,RICE,10,24,15,4,38.5,117,0,159,0,0,8,53,73.6,11,18,275,4,6,71.2,74.3,87.5,67.7,,60.0,78.3,60.2,64,2,0,0,1,262,145,17,0,24,3,304,160,3.9,7.4,0.0,8
Ta'ron Keith,130368,HB,BOWL GREEN,11,41,13,4,43.9,82,1,187,1,15,13,118,111.9,7,12,122,1,24,66.5,76.3,41.0,,50.7,79.4,80.3,55.8,32,1,264,31,185,62,0,0,36,72,1,187,118,2.88,4.6,1.43,15
Ben Wooldridge,82115,QB,LA LAFAYET,10,24,3,2,14.0,32,0,107,0,0,2,44,15.3,12,14,207,4,5,52.7,71.1,73.8,70.3,,60.0,61.8,60.2,17,1,0,0,1,221,122,17,0,24,2,229,93,2.27,5.6,0.0,10
Johnny Ford,86854,HB,FAU,8,41,14,1,25.2,34,0,135,1,0,14,69,46.2,2,6,165,0,10,81.4,72.4,80.3,,43.9,76.6,69.8,58.1,34,0,135,10,50,57,0,0,19,51,1,135,69,1.68,3.3,2.7,29
Tyler Shough,83537,QB,TEXAS TECH,6,23,12,1,8.3,17,0,65,0,0,3,36,20.4,6,19,315,1,14,77.4,76.8,83.9,70.3,,59.5,75.1,60.3,19,0,0,0,1,141,140,18,0,23,2,205,114,2.78,5.0,0.0,5
Miles Davis,122056,HB,BYU,9,41,11,4,56.4,128,0,227,0,0,11,191,111.4,6,8,128,1,9,56.1,68.4,80.5,,29.6,64.3,69.6,56.6,70,0,25,5,32,52,0,0,6,46,0,227,191,4.66,5.5,0.78,28
C'Bo Flemister,83730,HB,PITTSBURGH,8,40,14,3,27.6,61,0,221,0,0,14,126,110.3,8,15,268,1,18,54.6,81.4,80.6,,37.9,54.3,83.3,60.0,26,0,0,0,30,45,0,0,1,40,2,221,126,3.15,5.5,0.0,22
Jack Chambers,60359,QB,NC STATE,9,33,10,1,13.4,19,1,97,0,0,9,63,50.5,4,15,248,2,11,45.1,54.1,80.9,47.9,,57.4,62.5,60.0,19,1,-5,1,1,92,45,7,1,34,1,142,87,2.18,3.6,-5.0,12
D.Q. James,150694,HB,WYOMING,9,40,15,7,56.4,195,0,346,1,2,15,214,202.1,11,13,351,0,8,80.8,83.9,80.6,,74.1,59.5,86.1,55.8,74,0,44,5,28,61,0,0,6,45,0,346,214,5.35,8.7,1.57,29
Bryce Carpenter,82101,QB,COAST CAR,7,39,3,0,0.0,0,0,69,0,0,2,62,8.2,3,7,141,1,29,80.2,72.3,76.5,70.5,,,66.5,60.0,12,1,0,0,0,54,5,1,0,39,1,74,68,1.7,1.9,,4
Brayden Schager,146078,QB,HAWAII,12,24,3,0,0.0,0,0,32,0,0,1,12,2.1,5,10,180,5,5,59.5,65.8,80.6,63.8,62.2,,63.7,60.0,24,2,0,0,0,309,115,16,0,24,0,147,57,1.43,3.7,,4
Josh Berry,156858,HB,TEXAS ST,6,39,4,2,21.1,42,0,199,1,2,4,119,43.6,6,9,314,1,27,55.1,70.2,78.6,,81.2,52.3,70.3,67.4,23,0,25,3,25,49,0,0,4,42,1,199,119,3.05,5.1,1.0,12
Emory Jones,82111,QB,ARIZONA ST,8,20,6,2,23.4,40,0,83,0,0,1,53,13.3,5,9,110,2,9,59.8,68.5,72.4,67.1,,,63.3,60.0,23,3,0,0,0,181,88,19,0,20,4,171,150,3.85,4.4,,7
Ben Gulbranson,131734,QB,OREGON ST,9,25,2,0,0.0,0,0,5,1,0,0,5,0.0,3,11,265,4,0,47.7,60.5,74.7,60.0,,56.2,57.0,60.6,12,1,24,1,2,299,77,14,2,26,4,82,21,0.54,2.1,12.0,3
Sherod White,157223,HB,NEW MEXICO,10,39,4,3,41.4,60,0,145,1,1,4,91,24.3,3,8,241,0,21,80.7,65.6,82.3,,27.3,63.0,70.6,54.9,22,0,80,9,42,77,0,0,10,48,3,145,91,2.33,3.7,1.9,18
A'Jon Vivens,75949,HB,COLO STATE,5,39,3,0,0.0,0,0,104,1,0,3,91,16.3,2,7,144,2,25,32.8,54.3,79.2,,24.1,53.5,57.3,59.4,10,0,26,4,20,41,0,0,6,43,0,104,91,2.33,2.7,1.3,14
Justin Holaday,163350,QB,NEW MEXICO,5,25,9,2,24.6,50,0,101,0,0,2,47,14.5,8,12,241,2,12,42.8,45.2,80.9,40.9,,,57.3,60.0,35,0,-11,1,0,85,102,13,1,26,1,203,142,3.74,5.3,,11
Malachi Thomas,144107,HB,VA TECH,3,38,2,2,30.4,45,0,148,2,1,2,78,12.1,3,8,337,0,22,80.5,59.9,1.6,,46.2,57.3,65.2,40.0,29,1,91,13,54,49,0,0,15,51,1,148,78,2.05,3.9,1.69,16
Casey Thompson,77677,QB,NEBRASKA,10,19,7,0,0.0,0,1,33,0,0,1,26,7.2,5,13,238,5,6,46.9,82.7,87.6,79.2,,,71.4,60.0,31,6,0,0,0,277,147,19,0,19,5,180,152,4.0,4.7,,6
La'Vell Wright,146736,HB,KENTUCKY,6,38,6,1,13.4,15,0,112,1,0,6,89,33.5,1,4,202,1,24,53.6,60.3,80.9,,76.5,53.3,60.6,60.0,15,0,22,4,36,44,0,0,5,42,0,112,89,2.34,2.9,0.61,14
Zach Wilcke,156836,QB,SO MISS,8,22,3,1,13.8,19,0,38,0,0,1,25,5.2,4,4,296,7,8,28.6,38.4,84.8,40.9,,,44.4,60.1,23,1,0,0,0,150,100,16,0,22,0,138,50,1.32,3.6,,3
Reynaldo Flores,83794,WR,UTEP,12,37,8,5,48.9,135,0,272,9,2,8,137,43.1,9,14,330,1,14,64.0,71.6,71.6,,67.7,68.7,75.5,63.6,43,2,538,49,401,357,4,1,91,86,5,276,141,3.71,7.3,1.34,23
Hayden Reed,163213,FB,ARMY,8,38,5,2,36.7,69,0,188,0,0,5,83,28.7,2,11,114,0,14,80.5,67.0,84.3,,35.5,59.8,69.6,59.2,45,0,0,0,1,117,0,0,0,38,2,188,83,2.18,4.9,0.0,0
Treyson Bourguet,158154,QB,W MICHIGAN,4,25,12,1,8.3,17,0,101,0,0,5,64,51.2,11,13,347,2,1,63.6,67.4,83.2,59.9,,,73.3,60.0,18,0,0,0,0,143,104,12,0,25,1,205,124,3.35,5.5,,10
Tanner McKee,131770,QB,STANFORD,12,13,1,0,0.0,0,0,1,0,0,0,12,0.0,2,7,300,5,0,74.2,75.4,89.1,75.2,,57.8,55.7,60.0,19,0,0,0,2,264,111,24,0,13,2,112,93,2.51,3.0,0.0,3
Charlie Offerdahl,146314,HB,COLORADO,9,37,4,0,0.0,0,0,150,0,1,4,95,32.9,4,13,143,2,21,29.1,69.0,80.6,,89.4,59.7,67.9,69.7,14,0,47,2,58,47,0,0,5,39,0,150,95,2.57,4.1,0.81,14
Jacob Kibodi,57427,HB,LA LAFAYET,7,37,10,1,11.8,20,0,169,0,0,10,115,77.7,4,8,207,0,10,80.3,72.5,80.2,,44.3,54.7,76.3,65.8,20,0,16,3,49,39,0,0,4,40,0,169,115,3.11,4.6,0.33,27
Tyrell Robinson,121607,HB,ARMY,6,37,10,6,58.1,186,0,320,0,1,10,135,91.2,11,14,114,0,10,62.3,72.1,84.6,57.7,51.1,81.5,78.4,46.3,70,0,135,7,45,205,0,0,8,44,1,320,135,3.65,8.6,3.0,3
Jason Bean,83529,QB,KANSAS,11,25,8,1,30.0,73,0,157,1,0,5,79,63.2,7,12,198,4,13,52.6,76.2,50.7,72.5,,40.3,76.4,60.4,73,2,0,0,6,164,86,12,1,25,4,243,93,2.51,6.6,0.0,5
Kenny Tracy,130531,HB,MIAMI OH,11,36,2,2,28.9,43,0,149,1,2,2,100,24.7,2,4,221,0,8,54.1,59.3,83.0,,68.4,45.4,61.4,75.8,23,0,54,9,87,84,0,0,13,45,0,149,100,2.78,4.1,0.62,28
Vaughn Pemberton,145628,HB,BALL ST,12,36,9,1,11.8,16,0,136,0,4,9,125,107.5,4,8,117,0,11,80.2,69.6,79.6,,82.9,64.8,68.9,59.8,16,0,31,6,41,40,0,0,8,42,0,136,125,3.47,3.8,0.76,24
Raleek Brown,158458,HB,USC,12,36,7,1,11.4,19,0,166,0,7,7,77,62.4,4,7,326,0,17,81.2,74.4,79.2,,17.5,78.7,73.0,57.1,19,0,152,12,56,46,0,0,14,48,2,166,77,2.14,4.6,2.71,18
Christian Beal-Smith,55433,HB,S CAROLINA,8,36,4,3,64.2,95,0,148,1,0,4,149,42.5,4,11,289,0,19,80.2,68.2,79.3,,53.4,50.6,69.7,72.2,52,0,19,3,34,45,0,0,4,39,5,148,149,4.14,4.1,0.56,15
Braxton Burmeister,60513,QB,S DIEGO ST,9,25,12,0,0.0,0,0,75,0,0,3,30,13.8,7,8,284,1,15,60.4,52.2,82.2,44.5,,66.5,60.7,60.9,47,0,19,1,6,116,134,11,1,26,1,209,102,2.83,5.8,3.17,5
Michael Penix Jr.,82134,QB,WASHINGTON,12,23,1,1,28.0,30,0,33,0,0,0,18,0.0,4,9,340,2,3,81.0,90.1,58.3,90.1,,80.1,53.9,60.5,30,4,0,0,1,318,74,13,0,23,4,107,24,0.67,3.0,0.0,6
Amari Daniels,146991,HB,TEXAS A&M,6,36,7,4,49.5,94,0,190,0,0,7,115,58.8,5,9,312,0,10,80.2,65.9,79.4,,52.9,51.2,67.9,73.6,28,0,1,2,53,37,0,0,2,38,0,190,115,3.19,5.3,0.02,26
James Blackman,60382,QB,ARK STATE,11,21,2,0,0.0,0,0,36,0,0,0,18,0.0,2,7,113,6,2,72.4,77.7,88.2,76.8,,,58.0,60.0,30,1,0,0,0,265,81,14,0,21,3,117,58,1.66,3.3,,12
Jahmyl Jeter,77759,HB,TEXAS ST,10,35,4,1,17.9,21,0,117,1,3,4,95,40.4,3,7,314,0,10,80.1,64.8,80.3,,51.0,58.9,67.2,64.6,21,0,48,12,78,37,0,0,13,47,1,117,95,2.71,3.3,0.62,25
Jayle Stacks,131695,HB,COLORADO,8,35,6,1,16.7,19,0,114,0,0,6,63,30.0,4,11,143,0,17,80.0,70.1,78.3,,59.9,56.1,71.3,54.7,19,0,2,1,22,46,0,0,1,36,1,114,63,1.8,3.3,0.09,15
Jaylen Anderson,157350,HB,W VIRGINIA,6,35,15,6,66.8,185,0,277,1,3,15,163,226.6,7,11,343,0,11,80.2,71.5,78.8,,46.5,46.3,77.0,51.0,57,1,17,2,35,52,0,0,3,37,2,277,163,4.66,7.9,0.49,24
Marcel Murray,83618,HB,ARK STATE,7,35,7,2,53.4,103,0,193,1,0,7,99,47.1,4,5,113,0,9,80.2,64.5,80.7,,41.5,53.4,69.9,54.6,75,0,37,7,62,50,0,0,11,42,1,193,99,2.83,5.5,0.6,26
Gavin Garcia,156916,HB,KENT STATE,7,35,16,2,22.3,47,0,211,2,0,16,154,195.6,6,11,201,0,21,80.2,78.7,76.1,,10.7,29.4,83.0,59.6,32,0,24,1,13,37,0,0,3,36,1,211,154,4.4,6.0,1.85,13
Austin Aune,83528,QB,N TEXAS,12,25,4,2,31.0,31,0,44,0,0,2,35,11.2,5,10,251,4,8,65.9,76.6,80.7,75.9,,59.8,59.3,60.5,16,1,0,0,1,392,56,10,0,25,1,100,66,1.89,2.9,0.0,10
Richard Newton,83799,HB,WASHINGTON,7,34,7,4,43.2,73,0,169,0,4,7,119,104.1,4,11,340,0,9,79.8,83.1,78.5,,70.1,88.5,75.7,58.5,21,0,59,3,22,38,0,0,4,37,1,169,119,3.5,5.0,2.68,25
Maurice Turner,156329,HB,LOUISVILLE,6,34,3,1,17.9,27,0,151,2,3,3,110,42.2,3,4,210,1,8,53.7,60.2,80.1,,3.8,56.3,65.9,58.2,27,0,72,12,36,40,0,0,15,46,0,151,110,3.24,4.4,2.0,26
Evan Prater,123576,QB,CINCINNATI,8,28,9,4,42.9,96,0,183,0,0,7,75,67.0,6,7,138,1,4,58.2,73.2,80.4,66.5,,,70.5,60.0,44,0,0,0,0,85,41,6,0,28,1,224,94,2.76,6.6,,10
Sean Dollars,71332,HB,OREGON,10,34,2,3,29.3,55,0,188,0,2,2,90,21.2,6,11,264,0,26,80.2,70.4,79.8,,84.3,77.0,69.1,41.8,20,0,143,16,68,54,0,0,18,50,1,188,90,2.65,5.5,2.1,7
Ramon Brown,162786,HB,MARYLAND,12,34,6,0,0.0,0,0,127,0,4,6,88,61.6,3,4,215,0,13,80.3,66.0,0.0,,11.8,66.3,68.7,62.7,12,1,40,8,55,55,0,0,8,42,0,127,88,2.59,3.7,0.73,21
C.J. Stroud,129759,QB,OHIO STATE,12,22,1,2,50.8,60,0,55,0,0,0,15,0.0,3,5,260,4,4,65.3,84.3,71.4,85.1,,,52.2,60.0,44,4,0,0,0,353,63,12,0,22,0,118,32,0.94,3.5,,4
Colson Yankoff,83589,HB,UCLA,7,33,5,2,24.0,42,0,175,0,2,5,121,64.2,3,10,324,0,14,79.6,81.9,77.2,,77.3,85.0,78.8,58.7,23,0,51,7,26,36,0,0,8,40,1,175,121,3.67,5.3,1.96,19
Bryce Young,123943,QB,ALABAMA,11,4,6,0,0.0,0,0,-2,0,0,0,1,0.0,11,15,103,4,0,57.5,91.0,49.6,90.8,,,67.6,60.0,63,4,0,0,0,237,308,29,0,4,4,306,120,3.64,9.3,,1
OJ Arnold,158336,HB,GA SOUTHRN,11,33,4,2,23.3,44,0,189,1,2,4,122,54.1,7,11,174,0,12,80.5,74.0,80.3,89.7,18.0,63.9,76.4,60.0,23,0,52,8,69,35,0,0,11,41,1,189,122,3.7,5.7,0.75,20
TJ Harden,162457,HB,UCLA,5,33,14,4,34.0,73,0,215,0,1,14,96,124.7,6,13,324,0,18,79.6,85.6,77.0,,0.0,65.3,86.0,60.0,21,0,19,2,17,37,0,0,2,35,1,215,96,2.91,6.5,1.12,15
Logan Point,144337,FB,NAVY,7,33,1,2,34.1,47,0,138,0,0,1,51,4.7,3,7,237,0,14,79.7,57.6,81.9,,56.2,56.4,60.7,48.8,26,0,0,0,6,73,0,0,1,33,1,138,51,1.55,4.2,0.0,3
Markel Johnson,147308,FB,ARMY,8,33,13,4,49.3,104,0,211,0,0,13,127,151.6,5,11,114,0,14,79.8,85.4,81.6,,16.4,59.8,86.4,59.0,32,0,0,0,1,62,0,0,0,33,2,211,127,3.85,6.4,0.0,3
