player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Anthony Cook,76724,S,TEXAS,12,5,10.4,62.1,99.7,19.1,11.9,0,0,3,10.3,311,66.6,66.1,47.1,68.2,63.7,52.4,0,31,20.5,9,3,1,100.9,18,362,363,8,30,29,2,168,71,0.5,9.3
DeMarvion Overshown,76729,LB,TEXAS,12,6,2.9,78.8,78.5,12.1,9.5,1,0,2,6.1,311,65.8,72.1,32.4,73.7,73.8,67.6,0,29,17.1,6,2,3,93.7,26,329,419,16,23,33,0,214,143,0.7,8.2
Anthony Johnson Jr.,76736,S,IOWA STATE,12,1,9.5,65.5,99.7,15.3,10.0,1,2,3,10.3,193,74.9,73.2,48.1,63.1,68.1,60.2,2,28,19.2,5,2,3,84.8,19,309,310,4,20,29,2,236,102,0.8,12.4
Jeremy Lucien,76740,CB,VANDERBILT,12,5,13.5,68.2,98.6,9.1,6.2,1,0,4,9.1,333,64.1,66.9,84.2,80.7,72.0,88.2,0,72,2.9,1,4,3,139.4,30,285,289,9,29,44,6,432,139,1.6,14.4
Ekow Boye-Doe,76742,CB,KANSAS ST,12,3,11.3,58.7,96.3,14.1,8.3,1,1,7,15.2,199,65.2,64.0,26.1,50.9,66.5,63.5,0,58,8.0,2,4,6,95.6,27,394,409,1,20,46,2,332,100,0.9,12.3
Wayne Jones,76744,S,CHARLOTTE,9,2,8.4,66.7,99.5,12.8,8.5,0,0,1,4.2,136,49.9,57.3,0.0,65.7,72.8,56.1,2,45,13.0,3,1,3,76.7,16,214,215,6,18,24,1,230,118,1.1,14.4
Lance Robinson,76747,CB,TULANE,12,0,14.9,42.3,100.0,30.0,12.7,0,3,5,19.2,319,68.5,68.7,46.1,,68.4,61.6,0,25,17.6,3,4,2,70.7,11,339,339,1,14,26,1,128,22,0.4,11.6
Cecil Singleton Jr.,76760,CB,LA TECH,12,4,7.8,73.6,90.7,7.7,5.7,0,2,6,11.3,208,66.7,68.5,17.8,68.2,72.9,65.9,1,74,17.1,6,5,2,124.3,39,320,353,9,25,53,5,474,328,1.6,12.2
Nate Bauer,76764,S,TOLEDO,12,2,9.9,71.4,98.0,24.3,17.3,0,0,2,9.5,316,76.7,78.0,85.9,62.9,76.8,64.7,1,48,12.0,3,1,0,114.8,15,383,391,6,20,21,2,208,69,0.6,13.9
Zaire Barnes,76766,LB,W MICHIGAN,12,5,4.8,71.4,76.9,11.9,8.5,0,1,3,8.6,347,69.7,78.6,62.3,65.0,88.9,75.9,1,38,14.3,5,2,1,91.6,25,313,407,13,25,35,1,272,180,0.9,10.9
Keni-H Lovely,76768,CB,W MICHIGAN,12,6,12.0,64.4,100.0,12.1,7.8,0,1,2,4.4,347,77.6,75.5,49.1,69.9,63.7,42.8,4,82,12.8,5,2,3,88.5,29,371,371,12,28,45,4,433,202,1.2,14.9
Caleb Biggers,76772,CB,BOISE ST,12,0,15.5,54.5,99.6,14.1,7.7,1,0,4,12.1,120,65.5,68.2,44.2,60.0,77.2,71.3,1,37,11.8,2,2,4,96.5,18,265,266,4,15,33,3,248,24,1.0,13.8
Isaiah Watson,76777,CB,E MICHIGAN,6,0,15.5,63.6,100.0,7.3,4.6,1,0,1,9.1,160,60.5,58.2,79.1,,48.0,67.0,0,39,0.0,0,1,1,86.9,7,54,54,1,7,11,0,84,13,1.6,12.0
Timarcus Simpson,76778,S,USF,11,2,15.9,73.7,99.6,15.6,11.5,0,0,0,0.0,327,36.8,43.2,85.1,59.6,56.4,46.1,0,38,18.5,5,0,0,133.1,14,227,228,0,20,19,1,259,93,1.2,18.5
EJ Williams,76779,S,E MICHIGAN,6,1,-0.5,100.0,69.6,5.5,5.5,1,0,0,0.0,160,44.6,58.4,81.0,57.2,66.8,61.4,0,29,0.0,0,0,1,118.8,2,16,23,0,1,2,0,35,36,3.2,17.5
Rolliann Sturkey,76786,CB,C MICHIGAN,2,1,17.5,60.0,98.2,8.5,5.1,0,0,2,20.0,134,45.4,47.4,79.4,55.4,65.1,58.5,0,45,16.7,1,1,2,104.2,6,54,55,1,4,10,0,144,68,2.8,24.0
Charlie Thomas III,76790,LB,GA TECH,12,9,6.0,70.5,77.0,9.1,6.4,0,1,1,2.3,176,70.1,65.2,8.8,75.6,58.8,75.8,2,44,12.8,6,1,3,88.2,31,298,387,21,32,44,2,329,219,1.2,10.6
D'Shawn Jamison,76791,CB,TEXAS,11,1,16.8,45.2,99.4,16.6,7.5,0,1,9,21.4,311,76.9,75.2,4.5,61.2,68.2,61.8,2,62,16.7,3,7,3,57.6,19,328,330,3,14,42,1,300,101,0.9,15.8
Dennis Briggs Jr.,76792,DI,FLORIDA ST,12,1,,,2.1,,,0,0,0,,167,66.8,68.4,59.5,73.9,59.3,40.6,0,,16.7,1,0,1,0.0,0,4,192,5,4,0,0,0,0,0.0,
Chris Collins,76798,ED,N CAROLINA,12,0,4.8,83.3,24.9,8.2,6.8,0,0,0,0.0,245,63.9,54.3,65.5,56.1,51.3,40.9,0,36,40.0,2,0,1,156.3,5,43,173,2,3,6,1,72,45,1.8,14.4
Lancine Turay,76799,ED,TEMPLE,11,0,,,2.5,,,0,0,0,,306,54.0,46.7,51.9,63.4,31.1,80.9,0,,0.0,0,0,1,0.0,0,4,161,4,2,0,0,0,0,0.0,
Xavier Thomas,76807,ED,CLEMSON,3,1,,,7.5,,,0,0,0,,140,68.2,78.6,79.9,79.0,54.7,56.7,0,,33.3,1,0,0,0.0,0,3,40,3,1,0,0,0,0,0.0,
KJ Henry,76808,ED,CLEMSON,12,1,3.2,83.3,7.9,5.6,4.7,1,1,2,33.3,140,63.2,84.9,72.4,85.8,78.3,77.2,0,19,20.0,2,1,1,129.2,5,28,354,9,7,6,1,33,31,1.2,6.6
Justin Mascoll,76809,ED,CLEMSON,12,2,-1.0,100.0,6.0,5.0,5.0,0,0,0,0.0,140,57.7,59.5,85.1,55.7,63.0,53.6,0,12,20.0,1,0,0,87.5,2,10,167,2,2,2,0,10,12,1.0,5.0
Gary Wiley,76821,ED,SMU,12,0,3.7,66.7,23.1,10.3,6.8,0,0,1,16.7,287,64.7,57.0,26.0,56.6,58.0,45.8,0,15,42.9,3,0,3,118.8,4,42,182,4,4,6,1,31,29,0.8,7.8
Carlos Hatcher,76824,ED,TULANE,10,0,9.5,0.0,27.9,,6.0,0,0,0,0.0,319,43.0,64.1,83.2,67.1,70.0,37.9,0,,100.0,1,0,0,39.6,0,12,43,1,0,2,0,0,0,0.0,
Brayden Utley,76833,DI,BAYLOR,12,0,,,0.7,,,1,0,0,,118,59.4,60.0,13.1,64.8,60.7,78.2,0,,,0,0,2,0.0,0,1,137,1,0,0,0,0,0,0.0,
Tyler Lacy,76836,ED,OKLA STATE,9,1,,,1.1,,,0,0,0,,262,65.6,81.1,65.6,68.6,87.4,68.1,0,,50.0,2,0,1,0.0,0,3,271,4,1,0,0,0,0,0.0,
Ochaun Mathis,76838,ED,NEBRASKA,12,1,,,2.6,,,0,0,0,,238,77.5,74.8,70.6,77.6,63.8,59.6,0,,50.0,3,0,1,0.0,0,8,307,4,2,0,0,0,0,0.0,
Will McDonald IV,76842,ED,IOWA STATE,12,0,,,4.4,,,0,0,0,,193,63.2,79.2,50.9,84.2,70.7,65.2,0,,0.0,0,0,2,0.0,0,12,272,7,4,0,0,0,0,0.0,
Desjuan Johnson,76850,DI,TOLEDO,12,0,7.0,0.0,3.6,,10.0,0,0,0,0.0,316,59.0,89.2,27.5,88.0,88.5,52.9,1,,20.0,1,0,4,0.0,0,12,329,9,4,1,0,0,0,0.0,
Terrance Taylor,76852,ED,TOLEDO,3,0,,,4.1,,,0,0,0,,316,60.3,66.0,83.0,61.9,66.3,76.6,0,,,0,0,0,0.0,0,2,49,0,0,0,0,0,0,0.0,
Jamal Hines,76853,ED,TOLEDO,12,1,,,1.4,,,0,0,0,,316,63.6,79.0,74.6,69.6,81.8,82.0,0,,50.0,1,0,1,0.0,0,5,345,7,0,0,0,0,0,0.0,
Jalen Redmond,76861,DI,OKLAHOMA,12,1,,,0.4,,,1,0,0,,261,59.7,69.3,44.9,63.2,74.8,49.9,0,,80.0,4,0,2,0.0,0,1,274,4,0,0,0,0,0,0.0,
John Morgan III,76865,ED,PITTSBURGH,12,2,-2.0,100.0,3.9,10.0,10.0,1,0,0,0.0,268,72.5,77.6,45.7,77.6,65.6,47.5,0,7,33.3,3,0,2,95.8,1,11,284,6,4,1,0,7,9,0.7,7.0
Rondell Bothroyd,76873,ED,WAKE,10,0,,,1.6,,,0,0,0,,339,60.5,86.0,86.0,90.6,69.0,52.1,0,,,0,0,0,0.0,0,4,244,4,0,0,0,0,0,0.0,
Dion Bergan Jr.,76874,DI,WAKE,12,1,,,0.7,,,1,0,0,,339,47.4,70.0,68.4,63.7,74.5,53.5,0,,0.0,0,0,2,0.0,0,2,267,0,1,0,0,0,0,0.0,
Caleb Okechukwu,76877,ED,SYRACUSE,12,1,1.5,100.0,1.7,2.5,2.5,0,0,0,0.0,304,65.7,62.1,85.1,63.6,55.5,79.6,1,13,0.0,0,0,0,52.1,2,5,299,7,3,2,0,12,9,2.4,6.0
Alex Nobles,76878,ED,FIU,11,2,6.4,80.0,25.7,12.8,10.2,0,0,1,20.0,166,75.5,68.7,87.6,69.0,59.2,67.8,0,17,10.0,1,1,0,95.0,4,55,214,6,7,5,0,34,26,0.7,8.5
Aaron Faumui,76885,DI,VIRGINIA,10,0,,,0.4,,,0,0,0,,335,57.9,62.4,15.4,63.0,66.0,50.1,0,,16.7,1,0,4,0.0,0,1,270,7,5,0,0,0,0,0.0,
Nesta Jade Silvera,76888,DI,ARIZONA ST,12,0,,,0.6,,,0,0,0,,110,57.7,69.3,68.4,64.8,71.4,63.3,0,,0.0,0,0,1,0.0,0,2,313,5,4,0,0,0,0,0.0,
Randy Charlton,76902,ED,MISS STATE,12,1,,,4.3,,,0,0,0,,227,66.3,62.9,86.5,54.1,65.6,66.2,0,,50.0,2,0,0,0.0,0,12,277,4,1,0,0,0,0,0.0,
Jaylon Hutchings,76940,DI,TEXAS TECH,12,0,,,0.3,,,0,0,0,,315,66.7,84.0,87.3,72.0,85.0,69.5,0,,25.0,1,0,0,0.0,0,1,360,5,3,0,0,0,0,0.0,
Karl Brooks,76941,ED,BOWL GREEN,12,0,,,0.5,,,2,0,0,,122,73.2,92.4,42.2,91.4,90.2,59.0,0,,50.0,4,0,3,0.0,0,2,365,11,4,0,0,0,0,0.0,
Andre Carter,76957,ED,W MICHIGAN,12,3,1.0,50.0,3.9,14.0,7.0,0,0,1,50.0,347,74.8,80.7,0.0,90.1,74.8,71.7,1,5,20.0,1,1,12,16.7,1,15,384,6,1,2,0,5,7,0.4,5.0
Braden Fiske,76958,DI,W MICHIGAN,12,1,,,0.8,,,0,0,0,,347,79.6,86.6,27.4,80.3,84.2,49.8,0,,25.0,2,0,5,0.0,0,3,395,9,5,0,0,0,0,0.0,
Habakkuk Baldonado,76972,ED,PITTSBURGH,9,1,,,1.4,,,1,0,0,,268,58.6,70.3,6.8,69.6,75.3,66.0,0,,66.7,2,0,4,0.0,0,3,211,1,0,0,0,0,0,0.0,
Amir Siddiq,76973,ED,CHARLOTTE,12,1,7.0,100.0,4.2,14.0,14.0,3,0,0,0.0,136,63.9,72.5,21.2,84.3,62.0,67.9,0,17,16.7,1,0,5,118.8,1,14,330,7,4,1,0,17,10,1.2,17.0
David Green,76988,DI,PITTSBURGH,12,0,8.0,100.0,0.4,1.0,1.0,0,0,0,0.0,268,60.2,67.6,84.3,57.9,73.0,41.9,0,8,50.0,1,0,0,100.0,1,1,235,4,1,1,0,8,0,8.0,8.0
Logan Hawkins,76989,DI,AKRON,7,0,,,1.6,,,0,0,0,,102,60.0,59.1,80.5,56.1,59.9,74.8,0,,,0,0,0,0.0,0,1,64,0,0,0,0,0,0,0.0,
Amadou Fofana,77014,ED,COAST CAR,10,2,,,1.7,,,0,0,0,,141,63.6,67.1,79.5,65.4,61.2,52.2,0,,0.0,0,0,0,0.0,0,1,58,1,1,0,0,0,0,0.0,
Isaiah Lee,77016,DI,IOWA STATE,12,0,,,0.4,,,0,0,0,,193,58.2,69.1,34.5,61.2,75.2,68.1,0,,0.0,0,0,3,0.0,0,1,247,1,1,0,0,0,0,0.0,
Realus George Jr.,77029,DI,MISSOURI,12,1,,,0.8,,,0,0,0,,229,61.3,81.6,82.7,72.8,80.8,71.7,0,,0.0,0,0,0,0.0,0,1,120,1,1,0,0,0,0,0.0,
Amari Gainer,77091,LB,FLORIDA ST,5,0,6.0,66.7,97.4,8.8,5.8,0,0,0,0.0,167,63.5,82.5,0.0,97.4,79.2,63.0,0,12,0.0,0,0,1,72.2,4,37,38,2,3,6,0,21,25,0.6,5.3
Yasir Abdullah,77100,ED,LOUISVILLE,12,0,5.8,69.2,21.7,8.7,6.0,1,0,1,7.7,210,75.5,83.0,35.0,90.8,68.9,64.3,2,37,16.7,2,1,4,46.8,9,80,369,16,10,13,0,83,67,1.1,9.2
Joe Sparacio,77102,LB,E MICHIGAN,12,3,6.2,54.2,87.2,19.5,10.6,0,0,0,0.0,160,60.6,68.4,0.0,57.9,78.8,77.0,1,59,17.4,4,0,4,101.4,13,280,321,6,16,24,3,184,108,0.7,14.2
Hugh Davis,77103,LB,LA TECH,12,3,6.2,77.4,81.6,10.8,8.4,0,0,1,3.2,208,33.9,44.2,84.1,63.9,50.1,60.6,0,32,25.0,4,0,0,124.5,24,280,343,2,9,31,1,351,194,1.4,14.6
Jacorey Johns,77105,ED,WAKE,12,2,3.7,66.7,30.1,17.5,11.7,0,0,0,0.0,339,66.5,74.2,90.0,64.5,78.5,71.3,0,7,40.0,4,0,0,70.1,4,75,249,2,4,6,0,18,10,0.3,4.5
Ryan Smenda Jr.,77106,LB,WAKE,11,9,2.4,82.4,86.9,11.4,9.4,0,0,2,5.9,339,66.3,75.3,85.3,75.4,76.5,83.0,0,30,11.8,4,1,0,91.5,28,345,397,15,21,34,0,203,173,0.6,7.3
Juan Wallace,77110,LB,KENT STATE,10,1,1.4,92.9,81.0,7.0,6.5,0,0,0,0.0,201,45.8,42.8,85.5,55.5,40.4,36.6,0,19,14.3,1,0,0,125.9,13,94,116,2,5,14,1,119,113,1.3,9.2
Matthew Flint,77114,LB,W KENTUCKY,4,0,5.5,75.0,86.8,10.7,8.0,0,0,0,0.0,346,50.9,54.4,77.1,61.3,61.1,78.9,0,12,0.0,0,0,0,87.5,3,33,38,0,1,4,0,22,15,0.7,7.3
Shaka Heyward,77120,LB,DUKE,12,9,4.6,71.4,86.3,11.1,7.9,0,1,5,10.2,154,77.0,70.9,3.3,63.1,68.0,79.1,2,39,7.1,3,5,3,85.1,35,402,466,13,30,49,2,316,213,0.8,9.0
Rocky Shelton II,77121,LB,DUKE,2,0,,,91.7,,,0,0,0,,154,65.4,80.4,71.1,63.7,81.0,77.9,0,,0.0,0,0,0,0.0,0,11,12,0,1,0,0,0,0,0.0,
Dax Hollifield,77124,LB,VA TECH,11,6,7.1,74.3,81.1,11.6,8.6,0,0,2,5.7,337,59.6,75.1,26.9,81.7,82.5,54.6,0,56,17.6,6,2,4,131.5,26,326,402,15,22,35,3,327,141,1.1,12.6
Alan Tisdale,77125,LB,VA TECH,5,4,3.9,83.3,75.5,10.0,8.3,0,0,0,0.0,337,51.6,67.3,82.3,57.6,83.4,75.8,0,19,16.7,2,0,0,124.7,10,105,139,3,6,12,1,87,60,0.9,8.7
Keshon Artis,77126,LB,VA TECH,8,1,8.8,100.0,84.6,8.3,8.3,0,0,0,0.0,337,43.7,49.7,76.5,61.6,57.4,83.0,0,27,0.0,0,0,0,118.8,4,33,39,0,1,4,0,63,28,1.9,15.8
Payton Wilson,77127,LB,NC STATE,10,6,7.0,81.8,68.2,13.2,10.8,0,1,3,13.6,248,68.1,68.6,8.9,70.0,68.8,79.0,1,17,13.3,4,3,3,108.1,18,249,365,9,20,22,2,159,68,0.7,8.8
Calvin Hart Jr.,77128,LB,ILLINOIS,11,2,10.1,77.8,66.2,18.3,14.2,0,0,0,0.0,187,54.0,59.5,85.6,52.8,65.7,71.1,0,21,40.0,2,0,1,127.3,7,133,201,1,1,9,1,51,9,0.4,7.3
Patrick Joyner Jr.,77133,ED,UTAH ST,12,2,,,4.3,,,1,0,0,,329,57.2,53.4,0.0,66.1,49.9,61.1,0,,0.0,0,0,5,0.0,0,10,232,3,1,0,0,0,0,0.0,
Mike Jones Jr.,77134,LB,LSU,8,2,11.7,66.7,72.2,27.5,18.3,0,0,0,0.0,211,62.0,64.0,81.4,79.6,56.0,50.7,0,21,25.0,1,0,1,107.6,2,57,79,2,1,3,0,36,11,0.7,18.0
DaeSean Winston,77142,S,TEMPLE,9,1,23.3,0.0,90.3,,21.7,0,0,2,66.7,306,76.2,67.7,80.7,62.4,53.1,57.1,0,,0.0,0,2,0,39.6,0,65,72,0,3,3,0,0,0,0.0,
Layton Jordan,77145,ED,TEMPLE,12,3,2.7,87.5,29.9,7.1,6.3,0,0,0,0.0,306,80.4,63.8,23.6,68.4,53.6,38.4,2,45,52.9,9,0,5,64.3,14,106,355,10,5,16,0,143,112,1.4,10.2
Ty Van Fossen,77147,LB,CINCINNATI,12,3,4.5,64.3,88.7,20.9,13.4,0,1,2,14.3,138,79.5,73.7,45.0,69.8,71.0,73.2,0,31,14.3,2,2,1,91.4,9,196,221,4,9,14,0,120,79,0.6,13.3
Nick Apsey,77150,ED,C MICHIGAN,6,0,3.7,100.0,40.5,4.7,4.7,0,0,0,0.0,134,90.3,80.2,17.1,71.1,71.9,77.6,0,16,0.0,0,0,1,86.1,3,15,37,2,4,3,0,14,3,1.0,4.7
Eriq Gilyard,77152,LB,KANSAS,12,1,5.1,42.9,86.4,32.3,13.9,0,0,1,14.3,198,57.4,58.5,81.0,56.9,59.7,52.9,1,12,33.3,3,1,0,14.3,3,102,118,3,5,7,0,27,18,0.3,9.0
Jaylon Allen,77156,ED,MEMPHIS,12,2,4.4,90.0,23.5,11.1,10.0,0,0,0,0.0,218,54.7,66.7,66.3,64.3,70.8,43.8,1,16,31.6,6,0,2,64.2,9,104,443,7,11,10,0,89,55,0.9,9.9
Grant Sawyer,77158,LB,TULSA,11,1,1.0,85.7,70.4,10.2,8.7,0,0,0,0.0,320,58.5,57.6,53.6,53.1,59.6,51.6,0,23,30.8,4,0,1,93.8,18,190,270,6,8,21,0,137,121,0.7,7.6
Justin Wright,77160,LB,TULSA,12,6,4.9,66.7,75.4,21.3,14.2,0,0,1,5.6,320,81.4,78.1,87.7,64.1,69.5,58.7,2,33,22.6,7,1,0,62.0,12,270,358,14,18,18,1,110,57,0.4,9.2
Jimmy Phillips Jr.,77166,LB,SMU,11,8,5.3,64.7,77.5,12.2,7.9,0,1,6,17.6,287,62.9,69.4,88.7,64.4,71.0,84.6,0,80,4.2,1,6,1,115.8,22,283,365,6,15,34,2,328,240,1.2,14.9
James Patterson,77169,LB,BUFFALO,12,7,5.0,75.6,84.3,11.3,8.5,0,1,1,2.4,126,51.4,70.2,85.1,80.0,77.1,58.3,1,67,18.4,9,1,0,110.2,31,365,433,9,33,41,2,384,271,1.1,12.4
Donavan Mutin,77180,LB,HOUSTON,11,7,2.8,81.0,95.4,10.4,8.4,0,1,2,4.8,182,36.2,52.2,53.7,69.2,65.9,47.8,0,43,31.7,13,2,1,123.8,34,370,388,11,21,42,3,336,253,1.0,9.9
Antonio Grier,77185,LB,USF,3,2,8.5,50.0,82.4,20.0,10.0,0,0,0,0.0,327,56.1,62.2,0.0,58.7,70.3,76.9,0,19,33.3,1,0,1,74.0,2,42,51,0,0,4,0,29,21,0.7,14.5
Dwayne Boyles,77186,LB,USF,12,7,3.9,83.3,85.5,8.1,6.7,0,0,3,6.3,327,66.7,66.1,86.7,65.1,62.5,83.0,1,61,6.7,3,3,0,97.4,40,336,393,14,35,48,0,454,341,1.4,11.4
Gerard Stringer,77188,S,E CAROLINA,11,9,6.4,79.5,87.1,9.8,7.8,0,0,0,0.0,156,70.8,72.1,86.7,66.1,73.1,77.7,1,40,8.1,3,0,0,96.6,31,318,365,12,25,39,1,300,155,1.0,9.7
Jireh Wilson,77192,S,E CAROLINA,12,6,10.5,76.9,93.7,14.4,11.1,0,0,1,3.8,156,62.3,68.6,86.1,72.7,77.3,73.5,3,48,20.0,4,1,0,97.8,20,298,318,3,10,26,2,284,156,1.0,14.2
DaShaun White,77198,LB,OKLAHOMA,12,11,6.8,72.7,80.8,12.3,9.0,0,1,5,11.4,261,70.3,74.6,60.4,78.9,74.2,78.4,2,62,14.7,5,4,1,80.5,32,408,505,9,18,44,1,308,176,0.8,9.6
Carson Kropp,77200,LB,N TEXAS,1,0,10.0,100.0,100.0,3.0,3.0,0,0,0,0.0,251,53.2,54.9,76.6,,60.7,76.9,0,12,0.0,0,0,0,116.7,1,3,3,0,1,1,0,12,2,4.0,12.0
Luke Brockermeyer,77204,LB,TEXAS,2,0,,,100.0,,,0,0,0,,311,49.5,44.3,69.1,,50.3,34.6,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Byron Vaughns,77206,ED,UTAH ST,10,1,-6.0,100.0,5.9,16.0,16.0,0,0,0,0.0,329,74.7,75.2,15.4,79.0,70.0,40.8,0,6,57.1,4,0,5,91.7,1,17,288,3,2,1,0,6,12,0.4,6.0
Ben Wilson,77208,LB,WASH STATE,2,1,12.5,50.0,87.5,13.0,6.5,0,0,0,0.0,341,51.6,55.0,73.4,69.9,57.0,80.2,0,11,0.0,0,0,0,66.7,1,14,16,1,2,2,0,11,5,0.8,11.0
Jacoby Simpson,77211,LB,E CAROLINA,6,0,-3.3,83.3,90.9,7.8,6.5,0,0,0,0.0,156,58.3,61.6,74.9,55.6,67.4,33.0,0,13,0.0,0,0,0,93.8,5,40,44,1,1,6,0,39,55,1.0,7.8
Josh Chandler-Semedo,77214,LB,COLORADO,12,4,5.1,80.4,86.6,8.1,6.5,0,0,1,2.2,143,36.7,45.6,86.3,66.1,50.8,63.8,1,60,17.1,6,0,0,140.1,37,317,366,14,25,46,5,511,336,1.7,13.8
Gerry Vaughn,77220,LB,IOWA STATE,12,4,4.4,82.4,83.8,17.6,14.5,1,0,0,0.0,193,64.8,71.7,53.8,66.5,76.5,82.4,0,30,0.0,0,0,1,102.2,14,264,315,9,20,17,0,145,91,0.6,10.4
Kendell Jackson,77222,LB,IOWA STATE,11,0,1.0,50.0,84.8,21.8,10.9,0,0,0,0.0,193,59.3,61.4,84.0,54.5,65.3,63.7,0,8,22.2,2,0,0,56.3,5,117,138,4,7,10,0,18,17,0.2,3.6
Hunter Webb,77225,LB,UCONN,1,0,,,75.0,,,0,0,0,,146,60.7,53.0,74.2,60.0,51.0,76.0,0,,,0,0,0,0.0,0,3,4,0,0,0,0,0,0,0.0,
Nick Allen,77229,LB,KANSAS ST,12,2,2.7,63.6,73.5,15.9,10.1,0,0,0,0.0,199,60.6,58.9,82.8,58.4,57.4,72.6,1,18,10.0,1,0,0,45.3,7,114,155,4,7,11,0,74,63,0.7,10.6
Daniel Green,77232,LB,KANSAS ST,11,1,2.2,66.7,74.9,21.8,14.5,0,0,1,6.7,199,61.0,63.6,47.3,67.1,62.0,67.1,2,15,21.4,3,1,1,55.8,10,227,303,8,10,15,1,56,42,0.3,5.6
Xavier Benson,77236,LB,OKLA STATE,12,7,3.8,78.6,88.2,11.7,9.2,0,0,2,4.8,262,60.0,65.7,85.6,54.9,71.2,74.5,0,70,12.9,4,2,1,132.0,33,404,458,9,20,42,4,339,260,0.9,10.3
Matt Harmon,77244,ED,KENT STATE,6,1,,,1.8,,,0,0,0,,201,61.1,57.7,80.1,62.5,50.0,77.7,0,,0.0,0,0,0,0.0,0,1,57,2,2,0,0,0,0,0.0,
Daniel Bolden,77252,LB,TOLEDO,1,0,,,100.0,,,0,0,0,,316,60.0,62.4,67.5,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Matthew Stuckey,77253,LB,W MICHIGAN,1,0,,,100.0,,,0,0,0,,347,60.0,64.1,71.9,,62.6,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Ryan Selig,77254,LB,W MICHIGAN,12,3,4.1,68.8,73.4,12.6,8.7,0,0,1,3.1,347,53.8,61.9,34.5,70.7,63.9,57.1,0,28,15.4,4,1,4,84.0,22,293,399,15,19,32,0,189,148,0.7,8.6
Bryce Houston,77265,LB,OHIO,12,6,0.8,86.5,73.2,10.9,9.4,1,0,2,5.4,259,53.5,64.9,42.7,83.6,62.1,41.6,0,28,25.0,7,2,2,123.1,32,366,500,10,15,37,3,261,254,0.8,8.2
Keye Thompson,77266,LB,OHIO,12,9,8.4,68.8,82.1,16.9,11.6,0,0,4,12.5,259,65.8,64.7,31.8,55.1,67.7,64.1,1,74,5.3,2,4,3,111.1,22,394,480,10,27,32,2,337,171,0.9,15.3
Jack McCrory,77267,ED,OHIO,12,2,3.8,50.0,4.2,8.0,4.0,0,0,0,0.0,259,70.1,69.0,89.9,64.5,66.9,73.4,0,14,14.3,2,0,0,67.7,2,16,378,10,10,4,0,23,17,1.4,11.5
Max Michel,77272,ED,BUFFALO,8,0,,,15.9,,,0,0,0,,126,63.1,57.0,85.4,64.9,46.8,58.5,0,,100.0,1,0,0,0.0,0,14,88,1,0,0,0,0,0,0.0,
Vinny DePalma,77273,LB,BOSTON COL,12,3,3.2,76.5,84.3,16.4,12.5,0,0,0,0.0,121,67.4,63.9,82.7,55.9,61.5,66.0,0,23,17.9,5,0,0,96.2,13,236,280,9,20,17,0,124,71,0.6,9.5
Fabian Weitz,77274,LB,BUFFALO,2,0,,,100.0,,,0,0,0,,126,60.7,66.0,70.2,,65.2,76.1,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Zach DiLauro,77276,LB,AKRON,2,0,,,85.7,,,0,0,0,,102,62.2,68.8,72.4,60.0,69.1,76.3,0,,,0,0,0,0.0,0,6,7,0,0,0,0,0,0,0.0,
Noah Taylor,77559,ED,N CAROLINA,8,0,-2.8,75.0,23.2,19.0,14.3,0,0,0,0.0,245,86.8,76.6,89.4,75.3,62.2,70.2,0,5,20.0,2,0,0,77.1,3,61,263,8,8,4,0,6,18,0.1,2.0
Dyontae Johnson,77568,LB,TOLEDO,12,1,4.4,76.7,88.1,10.9,8.4,0,1,2,4.7,316,58.9,70.8,87.0,79.9,73.7,70.2,0,34,15.6,5,2,3,106.5,33,379,430,12,26,43,2,258,148,0.7,7.8
Brian Norris,77750,LB,USF,2,0,9.5,100.0,84.6,5.0,5.0,0,0,0,0.0,327,49.3,31.3,73.8,46.7,35.2,34.7,0,20,33.3,1,0,0,118.8,2,11,13,0,2,2,0,35,16,3.5,17.5
Sean Michael Flanagan,77812,S,OKLA STATE,11,3,11.3,66.7,94.8,17.2,11.5,1,0,3,11.1,262,56.9,63.7,87.2,64.4,74.2,72.8,0,33,12.1,4,3,2,128.3,18,325,343,7,26,27,3,218,44,0.7,12.1
Nate Thompson,77813,S,AKRON,12,2,14.6,64.3,95.7,30.3,19.5,0,0,2,14.3,102,70.5,71.4,86.5,76.9,67.2,69.4,0,22,16.7,4,1,0,89.0,9,290,303,6,18,14,0,112,27,0.4,12.4
