player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Ryan McWood,43189,LB,MIAMI OH,11,9,3.8,90.0,87.1,12.9,11.6,0,1,5,16.7,221,69.7,65.2,83.3,51.9,63.3,50.5,1,23,19.4,7,4,0,103.2,27,363,417,6,20,30,1,283,185,0.8,10.5
Jaydon Grant,43354,S,OREGON ST,11,4,11.3,58.1,95.8,22.6,13.1,0,1,3,9.7,265,80.4,78.6,52.1,51.6,77.0,78.1,3,60,8.1,3,3,2,45.2,18,430,449,9,30,31,0,255,117,0.6,14.2
Linwood Crump,43401,CB,NEW MEX ST,11,2,14.2,46.4,97.6,18.5,8.6,0,0,6,21.4,242,75.2,76.0,84.2,79.5,68.7,66.8,0,19,5.9,1,3,2,82.6,13,249,255,4,14,28,2,121,17,0.5,9.3
Jon-Michael Terry,43635,LB,TULSA,12,3,6.4,71.4,76.1,13.8,9.8,1,0,0,0.0,320,57.4,60.3,46.4,59.0,63.2,72.9,0,26,18.2,4,0,2,101.6,20,289,380,8,15,28,1,189,82,0.7,9.5
Tyrone Hopper,43714,ED,MISSOURI,10,0,21.0,0.0,9.1,,6.0,1,0,0,0.0,229,50.2,47.4,0.0,56.7,56.8,31.6,0,,100.0,1,0,3,39.6,0,6,66,0,0,1,0,0,0,0.0,
Sione Tupou,44093,LB,TEXAS ST,12,6,4.9,78.8,86.5,9.1,7.2,0,0,3,5.8,314,61.2,75.1,85.2,78.5,78.6,77.1,2,74,11.4,4,3,0,111.1,41,386,446,9,25,52,3,515,370,1.4,12.6
Semisi Fakasiieiki,44340,LB,PURDUE,10,3,-0.6,50.0,95.0,17.6,8.8,0,0,0,0.0,273,66.7,65.1,2.8,77.8,61.4,60.2,0,11,20.0,2,0,1,89.6,5,96,101,4,5,10,1,17,35,0.2,3.4
Antwaine Richardson,49364,S,KENT STATE,7,3,13.4,69.2,100.0,12.2,8.4,0,0,1,3.8,201,52.6,60.7,85.4,,79.2,72.3,0,71,16.0,4,1,0,127.9,18,225,225,4,18,26,2,265,90,1.2,14.7
Todd Bradley-Glenn,49811,LB,GA SOUTHRN,4,1,7.0,80.0,81.0,11.5,9.2,0,0,0,0.0,174,31.2,43.2,78.3,55.9,57.4,35.3,0,21,50.0,3,0,0,143.8,4,47,58,2,2,5,1,45,19,1.0,11.3
Alden Tofa,51983,ED,BYU,12,1,2.3,66.7,16.2,8.5,5.7,0,0,0,0.0,128,70.2,65.0,84.0,60.5,62.1,62.6,0,9,0.0,0,0,0,78.5,2,17,105,3,2,3,0,15,11,0.9,7.5
Chaz Ah You,51989,S,BYU,2,2,2.0,100.0,90.0,9.0,9.0,0,0,0,0.0,128,67.9,61.5,74.4,59.5,52.6,56.6,0,8,0.0,0,0,0,100.0,1,9,10,1,1,1,0,8,6,0.9,8.0
Earl Tuioti-Mariner,51992,ED,BYU,10,0,,,0.8,,,0,0,0,,128,60.6,56.7,82.5,58.2,54.3,79.6,0,,,0,0,0,0.0,0,1,131,0,0,0,0,0,0,0.0,
Penei Pavihi,52079,LB,HAWAII,13,10,2.1,84.1,90.5,9.3,7.8,0,1,1,2.3,180,58.4,44.2,59.8,60.1,35.9,48.8,1,35,16.7,7,1,1,102.1,37,364,402,15,25,44,1,394,347,1.1,10.6
Kaleb Hayes,52137,CB,BYU,11,2,12.0,67.5,100.0,8.4,5.7,0,3,6,15.0,128,61.9,62.0,33.6,,64.2,70.3,0,30,4.0,1,4,2,125.2,27,239,239,4,22,40,4,322,59,1.4,11.9
George Nyakwol,52203,S,RICE,9,1,12.0,66.7,93.3,27.7,18.4,0,0,1,11.1,275,60.7,66.1,84.1,73.7,70.4,60.0,1,28,15.8,3,1,0,97.2,6,181,194,3,15,9,1,91,15,0.5,15.2
Kenneth Orji,52209,ED,RICE,9,1,5.0,0.0,15.8,,15.0,0,0,0,0.0,275,58.4,60.3,85.0,50.5,67.7,54.7,0,,33.3,1,0,0,39.6,0,15,95,0,1,1,0,0,0,0.0,
Trey Schuman,52216,ED,RICE,12,0,,,2.9,,,0,0,0,,275,63.2,73.2,4.8,77.2,68.2,71.7,0,,33.3,1,0,3,0.0,0,4,136,7,2,0,0,0,0,0.0,
Alii Matau,52219,LB,S JOSE ST,11,5,6.3,68.4,62.6,16.2,11.1,0,0,0,0.0,285,71.1,68.8,73.8,69.9,62.2,61.0,1,24,23.5,4,0,1,75.5,13,224,358,7,8,19,1,95,46,0.5,7.3
Rico Tolefree,52250,LB,S JOSE ST,9,1,10.4,85.7,83.1,9.2,7.9,0,0,1,14.3,285,63.6,61.9,0.0,54.3,67.3,84.8,0,27,0.0,0,1,1,116.1,6,59,71,2,3,7,0,83,18,1.5,13.8
Tre White,52261,S,S JOSE ST,8,0,12.7,100.0,97.9,14.7,14.7,0,0,1,33.3,285,67.3,61.2,0.0,61.0,53.3,80.6,0,22,0.0,0,1,1,152.1,3,46,47,1,3,3,2,33,1,0.8,11.0
Gabe Reid,52273,ED,UTAH,11,1,7.0,100.0,7.5,16.0,16.0,0,0,0,0.0,328,74.2,78.1,62.6,73.6,73.4,69.9,0,14,25.0,2,0,1,118.8,1,17,228,6,5,1,0,14,7,0.9,14.0
Ryan Johnson,52282,ED,NWESTERN,6,0,,,2.5,,,0,0,0,,256,58.7,68.0,81.1,65.5,67.2,64.5,0,,,0,0,0,0.0,0,2,79,1,0,0,0,0,0,0.0,
Bentlee Sanders,52291,S,NEVADA,12,1,10.3,61.5,99.8,12.0,7.4,0,0,3,5.8,239,79.1,79.2,88.8,59.6,74.2,77.9,5,44,8.9,4,3,2,52.4,32,408,409,7,40,52,1,402,141,1.0,12.6
Mekhi LaPointe,52315,S,USF,10,5,9.3,82.8,98.1,10.1,8.4,0,0,1,3.4,327,40.0,43.8,85.5,62.7,49.9,50.3,1,60,22.6,7,1,0,144.0,24,252,257,7,19,29,4,375,183,1.5,15.6
Nick Roberts,52318,S,SMU,12,4,12.1,72.5,97.8,13.2,9.6,0,2,1,2.5,287,61.3,57.4,56.8,48.3,53.0,67.3,3,58,13.2,5,1,3,101.7,29,401,410,9,29,40,3,436,206,1.1,15.0
Bryce Dugan,52425,DI,OHIO,9,0,,,4.5,,,0,0,0,,259,60.7,66.8,82.7,62.5,69.7,56.2,1,,42.9,3,0,0,0.0,0,9,199,6,4,0,0,0,0,0.0,
Xavier Peters,52819,ED,FAU,11,0,9.5,100.0,11.3,4.0,4.0,0,0,0,0.0,165,49.1,50.5,27.1,62.2,49.6,35.8,0,15,33.3,1,0,1,118.8,2,8,71,0,2,2,0,27,8,3.4,13.5
Cole Pearce,52970,LB,BALL ST,11,4,6.2,63.6,87.6,26.0,16.5,0,1,1,4.5,117,64.6,76.3,86.3,83.7,73.7,81.8,1,27,10.5,2,1,0,59.1,14,390,445,8,13,22,0,121,74,0.3,8.6
Deshawn Pace,53549,LB,CINCINNATI,12,0,4.2,80.0,86.3,11.1,8.8,0,0,1,4.0,138,65.9,65.7,53.2,62.1,66.5,64.1,1,32,13.3,2,1,2,88.3,20,233,270,5,13,25,1,150,88,0.7,7.5
Ja'von Hicks,53569,S,CINCINNATI,12,5,10.6,46.4,99.8,31.2,14.5,1,0,4,14.3,138,79.6,76.9,58.6,60.0,69.5,68.2,2,33,19.4,6,3,2,53.9,13,429,430,7,20,28,2,128,27,0.3,9.8
Ivan Pace Jr.,53587,LB,CINCINNATI,12,3,4.2,85.7,60.2,20.3,17.4,2,1,3,21.4,138,70.0,92.8,0.0,93.2,90.1,75.8,0,19,25.0,7,3,7,140.2,12,254,422,18,18,14,2,114,68,0.5,9.5
Carrington Valentine,53750,CB,KENTUCKY,12,3,13.6,55.4,98.2,9.8,5.4,2,3,9,13.8,202,70.0,66.0,51.9,61.4,48.0,64.0,1,63,12.8,5,6,5,94.5,36,375,382,12,31,65,4,502,207,1.4,13.9
Jaheim Thomas,54193,LB,CINCINNATI,12,6,5.3,60.0,67.9,20.3,12.2,0,0,0,0.0,138,51.1,72.5,49.0,84.0,76.6,67.2,0,20,0.0,0,0,1,76.3,6,131,193,3,5,10,0,58,25,0.5,9.7
Isaiah Norman,54967,S,MARSHALL,7,0,12.1,70.0,98.9,24.7,17.3,0,0,0,0.0,214,53.4,57.7,20.0,59.1,70.9,90.6,0,37,0.0,0,0,1,143.3,7,177,179,0,10,10,2,104,41,0.6,14.9
Aapri Washington,55013,CB,E CAROLINA,9,2,13.3,62.5,98.6,13.5,8.4,1,0,0,0.0,156,63.5,66.6,82.2,59.3,79.3,73.2,0,24,11.8,2,0,1,101.6,10,144,146,2,13,16,1,102,40,0.8,10.2
Tim Terry,55020,LB,AKRON,10,1,1.9,77.8,84.5,12.4,9.6,0,0,1,5.6,102,76.2,75.3,82.8,61.7,72.0,73.8,0,40,7.1,1,1,0,118.8,14,185,219,8,12,18,1,145,115,0.8,10.4
Isaiah King,55037,CB,BUFFALO,9,0,12.9,51.2,96.9,11.0,5.6,1,0,4,9.3,126,57.1,62.4,83.8,62.9,79.8,57.6,0,33,22.2,4,3,2,108.8,22,251,259,2,14,43,5,261,113,1.1,11.9
Devonni Reed,55046,S,S CAROLINA,10,1,6.3,90.5,96.6,8.0,7.2,0,0,1,4.8,289,43.3,43.8,83.9,54.2,45.8,57.5,0,78,20.0,4,1,1,134.6,19,170,176,3,15,21,1,302,198,2.0,15.9
Troy Brown,55050,LB,OLE MISS,12,8,5.1,76.9,90.7,8.3,6.4,0,1,2,5.1,226,63.5,72.1,7.9,68.1,77.9,82.8,0,46,5.6,2,2,2,108.7,30,262,289,15,26,39,1,318,166,1.3,10.6
Wilson Huber,55090,LB,CINCINNATI,12,5,4.5,81.3,74.6,15.5,12.6,0,0,0,0.0,138,57.0,62.6,86.3,71.2,60.8,72.9,0,29,15.8,3,0,1,136.5,13,211,283,9,11,16,2,116,83,0.6,8.9
Jordan Swann,55103,CB,JAMES MAD,11,3,17.2,43.6,98.8,18.3,8.0,0,0,4,10.3,197,69.9,69.4,86.7,79.3,53.8,58.2,2,90,8.3,2,1,2,67.3,17,320,324,9,19,39,2,310,148,1.0,18.2
Ian Swenson,55104,LB,UCONN,12,11,3.2,85.4,86.5,7.7,6.5,0,0,0,0.0,146,64.8,62.1,84.3,63.4,57.5,68.9,1,24,10.3,4,0,0,91.6,41,333,385,10,24,48,0,387,251,1.2,9.4
Dorian Hall,55168,S,FIU,11,0,12.2,68.4,97.8,13.0,8.9,0,0,2,10.5,166,70.1,61.0,0.0,57.8,52.2,52.7,2,34,15.4,2,2,4,50.7,13,179,183,2,11,19,0,142,89,0.8,10.9
Chris Bacon,55196,S,BOWL GREEN,12,5,12.6,65.5,97.6,22.2,14.6,0,1,1,3.4,122,59.6,64.6,55.8,63.7,74.5,67.4,1,41,14.0,6,1,1,120.3,19,453,464,7,32,29,4,267,45,0.6,14.1
Jaylon Jones,55197,CB,GA STATE,12,4,14.0,43.9,98.9,13.4,5.9,1,0,8,19.5,175,67.9,67.5,83.5,56.3,62.3,53.3,0,54,21.1,4,5,3,80.1,18,260,263,0,11,41,2,248,72,1.0,13.8
Jordan Strachan,55198,ED,S CAROLINA,2,0,,,18.9,,,0,0,0,,289,56.3,60.0,82.7,58.7,61.2,57.6,0,,100.0,1,0,0,0.0,0,7,37,1,0,0,0,0,0,0.0,
Zachary Ford,55353,S,TOLEDO,12,5,7.7,48.7,97.4,18.6,9.1,0,1,3,7.7,316,79.7,76.8,87.7,66.3,68.0,71.6,1,38,7.4,2,3,0,66.9,19,371,381,10,20,39,2,167,80,0.5,8.8
Nate Givhan,55355,ED,TOLEDO,9,0,5.0,100.0,6.7,8.0,8.0,1,0,0,0.0,316,69.8,65.5,54.0,61.1,66.8,54.7,0,5,50.0,1,0,1,87.5,1,9,134,4,1,1,0,5,0,0.6,5.0
Anthony Montalvo,55417,DI,UCF,12,1,,,2.7,,,0,0,0,,323,55.1,62.3,84.8,57.5,66.0,71.1,0,,50.0,2,0,0,0.0,0,8,297,2,1,0,0,0,0,0.0,
Coby Davis,55425,CB,WAKE,2,0,11.5,25.0,96.6,27.0,6.8,0,0,1,25.0,339,65.1,65.4,77.7,59.0,64.1,77.8,1,18,0.0,0,0,0,6.3,1,28,29,0,1,4,0,18,11,0.7,18.0
Troy Simon,55427,S,TOLEDO,4,0,11.3,50.0,97.9,21.5,10.8,0,1,1,25.0,316,46.6,46.9,79.3,60.0,49.2,58.8,0,42,0.0,0,1,0,134.4,2,46,47,0,1,4,1,49,16,1.1,24.5
Mike Allen,55430,ED,W KENTUCKY,13,1,5.0,100.0,0.6,1.0,1.0,1,0,0,0.0,346,60.4,64.7,52.3,66.6,61.2,71.0,0,10,16.7,1,0,1,108.3,1,1,160,2,4,1,0,10,5,10.0,10.0
Tyler Williams,55432,DI,WAKE,12,1,,,0.8,,,0,0,1,,339,71.8,80.4,63.8,78.3,73.9,50.4,0,,25.0,1,1,1,0.0,0,2,259,3,2,0,0,0,0,0.0,
DJ Taylor,55438,LB,BOWL GREEN,12,4,5.8,80.0,89.5,7.8,6.3,0,0,3,7.5,122,54.6,59.2,81.2,73.3,58.8,62.4,2,51,16.1,5,2,0,119.3,32,265,296,10,22,40,4,385,262,1.5,12.0
Chase Monroe,55439,LB,CHARLOTTE,12,2,6.2,66.7,92.9,29.2,19.4,0,0,0,0.0,136,50.5,55.8,38.2,71.8,59.6,43.0,0,18,23.5,4,0,1,79.4,6,184,198,6,11,9,0,47,26,0.3,7.8
Malik Hausman,55567,CB,HAWAII,13,2,10.9,56.1,98.0,9.8,5.5,0,1,5,7.6,180,65.1,61.4,90.9,61.0,45.0,59.1,3,42,11.1,4,4,3,70.6,37,386,394,7,30,66,3,405,149,1.1,10.9
Tony Wallace,55568,CB,UTSA,1,0,26.0,100.0,100.0,1.0,1.0,0,0,0,0.0,331,48.4,41.5,67.4,,60.0,74.8,0,48,0.0,0,0,0,118.8,1,1,1,0,1,1,0,48,22,48.0,48.0
Azizi Hearn,55569,CB,UCLA,12,8,8.0,69.0,95.8,11.8,8.1,1,0,8,19.0,324,68.0,67.8,46.6,57.4,71.3,84.3,0,38,3.0,1,6,6,106.0,29,364,380,5,24,42,2,307,136,0.9,10.6
Timarcus Davis,55574,CB,ARIZONA ST,7,2,13.1,62.1,98.4,6.9,4.3,0,0,2,6.9,110,50.1,50.8,0.0,56.2,70.9,57.6,2,58,20.0,4,1,4,79.8,18,127,129,1,14,29,1,301,69,2.4,16.7
Wylan Free,55596,S,GA SOUTHRN,12,2,10.7,61.8,96.7,16.0,9.9,0,0,4,11.8,174,64.1,68.6,54.7,72.5,75.3,88.3,0,36,8.0,2,4,1,118.4,21,357,369,6,21,34,3,289,117,0.9,13.8
Wesley McCormick,55609,CB,W VIRGINIA,10,0,13.1,54.3,100.0,8.6,4.7,0,1,3,8.6,343,53.3,54.2,2.2,,65.9,54.4,0,64,18.8,3,2,1,100.9,19,171,171,4,13,35,2,290,116,1.8,15.3
Cedrick Dort Jr.,55614,CB,WISCONSIN,11,1,9.0,71.4,100.0,15.4,11.0,0,1,4,19.0,349,66.8,67.8,87.0,,68.7,87.0,0,26,0.0,0,4,0,129.8,15,238,238,2,7,21,3,144,52,0.6,9.6
Anthony Johnson,55628,CB,VIRGINIA,10,4,13.6,51.7,98.7,11.6,6.0,1,0,12,20.0,335,84.4,82.5,52.2,68.2,72.9,73.4,2,25,2.9,1,9,5,53.3,31,381,386,7,29,60,0,318,118,0.9,10.3
Zack Sanders,55638,CB,OHIO,10,1,6.8,59.6,95.3,12.3,7.3,0,0,6,12.8,259,68.8,66.2,18.8,73.5,58.9,55.2,3,33,10.3,3,6,2,73.4,28,361,379,6,25,47,3,305,144,0.9,10.9
Tre Shaw,55648,CB,W KENTUCKY,8,1,17.8,44.4,93.7,18.0,8.0,0,1,3,33.3,346,61.7,59.2,0.0,55.8,58.9,71.2,1,39,0.0,0,3,1,77.1,4,74,79,0,4,9,2,82,9,1.1,20.5
Tariq Drake,55668,S,OHIO,10,4,15.3,53.6,100.0,26.5,14.2,0,1,4,14.3,259,71.5,68.4,88.4,,57.4,33.7,3,54,26.5,9,4,0,58.0,15,424,424,5,21,28,1,262,116,0.7,17.5
Justin Broiles,55678,S,OKLAHOMA,12,3,8.5,72.7,95.5,17.9,13.0,0,0,1,4.5,261,65.5,67.2,87.0,65.4,67.2,69.7,1,26,20.0,7,0,1,81.4,16,300,314,2,25,22,0,199,98,0.7,12.4
Kordell Rodgers,55713,CB,TEXAS ST,9,2,14.2,61.8,99.3,13.8,8.5,0,1,5,14.7,314,90.3,90.1,85.7,87.5,68.1,56.4,4,37,16.0,4,1,0,40.6,21,300,302,7,19,34,0,217,44,0.8,10.3
Orlando Lacey,55720,LB,TROY,1,0,2.0,100.0,100.0,2.0,2.0,0,0,0,0.0,318,49.4,45.7,64.7,,60.0,20.7,0,18,100.0,1,0,0,118.8,1,2,2,0,0,1,0,18,16,9.0,18.0
Grayson Cash,55727,S,UAB,12,5,11.9,68.8,98.9,30.8,21.2,0,1,3,18.8,321,81.6,76.5,49.4,62.4,66.0,75.8,3,60,7.7,2,3,1,77.6,11,354,358,6,19,16,1,142,59,0.4,12.9
Andre Grayson,55735,CB,UTAH ST,12,0,15.5,61.8,100.0,11.3,7.0,0,0,5,14.7,329,62.0,65.6,84.7,,76.7,77.0,0,62,12.5,2,3,1,144.9,21,259,259,4,14,34,4,436,164,1.8,20.8
Zahodri Jackson,55736,CB,N TEXAS,3,1,9.9,85.7,100.0,9.2,7.9,0,0,0,0.0,251,53.4,56.8,0.0,,74.0,69.3,0,48,14.3,1,0,1,158.3,6,56,56,0,5,7,2,169,113,3.1,28.2
Keyon Blankenbaker,55749,CB,TEXAS TECH,10,0,8.3,50.0,95.0,11.0,5.5,0,0,0,0.0,315,58.1,56.1,81.1,66.4,46.9,29.2,0,10,50.0,1,0,1,95.8,3,38,40,0,1,6,1,7,4,0.2,2.3
C.J. Coldon Jr.,55750,CB,OKLAHOMA,10,3,12.6,61.7,99.2,8.5,5.3,1,0,2,4.3,261,60.8,62.4,84.5,53.9,68.9,67.0,4,55,12.0,3,2,2,64.2,29,258,260,6,19,47,1,441,179,1.8,15.2
Jordyn Riley,55767,S,LA MONROE,9,1,5.8,66.7,92.0,8.6,5.8,0,0,0,0.0,209,54.6,55.5,78.3,56.4,58.0,29.8,0,14,40.0,2,0,0,78.8,8,69,75,1,2,12,0,61,26,0.9,7.6
Steven Jones Jr.,55785,CB,APP STATE,12,1,12.2,50.0,99.8,11.6,5.8,1,2,15,22.7,108,74.1,77.0,52.3,82.7,82.7,51.4,0,38,17.9,7,13,5,81.6,33,407,408,8,31,66,2,440,107,1.2,13.3
Jarques McClellion,55795,S,FLORIDA ST,8,1,14.5,25.0,94.3,62.0,15.5,0,0,0,0.0,167,39.5,45.6,80.1,56.2,61.7,71.7,0,5,20.0,1,0,2,79.2,1,66,70,0,3,4,1,5,0,0.1,5.0
Korey Hernandez,55796,CB,E MICHIGAN,8,1,14.4,66.7,100.0,7.3,4.8,0,0,3,25.0,160,66.7,66.8,81.7,,63.5,72.9,0,41,10.0,1,2,1,134.7,8,65,65,2,8,12,1,142,52,2.4,17.8
Jahmin Muse,55830,S,BUFFALO,12,7,6.5,50.0,93.1,38.5,19.3,0,0,1,5.0,126,75.1,77.0,88.6,78.6,72.7,66.3,1,49,14.3,4,1,0,63.8,10,403,433,9,17,20,1,116,112,0.3,11.6
Isaiah Lewis,55854,S,COLORADO,4,1,15.7,42.9,100.0,19.7,8.4,0,0,1,14.3,143,50.7,45.9,80.8,,40.9,39.6,1,22,12.5,1,1,0,19.6,3,60,60,0,6,7,0,36,12,0.6,12.0
Davondre Robinson,55861,S,CHARLOTTE,6,2,16.6,40.0,97.3,34.5,13.8,0,0,1,20.0,136,47.5,53.8,79.8,60.0,62.4,55.2,0,55,0.0,0,1,0,127.1,2,72,74,0,5,5,1,69,44,1.0,34.5
Blake Bogan,55868,S,E MICHIGAN,4,2,11.5,50.0,99.0,24.0,12.0,0,0,0,0.0,160,68.3,66.3,81.8,60.0,55.9,77.8,1,12,11.1,1,0,0,18.8,4,104,105,2,6,8,0,28,8,0.3,7.0
Cyrus Fagan,55895,S,NC STATE,12,4,9.3,62.5,99.5,20.9,13.0,0,0,5,15.6,248,77.2,74.9,87.9,57.0,64.5,78.4,2,39,10.8,4,4,1,77.3,20,440,442,8,29,32,2,218,86,0.5,10.9
William Poole,55911,CB,GEORGIA,1,0,,,100.0,,,0,0,0,,173,64.5,64.2,74.2,,59.8,,0,,,0,0,0,0.0,0,9,9,0,0,0,0,0,0,0.0,
Latavious Brini,55915,S,ARKANSAS,12,2,10.0,60.9,91.2,24.1,14.7,0,0,1,4.3,111,66.7,67.9,90.5,73.6,65.3,70.3,1,25,7.7,2,0,4,102.0,14,371,407,4,22,23,3,153,111,0.5,10.9
Ameer Speed,55918,CB,MICH STATE,12,5,10.9,73.8,97.1,7.6,5.6,0,0,6,9.8,223,55.7,57.2,55.8,59.8,62.6,84.2,0,37,0.0,0,6,1,110.2,45,362,373,4,34,61,2,523,128,1.5,11.6
Devodric Bynum,55931,CB,UAB,12,2,8.3,64.3,98.6,10.4,6.7,0,2,9,21.4,321,78.1,79.5,40.4,90.9,77.6,69.5,0,53,11.1,3,8,2,93.3,27,292,296,7,22,42,1,299,160,1.1,11.1
Bennett Williams,55954,CB,OREGON,12,2,8.1,72.9,95.7,9.4,6.8,0,0,6,10.2,264,67.5,71.9,25.3,81.0,83.2,73.6,2,76,14.0,6,5,2,112.0,43,424,443,14,35,59,5,496,268,1.2,11.5
Bryant Fitzgerald,55961,S,INDIANA,11,2,6.9,68.4,93.9,11.9,8.1,0,0,1,2.6,190,50.2,56.8,86.5,55.3,65.5,65.8,1,26,16.7,6,1,1,85.5,26,325,346,5,28,38,1,261,160,0.8,10.0
Trey Creamer,55962,CB,CHARLOTTE,2,1,11.5,50.0,100.0,21.0,10.5,0,0,1,25.0,136,69.7,70.2,77.9,,67.4,80.8,0,7,0.0,0,0,0,56.3,2,46,46,1,3,4,0,11,0,0.3,5.5
Camron Harrell,55965,CB,SO MISS,12,1,11.4,66.7,85.7,12.9,8.6,0,0,1,4.8,296,61.3,63.0,37.9,66.6,66.0,51.5,2,42,20.0,3,1,1,52.8,14,192,224,4,11,21,0,175,83,1.0,12.5
Datrone Young,55969,CB,DUKE,11,2,15.9,57.9,100.0,10.6,6.1,1,0,6,10.5,154,52.8,54.0,7.5,,67.7,59.4,1,53,13.0,3,4,4,100.8,33,362,362,6,18,57,4,470,89,1.3,14.2
Gervarrius Owens,55987,S,HOUSTON,11,3,9.8,70.8,97.8,22.6,16.0,0,3,6,25.0,182,87.1,83.0,89.7,53.7,70.7,59.5,1,35,22.7,10,6,0,102.8,17,404,413,2,31,24,2,180,110,0.5,10.6
Tyrell Ajian,55995,S,KENTUCKY,11,2,10.4,54.5,99.2,41.7,22.7,1,0,4,36.4,202,74.2,71.5,36.2,73.9,61.8,58.2,0,14,23.5,4,4,1,96.4,6,264,266,6,11,11,1,49,16,0.2,8.2
Bralen Trahan,56012,S,LA LAFAYET,12,5,7.7,63.0,98.3,21.9,13.8,0,1,2,7.4,207,72.3,75.3,88.2,56.0,78.6,70.5,4,35,14.7,5,2,0,75.9,17,398,405,6,24,27,3,155,83,0.4,9.1
Kenny Bennett,56032,S,GA TECH,2,0,16.0,0.0,87.5,,7.0,0,0,1,100.0,176,68.8,55.7,0.0,57.2,,,0,,,0,1,1,39.6,0,7,8,0,0,1,0,0,0,0.0,
Xavier Cullens,56044,LB,MEMPHIS,12,8,4.5,77.4,84.0,14.6,11.3,1,1,2,6.5,218,89.9,83.6,13.9,71.8,79.9,64.3,3,27,20.5,8,2,3,79.4,24,361,430,12,23,31,2,230,175,0.7,9.6
